 , C02, C03, C05, C07, C11, C13, C15, C19, C22, C28, C30, C45
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
17.2, 799.8804, 303.3919, 134.7529, 962.5736, 149.4993, 85.93631, 594.4061, 1113.866, 930.7651, 793.9011, 1055.729, 2271.019
17.3, 778.7985, 288.763, 126.5573, 918.8545, 141.363, 80.84669, 562.2573, 1059.401, 1177.571, 750.4661, 1052.551, 2193.162
17.4, 738.3771, 274.8395, 135.2971, 1012.423, 133.6695, 76.0585, 542.2161, 1007.599, 1328.25, 821.7703, 1006.682, 2084.156
17.5, 840.2158, 261.5874, 127.0685, 966.4401, 126.3947, 71.5539, 512.8901, 1236.816, 1508.112, 825.0992, 1081.046, 2202.19
17.6, 796.6068, 248.9743, 159.6565, 922.5454, 119.5158, 67.31609, 485.1503, 1366.595, 1453.372, 965.0574, 1033.935, 2147.535
17.7, 755.2612, 236.9693, 149.9463, 880.6443, 113.0113, 63.32925, 458.9107, 1299.772, 1520.602, 1019.149, 988.8765, 2040.797
17.8, 716.0615, 225.5432, 140.8267, 840.6464, 106.8607, 59.57855, 450.3254, 1298.261, 1430.238, 1046.424, 987.182, 1939.365
17.9, 711.5283, 214.6681, 132.2618, 802.4651, 101.045, 56.04998, 467.8367, 1234.78, 1463.232, 981.1833, 944.1614, 1978.026
18, 674.5984, 204.3173, 124.2177, 766.0179, 95.5457, 52.73039, 497.7653, 1266.245, 1439.267, 920.0106, 910.5513, 2014.274
18.1, 639.5853, 194.4656, 116.6629, 766.8833, 90.34573, 49.60741, 470.8434, 1245.269, 1353.736, 909.4141, 870.8702, 1983.991
18.2, 693.5355, 185.0889, 109.5676, 794.8391, 85.42876, 46.66938, 445.3776, 1184.379, 1273.288, 871.5114, 990.8168, 1987.21
18.3, 775.4117, 176.1644, 105.6875, 758.7383, 80.77939, 43.90536, 421.2892, 1234.389, 1197.62, 900.5895, 947.6378, 1915.493
18.4, 751.7445, 186.7733, 99.2597, 724.2772, 76.38306, 41.30505, 398.5036, 1197.815, 1245.653, 844.4415, 906.3405, 1820.288
18.5, 712.7274, 177.7675, 93.22282, 757.2057, 72.22599, 38.85873, 376.9503, 1139.245, 1201.089, 791.794, 917.8397, 1906.149
18.6, 675.7352, 169.196, 87.5531, 779.2176, 68.29517, 36.55731, 356.5628, 1083.539, 1129.712, 742.4289, 877.8409, 1874.402
18.7, 640.6631, 161.0378, 82.22821, 743.8263, 64.57828, 34.39219, 337.278, 1123.208, 1194.589, 839.9451, 972.3954, 1870.925
18.8, 696.7421, 153.2729, 77.22717, 710.0425, 61.06367, 32.35529, 361.5613, 1136.554, 1218.061, 787.5779, 956.6131, 1913.437
18.9, 660.5797, 145.8824, 72.53028, 677.7931, 57.74035, 30.43903, 342.0061, 1080.979, 1145.675, 738.4756, 914.9247, 1905.633
19, 644.3124, 178.4869, 68.11906, 647.0084, 54.59789, 28.63626, 323.5085, 1075.254, 1198.616, 692.4346, 875.053, 1877.697
19.1, 617.9888, 169.8807, 63.97613, 617.6219, 51.62646, 26.94027, 306.0114, 1111.522, 1127.386, 649.2642, 1014.175, 1784.37
19.2, 585.9139, 161.6894, 91.1982, 589.5702, 48.81675, 25.34472, 289.4606, 1085.879, 1122.093, 608.7852, 969.9781, 1962.294
19.3, 555.5037, 246.0282, 85.65161, 562.7925, 46.15995, 23.84366, 273.805, 1032.782, 1055.41, 570.83, 927.7073, 1995.697
19.4, 607.5361, 234.1653, 80.44237, 537.2311, 43.64774, 22.43151, 258.9962, 982.2814, 992.6906, 535.241, 978.039, 2101.248
19.5, 647.8809, 222.8744, 75.54994, 512.8306, 41.27226, 21.10299, 244.9882, 934.2502, 1109.205, 501.8709, 965.2704, 2114.273
19.6, 645.4164, 212.1279, 87.27632, 489.5383, 39.02606, 19.85316, 231.7379, 1020.748, 1043.288, 470.5813, 923.2047, 2056.402
19.7, 611.9179, 201.8996, 81.96825, 467.304, 36.90211, 18.67734, 219.2043, 970.8358, 996.5012, 441.2425, 882.9722, 2069.142
19.8, 580.158, 192.1645, 76.98302, 446.0795, 34.89375, 17.57117, 207.3485, 935.257, 960.7287, 537.265, 844.493, 2041.242
19.9, 601.1016, 182.8987, 72.30099, 505.6612, 32.9947, 16.53051, 196.134, 936.2346, 967.5039, 503.7687, 840.4691, 1939.787
20, 569.9031, 214.0853, 67.90372, 482.6946, 31.199, 15.55148, 185.526, 890.455, 910.0082, 571.2622, 883.9365, 1973.157
20.1, 540.3239, 203.7626, 63.77388, 460.7711, 29.50102, 14.63044, 210.0235, 846.914, 925.6249, 535.6464, 870.6135, 1994.557
20.2, 564.4609, 193.9376, 59.89521, 439.8434, 27.89546, 13.76394, 202.5458, 805.502, 870.6179, 502.251, 859.6336, 1895.423
20.3, 556.7082, 209.8038, 56.25244, 462.5991, 26.37728, 12.94876, 191.591, 766.1149, 818.8798, 470.9377, 858.7297, 1801.215
20.4, 642.901, 199.6876, 52.83122, 447.6806, 24.94173, 12.18187, 181.2288, 728.6538, 770.2164, 441.5767, 821.307, 1784.468
20.5, 609.7688, 190.0591, 49.61808, 427.3474, 23.5843, 11.46039, 205.6196, 693.0245, 724.4449, 414.0462, 785.5151, 1695.775
20.6, 578.1205, 180.8949, 46.60036, 407.9377, 22.30075, 10.78164, 194.4986, 659.1373, 681.3934, 510.1926, 751.283, 1765.167
20.7, 548.1147, 172.1726, 43.76617, 389.4096, 21.08706, 10.1431, 183.979, 649.3209, 640.9003, 478.3841, 718.5427, 1698.006
20.8, 549.0989, 163.8708, 41.10435, 453.3128, 19.93941, 9.542366, 199.4135, 823.7343, 602.8136, 448.5588, 772.4736, 1632.748
20.9, 520.5994, 162.2491, 38.60443, 432.7238, 18.85423, 8.977215, 188.6282, 809.9752, 602.7707, 420.593, 810.9382, 1733.062
21, 493.5792, 154.4258, 36.25655, 413.0699, 17.82811, 8.445535, 178.4261, 828.337, 667.7471, 394.3708, 775.5983, 1646.925
21.1, 467.9614, 146.9797, 34.05146, 585.3582, 16.85784, 7.945344, 234.2766, 799.9456, 665.8821, 369.7834, 741.7984, 1565.069
21.2, 453.2294, 197.04, 31.98048, 561.5153, 15.94037, 7.474777, 289.4496, 888.8883, 626.3109, 366.9392, 709.4714, 1487.281
21.3, 702.0048, 246.4962, 30.03546, 536.0118, 15.07283, 7.03208, 422.2062, 967.2751, 606.3489, 344.062, 721.3912, 1547.921
21.4, 1176.343, 248.0051, 28.20873, 622.1985, 14.25251, 6.615601, 399.371, 1086.252, 570.3154, 378.1993, 689.9536, 1470.986
21.5, 1432.905, 439.0673, 26.4931, 651.8832, 100.9711, 6.223788, 658.8358, 1603.835, 662.086, 354.6201, 659.886, 1717.955
21.6, 1720.639, 787.7614, 117.0195, 713.4824, 351.5103, 5.855182, 623.2023, 1757.374, 622.7403, 332.511, 702.5721, 1809.711
21.7, 1911.641, 749.7773, 109.9025, 843.7385, 500.3897, 5.508406, 589.4962, 1770.159, 758.9581, 311.7802, 671.9545, 1845.834
21.8, 1923.773, 713.6248, 103.2184, 805.4167, 473.1566, 5.182168, 633.5962, 1683.603, 713.8557, 292.342, 642.6713, 1895.564
21.9, 2812.247, 679.2155, 345.0473, 768.8355, 627.0295, 4.875251, 653.298, 1655.357, 671.4335, 274.1157, 614.6642, 1801.35
22, 3809.587, 946.7363, 713.5787, 733.9158, 892.9557, 4.586512, 617.9641, 1655.341, 631.5323, 337.5298, 587.8777, 1711.818
22.1, 4308.681, 904.086, 670.1795, 700.5821, 853.3015, 4.314874, 584.5413, 1587.668, 594.0024, 316.4863, 562.2584, 1626.737
22.2, 4276.438, 959.7521, 725.9354, 668.7624, 1155.841, 4.059323, 552.9261, 1571.074, 558.7027, 296.7546, 537.7557, 1645.372
22.3, 4328.229, 913.4751, 694.7151, 721.5115, 1364.114, 3.818908, 523.0209, 1583.552, 649.0297, 278.2532, 692.4423, 1712.315
22.4, 4196.845, 869.4294, 672.2808, 688.7412, 1289.874, 3.592731, 494.7331, 1506.121, 610.4598, 447.0386, 721.4058, 1627.209
22.5, 4318.107, 839.9061, 682.7637, 657.4593, 1275.488, 3.37995, 562.7622, 1432.475, 574.1822, 419.1676, 732.7114, 1952.467
22.6, 4232.385, 799.4078, 641.2386, 656.1074, 1264.832, 3.17977, 755.8732, 1362.431, 587.4796, 414.6874, 783.7002, 1855.425
22.7, 4117.21, 760.8622, 732.7615, 642.6375, 1495.057, 2.991447, 801.7549, 1295.811, 552.5675, 388.8334, 857.4625, 1813.96
22.8, 3985.546, 724.1752, 689.0003, 613.4495, 1564.713, 2.814277, 758.3917, 1295.139, 566.9246, 364.5912, 1015, 1814.3
22.9, 4084.229, 690.7131, 647.0959, 585.5873, 1539.614, 2.6476, 717.3737, 1231.81, 540.6456, 341.8604, 1008.246, 1724.125
23, 4353.701, 657.4085, 607.7402, 558.9905, 1455.822, 2.490795, 678.5742, 1171.577, 652.373, 431.2952, 964.3078, 1667.85
23.1, 4226.9, 625.7098, 570.778, 533.6017, 1640.353, 2.343276, 641.8732, 1231.538, 613.6045, 404.4057, 992.3998, 1729.015
23.2, 4267.745, 595.5396, 536.0638, 509.3661, 1646.762, 2.204494, 607.1572, 1171.319, 877.2078, 379.1927, 949.1519, 2179.256
23.3, 4204.752, 566.824, 503.461, 486.2312, 1557.139, 2.073932, 574.3188, 1172.718, 1644.678, 773.9848, 907.7887, 2243.249
23.4, 4102.087, 539.4931, 484.2414, 464.1471, 1472.393, 1.951102, 543.2565, 1115.375, 1991.71, 785.9539, 868.228, 2218.355
23.5, 3926.481, 513.48, 492.7372, 443.066, 1392.26, 1.835547, 513.8743, 1180.231, 2114.611, 736.9528, 842.2645, 2108.098
23.6, 3830.344, 488.7212, 465.3888, 422.9424, 1316.488, 1.726836, 486.0812, 1238.715, 2073.36, 691.0068, 838.0397, 2055.869
23.7, 3631.541, 465.1562, 437.0843, 403.7328, 1440.828, 1.624563, 459.7913, 1178.145, 1998.83, 647.9254, 801.5187, 1953.687
23.8, 3443.056, 442.7274, 410.5012, 407.2231, 1362.412, 1.528348, 434.9232, 1120.537, 1880.046, 607.5298, 854.5233, 2014.269
23.9, 3484.034, 421.3802, 385.5349, 388.7274, 1288.264, 1.437831, 411.4002, 1065.745, 1832.121, 611.4713, 939.5606, 1970.122
24, 4017.477, 401.0622, 362.0871, 371.0718, 1228.635, 1.352674, 389.1495, 1013.633, 1773.122, 573.3485, 920.2209, 1942.815
24.1, 4425.953, 381.7239, 340.0653, 354.2181, 1395.024, 1.272562, 368.1021, 964.0688, 1798.812, 537.6025, 880.1184, 1846.252
24.2, 4352.314, 363.3181, 319.3828, 338.1299, 1453.777, 1.197194, 348.1932, 959.0267, 1691.914, 504.0852, 1173.648, 1878.596
24.3, 4214.833, 345.7997, 299.9583, 322.7724, 1518.195, 1.126289, 329.361, 979.2987, 1591.369, 472.6576, 1122.502, 1803.361
24.4, 4092.087, 329.1261, 281.7151, 366.1712, 1487.261, 1.059584, 311.5474, 971.6387, 1496.799, 443.1893, 1073.584, 1782.383
24.5, 4073.09, 313.2564, 273.3831, 349.5401, 1406.318, 0.9968297, 294.6972, 924.128, 1407.849, 415.5583, 1026.798, 1693.794
24.6, 4023.848, 298.1519, 256.7562, 333.6644, 1329.781, 0.937792, 278.7584, 903.6539, 1520.763, 389.6499, 982.051, 1737.778
24.7, 3815.001, 283.7758, 241.1405, 366.4541, 1319.401, 0.8822508, 263.6816, 859.4675, 1510.748, 365.3568, 1023.536, 1712.963
24.8, 3856.147, 270.0928, 328.1494, 539.6338, 1325.93, 0.829999, 249.4203, 891.6798, 1420.969, 342.5783, 1004.163, 1627.825
24.9, 3836.61, 257.0695, 308.1917, 745.5237, 1253.768, 0.7808419, 235.9303, 848.0789, 1336.525, 321.2199, 1087.253, 1703.821
25, 3835.78, 244.6742, 289.4478, 711.6628, 1238.435, 0.7345962, 223.1699, 806.61, 1365.828, 301.1932, 1039.871, 1678.727
25.1, 3781.449, 232.8766, 271.8438, 725.4656, 1171.035, 0.6910893, 211.0996, 767.1688, 1385.195, 338.1559, 994.5546, 1595.29
25.2, 3661.206, 221.6479, 255.3106, 692.5157, 1744.439, 0.6501592, 199.6822, 729.6561, 1302.877, 363.6859, 1055.701, 1516
25.3, 3651.148, 210.9605, 239.7828, 661.0623, 1649.5, 0.6116533, 188.8823, 693.9778, 1225.451, 462.3226, 1009.694, 2016.786
25.4, 3600.355, 200.7885, 225.1995, 631.0375, 1559.728, 0.5754278, 178.6665, 704.584, 1152.626, 433.4987, 988.9344, 2430.01
25.5, 3413.489, 191.1069, 211.5031, 602.3764, 1556.362, 0.5413477, 169.0033, 716.7114, 1084.129, 406.4718, 1002.959, 2369.919
25.6, 3310.191, 181.8922, 198.6397, 575.0171, 1471.658, 0.5092861, 159.8627, 681.666, 1236.611, 381.1299, 959.2511, 2412.486
25.7, 3232.323, 173.1218, 186.5586, 548.9004, 1423.595, 0.4791234, 151.2164, 676.4997, 1163.123, 357.368, 917.4478, 2422.689
25.8, 3223.622, 164.7743, 175.2123, 702.3721, 1373.444, 0.4507471, 143.0378, 643.4206, 1146.578, 335.0876, 877.4661, 2377.74
25.9, 3171.57, 156.8292, 164.556, 670.4711, 1298.696, 0.4240514, 135.3015, 611.9589, 1078.441, 314.1962, 1060.15, 2364.896
26, 3099.549, 149.2673, 154.5479, 640.019, 1228.016, 0.3989367, 127.9837, 582.0357, 1014.353, 294.6074, 1013.949, 2247.355
26.1, 2970.431, 142.07, 145.1484, 610.95, 1161.182, 0.3753095, 121.0617, 607.3123, 954.0728, 276.2398, 969.7621, 2292.393
26.2, 3013.161, 135.2197, 136.3206, 778.954, 1136.936, 0.3530816, 114.514, 577.6162, 897.3753, 259.0174, 1055.938, 2178.456
26.3, 3030.339, 128.6997, 128.0298, 771.1473, 1263.882, 0.3321702, 108.3204, 625.1168, 942.1642, 242.8687, 1009.921, 2070.181
26.4, 2928.295, 122.4941, 120.2431, 736.1226, 1342.037, 0.3124972, 102.4619, 594.5502, 958.0228, 227.7268, 1110.529, 2050
26.5, 2783.567, 116.5877, 112.93, 702.6886, 1426.614, 0.2939894, 96.92019, 663.8365, 901.0906, 213.529, 1090.941, 1987.495
26.6, 2639.094, 110.9662, 106.0617, 670.7732, 1492.098, 0.2765777, 91.67822, 690.3321, 847.5416, 200.2163, 1043.398, 1998.266
26.7, 2546.917, 105.6156, 99.61117, 640.3074, 1468.765, 0.2601973, 86.71976, 656.5766, 797.1749, 187.7337, 997.928, 1898.948
26.8, 2582.399, 100.5231, 93.55291, 611.2252, 1388.829, 0.244787, 82.02948, 744.03, 808.4822, 176.0292, 954.4391, 1804.565
26.9, 2448.367, 95.6761, 111.6101, 583.4641, 1313.244, 0.2302893, 77.59288, 707.6488, 760.4366, 165.0545, 912.8455, 1803.667
27, 2352.125, 91.06283, 104.8221, 653.5615, 1241.772, 0.2166503, 73.39623, 673.0466, 864.5074, 154.7641, 873.0645, 1714.021
27.1, 2511.087, 88.44597, 98.44689, 634.7225, 1174.19, 0.2038191, 69.42657, 640.1362, 846.6367, 145.1151, 1076.985, 1750.529
27.2, 2415.869, 85.86955, 92.45944, 605.8941, 1110.286, 0.1917478, 65.6716, 694.2507, 829.4194, 136.0678, 1030.051, 1784.553
27.3, 2352.678, 81.72912, 86.83614, 578.375, 1049.859, 0.1803915, 62.11973, 738.116, 780.1296, 205.1249, 985.1619, 1695.856
27.4, 2367.969, 77.78834, 81.55486, 552.1058, 992.7219, 0.1697077, 58.75996, 715.6063, 819.2724, 192.3362, 970.5835, 1611.568
27.5, 2402.612, 74.03756, 76.59476, 527.0297, 938.6941, 0.1596567, 55.5819, 680.6149, 770.5856, 180.3448, 928.2863, 1531.469
27.6, 2277.911, 95.88801, 71.93635, 503.0926, 887.6067, 0.1502009, 52.57573, 699.2737, 724.7922, 169.101, 887.8324, 1615.635
27.7, 2159.683, 91.26451, 67.56125, 543.2677, 839.2996, 0.1413052, 49.73214, 665.0809, 681.7201, 158.5583, 914.0744, 1594.96
27.8, 2066.348, 86.86395, 63.45224, 550.3136, 793.6216, 0.1329363, 47.04236, 632.5602, 641.2076, 148.6728, 914.2247, 1551.583
27.9, 2075.307, 82.67558, 59.59314, 557.3815, 886.2806, 0.1250631, 44.49805, 639.0853, 603.1027, 163.1218, 1010.249, 1627.303
28, 2037.122, 78.68915, 55.96874, 532.0659, 838.0458, 0.1176562, 42.09135, 607.8356, 567.2622, 152.9518, 966.2235, 1573.058
28.1, 2003.077, 74.89494, 52.56477, 507.8999, 792.436, 0.1106879, 39.81482, 578.114, 533.5516, 143.4159, 924.1163, 1599.16
28.2, 1975.313, 71.28368, 49.36784, 484.8316, 749.3085, 0.1041324, 37.66142, 549.8456, 501.8443, 165.6229, 915.3778, 1519.678
28.3, 1872.79, 92.27256, 46.36533, 462.8111, 708.5282, 0.0979651, 35.62449, 522.9595, 472.0213, 155.297, 955.7357, 1444.146
28.4, 1938.785, 87.82339, 70.59572, 546.7115, 669.9673, 0.09216307, 33.69772, 520.823, 549.9492, 145.6148, 914.0855, 1530.871
28.5, 1863.127, 127.2026, 66.30215, 521.8804, 633.505, 0.08670466, 31.87517, 495.356, 517.2674, 136.5363, 887.505, 1454.783
28.6, 1776.522, 121.0692, 62.26972, 498.1771, 599.0272, 0.08156954, 30.15119, 471.1343, 486.5278, 128.0238, 848.8283, 1382.477
28.7, 1742.147, 115.2315, 58.48254, 475.5504, 566.4257, 0.07673854, 28.52045, 448.097, 457.615, 120.0421, 811.8371, 1415.687
28.8, 1753.75, 109.6753, 54.92569, 453.9514, 535.5986, 0.07219366, 26.97791, 457.5589, 430.4204, 112.558, 833.1005, 1414.15
28.9, 1740.186, 104.387, 51.58516, 433.3334, 506.4492, 0.06791795, 25.51879, 474.6461, 404.8419, 105.5404, 796.7947, 1428.666
29, 1780.554, 99.35372, 48.4478, 413.6519, 478.8863, 0.06389548, 24.1386, 452.8472, 380.7834, 98.9604, 762.071, 1410.401
29.1, 1688.139, 94.56312, 45.50125, 394.8642, 452.8234, 0.06011124, 156.6614, 430.704, 420.3145, 92.79063, 810.1639, 1390.709
29.2, 1600.521, 90.0035, 42.73391, 376.9299, 428.179, 0.05655112, 589.3853, 439.8733, 395.3365, 246.828, 774.8576, 1347.619
29.3, 1517.451, 85.66374, 40.13487, 359.8101, 404.8758, 0.05320185, 735.6812, 418.3646, 523.8049, 695.8055, 741.09, 1382.607
29.4, 1679.703, 81.53324, 37.69391, 343.4679, 382.8409, 0.05005095, 825.7039, 397.9076, 492.6768, 749.0833, 759.808, 1402.751
29.5, 1592.523, 77.6019, 35.40141, 327.8679, 362.0052, 0.04708665, 781.0453, 446.4186, 463.3986, 876.3079, 726.6962, 1333.031
29.6, 1509.867, 73.86012, 33.24833, 312.9765, 342.3034, 0.04429792, 769.5127, 483.0256, 435.8603, 821.6736, 695.0274, 1306.381
29.7, 1431.502, 70.29875, 96.51823, 298.7614, 323.6739, 0.04167435, 727.8932, 459.4068, 409.9585, 770.4456, 664.7387, 1241.451
29.8, 1357.204, 66.90911, 90.64809, 285.192, 306.0583, 0.03920617, 737.6862, 436.943, 385.5959, 722.4115, 707.9046, 1179.748
29.9, 1470.044, 63.68291, 85.13496, 272.2389, 289.4014, 0.03688416, 697.7881, 415.5775, 362.6812, 677.3721, 677.0547, 1426.874
30, 1466.093, 60.61227, 79.95713, 259.8741, 273.6511, 0.03469968, 713.1381, 469.3811, 341.1282, 635.1407, 690.726, 1355.955
30.1, 1410.203, 57.68969, 75.09422, 248.0708, 258.7579, 440.5544, 682.2822, 446.4296, 320.856, 595.5422, 660.6248, 1288.561
30.2, 1337.01, 54.90803, 70.52706, 258.7641, 244.6753, 786.762, 651.7683, 511.813, 301.7885, 558.4126, 631.8353, 1266.293
30.3, 1271.971, 52.2605, 66.23767, 247.0113, 231.3591, 820.0233, 616.5172, 486.7866, 283.8542, 523.5978, 663.1425, 1203.356
30.4, 1241.312, 49.74062, 62.20916, 235.7923, 218.7676, 965.9099, 583.1725, 462.9839, 266.9857, 490.9536, 634.2433, 1206.943
30.5, 1209.129, 47.34224, 77.077, 258.6799, 206.8614, 1133.164, 582.5616, 440.3452, 251.1195, 651.3515, 606.6035, 1146.955
30.6, 1259.114, 45.05951, 84.22376, 269.0572, 195.6032, 1142.724, 551.0535, 418.8134, 236.1963, 610.7424, 580.1683, 1128.409
30.7, 1218.126, 42.88684, 79.10136, 256.8369, 184.9577, 1170.206, 565.5222, 398.3344, 222.1599, 572.6651, 581.4738, 1169.618
30.8, 1277.036, 40.81894, 85.23624, 303.0499, 174.8916, 1100.9, 544.817, 378.8569, 208.9576, 550.2447, 556.1336, 1230.589
30.9, 1256.018, 38.85075, 80.05225, 334.3446, 165.3733, 1081.575, 515.3503, 360.3317, 196.5399, 601.0228, 620.6225, 1169.426
31, 1190.828, 36.97746, 75.18356, 319.159, 156.373, 1017.519, 592.2921, 342.7124, 184.8602, 583.8743, 593.5763, 1157.116
31.1, 1140.863, 35.19449, 70.61096, 304.6631, 147.8626, 1000.962, 560.2578, 325.9546, 173.8745, 547.4721, 567.7087, 1099.605
31.2, 1218.072, 33.4975, 66.31647, 290.8257, 139.8154, 941.6797, 529.956, 310.0162, 163.5417, 513.3395, 542.9684, 1221.499
31.3, 1154.851, 31.88233, 62.28317, 277.6166, 132.2061, 970.9461, 501.2931, 294.8572, 153.823, 481.3349, 697.2375, 1193.35
31.4, 1162.958, 30.34504, 58.49517, 265.0076, 125.0109, 913.4413, 474.1805, 280.4394, 144.6817, 451.3256, 666.8525, 1134.038
31.5, 1119.056, 28.88187, 54.93755, 252.9712, 118.2073, 859.3423, 500.5677, 266.7267, 136.0838, 423.1873, 680.1133, 1248.789
31.6, 1060.974, 27.48925, 51.5963, 252.1708, 111.774, 818.5693, 473.4943, 253.6844, 127.9967, 396.8033, 650.4745, 1229.413
31.7, 1166.794, 26.16379, 48.45826, 240.7174, 105.6908, 770.0892, 447.8852, 241.2798, 120.3903, 372.0642, 697.7121, 1168.308
31.8, 1125.286, 24.90223, 45.51108, 229.7843, 99.93871, 724.4803, 423.6611, 229.4819, 113.2359, 402.4743, 697.2391, 1212.313
31.9, 1075.34, 23.7015, 42.74314, 219.3477, 94.49965, 681.5726, 400.7472, 218.2608, 106.5066, 377.3817, 726.5022, 1187.989
32, 1034.898, 22.55867, 40.14354, 209.3852, 89.35661, 641.2061, 379.0726, 270.3643, 100.1773, 353.8535, 694.8418, 1128.943
32.1, 981.1841, 21.47094, 37.70205, 199.8751, 84.49347, 706.0013, 358.5703, 258.8797, 94.22405, 331.7922, 729.601, 1145.385
32.2, 991.6896, 20.43567, 35.40905, 190.797, 79.895, 767.3298, 787.2403, 246.2211, 88.62461, 311.1063, 697.8056, 1088.457
32.3, 940.2188, 19.45031, 33.2555, 182.1312, 75.54681, 731.2576, 1112.297, 234.1815, 83.35793, 291.7101, 667.3958, 1034.358
32.4, 891.4194, 18.51246, 31.23293, 173.859, 71.43525, 687.9485, 1098.395, 222.7306, 78.40424, 273.5232, 693.3948, 982.9479
32.5, 851.4739, 17.61983, 29.33338, 165.9625, 67.54746, 647.2045, 1112.053, 255.7329, 73.74492, 256.4701, 663.1772, 991.1341
32.6, 807.2806, 16.77024, 27.54935, 158.4246, 63.87127, 608.8735, 1051.907, 243.2282, 69.36249, 240.4803, 634.2765, 1122.518
32.7, 805.007, 15.96162, 25.87383, 151.2291, 60.39514, 572.8126, 1046.657, 231.3349, 65.24049, 225.4873, 606.6353, 1066.726
32.8, 815.3951, 15.19199, 24.3002, 147.5875, 57.1082, 538.8875, 990.0481, 220.0232, 61.36346, 211.4291, 580.1987, 1013.707
32.9, 796.6404, 14.45947, 22.82229, 140.8843, 54.00015, 550.2734, 936.5009, 209.2646, 57.71682, 198.2473, 586.4293, 963.3237
33, 755.2931, 13.76227, 21.43426, 134.4854, 51.06125, 517.6832, 946.0392, 199.0321, 54.28689, 185.8874, 737.3409, 915.4441
33.1, 743.9478, 13.09868, 20.13065, 128.3772, 48.2823, 487.0231, 946.0679, 189.2999, 51.06079, 174.2981, 705.2083, 869.9443
33.2, 767.6609, 12.46709, 18.90632, 141.4755, 45.65458, 477.3981, 894.8994, 180.0436, 48.02641, 163.4313, 674.4758, 967.4828
33.3, 727.8177, 11.86596, 17.75646, 135.0499, 43.16988, 472.3635, 852.5309, 171.24, 45.17236, 153.2421, 645.0827, 1010.083
33.4, 690.0424, 11.29381, 16.67653, 128.916, 40.8204, 588.6099, 871.7549, 162.8667, 42.4879, 143.688, 616.9705, 1007.609
33.5, 654.2277, 10.74925, 15.66228, 123.0608, 38.5988, 1301.337, 879.0811, 154.903, 39.96298, 134.7297, 590.0835, 957.5286
33.6, 703.3558, 10.23095, 17.86111, 126.257, 36.4981, 1644.46, 831.5356, 147.3286, 37.58811, 409.8145, 564.3682, 1012.342
33.7, 794.7073, 9.737634, 16.77482, 151.0215, 34.51173, 1630.198, 786.5616, 140.1246, 652.4654, 411.5312, 539.7734, 1034.366
33.8, 753.4603, 9.268107, 15.75459, 144.1622, 32.63346, 1533.649, 772.8489, 133.2729, 896.1682, 670.4463, 516.2505, 1014.762
33.9, 714.3541, 8.821221, 14.79641, 137.6145, 30.85742, 1442.818, 731.0491, 126.7561, 880.4005, 628.6467, 493.7528, 1014.53
34, 739.9039, 8.395883, 13.89651, 131.3642, 29.17804, 1505.649, 691.5099, 120.5581, 909.1834, 589.4531, 472.2355, 964.1053
34.1, 701.5013, 7.991053, 13.05134, 125.3978, 27.59006, 1416.476, 654.1093, 114.6631, 933.5746, 552.7031, 451.6559, 916.1869
34.2, 665.0919, 7.605743, 12.25757, 143.2322, 26.0885, 1386.049, 618.7315, 109.0564, 968.2475, 518.2443, 537.8445, 1098.671
34.3, 630.5721, 7.239012, 11.51207, 136.7267, 99.32761, 1310.934, 585.2672, 103.7238, 910.7076, 485.9339, 514.4056, 1068.487
34.4, 597.8441, 6.889964, 10.81192, 140.7526, 93.92181, 1442.116, 553.6127, 98.65194, 856.5871, 455.6379, 655.0823, 1015.38
34.5, 612.9948, 6.557746, 10.15435, 153.3297, 88.81021, 1381.378, 576.4067, 93.8281, 911.0433, 477.7746, 626.5343, 1034.097
34.6, 730.1813, 6.241547, 9.536772, 146.3656, 83.97681, 1299.565, 629.4717, 89.24014, 856.9029, 477.9602, 612.7914, 982.6996
34.7, 692.2833, 5.940594, 8.956755, 238.2069, 79.40646, 1222.598, 595.4265, 84.87652, 853.5677, 448.1613, 673.4696, 933.857
34.8, 656.3523, 5.654152, 8.412014, 227.3878, 100.9351, 1205.369, 563.2225, 199.7515, 834.7639, 443.8571, 759.1968, 887.442
34.9, 622.2862, 5.381522, 7.900403, 291.7449, 95.44183, 1280.262, 589.0989, 189.9841, 785.1565, 416.1844, 726.1117, 930.067
35, 646.4052, 21.00871, 7.419909, 278.4941, 172.9051, 1204.438, 573.2129, 180.6944, 939.6279, 448.1694, 694.4683, 883.8403
35.1, 612.8553, 19.99572, 6.968637, 265.8452, 163.4949, 1279.284, 542.2104, 171.8589, 926.6038, 652.1263, 664.204, 883.8728
35.2, 623.6475, 131.5636, 6.544811, 310.5, 395.1771, 1317.393, 670.2811, 200.2304, 966.1379, 611.4689, 635.2585, 839.9421
35.3, 993.5118, 125.2199, 6.146762, 424.4775, 377.166, 1339.716, 706.3785, 286.8525, 908.7233, 614.1089, 607.5745, 924.4907
35.4, 1119.705, 119.1821, 5.772922, 405.1982, 474.1885, 1260.37, 668.1737, 283.6131, 854.7208, 604.6245, 625.3397, 878.5413
35.5, 1127.375, 148.9157, 5.421819, 386.7945, 715.4801, 1185.724, 632.0352, 269.7451, 803.9274, 566.9286, 598.088, 834.8756
