 , C000, C001, C002, C004, C006, C007, C008, C009, C011, C012, C014, C015, C016, C023, C028, C034, C038, C041, C042, C087
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
11.7, 74.89051, 406.6965, 1775.114, 127.471, 141.3062, 261.5871, 113.3698, 244.0927, 1.154446, 670.8572, 94.84557, 607.0692, 468.3407, 245.6074, 1432.442, 1594.03, 320.9611, 84.58056, 1734.349, 509.6058
11.8, 70.02171, 377.6893, 1686.716, 119.2265, 251.0405, 248.1973, 106.717, 228.4099, 1.083651, 635.601, 134.4261, 711.0867, 465.4974, 228.316, 1364.135, 1607.89, 326.5474, 79.72412, 1712.468, 486.6949
11.9, 65.46944, 350.7511, 1630.099, 111.5153, 234.1198, 235.4928, 100.4546, 213.7348, 1.017197, 602.1978, 123.7758, 668.8426, 451.2773, 212.242, 1332.775, 1745.693, 299.0784, 75.14653, 1620.731, 464.814
12, 61.21312, 325.7343, 1664.578, 104.3028, 218.3396, 223.4386, 94.55974, 347.9441, 0.954819, 570.5499, 113.9694, 646.5419, 548.5734, 396.7191, 1293.584, 1739.844, 273.9201, 70.83177, 1619.018, 538.8328
12.1, 57.23352, 302.5017, 1601.45, 97.55682, 206.5605, 212.0015, 89.01078, 325.589, 0.8962659, 540.5653, 104.9399, 608.1322, 514.6404, 368.7891, 1449.177, 1641.526, 395.4729, 66.76476, 1669.846, 514.6079
12.2, 53.51263, 280.9261, 1521.701, 91.24712, 199.2376, 201.1497, 83.78745, 304.6701, 0.8413036, 512.1565, 185.0828, 572.0044, 482.8063, 342.8255, 1451.144, 1688.113, 362.2059, 62.93126, 1693.063, 491.4722
12.3, 50.03366, 404.3448, 1504.586, 85.34553, 290.4132, 190.8535, 78.87063, 285.0953, 0.7897117, 485.2407, 170.4191, 538.0228, 494.2217, 318.6897, 1396.88, 1653.381, 331.7373, 59.31788, 1626.832, 469.3765
12.4, 46.78085, 375.5055, 1472.428, 79.82563, 270.8387, 181.0843, 74.24234, 266.7782, 0.7412837, 459.7394, 156.9173, 506.06, 463.6507, 296.2532, 1371.492, 1584.219, 303.8318, 55.91197, 1571.941, 472.614
12.5, 43.73952, 585.5535, 1497.734, 74.66274, 252.5835, 171.8151, 69.88564, 265.0392, 0.6958254, 658.5826, 149.6931, 475.996, 434.9706, 275.3962, 1365.255, 1566.712, 278.2736, 52.70162, 1487.732, 637.485
12.6, 40.89592, 543.7896, 1513.341, 69.83378, 312.0789, 268.766, 65.78461, 248.0107, 0.6531548, 623.9715, 137.8333, 447.7181, 408.0647, 374.4885, 1375.986, 1478.177, 254.8654, 49.6756, 1408.034, 608.825
12.7, 38.23718, 505.0045, 1437.979, 65.31713, 412.2856, 1019.045, 61.92424, 232.0762, 0.6131009, 591.1794, 126.9132, 421.1201, 433.8206, 394.1422, 1310.371, 1394.645, 233.4263, 46.82333, 1332.606, 581.4534
12.8, 35.7513, 468.9857, 1366.37, 61.09261, 384.4965, 1202.098, 58.2904, 217.1655, 0.5755033, 560.1107, 116.8582, 396.1023, 406.9857, 366.3936, 1247.885, 1484.954, 330.7801, 44.13483, 1261.218, 555.3124
12.9, 33.42702, 471.5819, 1298.327, 57.14132, 358.5806, 1473.575, 54.8698, 203.2128, 0.5402114, 530.6747, 161.9339, 372.5706, 458.1961, 415.7056, 1387.849, 1423.844, 594.2145, 41.6007, 1259.596, 618.3516
13, 31.25386, 437.9469, 1233.672, 53.44559, 334.4114, 1398.147, 51.64993, 190.1566, 0.5070836, 502.7856, 200.7351, 445.7149, 443.4563, 461.8624, 1439.116, 1343.382, 544.2295, 39.21207, 1509.714, 590.5517
13.1, 29.22197, 406.7109, 1172.237, 49.98889, 341.3433, 1399.025, 48.61901, 177.9392, 0.4759873, 476.3623, 184.8314, 428.1839, 416.0254, 602.2438, 1370.49, 1535.122, 555.8387, 170.5126, 1513.702, 564.0017
13.2, 27.32219, 528.6352, 1113.861, 46.75576, 318.336, 1363.571, 45.76595, 166.5067, 0.446798, 451.3276, 179.301, 453.7732, 540.7167, 598.7415, 1323.544, 1541.549, 666.21, 160.7221, 1559.78, 538.6453
13.3, 25.54591, 591.8978, 1058.393, 43.73173, 296.8794, 1293.774, 43.08031, 155.8088, 0.4193987, 427.6086, 165.0955, 426.8155, 507.2696, 556.5886, 1260.43, 1454.436, 610.1688, 151.4938, 1563.792, 620.6119
13.4, 115.985, 549.6814, 1005.687, 40.90329, 421.1199, 1227.55, 40.55227, 199.0105, 0.3936796, 405.1361, 240.011, 464.9748, 521.2036, 545.5128, 1369.458, 1562.445, 596.6263, 142.7953, 1480.019, 592.7104
13.5, 142.088, 510.476, 1253.808, 38.25778, 392.7354, 1164.715, 38.17257, 186.2242, 0.3695377, 383.8446, 220.9955, 516.0363, 525.7426, 711.7922, 1524.865, 1516.064, 546.4385, 134.5963, 1400.735, 566.0634
13.6, 180.6392, 474.067, 1535.501, 35.78338, 461.9865, 1154.951, 35.93253, 331.4892, 0.3468763, 363.6721, 203.4866, 530.7146, 681.0941, 661.6803, 1796.781, 1641.215, 500.4724, 164.8195, 1325.698, 540.6142
13.7, 168.8954, 525.1514, 1660.528, 33.46902, 456.727, 1217.134, 33.82394, 355.6252, 0.3256046, 344.5597, 187.3649, 499.186, 638.9637, 615.0964, 1734.324, 1602.011, 458.3729, 155.3559, 1254.68, 516.3093
13.8, 232.3313, 487.6957, 1620.852, 40.78414, 425.9425, 1154.833, 31.83908, 332.7766, 0.3056373, 326.4517, 172.5205, 469.5304, 599.4393, 571.7921, 1789.894, 1567.278, 419.8148, 217.3008, 1288.44, 573.6174
13.9, 217.2269, 452.9114, 1540.136, 38.14634, 397.233, 1095.72, 90.02898, 311.396, 0.2868945, 309.2954, 158.8521, 441.6366, 562.3598, 531.5366, 1804.716, 1478.712, 384.5003, 204.8238, 1299.704, 547.8287
14, 203.1045, 586.9341, 1490.275, 35.67915, 370.4586, 1096.46, 96.90839, 291.389, 0.2693011, 293.0408, 235.8182, 415.3999, 527.574, 494.1151, 1718.657, 1395.149, 352.1563, 193.0632, 1230.079, 523.1994
14.1, 189.9002, 545.0718, 1576.939, 33.37152, 345.4888, 1076.683, 107.3219, 272.6675, 0.2527865, 277.6403, 312.8177, 454.7683, 494.9398, 459.3282, 1636.702, 1316.309, 465.0355, 181.9779, 1164.183, 499.6774
14.2, 177.5544, 506.1953, 1498.41, 31.21315, 322.202, 1121.017, 101.024, 255.1489, 0.2372847, 263.0493, 288.034, 475.7679, 464.3243, 426.9904, 1558.655, 1241.925, 425.9169, 463.0218, 1188.645, 477.2129
14.3, 166.0112, 470.0915, 1423.792, 29.19438, 300.4848, 1190.875, 95.09576, 238.7558, 0.2227335, 249.225, 265.2138, 500.8959, 435.6026, 396.9292, 1605.229, 1171.743, 390.0891, 468.0254, 1192.667, 455.7583
14.4, 155.2184, 455.8505, 1352.889, 27.30617, 460.0322, 1215.919, 89.51534, 223.4159, 0.2090747, 236.1272, 244.2016, 523.7642, 408.6575, 368.9844, 1557.051, 1105.528, 622.7219, 441.1523, 1208.945, 435.2683
14.5, 145.1273, 423.3376, 1285.517, 42.02715, 429.0249, 1576.064, 84.26241, 209.0616, 0.1962534, 223.7178, 224.8541, 492.6484, 383.3792, 343.007, 1482.802, 1043.054, 627.296, 415.8223, 1231.196, 415.6995
14.6, 135.6922, 393.1435, 1221.501, 39.30896, 400.1076, 2290.201, 79.31771, 195.6296, 0.1842185, 211.9606, 207.0395, 463.3813, 359.6646, 318.8585, 1471.832, 1209.833, 574.5282, 391.9467, 1165.24, 397.0104
14.7, 126.8706, 365.103, 1160.672, 36.76657, 399.6218, 2408.698, 173.3983, 183.0606, 0.1729215, 273.5608, 190.6363, 541.8691, 337.4168, 296.4101, 1410.674, 1141.465, 526.1992, 369.4419, 1102.819, 379.1616
14.8, 118.6224, 339.0625, 1102.872, 34.38862, 408.0563, 2367.699, 170.6809, 171.2991, 0.1623173, 259.1841, 175.5327, 605.4389, 316.5452, 275.5421, 1667.357, 1076.961, 481.9356, 348.2293, 1153.649, 362.1153
14.9, 110.9105, 314.8793, 1047.951, 32.16447, 527.6722, 2377.413, 374.9721, 160.2933, 0.1523634, 245.563, 194.2984, 569.4711, 296.9647, 256.1432, 1757.617, 1016.102, 519.465, 328.2347, 1091.848, 345.8353
15, 103.7, 292.421, 995.7646, 30.08416, 492.1058, 2393.748, 352.968, 149.9946, 0.1430199, 377.0463, 987.5778, 751.8109, 278.5953, 238.1101, 2027.052, 958.6816, 635.5792, 309.3882, 1083.901, 330.2872
15.1, 96.95821, 271.5644, 946.1771, 30.89244, 464.0778, 2271.219, 355.379, 140.3575, 0.1342494, 357.231, 930.7213, 784.4737, 261.3622, 221.3466, 1930.391, 904.5063, 582.1146, 291.6237, 1025.837, 315.4381
15.2, 181.9621, 252.1954, 899.059, 28.89441, 551.1193, 2182.285, 334.5246, 131.3397, 0.1260168, 338.4571, 932.7496, 737.8698, 245.1952, 205.7633, 1961.161, 853.3926, 581.9833, 274.8793, 970.8828, 301.2566
15.3, 170.1323, 234.2079, 854.2872, 27.0256, 604.2015, 2070.581, 314.894, 122.9012, 0.1182889, 320.6699, 1111.691, 694.0345, 230.0281, 370.9252, 2036.394, 805.1673, 533.0272, 259.0963, 918.8726, 382.3268
15.4, 159.0716, 217.5033, 1004.387, 25.27767, 563.4769, 2073.086, 296.4154, 115.0049, 0.111035, 303.8174, 1208.552, 847.0421, 215.7993, 395.7689, 2091.508, 759.6672, 488.1893, 244.2195, 869.6487, 530.4006
15.5, 148.73, 201.9901, 1092.165, 23.64278, 633.535, 1966.971, 379.46, 107.616, 0.1042259, 394.9237, 1112.802, 796.7211, 202.4506, 393.4162, 2141.9, 716.7383, 600.6932, 230.197, 888.8638, 506.5548
15.6, 148.1978, 187.5834, 1037.777, 22.11364, 590.8333, 1912.172, 357.1925, 100.7017, 0.09783442, 426.8851, 1085.093, 858.7637, 189.9276, 365.7187, 2113.211, 676.2354, 550.1633, 216.9795, 956.5938, 711.3995
15.7, 200.7246, 174.2043, 986.097, 160.2065, 710.3666, 1902.889, 418.8543, 94.23173, 0.09183485, 404.4506, 1090.527, 1086.117, 178.1793, 412.0538, 2135.813, 638.0213, 503.8839, 204.521, 905.349, 708.9228
15.8, 187.6751, 161.7794, 936.991, 179.7384, 662.4862, 1950.156, 529.9792, 88.17742, 0.0862032, 383.1952, 1004.127, 1021.593, 167.1576, 468.0843, 2070.214, 601.9666, 461.4974, 192.7778, 984.0842, 737.4512
15.9, 175.4739, 150.2407, 941.9829, 168.1134, 617.8331, 1862.032, 498.879, 82.51209, 0.0809169, 363.0568, 980.884, 1348.085, 156.8178, 450.6339, 2192.894, 567.9495, 577.0973, 181.7089, 1214.694, 725.7476
16, 164.0659, 139.5249, 969.9709, 157.2403, 576.1897, 1823, 573.2507, 77.21075, 0.07595477, 430.958, 903.1712, 1267.998, 147.1175, 538.5425, 2088.324, 535.8546, 528.5522, 233.8592, 1205.098, 693.1194
16.1, 153.3996, 168.1366, 921.6678, 147.0705, 537.3531, 1850.244, 539.6111, 72.25003, 0.07129695, 408.3094, 835.2567, 1192.669, 138.0172, 500.6278, 1988.741, 505.5734, 484.0907, 382.9751, 1140.541, 762.9808
16.2, 143.4268, 156.1445, 875.7703, 137.5584, 501.1342, 1755.536, 507.9457, 67.60802, 0.06692475, 386.8512, 769.0814, 1121.815, 129.4799, 757.8112, 2007.946, 477.0034, 443.3692, 360.9855, 1079.442, 728.6787
16.3, 220.8705, 145.0077, 832.1583, 179.6785, 525.714, 1721.705, 712.6686, 63.26427, 0.06282068, 366.5207, 880.4271, 1055.17, 121.4707, 704.4594, 2108.7, 450.0479, 406.0733, 340.2584, 1021.616, 859.7087
16.4, 209.7445, 146.6113, 790.7181, 168.0574, 619.7474, 1633.576, 670.8477, 59.19959, 0.05896828, 347.2586, 810.6731, 992.4849, 113.9569, 654.8637, 2008.146, 424.6156, 371.9146, 320.7215, 1023.058, 821.0579
16.5, 258.3649, 136.1544, 1003.412, 157.188, 577.975, 1614.488, 685.3771, 55.39607, 0.05535213, 556.0457, 883.9774, 1166.101, 106.9078, 697.6797, 2002.444, 400.6205, 467.5756, 302.3063, 968.2527, 802.5456
16.6, 241.568, 126.4434, 1079.539, 147.0215, 549.2601, 1594.618, 645.1578, 51.83692, 0.05195773, 526.8232, 813.9421, 1096.825, 100.2948, 648.5614, 2156.862, 377.9814, 428.2434, 284.9485, 1038.152, 1234.209
16.7, 225.8631, 148.8308, 1038.32, 137.5126, 512.2387, 1512.994, 607.2986, 48.50644, 0.04877149, 581.7009, 808.2175, 1031.665, 94.09089, 602.9011, 2222.619, 356.6217, 516.8905, 514.1942, 982.5385, 1414.446
16.8, 278.3614, 138.2156, 1062.194, 128.6187, 640.7051, 1563.427, 571.6611, 45.38994, 0.04578064, 551.1302, 774.0338, 1008.926, 88.27071, 560.4554, 2305.262, 336.469, 473.41, 484.6703, 929.904, 1432.035
16.9, 292.4213, 128.3575, 1009.299, 120.3, 597.5201, 1535.766, 546.5028, 42.47368, 0.0429732, 522.1663, 1031.836, 1061.219, 82.81055, 520.998, 2220.278, 317.4551, 433.587, 456.8415, 880.0891, 1367.653
17, 363.2298, 119.2026, 1148.472, 112.5194, 557.2458, 1457.155, 514.4329, 39.74478, 0.04033793, 494.7244, 950.0865, 1403.708, 77.68814, 484.3185, 2283.604, 299.5157, 451.4904, 430.6106, 832.9427, 1356.637
17.1, 425.5199, 110.7006, 1091.28, 105.242, 540.1658, 1382.568, 539.3238, 37.19121, 0.03786426, 468.7247, 874.8137, 1576.328, 72.88259, 450.2213, 2293.991, 282.59, 413.5112, 405.8858, 788.322, 1352.101
17.2, 401.9676, 102.805, 1036.936, 98.43521, 503.7574, 1311.798, 507.6751, 34.8017, 0.03554228, 444.0914, 813.524, 1684.661, 68.37429, 418.5245, 2337.569, 266.6208, 378.7269, 382.5807, 746.0916, 1343.381
17.3, 468.2747, 95.4726, 985.298, 149.6064, 469.8029, 1244.651, 477.8837, 44.67277, 0.03336269, 420.7527, 762.8923, 1929.81, 64.14486, 389.0594, 2358.687, 251.5541, 417.102, 437.1039, 706.1235, 1347.33
17.4, 656.3195, 88.66313, 936.2317, 139.9303, 532.0016, 1381.492, 449.8405, 585.7725, 0.03131677, 398.6404, 792.0564, 1927.551, 60.17706, 571.7809, 2246.212, 237.3387, 382.0156, 412.0063, 668.2964, 1312.564
17.5, 654.8132, 82.33934, 889.6088, 130.88, 496.1434, 1310.778, 423.443, 631.8198, 0.02939631, 377.6903, 729.3038, 1833.813, 56.45468, 734.2882, 2175.05, 223.9267, 349.8807, 388.3498, 632.4958, 1253.554
17.6, 857.7301, 76.4666, 845.3077, 122.4151, 489.4426, 1358.788, 398.5945, 745.7543, 0.02759362, 357.8412, 815.4604, 1724.87, 52.96256, 844.8329, 2323.272, 211.2726, 320.4489, 407.3201, 598.613, 1197.196
17.7, 914.0323, 71.01271, 803.2127, 187.308, 547.6931, 1289.236, 466.5164, 697.8401, 0.02590148, 339.0353, 750.8536, 1733.143, 49.68646, 937.3587, 2212.485, 199.3335, 293.4929, 478.8049, 566.5453, 1230.18
17.8, 966.0938, 65.94782, 763.214, 353.9166, 510.7772, 1223.244, 444.5378, 653.0045, 0.0243131, 321.2177, 691.3655, 1630.18, 46.613, 871.3664, 2211.615, 188.0692, 336.1449, 513.3967, 536.1955, 1275.274
17.9, 907.528, 61.24417, 725.2071, 365.0616, 476.3496, 1395.55, 418.4514, 611.0495, 0.02282213, 304.3364, 728.851, 1533.335, 43.72966, 926.6731, 2131.251, 177.4414, 482.0685, 483.9185, 507.4715, 1321.642
18, 989.2075, 56.87601, 689.0929, 453.1169, 444.2426, 1324.116, 393.8958, 571.7901, 0.02142259, 288.3423, 773.0002, 1687.281, 41.02468, 861.433, 2169.48, 167.4141, 441.5172, 456.1329, 480.2863, 1295.615
18.1, 938.1768, 52.8194, 654.7772, 423.8106, 447.3245, 1297.517, 371.3051, 603.7817, 0.02010888, 273.1888, 718.1857, 1615.166, 38.48701, 1017.996, 2138.497, 157.9536, 421.2324, 429.9427, 454.5573, 1342.864
18.2, 1378.781, 49.05212, 622.1703, 396.3998, 617.3565, 1245.101, 399.5559, 564.9893, 0.01887573, 258.8317, 957.0548, 1519.213, 36.10632, 1039.286, 2324.045, 149.0276, 385.7986, 405.2563, 599.3617, 1408.322
18.3, 1412.119, 45.55354, 591.1872, 374.5256, 575.7452, 1293.359, 376.1092, 941.6845, 164.1371, 245.2291, 987.0747, 1594.938, 33.87289, 1216.342, 2388.348, 140.606, 353.3454, 458.2515, 707.1573, 1511.084
18.4, 1444.865, 42.30449, 561.747, 350.3023, 551.3016, 1227.155, 354.0383, 881.1821, 461.2667, 232.3413, 1159.702, 1592.089, 31.77762, 1381.275, 2274.458, 132.6604, 457.7755, 431.9397, 818.0881, 1537.206
18.5, 1350.931, 39.28718, 533.7729, 327.6458, 645.7594, 1279.482, 333.2626, 940.4049, 432.9801, 220.1309, 1067.822, 1536.091, 29.81195, 1284.03, 2293.281, 125.1637, 419.2676, 407.1386, 774.2631, 1597.629
18.6, 1458.169, 36.48507, 507.1918, 407.8464, 820.0035, 1213.989, 373.2039, 879.9846, 406.4281, 208.5621, 1223.522, 1444.835, 27.96787, 1193.631, 2183.924, 118.0907, 383.9991, 396.4205, 928.923, 1553.329
18.7, 1363.37, 33.88282, 481.9345, 381.4681, 764.7334, 1348.418, 351.3035, 945.9993, 388.1416, 197.6014, 1133.817, 1536.595, 26.23787, 1189.641, 2214.749, 111.4174, 351.6973, 373.6589, 915.2116, 1552.174
18.8, 1366.832, 31.46617, 457.9349, 356.7959, 844.9036, 1435.11, 330.6884, 885.2197, 369.1078, 187.2167, 1267.336, 1445.309, 24.61487, 1281.952, 2262.044, 105.1212, 322.1127, 352.2042, 942.0209, 1547.903
18.9, 1377.865, 29.22188, 435.1305, 333.7194, 787.9551, 1361.651, 311.2829, 1048.094, 346.4728, 177.3777, 1205.082, 1359.446, 23.09227, 1233.423, 2256.589, 99.18079, 363.3378, 331.9813, 891.5568, 1531.911
19, 1288.287, 27.13767, 413.4616, 312.1354, 734.845, 1291.952, 293.0162, 1033.146, 394.498, 168.0558, 1109.607, 1394.731, 21.66385, 1146.587, 2148.982, 93.57607, 332.774, 312.9196, 843.7961, 1531.941
19.1, 1210.99, 25.20211, 392.8719, 291.9474, 760.4155, 1225.821, 275.8214, 966.7667, 370.3059, 159.2238, 1062.212, 1376.1, 20.32379, 1065.865, 2145.139, 88.28808, 304.7812, 294.9525, 798.594, 1463.068
19.2, 1143.532, 23.4046, 373.3075, 273.0651, 709.1617, 1163.075, 259.6356, 904.6528, 347.5974, 150.856, 978.0553, 1294.348, 19.06662, 990.8254, 2151.658, 83.29891, 279.1432, 393.0651, 755.8134, 1520.211
19.3, 1069.188, 21.73529, 354.7174, 263.6115, 661.3625, 1103.541, 244.3997, 846.5295, 326.2814, 142.9279, 900.5665, 1217.454, 17.88722, 973.4996, 2049.054, 78.59168, 255.6618, 474.9696, 846.3048, 1451.866
19.4, 1061.777, 20.18505, 337.053, 326.6735, 768.5217, 1047.054, 230.0578, 792.1407, 306.2726, 135.4165, 902.1363, 1145.128, 16.78077, 1068.836, 1951.344, 74.15046, 372.4886, 481.9943, 800.9683, 1386.593
19.5, 1149.326, 18.74538, 320.2683, 322.5906, 716.7215, 1014.792, 216.5575, 741.2463, 287.4909, 128.2999, 830.6624, 1175.445, 15.74276, 993.5873, 1979.657, 69.96021, 341.1551, 481.1867, 758.0604, 1492.074
19.6, 1074.606, 17.40839, 304.3194, 301.7263, 1301.546, 1017.655, 203.8495, 724.3431, 269.8609, 121.5572, 764.8512, 1406.463, 14.76896, 923.6364, 1885.255, 66.00675, 312.4573, 453.558, 717.4511, 1473.045
19.7, 1004.743, 16.16676, 289.1648, 282.2116, 1591.349, 1087.437, 191.8872, 677.8046, 253.312, 115.1689, 704.254, 1669.565, 13.8554, 858.6101, 1851.865, 62.2767, 286.1736, 552.9825, 679.0173, 1457.768
19.8, 1051.029, 15.01368, 274.7648, 263.959, 1694.938, 1031.774, 180.6269, 634.2562, 237.778, 109.1163, 648.4578, 2408.251, 12.99835, 845.6505, 1861.362, 58.75744, 262.1008, 552.6857, 642.6423, 1392.23
19.9, 1013.743, 13.94285, 261.082, 341.3239, 1580.696, 1089.008, 170.0273, 593.5058, 223.1965, 103.3818, 597.0822, 2754.946, 12.19431, 859.2731, 1833.018, 55.43705, 240.053, 520.9516, 608.216, 1329.638
20, 1010.594, 12.94839, 248.0805, 340.8528, 1545.314, 1143.393, 160.0498, 646.3651, 209.5093, 97.94871, 678.4664, 2591.28, 11.44, 837.67, 1765.986, 265.3218, 219.8599, 491.0396, 575.6339, 1269.86
20.1, 993.575, 12.02487, 235.7265, 318.8074, 1561.18, 1145.069, 150.6577, 604.8367, 675.2238, 92.80112, 839.7941, 2658.361, 10.73236, 1081.706, 1756.844, 250.3284, 201.3654, 481.6296, 544.7972, 1212.769
20.2, 965.4078, 11.16721, 223.9877, 360.5454, 1520.468, 1086.456, 141.8168, 628.6608, 645.915, 87.92406, 773.2594, 2563.299, 10.06849, 1005.551, 1673.068, 236.1824, 184.4267, 453.9755, 515.6124, 1158.246
20.3, 931.4225, 10.37072, 212.8335, 337.2264, 1417.984, 1030.844, 133.4947, 588.2699, 612.5731, 83.30331, 711.9961, 2560.318, 138.4716, 934.7579, 1642.121, 265.0854, 168.9128, 427.9091, 487.9911, 1106.173
20.4, 939.2045, 9.631042, 202.2347, 315.4156, 1352.645, 1100.157, 125.661, 550.4741, 575.0079, 78.92539, 655.5865, 2408.215, 129.9061, 868.9487, 1653.306, 250.1053, 154.7039, 403.3395, 461.8494, 1056.442
20.5, 878.1447, 8.944119, 192.1637, 295.0154, 1341.824, 1055.528, 118.2869, 515.1065, 551.9523, 74.77756, 603.6461, 2446.412, 212.2876, 807.7725, 1574.467, 235.9719, 141.6903, 430.4947, 437.1082, 1008.946
20.6, 821.0545, 8.306191, 182.5943, 371.363, 1321.211, 1082.593, 347.3331, 482.0114, 518.1046, 70.84771, 555.8207, 2457.999, 199.1561, 750.9034, 1705.824, 331.0239, 129.7714, 405.7766, 413.6923, 1053.79
20.7, 808.8124, 7.713763, 173.5014, 347.3444, 1232.158, 1048.395, 351.1404, 451.0425, 486.3325, 67.12438, 511.7845, 2443.216, 186.8369, 698.038, 1624.481, 330.5306, 118.8551, 382.4777, 391.5308, 1006.414
20.8, 756.2296, 7.163588, 164.8613, 386.5315, 1149.108, 1023.747, 330.5348, 422.0634, 456.5088, 63.59674, 471.2372, 2384.094, 175.2798, 648.8944, 1658.634, 311.8523, 108.8571, 360.5166, 491.9681, 1055.016
20.9, 707.0654, 6.652654, 476.5713, 361.5318, 1132.212, 1122.648, 311.1383, 394.9462, 459.2368, 60.25448, 433.9023, 2301.477, 164.4375, 749.9315, 1615.362, 383.2871, 99.70009, 339.8165, 584.2002, 1007.585
21, 661.0975, 6.178162, 452.8388, 338.149, 1055.898, 1073.187, 292.8801, 369.5713, 446.4103, 57.08787, 399.5253, 2191.672, 154.2659, 697.1345, 1538.333, 361.6275, 91.31337, 320.305, 709.397, 962.286
21.1, 618.118, 5.737512, 430.2881, 316.2785, 984.7281, 1082.432, 335.666, 345.8266, 419.2033, 54.08768, 386.3986, 2061.469, 144.7234, 714.6849, 1464.976, 341.1919, 205.7284, 301.9137, 671.3946, 1108.798
21.2, 577.9328, 5.328291, 408.8604, 369.3013, 985.8998, 1106.881, 421.1762, 323.6076, 393.4962, 51.24517, 355.7852, 1939.002, 135.7713, 745.0991, 1459.046, 321.9111, 188.4227, 284.5785, 635.428, 1058.948
21.3, 553.3458, 4.948257, 388.4998, 345.416, 919.4479, 1050.224, 396.4608, 302.816, 369.3656, 48.55203, 353.5352, 1823.81, 127.3729, 1019.014, 1389.471, 303.7199, 402.7442, 268.2386, 881.5752, 1279.839
21.4, 599.4653, 4.595329, 369.1531, 356.3974, 857.475, 1165.992, 373.1956, 283.3604, 422.5147, 138.7544, 514.2429, 1815.55, 149.6506, 967.5092, 1565.41, 286.5566, 368.8656, 252.8369, 834.3492, 1270.216
21.5, 610.014, 4.267573, 439.2582, 345.1161, 818.2018, 1134.727, 351.2958, 265.1547, 396.6046, 243.3941, 540.9702, 1817.643, 231.4787, 991.7978, 1490.763, 270.3633, 363.645, 298.6281, 789.6531, 1213.11
21.6, 570.3557, 3.963194, 417.3839, 489.324, 811.812, 1082.959, 330.681, 254.3515, 502.3685, 467.5045, 499.4653, 1770.446, 325.6585, 921.9728, 1559.127, 255.0851, 333.0554, 281.4815, 806.8087, 1372.997
21.7, 533.2755, 3.680524, 484.3479, 607.1903, 757.0939, 1133.6, 311.276, 238.0096, 471.5614, 442.9353, 459.894, 1665.267, 305.5143, 1268.693, 1570.242, 240.6702, 305.039, 314.656, 887.5142, 1349.818
21.8, 498.606, 140.925, 460.2281, 567.919, 734.2587, 1075.575, 293.0097, 222.7177, 452.6319, 419.6573, 423.4578, 1566.337, 286.6161, 1367.783, 1495.365, 227.0699, 279.3793, 296.5891, 839.97, 1390.949
21.9, 466.1905, 130.8737, 437.3094, 531.1877, 684.768, 1020.52, 275.8153, 208.4083, 424.8748, 397.6027, 389.9084, 1578.255, 268.8868, 1271.488, 1564.036, 214.2382, 300.3708, 279.5596, 794.9728, 1529.777
22, 435.8824, 121.5393, 494.5306, 546.1206, 668.0709, 968.2822, 259.6299, 198.3363, 410.4659, 376.7071, 359.0169, 1484.494, 252.2543, 1181.972, 1489.454, 202.1315, 275.1038, 263.5078, 838.5125, 1499.682
22.1, 407.5447, 112.8706, 469.9037, 510.7991, 623.0414, 918.7188, 244.3943, 185.5933, 385.2946, 356.9097, 330.573, 1396.303, 445.2034, 1098.759, 1604.574, 190.7091, 251.9622, 248.3778, 915.9761, 1550.029
22.2, 381.0493, 130.305, 468.7583, 561.3927, 581.0469, 871.6924, 230.0527, 314.9965, 488.0039, 338.1527, 304.3825, 1397.115, 551.0822, 1021.403, 1890.211, 313.0664, 230.7673, 234.1164, 866.9073, 1480.342
22.3, 356.2764, 214.3729, 445.4149, 525.0835, 541.883, 827.0731, 216.5528, 297.4599, 458.0777, 320.3815, 280.2671, 1360.625, 747.1867, 949.494, 1800.075, 295.375, 211.3553, 220.674, 868.0355, 1413.789
22.4, 333.114, 222.3009, 451.9561, 491.1227, 505.3588, 784.7377, 203.845, 278.3483, 429.9867, 303.5442, 258.0623, 1279.794, 837.7482, 882.6473, 1834.757, 278.6833, 193.5762, 208.0033, 933.9927, 1350.228
22.5, 311.4576, 277.5916, 429.4494, 459.3583, 471.2964, 778.7584, 191.883, 260.4646, 423.1262, 287.5918, 237.6167, 1203.764, 818.4587, 820.5068, 1976.26, 380.15, 177.2927, 196.0602, 924.0712, 1289.524
