 , C000, C001, C002, C004, C006, C007, C008, C009, C011, C012, C014, C015, C016, C023, C028, C034, C038, C041, C042, C087
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
378.4, 114.0428, 365.9636, 727.7759, 84.1947, 132.2023, 271.6682, 72.26423, 399.1507, 664.0676, 17.49504, 92.70039, 17.05547, 388.453, 285.0945, 0.6532724, 1253.766, 352.4275, 26.78725, 1016.319, 20.79147
378.5, 106.6286, 339.8617, 691.5338, 78.74924, 123.2915, 257.7623, 68.02362, 373.5056, 623.3445, 16.57561, 85.35598, 16.04224, 364.4245, 338.2085, 0.6221207, 1182.916, 322.7815, 25.24918, 961.8748, 19.85673
378.6, 99.69642, 315.6215, 657.0965, 73.65597, 114.9814, 284.7222, 64.03186, 349.5082, 620.3005, 15.7045, 78.59344, 15.0892, 383.5897, 361.9682, 0.5924545, 1186.03, 358.3492, 23.79942, 910.3472, 18.96401
378.7, 93.21493, 293.1102, 624.3741, 68.89211, 107.2314, 270.1481, 60.27434, 335.1264, 648.2731, 14.87916, 72.36669, 14.19278, 478.8623, 336.4847, 0.5642029, 1343.289, 591.8944, 195.175, 982.6313, 18.11142
378.8, 87.15482, 360.1867, 708.0682, 64.43637, 100.0037, 256.3201, 56.73732, 359.0906, 608.5186, 14.09721, 66.63327, 13.34962, 659.3497, 312.7954, 0.5372986, 1267.38, 542.1046, 322.7667, 929.9918, 17.29717
378.9, 81.48869, 494.7702, 716.8673, 60.26881, 94.07873, 276.4227, 111.3934, 336.0193, 658.6798, 13.35634, 213.7545, 12.55655, 618.5643, 290.7738, 0.5116771, 1430.264, 496.503, 304.2341, 962.2928, 16.51952
379, 76.19092, 459.4813, 681.1685, 56.3708, 87.7376, 262.2735, 104.8566, 314.4304, 618.2871, 12.65442, 198.0947, 11.81059, 580.3018, 270.3026, 0.4872775, 1722.884, 552.1168, 286.7656, 1036.391, 15.77684
379.1, 172.9291, 629.2883, 746.454, 52.72491, 81.82388, 248.8485, 98.70345, 294.2285, 642.7549, 11.98938, 349.1346, 11.10895, 544.4061, 314.1872, 0.4640414, 1625.524, 505.673, 270.3001, 1025.988, 15.06754
379.2, 161.6866, 594.1815, 744.9963, 49.31482, 76.30876, 236.1107, 92.91133, 275.3246, 805.4895, 11.35929, 335.7488, 10.44899, 622.7898, 415.5023, 0.4419133, 1867.082, 463.1361, 254.7801, 971.0255, 14.39013
379.3, 195.266, 551.8022, 846.05, 46.12528, 71.66171, 513.5378, 139.6357, 272.0665, 756.0939, 10.76231, 388.6783, 9.828236, 584.2659, 791.0308, 0.4208404, 1952.406, 496.8415, 373.3845, 919.0077, 13.74318
379.4, 405.7697, 512.4456, 957.4526, 43.14203, 66.83154, 487.2514, 131.4415, 306.1386, 1113.887, 148.2005, 357.8843, 9.244361, 548.1249, 1026.529, 0.4007723, 2018.04, 736.9424, 458.1371, 1115.364, 13.12531
379.5, 379.3896, 475.8961, 909.773, 40.35173, 62.32694, 477.522, 123.7283, 286.4695, 1167.054, 140.412, 346.8301, 8.695173, 603.6185, 1063.818, 0.3816613, 2007.104, 674.9512, 431.8318, 1099.797, 12.53522
379.6, 405.8971, 441.9534, 864.4678, 37.7419, 58.12596, 463.8014, 116.4677, 268.064, 1651.358, 148.2785, 441.4164, 8.178612, 604.4193, 1199.724, 0.3634615, 2169.068, 639.0371, 442.9551, 1233.05, 159.6486
379.7, 379.5088, 410.4316, 821.4186, 35.30087, 54.20813, 451.8647, 111.9506, 255.386, 1568.814, 246.315, 406.4442, 7.692738, 630.7443, 1266.309, 0.3461296, 2230.884, 606.8209, 417.5215, 1206.423, 152.4711
379.8, 354.836, 485.4695, 780.5133, 33.01771, 58.45181, 520.9764, 105.3811, 238.9777, 1616.894, 233.3702, 392.0972, 7.235728, 647.2811, 1224.642, 0.3296242, 2506.817, 627.2367, 486.4495, 1357.916, 145.6163
379.9, 331.7673, 450.844, 741.645, 30.88222, 54.51202, 494.3092, 99.19717, 223.6236, 1590.626, 221.1057, 361.0324, 6.805869, 691.1199, 1138.425, 0.3139059, 2656.529, 679.2374, 594.4657, 1360, 139.0696
380, 310.1984, 418.6881, 704.7122, 28.88485, 50.83778, 616.5303, 93.37608, 209.256, 1668.402, 209.4857, 471.3284, 6.401547, 648.3693, 1251.958, 0.2989371, 2708.196, 871.2277, 560.3327, 1343.635, 132.8173
380.1, 290.0317, 388.8257, 669.6187, 27.01666, 47.4112, 794.8869, 87.89658, 195.8114, 1566.089, 198.4764, 433.9863, 6.021245, 640.2645, 1163.817, 0.2846821, 2555.156, 797.9406, 528.1595, 1271.657, 208.5951
380.2, 271.1761, 361.0932, 636.2727, 25.2693, 44.21557, 754.199, 82.73862, 183.2307, 1554.173, 188.0457, 399.6027, 5.663535, 600.6597, 1081.881, 0.2711068, 2590.248, 730.8182, 497.8337, 1203.534, 306.7541
380.3, 253.5463, 335.3387, 604.5873, 23.63496, 41.23534, 751.9, 96.38423, 171.4583, 1458.865, 178.1631, 367.9432, 5.327076, 563.5047, 1005.714, 0.2581789, 2529.501, 669.3422, 469.2491, 1139.061, 292.963
380.4, 237.0627, 311.4211, 574.4799, 22.10632, 38.58837, 773.0524, 103.0971, 160.4422, 1390.031, 168.8, 338.792, 5.010606, 528.648, 934.9096, 0.2458675, 2386.559, 613.0375, 442.3058, 1078.042, 279.7919
380.5, 221.6507, 289.2094, 545.8716, 20.67655, 35.98742, 733.4822, 98.51177, 150.134, 1304.789, 159.9289, 311.9504, 4.712937, 533.7353, 869.0897, 0.2341432, 2251.694, 612.8218, 416.9095, 1020.291, 267.213
380.6, 207.2406, 300.5872, 518.6881, 19.33925, 33.56179, 695.9375, 92.7309, 140.488, 1224.774, 151.524, 287.2354, 4.432951, 500.72, 807.9036, 0.2229779, 2228.594, 561.2716, 392.9715, 965.634, 255.1997
380.7, 193.7675, 368.4925, 492.8582, 18.08844, 31.29964, 660.3146, 87.28927, 257.4132, 1188.219, 143.5608, 295.6767, 4.169599, 507.1538, 751.0252, 0.2123451, 2102.656, 514.0577, 370.4079, 990.9311, 243.7264
380.8, 181.1702, 440.4714, 468.3147, 16.91854, 29.18997, 668.3674, 136.0382, 240.8746, 1172.71, 136.0161, 386.8015, 3.921892, 676.6357, 698.1512, 0.2022193, 2150.897, 636.0103, 349.1398, 979.1001, 416.452
380.9, 169.3919, 428.1122, 444.9933, 15.8243, 27.2225, 647.2826, 128.0552, 287.8995, 1100.796, 128.868, 356.1562, 3.688901, 634.7811, 648.9996, 0.1925763, 2298.718, 582.5094, 348.2253, 970.3248, 397.7291
381, 158.3793, 397.5776, 422.8334, 14.80083, 25.38764, 696.9802, 120.5407, 286.9182, 1121.506, 122.0955, 376.5443, 3.469751, 595.5154, 831.9024, 0.1833932, 2238.831, 710.5991, 328.2309, 1021.236, 379.848
381.1, 148.0827, 369.2209, 401.7769, 13.84355, 23.67645, 661.3038, 113.4671, 268.4839, 1052.731, 115.6789, 346.7116, 3.26362, 558.6786, 773.3345, 0.174648, 2220.607, 650.8239, 309.3845, 966.5284, 362.7708
381.2, 138.4556, 342.8866, 381.7691, 12.94819, 22.0806, 686.1306, 106.8086, 274.7794, 1085.96, 109.5995, 404.0891, 3.069736, 524.1205, 812.6567, 0.1663198, 2110.619, 596.077, 291.6203, 914.7515, 346.4613
381.3, 129.4542, 318.4307, 362.7576, 12.11074, 20.59232, 651.0096, 142.1669, 257.125, 1019.365, 103.8396, 372.0742, 2.887369, 491.7, 755.4437, 0.1583887, 2027.094, 711.0734, 274.8761, 1037.06, 330.885
381.4, 121.0381, 295.719, 619.6634, 11.32745, 19.20435, 617.6864, 280.9586, 240.605, 956.8538, 98.38243, 373.9521, 2.715837, 461.2849, 905.2117, 0.1508358, 1912.543, 651.2583, 259.0933, 981.5045, 316.0091
381.5, 113.1692, 274.6272, 588.8051, 10.59483, 17.90993, 586.0689, 264.4714, 225.1463, 898.176, 93.21205, 344.3248, 2.554494, 432.7512, 841.4825, 0.1436431, 1804.465, 596.4748, 283.9512, 988.7011, 301.8019
381.6, 105.8118, 255.0397, 559.4835, 9.909585, 16.70276, 556.0698, 248.9517, 210.6808, 843.0965, 88.31339, 317.0449, 2.402737, 405.9825, 782.2401, 0.1367934, 1796.799, 636.044, 267.6473, 1027.306, 288.2335
381.7, 98.93271, 279.8667, 531.6221, 22.28239, 15.57695, 527.6063, 234.3427, 207.6152, 791.3947, 83.67218, 481.6648, 2.259996, 380.8697, 727.1685, 0.1302703, 1695.261, 582.5403, 265.6964, 972.2728, 275.2751
381.8, 92.50087, 390.9487, 505.1482, 20.84123, 14.52703, 500.5997, 220.591, 194.2761, 787.4205, 79.27488, 884.9418, 2.125734, 357.3102, 675.9741, 0.1240583, 1599.462, 829.369, 250.4406, 1116.473, 339.4582
381.9, 86.48717, 363.0648, 479.9926, 19.49328, 13.54787, 474.9755, 207.6463, 186.3365, 765.0823, 75.10867, 837.405, 1.999449, 335.2081, 741.4937, 0.1181425, 1612.703, 801.8986, 236.0609, 1056.664, 324.1968
382, 80.86445, 337.1696, 456.0897, 26.17972, 12.63471, 516.2331, 308.1922, 174.3646, 718.1647, 71.16142, 771.0596, 1.880666, 314.4731, 689.2908, 0.1125088, 1521.569, 734.4433, 222.5067, 1000.058, 309.6216
382.1, 75.60727, 419.2062, 433.3772, 24.48649, 11.7831, 489.8087, 290.1069, 163.1618, 674.1241, 67.42162, 709.9705, 1.768939, 295.0208, 667.3304, 0.1071438, 1518.883, 687.2305, 209.7309, 946.4851, 295.7016
382.2, 120.5996, 389.3068, 411.7957, 22.90278, 10.9889, 503.5591, 273.0828, 152.6788, 632.7844, 63.87835, 653.7214, 1.663851, 276.7717, 774.3436, 207.4506, 1433.051, 629.4211, 231.2385, 895.7819, 317.2877
382.3, 150.595, 395.1906, 391.2889, 141.6016, 10.24822, 477.7834, 259.7303, 142.8693, 703.2682, 60.52129, 694.5308, 1.565005, 259.6514, 785.7833, 197.5582, 1352.069, 645.5831, 247.5677, 847.7949, 459.0758
382.4, 140.8045, 451.6948, 371.8033, 145.3127, 9.557464, 453.3271, 244.4888, 133.6901, 678.6949, 57.34066, 700.919, 1.472031, 243.5902, 730.4622, 188.1375, 1357, 591.277, 300.5163, 802.3786, 727.732
382.5, 327.381, 490.5662, 353.2881, 178.3808, 39.95999, 430.1227, 300.1786, 156.3479, 704.7605, 54.32719, 645.387, 1.384581, 228.5224, 819.1669, 313.7311, 1280.316, 688.4816, 548.1459, 759.3952, 695.0146
382.6, 306.0972, 573.8069, 335.6949, 414.2938, 37.26659, 408.106, 282.5636, 146.3027, 661.542, 51.47208, 763.7557, 1.302326, 214.3867, 761.4955, 394.0142, 1207.965, 716.7927, 516.6725, 718.7144, 680.1096
382.7, 286.1971, 532.8808, 318.9778, 387.4985, 34.75473, 387.2163, 473.1843, 136.9029, 620.9738, 48.76702, 877.9767, 1.224957, 201.1254, 912.3091, 480.3825, 1267.123, 656.4965, 487.0063, 680.2129, 881.2141
382.8, 267.5908, 494.8737, 303.0932, 426.8296, 32.41218, 367.3958, 799.6798, 128.107, 582.8934, 46.20412, 996.041, 1.152185, 188.6844, 848.0803, 457.4752, 1256.912, 743.2381, 459.0434, 643.7739, 914.692
382.9, 250.1941, 599.1907, 287.9997, 399.2235, 30.66028, 388.1731, 752.753, 119.8762, 547.1483, 43.77592, 947.825, 80.55162, 177.0129, 940.4082, 435.6602, 1185.884, 680.7173, 432.6861, 609.287, 919.6835
383, 233.9285, 556.4542, 273.6577, 382.6084, 28.5937, 409.4751, 772.3713, 112.1743, 513.5951, 41.47532, 872.7313, 75.76622, 166.0634, 1055.256, 499.6451, 1216.223, 662.5946, 407.8421, 576.6475, 1051.82
383.1, 256.2058, 516.7658, 260.03, 357.8624, 26.66642, 421.4044, 727.047, 146.4422, 482.0995, 39.29563, 803.587, 71.26511, 155.7913, 980.9634, 475.8192, 1147.494, 628.4442, 507.6029, 545.7565, 1105.305
383.2, 239.5493, 479.9081, 247.0809, 348.2062, 109.5064, 399.834, 684.3824, 137.0334, 452.5354, 37.23049, 739.921, 67.03139, 146.1545, 911.9012, 453.1295, 1082.649, 575.5798, 478.4574, 516.5204, 1055.612
383.3, 223.9756, 488.177, 234.7767, 345.3064, 102.1254, 379.3677, 644.2214, 128.2291, 424.7843, 35.27388, 681.299, 63.0492, 137.1138, 847.7011, 431.5217, 1021.468, 527.1624, 470.8582, 488.8504, 1008.154
383.4, 256.4184, 453.3584, 223.0852, 357.5742, 95.24194, 359.949, 606.4172, 119.9905, 398.7349, 33.4201, 627.3214, 59.30358, 128.6324, 788.0209, 410.9443, 963.7448, 607.8743, 443.8224, 462.6627, 962.8294
383.5, 239.748, 470.7686, 211.9759, 334.4474, 88.8224, 341.5243, 570.8314, 112.2812, 374.283, 31.66375, 577.6204, 55.78048, 120.6755, 732.5423, 391.3482, 953.8412, 568.5264, 526.0234, 437.8779, 1063.795
383.6, 224.1615, 468.2321, 423.9338, 312.8163, 82.83556, 324.0427, 537.3339, 105.0672, 351.3306, 29.99969, 531.857, 52.46668, 113.2109, 680.9695, 372.6865, 899.9396, 520.7023, 495.8203, 414.4208, 1180.781
383.7, 281.33, 624.4478, 402.8225, 313.3428, 77.25225, 307.4559, 505.802, 98.31674, 329.7857, 28.42309, 489.7194, 49.34974, 106.208, 633.0276, 354.9147, 1114.49, 521.7626, 636.0513, 392.2203, 1202.101
383.8, 333.7975, 869.2936, 587.2644, 423.0193, 72.04527, 291.7182, 476.1205, 91.99998, 309.562, 26.92935, 450.9202, 46.41798, 99.63833, 588.4609, 337.9904, 1051.51, 477.8723, 599.5305, 371.209, 1218.418
383.9, 334.2767, 862.7728, 558.0195, 395.6596, 67.18925, 315.2287, 448.1808, 86.08906, 290.5785, 25.51411, 415.1949, 43.66039, 93.475, 547.0319, 321.8731, 992.0893, 437.6739, 565.1067, 351.3234, 1305.47
384, 373.2134, 801.2366, 530.231, 370.0695, 62.66053, 418.2256, 518.7283, 80.55791, 272.7592, 24.17324, 382.3001, 41.06661, 87.69292, 508.5195, 306.5244, 936.0262, 445.56, 682.9047, 332.503, 1246.778
384.1, 348.95, 744.0894, 503.8264, 346.1346, 58.43707, 396.8179, 488.2882, 75.38213, 256.0326, 22.90285, 352.0115, 38.62693, 82.26849, 472.7184, 291.9076, 883.1313, 427.0885, 643.6937, 314.6909, 1223.403
384.2, 326.2639, 691.0181, 478.7366, 323.7476, 54.49827, 376.506, 459.6345, 70.53889, 240.3317, 21.69921, 324.1226, 36.33219, 77.17961, 439.4379, 277.9878, 833.2255, 391.162, 606.7342, 297.8329, 1240.785
384.3, 305.0528, 641.7321, 454.8963, 302.8085, 50.82495, 357.2338, 446.6008, 66.00682, 225.5937, 20.55883, 298.4432, 34.17377, 72.40551, 513.4312, 264.7318, 786.1398, 358.2577, 571.8968, 281.878, 1185.002
384.4, 285.2206, 617.1055, 432.2432, 283.2238, 47.39923, 338.9481, 420.3934, 61.76594, 211.7594, 19.47839, 274.7983, 32.14358, 67.92672, 556.2903, 252.1078, 815.065, 328.1213, 605.4886, 266.7778, 1131.726
384.5, 266.6777, 575.7219, 410.7181, 264.9057, 44.20441, 321.5984, 395.7239, 57.79753, 198.7736, 18.45472, 253.0268, 30.234, 63.72498, 558.4958, 240.0859, 848.1977, 300.5199, 570.7227, 252.4865, 1172.764
384.6, 249.3404, 544.2322, 390.265, 279.1783, 41.22493, 305.1367, 372.502, 54.08408, 186.584, 138.7095, 232.9801, 28.43786, 59.78315, 519.1763, 228.6373, 800.266, 275.2403, 537.953, 238.9608, 1142.83
384.7, 233.1302, 551.4762, 370.8304, 261.1219, 87.74902, 289.5177, 350.6428, 50.60923, 175.142, 131.4198, 214.5217, 26.74842, 56.08514, 482.6251, 217.7346, 755.0429, 252.0873, 507.0648, 226.1597, 1091.451
384.8, 217.9739, 653.0646, 352.3637, 244.2333, 158.8052, 309.6936, 330.0664, 47.35763, 164.4017, 124.5132, 197.5257, 25.15936, 52.61588, 678.9686, 207.3517, 753.4536, 314.6367, 520.5796, 214.0443, 1042.381
384.9, 203.8029, 606.4855, 334.8165, 333.559, 174.5498, 324.8339, 344.95, 44.31494, 154.3199, 117.9695, 181.8763, 23.66469, 49.36122, 739.5095, 197.4641, 736.0012, 295.8791, 490.689, 202.578, 1149.163
385, 190.5532, 563.2287, 318.1432, 311.9854, 162.7848, 320.8475, 324.7076, 41.46774, 144.8565, 111.7698, 167.4667, 22.25882, 46.30788, 687.4462, 188.0479, 821.9935, 319.2525, 462.5146, 191.7259, 1097.499
385.1, 178.1649, 523.0571, 302.3002, 291.8071, 151.8127, 304.4243, 305.6531, 38.80347, 135.9733, 105.8958, 154.1987, 20.93647, 43.44342, 639.0483, 179.0807, 775.5425, 359.6886, 435.958, 181.4551, 1048.158
385.2, 166.582, 495.8552, 287.2461, 272.9339, 141.5802, 313.8264, 348.9748, 36.31038, 127.635, 100.3306, 141.982, 125.7424, 40.75614, 594.0577, 170.5411, 731.7166, 329.4318, 519.1225, 171.7346, 1001.034
385.3, 155.7521, 592.3566, 272.9417, 255.2813, 132.0373, 297.7626, 609.8386, 33.97747, 119.8079, 95.05782, 130.7331, 238.4886, 335.6135, 631.5332, 162.4088, 791.1983, 480.3863, 489.3156, 162.5348, 1089.583
385.4, 145.6263, 611.9965, 259.3496, 238.7705, 123.1377, 299.4366, 665.2928, 31.79445, 112.4608, 259.7478, 120.3755, 250.2641, 365.8576, 816.5865, 154.6642, 785.399, 536.8547, 526.793, 153.8278, 1040.598
385.5, 136.1588, 568.3466, 246.4344, 223.3275, 114.8379, 284.1093, 664.2936, 29.75168, 105.5643, 375.8736, 110.8384, 270.0472, 343.2268, 840.0892, 147.2889, 828.313, 608.5505, 618.3038, 145.5872, 1165.208
385.6, 127.3068, 782.0061, 234.1624, 208.8833, 107.0976, 351.6892, 625.3115, 27.84016, 349.0894, 510.7419, 102.057, 254.0042, 425.3721, 1109.369, 393.2237, 781.505, 557.3596, 585.8892, 137.7881, 1134.414
385.7, 119.0303, 726.2305, 222.5014, 195.3734, 99.87894, 364.6405, 617.4092, 26.05145, 761.1163, 483.9005, 139.1141, 238.9144, 399.0598, 1184.087, 432.8611, 737.3421, 729.2717, 642.3384, 130.4068, 1092.531
385.8, 111.2919, 674.433, 211.4212, 182.7372, 151.6076, 345.9756, 620.4915, 24.37767, 858.3683, 538.5411, 149.5005, 224.721, 487.3013, 1243.391, 412.2199, 695.6748, 667.9257, 688.4884, 340.037, 1082.521
385.9, 104.0566, 729.5861, 200.8928, 170.9183, 141.3889, 387.318, 584.0798, 22.81142, 1017.382, 591.6768, 141.7852, 211.3708, 457.1583, 1381.76, 392.5629, 736.3365, 618.3431, 657.7955, 582.2267, 1182.823
386, 97.29161, 869.3986, 190.8886, 159.8638, 131.8589, 367.4924, 549.8049, 21.34581, 974.4033, 611.2991, 238.18, 198.8137, 459.8934, 1375.574, 424.7126, 730.6596, 566.3285, 627.0457, 551.0369, 1250.071
386.1, 126.5565, 807.3898, 181.3827, 149.5243, 168.3019, 348.6815, 517.5412, 19.97436, 914.6493, 654.9938, 219.3096, 233.5933, 431.4458, 1278.731, 404.4599, 722.5168, 661.6454, 751.9204, 521.5178, 1216.612
386.2, 118.3287, 818.516, 172.3501, 139.8535, 174.6355, 455.0881, 487.1708, 18.69102, 891.4222, 620.5713, 201.9343, 219.716, 404.7578, 1188.705, 385.173, 897.4839, 605.9882, 756.4886, 493.5801, 1161.915
386.3, 169.4973, 760.1364, 163.7673, 144.4668, 235.6119, 431.7935, 458.5827, 17.49014, 1001.713, 587.9578, 185.9356, 206.6632, 379.7207, 1368.398, 366.8058, 846.767, 555.0128, 808.871, 580.001, 1109.678
386.4, 158.4779, 705.9206, 155.612, 156.4093, 219.7311, 498.8716, 431.6721, 16.36642, 1012.682, 557.0583, 219.2878, 194.3858, 356.2324, 1470.821, 486.6204, 798.9161, 600.1868, 921.2714, 548.9304, 1370.84
386.5, 148.1749, 689.444, 147.8627, 146.2932, 204.9207, 473.3359, 406.3407, 15.31489, 1050.971, 527.7828, 201.9142, 182.8377, 334.1969, 1535.68, 463.4156, 753.7693, 601.3449, 978.2704, 519.5242, 1309.21
386.6, 155.1607, 663.056, 140.4994, 136.8314, 191.1086, 538.6857, 382.4958, 14.33092, 1105.341, 560.5938, 201.4147, 171.9757, 358.4787, 1427.565, 476.3897, 887.8099, 550.7601, 966.2858, 491.6933, 1250.35
386.7, 233.8214, 629.7458, 133.5028, 127.9815, 190.2436, 511.112, 365.0076, 13.41017, 1037.558, 531.1324, 185.4571, 161.759, 336.3043, 1410.845, 453.6728, 837.6396, 504.4305, 1109.575, 465.3533, 1194.137
386.8, 243.6875, 584.83, 126.8545, 119.7041, 243.7484, 588.1841, 401.2244, 12.54858, 973.931, 503.2194, 170.7638, 152.1492, 315.5016, 1455.14, 454.1377, 790.3046, 461.9981, 1086.105, 440.4243, 1140.451
386.9, 227.8448, 543.1177, 120.5374, 111.962, 227.3191, 558.0767, 377.6798, 474.2263, 914.2059, 476.7732, 157.2346, 143.1104, 295.9856, 1550.358, 604.4106, 745.6444, 423.1351, 1023.743, 416.8308, 1208.752
387, 272.5198, 504.3805, 114.5348, 319.873, 211.9973, 529.5104, 355.5168, 451.6311, 921.1338, 451.7169, 163.5137, 273.7649, 277.6768, 1572.775, 575.5889, 703.508, 387.5412, 964.9618, 394.5012, 1266.526
387.1, 254.8026, 553.9531, 108.8312, 372.9375, 197.7082, 502.4064, 334.6543, 554.3839, 864.6465, 548.1683, 150.559, 257.5011, 284.2895, 1462.048, 548.1416, 663.7527, 354.9414, 1057.84, 455.8993, 1209.585
387.2, 292.771, 524.0747, 103.4115, 348.817, 299.8532, 476.6897, 315.0161, 610.4673, 811.6232, 519.3599, 255.2269, 242.2035, 326.7664, 1615, 522.0031, 902.5787, 325.084, 997.1011, 431.4767, 1319.479
387.3, 398.8454, 546.6548, 98.26181, 326.2565, 1032.498, 452.2894, 296.5303, 571.2454, 840.1305, 492.0656, 354.9199, 413.1973, 341.4679, 1501.3, 497.1111, 950.523, 370.8878, 939.8496, 593.3591, 1435.346
387.4, 372.9156, 507.6653, 93.36853, 305.1552, 1852.739, 429.1381, 279.1293, 534.5433, 788.6106, 466.2056, 326.8005, 567.3178, 320.3457, 1459.569, 473.406, 1134.911, 649.7416, 885.8854, 561.5729, 1370.815
387.5, 383.5115, 471.4567, 88.71893, 285.4186, 2026.977, 407.1718, 399.3654, 500.1994, 839.3975, 441.7047, 300.9089, 1251.111, 300.5301, 1401.054, 450.8314, 1293.899, 595.0857, 931.1187, 531.4894, 1309.186
387.6, 358.5786, 437.8307, 84.30087, 266.9586, 2061.781, 386.3299, 375.9298, 468.062, 787.9225, 669.8075, 277.0687, 1285.935, 281.9402, 1451.769, 429.3332, 1220.781, 545.0274, 904.1086, 503.0176, 1298.623
387.7, 335.2666, 454.2012, 80.10281, 249.6925, 1922.812, 366.5549, 444.3673, 437.9894, 739.6042, 662.8956, 255.1173, 1296.049, 264.5003, 1349.561, 408.8602, 1201.491, 499.18, 907.9465, 476.071, 1240.239
387.8, 313.4701, 421.8058, 76.11382, 285.1719, 2009.296, 347.792, 418.291, 409.8489, 748.3877, 722.5974, 234.905, 1481.561, 248.1391, 1254.548, 389.3634, 1383.175, 457.1892, 902.9032, 450.5678, 1184.48
387.9, 293.0907, 391.7211, 72.32347, 414.1494, 1931.678, 329.9896, 393.7448, 383.5165, 702.4938, 684.6221, 299.6445, 1610.697, 232.7899, 1325.311, 370.7964, 1403.919, 418.7307, 946.85, 426.4309, 1276.941
388, 456.202, 363.782, 68.72188, 459.7151, 1801.478, 313.0984, 370.639, 358.8759, 659.4142, 648.6426, 489.3327, 1515.009, 400.5028, 1795.641, 353.1147, 1355.24, 383.5074, 986.9236, 403.587, 1650.942
388.1, 426.5433, 337.8358, 65.29964, 515.3755, 1775.12, 297.0719, 452.9375, 335.8184, 635.1133, 614.5539, 450.5641, 1425.006, 400.1673, 2603.517, 336.2762, 1278.655, 438.4456, 997.4978, 381.9669, 1647.717
388.2, 447.7636, 313.7401, 62.04782, 482.0425, 1851.343, 281.8657, 516.3662, 314.2423, 712.8155, 582.2567, 551.467, 1340.349, 375.4141, 2583.089, 320.2407, 1403.349, 401.5638, 940.2236, 361.5049, 1681.574
388.3, 418.6535, 291.3629, 58.95793, 450.8654, 1726.558, 267.4378, 512.8839, 294.0525, 669.103, 551.6569, 572.1486, 1260.722, 352.1921, 2764.811, 304.9698, 1324.046, 367.7845, 886.2379, 342.1391, 1794.376
388.4, 391.4359, 270.5818, 56.02192, 436.9785, 1759.626, 253.7485, 482.7868, 275.1599, 628.0712, 522.6652, 526.8187, 1185.825, 330.4066, 3110.293, 290.4271, 1249.224, 336.8466, 835.3519, 323.8108, 1713.704
388.5, 365.9877, 251.2829, 53.23212, 408.7161, 1641.023, 240.7599, 454.4559, 257.4811, 589.5555, 495.1971, 485.0803, 1133.533, 325.887, 2891.321, 276.5779, 1178.63, 308.5113, 787.3878, 306.4642, 1738.291
388.6, 342.194, 233.3605, 50.58124, 382.2815, 1530.414, 228.4361, 605.6462, 240.9381, 553.4018, 469.1725, 498.7563, 1066.192, 324.0948, 3046.706, 263.3891, 1112.025, 282.5595, 742.1776, 290.047, 1740.991
388.7, 319.9472, 350.3916, 48.06237, 427.0643, 1653.044, 216.7431, 570.1057, 225.4581, 548.4705, 444.5157, 459.2411, 1025.582, 304.0473, 2906.817, 250.8293, 1049.185, 339.8849, 699.5633, 274.5092, 1680.78
388.8, 299.1467, 368.6997, 45.66894, 399.443, 1541.625, 205.6487, 574.9705, 210.9726, 514.8362, 421.1547, 422.8566, 964.6542, 285.2398, 2740.788, 238.8683, 989.8951, 311.294, 723.6302, 259.8037, 1710.275
388.9, 279.6985, 399.2711, 43.3947, 410.7273, 1437.716, 195.1222, 541.23, 197.4178, 483.2646, 443.0746, 389.3548, 907.3462, 267.5958, 2658.906, 227.4777, 990.8326, 285.1081, 803.2567, 245.886, 1633.384
389, 261.5146, 449.3204, 41.23371, 412.2551, 1340.811, 185.1345, 509.4696, 184.7338, 472.8143, 468.257, 358.5072, 853.4427, 277.3947, 2471.713, 216.6303, 1010.712, 261.125, 757.1353, 232.7139, 1633.891
389.1, 244.513, 609.1596, 39.18034, 385.5917, 1250.437, 175.658, 479.5729, 172.8649, 443.8196, 601.8374, 565.6373, 1004.264, 260.2359, 2297.698, 206.3002, 953.5969, 239.1593, 713.6622, 220.2475, 1644.906
