 , C001, C002, C003, C004, C006, C007, C008, C009, C010, C012, C014, C016, C019, C021, C022, C025, C036, C053, C054, C063, C064, C091
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
374.3, 1.838125, 195.0989, 877.4786, 174.2482, 597.2869, 127.5164, 15.98503, 172.1441, 175.1915, 292.1028, 1028.966, 0.3756291, 411.0225, 1089.13, 177.3745, 167.9628, 427.6931, 56.91259, 1278.503, 764.8725, 827.4609, 1.682969
374.4, 1.708322, 180.6857, 911.9692, 164.28, 597.6221, 119.6263, 63.83835, 162.2788, 165.2087, 272.8483, 996.4506, 0.3525842, 392.7891, 1032.671, 166.6059, 157.1214, 405.7069, 54.3913, 1259.436, 725.9513, 785.701, 1.602853
374.5, 1.587685, 167.3373, 867.2748, 154.882, 570.1152, 112.2245, 59.04094, 152.9789, 155.7948, 254.8629, 1030.606, 0.3309532, 480.8126, 979.1391, 156.4911, 146.9798, 384.851, 51.9817, 1190.603, 689.0106, 746.0485, 1.526551
374.6, 1.475568, 178.5914, 824.7709, 146.0217, 543.8743, 105.2806, 54.60405, 144.2119, 146.9173, 286.8104, 976.9485, 66.97213, 444.0335, 928.3821, 146.9904, 137.4927, 365.0672, 49.67884, 1125.532, 990.2422, 708.3972, 1.453881
374.7, 1.371367, 165.3977, 784.35, 137.6682, 530.8417, 98.76638, 50.50059, 135.9474, 138.5456, 281.5058, 926.0844, 85.55303, 410.0679, 880.2562, 138.0664, 128.6181, 346.3004, 47.47801, 1064.017, 939.8529, 672.6461, 1.38467
374.8, 1.274526, 153.1788, 745.91, 129.7926, 506.4086, 92.65522, 46.70551, 128.1564, 130.651, 262.9498, 877.8685, 80.30434, 378.7003, 834.6252, 129.6843, 120.3162, 408.437, 45.37468, 1005.865, 892.0277, 638.6993, 1.318754
374.9, 1.184522, 141.8625, 830.4619, 122.3676, 483.1, 86.92219, 146.6971, 120.812, 123.2063, 245.6169, 832.163, 75.37766, 349.7322, 791.3596, 121.811, 112.5503, 387.4407, 43.36452, 950.8907, 888.877, 606.4656, 1.255976
375, 1.100875, 131.3822, 812.3484, 115.3673, 460.8642, 82.45898, 135.6729, 113.8885, 116.1857, 229.4266, 788.837, 70.75323, 322.98, 750.3367, 114.4158, 105.2855, 462.9651, 41.44342, 1041.743, 974.1724, 748.9455, 1.196186
375.1, 1.023134, 121.6761, 772.5363, 108.7675, 494.1732, 77.35684, 305.1469, 107.3617, 109.5652, 214.3035, 747.7668, 66.41251, 298.2741, 711.4405, 107.4695, 98.48973, 439.1657, 39.60743, 984.8077, 924.6008, 711.148, 1.139243
375.2, 0.9508836, 112.6871, 734.6753, 102.5452, 471.4278, 132.8967, 282.2153, 101.209, 103.322, 200.1772, 939.6315, 62.3381, 275.4581, 674.5605, 100.9449, 92.13258, 434.9149, 37.85277, 930.9843, 877.5517, 729.8214, 1.08501
375.3, 0.883735, 104.3622, 749.5821, 96.67892, 449.7293, 207.741, 261.007, 95.4089, 97.43446, 186.9821, 890.7103, 86.97045, 254.3873, 639.5924, 94.81644, 86.18575, 420.4095, 36.17585, 1008.084, 898.2388, 692.989, 1.03336
375.4, 0.8213283, 96.65232, 712.8461, 91.14822, 467.9238, 246.5871, 428.2573, 89.94118, 91.88245, 174.6568, 844.3361, 163.7139, 277.933, 606.437, 89.06004, 80.62277, 440.9045, 34.57322, 952.988, 852.5311, 658.0155, 0.9841674
375.5, 0.7633286, 89.51199, 715.8669, 85.9339, 446.3866, 237.1811, 396.0741, 84.7868, 86.6468, 216.9911, 842.3032, 327.1854, 296.6349, 575.0002, 83.65312, 75.41886, 443.2458, 33.04158, 900.9037, 809.1494, 743.3524, 0.937317
375.6, 0.7094246, 120.7678, 699.0831, 81.01788, 635.173, 222.5055, 366.3094, 79.92781, 115.3816, 218.8393, 918.7643, 481.9422, 273.9442, 545.1932, 78.57446, 70.55084, 527.8019, 31.5778, 851.666, 767.9751, 705.8372, 0.8926969
375.7, 0.6593271, 209.2932, 767.7402, 76.38309, 605.9377, 208.738, 376.4612, 75.34728, 125.4201, 204.4141, 1123.964, 594.2554, 252.9893, 516.9312, 73.80413, 65.99704, 600.9555, 30.17886, 805.1193, 728.8961, 693.0547, 0.8502009
375.8, 0.6127674, 193.8313, 905.1172, 72.01344, 593.2634, 195.8224, 348.1704, 71.02926, 118.2734, 190.9397, 1211.261, 557.7977, 415.0962, 490.1343, 69.32341, 61.73717, 579.8471, 28.8419, 761.1165, 736.231, 687.3342, 0.8097278
375.9, 69.39005, 179.5118, 860.7587, 67.89377, 606.4003, 183.7059, 322.0056, 122.1225, 111.534, 202.1223, 1148.198, 523.5768, 383.344, 464.7266, 65.11472, 57.75225, 588.7711, 27.56417, 1224.398, 698.7672, 652.6461, 0.7711815
376, 73.37311, 166.2501, 1037.473, 64.00977, 578.4893, 172.3391, 297.8071, 260.434, 105.1785, 288.6048, 1181.347, 491.4553, 409.0271, 440.6359, 61.16154, 54.02456, 558.5045, 26.34305, 1266.318, 855.6523, 748.1332, 0.7344701
376.1, 107.713, 153.9681, 986.6275, 60.34797, 665.4588, 161.6757, 275.4271, 257.2535, 172.9348, 324.8619, 1202.969, 461.3044, 377.7392, 417.794, 105.9002, 50.53746, 529.7937, 25.17602, 1368.14, 812.1117, 710.3767, 0.6995063
376.2, 100.1066, 142.5935, 938.2742, 56.89564, 634.8296, 151.672, 290.0159, 273.2208, 163.0806, 303.448, 1219.811, 433.0034, 348.8446, 396.1363, 99.47093, 47.27545, 502.5589, 24.06069, 1329.377, 770.7867, 704.946, 0.666207
376.3, 93.03737, 132.0592, 1002.426, 53.64081, 605.6101, 149.3103, 268.2214, 257.563, 213.9197, 283.4456, 1315.997, 406.4386, 322.1603, 375.6012, 93.43195, 44.22399, 595.7194, 22.99477, 1467.615, 731.5645, 941.0922, 0.6344928
376.4, 86.46735, 122.3032, 998.5254, 50.57218, 577.7355, 271.0926, 260.7299, 242.8025, 201.7301, 264.7617, 1339.74, 381.5035, 297.5171, 356.1306, 87.75961, 41.36949, 582.5076, 21.97608, 1425.02, 694.3383, 893.5975, 0.6042883
376.5, 80.36128, 113.2679, 949.589, 47.6791, 551.144, 254.3188, 241.1362, 228.8879, 190.2351, 247.3094, 1269.988, 358.0982, 274.759, 337.6694, 139.4432, 38.69924, 552.563, 21.00251, 1347.137, 659.0063, 848.4998, 0.5755217
376.6, 74.68641, 104.9, 1019.104, 44.95152, 525.7764, 278.7191, 389.3726, 215.7707, 213.484, 322.4451, 1386.531, 336.1289, 362.8765, 320.1652, 316.8748, 36.20134, 524.1577, 20.07207, 1472.409, 625.4722, 805.678, 0.5481246
376.7, 69.41228, 97.15041, 1126.163, 42.37998, 501.5763, 321.4308, 360.1115, 203.4052, 297.8796, 301.1905, 1394.117, 315.5073, 335.1188, 303.5683, 546.4598, 33.86467, 730.7007, 19.18286, 1391.937, 593.6445, 814.8014, 0.5220316
376.8, 64.51059, 89.97328, 1218.828, 39.95555, 541.2021, 301.5423, 333.0493, 191.7484, 280.9058, 281.3369, 1321.533, 296.1509, 309.4844, 287.8318, 681.384, 31.67883, 693.1379, 18.33303, 1368.167, 563.4363, 773.6803, 0.4971808
376.9, 88.15471, 83.32638, 1196.789, 37.66982, 576.1161, 308.8832, 389.7811, 180.7596, 264.8992, 262.7921, 1327.095, 277.982, 285.8109, 272.9111, 640.0165, 29.63408, 657.5062, 17.52086, 1321.727, 534.7654, 734.6345, 0.4735129
377, 81.92949, 207.1727, 1219.336, 35.51484, 549.5991, 388.6828, 360.4893, 170.4006, 249.8047, 261.5364, 1258.001, 260.9278, 263.9482, 258.7638, 692.1179, 27.7213, 623.7061, 16.74466, 1470.619, 507.5534, 697.5593, 0.4509718
377.1, 150.7048, 225.0884, 1241.317, 33.48314, 699.9616, 476.1773, 488.2379, 160.6353, 243.9939, 388.5444, 1690.466, 244.9198, 243.7579, 245.3499, 802.1323, 207.6244, 591.6436, 16.00285, 1518.892, 481.7261, 770.2714, 260.3269
377.2, 140.0625, 208.4597, 1417.115, 31.56767, 773.9704, 446.7139, 854.9863, 151.4295, 518.9287, 362.9327, 1735.02, 269.2514, 225.112, 232.6313, 755.838, 208.6715, 561.2293, 15.29391, 1485.496, 457.213, 731.3976, 247.9342
377.3, 214.8583, 193.0594, 1913.847, 29.76178, 773.052, 419.0735, 790.7346, 142.7513, 489.3591, 387.4361, 1916.734, 349.8541, 229.3588, 220.5721, 709.9503, 432.2212, 532.3785, 14.61637, 1453.357, 433.9474, 799.6844, 305.5577
377.4, 199.6856, 178.7969, 1820.052, 28.0592, 1073.389, 393.1434, 731.3114, 134.5705, 538.652, 361.8975, 2272.557, 328.3905, 211.8143, 209.138, 938.3073, 404.3228, 505.0108, 13.96885, 1373.925, 411.8656, 784.118, 291.0119
377.5, 185.5844, 172.6156, 1767.513, 26.45402, 1121.929, 368.8177, 685.0992, 126.8585, 537.5598, 366.8723, 2216.902, 308.2437, 195.6119, 198.2966, 890.1354, 378.2253, 479.05, 13.35001, 1312.818, 390.9074, 872.9183, 277.1586
377.6, 172.479, 169.606, 1680.89, 24.94066, 1265.181, 457.0688, 788.3704, 119.5885, 506.9285, 342.6892, 2101.48, 333.9872, 181.538, 188.0172, 836.0944, 353.8122, 454.4237, 12.75859, 1382.817, 371.0158, 893.6833, 263.9647
377.7, 160.2991, 157.0761, 1864.61, 23.51388, 1284.88, 432.0479, 729.1248, 112.735, 504.419, 369.0724, 2459.692, 313.497, 167.6515, 178.2707, 785.3344, 330.9749, 431.0634, 12.19337, 1452.422, 352.1363, 848.5812, 313.8496
377.8, 148.9792, 145.4719, 2084.359, 22.16872, 1263.27, 405.315, 674.3315, 106.2744, 475.6761, 344.7443, 2769.894, 294.2639, 240.5323, 169.0295, 737.6559, 309.6116, 408.904, 11.65319, 1373.041, 334.2176, 805.7554, 501.2419
377.9, 138.4588, 134.725, 2122.829, 20.90052, 1205.125, 380.6, 746.9073, 100.184, 448.5711, 322.0198, 3404.847, 276.2108, 409.0389, 160.2672, 692.8721, 289.6273, 387.8837, 11.13694, 1487.698, 317.2106, 765.0908, 477.3808
378, 175.1278, 124.772, 2018.792, 19.70486, 1149.657, 382.6183, 690.7778, 94.4426, 423.0107, 355.5066, 3670.616, 259.2653, 377.7501, 151.9592, 650.8072, 270.9329, 367.944, 10.64356, 1406.39, 301.0691, 726.4785, 454.6555
378.1, 162.7608, 115.5543, 1919.854, 18.57761, 1096.741, 361.2065, 638.8663, 89.03026, 398.9066, 332.0726, 3837.168, 243.3593, 348.8547, 144.0819, 611.2961, 253.4451, 349.0293, 10.17203, 1519.973, 285.7489, 689.8149, 433.012
378.2, 151.2671, 107.0176, 1937.398, 17.51484, 1046.261, 338.8569, 590.8559, 83.92809, 376.1761, 310.1834, 3849.324, 228.4292, 322.1696, 136.6129, 574.1837, 237.0862, 331.0869, 9.7214, 1436.901, 271.2083, 807.6947, 412.3989
378.3, 140.585, 99.11149, 1842.449, 16.51287, 998.1046, 351.1726, 554.8193, 79.11831, 354.7408, 289.737, 3769.193, 214.415, 297.5257, 129.5311, 539.3245, 221.7831, 314.0669, 9.29073, 1358.369, 257.4077, 841.6513, 392.767
378.4, 130.6573, 91.78949, 1752.153, 15.56822, 1079.614, 394.1795, 513.1249, 74.58418, 334.527, 274.6145, 3714.519, 201.2607, 274.7669, 122.8165, 506.5815, 207.4678, 297.9219, 8.87914, 1284.129, 244.3092, 844.0909, 374.0697
378.5, 121.4307, 85.00842, 1666.282, 14.6776, 1029.922, 369.7897, 474.5639, 70.30988, 315.4649, 338.5972, 3549.648, 188.9133, 253.749, 116.4499, 475.8265, 194.0765, 282.6068, 8.485784, 1235.15, 231.8774, 801.4916, 405.6268
378.6, 112.8556, 78.7283, 1720.827, 13.83794, 1038.703, 346.909, 438.9008, 66.28054, 326.7789, 316.2779, 3622.622, 177.3234, 234.3389, 110.4133, 446.9386, 181.5496, 268.079, 8.109853, 1167.645, 220.0781, 761.0423, 555.0129
378.7, 104.8861, 72.91214, 1636.492, 13.04632, 1033.63, 352.1371, 512.6443, 62.48211, 308.1584, 350.5726, 3434.013, 166.4446, 216.4135, 104.6896, 419.8045, 169.8312, 254.298, 7.750576, 1157.88, 208.8792, 722.6343, 528.592
378.8, 116.0529, 67.52566, 1640.127, 12.29998, 986.0552, 330.3487, 474.1194, 58.90137, 417.4736, 327.4639, 3384.468, 268.2024, 199.8592, 99.26269, 427.9109, 235.9899, 241.2254, 7.407217, 1181.651, 198.2502, 686.1647, 503.4288
378.9, 107.8576, 62.53711, 1559.747, 11.59633, 940.6699, 312.5271, 497.8455, 55.52583, 429.8059, 305.8785, 3396.61, 251.7482, 184.5713, 94.11707, 401.9321, 368.7616, 228.8249, 7.079068, 1336.375, 188.1621, 651.5356, 479.4636
379, 100.241, 57.91709, 1666.815, 10.93294, 948.2651, 293.1895, 550.5636, 52.34374, 492.0401, 329.5895, 3295.168, 236.3034, 319.7956, 89.23819, 377.5304, 344.9594, 217.0618, 6.765456, 1321.694, 178.5873, 618.6542, 456.6391
379.1, 93.16232, 53.63839, 1585.127, 10.3075, 1386.986, 275.0484, 509.1891, 49.34401, 542.4213, 307.864, 3193.268, 221.8062, 295.3333, 84.61223, 354.6102, 322.6935, 205.9034, 6.465738, 1249.458, 169.4997, 657.926, 494.1082
379.2, 93.86918, 49.67578, 1749.659, 9.717838, 1445.446, 258.0298, 470.9239, 46.51618, 511.513, 287.5705, 3245.393, 208.1983, 272.7422, 80.22607, 612.6429, 301.8648, 195.3187, 6.179298, 1269.442, 160.8746, 656.3304, 726.6652
379.3, 87.24042, 46.00591, 1890.705, 9.16191, 1450.594, 278.1905, 510.6223, 43.85042, 543.9501, 268.6147, 3386.733, 195.4253, 251.8792, 76.06728, 625.5179, 282.3805, 185.278, 5.905548, 1200.062, 152.6884, 623.207, 1014.758
379.4, 81.07976, 42.60716, 1807.718, 8.637785, 1383.828, 260.9775, 490.6699, 41.33743, 542.7432, 250.9084, 3251.647, 352.1831, 326.6899, 72.12407, 609.1115, 264.1538, 175.7536, 5.643925, 1144.423, 144.9187, 657.4957, 966.4517
379.5, 75.35415, 39.4595, 1829.161, 8.143643, 1320.134, 244.8296, 559.7271, 38.96845, 511.8166, 234.3693, 3280.895, 348.3896, 360.3169, 68.38528, 572.1317, 247.1037, 166.7187, 5.393892, 1164.387, 137.5444, 624.3135, 920.4447
379.6, 70.03286, 36.54437, 1739.516, 7.67777, 1268.366, 229.6808, 572.2559, 36.73523, 482.6522, 218.9203, 3110.078, 353.8988, 332.755, 64.84029, 537.397, 231.154, 158.1483, 5.154936, 1100.749, 130.5453, 592.8058, 876.6277
379.7, 65.08735, 33.84461, 1654.265, 7.238548, 1209.987, 215.4693, 609.8761, 34.63, 455.1497, 216.9261, 3151.633, 448.5474, 307.3014, 61.47908, 517.334, 216.2338, 150.0184, 4.926567, 1040.589, 123.9024, 562.8884, 834.8967
379.8, 60.49107, 31.34429, 1573.192, 6.824452, 1200.501, 202.1371, 564.0443, 32.64541, 450.5758, 202.627, 3058.219, 486.8816, 283.7948, 58.2921, 485.9261, 202.2767, 142.3065, 4.708314, 1011.823, 117.5975, 534.4807, 795.1522
379.9, 56.21938, 29.02869, 1580.215, 6.434046, 1145.245, 189.6299, 521.6567, 30.77456, 573.3841, 189.2704, 2927.336, 457.0113, 262.0864, 55.27033, 456.4251, 189.2205, 134.991, 4.49973, 984.5542, 111.6135, 507.5067, 757.2997
380, 52.24933, 26.88415, 1644.189, 6.065974, 1092.532, 217.5201, 482.4546, 29.01092, 540.7115, 176.7943, 2885.5, 428.9736, 311.4705, 52.4052, 428.7151, 177.007, 128.0516, 4.300386, 930.7447, 105.9339, 481.8941, 782.8448
380.1, 48.55964, 24.89805, 1563.61, 5.718958, 1121.414, 265.1375, 446.1984, 27.34835, 509.9006, 165.1405, 2820.595, 402.6561, 287.645, 49.6886, 402.6874, 165.5818, 121.469, 4.109874, 879.876, 100.5434, 457.5741, 808.7399
380.2, 45.1305, 23.05867, 1486.979, 5.391794, 1145.946, 248.7321, 412.6669, 25.78106, 480.8455, 154.2549, 2809.637, 377.9531, 401.9243, 47.11282, 378.2398, 395.8894, 115.2247, 3.927802, 831.7875, 95.42714, 523.1015, 855.3889
380.3, 41.94352, 21.35518, 1487.474, 5.083345, 1093.201, 233.3418, 394.2852, 24.30359, 525.3776, 144.0869, 2746.669, 354.7656, 376.9993, 44.67057, 845.9636, 525.1857, 109.3014, 3.753795, 829.2759, 90.57125, 496.7018, 848.595
380.4, 38.98159, 19.77754, 1492.151, 4.792542, 1093.577, 288.7093, 364.6549, 22.9108, 495.4405, 134.5891, 2681.226, 333.0007, 348.1613, 42.35492, 1009.88, 719.4737, 103.6826, 3.587498, 783.9529, 85.96246, 503.627, 808.1984
380.5, 36.22883, 18.31644, 1419.023, 4.518375, 1043.242, 270.8454, 337.2513, 21.59782, 467.2093, 125.7174, 2700.625, 312.5711, 321.5292, 40.15931, 1046.741, 673.0342, 98.35262, 3.428567, 794.3597, 81.58818, 478.2101, 819.4659
380.6, 33.67046, 16.96329, 1459.079, 4.259893, 995.2246, 254.0869, 318.8146, 20.36008, 440.5868, 117.4305, 2683.424, 293.3948, 362.4659, 38.07751, 983.192, 629.5923, 93.29666, 3.276678, 851.1216, 77.43649, 454.076, 1000.248
380.7, 31.29275, 86.06213, 1485.229, 4.016197, 949.4172, 238.3653, 294.8559, 19.19328, 415.4812, 109.6898, 2683.608, 275.395, 356.3651, 36.10364, 923.5014, 588.9543, 88.50061, 3.131517, 928.0608, 73.49607, 608.6132, 1032.045
380.8, 29.08295, 242.8876, 1412.44, 3.786443, 1098.888, 223.6165, 272.6977, 18.09335, 391.8063, 132.4433, 2574.026, 258.4995, 329.1054, 34.23208, 867.4348, 550.9395, 83.95111, 2.992787, 877.3388, 69.75616, 731.6113, 1035.665
380.9, 27.0292, 286.4905, 1412.643, 3.569832, 1048.309, 405.3789, 302.0862, 17.05645, 369.4803, 123.713, 2687.493, 242.6405, 396.3583, 32.45755, 850.691, 515.3783, 240.9912, 2.860203, 1006.752, 66.20656, 694.6887, 1202.543
381, 25.12048, 273.9992, 1588.489, 3.365613, 1200.315, 380.2961, 309.8495, 16.07897, 348.4266, 115.5582, 2736.512, 227.7545, 366.0395, 30.775, 799.0447, 482.1125, 339.495, 2.733492, 1024.481, 62.83758, 888.7618, 1290.616
381.1, 23.34654, 350.461, 1682.169, 3.173076, 1145.068, 356.7654, 428.2055, 15.15751, 328.5725, 107.941, 2594.038, 213.7817, 338.0398, 29.17967, 750.5339, 450.9939, 572.898, 2.612395, 1003.332, 59.64004, 875.6624, 1229.177
381.2, 21.69788, 324.5702, 1681.365, 2.991554, 1135.254, 334.6906, 396.0261, 14.28886, 390.002, 100.8258, 2726.993, 200.6662, 312.182, 27.66705, 704.9683, 421.8838, 543.4474, 2.496663, 960.2943, 56.6052, 924.9476, 1410.476
381.3, 20.16564, 325.5145, 1598.963, 2.820416, 1124.442, 383.5185, 366.265, 13.46999, 367.7788, 218.1702, 2727.754, 188.3553, 288.3021, 26.23283, 662.169, 394.6527, 616.9953, 2.386058, 1108.167, 53.7248, 959.9906, 1343.332
381.4, 18.7416, 301.4667, 1737.475, 2.659069, 1385.228, 609.8111, 474.1269, 79.37126, 346.8221, 203.789, 2828.625, 176.7997, 450.1939, 24.87296, 731.8708, 369.1793, 776.5454, 2.280353, 1146.34, 50.99096, 1108.636, 1391.806
381.5, 17.41813, 279.1954, 1971.401, 2.506951, 1321.47, 572.0791, 438.4965, 74.82263, 327.0594, 216.6304, 2864.318, 165.953, 415.757, 23.58359, 687.4382, 345.3501, 908.9006, 2.17933, 1178.747, 48.39624, 1052.686, 1444.285
381.6, 16.18811, 316.9143, 2032.66, 2.363536, 1260.646, 536.6818, 462.9821, 70.53468, 308.4229, 202.3508, 2898.215, 155.7718, 383.9543, 22.36105, 720.2411, 323.059, 1052.265, 2.082783, 1268.359, 45.93356, 999.5595, 1375.531
381.7, 15.04495, 354.3806, 2148.635, 2.228325, 1619.27, 503.4746, 428.1893, 66.49245, 290.8484, 189.0124, 2908.369, 146.2152, 354.5843, 468.4684, 676.5146, 302.2067, 1088.397, 1.990513, 1199.039, 43.59619, 1006.419, 1310.05
381.8, 13.98252, 328.2003, 2544.962, 2.10085, 1722.453, 472.3222, 420.3012, 106.2316, 274.2752, 176.5533, 2756.947, 137.2448, 365.6338, 444.1838, 635.4427, 282.7004, 1163.146, 1.902331, 1133.507, 335.9949, 955.6275, 1247.686
381.9, 12.99512, 512.7855, 2465.934, 80.86443, 1643.173, 443.0973, 388.7159, 100.1436, 258.6465, 426.2701, 2807.759, 128.8249, 355.9036, 421.158, 692.5026, 427.798, 1374.088, 1.818056, 1396.894, 318.8975, 1094.721, 1230.556
382, 12.07744, 474.9027, 2604.548, 80.6453, 1695.248, 415.6807, 616.6738, 94.40457, 243.9083, 398.1717, 2849.343, 120.9214, 511.4861, 399.3258, 650.4601, 400.1852, 1486.688, 1.737514, 1320.549, 437.3997, 1214.342, 1237.13
382.1, 11.22457, 439.8186, 2476.902, 76.03183, 1625.491, 389.9605, 667.2134, 88.99441, 230.0099, 437.8942, 2700.994, 113.5029, 517.1135, 378.6254, 610.9701, 430.3364, 1410.263, 1.66054, 1360.622, 415.1423, 1201.953, 1459.741
382.2, 10.43192, 434.8444, 2529.566, 71.68228, 2015.413, 365.8318, 617.0727, 83.89429, 216.9035, 409.0295, 3089.501, 106.5395, 503.3163, 358.9981, 911.413, 402.5597, 1380.726, 1.586976, 1286.259, 394.0174, 1300.551, 1617.465
382.3, 9.695252, 402.7196, 2989.699, 67.58155, 2311.004, 343.196, 742.0536, 79.08645, 204.5439, 536.3175, 3467.769, 100.0033, 464.8158, 340.3882, 888.5776, 376.5759, 1655.441, 1.516671, 1215.96, 464.1619, 1234.915, 1638.306
382.4, 9.010603, 372.9682, 3319.753, 63.71541, 3044.763, 475.728, 688.3655, 74.55414, 575.9462, 693.407, 3513.44, 93.86806, 469.8374, 322.743, 1073.195, 352.2693, 1832.374, 1.44948, 1149.503, 440.5426, 1444.111, 1761.533
382.5, 8.374301, 350.6679, 3874.976, 60.07045, 3459.833, 543.1137, 821.5299, 70.28156, 543.1276, 647.6996, 3800.706, 88.10925, 513.3234, 306.0125, 1057.753, 329.5316, 2125.118, 30.26105, 1110.281, 557.9819, 1599.707, 1963.336
382.6, 7.782933, 324.7619, 4183.737, 56.634, 3801.69, 597.5313, 771.2784, 66.25385, 512.1791, 634.5287, 3843.301, 82.70374, 535.2302, 290.1494, 1296.599, 308.2615, 2119.859, 92.6822, 1180.84, 783.7877, 1823.429, 2077.349
382.7, 7.233325, 586.4043, 3978.698, 53.39413, 3852.325, 560.5591, 713.3174, 62.45695, 504.8102, 592.7025, 3944.956, 77.62985, 494.2885, 275.1085, 1240.124, 288.3643, 2010.884, 89.22653, 1116.303, 743.904, 1731.405, 1978.459
382.8, 6.722529, 762.2356, 3783.707, 50.33962, 3914.584, 525.8746, 659.712, 58.87764, 476.045, 772.9233, 3739.565, 72.86726, 460.955, 260.8473, 1436.046, 269.7514, 1907.512, 85.27369, 1140.396, 813.1213, 1749.97, 1884.276
382.9, 6.247804, 723.8287, 3822.596, 47.45984, 3734.406, 493.3362, 610.1351, 55.50346, 448.919, 832.6271, 3857.026, 68.39684, 668.1475, 247.3254, 1581.596, 433.7077, 1809.453, 81.49596, 1078.069, 771.7449, 1661.653, 1896.886
383, 5.806603, 678.9255, 3635.255, 49.44287, 3738.255, 462.8111, 817.0369, 66.99088, 423.3387, 880.4686, 3869.3, 64.20069, 784.6198, 234.5045, 1754.47, 405.7135, 1716.436, 77.8856, 1395.071, 732.4741, 1577.794, 2010.968
383.1, 5.396558, 628.7689, 3457.096, 46.6144, 3691.747, 434.1747, 922.7393, 63.15175, 588.6117, 868.8731, 3847.906, 109.279, 724.6014, 467.0275, 1647.955, 379.5261, 1628.2, 74.43517, 1494.999, 695.2015, 1603.155, 2066.479
383.2, 5.015469, 582.3177, 3287.669, 43.94773, 3521.826, 407.3102, 853.396, 257.5703, 555.0714, 923.9091, 3727.017, 350.0287, 717.4485, 485.8937, 1604.279, 355.0291, 1544.5, 71.1376, 1436.633, 659.8256, 1629.592, 2197.593
383.3, 4.661292, 616.4667, 3295.071, 41.43361, 3622.443, 382.1079, 789.2639, 242.8093, 523.4423, 863.0078, 3532.973, 328.5544, 662.5684, 638.1006, 1568.557, 332.1132, 1465.103, 67.98612, 1519.568, 626.2498, 1656.15, 2134.886
383.4, 4.332125, 570.9244, 3225.095, 39.06332, 3783.407, 358.4651, 818.3267, 228.8943, 493.6155, 806.1208, 3460.297, 332.5571, 652.8106, 605.0225, 1605.537, 310.6765, 1466.199, 64.97425, 1450.03, 594.3825, 1572.568, 2328.973
383.5, 4.026204, 528.7465, 3067.037, 36.82862, 3609.268, 336.2851, 756.83, 215.7768, 668.3898, 752.9838, 3608.067, 327.9768, 602.8748, 573.6591, 1538.932, 342.0093, 1390.827, 62.09581, 1440.409, 564.1368, 1493.204, 2300.906
383.6, 3.741885, 489.6846, 3366.705, 34.72177, 3868.297, 315.4775, 756.2057, 203.411, 729.9318, 703.3493, 3762.808, 368.8289, 741.2434, 699.5851, 1494.71, 319.9338, 1377.607, 59.34489, 1557.973, 535.4302, 1417.846, 2542.007
383.7, 3.477644, 453.5085, 3201.707, 32.73544, 4170.92, 295.9573, 699.3773, 191.7539, 688.3388, 656.9866, 3566.9, 346.2012, 726.4391, 681.4783, 1619.869, 299.2833, 1306.789, 56.71584, 1600.767, 658.8041, 1511.14, 2517.206
383.8, 3.232064, 532.2875, 3640.579, 30.86274, 4523.979, 277.645, 646.8196, 180.7648, 649.1158, 733.2662, 3514.887, 324.9617, 670.8712, 849.3492, 1654.707, 307.664, 1335.674, 54.20326, 1538.524, 974.7617, 1434.876, 2509.894
383.9, 3.003825, 492.9641, 3667.108, 29.09718, 4433.516, 260.4658, 598.2115, 170.4054, 612.1279, 684.9315, 3331.887, 305.0253, 675.687, 805.3203, 1618.351, 287.8054, 1267.012, 51.80199, 1489.033, 925.1602, 1532.982, 2451.936
384, 2.791704, 456.5457, 3611.806, 27.43262, 4615.167, 244.3495, 553.2563, 160.6398, 625.1075, 717.52, 3372.125, 286.312, 624.0013, 763.5738, 1520.099, 323.8554, 1277.734, 49.5071, 1470.584, 878.0826, 1455.616, 2483.135
384.1, 2.594562, 422.8177, 3482.599, 25.86328, 4402.744, 229.2304, 511.6794, 151.4338, 656.1514, 670.2233, 3375.736, 268.7467, 611.0369, 791.6606, 1465.787, 302.9517, 1212.051, 47.31387, 1390.211, 833.4006, 1382.155, 2407.214
384.2, 2.411342, 391.5815, 3407.207, 24.38372, 4587.798, 232.1558, 473.2271, 142.7554, 766.5087, 626.0441, 3224.821, 252.259, 596.4122, 868.6473, 1376.798, 283.3972, 1310.018, 45.21781, 1452.125, 790.9922, 1345.669, 2587.483
384.3, 2.24106, 362.6529, 3240.224, 22.9888, 4376.634, 301.925, 437.6643, 134.5743, 824.7244, 584.7772, 3093.453, 236.7829, 550.7905, 823.618, 1370.42, 331.3016, 1242.675, 43.21461, 1372.761, 750.7419, 1381.175, 2554.311
384.4, 2.082803, 403.3198, 3364.664, 21.67368, 4424.534, 283.2434, 404.7741, 126.8621, 777.7299, 569.5608, 3129.854, 222.2563, 508.6586, 1151.433, 1287.22, 309.9173, 1454.091, 41.30015, 1450.368, 712.5398, 1311.47, 2432.715
