 , C000, C001, C002, C004, C005, C006, C008, C010, C012, C014, C015, C016, C017, C019, C024, C029, C030, C035, C037, C038, C040, C042, C047, C053, C080, C095, C101, C105, C107
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
375.3, 22.47355, 185.453, 475.0242, 641.2763, 284.0135, 127.1405, 513.9445, 1779.217, 756.6476, 2495.868, 0.0008124344, 262.1169, 1703.5, 0.004086303, 2051.335, 250.4581, 791.6895, 26.05639, 776.5881, 19.91572, 952.9374, 0.000311297, 751.1914, 562.4234, 85.37303, 1003.964, 0.04494767, 1.394927e-05, 0.08049274
375.4, 21.03549, 175.5736, 450.8371, 728.1344, 269.3402, 118.3961, 488.0123, 1787.461, 767.2455, 2385.885, 0.0007619167, 245.9598, 1729.89, 0.00386677, 2079.114, 329.4449, 819.0974, 24.73649, 735.369, 18.54211, 960.1622, 0.0002963282, 708.6413, 615.108, 80.99923, 1289.78, 0.04279349, 1.330235e-05, 0.07696891
375.5, 19.68945, 166.2206, 427.8816, 686.8198, 255.425, 110.2531, 463.3886, 1814.442, 785.6149, 2613.968, 0.0007145402, 295.0282, 1628.469, 0.00365903, 1979.595, 311.4419, 774.6683, 23.48344, 696.3376, 17.26323, 907.8712, 0.0002820791, 725.2925, 669.0004, 76.8495, 1216.739, 0.04074255, 1.268542e-05, 0.07359934
375.6, 18.42954, 157.3657, 406.0949, 647.8495, 392.9776, 102.6701, 461.3615, 1731.773, 862.9205, 2498.781, 0.0006701096, 303.4927, 1587.529, 0.003462452, 1899.445, 294.4227, 732.6491, 22.29387, 738.3217, 16.07256, 885.2212, 0.0002685152, 684.2095, 725.486, 72.91238, 1147.834, 0.0387899, 1.209711e-05, 0.07037728
375.7, 17.25026, 148.9826, 385.4175, 634.5715, 394.2308, 95.60864, 438.0825, 1772.126, 847.8338, 2388.669, 0.0006284417, 298.1242, 1494.454, 0.003276434, 2050.969, 278.3336, 692.9091, 21.16456, 862.7664, 14.96401, 837.0115, 0.0002556035, 645.4535, 681.4758, 69.17696, 1185.442, 0.03693083, 1.153608e-05, 0.06729628
375.8, 16.14643, 141.0461, 365.793, 685.8938, 447.6797, 89.03288, 471.7256, 1691.384, 852.3584, 2397.269, 0.0005893647, 405.4673, 1406.836, 0.00310041, 2020.397, 263.1237, 655.3247, 67.25612, 864.5506, 13.93192, 909.3687, 0.0002433127, 662.4487, 734.2693, 65.6329, 1118.31, 0.03516087, 1.100107e-05, 0.06435017
375.9, 15.11324, 133.5324, 347.1677, 646.976, 424.5508, 82.90939, 447.9237, 1654.573, 857.9583, 2546.628, 0.0005527176, 380.4739, 1499.695, 0.002933843, 2039.382, 248.7449, 619.7789, 63.84922, 875.4691, 12.97101, 859.8439, 0.0002316129, 707.6451, 689.7264, 62.27042, 1054.98, 0.03347573, 1.049088e-05, 0.06153303
376, 14.14616, 126.4189, 329.4908, 653.387, 402.6168, 77.20705, 425.3227, 1689.945, 813.9692, 2447.025, 0.0005183492, 654.8054, 1411.77, 0.002776225, 2149.244, 235.1519, 689.2455, 60.61489, 910.2422, 12.07638, 887.7373, 0.0002204757, 667.5616, 647.8855, 59.0802, 1103.731, 0.03187136, 1.000434e-05, 0.05883922
376.1, 41.68725, 119.6844, 312.7139, 638.9617, 381.816, 71.89691, 636.8896, 1701.811, 772.2355, 2565.743, 0.0004861179, 1032.365, 1329, 0.002627074, 2046.368, 300.0469, 651.8599, 57.5444, 1057.307, 11.24346, 839.3906, 0.000209874, 658.9893, 608.5828, 56.05342, 1205.758, 0.03034388, 9.540368e-06, 0.05626334
376.2, 39.01973, 113.3086, 296.7913, 602.7068, 362.0899, 66.95199, 604.754, 1655.19, 732.6415, 2452.681, 0.0004558908, 1115.102, 1251.083, 0.002485937, 1948.417, 283.6505, 627.501, 62.72702, 1130.834, 10.46798, 793.6768, 0.0001997822, 664.1738, 571.6644, 53.18171, 1307.36, 0.0288896, 9.097914e-06, 0.05380022
376.3, 36.5229, 107.2725, 281.6794, 568.5091, 343.3829, 62.34717, 574.2398, 1579.777, 695.0776, 2430.648, 0.0004275432, 1064.099, 1177.733, 0.002352382, 2003.303, 338.2188, 617.1508, 112.7895, 1070.812, 9.745985, 750.4527, 0.0001901755, 626.5527, 536.9855, 50.45712, 1342.12, 0.02750503, 8.675979e-06, 0.05144494
376.4, 34.18584, 101.558, 267.337, 536.2517, 325.6423, 58.05906, 545.2653, 1600.201, 773.17, 2515.888, 0.0004009582, 1102.089, 1108.684, 0.002226002, 1907.413, 319.7363, 656.2317, 107.0761, 1046.927, 155.7696, 709.5826, 0.0001810309, 970.7735, 504.4103, 47.87212, 1386.711, 0.02618681, 8.273612e-06, 0.04919277
376.5, 31.99832, 96.14781, 253.7248, 505.8246, 329.2511, 54.06588, 517.7528, 1546.969, 733.5281, 2500.605, 14.152, 1112.752, 1043.683, 0.002106412, 2139.69, 319.0473, 645.0401, 101.6521, 1148.499, 145.0259, 670.9382, 0.0001723259, 915.7855, 473.8113, 45.41955, 1456.37, 0.02493176, 7.889907e-06, 0.04703919
376.6, 29.95078, 91.02588, 279.521, 556.251, 329.258, 50.34734, 491.6285, 1654.983, 695.9188, 2643.093, 202.4311, 1140.63, 982.4937, 0.001993246, 2126.009, 381.4582, 610.0522, 117.7742, 1174.064, 135.0233, 634.3985, 0.0001640395, 1299.049, 571.3858, 43.09263, 1752.417, 0.02373687, 7.523996e-06, 0.0449799
376.7, 28.03426, 86.1768, 265.2885, 524.6892, 312.2472, 78.37687, 466.8223, 1595.699, 660.2377, 2612.212, 263.0004, 1174.128, 924.8914, 0.001886161, 2024.245, 392.5105, 576.962, 180.9361, 1111.748, 125.7105, 599.8488, 0.0001561516, 1374.812, 577.2709, 40.88492, 1884.617, 0.02259925, 7.175055e-06, 0.04301075
376.8, 26.24038, 81.58603, 251.7806, 494.9182, 332.488, 79.89513, 443.2678, 1663.111, 626.3861, 2574.451, 299.6056, 1651.575, 870.6663, 0.001784828, 2077.407, 495.8062, 545.6667, 171.7707, 1383.88, 149.6573, 567.1806, 152.6084, 1296.938, 844.1041, 38.79032, 2146.338, 0.02151614, 6.842297e-06, 0.04112782
376.9, 24.56129, 77.23982, 238.9606, 466.8364, 423.935, 74.40011, 420.9018, 1637.456, 594.2701, 2514.496, 358.6944, 1631.307, 819.6202, 0.00168894, 2128.97, 468.7122, 516.069, 260.5908, 1436.612, 139.3352, 536.2916, 175.319, 1682.003, 839.5441, 36.80302, 2270.96, 0.02048495, 6.524971e-06, 0.03932731
377, 22.98964, 73.12514, 226.7933, 440.348, 402.0328, 110.1255, 399.6643, 1602.758, 563.8008, 2459.156, 344.9681, 1774.168, 771.567, 20.50846, 2329.679, 581.4267, 506.4082, 247.3904, 1648.56, 160.148, 507.0848, 166.8887, 1586.729, 837.7441, 34.91755, 2353.391, 0.01950318, 6.222363e-06, 0.03760562
377.1, 21.51855, 69.22966, 215.2455, 415.3625, 381.2622, 135.2953, 379.4984, 1529.733, 534.8937, 2423.087, 323.5177, 1825.624, 726.3311, 208.3523, 2512.628, 549.6538, 478.9398, 237.081, 1727.902, 172.1692, 687.7421, 158.8638, 1496.851, 786.924, 33.12866, 2644.539, 0.01856846, 5.933788e-06, 0.03595931
377.2, 20.14161, 65.54169, 246.9456, 391.7947, 361.5647, 125.99, 360.35, 1460.035, 578.0467, 2480.085, 389.1679, 1817.757, 683.7473, 210.0193, 2594.782, 595.3445, 452.9615, 242.859, 1636.19, 160.2944, 805.0152, 151.2247, 1412.064, 739.1868, 31.43143, 2676.58, 0.01767854, 5.658596e-06, 0.03438508
377.3, 18.85277, 62.05019, 234.3717, 369.5642, 342.8848, 117.3247, 342.1678, 1408.157, 548.4092, 2478.96, 369.9699, 1705.708, 926.5805, 233.1959, 2470.58, 717.236, 567.3683, 272.1199, 1549.346, 149.2387, 761.1735, 143.953, 1332.08, 743.5841, 29.82114, 2676.393, 0.01683127, 5.396167e-06, 0.03287976
377.4, 17.6464, 58.74469, 222.4381, 348.595, 325.17, 109.2553, 324.903, 1343.999, 520.2912, 2411.277, 353.1596, 1600.567, 1075.604, 220.6676, 2470.232, 699.4529, 546.4772, 258.3355, 1638.347, 138.9454, 719.7195, 137.031, 1256.626, 772.8224, 28.29335, 2524.828, 0.0160246, 5.145908e-06, 0.03144034
377.5, 16.51723, 55.61527, 211.1121, 328.8156, 308.3704, 101.741, 308.5093, 1333.19, 581.3995, 2415.332, 371.3131, 1501.907, 1044.667, 208.8124, 2351.991, 661.2303, 516.8354, 245.2494, 1924.065, 129.3622, 680.5231, 130.4418, 1185.447, 957.6537, 26.84384, 2732.999, 0.0152566, 4.907256e-06, 0.03006393
377.6, 15.46031, 52.65257, 200.3627, 310.1585, 292.4388, 94.74343, 292.9428, 1316.501, 631.6221, 2319.893, 348.2246, 1409.328, 983.4199, 208.3172, 2267.059, 625.0965, 488.8015, 232.8261, 1821.941, 120.4399, 643.4614, 124.1694, 1118.299, 928.9002, 25.46858, 3001.918, 0.01452541, 4.679672e-06, 0.02874779
377.7, 14.47102, 49.84769, 190.1608, 374.7239, 277.3302, 88.22717, 278.1617, 1282.456, 599.2377, 2240.358, 409.2171, 1359.057, 925.7633, 197.1255, 2283.573, 653.8987, 544.2693, 221.0321, 1975.085, 240.9606, 608.4181, 118.1987, 1054.954, 1176.781, 24.16378, 2831.918, 0.01382925, 4.462642e-06, 0.02748926
377.8, 13.54503, 47.19223, 180.4782, 353.462, 263.0022, 82.15909, 264.1265, 1295.315, 568.5137, 2315.772, 383.7717, 1275.283, 989.8538, 186.5351, 2174.268, 714.6986, 514.7473, 250.16, 2158.481, 224.3412, 575.2833, 112.515, 995.1982, 1105.394, 22.92583, 2671.545, 0.01316647, 4.255678e-06, 0.02628582
377.9, 12.6783, 44.67823, 171.2887, 346.0472, 249.4145, 182.916, 250.7994, 1268.64, 656.1238, 2284.819, 359.9085, 1196.674, 1416.152, 176.5136, 2070.194, 675.6429, 486.8267, 237.4879, 2120.579, 208.868, 543.9529, 107.1047, 938.8267, 1038.338, 21.7513, 2520.254, 0.01253544, 4.058312e-06, 0.02513508
378, 11.86703, 42.29815, 162.5671, 356.0049, 236.5287, 170.3354, 238.1448, 1267.21, 668.4479, 2305.42, 337.5291, 1122.91, 1867.922, 167.0306, 2157.252, 638.7214, 544.8787, 313.0357, 2124.433, 194.4621, 514.3289, 101.9545, 885.6483, 1130.449, 20.63695, 2513.027, 0.01193467, 3.8701e-06, 0.02403471
378.1, 11.10767, 40.04487, 154.2896, 335.8051, 224.3087, 158.6201, 226.1287, 1271.598, 634.1753, 2203.83, 316.5413, 1053.692, 1964.825, 158.057, 2053.992, 623.8787, 528.0972, 297.1787, 2198.517, 292.9328, 486.3182, 97.05198, 835.4821, 1144.434, 19.57968, 2465.762, 0.01136268, 3.690616e-06, 0.02298251
378.2, 10.3969, 37.91162, 146.4335, 549.9887, 212.72, 147.7105, 214.7189, 1327.567, 696.5474, 2233.084, 296.8586, 988.7419, 1960.456, 149.5655, 2042.282, 589.7859, 626.6299, 282.1249, 2383.583, 363.1976, 459.833, 92.38519, 788.1574, 1075.009, 18.57658, 2326.125, 0.01081811, 3.519456e-06, 0.02197637
378.3, 9.731617, 35.89201, 138.9775, 585.5069, 201.7301, 137.5513, 203.8848, 1277.856, 660.8341, 2134.681, 278.3997, 927.795, 1964.443, 141.5302, 2008.841, 569.6398, 592.6406, 267.8337, 2585.145, 338.1473, 434.7902, 87.94281, 743.5134, 1009.796, 17.62487, 2297.871, 0.01029963, 3.356234e-06, 0.02101428
378.4, 9.108901, 33.97999, 131.9011, 552.2851, 191.3079, 128.0908, 193.5974, 1219.635, 626.9519, 2074.275, 261.0886, 947.7498, 1849.27, 143.7169, 1939.604, 573.3057, 580.3359, 254.2664, 3064.001, 314.8247, 411.1113, 83.71404, 701.3983, 1112.726, 16.72192, 2167.741, 0.009806006, 3.200582e-06, 0.02009431
378.5, 8.526032, 32.16983, 255.0488, 635.4343, 181.4242, 119.281, 183.829, 1164.066, 594.8069, 2085.949, 244.8539, 948.6251, 1877.248, 135.9959, 1846.762, 541.9766, 601.0352, 241.3864, 2932.521, 293.1108, 388.7219, 79.68861, 771.5925, 1059.641, 15.86523, 2123.915, 0.009336038, 3.052148e-06, 0.01921462
378.6, 7.980461, 30.45609, 242.0623, 599.3796, 172.0511, 111.0771, 174.5535, 1124.351, 564.3101, 2006.45, 229.6287, 1056.843, 1819.926, 128.6896, 1758.365, 682.6117, 568.4341, 241.7658, 2776.871, 272.8945, 367.5518, 75.85675, 727.8868, 1040.877, 15.05243, 2003.637, 0.008888595, 2.910598e-06, 0.01837343
378.7, 7.4698, 28.83365, 229.7371, 614.9055, 163.1622, 103.4374, 165.7461, 1170.284, 535.3769, 1939.081, 215.3503, 1023.878, 1745.196, 121.7758, 1798.165, 645.3094, 537.6014, 229.519, 2730.242, 290.2926, 347.5347, 72.20914, 739.1465, 1212.149, 14.28127, 1890.17, 0.008462596, 2.775613e-06, 0.01756908
378.8, 6.991815, 27.29764, 239.0939, 580.0156, 154.7326, 134.9472, 157.383, 1198.684, 574.823, 1853.633, 201.9596, 1092.856, 1642.878, 115.2335, 1796.473, 610.0455, 508.4411, 217.8925, 2755.178, 270.2707, 328.6078, 68.73694, 697.2786, 1263.475, 13.54961, 2001.606, 0.008057013, 2.646889e-06, 0.01679993
378.9, 6.544416, 25.84346, 233.6557, 547.1053, 146.7385, 125.6658, 149.4419, 1197.982, 545.3508, 1771.951, 202.0374, 1025.492, 1546.558, 109.0427, 1844.628, 576.7087, 480.8625, 206.8551, 2794.776, 395.6993, 310.7116, 65.43169, 796.2551, 1257.145, 12.85544, 2049.029, 0.007670869, 2.524134e-06, 0.01606446
379, 6.125646, 24.46674, 221.7585, 585.4504, 139.1574, 201.1458, 141.9015, 1154.681, 539.4819, 1880.841, 226.0793, 1080.481, 1455.885, 103.1845, 1756.333, 651.5658, 454.7798, 295.3946, 2775.857, 368.4073, 293.79, 62.28538, 825.2849, 1252.549, 12.19684, 2008.783, 0.007303231, 2.407072e-06, 0.01536119
379.1, 5.733673, 23.16336, 255.7014, 618.7719, 131.968, 187.3114, 134.7416, 1102.072, 551.1647, 1797.96, 212.0215, 1017.388, 1525.419, 97.64095, 1779.136, 656.8835, 430.1119, 292.1728, 2628.522, 342.9977, 277.79, 59.29036, 778.5378, 1270.459, 11.57197, 1895.024, 0.006953213, 2.295439e-06, 0.0146887
379.2, 5.366781, 21.92941, 242.6817, 604.0956, 125.15, 174.4285, 127.9429, 1051.859, 522.9055, 1718.731, 198.8379, 1040.229, 1512.636, 92.39527, 1693.976, 620.9872, 406.782, 277.3726, 2645.915, 346.9944, 262.6614, 56.43935, 734.4387, 1279.984, 10.97912, 1787.708, 0.00661997, 2.188983e-06, 0.01404565
379.3, 5.023366, 20.7612, 230.325, 569.819, 118.6842, 162.4317, 121.4873, 1073.015, 496.0952, 1860.01, 186.474, 976.1079, 1423.952, 87.4314, 1612.892, 597.5905, 384.7175, 271.9725, 2567.481, 323.0616, 248.3567, 53.72544, 692.8375, 1416.893, 10.41664, 1753.12, 0.006302698, 2.087464e-06, 0.01343076
379.4, 4.701927, 19.65522, 218.5974, 601.7056, 112.5525, 151.26, 115.3574, 1135.139, 666.3011, 1810.773, 174.8789, 983.2388, 1340.468, 82.73422, 1629.776, 564.9343, 363.8499, 291.0274, 2613.83, 300.7796, 234.831, 51.14203, 653.5928, 1445.093, 9.882981, 1746.163, 0.006000632, 1.990654e-06, 0.01284278
379.5, 4.401055, 18.60816, 240.8414, 750.5013, 149.7319, 162.9785, 109.5368, 1085.605, 632.1387, 1808.517, 164.0048, 922.6311, 1261.878, 78.28939, 1607.871, 639.8425, 443.3051, 276.2852, 2755.566, 280.0344, 222.042, 48.68284, 616.571, 1357.429, 9.376659, 1647.277, 0.005713043, 1.898333e-06, 0.01228055
379.6, 4.119437, 17.61687, 271.7779, 707.9176, 141.9961, 243.6494, 196.6361, 1124.82, 679.8904, 1777.341, 153.8069, 865.7593, 1187.896, 74.08335, 1530.908, 604.8774, 426.3721, 262.2898, 2780.944, 260.72, 209.9494, 46.34191, 581.6462, 1320.865, 8.896277, 1665.26, 0.005439237, 1.810294e-06, 0.01174293
379.7, 3.855838, 16.6784, 257.9396, 735.442, 134.66, 226.8917, 186.7144, 1231.289, 793.0997, 1845.323, 144.2431, 872.9088, 1118.251, 163.1753, 1542.513, 571.823, 403.2451, 249.0033, 3045.609, 242.7377, 198.5155, 44.11354, 548.6998, 1412.899, 8.440506, 1681.445, 0.005178553, 1.726338e-06, 0.01122884
379.8, 3.609107, 15.78992, 244.806, 693.7128, 127.703, 211.2866, 208.4852, 1189.838, 768.6732, 1764.007, 135.2739, 864.5911, 1052.689, 154.4088, 1468.679, 540.5749, 381.3725, 295.8561, 3179.008, 225.9957, 187.7042, 41.99232, 517.6195, 1473.973, 8.008084, 1586.224, 0.004930363, 1.646275e-06, 0.01073726
379.9, 3.378164, 14.94876, 232.341, 702.0799, 157.9789, 196.7547, 197.9656, 1135.626, 903.7996, 1764.87, 126.8625, 818.2795, 990.9717, 146.1133, 1398.379, 511.0344, 487.1075, 280.8693, 3298.9, 210.4085, 177.4817, 39.9731, 488.2997, 1503.085, 7.597816, 1496.395, 0.004694068, 1.569926e-06, 0.0102672
380, 3.161999, 14.15242, 220.5108, 751.3405, 149.8171, 183.2224, 187.9769, 1120.877, 890.9939, 1872.713, 118.9741, 853.8397, 932.8723, 138.2635, 1331.444, 483.1082, 460.686, 266.6417, 3143.306, 195.8963, 167.8159, 38.05098, 534.4827, 1411.904, 7.208568, 1465.883, 0.004469098, 1.497117e-06, 0.009817721
380.1, 2.959666, 13.3985, 209.2829, 708.7092, 203.5089, 170.6207, 195.018, 1106.819, 902.1149, 2011.082, 111.5762, 858.6285, 878.1793, 135.5291, 1267.713, 612.8184, 435.6978, 253.1348, 3098.933, 182.385, 158.6766, 82.46828, 525.1245, 1326.253, 6.839261, 1475.225, 0.004254909, 1.427685e-06, 0.009387918
380.2, 2.77028, 12.68474, 198.6267, 668.4969, 294.8739, 158.8858, 185.178, 1069.477, 855.8618, 1973.155, 104.6383, 920.0064, 826.6927, 128.2479, 1536.817, 589.5489, 412.0648, 240.3121, 2934.45, 169.8056, 150.0349, 136.8493, 530.8815, 1245.799, 6.488874, 1514.991, 0.004050986, 1.361474e-06, 0.008976931
380.3, 2.593013, 12.00901, 245.9772, 630.5662, 336.9552, 147.9579, 175.8344, 1029.108, 1011.245, 2082.774, 98.13184, 1119.244, 778.2249, 121.3579, 1628.736, 557.3322, 389.7138, 228.1389, 2818.171, 158.0939, 141.8639, 157.2012, 663.3121, 1170.225, 6.156438, 1463.531, 0.003856837, 1.298332e-06, 0.008583936
380.4, 2.427089, 11.36927, 233.4526, 770.3452, 467.6305, 137.7817, 193.1721, 982.2194, 959.3966, 2219.44, 92.02994, 2027.335, 732.5986, 415.5154, 2158.576, 526.8759, 600.8289, 216.5824, 2668.591, 227.5119, 134.1379, 286.5947, 625.7397, 1099.236, 5.841033, 1491.489, 0.003671992, 1.23812e-06, 0.008208145
380.5, 9.600121, 10.76361, 221.5658, 726.6356, 443.4708, 128.3054, 183.4252, 1045.324, 910.2065, 2660.854, 86.30745, 3126.222, 779.6986, 638.6228, 2802.179, 588.9529, 578.6786, 205.6112, 2526.949, 584.7374, 126.8327, 272.8137, 688.5273, 1032.553, 5.541787, 1470.372, 0.003496006, 1.180699e-06, 0.007848807
380.6, 65.76443, 10.19022, 210.2842, 685.4061, 420.5593, 119.4808, 211.2757, 997.6974, 955.1885, 2797.174, 80.94079, 3727.915, 733.9859, 800.3134, 3392.258, 583.9609, 585.7082, 195.1959, 2426.876, 868.4147, 119.9253, 427.2682, 740.911, 969.9151, 5.257872, 1387.104, 0.003328455, 1.125942e-06, 0.007505199
380.7, 61.55624, 9.647371, 199.577, 821.6566, 398.8315, 203.8533, 200.6153, 1042.855, 1267.131, 2673.914, 75.90784, 3498.123, 690.9533, 848.4302, 3469.782, 552.0496, 553.9385, 185.3081, 2298.065, 808.5188, 113.3941, 406.7228, 733.7513, 911.0771, 4.988503, 1423.325, 0.003168934, 1.073724e-06, 0.007176634
380.8, 109.7619, 9.133442, 238.6473, 799.8294, 378.2263, 189.8327, 205.57, 995.3408, 1212.489, 2759.322, 71.18784, 3589.95, 650.4436, 876.2948, 3644.765, 521.882, 596.0808, 175.9212, 2698.037, 867.0408, 107.2186, 409.5594, 692.1891, 855.8085, 4.732933, 1762.194, 0.003017058, 1.023928e-06, 0.006862454
380.9, 128.7294, 8.64689, 226.496, 754.4468, 358.6856, 176.7764, 195.1976, 996.0986, 1188.852, 2727.929, 66.76133, 3669.492, 612.309, 931.8149, 3587.758, 493.363, 569.3031, 167.0098, 2554.833, 856.519, 101.3794, 389.8656, 652.9811, 803.8926, 4.490457, 1662.4, 0.002872461, 9.76441e-07, 0.006562027
381, 120.4921, 8.186257, 214.9634, 746.0743, 350.6318, 164.6181, 185.3484, 950.7144, 1127.897, 2630.134, 62.61007, 3639.129, 672.2846, 881.7538, 3641.61, 466.4025, 538.4233, 158.5498, 2419.229, 1131.924, 95.8582, 472.6443, 694.2917, 755.126, 4.260403, 1640.729, 0.002734794, 9.311565e-07, 0.006274753
381.1, 112.782, 7.750164, 204.018, 851.3658, 420.7634, 164.5935, 204.3535, 1047.449, 1070.068, 2712.569, 58.71693, 3620.665, 668.1285, 834.3823, 3514.026, 440.9153, 509.2184, 150.5183, 2290.823, 1584.044, 90.6377, 571.5624, 711.024, 856.105, 4.042136, 1645.558, 0.002603725, 8.879722e-07, 0.006000055
381.2, 105.5652, 7.337301, 193.6299, 986.7846, 399.0251, 228.1742, 194.0424, 999.7252, 1015.204, 2593.037, 55.06587, 3422.043, 1220.93, 789.5558, 3345.823, 416.8208, 481.5977, 142.8937, 2461.379, 1573.284, 85.70152, 544.0786, 670.7491, 804.1711, 3.83505, 1552.369, 0.002478938, 8.467907e-07, 0.005737383
381.3, 98.81018, 6.946432, 183.7707, 1020.333, 378.4099, 280.4859, 209.9142, 954.1757, 963.1522, 2498.039, 51.64183, 3360.012, 1376.872, 857.8347, 3411.659, 394.043, 493.0845, 135.6554, 2330.736, 1668.422, 81.03416, 540.8872, 688.3136, 785.7033, 257.3467, 1464.458, 0.002360131, 8.075191e-07, 0.00548621
381.4, 92.48743, 6.576385, 174.4135, 962.4391, 358.8597, 267.1272, 199.3226, 939.9939, 913.7696, 2387.96, 48.43071, 3324.024, 1296.148, 811.7482, 3494.351, 541.8125, 593.1109, 128.7836, 2426.579, 1681.406, 76.62099, 514.8784, 649.3251, 738.0402, 244.1624, 1381.525, 0.002247018, 7.700687e-07, 0.005246033
381.5, 86.56926, 6.226052, 165.5328, 907.8301, 340.3195, 248.7548, 189.2653, 1073.709, 866.9189, 2562.982, 45.41925, 3199.793, 1263.192, 768.1376, 3498.026, 534.4208, 560.9397, 122.26, 2337.248, 1565.437, 72.44816, 490.1203, 612.5451, 849.5081, 231.6536, 1482.258, 0.002139327, 7.343552e-07, 0.005016371
381.6, 81.02979, 5.894381, 157.1043, 856.3195, 322.7373, 259.1832, 179.7155, 1163.408, 822.4704, 2450.041, 42.59505, 3002.555, 1294.962, 888.4264, 3381.746, 514.9072, 530.5135, 116.0669, 2408.213, 1551.535, 68.50259, 523.311, 577.8484, 797.9744, 219.7856, 1398.317, 0.002036796, 7.00298e-07, 0.004796762
381.7, 75.84478, 5.580379, 149.1049, 976.6286, 312.8091, 241.3571, 170.6476, 1154.019, 780.3008, 2515.841, 39.94646, 2893.197, 1219.04, 843.8239, 3422.911, 486.7694, 501.7376, 110.1874, 2403.145, 1493.621, 64.77189, 498.1474, 545.1171, 749.5669, 286.954, 1467.438, 0.00193918, 6.678202e-07, 0.004586768
381.8, 70.99155, 5.283103, 141.5129, 1376.579, 305.1589, 301.0148, 162.0372, 1101.44, 824.2314, 2426.377, 37.46257, 2788.203, 1147.57, 809.9164, 3353.346, 510.9044, 474.5226, 104.6058, 2436.531, 1685.593, 61.24437, 474.1938, 514.2397, 965.4982, 272.2529, 1384.336, 0.001846242, 6.368487e-07, 0.004385967
381.9, 66.44888, 5.001665, 212.2447, 1533.797, 322.1997, 280.3116, 153.8613, 1051.256, 907.2679, 2469.281, 35.13312, 2616.336, 1080.289, 766.4043, 3409.579, 652.9448, 448.7838, 99.30693, 2339.377, 1569.335, 57.90896, 451.3919, 485.1114, 906.9282, 362.0597, 1759.815, 0.001757758, 6.073135e-07, 0.004193957
382, 128.5845, 4.735219, 201.4377, 1446.768, 305.5536, 261.0324, 222.0167, 1064.741, 860.7506, 2663.907, 32.94852, 2653.865, 1016.953, 799.1935, 3366.731, 617.2637, 424.4411, 94.27647, 2215.209, 1499.899, 54.7552, 429.6866, 555.744, 851.9112, 492.149, 1785.835, 0.001673515, 5.791481e-07, 0.004010353
382.1, 120.3565, 4.482966, 191.181, 1455.382, 480.8937, 243.0791, 210.8144, 1016.23, 816.6183, 2859.878, 30.89976, 3356.74, 957.3305, 877.483, 3421.907, 583.5324, 401.4188, 89.50084, 2097.632, 1530.476, 51.7732, 511.1104, 524.2648, 800.2317, 561.8503, 1769.546, 0.001593309, 5.522889e-07, 0.003834786
382.2, 112.655, 4.244152, 284.8723, 1479.764, 644.7596, 226.3606, 200.1773, 969.9282, 774.7488, 3613.694, 28.97839, 3923.016, 901.2035, 1038.686, 3857.547, 640.6022, 379.6453, 84.96712, 1986.296, 1606.984, 48.9536, 577.5393, 636.3335, 751.6873, 722.8401, 1874.478, 0.001516947, 5.266754e-07, 0.003666906
382.3, 105.4463, 4.01806, 305.7827, 1395.802, 611.4487, 210.792, 190.0769, 1088.798, 735.026, 3870.752, 27.17649, 3932.824, 848.3671, 1169.831, 4081.518, 605.5955, 359.0527, 80.66306, 1975.568, 1886.084, 46.28755, 549.7681, 738.817, 706.0876, 752.6121, 1793.028, 0.001444245, 5.022497e-07, 0.003506375
382.4, 98.69892, 3.804012, 306.5965, 1316.603, 612.8304, 224.4331, 219.9468, 1125.626, 697.3398, 3726.085, 46.86211, 3929.22, 798.6285, 1168.001, 3897.118, 572.5019, 339.5772, 76.57701, 1870.711, 2010.513, 43.7667, 523.3322, 880.4984, 663.2543, 714.0545, 1816.646, 0.001375028, 4.789568e-07, 0.003352872
382.5, 126.7015, 48.01024, 454.3854, 1326.858, 581.1692, 381.9807, 320.482, 1074.341, 661.5859, 3682.529, 43.9482, 3760.265, 751.806, 1151.225, 3790.071, 560.1042, 336.5762, 72.69795, 1827.743, 1997.114, 41.38314, 593.7958, 1099.392, 623.0193, 677.4723, 1884.835, 0.001309127, 4.567442e-07, 0.003206089
382.6, 118.594, 45.45267, 558.6446, 1297.687, 663.9577, 395.5879, 333.1537, 1091.935, 627.6652, 3520.254, 41.21547, 3591.51, 707.7286, 1089.376, 3737.659, 540.9704, 434.1546, 69.01539, 1730.732, 1859.37, 39.12938, 565.2429, 1037.118, 585.2251, 642.7642, 1778.095, 0.001246386, 4.355618e-07, 0.003065732
382.7, 111.0053, 43.03134, 570.6723, 1383.887, 629.655, 592.7034, 316.3437, 1083.489, 595.4836, 3457.995, 38.65266, 3663.234, 850.6642, 1030.85, 3558.752, 511.4083, 494.0434, 65.51937, 1748.741, 1731.126, 36.99837, 538.0629, 1106.322, 549.7236, 609.8344, 1677.401, 0.001186651, 4.153617e-07, 0.002931519
