 , C000, C001, C002, C004, C005, C006, C008, C010, C012, C014, C015, C016, C017, C019, C024, C029, C030, C035, C037, C038, C040, C042, C047, C053, C080, C095, C101, C105, C107
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
41.8, 134.502, 191.1622, 712.028, 357.019, 497.8925, 0.1464094, 7.969285e-05, 176.0792, 267.2295, 697.2892, 349.7416, 390.216, 365.7906, 168.4418, 35.98688, 2.706057, 41.1509, 470.6965, 1354.001, 304.7044, 482.4552, 66.23793, 910.8849, 1642.187, 1286.9, 882.4529, 1699.468, 1419.771, 2375.828
41.9, 125.8954, 209.7974, 689.9647, 336.7616, 472.1694, 0.1363397, 7.567179e-05, 265.5514, 253.5281, 666.5625, 401.31, 366.1628, 344.3448, 159.3924, 34.26432, 2.558181, 38.91881, 446.8531, 1282.134, 352.0771, 456.1804, 63.05285, 859.2892, 1673.03, 1253.851, 832.4791, 1618.019, 1377.649, 2271.819
42, 117.8395, 198.6212, 654.8334, 317.6537, 447.7753, 0.1269625, 7.18536e-05, 253.4523, 240.5293, 637.1898, 420.6761, 343.5922, 426.0922, 150.8291, 32.62423, 2.418385, 36.8078, 424.2174, 1489.002, 327.7939, 431.3365, 60.02092, 891.494, 1705.804, 1229.717, 785.3354, 1540.473, 1346.737, 2172.362
42.1, 150.4219, 188.0404, 694.6146, 299.6299, 424.6414, 0.1182303, 6.822808e-05, 241.9045, 228.1969, 609.1113, 395.3734, 322.4129, 455.744, 142.726, 31.06263, 2.286229, 34.81129, 463.8835, 1409.97, 398.5325, 407.8456, 57.13479, 1246.715, 1652.514, 1271.168, 740.8615, 1566.724, 1342.937, 2077.26
42.2, 140.7966, 184.3157, 685.4105, 282.6288, 402.7028, 0.1100987, 6.478549e-05, 230.8829, 216.4968, 714.2283, 414.1534, 302.5391, 487.1721, 272.0606, 29.57578, 2.161295, 32.92307, 445.6339, 1335.133, 390.6594, 385.6341, 54.38744, 1176.096, 1552.268, 1414.865, 954.1232, 1726.209, 1280.656, 2249.331
42.3, 131.7871, 247.1932, 650.511, 266.5924, 381.8975, 0.1025263, 6.15166e-05, 220.3634, 451.8789, 734.0859, 442.2321, 283.8903, 458.6098, 271.7845, 222.6039, 2.043188, 31.13728, 436.6396, 1407.605, 417.9262, 364.6322, 51.77219, 1340.571, 1602.774, 1373.87, 900.0907, 1643.478, 1221.262, 2295.093
42.4, 123.3542, 260.6219, 617.3886, 251.4659, 362.1672, 0.09547476, 5.841265e-05, 210.3232, 428.7102, 701.7377, 432.2561, 266.3911, 431.7221, 257.1831, 211.9487, 1.931535, 29.44835, 414.5213, 1395.39, 389.1012, 344.7741, 49.2827, 1264.637, 1505.545, 1384.879, 911.9556, 1564.711, 1319.942, 2367.497
42.5, 115.4609, 246.7382, 585.9527, 237.1976, 343.4562, 0.08890821, 5.546531e-05, 200.7404, 445.1888, 670.8149, 457.2911, 249.9705, 406.4108, 243.3661, 306.6798, 1.825983, 27.85102, 425.1063, 1321.327, 362.2643, 325.9975, 46.91292, 1216.719, 1661.097, 1582.519, 1058.62, 1489.72, 1258.727, 2370.132
42.6, 108.0727, 233.5941, 556.1174, 223.7389, 325.7119, 0.08279329, 5.266669e-05, 191.5943, 481.7943, 641.2548, 495.5531, 234.5621, 382.5835, 230.2915, 292.0003, 1.7262, 26.34034, 403.5723, 1349.144, 366.1052, 308.2435, 44.65709, 1608.275, 1560.33, 1534.258, 998.6695, 1488.111, 1227.452, 2395.654
42.7, 148.8631, 221.1502, 527.8013, 211.0439, 308.8843, 0.07709894, 5.000928e-05, 182.8649, 488.9052, 667.3608, 605.605, 220.1035, 406.6884, 217.9192, 278.0233, 1.631869, 24.9116, 383.1291, 1358.913, 340.8544, 291.4563, 42.50974, 1647.525, 1465.675, 1455.655, 942.1144, 1504.735, 1170.526, 2451.417
42.8, 171.3516, 209.3692, 500.9269, 199.0692, 292.9261, 58.59076, 4.748596e-05, 174.5332, 463.8381, 816.3351, 567.9481, 206.5361, 406.6495, 206.2117, 264.7155, 1.542693, 23.56036, 431.3228, 1286.786, 379.158, 275.5834, 40.46564, 1801.239, 1416.022, 1481.991, 1013.788, 1508.475, 1183.253, 2413.449
42.9, 160.387, 198.2158, 623.494, 242.0158, 277.7924, 54.56101, 257.8922, 166.5811, 480.4552, 780.3625, 532.6326, 193.805, 512.4561, 195.1331, 252.0446, 1.458391, 22.28241, 545.1532, 1399.339, 353.0069, 260.575, 38.51983, 1699.21, 1364.517, 1560.568, 983.2632, 1602.147, 1155.467, 2626.183
43, 150.124, 231.6729, 634.4713, 228.2837, 263.4405, 50.80841, 244.8797, 158.9913, 555.6063, 745.975, 499.5132, 181.8587, 482.4114, 282.771, 239.9802, 1.378695, 21.07378, 517.5381, 1325.066, 328.6595, 246.3839, 36.66759, 1636.369, 1482.336, 1480.617, 1191.197, 1525.362, 1167.18, 2511.214
43.1, 140.5177, 219.3313, 602.1655, 215.3309, 249.8301, 47.31392, 232.5238, 151.7473, 625.8382, 713.1029, 496.7691, 170.6488, 454.1283, 267.5793, 228.4932, 1.303354, 19.93071, 567.5855, 1254.735, 325.48, 232.9657, 34.90441, 1543.679, 1392.413, 1404.763, 1298.86, 1452.256, 1138.698, 2660.181
43.2, 131.5261, 241.1039, 571.5047, 203.1129, 236.9229, 134.3738, 220.7913, 144.8334, 593.7503, 681.6793, 465.8796, 160.1299, 427.5034, 253.2039, 217.5562, 1.232131, 18.84964, 538.8341, 1188.138, 303.0311, 356.7798, 33.22602, 1545.494, 1307.946, 1332.795, 1225.305, 1429.473, 1085.888, 2586.433
43.3, 124.5475, 228.2599, 569.3157, 241.4378, 224.6825, 125.1318, 209.6508, 138.2345, 563.3076, 651.6404, 436.9109, 150.2593, 402.4394, 239.6007, 207.1426, 1.164799, 17.8272, 527.4061, 1505.693, 300.1145, 337.3494, 31.62833, 1544.784, 1228.602, 1366.782, 1210.504, 1483.68, 1121.91, 2627.328
43.4, 118.4528, 216.1002, 598.2381, 279.6537, 213.0745, 116.5255, 199.0724, 131.9363, 534.4258, 741.72, 416.3493, 140.9972, 378.8449, 226.7283, 197.2275, 1.101147, 16.86023, 573.1216, 1425.775, 394.679, 318.9771, 30.10747, 1457.282, 1154.071, 1356.751, 1141.953, 1412.573, 1069.879, 2659.452
43.5, 110.8731, 204.5882, 603.4234, 263.7861, 202.0662, 108.5112, 189.0278, 125.925, 507.0248, 709.0354, 437.3641, 138.4223, 356.6337, 214.5475, 187.787, 1.040973, 15.94571, 544.0897, 1350.099, 389.334, 301.6054, 28.65973, 1374.736, 1084.062, 1351.84, 1077.283, 1542.76, 1020.261, 2543.026
43.6, 103.7785, 193.6895, 572.6985, 248.8188, 191.6267, 101.048, 179.49, 120.1876, 481.0287, 677.791, 410.1685, 129.8898, 335.7248, 203.0211, 178.7983, 0.9840877, 15.08079, 516.5285, 1278.439, 362.481, 285.1798, 27.28162, 1296.866, 1018.299, 1503.462, 1062.108, 1850.403, 1112.568, 2431.696
43.7, 117.6629, 183.3714, 543.5381, 234.7008, 181.7265, 94.09811, 170.4335, 114.7116, 456.3654, 647.9235, 422.2299, 121.8833, 316.0417, 192.114, 170.24, 0.9303108, 14.26278, 560.884, 1210.583, 337.4802, 463.3768, 25.96977, 1223.407, 956.5262, 1426.437, 1040.576, 1865.403, 1060.97, 2493.733
43.8, 131.7738, 173.6029, 655.7188, 221.3838, 172.3378, 87.62624, 161.8339, 109.4851, 432.9667, 619.3721, 395.9754, 114.3703, 297.5125, 181.7928, 162.0912, 0.8794727, 13.48915, 532.4721, 1146.329, 534.8013, 438.141, 24.721, 1154.109, 898.5004, 1391.675, 1158.916, 1916.566, 1235.288, 2384.562
43.9, 123.3417, 164.3548, 685.7802, 208.8224, 163.4341, 81.59949, 153.6682, 126.8234, 410.7677, 592.0788, 371.3533, 108.6526, 280.0698, 197.6188, 154.3326, 0.8314126, 12.75748, 505.4994, 1085.485, 508.8361, 414.2795, 23.53228, 1088.736, 843.9947, 1390.214, 1093.286, 2141.813, 1363.73, 2322.827
44, 115.4492, 155.5994, 837.1387, 196.9738, 154.9904, 75.98725, 145.9146, 121.045, 389.7069, 565.9882, 348.2623, 162.268, 263.6497, 187.0019, 146.9453, 0.7859789, 12.06549, 479.893, 1027.871, 473.7409, 391.7176, 22.40072, 1027.067, 792.7955, 1318.991, 1236.515, 2217.907, 1423.618, 2370.959
44.1, 108.0617, 147.3104, 794.5136, 185.7974, 146.983, 70.76101, 138.5521, 115.53, 369.7259, 541.0474, 326.6071, 152.2656, 248.1922, 176.9554, 139.9116, 0.7430279, 11.41104, 455.5837, 973.3143, 538.4265, 370.3844, 21.32357, 968.89, 744.7021, 1251.417, 1377.532, 2334.498, 1387.831, 2267.163
44.2, 148.4602, 139.463, 858.8165, 175.2552, 139.3893, 65.89421, 131.5612, 110.2662, 350.7694, 517.2056, 306.2985, 142.8798, 233.6411, 255.5538, 133.2145, 0.7024241, 10.79209, 432.5058, 921.6535, 501.2904, 350.213, 20.29822, 976.1428, 699.5263, 1187.304, 1399.688, 2338.187, 1323.467, 2330.61
44.3, 138.9604, 132.0336, 815.0876, 165.3112, 132.1879, 61.36214, 124.923, 105.2422, 426.6138, 494.4144, 404.6684, 134.0726, 219.943, 241.8244, 126.8381, 0.6640391, 10.20671, 417.8221, 872.7347, 466.7157, 331.1402, 19.32217, 967.3589, 657.0909, 1126.477, 1320.422, 2342.093, 1298.209, 2328.699
44.4, 137.154, 151.6359, 877.6162, 155.9314, 191.2167, 57.14178, 118.6198, 100.4472, 429.6078, 472.6275, 379.5058, 125.8083, 207.048, 228.8326, 120.7668, 0.6277518, 9.653085, 396.657, 826.4125, 434.5256, 313.1061, 18.39305, 912.5643, 617.2299, 1068.766, 1436.682, 2229.845, 1325.786, 2345.23
44.5, 128.3776, 218.8675, 832.9301, 273.4276, 205.366, 53.21169, 112.6345, 95.87061, 407.581, 675.2839, 355.9079, 118.0533, 194.9091, 216.5387, 114.9862, 0.5934474, 9.129487, 449.0719, 882.8289, 447.4275, 296.0541, 17.50862, 860.8735, 750.4171, 1111.258, 1382.68, 2258.678, 1264.3, 2428.309
44.6, 120.1629, 244.317, 801.7992, 257.9132, 194.756, 49.5519, 106.9513, 91.50256, 451.6796, 645.5268, 333.7773, 110.7764, 183.4818, 204.9053, 109.4822, 0.5610176, 8.63429, 426.3239, 1224.748, 416.5677, 279.9308, 16.66671, 812.1107, 752.1888, 1116.766, 1353.167, 2252.911, 1250.168, 2322.002
44.7, 123.5594, 231.3018, 760.9735, 243.2791, 184.6941, 46.14383, 101.5549, 87.33351, 428.5211, 617.081, 313.0228, 103.9481, 172.7245, 203.586, 226.2691, 0.53036, 8.165953, 404.7281, 1159.742, 387.8364, 264.6856, 15.86528, 766.1099, 760.7612, 1059.552, 1368.968, 2144.937, 1192.189, 2423.674
44.8, 142.2926, 218.9801, 722.2266, 229.4754, 175.152, 42.97015, 96.4307, 83.35442, 406.5501, 629.7719, 293.5588, 97.54061, 162.5979, 192.6485, 486.1552, 0.5013778, 7.723019, 384.2264, 1204.822, 361.0868, 250.2707, 15.10239, 775.7999, 714.6111, 1188.197, 1355.413, 2042.137, 1230.508, 2317.57
44.9, 133.1874, 349.1595, 713.4117, 216.4549, 166.103, 40.01475, 91.56509, 86.54662, 419.6175, 602.0204, 312.904, 91.52812, 153.065, 182.2986, 462.8848, 0.4739793, 7.304111, 364.7631, 1140.873, 336.1821, 236.6408, 14.37619, 747.6986, 671.2607, 1127.324, 1532.104, 2079.138, 1194.841, 2216.111
45, 124.6649, 330.5592, 772.5506, 225.6859, 171.013, 37.26262, 86.94498, 82.60339, 398.1029, 575.4918, 395.5505, 85.88625, 144.091, 172.5048, 440.7283, 0.448078, 6.907925, 346.2858, 1080.319, 312.9951, 223.7532, 13.6849, 916.7225, 787.1987, 1069.569, 1445.34, 2049.622, 1171.2, 2325.51
45.1, 116.6877, 360.6106, 757.8972, 265.8468, 162.1777, 34.69977, 82.55798, 78.83981, 377.6914, 962.1017, 411.15, 80.59215, 135.6431, 163.2371, 419.6324, 0.4235921, 6.533229, 328.7444, 1022.979, 291.4073, 211.5674, 13.02686, 1074.268, 810.3459, 1014.773, 1363.489, 1951.391, 1116.883, 2323.221
45.2, 109.221, 341.4003, 719.3069, 266.3575, 153.799, 130.4746, 78.39234, 75.2477, 358.3265, 919.7057, 385.5844, 75.62438, 127.6906, 154.4673, 399.5462, 0.4004443, 6.178857, 312.0917, 968.6818, 271.3085, 300.1923, 12.40045, 1013.418, 845.4747, 962.7849, 1286.274, 1887.306, 1173.593, 2292.809
45.3, 102.2321, 323.2134, 834.9982, 251.2442, 145.8531, 121.5008, 74.43689, 115.6731, 422.7855, 879.178, 361.6085, 70.96283, 120.2042, 146.1687, 380.4215, 0.3785615, 5.843707, 296.2825, 917.2669, 252.596, 301.2615, 11.80417, 956.0145, 794.1857, 947.7802, 1213.432, 1796.854, 1171.619, 2192.434
45.4, 95.69034, 335.7732, 792.4822, 236.9886, 138.3178, 306.809, 70.68102, 110.4028, 401.1085, 840.4361, 437.3249, 66.58862, 113.1568, 138.3159, 362.2122, 0.3578744, 5.526735, 281.2741, 868.581, 235.1741, 354.4695, 11.23656, 901.8625, 746.008, 974.2016, 1144.715, 1736.032, 1117.283, 2388.268
45.5, 185.7615, 381.966, 752.1309, 223.5418, 131.1717, 429.5657, 67.11465, 105.3726, 380.5429, 803.4014, 410.1317, 62.48404, 106.5226, 130.885, 344.8745, 0.3383179, 5.226957, 267.0259, 822.4792, 218.9538, 335.1648, 10.69625, 850.7779, 700.7529, 1073.248, 1079.889, 1710.228, 1120.328, 2283.714
45.6, 173.8748, 361.6181, 713.8342, 258.4128, 124.3949, 473.6675, 63.72824, 100.5716, 361.0318, 767.9987, 384.6294, 58.63247, 100.2773, 123.8533, 328.3667, 0.31983, 4.943439, 253.4996, 778.8243, 203.8522, 474.8246, 10.18192, 802.5869, 922.309, 1140.853, 1018.734, 1628.262, 1182.733, 2183.737
45.7, 162.7488, 342.3542, 776.4016, 274.054, 117.9681, 490.3625, 60.5127, 95.98937, 342.521, 734.1561, 414.427, 55.01832, 94.39819, 117.1993, 312.6491, 0.3023524, 4.6753, 240.6584, 737.4866, 189.7922, 448.9654, 9.692313, 757.1255, 866.3589, 1233.123, 961.0427, 1946.732, 1149.996, 2263.109
45.8, 346.7466, 324.1165, 736.8691, 302.6617, 111.8734, 729.7574, 57.4594, 91.6159, 453.4379, 701.8047, 388.6576, 51.62694, 88.86375, 110.9029, 297.6838, 0.28583, 4.421704, 344.2049, 698.3429, 176.7019, 424.5144, 9.226254, 714.2393, 813.803, 1169.948, 906.6184, 2096.791, 1096.663, 2241.704
45.9, 324.5587, 342.1888, 699.3495, 285.4886, 106.0936, 679.5662, 54.56017, 87.44169, 430.1893, 670.879, 384.5482, 48.44461, 83.65379, 110.8401, 283.4348, 0.2702104, 4.181865, 422.1963, 661.2769, 164.5145, 401.3951, 8.782605, 824.1785, 764.4353, 1391.203, 855.2762, 2128.411, 1091.182, 2279.397
46, 303.7905, 323.9598, 663.7403, 313.0169, 100.6124, 632.8271, 51.80722, 83.45766, 408.1327, 641.316, 424.9601, 45.45845, 78.74928, 104.8853, 269.8679, 0.2554443, 3.955034, 417.9681, 626.1782, 153.1677, 379.5349, 8.36029, 777.4941, 718.0624, 1399.845, 806.8415, 2072.069, 1165.133, 2377.771
46.1, 284.3513, 306.702, 629.9443, 295.2562, 95.41434, 589.3026, 49.19318, 79.65517, 387.207, 613.0558, 398.5358, 42.65635, 193.235, 162.8617, 256.9504, 0.2414852, 3.740507, 396.7957, 592.9424, 142.6035, 358.8651, 7.958281, 828.8138, 674.5026, 1328.128, 1080.562, 2078.484, 1297.237, 2401.725
46.2, 266.1559, 290.3636, 597.869, 300.1729, 90.48486, 548.7715, 46.71103, 76.02592, 479.8585, 586.0408, 373.7546, 40.02697, 181.9059, 154.1121, 244.6512, 0.2282889, 3.537617, 376.6957, 561.4707, 132.7679, 339.3211, 7.575603, 802.6613, 881.4312, 1401.347, 1070.873, 1978.869, 1381.468, 2361.367
46.3, 249.1249, 274.8954, 567.427, 283.141, 100.4278, 511.0282, 44.35413, 72.56202, 504.5069, 560.2164, 465.6937, 37.55968, 251.5189, 145.8325, 232.9407, 0.2158137, 3.345731, 357.614, 531.6694, 123.6107, 320.8415, 7.211327, 1070.98, 981.0141, 1608.543, 1187.014, 2157.766, 1356.084, 2459.938
46.4, 233.1837, 260.2514, 555.7222, 267.0755, 173.9224, 475.8807, 42.11615, 69.25594, 478.6399, 535.5298, 436.7366, 35.24446, 236.7727, 137.9978, 221.7907, 0.2040203, 3.164254, 339.4988, 503.4499, 115.0851, 303.3682, 6.864567, 1010.316, 921.5029, 1526.135, 1284.889, 2054.352, 1377.694, 2416.114
46.5, 266.2786, 270.619, 603.3553, 251.9216, 164.9369, 443.1506, 39.99109, 121.0866, 454.0992, 511.9312, 501.0427, 33.07196, 222.891, 130.584, 211.1745, 0.1928713, 2.99262, 322.3012, 476.7282, 107.1475, 286.8466, 6.534482, 953.0884, 865.6017, 1447.948, 1212.125, 1977.945, 1498.439, 2583.215
46.6, 249.2397, 324.1902, 572.634, 237.6275, 156.4156, 412.6717, 37.97325, 115.5697, 430.8167, 489.3724, 469.8875, 31.03338, 343.5169, 123.5684, 201.0664, 184.1197, 2.830296, 319.6678, 451.4249, 99.75737, 271.2247, 6.220268, 1081.717, 813.0917, 1553.761, 1143.481, 2095.272, 1824.707, 2470.126
46.7, 233.2911, 323.6781, 543.4769, 224.1444, 168.5215, 384.289, 36.05723, 110.3041, 408.7279, 467.8077, 502.1269, 29.12046, 323.3769, 116.9298, 191.4421, 174.0582, 2.676777, 348.9092, 427.4645, 92.87695, 256.4536, 5.921164, 1112.289, 763.7672, 1474.159, 1078.726, 1994.853, 1855.148, 2361.988
46.8, 218.3631, 468.4489, 515.8043, 314.9181, 159.815, 357.8584, 115.8792, 105.2784, 387.7716, 447.1933, 470.9043, 27.32545, 304.4178, 110.6478, 182.2785, 164.5466, 2.531584, 344.3636, 404.7759, 86.47109, 242.487, 5.636442, 1049.285, 717.4348, 1398.635, 1017.637, 1953.514, 1790.473, 2331.414
46.9, 204.3903, 443.494, 489.5408, 297.0495, 151.5583, 333.2456, 110.0323, 100.4817, 367.8899, 427.4873, 441.6232, 25.64108, 435.0901, 104.7034, 173.5535, 155.5547, 2.394267, 366.2522, 383.2916, 123.4149, 229.281, 5.365411, 989.8501, 673.913, 1326.981, 960.0076, 2035.012, 1841.837, 2229.349
47, 191.3115, 419.8684, 464.6146, 280.1949, 143.7282, 310.3257, 147.499, 95.90354, 349.0275, 408.6496, 414.1627, 24.06054, 409.5813, 99.07826, 165.2462, 179.807, 2.264399, 347.6995, 362.9475, 114.9028, 216.7942, 5.107413, 985.8512, 633.0314, 1258.997, 905.6418, 2016.293, 1756.418, 2258.128
47.1, 179.0697, 406.5596, 440.9576, 264.2965, 136.3026, 288.9821, 163.8102, 91.53398, 331.1322, 390.6421, 388.4098, 22.57743, 455.0964, 93.75536, 157.3365, 169.9812, 2.141574, 330.0865, 545.8003, 180.8047, 204.9875, 4.861821, 930.0092, 594.6299, 1263.886, 961.4927, 1941.415, 1801.79, 2181.972
47.2, 167.6112, 384.9016, 418.5051, 249.3002, 129.2607, 269.1065, 155.5448, 87.36351, 314.1544, 373.428, 376.8958, 21.18574, 498.1036, 102.7674, 149.8054, 160.6923, 2.025412, 313.3658, 579.8155, 168.3343, 193.8237, 4.628038, 948.7946, 558.5579, 1314.432, 1076.78, 2024.545, 1718.229, 2206.43
47.3, 159.6418, 364.3973, 459.6581, 235.1549, 122.5826, 250.5979, 147.6965, 83.38305, 298.0471, 356.9725, 371.4273, 19.87983, 468.9005, 142.4373, 142.6348, 151.9111, 1.915551, 297.492, 549.0405, 156.7241, 183.268, 4.405497, 895.0515, 524.6741, 1267.231, 1193.684, 2326.251, 1661.884, 2197.993
47.4, 149.4265, 495.9955, 444.5491, 221.8121, 116.2495, 233.3623, 235.2746, 79.58395, 282.7657, 341.2422, 456.2203, 18.65442, 469.2082, 224.9472, 135.8074, 143.6097, 1.811649, 282.4224, 519.899, 145.9146, 173.2871, 4.193657, 844.3527, 492.8458, 1202.308, 1462.228, 2416.04, 1589.463, 2361.646
47.5, 139.8648, 787.9693, 454.8239, 209.2264, 110.2436, 217.3121, 287.269, 75.95794, 431.3371, 326.205, 427.8522, 17.50455, 441.6992, 230.097, 129.3069, 205.4021, 1.713382, 268.1161, 492.3042, 216.2071, 163.8497, 3.992003, 796.5256, 462.9483, 1161.455, 1379.421, 2443.023, 1515.748, 2303.499
47.6, 188.244, 745.993, 431.6653, 197.3549, 104.5479, 202.3659, 396.6049, 72.49714, 409.2216, 311.8305, 401.248, 16.42555, 415.8029, 253.3678, 123.1175, 194.1776, 1.620446, 254.5345, 466.1741, 201.295, 154.9264, 3.800046, 751.4076, 434.8644, 1203.375, 1535.899, 2325.938, 1538.912, 2454.621
47.7, 176.1984, 706.2529, 409.686, 186.1569, 99.14656, 188.4476, 376.5934, 69.19402, 388.2401, 298.0894, 376.2981, 15.41307, 508.6058, 239.7558, 117.2243, 183.5665, 1.53255, 241.6409, 441.4309, 187.4113, 146.489, 3.617319, 798.0583, 408.4843, 1231.467, 1448.92, 2248.785, 1586, 2392.433
47.8, 164.9237, 704.2228, 388.8258, 175.5943, 94.02425, 175.4865, 357.5915, 66.0414, 368.3343, 284.9537, 355.9795, 14.46299, 478.787, 226.8752, 111.6132, 173.5353, 1.449423, 259.0555, 484.725, 174.4853, 138.5111, 3.443378, 813.5768, 383.7044, 1168.377, 1366.867, 2349.684, 1580.36, 2401.985
47.9, 154.3704, 823.2193, 423.5431, 165.631, 89.16659, 163.4169, 339.5485, 63.03242, 349.4491, 272.397, 345.0159, 13.57148, 582.5136, 214.6865, 106.2707, 447.1837, 1.370804, 245.9328, 501.379, 303.945, 130.9677, 3.277802, 767.493, 482.2548, 1108.519, 1289.461, 2417.041, 1510.937, 2509.62
48, 144.4924, 870.6577, 479.5469, 156.2331, 84.55988, 152.1775, 322.4159, 128.1091, 331.5322, 260.3935, 356.2476, 12.73493, 650.9332, 203.1526, 101.184, 625.3689, 46.60931, 513.8535, 474.7672, 331.5298, 123.8351, 3.120188, 968.7886, 545.5764, 1051.728, 1434.863, 2351.025, 1440.864, 2592.63
48.1, 135.2465, 824.2764, 468.4987, 147.3684, 80.19118, 141.711, 306.1477, 191.8871, 314.5339, 248.919, 428.5802, 11.94993, 675.4183, 192.2384, 96.34069, 690.2645, 78.13428, 662.1151, 449.5679, 308.6637, 117.091, 2.970152, 913.9131, 587.7578, 997.8458, 1353.606, 2384.332, 1374.041, 2558.738
48.2, 126.5922, 780.366, 514.9968, 139.0067, 76.04819, 131.9644, 290.7003, 183.1444, 298.4072, 237.9501, 469.5063, 11.21333, 717.6287, 181.9105, 91.72924, 937.8262, 288.8267, 770.7115, 501.8687, 421.9312, 110.7141, 2.827331, 862.1459, 621.272, 946.7244, 1401.974, 2468.359, 1310.317, 2589.665
48.3, 118.4917, 861.288, 544.1367, 131.1194, 72.11923, 122.8882, 276.0324, 272.9562, 283.1073, 227.4646, 530.0747, 10.52213, 993.0207, 172.1375, 87.33852, 1315.024, 503.8463, 1147.1, 640.6377, 505.3712, 104.6846, 203.7105, 813.3109, 741.369, 898.2222, 1434.101, 2867.132, 1377.038, 2739.155
48.4, 110.9096, 815.4059, 516.4306, 123.6796, 68.39326, 114.4362, 262.1046, 384.1263, 268.5919, 217.4412, 577.022, 9.873538, 1184.537, 162.8896, 83.15796, 1716.994, 621.9705, 1509.808, 781.7596, 518.9263, 98.98338, 193.915, 767.2421, 696.3954, 852.2047, 1352.887, 3086.947, 1313.175, 2619.24
48.5, 103.8126, 771.968, 561.5466, 116.662, 64.85979, 106.5655, 248.8796, 381.9146, 254.8206, 207.8594, 659.8953, 9.264925, 1115.089, 154.1384, 79.17751, 1623.166, 905.6804, 1709.102, 907.7698, 506.0739, 93.59267, 184.5905, 789.9811, 871.268, 1018.838, 1276.272, 3127.069, 1252.274, 2655.551
48.6, 97.16972, 730.8441, 532.954, 110.0426, 61.50888, 99.23618, 236.3218, 419.9315, 241.7555, 198.6999, 741.4854, 8.693827, 1113.432, 145.8575, 75.3876, 1755.88, 856.555, 1752.454, 859.588, 482.4911, 88.49556, 324.4844, 745.2338, 1121.192, 1179.906, 1334.751, 3128.751, 1194.197, 2562.142
48.7, 90.95193, 817.9351, 582.1049, 103.7987, 58.33108, 92.41092, 224.3977, 410.2939, 229.3603, 189.944, 782.2783, 8.157931, 1328.253, 138.0214, 71.77908, 1760.301, 930.2684, 2106.801, 1016.66, 584.3076, 83.67603, 515.5641, 703.0212, 1053.177, 1221.377, 1259.164, 3257.068, 1138.813, 2667.538
48.8, 85.13201, 774.3625, 552.4656, 97.90915, 55.31746, 86.05509, 213.0753, 465.4218, 217.6006, 181.5739, 749.3176, 7.655069, 1929.23, 130.6063, 68.3433, 2062.293, 1138.176, 2637.373, 962.6981, 649.3661, 79.11898, 530.1921, 708.2195, 989.2884, 1186.174, 1187.857, 3719.579, 1153.647, 2757.911
48.9, 79.68451, 733.1111, 524.3354, 92.35376, 52.45954, 80.1364, 202.3241, 630.1741, 206.4438, 173.5727, 893.4687, 7.183204, 2314.078, 123.5896, 65.07198, 1949.596, 1353.152, 3025.655, 1406.049, 604.5784, 74.81011, 641.608, 908.7838, 929.2752, 1277.633, 1120.588, 4053.121, 1143.698, 2738.014
49, 74.58559, 694.0572, 497.6375, 87.11358, 49.74927, 74.62479, 192.1154, 632.1215, 195.859, 165.924, 837.9122, 6.740425, 2569.944, 116.9498, 61.95723, 2077.361, 1419.829, 3080.137, 1432.706, 562.8797, 70.73591, 791.0371, 996.4503, 1158.453, 1212.177, 1057.128, 3965.651, 1090.657, 2850.134
49.1, 69.81293, 657.0837, 523.6185, 82.17073, 47.17902, 69.49225, 182.4218, 612.2154, 185.817, 158.6124, 823.4981, 6.32494, 2490.768, 110.6668, 58.99158, 1963.84, 1344.947, 3071.777, 1356.662, 524.057, 66.88358, 752.9998, 1001.226, 1252.432, 1323.74, 997.2627, 3897.708, 1099.204, 2725.36
49.2, 65.34568, 622.0799, 496.9571, 77.50834, 44.74157, 64.71272, 173.2173, 589.5782, 176.2898, 151.623, 780.2684, 5.935065, 2425.293, 104.7213, 56.16788, 1856.523, 1271.995, 2942.363, 1332.204, 535.1476, 63.24106, 716.7914, 944.5132, 1176.455, 1255.922, 940.7872, 3940.636, 1117.009, 2717.864
49.3, 61.16428, 588.9408, 471.6533, 73.1105, 42.43004, 60.26191, 164.4773, 566.042, 167.2511, 144.9416, 792.0884, 5.569222, 2396.557, 99.09522, 53.47935, 1755.071, 1203, 2886.157, 1383.444, 498.2377, 59.79691, 724.3533, 1016.414, 1342.478, 1191.579, 887.51, 3774.661, 1065.206, 2699.329
49.4, 57.25044, 557.5671, 447.6378, 68.96219, 40.23793, 56.11722, 156.1782, 545.5013, 158.6758, 138.5546, 769.193, 5.225931, 2256.05, 93.77141, 50.9195, 1659.163, 1137.748, 2859.422, 1354.814, 610.5479, 56.54033, 689.5224, 1099.577, 1282.109, 1130.533, 968.753, 3829.107, 1015.804, 2715.158
