 , C001, C003, C006, C007, C008, C009, C011, C014, C015, C016, C017, C019, C020, C021, C022, C024, C025, C026, C027, C028, C029, C030, C031, C034, C035, C036, C037, C038, C039, C040, C043, C047, C048, C049, C051, C052, C053, C058, C060, C066, C067, C068, C069, C070, C072, C074, C075, C076, C077, C078, C079, C082, C084, C085, C086, C087, C088, C090, C091, C092, C093, C099, C101, C102, C108, C112, C113, C118, C119, C120, C121, C124, C125, C126, C130, C131, C134, C136, C137
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
520.6, 646.0641, 455.8994, 216.9627, 196.4075, 73.81744, 592.2297, 22.21596, 47.50933, 530.5229, 473.7057, 643.6467, 529.5251, 570.2681, 316.8123, 565.7119, 1242.292, 241.3024, 636.7778, 289.3224, 1627.035, 526.3466, 443.3858, 829.5864, 476.9282, 258.1487, 1477.672, 4.759162e-05, 137.7347, 274.9913, 372.7844, 838.8843, 19.83127, 215.9603, 932.0889, 5.871261, 2579.417, 153.2078, 898.7278, 736.3044, 673.4613, 758.3786, 648.6801, 526.2705, 424.5548, 885.0552, 1415.248, 290.5966, 389.4384, 2097.879, 1107.716, 1006.97, 860.5994, 98.87816, 1071.668, 658.1184, 1735.953, 1057.276, 1447.816, 1052.409, 1868.899, 606.0025, 519.2811, 1471.829, 575.4009, 1920.513, 1471.822, 233.3734, 1170.765, 1452.154, 1.065758e-09, 1308.769, 4269.379, 815.0342, 1088.536, 3391.584, 2362.761, 1250.493, 2095.241, 1784.914
520.7, 619.6089, 431.1449, 206.5501, 187.4911, 70.39589, 631.4058, 21.25828, 45.33847, 508.0657, 450.6463, 612.402, 506.8907, 540.6075, 359.296, 612.0391, 1189.733, 231.1232, 610.5812, 275.481, 1603.613, 502.9866, 420.6779, 795.5403, 456.7543, 246.0394, 1415.816, 4.562357e-05, 129.5449, 263.5111, 356.8452, 802.8973, 18.66944, 205.5052, 889.9086, 5.631639, 2574.872, 145.6081, 890.6404, 705.8499, 637.9033, 860.2957, 786.3184, 675.4067, 403.5106, 865.3894, 1477.891, 277.7635, 369.5525, 2049.974, 1085.92, 1187.872, 821.0062, 94.45871, 1091.028, 684.8076, 1662.125, 1143.629, 1573.531, 1194.694, 1790.725, 580.3666, 497.16, 1466.313, 548.7063, 1838.372, 1409.991, 223.2241, 1378.034, 1411.028, 1.017712e-09, 1365.857, 4270.348, 905.1559, 1039.467, 3562.932, 2258.924, 1268.87, 2141.063, 1709.727
520.8, 615.7747, 440.9287, 196.6372, 178.9794, 67.13293, 687.3825, 20.34189, 43.2668, 613.7467, 428.7094, 582.6741, 526.4554, 512.4896, 379.7967, 595.1157, 1213.971, 221.3734, 634.9039, 262.3018, 1700.94, 480.6634, 482.2426, 843.5842, 457.1491, 234.4982, 1426.926, 4.373691e-05, 121.8421, 252.5102, 341.5875, 768.454, 17.57567, 195.5564, 849.637, 5.401796, 2704.252, 138.3854, 1046.658, 676.6551, 604.2227, 816.4038, 752.5063, 667.6924, 383.5095, 828.9195, 1433.211, 265.4971, 382.1693, 2127.759, 1101.464, 1131.194, 783.2345, 90.23679, 1045.647, 655.9639, 1773.743, 1212.857, 1506.901, 1145.332, 1715.821, 555.8152, 475.9812, 1595.861, 523.2501, 1759.744, 1459.698, 213.5163, 1357.085, 1449.75, 9.718315e-10, 1401.104, 4304.691, 965.0109, 992.6106, 3661.987, 2159.65, 1284.778, 2169.607, 1682.847
520.9, 590.5597, 416.9872, 187.2, 170.8542, 64.02121, 658.0587, 19.46501, 41.28979, 587.7665, 407.8403, 554.3893, 581.9501, 485.8342, 362.5354, 618.5712, 1208.97, 212.0349, 630.3849, 249.7531, 1671.743, 459.3309, 457.5447, 808.9637, 450.0113, 223.4983, 1367.194, 4.192827e-05, 114.5973, 271.0299, 356.8282, 770.835, 16.54598, 186.0891, 866.0359, 5.181334, 2591.375, 131.5209, 1028.266, 713.0482, 572.3204, 774.7513, 720.1481, 636.781, 364.4998, 888.4073, 1421.554, 253.7725, 423.4882, 2052.771, 1141.05, 1077.221, 747.2006, 86.20358, 1088.166, 644.9699, 1726.863, 1158.943, 1443.094, 1098.008, 1783.354, 764.546, 455.7046, 1552.723, 498.9749, 1906.905, 1517.357, 204.2306, 1300.008, 1438.22, 9.280195e-10, 1558.419, 4275.763, 1037.571, 1024.491, 3622.186, 2291.411, 1230.9, 2134.682, 1726.917
521, 633.6053, 550.7672, 178.2157, 211.0023, 61.05373, 734.7816, 18.62592, 39.40312, 562.8861, 387.9872, 527.4775, 557.0748, 460.5652, 399.0558, 592.2702, 1157.822, 203.0903, 604.4514, 237.8048, 1712.636, 467.5686, 434.1117, 817.8636, 465.5733, 213.0144, 1309.963, 4.019442e-05, 107.7832, 259.7151, 341.5712, 737.7672, 15.57662, 177.0802, 856.4266, 4.96987, 2483.209, 124.997, 1065.576, 736.5783, 542.1025, 735.2239, 689.1813, 607.3007, 346.4323, 850.9674, 1358.704, 242.5656, 401.8636, 2133.353, 1094.511, 1025.824, 712.8245, 82.35062, 1112.572, 725.6588, 1669.467, 1107.426, 1381.988, 1052.64, 1869.735, 732.2032, 436.2918, 1681.152, 475.826, 1881.616, 1453.613, 298.6987, 1245.332, 1374.514, 8.861826e-10, 1492.812, 4229.583, 1079.633, 994.1793, 3577.825, 2359.045, 1324.473, 2217.588, 1654.172
521.1, 686.9446, 908.7029, 169.6627, 277.0286, 58.22379, 703.4358, 17.823, 37.60266, 539.0589, 369.1005, 501.8721, 533.2628, 436.6104, 380.9193, 664.4025, 1302.333, 194.523, 657.0437, 226.428, 1640.799, 446.8173, 411.8788, 884.9224, 488.7796, 203.0223, 1359.824, 3.853226e-05, 101.3744, 452.7934, 434.7843, 743.9086, 578.4338, 168.5074, 900.1819, 4.767036, 2379.559, 118.7967, 1086.755, 706.1125, 732.0432, 697.7131, 659.5461, 579.1851, 329.2605, 815.1053, 1298.633, 231.8536, 381.3431, 2042.55, 1089.914, 976.8781, 791.1022, 78.66989, 1156.436, 704.6752, 1795.754, 1058.199, 1323.469, 1009.147, 1897.768, 701.2286, 487.3843, 1631.649, 453.751, 1933.507, 1392.547, 418.2243, 1237.16, 1368.714, 8.462318e-10, 1429.967, 4056.591, 1034.487, 1052.297, 3429.219, 2456.549, 1268.929, 2244.387, 1745.064
521.2, 793.4802, 907.3315, 161.5201, 363.3267, 55.52503, 842.9677, 128.1112, 35.88447, 516.2403, 351.1331, 477.5097, 546.4265, 413.9016, 363.607, 661.1276, 1295.109, 186.3172, 663.6174, 215.5956, 1613.707, 426.9869, 390.7845, 1036.098, 554.6879, 193.4989, 1672.529, 3.693885e-05, 95.34657, 556.0815, 497.9609, 887.7687, 544.5458, 160.3496, 921.7845, 4.57248, 2531.385, 112.9039, 1042.16, 853.1343, 693.3922, 662.1161, 631.1852, 552.3712, 312.9398, 933.8157, 1339.163, 221.6146, 361.8705, 2069.728, 1045.461, 930.268, 754.7063, 308.5497, 1248.784, 834.4265, 1719.382, 1109.398, 1267.428, 967.4506, 1860.042, 671.5644, 521.2536, 1587.573, 432.7001, 2130.268, 1334.047, 400.036, 1205.924, 1308.087, 8.08082e-10, 1767.283, 4187.396, 991.2281, 1021.145, 3286.786, 2348.59, 1215.716, 2152.16, 1838.104
521.3, 857.7569, 858.0651, 153.7683, 417.6439, 52.95136, 807.0067, 122.5887, 34.24479, 535.868, 334.0404, 454.3299, 579.4216, 392.3738, 347.0815, 633.0172, 1331.481, 178.4575, 636.3167, 205.2813, 1701.414, 432.1106, 370.7705, 998.7919, 531.2249, 184.4222, 1661.555, 3.541132e-05, 89.67719, 532.8665, 476.6695, 849.6846, 512.6431, 267.6029, 967.1912, 4.385865, 2511.176, 107.3035, 999.3943, 840.5443, 739.5818, 628.3353, 604.0439, 625.8295, 297.428, 946.3704, 1300.187, 211.8279, 343.3923, 1997.258, 1002.822, 885.8818, 782.6656, 294.7588, 1196.841, 811.6329, 1716.078, 1060.083, 1213.761, 927.4771, 1932.769, 643.155, 499.0484, 1581.97, 412.6258, 2183.465, 1278.004, 382.6388, 1155.204, 1318.459, 7.716522e-10, 1821.878, 4190.698, 949.7786, 1060.275, 3150.269, 2245.376, 1256.302, 2238.104, 1893.892
521.4, 956.7208, 811.4738, 146.3885, 398.6838, 50.49698, 873.3148, 117.3042, 32.68002, 513.1844, 317.7797, 432.2753, 640.9655, 468.2163, 331.3071, 606.1019, 1430.565, 170.9294, 610.1391, 195.4605, 1649.457, 412.933, 351.7816, 976.5245, 529.6863, 175.7713, 1625.255, 3.394696e-05, 84.34492, 510.6207, 456.2884, 813.2342, 482.6094, 254.6477, 1024.38, 4.206866, 2592.339, 101.9808, 1030.891, 886.0349, 700.5328, 596.278, 701.4667, 596.8561, 282.6852, 968.8734, 1242.703, 202.4733, 325.8576, 1930.054, 961.9213, 843.6135, 773.7379, 281.5843, 1235.745, 859.8047, 1643.096, 1029.759, 1316.887, 889.1552, 1851.923, 615.9474, 599.0801, 1679.657, 393.4828, 2090.077, 1224.315, 531.8628, 1106.618, 1296.616, 7.368646e-10, 1859.801, 4178.993, 1012.156, 1012.48, 3142.292, 2146.697, 1246.027, 2239.899, 1916.557
521.5, 983.5052, 767.4124, 139.3629, 380.5845, 48.15637, 870.1956, 112.2475, 31.18676, 491.4611, 302.3106, 411.2914, 658.0797, 443.8636, 316.2496, 580.3311, 1370.041, 163.7188, 585.0385, 186.1095, 1670.036, 394.6065, 333.7652, 936.4481, 528.2347, 167.5262, 1557.221, 3.254316e-05, 79.32972, 489.3036, 485.4149, 778.3475, 454.3352, 242.3197, 978.0229, 4.035172, 2563.764, 96.92217, 1017.213, 849.3873, 663.5454, 565.8561, 671.3032, 569.2241, 268.6731, 928.0424, 1327.604, 193.5318, 309.2183, 1979.778, 990.3391, 803.3619, 738.1409, 268.9986, 1184.345, 823.5903, 1772.663, 1019.693, 1261.125, 852.4167, 1822.626, 589.8909, 573.5595, 1668.179, 375.228, 2220.354, 1355.753, 508.7325, 1083.799, 1274.205, 7.036454e-10, 1987.967, 4195.689, 969.8317, 966.8398, 3138.254, 2165.207, 1193.773, 2297.156, 1871.966
521.6, 975.3243, 796.1749, 132.6745, 363.3069, 45.92425, 833.0729, 107.4088, 29.76173, 470.6573, 287.5945, 391.326, 629.9503, 420.7775, 301.8764, 624.9687, 1434.404, 156.8124, 560.9704, 177.2059, 1618.296, 377.0933, 316.6715, 898.0165, 505.8906, 159.6679, 1492.036, 3.119741e-05, 74.61272, 520.6631, 464.6599, 744.9574, 427.7176, 230.5886, 933.7639, 3.870486, 2456.751, 92.11447, 1026.237, 814.2556, 628.511, 536.9865, 642.4368, 641.3737, 255.3556, 888.9322, 1327.969, 184.9852, 364.8045, 1915.464, 1039.267, 765.0308, 704.1815, 256.9755, 1200.21, 788.9012, 1697.273, 1016.241, 1305.644, 817.1962, 1825.239, 564.9366, 549.1261, 1598.686, 357.82, 2177.663, 1342.374, 486.608, 1110.681, 1268.879, 6.719237e-10, 1933.469, 4024.084, 1000.901, 962.9988, 3220.533, 2129.067, 1143.711, 2254.155, 1793.112
521.7, 935.3864, 752.9441, 126.3071, 346.8136, 43.79559, 797.534, 102.7787, 28.40182, 480.506, 273.5948, 510.8523, 611.0204, 398.8921, 288.1565, 598.3957, 1432.239, 150.1973, 537.8925, 168.7283, 1550.416, 360.3574, 368.5178, 861.162, 484.4917, 152.1782, 1429.579, 2.990731e-05, 70.17619, 498.9268, 444.7923, 712.9997, 402.6594, 219.4254, 891.5077, 3.71252, 2354.205, 87.54525, 1111.547, 780.577, 841.2653, 657.0753, 661.3413, 611.6807, 242.6982, 851.4702, 1303.957, 266.5726, 346.1764, 1833.935, 1230.562, 970.011, 671.7845, 245.4897, 1150.288, 755.6732, 1716.598, 971.0676, 1250.358, 783.431, 1781.12, 541.0379, 525.7336, 1532.088, 341.2197, 2084.524, 1285.981, 465.4458, 1270.714, 1453.592, 6.416321e-10, 1852.073, 3859.497, 959.0466, 1062.612, 3340.855, 2468.843, 1095.748, 2212.145, 1717.579
521.8, 982.4681, 712.0607, 120.2453, 331.069, 41.76559, 783.2892, 98.34814, 27.10404, 581.5452, 260.2765, 486.054, 603.3788, 467.9726, 275.0602, 629.9344, 1401.945, 143.8613, 515.764, 160.6562, 1513.973, 344.3643, 468.7317, 825.8201, 463.9979, 145.0398, 1369.736, 2.867056e-05, 66.00347, 478.0979, 468.0808, 682.4129, 379.0692, 208.8026, 851.1638, 3.561002, 2600.541, 83.20267, 1065.934, 748.2913, 796.8474, 623.5516, 827.7397, 658.2411, 230.6682, 815.5869, 1294.153, 298.6611, 328.4995, 1965.721, 1229.893, 923.7286, 640.8781, 234.5173, 1193.959, 723.8447, 1686.644, 1156.433, 1221.403, 956.9081, 1767.416, 518.1502, 503.3376, 1468.264, 325.3894, 2393.791, 1411.155, 445.2039, 1217.269, 1389.206, 6.127061e-10, 1787.702, 3860.067, 918.9428, 1014.712, 3382.432, 2481.767, 1049.797, 2121.242, 1645.229
521.9, 1033.521, 673.3972, 114.4744, 316.0392, 39.82969, 794.4565, 94.1086, 25.86557, 556.9282, 247.6066, 462.4594, 647.5921, 443.6326, 262.5591, 603.1503, 1353.388, 137.7926, 494.5459, 152.9703, 1628.69, 329.0809, 444.7257, 791.9286, 510.9538, 138.2362, 1312.399, 2.748495e-05, 62.07886, 458.1385, 448.067, 653.1382, 356.8611, 198.694, 812.6456, 3.415668, 2491.993, 79.07551, 1022.193, 717.3411, 754.7748, 591.7383, 792.1464, 627.7673, 219.2345, 878.2974, 1373.131, 285.4719, 311.7253, 2012.553, 1179.731, 975.6641, 611.3934, 224.0354, 1144.297, 693.3568, 1728.449, 1170.349, 1312.536, 1014.026, 1693.487, 496.2308, 481.8956, 1454.3, 310.2936, 2291.407, 1400.387, 425.8423, 1166.072, 1373.773, 5.850841e-10, 1825.702, 3891.295, 989.2469, 968.9711, 3480.427, 2372.699, 1005.773, 2124.979, 1575.925
522, 991.2003, 799.1554, 108.9804, 301.6918, 37.98352, 797.3738, 90.05182, 24.68368, 533.3531, 235.5534, 440.0102, 620.4861, 420.5585, 382.3557, 577.5049, 1349.933, 131.9799, 528.3529, 145.6521, 1560.374, 342.809, 421.9492, 878.9534, 520.5797, 131.7518, 1358.533, 2.634837e-05, 58.3876, 455.4478, 479.3312, 756.4413, 406.2899, 189.0749, 848.1603, 3.276265, 2387.975, 75.15307, 980.2468, 788.5987, 714.9235, 561.5482, 758.0837, 598.7042, 208.3675, 841.2835, 1312.422, 272.8651, 295.8076, 2000.432, 1131.615, 929.1119, 613.3498, 214.0219, 1115.225, 664.1531, 1812.239, 1118.325, 1256.958, 972.128, 1862.037, 475.2386, 565.8219, 1498.213, 295.8982, 2308.303, 1341.558, 407.3227, 1117.029, 1312.922, 5.587074e-10, 1793.963, 3951.861, 947.8802, 925.2922, 3335.867, 2268.425, 1119.561, 2277.652, 1751.885
522.1, 996.5567, 755.7628, 103.7502, 287.9957, 36.22293, 922.8473, 86.16991, 23.5558, 510.7761, 224.087, 418.6507, 693.0181, 520.6808, 364.9781, 552.95, 1329.342, 126.4124, 609.6664, 138.684, 1569.246, 447.7179, 400.3391, 863.8798, 498.5594, 125.5716, 1630.124, 2.525879e-05, 54.91584, 692.1905, 479.6269, 735.8552, 382.487, 334.1673, 917.5792, 3.142552, 2624.598, 71.42519, 940.0219, 901.7654, 677.1764, 532.8983, 725.4857, 570.9866, 281.6316, 948.4753, 1254.397, 260.815, 280.7027, 2008.318, 1085.462, 969.6774, 799.0035, 305.9568, 1142.954, 872.9255, 1812.947, 1068.613, 1354.035, 931.9612, 1784.15, 455.1344, 589.4082, 1617.295, 282.1706, 2209.576, 1285.199, 389.6086, 1070.048, 1254.767, 5.335198e-10, 1911.484, 4162.664, 1034.553, 883.5823, 3197.311, 2168.734, 1181.011, 2240.283, 1778.895
522.2, 955.7494, 751.6491, 98.77091, 514.9531, 34.54394, 883.4786, 82.45535, 22.47945, 489.1547, 213.1787, 398.3281, 663.3952, 493.5993, 348.3903, 529.4391, 1273.1, 121.0798, 584.5852, 132.0492, 1653.239, 427.8476, 379.8359, 993.1973, 613.7268, 119.6813, 1709.376, 2.421427e-05, 51.6505, 759.9492, 459.1194, 783.8762, 464.314, 317.9897, 994.6627, 3.014296, 2626.56, 67.88223, 901.4477, 864.4673, 697.3153, 505.7101, 694.2894, 544.5522, 267.6718, 908.5039, 1304.108, 249.2971, 266.3691, 2037.117, 1041.191, 923.4108, 762.2441, 292.2818, 1221.941, 854.0921, 1735.845, 1021.111, 1383.873, 893.454, 1819.258, 435.8808, 626.6348, 1768.661, 269.0798, 2115.072, 1259.828, 372.6648, 1025.043, 1233.376, 5.094677e-10, 1972.637, 4102.063, 1083.057, 843.7525, 3200.258, 2073.424, 1277.49, 2231.904, 1856.529
522.3, 924.9464, 710.836, 94.03062, 491.5754, 32.94278, 845.7893, 78.90091, 21.45229, 468.4485, 202.8014, 378.992, 702.7031, 467.9264, 332.5564, 506.9279, 1219.238, 115.9721, 630.7043, 125.7319, 1583.893, 408.8592, 360.3827, 952.4367, 587.7664, 114.0672, 1637.821, 2.321294e-05, 48.57933, 728.2233, 439.4887, 750.249, 437.1117, 302.5952, 949.6507, 2.891274, 2516.926, 64.51502, 864.4564, 828.7118, 747.1907, 479.909, 664.4345, 519.3417, 254.4039, 870.217, 1335.174, 316.9201, 252.7675, 1968.779, 998.7252, 955.6136, 727.1759, 279.218, 1197.188, 818.1183, 1719.888, 975.7209, 1325.275, 856.538, 1897.788, 417.4416, 775.3663, 1694.982, 256.5964, 2024.609, 1240.733, 356.4579, 981.9311, 1234.259, 4.864999e-10, 1990.16, 4124.735, 1127.298, 805.7181, 3427.579, 1982.302, 1244.861, 2215.448, 1833.846
522.4, 887.0714, 672.239, 89.51784, 469.259, 31.41583, 809.7079, 75.49969, 20.47206, 448.6189, 192.9293, 360.5946, 672.6663, 550.1372, 317.4421, 605.601, 1167.655, 111.0799, 604.7576, 119.7168, 1517.456, 390.7134, 341.9258, 913.3489, 562.9042, 108.7165, 1569.262, 2.225302e-05, 45.69077, 697.8219, 471.8039, 718.0643, 411.5031, 287.946, 906.6756, 2.773274, 2411.868, 61.31483, 828.983, 794.4352, 707.7399, 455.4243, 635.8635, 495.2982, 283.6765, 833.5437, 1386.51, 410.0851, 239.8604, 1884.981, 957.9917, 910.0181, 693.7211, 266.7381, 1228.667, 783.6597, 1677.199, 932.3483, 1269.158, 821.1472, 1846.155, 399.7824, 742.336, 1624.372, 244.6921, 1980.632, 1188.61, 340.9557, 940.6323, 1179.587, 4.645676e-10, 1906.377, 4031.698, 1080.158, 769.3983, 3558.928, 1895.185, 1192.656, 2148.199, 1845.726
522.5, 850.7473, 635.7377, 85.22163, 447.9557, 29.95965, 775.1657, 72.24509, 19.53662, 429.6287, 183.5377, 429.1683, 643.9133, 521.5237, 303.0148, 592.8827, 1147.89, 106.394, 579.8784, 113.9895, 1453.805, 373.373, 458.5336, 875.8652, 539.0936, 103.6169, 1503.572, 2.13328e-05, 42.97396, 668.6896, 536.6629, 687.2603, 387.3948, 274.006, 865.6453, 2.660089, 2311.195, 58.27339, 1036.924, 761.5764, 952.44, 664.3638, 662.3376, 598.1767, 312.5138, 798.4159, 1381.562, 391.9752, 308.8701, 1830.532, 1228.001, 1051.306, 661.8054, 254.816, 1177.561, 750.6524, 1686.254, 890.9037, 1215.417, 787.2186, 1768.932, 382.8703, 710.7128, 1556.704, 233.3401, 2121.615, 1277.744, 326.1278, 1175.49, 1339.022, 4.436239e-10, 1826.121, 3866.8, 1087.998, 915.1212, 3956.538, 2428.338, 1142.641, 2059.924, 1790.514
522.6, 892.9902, 601.2183, 81.13161, 427.6195, 28.57098, 742.0971, 69.13079, 18.64393, 467.157, 174.6033, 430.2729, 687.7186, 528.5004, 289.2432, 628.4213, 1175.56, 101.9058, 556.0226, 108.5361, 1483.756, 356.8022, 435.0499, 839.9198, 516.2902, 98.75638, 1440.632, 2.045063e-05, 40.4187, 640.7736, 622.0549, 657.7776, 364.6989, 260.7408, 826.4717, 2.551523, 2433.567, 55.38281, 1057.135, 730.0767, 902.1522, 630.4683, 833.2876, 570.4835, 297.0232, 833.471, 1556.482, 374.6651, 293.0983, 1970.99, 1177.916, 1070.43, 631.358, 243.4267, 1128.581, 719.0354, 1649.329, 955.3538, 1163.952, 803.6814, 1881.23, 366.6737, 680.4368, 1491.855, 222.5147, 2294.831, 1315.144, 311.9448, 1126.05, 1331.373, 4.236245e-10, 1820.199, 3892.975, 1042.502, 873.8698, 4061.112, 2321.619, 1094.723, 1975.791, 1780.915
522.7, 856.4237, 714.2033, 77.23788, 408.2066, 27.24667, 710.4392, 66.15074, 17.79203, 447.382, 166.1039, 409.3862, 658.3222, 501.0122, 276.0974, 601.7015, 1186.75, 97.607, 580.1963, 103.3437, 1421.519, 340.9669, 412.769, 925.7439, 494.4513, 94.1239, 1380.327, 1.960494e-05, 38.01537, 614.0229, 595.4575, 683.4422, 343.3326, 248.1179, 789.0709, 2.447389, 2331.988, 52.63561, 1013.755, 699.8798, 877.8862, 598.3021, 797.4557, 544.0724, 296.5169, 798.3463, 1487.666, 358.1194, 334.4882, 1887.097, 1129.874, 1019.356, 602.3113, 232.5466, 1156.122, 688.7501, 1598.425, 912.8865, 1114.666, 790.7877, 1802.54, 351.1622, 684.6445, 1429.707, 212.1916, 2196.68, 1259.895, 298.3785, 1078.69, 1272.4, 4.045267e-10, 1743.571, 3781.184, 1117.714, 834.4778, 4084.854, 2219.59, 1171.143, 2103.671, 1722.545
522.8, 891.6436, 675.4234, 73.53102, 389.675, 25.98374, 829.1382, 63.29915, 16.97905, 428.4441, 158.0181, 389.5133, 678.4748, 624.5609, 263.5492, 576.1177, 1321.232, 93.4895, 556.3275, 98.39964, 1466.678, 368.7845, 391.6291, 930.725, 539.5585, 89.70872, 1611.754, 1.879422e-05, 35.75495, 729.3861, 588.3494, 694.9056, 323.2182, 236.106, 855.8216, 2.347504, 2584.554, 50.02469, 972.1554, 770.2594, 831.5348, 567.777, 825.6749, 540.0883, 300.5616, 912.4212, 1448.094, 342.3045, 317.4081, 1887.653, 1083.792, 970.7195, 707.8361, 222.1527, 1179.624, 775.7542, 1530.446, 1018.543, 1355.331, 822.5662, 1746.732, 336.3069, 808.0458, 1649.221, 202.3474, 2102.727, 1262.81, 285.4023, 1033.322, 1216.039, 3.862899e-10, 1938.057, 4062.353, 1107.731, 796.8615, 3926.044, 2122.044, 1309.02, 2030.862, 1813.052
522.9, 855.1323, 638.7492, 70.00207, 371.9846, 24.77936, 793.7671, 60.57049, 16.20322, 410.3079, 150.326, 370.6051, 649.4736, 592.0764, 251.5712, 551.6218, 1265.334, 89.5457, 605.122, 93.69213, 1541.327, 352.4173, 371.5719, 933.9136, 516.7354, 85.50066, 1544.286, 1.801702e-05, 33.62894, 698.9362, 580.9582, 665.095, 488.4691, 224.6757, 817.0926, 2.251696, 2476.674, 47.54328, 932.2625, 738.4005, 787.6307, 538.8093, 790.1704, 558.1771, 285.6635, 873.9692, 1468.812, 385.3611, 301.2003, 1871.285, 1039.589, 924.4032, 675.271, 212.2234, 1140.022, 743.0799, 1570.23, 973.2672, 1297.941, 788.579, 1874.591, 322.08, 806.0574, 1580.518, 192.9599, 2102.71, 1209.76, 272.9903, 989.8614, 1162.175, 3.688752e-10, 1856.467, 3989.834, 1061.41, 760.9409, 4006.123, 2028.786, 1278.791, 2119.407, 1827.303
523, 875.5784, 604.0663, 66.64247, 355.0974, 23.63079, 759.905, 57.95945, 15.46284, 392.9394, 143.0083, 352.6148, 621.712, 561.2816, 240.1376, 559.2831, 1211.8, 85.76826, 580.2277, 89.20983, 1476.675, 336.7766, 380.9297, 895.586, 494.8777, 81.48998, 1479.642, 1.727197e-05, 31.62934, 669.7574, 556.118, 636.5633, 459.8517, 213.7987, 780.1162, 2.159798, 2373.296, 45.18495, 968.3923, 707.8593, 863.1044, 511.3195, 775.6837, 532.3358, 295.2958, 837.1378, 1403.873, 368.3431, 285.82, 1930.76, 997.1889, 880.2968, 644.2041, 202.7378, 1092.603, 711.7818, 1650.724, 930.0036, 1242.981, 830.8126, 1805.324, 308.455, 771.7197, 1594.327, 184.0079, 2089.265, 1227.223, 261.1182, 1110.054, 1230.41, 3.522456e-10, 1778.313, 3826.648, 1179.972, 942.5133, 4177.847, 2280.668, 1279.19, 2110.67, 1750.33
523.1, 839.725, 571.2667, 63.44411, 338.9768, 22.53547, 727.4874, 55.46096, 14.75629, 449.1983, 136.0469, 466.6995, 598.9619, 532.0884, 229.2237, 535.503, 1160.532, 82.15018, 589.5284, 84.94197, 1414.736, 321.83, 438.3499, 858.8313, 473.9445, 77.66744, 1417.703, 1.655772e-05, 29.74863, 641.7968, 532.34, 609.2556, 432.9109, 203.4483, 744.8132, 2.071651, 2274.233, 42.94361, 1147.216, 678.5814, 817.5335, 733.1713, 776.0325, 507.6908, 280.6587, 801.8585, 1486.67, 352.0766, 422.2349, 1848.58, 1149.811, 1044.047, 614.5665, 193.6763, 1087.499, 681.802, 1580.521, 987.0605, 1190.349, 895.244, 1729.809, 295.4063, 738.8447, 1527.91, 533.9689, 2059.084, 1303.095, 249.7623, 1138.659, 1305.007, 3.363657e-10, 1703.448, 3761.02, 1172.529, 900.027, 4403.053, 2180.439, 1265.801, 2063.748, 1676.6
523.2, 844.8623, 540.248, 60.39926, 323.588, 21.49092, 728.8693, 53.07018, 14.08202, 442.0178, 129.4243, 444.0445, 658.1454, 504.4136, 218.8057, 579.5449, 1163.41, 78.68472, 565.2756, 80.87829, 1355.394, 307.5468, 415.8999, 823.585, 453.8969, 74.02421, 1358.358, 1.587301e-05, 27.97976, 615.0034, 567.2157, 583.1193, 407.5484, 193.599, 711.1077, 1.987101, 2364.711, 40.81344, 1176.208, 650.5143, 812.0234, 695.7653, 850.187, 484.1868, 266.7471, 822.1964, 1467.985, 336.5285, 400.6742, 1832.577, 1159.778, 994.2319, 586.2924, 185.0197, 1070.475, 653.0849, 1550.002, 943.1838, 1223.057, 858.254, 1796.094, 282.9097, 772.2834, 1464.261, 509.1964, 2216.512, 1248.352, 238.9003, 1200.927, 1247.202, 3.212017e-10, 1792.387, 3822.255, 1123.498, 903.3898, 4220.171, 2154.119, 1363.054, 1978.943, 1790.978
