 , C001, C003, C006, C007, C008, C009, C011, C014, C015, C016, C017, C019, C020, C021, C022, C024, C025, C026, C027, C028, C029, C030, C031, C034, C035, C036, C037, C038, C039, C040, C043, C047, C048, C049, C051, C052, C053, C058, C060, C066, C067, C068, C069, C070, C072, C074, C075, C076, C077, C078, C079, C082, C084, C085, C086, C087, C088, C090, C091, C092, C093, C099, C101, C102, C108, C112, C113, C118, C119, C120, C121, C124, C125, C126, C130, C131, C134, C136, C137
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
517.9, 657.5162, 389.8179, 95.7321, 177.2135, 265.8733, 816.1464, 73.00614, 167.9596, 662.0925, 474.6512, 691.7588, 580.001, 683.2714, 406.6193, 639.6553, 1257.543, 225.7037, 577.674, 277.8312, 1589.817, 679.6984, 386.3411, 775.0171, 406.7831, 107.9373, 1719.438, 0.0001488479, 275.084, 550.0359, 442.112, 895.5191, 101.2214, 198.6678, 338.4815, 18.08588, 2747.584, 246.7265, 688.4768, 867.8709, 803.28, 757.3137, 875.3769, 733.5839, 459.4966, 926.082, 1555.422, 247.2344, 323.2923, 2041.29, 1100.772, 1204.197, 847.8044, 339.8413, 1232.877, 688.7177, 1698.868, 1134.706, 1510.657, 887.7297, 1765.758, 589.0793, 307.5683, 1492.77, 468.8113, 2035.68, 1531.245, 3.092088e-10, 1104.99, 1325.182, 3.70317e-09, 1562.262, 4825.019, 1061.731, 1112.725, 3338.154, 2437.986, 1376.129, 2060.226, 2034.887
518, 672.2228, 433.2144, 91.13765, 169.1684, 253.5497, 822.7705, 69.85903, 160.285, 701.6361, 451.5457, 794.8152, 555.209, 724.0767, 388.139, 672.4873, 1330.055, 216.1825, 553.9089, 264.5396, 1597.076, 649.5325, 366.5547, 808.8647, 389.5763, 102.8741, 1647.462, 0.0001426927, 258.7273, 527.0734, 423.2086, 857.1025, 95.29121, 189.05, 323.164, 17.34774, 2632.899, 234.488, 660.2249, 831.9747, 760.8677, 839.9125, 898.3892, 699.6219, 436.7204, 920.3231, 1575.815, 288.8503, 306.784, 1954.406, 1064.447, 1271.182, 808.7999, 324.6518, 1181.596, 659.7093, 1711.759, 1175.327, 1446.69, 884.5856, 1691.898, 564.1594, 294.4661, 1467.97, 535.9712, 1948.613, 1602.312, 2.957615e-10, 1196.872, 1362.778, 3.536224e-09, 1496.493, 4739.226, 1087.128, 1062.566, 3589.266, 2413.873, 1330.506, 2142.157, 1949.17
518.1, 672.1191, 409.6917, 86.7637, 161.4886, 241.7973, 787.6711, 66.84759, 152.961, 671.9355, 429.5651, 766.6452, 585.5483, 686.4162, 370.4986, 658.2821, 1273.783, 207.063, 540.8956, 251.8838, 1530.085, 620.7054, 418.8366, 803.2728, 373.0974, 232.1227, 1578.499, 0.0001367919, 243.3432, 505.0694, 405.1133, 855.8326, 89.70849, 179.8977, 308.5397, 16.63973, 2672.022, 222.8565, 633.1322, 797.5631, 720.6948, 970.377, 1046.561, 751.1813, 415.0732, 881.5381, 1525.931, 334.289, 291.1186, 1971.764, 1100.445, 1279.816, 771.5898, 310.1412, 1132.448, 631.9227, 1701.088, 1206.719, 1503.287, 990.1375, 1621.128, 540.2936, 281.9219, 1481.092, 511.1059, 1892.598, 1603.496, 2.828991e-10, 1298.986, 1342.061, 3.376805e-09, 1498.857, 4756.602, 1057.509, 1091.576, 3598.098, 2307.789, 1299.882, 2154.67, 1867.064
518.2, 660.5782, 387.4462, 82.59967, 154.1574, 230.5896, 846.0594, 63.96596, 145.9717, 643.4922, 470.2915, 759.4741, 560.5192, 650.7145, 353.6599, 630.2926, 1219.892, 198.3281, 518.6436, 239.8335, 1640.278, 639.7028, 417.0084, 823.0746, 403.6564, 221.2343, 1734.403, 0.0001311352, 313.575, 483.9841, 387.7918, 819.1185, 84.45284, 213.7169, 294.5772, 15.96062, 2653.034, 211.802, 607.1513, 764.5749, 682.6429, 920.8689, 1001.558, 716.4046, 394.4989, 909.3289, 1466.742, 334.684, 276.2532, 1887.838, 1055.563, 1361.498, 857.7462, 296.2792, 1099.704, 605.3065, 1673.725, 1239.992, 1500.241, 976.2324, 1698.558, 582.6763, 269.9122, 1560.907, 487.3941, 1862.257, 1560.898, 2.70596e-10, 1305.256, 1406.412, 3.224572e-09, 1551.95, 4731.367, 1045.131, 1056.919, 3601.306, 2206.368, 1424.786, 2094.523, 2022.39
518.3, 633.5286, 366.4086, 78.63548, 147.159, 219.9014, 809.9664, 61.20855, 139.3018, 616.2529, 489.6955, 784.5908, 536.56, 616.8698, 337.5865, 603.4932, 1168.281, 189.9618, 538.7144, 228.3597, 1571.476, 611.3119, 395.6514, 789.2958, 403.5055, 270.8493, 1661.8, 0.0001257124, 564.1227, 463.779, 371.2109, 865.5269, 79.50509, 278.7377, 281.2465, 15.30922, 2802.368, 278.7348, 582.2366, 732.9511, 646.6001, 987.4047, 958.4903, 683.238, 374.9445, 904.6226, 1566.418, 365.6278, 262.1468, 1975.603, 1012.511, 1339.286, 818.2842, 283.0367, 1053.963, 622.1058, 1664.671, 1184.872, 1461.225, 1021.99, 1644.001, 558.0272, 258.4141, 1619.82, 564.3842, 1782.607, 1567.594, 2.58828e-10, 1250.359, 1465.952, 3.079202e-09, 1486.615, 4819.221, 1062.16, 1060.46, 3665.611, 2109.404, 1444.531, 2234.27, 1937.199
518.4, 607.5867, 416.2053, 74.86155, 140.4783, 209.7086, 775.4132, 58.57, 132.9366, 590.1666, 586.9177, 797.0847, 532.5531, 584.7854, 322.2437, 577.8333, 1118.854, 181.9483, 642.8467, 217.4348, 1634.053, 676.9305, 536.9295, 756.9033, 454.4151, 279.7994, 1619.086, 0.0001205138, 530.5796, 444.4174, 355.339, 828.3969, 74.84721, 265.2435, 268.5191, 14.68441, 2698.901, 264.9085, 594.4693, 702.6353, 612.4603, 1038.471, 917.2747, 651.6068, 464.063, 866.4993, 1526.922, 372.3294, 305.1449, 1990.495, 971.2155, 1275.384, 780.6378, 270.3861, 1068.679, 604.611, 1670.79, 1343.03, 1441.313, 1147.747, 1749.902, 534.4208, 247.4057, 1668.209, 607.8489, 1706.364, 1741.062, 2.475717e-10, 1197.771, 1401.018, 2.940385e-09, 1424.031, 4735.37, 1078.453, 1012.657, 3843.557, 2016.701, 1469.901, 2299.621, 1855.597
518.5, 640.8935, 496.3757, 71.26874, 134.1009, 199.9883, 742.334, 56.0452, 126.8623, 565.1846, 558.3473, 758.3917, 531.7744, 623.7004, 307.5981, 586.7405, 1171.219, 174.2729, 616.4005, 207.0326, 1636.792, 646.8874, 509.4308, 815.7546, 435.1935, 266.6745, 1560.075, 0.0001155302, 499.0309, 425.8642, 340.1457, 792.8597, 70.46221, 252.4025, 256.3676, 14.0851, 2624.312, 251.768, 654.5095, 809.5481, 580.1231, 985.4885, 877.8313, 621.4401, 441.0604, 829.9827, 1511.505, 398.6392, 345.6564, 1905.772, 931.604, 1214.531, 744.7233, 258.301, 1113.544, 579.1452, 1619.816, 1283.33, 1495.667, 1100.324, 1676.705, 550.2685, 236.8664, 1598.714, 579.6489, 1643.138, 1667.92, 2.36805e-10, 1180.436, 1482.261, 2.807827e-09, 1452.659, 4684.365, 1105.762, 1013.967, 3683.914, 2222.236, 1424.874, 2271.944, 1898.869
518.6, 632.9219, 469.4234, 67.84835, 128.013, 190.7185, 768.7371, 53.62923, 121.0655, 541.2601, 531.1677, 721.577, 557.605, 591.2607, 293.6181, 606.1147, 1136.945, 166.9213, 619.4686, 197.128, 1568.136, 625.405, 483.3404, 811.5917, 460.7929, 342.5706, 1597.09, 0.0001107527, 469.3582, 408.0854, 377.446, 881.006, 66.33411, 240.1832, 244.7661, 13.51025, 2677.625, 280.4847, 661.7565, 776.0641, 549.4933, 935.2094, 911.5178, 629.8163, 419.198, 894.3895, 1547.343, 381.0348, 328.0061, 1944.502, 941.8295, 1262.595, 787.5839, 246.756, 1079.325, 588.4271, 1550.928, 1264.901, 1548.405, 1054.86, 1705.918, 526.9904, 226.776, 1599.375, 552.7573, 1677.48, 1669.601, 2.265065e-10, 1176.527, 1429.685, 2.681245e-09, 1418.024, 4699.068, 1059.523, 996.7591, 3684.584, 2124.574, 1458.215, 2222.666, 1861.752
518.7, 607.0048, 474.3792, 64.59212, 122.2015, 181.8784, 766.1186, 51.31741, 115.5336, 518.3483, 538.1077, 840.0885, 533.7703, 596.0076, 280.2736, 580.3434, 1172.945, 159.8798, 593.9841, 187.6973, 1616.396, 645.4175, 458.5863, 778.2841, 465.3089, 402.6885, 1530.236, 0.0001061728, 441.4499, 391.049, 361.3074, 843.212, 62.44787, 228.5555, 233.6896, 12.95886, 2629.68, 266.5716, 712.5859, 743.9651, 520.4807, 932.4477, 872.322, 600.6583, 464.4647, 902.2399, 1502.777, 364.2079, 311.257, 1946.731, 916.7774, 1315.52, 751.3499, 235.727, 1034.431, 616.7541, 1561.575, 1239.696, 1502.732, 1086.344, 1682.509, 504.6969, 217.1154, 1613.192, 527.1132, 1605.733, 1692.26, 2.166559e-10, 1195.841, 1426.157, 2.560369e-09, 1368.193, 4657.487, 1015.218, 951.8276, 3748.63, 2031.205, 1423.936, 2229.145, 1867.227
518.8, 582.1489, 448.6213, 61.49216, 116.6539, 173.4481, 766.5185, 49.10525, 110.2545, 496.4064, 531.3785, 799.308, 525.9417, 565.0082, 267.5355, 576.6478, 1123.32, 153.1354, 658.8665, 178.7177, 1548.595, 664.6354, 528.5288, 746.3434, 445.6265, 383.7991, 1552.429, 0.0001017822, 415.2009, 374.7237, 345.8589, 840.5697, 58.7893, 217.4907, 223.1143, 12.42997, 2638.387, 253.3486, 864.6786, 713.1938, 492.9999, 1040.872, 834.8116, 572.8503, 441.4422, 864.217, 1436.336, 348.124, 337.2172, 1951.313, 1045.343, 1252.752, 738.3924, 225.191, 991.4042, 602.2393, 1610.268, 1270.794, 1563.404, 1119.072, 1677.253, 483.3466, 207.8664, 1641.795, 615.0011, 1564.651, 1633.93, 2.072337e-10, 1145.545, 1475.916, 2.444943e-09, 1310.594, 4629.51, 1059.036, 931.679, 3821.328, 2093.225, 1470.807, 2291.259, 1812.797
518.9, 671.3835, 424.262, 58.54099, 111.358, 165.4085, 733.8188, 46.98845, 105.2166, 475.3933, 505.5117, 760.5071, 503.4604, 565.1859, 255.3763, 575.6124, 1151.122, 231.6393, 631.7612, 170.1677, 1498.341, 635.138, 517.0486, 822.4179, 426.7767, 365.7958, 1487.444, 9.757325e-05, 390.5128, 359.0799, 331.071, 852.0956, 55.34508, 206.9616, 342.925, 11.92267, 2696.746, 240.7816, 918.6158, 683.6952, 545.4017, 987.7668, 876.4138, 546.3297, 419.5609, 848.6064, 1372.832, 332.7504, 408.6695, 1922.649, 1002.708, 1192.979, 794.5262, 215.1259, 1004.531, 584.4771, 1541.785, 1302.107, 1535.865, 1072.834, 1662.902, 462.8994, 199.0114, 1618.719, 586.4694, 1586.336, 1590.775, 1.982212e-10, 1097.365, 1410.541, 2.33472e-09, 1379.583, 4591.574, 1014.751, 926.7477, 3743.366, 2155.156, 1409.127, 2197.105, 1797.762
519, 643.8915, 483.483, 55.73144, 106.3027, 157.7416, 702.514, 44.9629, 100.4089, 532.5857, 480.904, 748.8032, 497.903, 589.3091, 243.7698, 551.138, 1178.183, 221.8677, 605.7711, 162.0267, 1563.092, 615.5921, 490.5681, 788.666, 435.4608, 348.637, 1459.791, 9.353833e-05, 367.2926, 344.0893, 367.04, 815.5418, 52.10263, 196.9422, 327.4064, 11.43608, 2619.471, 228.8379, 880.9199, 655.4167, 587.8369, 937.3715, 838.7275, 521.0368, 398.7642, 865.864, 1312.136, 318.0558, 387.8015, 1933.693, 1029.257, 1203.39, 757.9728, 205.5106, 1001.129, 623.6927, 1476.215, 1244.226, 1615.013, 1028.506, 1612.935, 546.8319, 190.5336, 1551.287, 559.2613, 1649.82, 1523.947, 1.896008e-10, 1186.877, 1348.061, 2.229467e-09, 1336.781, 4562.34, 972.3181, 926.475, 3703.962, 2124.958, 1350.034, 2265.356, 1856.156
519.1, 617.5252, 589.7582, 53.05674, 101.4768, 150.43, 767.8014, 43.02466, 95.82085, 510.0411, 551.9667, 866.7052, 476.6202, 568.2634, 232.6908, 527.7042, 1187.247, 212.5083, 585.0345, 154.2753, 1568.135, 630.8184, 465.4437, 756.2993, 491.1587, 332.2831, 1438.619, 8.967025e-05, 345.4532, 329.7244, 351.3464, 780.5561, 49.05015, 187.4078, 312.5901, 10.96934, 2697.328, 328.6322, 989.1074, 628.3078, 556.7998, 1001.64, 802.6617, 619.9162, 378.9984, 884.5546, 1433.427, 304.01, 367.9991, 1982.349, 987.278, 1188.314, 723.1011, 196.3251, 1029.21, 610.5433, 1532.424, 1284.176, 1579.519, 1152.366, 1621.569, 523.6992, 182.4169, 1595.478, 594.2925, 1579.257, 1506.714, 1.813552e-10, 1136.958, 1319.005, 2.128958e-09, 1359.572, 4510.808, 931.6592, 884.7117, 3739.267, 2031.571, 1330.428, 2277.139, 1788.236
519.2, 621.7133, 557.7355, 50.5104, 96.86994, 143.4573, 735.0469, 41.16998, 91.44247, 488.4508, 525.0977, 824.6326, 463.8073, 538.7071, 222.1153, 505.2667, 1161.889, 203.5437, 560.9666, 146.8946, 1566.22, 635.9035, 509.4221, 742.1288, 470.3829, 380.9898, 1392.954, 8.596214e-05, 324.9123, 315.9593, 336.3238, 811.1016, 46.1765, 178.335, 298.4442, 10.52165, 2780.83, 312.3308, 948.5189, 641.9705, 592.7032, 1002.457, 857.8526, 591.2166, 360.2123, 873.9276, 1471.296, 290.5846, 349.2079, 1897.973, 1093.709, 1216.238, 689.8337, 187.5502, 986.4004, 584.8276, 1553.98, 1301.926, 1512.637, 1104.752, 1596.301, 501.545, 174.646, 1529.014, 744.5278, 1572.587, 1567.622, 1.734681e-10, 1109.157, 1404.591, 2.03298e-09, 1302.336, 4438.51, 892.7006, 844.8311, 3725.472, 2087.829, 1367.107, 2224.865, 1761.962
519.3, 702.2421, 527.4515, 48.08626, 92.47227, 136.8079, 716.41, 39.39524, 87.26416, 467.7745, 499.5366, 784.6024, 443.9819, 536.5084, 212.0204, 533.8982, 1324.601, 194.9574, 549.1302, 139.8671, 1600.499, 607.6813, 483.3322, 772.9133, 450.4859, 363.1183, 1416.829, 8.240736e-05, 305.5927, 302.7688, 321.9435, 801.6061, 43.47121, 169.7015, 284.9386, 10.09223, 2717.367, 296.838, 909.5959, 653.8069, 561.4092, 951.3117, 820.9644, 616.4794, 342.3574, 905.7339, 1406.246, 319.2738, 331.3763, 1871.506, 1078.13, 1203.593, 693.9753, 179.1675, 984.3419, 560.1951, 1498.905, 1262.907, 1600.962, 1059.105, 1574.057, 480.328, 167.2062, 1555.633, 709.9869, 1609.006, 1587.243, 187.8482, 1147.186, 1407.036, 1.94133e-09, 1327.273, 4536.049, 855.3712, 998.4045, 3709.227, 2103.193, 1309.776, 2133.439, 1820.275
519.4, 673.4865, 498.8119, 45.77847, 88.27424, 130.4666, 712.6328, 37.69702, 83.27676, 508.7406, 551.714, 746.5154, 478.3179, 508.6037, 202.3844, 511.1974, 1299.474, 186.7332, 588.6158, 133.1757, 1590.518, 602.8325, 458.5784, 810.1359, 431.4306, 346.0851, 1430.76, 7.899958e-05, 287.422, 290.129, 342.2155, 797.2089, 40.9244, 161.4859, 272.0441, 9.680339, 2619.213, 282.1137, 872.2703, 680.0385, 619.7519, 926.876, 785.6625, 624.4258, 426.8426, 867.5638, 1399.724, 339.8148, 314.4552, 1912.887, 1034.158, 1295.901, 753.0424, 171.1594, 943.3987, 536.6, 1527.789, 1206.768, 1609.409, 1105.771, 1602.195, 460.0086, 160.0833, 1625.536, 677.0485, 1613.761, 1607.466, 179.6788, 1164.359, 1344.712, 1.853811e-09, 1314.076, 4508.306, 974.9225, 953.3989, 3670.033, 2010.763, 1438.717, 2141.311, 1793.56
519.5, 657.648, 471.7273, 43.58143, 84.26679, 124.4193, 708.3022, 36.07199, 79.47157, 487.2054, 558.4391, 710.2772, 457.8723, 482.1504, 313.6848, 492.9105, 1244.496, 178.856, 591.9606, 126.8045, 1587.312, 597.624, 547.0951, 784.6105, 413.1812, 329.8509, 1465.374, 7.573273e-05, 270.3317, 278.0169, 327.5833, 763.0096, 38.52681, 153.6681, 259.7331, 9.285257, 2557.672, 268.1198, 968.9051, 651.9113, 587.0297, 1061.194, 751.8785, 613.5868, 405.685, 882.2227, 1410.299, 324.8082, 298.3981, 1879.167, 1051.838, 1234.069, 718.3975, 163.5093, 917.7747, 513.9987, 1492.005, 1199.487, 1541.261, 1060.083, 1679.963, 532.7401, 153.2638, 1557.819, 970.3021, 1624.842, 1616.443, 171.8647, 1115.388, 1349.101, 1.770238e-09, 1290.114, 4496.564, 934.1548, 910.4219, 3683.549, 2169.389, 1378.383, 2183.398, 1718.008
519.6, 630.7184, 446.1134, 41.48984, 80.44128, 118.6522, 678.0861, 34.51702, 75.84024, 554.8781, 531.255, 733.1297, 517.444, 457.0729, 299.4282, 570.4609, 1191.844, 171.311, 567.6078, 120.7381, 1546.405, 571.1006, 519.0757, 752.4103, 395.7039, 314.3782, 1404.033, 7.260097e-05, 254.2576, 266.4104, 313.5768, 730.2775, 36.26968, 146.2287, 247.9792, 8.906301, 2655.159, 254.8201, 929.1456, 624.9474, 689.1654, 1007.052, 804.1104, 607.8994, 385.5761, 897.4965, 1400.726, 310.4643, 283.1609, 1860.643, 1114.718, 1221.221, 685.3464, 156.2011, 1004.968, 492.3494, 1554.988, 1184.356, 1608.13, 1120.569, 1695.406, 510.2035, 274.3778, 1492.924, 925.2868, 1663.279, 1548.537, 164.3905, 1187.15, 1350.849, 1.690432e-09, 1265.579, 4441.38, 895.0919, 1002.579, 3750.661, 2140.701, 1320.579, 2093.676, 1840.484
519.7, 627.0974, 618.0519, 39.49863, 237.4625, 113.1525, 696.409, 33.02908, 72.37484, 531.3899, 553.0575, 735.3029, 495.326, 433.2998, 285.8196, 546.2055, 1141.42, 164.0844, 621.3844, 114.9619, 1550.854, 620.8975, 611.3544, 888.7252, 378.9658, 397.793, 1415.629, 6.959871e-05, 239.1393, 255.2885, 300.1691, 698.9496, 34.14479, 216.2761, 236.7573, 8.54281, 2667.164, 242.1801, 891.0177, 599.0988, 652.7783, 1009.853, 769.5331, 579.7561, 366.4639, 859.6735, 1419.412, 355.9436, 268.7018, 1864.609, 1069.254, 1162.952, 675.7059, 149.2195, 966.4674, 508.2609, 1556.577, 1230.724, 1584.466, 1164.977, 1701.502, 488.6202, 357.1538, 1430.732, 882.3599, 1592.14, 1599.614, 157.2413, 1157.615, 1411.127, 1.614224e-09, 1212.3, 4410.867, 857.6624, 957.3854, 3736.175, 2046.622, 1311.8, 2175.914, 1762.956
519.8, 601.4188, 584.4929, 37.60298, 284.8251, 107.9077, 666.7001, 31.60528, 69.06779, 508.8959, 706.1404, 775.361, 474.1867, 410.7632, 314.3175, 522.9814, 1093.129, 157.1625, 614.7637, 202.6368, 1615.525, 646.8651, 675.2092, 852.252, 362.9357, 379.1333, 1356.37, 6.672061e-05, 224.9199, 244.6308, 287.3347, 695.0072, 32.14438, 241.4317, 226.0432, 8.194155, 2715.387, 230.167, 923.3433, 700.8026, 618.3123, 1152.996, 736.4427, 710.015, 399.1518, 823.4445, 1588.212, 417.0741, 254.9811, 1935.593, 1025.644, 1403.492, 673.8781, 142.55, 926.2677, 532.1809, 1675.532, 1312.031, 1613.382, 1310.103, 1744.205, 467.95, 406.9183, 1608.953, 841.4246, 1561.546, 1668.509, 189.6175, 1193.374, 1425.379, 1.541452e-09, 1161.263, 4370.601, 961.5319, 914.2287, 3922.243, 1956.678, 1414.263, 2227.907, 1760.186
519.9, 627.7711, 552.756, 35.79831, 271.8947, 102.906, 638.2587, 30.24286, 65.91184, 513.5916, 671.7664, 737.7226, 531.5862, 420.3454, 343.5118, 500.7448, 1046.881, 150.5327, 602.289, 192.9425, 1597.967, 618.1564, 640.6285, 866.2839, 347.5836, 361.3488, 1416.594, 6.396152e-05, 211.546, 234.4182, 275.0491, 665.1923, 30.26117, 305.6546, 215.8139, 7.859729, 2602.045, 218.7499, 885.4535, 671.8165, 642.6706, 1094.171, 704.7753, 677.1442, 408.4446, 788.7423, 1558.786, 398.6556, 241.9609, 1990.745, 983.8124, 1336.527, 708.2934, 136.1786, 887.7401, 517.6962, 1604.274, 1253.709, 1589.214, 1255.972, 1688.718, 448.1541, 484.6073, 1652.976, 802.3883, 1499.539, 1654.982, 181.3712, 1188.975, 1362.242, 1.47196e-09, 1164.473, 4433.7, 921.3241, 873.0175, 3759.332, 1870.687, 1519.164, 2263.284, 1786.251
520, 613.879, 522.7424, 34.08025, 259.5513, 98.13618, 642.8976, 28.93917, 62.9001, 491.851, 639.0656, 701.9113, 508.8636, 482.0783, 327.8996, 493.9186, 1071.652, 144.1826, 615.5204, 183.712, 1614.527, 590.7218, 607.8189, 908.2353, 443.2441, 344.3987, 1452.014, 6.131654e-05, 198.9673, 224.6318, 337.2928, 705.2332, 28.48829, 290.8573, 377.8572, 7.538952, 2692.639, 207.899, 934.8658, 644.0294, 608.7383, 1038.347, 674.4695, 645.7952, 388.1989, 825.0552, 1489.868, 381.0505, 229.6056, 2047.083, 943.6872, 1272.757, 715.9572, 130.092, 917.1522, 495.8911, 1536.046, 1197.979, 1574.811, 1204.077, 1618.08, 429.1958, 489.8848, 1584.117, 765.1631, 1636.188, 1585.456, 209.8717, 1210.195, 1301.902, 1.405601e-09, 1183.898, 4361.643, 962.822, 905.8369, 3718.892, 2038.922, 1455.456, 2220.943, 1731.328
520.1, 588.7416, 545.1085, 32.44464, 247.7683, 93.58741, 669.4531, 27.69167, 60.02599, 471.0307, 607.9567, 667.8383, 487.1124, 457.0046, 399.7658, 472.9177, 1026.313, 138.1003, 590.1984, 174.9231, 1633.766, 625.6414, 576.6896, 870.9615, 424.4951, 328.2436, 1391.233, 5.878093e-05, 187.1366, 215.254, 322.8711, 674.9796, 26.81928, 276.7763, 360.7578, 7.231266, 2650.099, 197.5865, 965.1362, 676.4734, 576.5977, 985.3707, 645.467, 615.8975, 368.9568, 790.2851, 1504.794, 364.2229, 217.8812, 2048.692, 1006.023, 1212.029, 683.0185, 124.2774, 879.0037, 523.8944, 1609.145, 1327.167, 1508.128, 1299.609, 1769.555, 460.8086, 469.0159, 1621.736, 729.6649, 1566.208, 1647.609, 210.609, 1159.296, 1359.577, 1.342234e-09, 1134.058, 4347.891, 922.5602, 901.1547, 3833.664, 1969.554, 1443.407, 2237.633, 1658.398
520.2, 564.6337, 515.5101, 30.88753, 236.5202, 89.24949, 640.8942, 26.49795, 57.2832, 451.0918, 578.3621, 697.5798, 466.2909, 433.235, 381.597, 452.8098, 982.8922, 132.2746, 612.326, 193.9641, 1679.368, 631.1509, 547.1546, 847.0736, 440.7912, 312.8463, 1416.37, 5.635017e-05, 176.0093, 206.2677, 309.066, 646.0239, 25.24805, 263.377, 434.8205, 6.936139, 2539.483, 187.7854, 925.5314, 648.4937, 629.7785, 935.0975, 679.7542, 587.3839, 380.8471, 756.9803, 1581.268, 348.1383, 345.3268, 2020.937, 964.9918, 1154.199, 669.3152, 118.7227, 906.752, 501.8283, 1540.71, 1268.172, 1548.253, 1245.911, 1695.536, 441.3149, 449.036, 1597.015, 695.8135, 1632.473, 1578.393, 235.685, 1191.703, 1320.903, 1.281723e-09, 1144.322, 4353.867, 883.9821, 860.5328, 3767.243, 1932.319, 1427.506, 2252.55, 1712.172
520.3, 570.6464, 487.5189, 29.40516, 225.7827, 85.11263, 613.5536, 25.35569, 54.66573, 462.3839, 550.2081, 663.7172, 446.3594, 410.7018, 364.2539, 433.5568, 1008.805, 126.6947, 685.7792, 184.6847, 1608.926, 603.1396, 519.1322, 812.3099, 422.1459, 298.1712, 1378.713, 5.401994e-05, 165.5437, 197.6566, 295.8512, 618.3102, 23.76887, 250.6265, 580.8402, 6.653056, 2538.752, 178.4706, 887.5518, 670.8195, 696.2227, 887.3893, 650.5244, 560.1904, 361.9694, 744.9756, 1511.356, 332.7641, 327.6934, 2017.332, 1000.289, 1166.039, 800.6901, 113.4163, 869.0361, 553.9645, 1567.642, 1211.8, 1598.11, 1194.432, 1770.122, 422.6458, 429.9073, 1639.075, 663.5326, 1609.843, 1512.085, 225.4353, 1141.582, 1353.492, 1.223941e-09, 1096.147, 4310.756, 926.4662, 821.742, 3677.205, 1868.85, 1421.994, 2309.533, 1694.277
520.4, 547.2794, 509.7538, 27.99392, 215.5327, 81.16753, 646.1865, 24.26267, 52.16787, 519.6407, 523.4247, 631.4983, 542.0538, 499.4138, 347.699, 563.8563, 1301.043, 121.3501, 676.22, 218.3257, 1654.489, 576.3715, 492.545, 885.2184, 404.2893, 284.1845, 1498.846, 5.178606e-05, 155.7003, 299.4739, 360.0659, 816.7878, 22.37634, 238.4932, 831.1299, 6.381526, 2443.29, 169.6178, 919.9894, 722.098, 659.4629, 842.1152, 685.2745, 534.2559, 344.0273, 876.7882, 1444.536, 318.0689, 310.9603, 1931.467, 959.4913, 1110.404, 851.11, 108.3471, 898.3803, 619.9363, 1500.972, 1157.933, 1530.44, 1145.08, 1696.08, 483.4285, 484.2646, 1570.794, 632.7493, 1747.224, 1448.563, 215.6312, 1210.983, 1293.539, 1.168763e-09, 1236.457, 4335.752, 887.7248, 944.9899, 3524.472, 2118.573, 1362.361, 2214.628, 1843.754
520.5, 563.9387, 482.0752, 227.9003, 205.748, 77.4053, 618.6201, 23.21677, 49.78414, 553.9728, 497.945, 600.8434, 553.1702, 601.556, 331.8965, 590.8335, 1297.172, 160.2586, 664.0983, 303.8593, 1611.735, 550.7914, 467.3194, 848.8892, 467.6844, 270.854, 1526.391, 4.964456e-05, 146.4423, 286.9716, 389.4356, 876.4844, 21.0654, 226.9473, 976.2686, 6.121079, 2586.453, 161.2041, 937.1857, 768.0729, 711.0013, 799.1509, 677.8271, 551.8174, 446.6966, 839.838, 1380.67, 304.0226, 386.2314, 2040.216, 1105.521, 1057.423, 857.4136, 103.5044, 1118.178, 687.0568, 1657.845, 1106.46, 1496.535, 1097.767, 1950.486, 569.5145, 542.3865, 1505.358, 603.3942, 2006.325, 1387.709, 243.9841, 1222.168, 1340.903, 1.116073e-09, 1248.556, 4265.661, 850.6034, 1075.036, 3378.082, 2303.881, 1305.229, 2123.623, 1863.407
