 , C000, C001, C002, C003, C004, C007, C008, C009, C012, C013, C014, C015, C016, C018, C019, C022, C023, C024, C026, C027, C030, C031, C032, C033, C035, C037, C038, C039, C042, C043, C044, C046, C047, C048, C050, C052, C053, C054, C056, C057, C058, C059, C060, C061, C062, C066, C067, C070, C072, C073, C074, C076, C078, C079, C080, C081, C086, C087, C090, C091, C092, C093, C094, C098, C101, C102, C108, C111, C112, C113, C120, C124, C125, C127
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
3.1, 574.4459, 377.8689, 102.7534, 679.4266, 402.4034, 0, 155.1173, 372.1555, 501.7675, 908.6938, 1215.816, 71.61725, 407.8203, 396.7917, 23.69206, 622.0309, 805.2497, 329.8301, 234.6205, 616.1163, 465.8971, 184.133, 1430.437, 0, 625.8049, 818.7157, 917.7048, 256.0842, 326.7611, 1447.562, 132.0147, 483.2137, 758.3065, 468.9898, 117.5729, 191.1514, 0, 739.1453, 426.4209, 787.9838, 706.1111, 484.689, -2.861023e-06, 595.9172, 996.6295, 945.677, 0, 1792.192, 35.29085, 649.2765, 1543.235, 692.6266, 356.0285, 2008.924, 805.6042, 405.1199, 585.0098, 269.2646, 0, 197.9705, 1772.109, 832.4828, 1325.698, 673.9529, 574.3917, 816.3631, 462.1651, 1028.259, 423.8906, 0, 1546.485, 934.557, 1425.629, 0
3.2, 543.5417, 360.5118, 201.1768, 648.6828, 385.019, 0, 148.3099, 400.9241, 481.0449, 988.114, 1165.884, 68.50584, 390.166, 379.0277, 22.65401, 595.3361, 769.6639, 313.6777, 289.0647, 588.7821, 485.159, 175.3891, 1387.03, 0, 663.2219, 812.6136, 878.9202, 245.4659, 311.8924, 1381.594, 126.1673, 461.7294, 813.2258, 449.6315, 112.767, 182.7418, 0, 705.5784, 402.8692, 863.7847, 738.8693, 459.5332, -2.861023e-06, 581.4839, 950.4745, 904.8739, 0, 1816.122, 33.67082, 725.4496, 1474.332, 660.7594, 364.175, 2008.923, 763.2062, 437.2389, 644.5154, 258.2488, 0, 559.0569, 1880.628, 839.1801, 1377.725, 679.342, 634.3065, 848.9387, 442.4817, 1071.218, 455.0753, 0, 1624.976, 957.2629, 1500.059, 0
3.3, 514.3, 386.8819, 192.7875, 653.6838, 462.5845, 0, 141.8012, 478.4313, 535.5937, 1091.16, 1123.574, 65.52962, 373.2759, 362.059, 21.66144, 569.7869, 735.6508, 298.3162, 281.0487, 562.6605, 464.4289, 167.0604, 1427.98, 0, 635.0146, 875.7462, 988.8789, 235.288, 418.6821, 1353.08, 120.5788, 441.2002, 776.2638, 431.0721, 108.1575, 174.7022, 0, 673.5359, 425.5373, 820.538, 719.1498, 435.683, -1.907349e-06, 557.5421, 1034.483, 884.1726, -3.814697e-06, 1790.148, 32.12516, 780.8245, 1408.505, 630.3584, 349.0784, 2037.883, 821.484, 442.9961, 692.6886, 302.6931, 0, 534.9636, 1902.639, 862.4561, 1366.533, 647.9189, 607.1802, 958.4146, 423.6365, 1020.095, 486.9862, 0, 1792.573, 917.2762, 1589.785, 0
3.4, 486.6316, 431.3924, 184.748, 661.3331, 454.7002, 0, 135.5781, 481.529, 513.4741, 1045.184, 1183.878, 62.68269, 414.1394, 345.85, 20.71236, 654.9309, 703.1408, 283.707, 316.0453, 537.6979, 444.5845, 159.1272, 1448.124, -7.629395e-06, 608.0071, 922.439, 947.0862, 252.8749, 399.6306, 1335.926, 142.5956, 433.9666, 849.3894, 413.2789, 103.7365, 167.0163, 0, 789.4532, 416.2415, 799.9669, 763.3774, 413.0706, -1.907349e-06, 584.905, 1095.792, 901.1605, -3.814697e-06, 1818.362, 30.65046, 836.2097, 1345.618, 675.9172, 374.8402, 2079.475, 915.7463, 422.4493, 763.9781, 348.2558, 0, 511.9087, 1896.3, 877.8724, 1487.344, 672.7364, 620.9242, 914.3828, 405.594, 1066.542, 465.8772, 7.629395e-06, 1716.554, 914.487, 1522.103, 0
3.5, 588.8164, 411.5767, 218.044, 655.65, 435.0565, 0, 129.6282, 465.2655, 572.9296, 1131.362, 1247.922, 59.95946, 396.2115, 341.4301, 19.80486, 648.4279, 672.0674, 269.8133, 302.0722, 588.1857, 556.4378, 151.5707, 1434.164, 0, 655.4497, 905.1097, 987.9818, 281.4293, 381.4461, 1390.975, 136.2795, 414.6718, 810.7837, 396.2202, 99.49615, 159.6686, 0, 807.2062, 442.084, 985.7227, 805.1163, 391.6318, -1.907349e-06, 560.8223, 1105.447, 862.2783, 0, 1859.814, 29.24345, 801.6713, 1456.818, 644.8187, 359.3015, 1990.236, 867.5516, 402.8555, 729.3322, 368.2157, 0, 489.8473, 1814.457, 972.4524, 1565.497, 641.619, 661.3173, 893.3094, 388.3199, 1033.314, 445.6832, 7.629395e-06, 1700.385, 943.5527, 1581.625, 0
3.6, 607.5916, 451.8645, 280.3788, 730.0971, 449.3269, 0, 123.9394, 443.0263, 602.6111, 1146.394, 1199.554, 57.35452, 389.4854, 326.1446, 18.93713, 620.6002, 781.4767, 324.0438, 317.2158, 562.0906, 532.6621, 144.3731, 1531.777, 0, 678.8326, 860.7452, 946.2271, 269.7601, 364.089, 1358.577, 130.2431, 420.3854, 840.6448, 459.1188, 95.42915, 152.6441, 0, 884.5966, 417.6672, 936.3709, 770.328, 371.3058, -1.430511e-06, 574.9059, 1079.394, 825.0736, 0, 1877.871, 27.90103, 851.9695, 1391.773, 670.4022, 437.8766, 2020.708, 869.8356, 384.1705, 696.2575, 383.076, 0, 468.7368, 1873.872, 929.4521, 1496.812, 675.3839, 638.7407, 870.2858, 371.7814, 984.0009, 548.5823, 0, 1628.276, 1039.473, 1691.249, 0
3.7, 627.2655, 461.7088, 299.4944, 735.7231, 449.9909, 9.536743e-07, 118.5002, 421.8501, 577.7238, 1143.667, 1204.346, 54.86277, 372.6248, 411.0947, 18.10741, 593.9667, 746.9416, 308.1747, 355.2942, 537.1532, 552.078, 281.1334, 1517.347, 0, 649.9614, 865.2271, 974.5463, 258.5748, 347.5217, 1336.222, 204.1748, 490.825, 848.6219, 440.1679, 91.5284, 145.9286, 0, 844.4243, 394.599, 889.4901, 737.0428, 352.0346, -1.430511e-06, 551.2349, 1049.643, 966.3812, 3.814697e-06, 1968.756, 26.62023, 816.7802, 1433.301, 663.8186, 419.7248, 1948.33, 824.0573, 366.3521, 664.6827, 367.404, 0, 448.5359, 1889.104, 888.3533, 1475.871, 711.0796, 659.9265, 903.1592, 355.9474, 1098.981, 524.8033, 0, 1725.276, 996.0521, 1619.248, 0
3.8, 611.8892, 453.2752, 287.0051, 798.6793, 437.0163, 0, 113.2998, 401.686, 553.8643, 1222.586, 1260.639, 52.47926, 393.2239, 426.0848, 17.31405, 584.0708, 794.3892, 293.0827, 354.687, 596.053, 528.4885, 267.7832, 1565.557, -7.629395e-06, 622.3182, 866.1001, 991.3077, 275.0574, 331.7083, 1320.266, 195.1311, 523.1429, 851.3601, 421.9993, 87.78709, 139.5086, 0, 864.9686, 442.4605, 844.9563, 705.1959, 659.5568, -1.430511e-06, 528.5386, 1040.012, 924.6848, 3.814697e-06, 1886.902, 25.39823, 790.0161, 1388.983, 633.2768, 402.3254, 2095.384, 809.7684, 412.7252, 634.5398, 375.5928, 0, 429.2057, 1959.585, 910.2894, 1512.446, 678.1885, 631.7045, 861.666, 340.7877, 1046.534, 502.0551, 0, 1652.111, 954.4451, 1627.932, 0
3.9, 674.1338, 432.4544, 275.0367, 792.282, 466.4698, 0, 108.3275, 408.1141, 593.6675, 1171.073, 1263.657, 50.19931, 376.2015, 407.0095, 16.55545, 653.6035, 790.9363, 278.7298, 339.0054, 569.6089, 567.6254, 255.067, 1616.571, -7.629395e-06, 724.3374, 843.4448, 949.4125, 276.1352, 316.6145, 1383.873, 186.4879, 499.8832, 865.162, 404.5806, 84.1987, 133.371, 0, 825.6878, 418.0229, 888.2812, 674.7251, 625.3251, -1.430511e-06, 544.3282, 1114.567, 884.7875, 3.814697e-06, 1914.995, 24.23233, 825.696, 1326.967, 664.5261, 385.6474, 2005.462, 832.1473, 393.5824, 656.0534, 360.227, 0, 410.7086, 2058.486, 903.1737, 1556.269, 646.8189, 651.7859, 822.0791, 326.2737, 996.5892, 500.9702, 0, 1634.597, 914.576, 1666.406, 0
4, 637.8665, 412.59, 319.6753, 756.4315, 446.3176, 0, 103.5735, 403.8899, 594.7082, 1193.943, 1250.155, 304.9158, 359.9159, 421.5002, 15.83008, 625.5537, 755.9831, 265.0798, 337.2543, 682.1846, 552.0404, 242.9547, 1575.577, -7.629395e-06, 693.5308, 826.3678, 909.2877, 312.986, 302.2074, 1484.572, 178.2277, 529.8802, 936.606, 494.8806, 80.757, 127.5034, 0, 840.7075, 464.5739, 940.2255, 766.0507, 592.8702, -1.430511e-06, 568.2977, 1134.79, 884.3502, 7.629395e-06, 1849.969, 23.11994, 791.592, 1379.898, 633.9518, 369.6607, 2033.37, 788.3523, 424.0807, 693.519, 345.4898, 0, 393.0086, 2027.857, 893.3791, 1542.215, 616.9003, 698.7305, 893.388, 312.3778, 1061.446, 506.5634, 7.629395e-06, 1619.38, 876.3726, 1604.901, 0
4.1, 603.5503, 426.3336, 306.3444, 722.2032, 427.0359, 0, 99.02808, 384.5843, 603.4888, 1173.968, 1379.648, 291.6688, 388.2026, 402.6301, 15.1365, 598.7077, 722.5745, 378.0358, 322.3434, 672.4163, 528.4525, 231.4175, 1663.8, -7.629395e-06, 664.0345, 851.8886, 966.8503, 300.0084, 288.456, 1416.917, 170.3333, 506.321, 911.4256, 474.4536, 77.45598, 121.894, 0, 846.4118, 438.915, 924.663, 833.406, 562.0996, -9.536743e-07, 544.8988, 1082.237, 973.5245, 7.629395e-06, 1837.813, 22.05862, 796.2966, 1355.535, 604.7842, 354.3367, 2109.443, 746.8623, 404.4113, 662.0685, 331.3555, 0, 376.0714, 1988.647, 889.3461, 1474.551, 588.3655, 668.8492, 852.3437, 299.0737, 1066.141, 484.6058, 7.629395e-06, 1730.609, 839.7648, 1603.603, 0
4.2, 678.0545, 406.7503, 293.5695, 806.0184, 408.5873, 9.536743e-07, 94.68217, 366.2015, 604.1085, 1157.831, 1322.988, 278.9973, 371.3975, 437.679, 14.47331, 586.7889, 690.6424, 359.5226, 308.0919, 642.5842, 597.281, 290.0352, 1632.848, -7.629395e-06, 635.7927, 810.1328, 925.9885, 287.5688, 275.3303, 1484.196, 162.7885, 483.8092, 917.5591, 454.8698, 74.28988, 116.5314, 0, 807.9736, 414.6732, 912.4819, 797.3953, 532.9261, -9.536743e-07, 550.5661, 1210.32, 931.5198, 7.629395e-06, 1902.86, 21.04602, 763.4068, 1415.9, 609.712, 339.648, 2018.918, 829.4523, 385.6541, 656.4276, 357.0507, 0, 359.8641, 2004.811, 850.0207, 1615.58, 609.8579, 705.0436, 813.1851, 286.3363, 1064.196, 463.6001, 7.629395e-06, 1742.41, 959.9581, 1597.235, 0
4.3, 668.1173, 407.36, 300.9737, 799.4286, 462.0839, 9.536743e-07, 90.52697, 348.6975, 656.4474, 1182.752, 1268.655, 266.8763, 355.3199, 426.7834, 13.83917, 667.0975, 777.2871, 341.916, 294.4703, 632.0914, 601.6249, 276.2623, 1677.008, -7.629395e-06, 697.622, 770.4236, 973.3378, 389.1565, 262.8018, 1436.879, 155.578, 462.2983, 928.408, 436.0943, 71.2532, 111.4047, 0, 771.2811, 391.7704, 987.9648, 762.9407, 505.2667, -4.768372e-07, 599.8732, 1189.684, 891.3276, 7.629395e-06, 1921.872, 20.0799, 731.8755, 1476.934, 612.1583, 325.5682, 2132.437, 785.7991, 367.7669, 750.3597, 384.5934, 0, 344.3553, 2012.448, 901.1479, 1674.265, 616.6734, 717.1998, 880.9244, 274.1413, 1013.409, 462.5842, 3.814697e-06, 1807.826, 919.8589, 1529.237, 0
4.4, 632.1737, 462.9024, 331.706, 763.2548, 467.3311, 9.536743e-07, 86.55413, 332.0301, 629.3367, 1304.631, 1305.453, 255.2819, 339.9382, 438.1996, 13.23282, 729.401, 816.1292, 373.0247, 281.451, 644.7778, 575.9183, 383.5594, 1607.989, -1.144409e-05, 667.9517, 812.489, 1086.104, 373.0206, 250.8434, 1554.153, 148.6868, 441.7439, 922.1215, 473.2877, 68.34067, 106.5035, 0, 795.5732, 370.1324, 938.5007, 772.7067, 479.0429, -9.536743e-07, 575.1743, 1134.588, 852.8695, 3.814697e-06, 1893.979, 19.15813, 833.2293, 1410.991, 665.6157, 312.072, 2161.83, 822.9255, 363.028, 716.3314, 399.9393, 0, 329.5149, 2088.42, 954.201, 1633.516, 588.1491, 783.7181, 895.9712, 262.4657, 1130.074, 568.1479, 3.814697e-06, 1779.589, 1066.584, 1685.412, 0
4.5, 645.6532, 441.6394, 317.8734, 728.7177, 447.1417, 1.907349e-06, 82.75565, 328.2924, 603.3456, 1249.661, 1311.891, 244.1912, 325.2225, 418.5818, 12.65303, 776.5977, 835.7047, 354.7569, 269.0074, 657.9857, 551.3102, 365.3453, 1673.449, -1.144409e-05, 704.3198, 814.9144, 1040.202, 357.5537, 239.4292, 1483.328, 142.1009, 422.1033, 901.8518, 528.3812, 65.54717, 101.818, 0, 759.4437, 349.6896, 904.9822, 814.5648, 454.1801, -9.536743e-07, 604.0558, 1183.661, 1048.203, 5.722046e-06, 1964.312, 18.27868, 798.814, 1347.993, 634.9912, 299.1353, 2125.457, 857.5322, 400.5477, 683.8463, 388.6235, 0, 315.3141, 2084.22, 912.0079, 1702.181, 560.9442, 767.8039, 876.9305, 475.4095, 1133.75, 573.7563, 0, 1835.366, 1067.759, 1692.73, 0
4.6, 685.8973, 421.3531, 304.6177, 695.7435, 427.8245, 1.907349e-06, 79.12386, 312.6004, 631.7799, 1197.006, 1365.857, 233.5824, 311.1438, 399.8423, 12.09865, 759.337, 854.6555, 432.9214, 257.1139, 628.7939, 527.7535, 347.9962, 1687.779, -1.144409e-05, 712.872, 774.9709, 1123.452, 342.7281, 228.5344, 1439.835, 135.8067, 403.3359, 954.0224, 506.5714, 62.86787, 97.33858, 0, 747.0425, 423.0628, 899.0928, 779.3683, 430.6077, -9.536743e-07, 579.1846, 1183.882, 1020.566, 3.814697e-06, 1914.886, 17.4396, 783.7514, 1389.941, 605.7758, 286.735, 2157.45, 812.4013, 381.9698, 652.8344, 386.4561, 0, 301.7252, 2035.794, 914.0283, 1744.604, 534.9977, 836.7645, 962.5416, 524.9141, 1139.469, 645.8266, -3.814697e-06, 1834.35, 1086.825, 1666.6, 0
4.7, 724.2936, 401.9986, 291.9147, 730.2697, 409.3418, 1.907349e-06, 75.65145, 297.6584, 605.6879, 1266.236, 1321.055, 223.4345, 297.6745, 381.9418, 11.56855, 726.7496, 816.8864, 411.7203, 255.9683, 629.2297, 505.2034, 331.4709, 1661.123, -7.629395e-06, 701.6029, 797.6214, 1075.971, 328.5172, 218.1353, 1423.421, 129.7913, 385.403, 941.2341, 485.6618, 60.29808, 93.05624, 0, 713.1171, 399.6966, 1039.497, 820.5619, 408.2587, -9.536743e-07, 568.7877, 1281.15, 1022.144, 3.814697e-06, 1954.809, 16.63903, 751.3798, 1404.592, 577.9044, 274.8486, 2188.625, 769.6456, 364.2534, 692.2004, 370.6459, 0, 288.722, 2047.237, 896.0144, 1706.803, 510.2513, 870.1785, 975.9663, 688.2339, 1227.328, 671.862, 0, 1756.559, 1041.426, 1672.753, 0
4.8, 685.3278, 383.5331, 320.3101, 697.2253, 391.6576, 9.536743e-07, 72.33144, 344.0971, 580.6735, 1334.522, 1313.359, 213.7274, 284.7883, 364.8427, 11.06169, 776.3403, 780.7863, 572.3999, 253.3108, 660.1423, 483.6168, 315.7303, 1765.154, -7.629395e-06, 671.7633, 758.5255, 1164.953, 314.8956, 208.2094, 1417.941, 124.0423, 368.2674, 898.4539, 532.0583, 57.83334, 88.9623, 0, 786.7269, 414.9256, 1023.282, 909.7295, 387.0697, -9.536743e-07, 545.3686, 1221.818, 978.0412, 3.814697e-06, 1873.535, 15.87522, 720.3452, 1512.964, 551.3155, 263.455, 2272.955, 838.6006, 372.9131, 660.8096, 355.4825, 0, 276.2791, 2142.562, 883.3759, 1698.053, 569.4407, 874.3564, 994.2385, 756.5247, 1203.413, 642.7393, 0, 1775.746, 997.9236, 1682.043, 0
4.9, 648.4584, 365.9159, 306.9527, 665.6761, 442.6509, 124.1073, 69.15711, 347.6377, 595.0172, 1308.213, 1289.473, 204.442, 272.46, 348.509, 10.57703, 776.7826, 852.0036, 554.4619, 254.1424, 630.8548, 462.9526, 300.7372, 1748.271, -7.629395e-06, 643.1927, 742.5845, 1124.993, 301.8388, 198.7352, 1442.225, 118.548, 351.8937, 892.1048, 510.0967, 55.46934, 85.04846, 0, 857.8928, 392.0088, 1032.226, 870.421, 366.9804, -1.430511e-06, 565.354, 1165.234, 1007.771, 3.814697e-06, 1933.413, 15.14647, 757.2043, 1478.648, 525.9498, 252.5337, 2194.645, 845.0968, 355.6169, 630.8423, 340.9394, 0, 264.3726, 2124.373, 885.3887, 1722.333, 543.1011, 836.9644, 991.9803, 724.3046, 1145.982, 614.879, -3.814697e-06, 1775.005, 1125.254, 1689.701, 0
5, 613.5724, 350.5964, 294.1524, 677.4143, 423.5277, 118.4794, 66.1221, 331.0209, 656.498, 1253.091, 1313.189, 195.5601, 260.6653, 363.5318, 10.1136, 743.4465, 841.3221, 527.3087, 242.9062, 602.8666, 479.187, 286.4561, 1823.539, -7.629395e-06, 615.8373, 766.0445, 1077.448, 289.3234, 189.692, 1376.5, 143.2802, 410.4903, 851.5576, 489.0416, 53.20198, 81.30682, 0, 818.9333, 410.9641, 980.5463, 832.811, 347.9338, -1.430511e-06, 542.0763, 1175.249, 964.2889, 3.814697e-06, 1986.601, 14.45117, 737.0551, 1490.628, 501.7513, 242.0651, 2201.41, 830.6556, 339.1229, 655.3401, 411.5135, 0, 252.9791, 2091.388, 846.2383, 1711.281, 517.98, 801.1714, 1001.643, 693.4567, 1107.484, 588.2264, 0, 1699.73, 1078.25, 1617.766, 0
5.1, 637.829, 363.4541, 281.8859, 724.7707, 405.2307, 113.1067, 63.22029, 315.1985, 668.4501, 1227.474, 1282.925, 187.064, 313.8323, 347.2569, 9.670483, 775.3596, 897.8007, 501.4853, 232.1667, 648.6078, 536.5094, 272.8531, 1774.853, -7.629395e-06, 589.6454, 728.4963, 1104.27, 277.327, 181.0604, 1313.771, 136.9338, 392.2393, 942.8363, 468.8556, 51.0273, 77.72979, 0, 928.8133, 388.2661, 1062.91, 894.8167, 329.8757, -9.536743e-07, 526.6525, 1202.216, 922.6828, 1.907349e-06, 1930.941, 13.78779, 772.6446, 1561.781, 478.6661, 232.0305, 2106.938, 786.9391, 323.3939, 663.6439, 394.6782, 0, 242.0767, 2128.478, 868.6979, 1677.25, 494.0208, 766.9091, 955.6251, 663.9226, 1146.363, 562.7291, 0, 1734.144, 1033.209, 1640.905, 0
5.2, 603.5149, 393.5175, 270.1309, 708.4069, 446.7519, 107.9776, 60.44583, 300.1323, 640.8436, 1229.211, 1322.989, 178.9371, 320.3567, 362.2686, 9.246778, 742.0845, 912.9619, 519.4808, 221.902, 619.8322, 547.7352, 259.8961, 1807.946, -7.629395e-06, 686.0968, 760.4168, 1155.684, 265.8279, 172.8216, 1367.66, 130.8684, 374.7997, 899.9833, 510.3214, 48.94151, 74.31013, 0, 886.6331, 399.911, 1009.694, 871.2785, 312.7548, -9.536743e-07, 599.911, 1146.54, 1038.47, 1.907349e-06, 2020.062, 13.15486, 782.5096, 1492.05, 456.643, 222.4119, 2142.959, 831.2258, 308.3944, 679.8785, 378.5316, 0, 231.644, 2036.614, 872.8577, 1728.046, 565.712, 796.1964, 994.1797, 635.6464, 1091.654, 538.3369, 0, 1660.602, 990.0502, 1632.488, 0
5.3, 571.0468, 396.818, 258.8661, 723.2958, 427.4515, 103.0811, 57.79312, 285.7863, 638.4215, 1304.76, 1342.29, 171.1632, 449.3799, 378.3519, 8.841637, 835.1324, 872.6161, 549.6064, 212.0911, 620.8863, 524.3313, 247.5544, 1733.538, -7.629395e-06, 656.9166, 723.1445, 1106.842, 254.8056, 164.9576, 1356.302, 175.9025, 358.1356, 859.0781, 524.4532, 46.94098, 71.04091, 0, 846.3683, 422.6272, 1062.957, 833.6314, 513.2623, -9.536743e-07, 623.9114, 1212.021, 1014.083, 1.907349e-06, 1991.248, 12.55099, 750.1893, 1425.432, 503.1135, 213.192, 2192.624, 787.4794, 382.8946, 649.0464, 363.0455, 0, 221.6611, 2153.969, 879.3242, 1687.648, 561.5331, 810.7957, 948.5048, 608.5744, 1120.165, 571.8937, 0, 1626.56, 948.694, 1562.989, 0
5.4, 567.2686, 378.5905, 342.3106, 701.238, 420.8802, 98.40662, 55.25683, 272.1259, 612.0552, 1249.784, 1344.956, 163.727, 429.9265, 401.8798, 8.454247, 799.2921, 930.1061, 522.691, 202.714, 672.2861, 501.9274, 235.7988, 1786.002, -1.144409e-05, 628.9776, 722.1547, 1060.064, 244.2404, 157.4514, 1366.799, 168.1111, 400.6148, 820.032, 502.8055, 45.02222, 67.91552, 0, 959.2606, 475.6496, 1009.738, 881.2102, 551.6975, -7.152557e-07, 617.382, 1229.014, 1000.243, 0, 2041.582, 11.97483, 739.2107, 1458.785, 506.6752, 277.0767, 2218.454, 746.0353, 365.1354, 619.6127, 348.1931, 0, 212.1083, 2090.135, 974.718, 1613.604, 590.7613, 776.1218, 904.9283, 582.6554, 1190.962, 569.6327, 0, 1677.499, 909.0652, 1637.758, 0
5.5, 595.2625, 411.8332, 328.0358, 772.2863, 476.2562, 93.94415, 52.83184, 307.4343, 609.4241, 1197.124, 1497.594, 156.6139, 411.3152, 461.9346, 8.083831, 814.6722, 1061.642, 597.4315, 218.5185, 720.8112, 480.4807, 224.6014, 1823.674, -7.629395e-06, 602.2267, 686.7579, 1136.025, 234.1132, 150.2869, 1304.511, 160.6648, 382.8029, 869.1256, 564.2238, 43.18189, 64.92763, 0, 1009.044, 546.2604, 959.1839, 874.5027, 523.0638, -9.536743e-07, 635.6258, 1229.744, 1036.585, 0, 2071.39, 11.42513, 807.7783, 1495.502, 534.3234, 326.3103, 2194.205, 751.953, 348.1999, 591.5137, 333.9482, 0, 202.9672, 2136.271, 999.8438, 1732.888, 658.9933, 742.9308, 1021.013, 731.1766, 1237.961, 602.394, 0, 1606.359, 871.0919, 1621.553, 0
5.6, 563.2383, 407.3987, 314.3563, 737.3406, 455.6812, 89.68403, 50.51328, 330.316, 584.2554, 1254.226, 1515.244, 149.8099, 424.902, 441.2543, 7.729644, 779.71, 1078.191, 568.1741, 252.0771, 745.1113, 538.0815, 213.9358, 1863.203, -7.629395e-06, 617.6625, 800.09, 1088.014, 224.4059, 143.4483, 1279.12, 153.5483, 365.7829, 921.9736, 540.9346, 41.41679, 62.07119, 0, 963.2202, 632.3739, 971.0837, 836.7164, 495.9164, -7.152557e-07, 751.9598, 1272.833, 1044.272, -1.907349e-06, 2085.884, 10.90066, 774.4142, 1456.643, 563.3396, 312.7834, 2219.869, 780.6987, 384.9545, 614.5347, 344.2905, 0, 194.2201, 2220.75, 1038.955, 1716.424, 628.5115, 749.8113, 989.4901, 784.4042, 1178.881, 620.4571, 0, 1708.168, 834.7047, 1659.913, 0
5.7, 641.3676, 388.6852, 301.2473, 703.9763, 435.9951, 85.6171, 48.29647, 314.5272, 615.8817, 1257.456, 1459.024, 143.3014, 406.5082, 491.1369, 7.390975, 790.9589, 1030.544, 540.3493, 240.9321, 712.0542, 515.0901, 203.7766, 1875.878, -7.629395e-06, 659.7119, 797.1284, 1126.626, 215.1012, 136.9209, 1301.42, 146.7471, 386.304, 891.6285, 518.6066, 39.72384, 59.34041, 0, 919.4774, 597.4473, 1025.891, 800.5627, 470.1778, -9.536743e-07, 720.9989, 1242.118, 1031.84, -1.907349e-06, 2104.696, 10.40026, 742.4282, 1391.606, 537.4208, 299.8173, 2124.605, 804.2234, 384.0836, 749.7392, 362.1552, 0, 185.8499, 2302.996, 993.0143, 1748.304, 616.783, 732.5773, 944.0306, 750.9967, 1122.621, 593.5627, 3.814697e-06, 1762.237, 922.9686, 1664.182, 0
5.8, 627.5919, 372.5457, 338.8211, 743.0114, 450.3324, 81.7346, 46.17694, 375.4734, 590.4463, 1364.083, 1540.593, 137.0757, 388.9107, 480.6802, 7.067145, 757.0144, 1154.934, 513.8873, 230.2799, 680.4636, 493.0811, 194.0999, 1834.86, -9.536743e-06, 675.6491, 853.2203, 1079.012, 206.1823, 130.6906, 1389.651, 140.247, 369.1284, 861.055, 602.679, 38.10008, 56.72977, 0, 982.7724, 654.0671, 974.528, 915.1635, 445.7751, -9.536743e-07, 740.7245, 1301.337, 1085.44, -1.907349e-06, 2069.186, 9.92284, 711.7634, 1329.473, 568.0416, 287.3886, 2276.723, 801.1227, 372.4213, 715.739, 361.387, 88.56688, 177.8405, 2203.6, 949.1048, 1781.397, 701.9316, 701.2485, 1019.746, 719.012, 1107.612, 567.834, 1.907349e-06, 1726.415, 884.4145, 1642.307, 0
5.9, 593.8284, 458.8297, 324.6918, 709.3904, 478.6503, 78.02815, 44.15043, 368.6774, 566.0613, 1358.419, 1683.969, 131.1205, 372.075, 459.1606, 6.757504, 813.3152, 1103.895, 511.1001, 252.2217, 703.9758, 472.0124, 184.8827, 1759.345, -7.629395e-06, 668.8959, 811.3992, 1185.305, 197.6331, 124.7437, 1326.323, 134.035, 419.0406, 922.574, 577.8025, 36.54271, 54.23399, 0, 1009.357, 647.5311, 925.7367, 875.6202, 551.1658, -7.152557e-07, 766.2258, 1316.064, 1087.788, -1.907349e-06, 2051.023, 9.467332, 682.3651, 1446.817, 582.5464, 275.4751, 2309.292, 758.9606, 415.0385, 683.2808, 396.6476, 84.63908, 170.1763, 2173.37, 1006.291, 1716.058, 684.1939, 671.2594, 972.8964, 736.4637, 1206.334, 602.284, 3.814697e-06, 1747.055, 900.1373, 1739.816, 0
6, 626.5566, 437.7538, 311.1518, 677.2907, 545.4393, 74.48979, 89.17122, 454.4382, 587.8719, 1343.948, 1614.811, 125.424, 355.968, 477.8677, 6.461429, 829.0618, 1070.82, 539.2567, 241.0703, 696.0692, 451.844, 176.1031, 1758.998, -7.629395e-06, 640.4473, 828.4636, 1232.457, 189.4385, 119.0674, 1334.078, 128.098, 400.4095, 928.942, 553.9527, 35.04898, 51.84801, 0, 994.0189, 611.7672, 999.4155, 866.4029, 522.5598, -7.152557e-07, 755.0808, 1426.65, 1112.71, 0, 2189.358, 9.032734, 654.181, 1382.218, 624.5663, 264.0555, 2283.848, 814.9109, 395.7884, 652.2945, 395.9573, 80.88548, 162.8423, 2175.666, 986.9075, 1733.178, 730.3072, 728.6761, 928.1993, 865.2281, 1215.091, 668.9816, 1.907349e-06, 1778.85, 932.3787, 1802.957, 0
