 , C000, C001, C002, C003, C004, C007, C008, C009, C012, C013, C014, C015, C016, C018, C019, C022, C023, C024, C026, C027, C030, C031, C032, C033, C035, C037, C038, C039, C042, C043, C044, C046, C047, C048, C050, C052, C053, C054, C056, C057, C058, C059, C060, C061, C062, C066, C067, C070, C072, C073, C074, C076, C078, C079, C080, C081, C086, C087, C090, C091, C092, C093, C094, C098, C101, C102, C108, C111, C112, C113, C120, C124, C125, C127
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
515, 348.743, 119.7465, 24.02288, 250.4697, 1.698454, 491.6326, 5.518269e-05, 429.6312, 899.0873, 306.7109, 42.8313, 763.4359, 116.9642, 0.08203712, 0.04961019, 0.07284544, 729.6506, 100.4495, 0.9636323, 769.3981, 478.218, 779.6844, 571.8428, 1047.143, 264.3723, 308.52, 68.42031, 1049.201, 115.1235, 76.15028, 1566.83, 227.2438, 0.07399768, 1665.157, 1951.98, 1608.802, 201.0022, 439.8633, 0.05599622, 751.8704, 522.0477, 1042.192, 430.3717, 3148.61, 495.0268, 468.1405, 497.3858, 1039.075, 578.7184, 0.148767, 299.8528, 771.3964, 3214.008, 433.7467, 813.9413, 73.90625, 632.0682, 952.1016, 1153.783, 2107.219, 623.7816, 1257.946, 1837.426, 988.7341, 859.9155, 400.6238, 1539.278, 4.379698e-08, 1405.803, 1280.971, 1531.399, 2590.815, 1283.32, 1602.056
515.1, 329.9812, 114.246, 23.0211, 239.1361, 1.625078, 496.8243, 5.276096e-05, 409.0952, 861.9557, 293.7876, 41.07228, 800.4479, 111.9008, 0.0783644, 0.04743656, 0.06971923, 849.9272, 95.5303, 0.9210277, 735.2634, 457.7844, 829.3478, 548.3081, 1022.432, 253.1284, 293.3977, 65.52869, 1120.743, 109.8849, 72.67999, 1497.429, 217.1402, 0.07063439, 1640.895, 1872.191, 1746.835, 192.2007, 419.8878, 0.05290349, 714.2267, 499.4905, 988.101, 411.8158, 3184.31, 472.1015, 447.9417, 475.955, 995.874, 552.1524, 0.1426224, 286.4648, 735.905, 3254.207, 415.1328, 771.1045, 70.47837, 603.4044, 948.765, 1117.75, 2016.406, 596.8596, 1202.321, 1766.974, 980.4786, 823.141, 382.2183, 1529.09, 4.170683e-08, 1403.956, 1367.892, 1648.688, 2674.776, 1228.686, 1630.216
515.2, 312.2288, 108.9982, 22.06109, 301.8905, 1.554872, 474.2946, 5.044551e-05, 395.932, 894.1564, 281.4088, 39.38551, 765.6725, 107.0567, 0.07485611, 0.04535817, 0.06672718, 812.3671, 90.85197, 0.8803067, 702.6432, 438.2239, 789.9646, 587.6309, 995.3578, 280.3564, 279.0166, 62.75927, 1095.896, 104.8848, 69.36784, 1431.102, 207.4859, 0.06742398, 1680.758, 1924.783, 1775.487, 183.7845, 400.8194, 0.04998158, 678.4678, 477.908, 936.8176, 394.06, 3143.884, 450.2379, 506.487, 455.4476, 954.4692, 589.6304, 0.1367316, 273.6746, 799.5713, 3277.491, 397.3177, 730.5222, 145.7863, 669.4444, 909.9503, 1068.18, 2000.182, 688.949, 1186.001, 1802.706, 935.1265, 898.6195, 543.1151, 1539.509, 3.971644e-08, 1360.397, 1311.507, 1578.771, 2785.122, 1265.782, 1609.648
515.3, 295.4314, 103.9915, 21.14111, 288.2301, 1.4877, 542.0091, 4.823167e-05, 377.0068, 857.2285, 299.3051, 37.768, 732.408, 102.4223, 0.07150488, 0.04337083, 0.06386354, 776.4668, 86.40276, 0.8413861, 729.5629, 419.4993, 785.8311, 563.4464, 1024.767, 308.6169, 265.3405, 60.1069, 1100.593, 100.1122, 66.20663, 1479.808, 198.2607, 0.06435948, 1668.28, 1860.431, 1853.178, 175.7369, 382.6169, 0.04722104, 707.2156, 538.9995, 976.7404, 377.0698, 3204.052, 429.3869, 484.6336, 435.8238, 957.5138, 580.2477, 0.1310841, 279.5587, 818.7418, 3156.241, 380.2672, 692.0756, 139.0246, 639.0856, 940.087, 1068.839, 1938.057, 659.2144, 1199.543, 1826.244, 1007.268, 866.6406, 518.1631, 1473.942, 3.782103e-08, 1301.429, 1370.738, 1659.042, 2728.997, 1225.476, 1694.177
515.4, 279.5377, 99.21472, 20.2595, 275.1878, 1.423429, 517.4304, 4.611499e-05, 391.7801, 821.8257, 371.8889, 36.21693, 787.9568, 97.98848, 0.06830367, 0.04147057, 0.06112279, 769.5441, 82.17143, 0.8041863, 797.6603, 437.9871, 748.5143, 540.2572, 1070.239, 295.4912, 252.3347, 57.56662, 1067.991, 240.1947, 63.18948, 1482.604, 189.4458, 0.06143427, 1662.962, 1872.704, 1896.332, 168.0417, 540.4988, 0.04461297, 671.8077, 515.7099, 926.0466, 457.4303, 3135.112, 409.5015, 463.7232, 482.5641, 999.0694, 591.6703, 0.1256699, 286.1865, 781.0721, 3213.662, 363.9483, 655.6525, 132.5764, 610.1035, 941.424, 1021.437, 1891.972, 630.7631, 1227.537, 1746.118, 960.6771, 862.2999, 494.3575, 1512.141, 3.601608e-08, 1323.79, 1314.236, 1613.566, 2675.627, 1285.496, 1634.775
515.5, 264.499, 94.65738, 19.41466, 262.7357, 1.361934, 511.754, 4.40912e-05, 410.0329, 814.6254, 356.2193, 34.72955, 773.2001, 93.74661, 0.06524578, 0.03965357, 0.05849967, 763.0659, 78.14732, 0.7686312, 762.2717, 441.7216, 794.6107, 518.0224, 1024.866, 282.9238, 239.9663, 55.1337, 1050.746, 229.265, 60.30983, 1573.433, 181.0227, 0.05864201, 1684.981, 1796.155, 1835.583, 160.6835, 515.9531, 0.04214895, 638.1725, 493.4266, 943.9603, 437.7078, 3208.917, 390.537, 443.7149, 461.7719, 957.5318, 564.5096, 0.1204793, 273.4087, 745.1356, 3291.773, 348.3297, 687.3225, 126.4273, 655.5312, 1014.966, 1075.418, 1919.002, 723.3219, 1173.257, 1669.508, 916.241, 899.1377, 471.6456, 1447.739, 3.429726e-08, 1266.408, 1301.186, 1606.503, 2734.708, 1230.769, 1655.816
515.6, 250.2694, 90.30937, 18.60504, 250.847, 1.303097, 488.5473, 4.215623e-05, 404.5973, 854.5016, 341.21, 33.30326, 816.8704, 89.68837, 0.0623248, 0.03791618, 0.05598912, 765.09, 74.32028, 0.7346481, 764.7678, 422.8475, 836.1346, 496.7027, 1052.935, 270.8909, 228.2043, 52.8036, 1056.706, 218.8327, 57.56141, 1514.384, 172.9742, 0.05597666, 1692.014, 1870.669, 1754.828, 153.6474, 492.522, 0.03982101, 776.9788, 529.9128, 894.9678, 418.8357, 3149.517, 372.4507, 424.57, 596.0165, 983.7042, 576.1476, 0.1155031, 261.2014, 751.7705, 3155.316, 333.3814, 682.9296, 120.5634, 653.6378, 973.4429, 1093.348, 1836.3, 692.1038, 1121.378, 1656.182, 966.7506, 877.3917, 449.9771, 1440.241, 3.266048e-08, 1228.457, 1247.551, 1618.052, 2640.742, 1178.372, 1720.167
515.7, 360.2088, 86.16109, 17.82919, 239.4962, 1.246801, 529.6512, 4.030617e-05, 385.258, 869.1907, 326.8331, 54.68732, 781.3817, 85.80581, 0.05953458, 0.03625491, 0.05358631, 793.9482, 70.68066, 0.7021675, 831.9042, 404.7798, 796.429, 476.2604, 1086.025, 259.3697, 217.0187, 50.57198, 1050.113, 208.875, 54.93824, 1447.306, 165.2835, 0.05343245, 1642.869, 1886.302, 1885.566, 146.9195, 470.1551, 0.03762165, 738.0781, 527.4773, 899.6744, 400.7772, 3164.965, 355.2021, 406.2511, 613.6475, 953.1517, 549.6996, 0.1107324, 274.0088, 782.9351, 3185.26, 319.0746, 687.4766, 114.9715, 623.9957, 946.1519, 1098.801, 1871.631, 662.233, 1162.519, 1594.377, 1013.795, 839.8698, 429.3042, 1449.938, 3.11018e-08, 1228.534, 1331.484, 1625.272, 2754.384, 1206.02, 1666.11
515.8, 340.8301, 82.20335, 17.08569, 228.6591, 1.192937, 524.53, 3.853731e-05, 366.843, 894.3846, 313.0619, 71.11917, 747.4347, 82.09132, 0.05686928, 0.03466643, 0.05128662, 758.8619, 67.21928, 0.6711228, 794.9964, 387.4842, 758.6089, 509.0034, 1039.984, 248.3385, 206.3814, 48.43467, 1089.373, 199.3705, 52.43461, 1507.507, 157.9348, 0.05100388, 1747.474, 1809.198, 1809.064, 140.4861, 448.8039, 0.03554377, 701.1251, 504.6855, 917.6989, 383.4973, 3060.027, 338.7523, 388.7226, 587.2073, 985.5835, 524.4656, 0.1061587, 261.7747, 746.9128, 3162.075, 370.1483, 651.2955, 109.639, 653.3732, 947.8878, 1073.554, 2005.635, 633.6514, 1111.114, 1668.022, 1028.874, 839.3856, 409.5809, 1388.186, 2.961751e-08, 1221.732, 1276.599, 1594.057, 2754.058, 1204.486, 1699.809
515.9, 322.494, 78.42741, 16.37319, 264.9709, 1.1414, 500.7439, 3.684607e-05, 355.5032, 857.4473, 299.871, 68.19842, 793.1772, 78.53763, 0.0543233, 0.03314755, 0.04908562, 725.3261, 63.92741, 0.6414508, 759.7261, 370.9275, 722.5848, 488.0549, 995.8939, 237.7765, 299.4953, 46.3877, 1066.026, 190.2985, 50.04508, 1525.01, 150.9127, 0.0486857, 1813.437, 1910.263, 1839.729, 134.3345, 428.4223, 0.03358065, 666.0221, 508.2455, 963.6719, 366.9625, 3167.39, 323.0642, 371.9504, 561.9064, 944.6066, 500.39, 0.101774, 250.0869, 712.5479, 3182.272, 354.2637, 648.0689, 104.5538, 646.6999, 922.94, 1099.298, 1919.2, 606.3033, 1174.47, 1636.722, 1025.302, 803.489, 390.7639, 1426.615, 2.820406e-08, 1319.722, 1299.545, 1591.045, 2639.016, 1342.375, 1656.932
516, 305.1444, 74.82492, 15.69041, 275.5695, 1.09209, 478.0365, 3.522905e-05, 343.6506, 850.2878, 287.2359, 65.39761, 758.7178, 75.13777, 0.0518913, 0.03169521, 0.04697908, 693.2723, 60.79675, 0.6130907, 764.0564, 448.2773, 688.2714, 467.9685, 1021.223, 227.6637, 366.9852, 44.42723, 1088.307, 181.6393, 47.76444, 1497.136, 144.2029, 0.04647288, 1752.213, 2061.94, 1803.249, 128.4522, 408.9664, 0.03172595, 632.6766, 486.2847, 980.4944, 351.1406, 3141.693, 308.1028, 355.9019, 537.6957, 905.3334, 477.4196, 0.0975704, 238.9209, 770.7664, 3247.276, 339.0607, 692.1304, 99.70444, 617.3725, 885.1818, 1050.546, 1891.731, 699.4952, 1167.321, 1663.476, 1000.607, 801.8008, 372.8112, 1365.856, 2.685806e-08, 1262.517, 1356.439, 1643.121, 2751.906, 1285.227, 1704.33
516.1, 288.7281, 71.3879, 15.0361, 285.3404, 1.04491, 488.2361, 3.3683e-05, 327.2245, 837.1751, 275.1332, 69.04805, 725.7554, 71.88509, 0.04956818, 0.03030651, 0.04496294, 662.6351, 57.8194, 0.5859844, 730.1588, 429.123, 655.5875, 448.7089, 977.9288, 313.0072, 371.7919, 42.54961, 1115.583, 259.3012, 45.58773, 1459.318, 137.7914, 0.04436063, 1859.745, 2032.848, 1770.513, 191.1528, 390.394, 0.0299737, 601.0007, 465.2728, 929.6058, 336.0009, 3130.033, 293.8341, 340.5458, 514.5281, 922.3375, 530.1456, 0.09354041, 275.3097, 827.2458, 3323.266, 324.5102, 730.955, 95.08, 619.6547, 907.9181, 1034.972, 1810.204, 764.4946, 1147.149, 1590.492, 993.9055, 767.5115, 355.6834, 1444.595, 2.55763e-08, 1434.3, 1431.298, 1615.091, 2636.953, 1230.511, 1686.829
516.2, 273.1951, 68.10876, 14.40907, 373.662, 0.9997682, 466.0959, 3.22048e-05, 360.8767, 802.6005, 396.0805, 66.21235, 694.2251, 68.77322, 0.04734906, 0.02897865, 0.04303333, 709.3235, 54.98786, 0.5600765, 697.765, 467.5198, 624.4556, 430.2418, 961.1677, 299.6948, 405.9605, 40.75135, 1069.326, 255.1868, 43.51022, 1407.275, 131.665, 0.04234439, 1806.073, 1970.547, 1809.732, 182.7826, 372.6649, 0.02831822, 570.9106, 467.7975, 881.3584, 321.5139, 3120.734, 280.2263, 325.8523, 492.3587, 965.1001, 550.2673, 0.08967686, 263.0176, 832.397, 3194.148, 310.5841, 767.3989, 90.67006, 665.6628, 960.8354, 989.0729, 1903.005, 766.1711, 1175.616, 1520.71, 1027.235, 776.919, 339.3425, 1544.143, 2.435571e-08, 1372.129, 1433.596, 1580.878, 2750.201, 1258.25, 1613.08
516.3, 258.4976, 69.06684, 13.8082, 356.754, 0.9565766, 476.1138, 3.079147e-05, 343.6271, 835.9699, 404.82, 67.31545, 664.0646, 65.79607, 0.04522929, 0.02770898, 0.04118653, 677.9769, 52.29499, 0.5353141, 712.512, 447.5434, 708.4956, 412.5348, 935.8716, 300.9324, 437.8918, 39.02909, 1060.264, 346.2054, 41.52739, 1406.462, 125.811, 0.04041979, 1814.833, 2010.508, 1887.69, 207.3835, 355.7411, 0.02675417, 542.3271, 447.5845, 835.6151, 307.6516, 3236.663, 267.2487, 311.7927, 534.5017, 963.4811, 543.0046, 0.0859729, 251.2742, 821.5394, 3291.779, 297.2556, 816.1254, 86.46465, 704.3524, 921.5269, 999.3251, 1952.983, 733.1036, 1150.289, 1453.99, 979.7202, 771.4171, 323.7523, 1478.379, 2.319337e-08, 1395.225, 1453.679, 1703.266, 2710.577, 1328.651, 1568.096
516.4, 349.4189, 100.8907, 13.23238, 393.7657, 0.915251, 454.5233, 2.944016e-05, 327.2021, 801.4451, 387.7629, 64.55091, 635.2145, 62.94779, 0.04320442, 0.02649493, 0.03941898, 722.6476, 49.73399, 0.5116466, 680.9011, 493.533, 674.8513, 395.5566, 904.2973, 288.1336, 416.4282, 37.37962, 1108.178, 407.3478, 39.63492, 1404.221, 120.2173, 0.03858266, 1788.004, 1928.326, 1804.643, 274.0202, 441.3481, 0.02527651, 593.0941, 428.2448, 954.3425, 294.3869, 3214.711, 254.8721, 298.3398, 511.4717, 1024.436, 550.0098, 0.08242192, 294.0891, 919.8454, 3319.35, 284.4991, 773.1736, 82.4543, 672.4105, 883.8264, 955.0067, 1868.816, 773.0878, 1178.92, 1390.196, 1107.959, 738.4272, 308.8784, 1415.415, 2.20865e-08, 1376.587, 1533.619, 1631.033, 2743.005, 1272.086, 1619.82
516.5, 459.2636, 192.6048, 12.68057, 375.948, 0.8757107, 443.749, 2.814816e-05, 311.5621, 768.3461, 492.7421, 91.31415, 607.6177, 60.22281, 0.0412702, 0.02533407, 0.03772729, 690.7122, 47.29841, 0.4890254, 650.6927, 472.445, 717.5894, 447.2671, 1062.157, 326.2471, 396.0168, 35.79986, 1130.955, 481.5355, 37.82869, 1426.693, 114.8722, 0.03682903, 1877.129, 1920.968, 1820.528, 262.0214, 508.7368, 0.02388046, 563.3998, 409.7408, 904.8112, 281.6942, 3109.746, 243.0686, 285.4673, 545.8964, 981.8434, 562.4536, 0.07901761, 337.1145, 877.524, 3181.749, 308.3154, 732.4824, 78.62995, 641.9171, 948.5771, 923.5985, 1849.607, 905.6697, 1224.839, 1476.463, 1162.754, 811.938, 294.6878, 1355.133, 2.103245e-08, 1334.625, 1470.402, 1619.337, 2731.167, 1310.86, 1721.437
516.6, 434.556, 183.7576, 12.15178, 358.9365, 0.8378786, 457.4337, 2.691286e-05, 296.6698, 736.614, 471.9803, 126.5299, 765.0308, 57.6158, 0.03942258, 0.02422408, 0.0361082, 660.1881, 44.98211, 54.41766, 727.5338, 452.2581, 747.9178, 428.8594, 1017.127, 312.3716, 376.6058, 34.28686, 1121.783, 459.624, 36.10477, 1423.745, 109.7648, 0.03515511, 1830.701, 1977.83, 1817.188, 272.5908, 485.6335, 0.02256151, 535.1923, 560.038, 857.8506, 269.5487, 3097.203, 231.8118, 350.5972, 522.3755, 941.022, 536.6342, 0.07575391, 322.0628, 837.1498, 3260.651, 295.0843, 693.9327, 74.98299, 612.8066, 946.0162, 912.3217, 1840.334, 866.5815, 1170.679, 1496.539, 1108.971, 797.647, 281.1492, 1404.564, 2.002871e-08, 1338.213, 1409.792, 1645.13, 2737.474, 1360.663, 1646.175
516.7, 411.1776, 175.3169, 11.64503, 342.6947, 0.801681, 463.4306, 2.573177e-05, 306.3985, 812.6217, 473.8739, 121.3335, 777.4373, 133.3694, 0.03765767, 0.02316272, 0.03455859, 631.0129, 42.77924, 64.59262, 695.2564, 432.9338, 739.605, 494.9078, 974.0067, 299.0862, 406.1883, 32.83781, 1144.576, 438.7095, 34.45942, 1550.758, 184.4615, 0.03355727, 1832.342, 1997.816, 1826.083, 260.6545, 463.5794, 0.02131542, 508.3971, 580.1972, 813.3273, 257.9269, 2969.68, 221.0764, 335.47, 696.747, 980.5569, 512, 0.07262501, 307.6832, 798.6332, 3211.077, 282.421, 657.4119, 71.50517, 644.0529, 1016.198, 1079.441, 1901.86, 829.1804, 1118.914, 1528.946, 1107.029, 795.6514, 268.2325, 1384.325, 1.907287e-08, 1393.941, 1351.68, 1667.376, 2623.125, 1370.405, 1574.203
516.8, 389.0569, 167.2638, 11.15942, 447.6534, 0.7670471, 486.1693, 2.460251e-05, 338.9809, 779.0611, 453.9071, 116.3506, 743.6617, 127.5959, 0.03597177, 0.02214786, 0.03307549, 641.7702, 40.68425, 118.8507, 698.9412, 414.4352, 818.7996, 474.5394, 1057.34, 286.3659, 386.2788, 31.44999, 1097.117, 418.7468, 32.88904, 1482.069, 275.0945, 0.03203205, 1948.895, 2033.583, 1771.508, 249.2409, 442.5269, 0.02013814, 482.9434, 555.1274, 771.1148, 314.1566, 3080.042, 210.838, 320.9955, 666.7264, 939.789, 488.4966, 0.06962535, 293.9456, 761.8887, 3129.975, 270.3011, 622.813, 68.18866, 704.9761, 974.6241, 1127.879, 2005.118, 793.3934, 1185.698, 1571.185, 1070.723, 784.5817, 255.9093, 1458.842, 1.816264e-08, 1349.52, 1337.043, 1596.666, 2551.236, 1312.063, 1657.062
516.9, 368.1263, 159.5807, 10.69406, 427.3972, 0.7339095, 464.1228, 2.352281e-05, 322.7779, 746.8865, 472.1894, 164.8176, 711.3535, 122.0724, 0.03436135, 0.02117747, 0.03165603, 641.2171, 38.69186, 154.6371, 667.9324, 396.727, 779.9172, 455.0093, 1057.249, 274.1866, 367.3451, 30.12083, 1217.124, 399.6924, 31.39023, 1543.065, 262.8633, 0.03057616, 1905.129, 2035.031, 1831.951, 287.1747, 422.4304, 0.01902589, 458.764, 566.262, 731.0932, 334.01, 3111.982, 201.0739, 307.1455, 637.9993, 989.7584, 508.3874, 0.06674958, 374.1782, 784.1136, 3264.589, 332.6608, 590.0352, 65.02597, 673.006, 985.1832, 1077.859, 1988.517, 759.151, 1193.895, 1666.18, 1056.074, 751.0289, 244.1523, 1445.983, 1.729586e-08, 1379.036, 1348.416, 1654.275, 2490.434, 1349.049, 1710.964
517, 348.3218, 152.2505, 10.2481, 408.0577, 0.7022035, 443.0761, 2.24905e-05, 329.2434, 716.0408, 535.2909, 158.0488, 680.4489, 116.7879, 0.03282303, 0.0202496, 0.0302975, 647.8322, 36.79704, 199.4694, 638.2993, 379.7754, 742.8813, 436.283, 1012.427, 262.5252, 617.6469, 28.84785, 1166.658, 381.505, 29.95973, 1583.571, 251.176, 0.02918644, 1882.541, 2048.193, 1793.289, 274.5998, 403.2465, 0.01797507, 435.7953, 541.7944, 816.5, 319.6089, 3133.029, 191.7619, 293.8931, 610.5099, 948.608, 535.2136, 0.06399259, 357.4717, 902.7277, 3332.225, 374.1668, 558.9823, 62.00998, 710.2022, 968.2297, 1109.569, 1987.874, 828.7352, 1141.103, 1626.539, 1250.736, 798.7592, 232.9353, 1441.104, 1.647044e-08, 1319.26, 1345.842, 1584.12, 2452.681, 1323.688, 1636.16
517.1, 329.5826, 173.1928, 9.820743, 389.5932, 0.6718672, 422.9838, 2.150349e-05, 313.5059, 686.4689, 566.9341, 166.9612, 689.5529, 111.7322, 0.03135357, 0.01936238, 0.02899726, 619.2031, 34.99501, 198.3558, 657.8995, 514.1163, 707.6041, 472.612, 1059.834, 251.3599, 587.3726, 27.62866, 1241.739, 364.1453, 28.59441, 1592.242, 240.0084, 0.02785988, 1893.66, 1964.471, 1774.377, 390.0097, 462.8076, 0.01698229, 507.5758, 562.3751, 774.1229, 305.8287, 3201.334, 182.8812, 281.2125, 584.205, 997.6475, 510.6446, 0.06134947, 341.5111, 861.1938, 3194.09, 358.1097, 529.5637, 59.13387, 677.9951, 945.7534, 1117.278, 1978.791, 792.9675, 1183.29, 1579.54, 1192.883, 778.1345, 222.2337, 1379.728, 1.568441e-08, 1381.209, 1309.117, 1600.79, 2546.632, 1474.035, 1627.102
517.2, 437.6097, 165.2374, 9.411205, 371.9642, 0.6428415, 403.8026, 2.055979e-05, 298.5206, 693.7244, 543.0463, 160.1044, 727.077, 106.8954, 0.02994991, 0.01851403, 0.02775282, 591.8391, 33.28123, 220.4853, 713.6163, 546.6535, 715.0864, 529.6094, 1106.893, 240.6694, 558.5822, 26.461, 1190.251, 402.0675, 27.29132, 1668.403, 250.4846, 0.02659362, 2043.111, 2067.871, 1714.263, 372.9319, 441.7901, 0.01604434, 502.7237, 538.0754, 840.173, 372.5233, 3223.412, 174.4117, 408.0865, 602.5784, 1000.173, 526.3759, 0.05881553, 380.5704, 893.0378, 3138.013, 342.7417, 501.6934, 56.39115, 647.2485, 940.2791, 1067.729, 2012.578, 758.7435, 1267.578, 1583.354, 1205.969, 744.8574, 212.0238, 1320.966, 1.49359e-08, 1321.339, 1382.674, 1588.49, 2548.557, 1428.277, 1666.752
517.3, 414.067, 157.6473, 9.018746, 392.9845, 0.6150697, 385.4912, 1.965751e-05, 284.2516, 707.5524, 520.1649, 153.5291, 713.9197, 102.268, 0.02860908, 0.01770285, 0.02656179, 645.5681, 31.65137, 210.7371, 713.3227, 523.2958, 747.5995, 507.8129, 1059.966, 230.4335, 531.2029, 25.34268, 1210.005, 383.7721, 26.04761, 1597.632, 239.3477, 0.02538491, 1958.778, 1996.713, 1713.261, 356.6018, 421.7271, 0.01515819, 525.1737, 514.8257, 837.3878, 356.4616, 3291.251, 166.3345, 390.4788, 635.7397, 958.5892, 502.2126, 0.05638624, 363.5785, 851.9498, 3149.707, 328.0332, 605.506, 53.77565, 721.7406, 986.1141, 1078.792, 2043.642, 774.9375, 1211.528, 1593.502, 1150.187, 713.0034, 202.283, 1443.741, 1.42231e-08, 1365.561, 1359.76, 1654.746, 2623.574, 1432.503, 1593.881
517.4, 391.7909, 150.4059, 8.642653, 461.2593, 0.5884977, 438.234, 1.879483e-05, 340.2646, 715.0901, 498.2477, 147.2239, 784.9343, 97.84083, 0.02732828, 0.01692721, 0.02542188, 643.3334, 30.10134, 206.2791, 681.6758, 500.9361, 712.0983, 486.9134, 1015.03, 220.633, 505.1657, 24.27164, 1185.94, 394.2634, 24.86057, 1557.545, 228.7059, 0.02423113, 1950.373, 2015.72, 1726.8, 340.9869, 402.5752, 0.01432099, 498.88, 492.5806, 858.9322, 341.0925, 3231.647, 158.6314, 373.6308, 608.3477, 918.7346, 479.1585, 0.0540573, 347.3453, 956.4255, 3272.128, 313.9559, 664.8271, 51.28146, 689.0102, 1029.782, 1064.161, 1955.568, 853.608, 1211.652, 1588.312, 1243.371, 797.993, 192.9896, 1382.253, 1.354433e-08, 1400.677, 1377.912, 1672.461, 2536.545, 1501.335, 1618.837
517.5, 370.7132, 143.4972, 8.282244, 440.3875, 0.5630737, 418.3613, 1.797e-05, 324.0003, 778.0479, 477.254, 141.1777, 750.8329, 93.60535, 0.02610482, 0.01618556, 0.02433088, 652.1989, 28.62721, 197.159, 689.8285, 479.5318, 678.2828, 466.874, 971.9979, 211.2494, 480.4047, 23.24585, 1192.223, 402.1619, 23.72763, 1542.169, 252.7414, 0.0231298, 1887.522, 2009.031, 1841.42, 341.6002, 384.293, 0.01353002, 473.9028, 471.2966, 814.3528, 326.386, 3185.113, 151.285, 357.5098, 734.0667, 908.4889, 457.1628, 0.05182454, 331.8369, 927.5391, 3356.222, 300.4828, 656.6481, 48.90295, 750.8716, 987.6527, 1068.072, 1939.972, 816.7667, 1254.507, 1583.109, 1213.652, 763.8666, 184.1232, 1371.955, 1.289794e-08, 1339.964, 1411.476, 1658.964, 2488.026, 1437.42, 1678.874
517.6, 350.7695, 136.9058, 7.936864, 420.4601, 0.538748, 468.1122, 1.718138e-05, 308.5134, 745.9152, 457.1448, 135.3797, 718.2131, 89.55322, 0.02493613, 0.0154764, 0.02328671, 623.3768, 27.22528, 188.4421, 682.2319, 512.9177, 691.6631, 447.6594, 1060.86, 202.2648, 456.8574, 22.26342, 1182.046, 383.8622, 22.64633, 1555.605, 314.9364, 0.02207852, 1947.449, 1961.213, 1760.408, 348.7799, 397.3474, 0.01278275, 510.1559, 450.9324, 844.0102, 312.3136, 3179.882, 144.2788, 342.0843, 702.4381, 979.4411, 544.8066, 0.04968401, 317.0209, 964.7968, 3351.812, 287.5878, 622.0895, 46.63477, 716.8201, 947.247, 1020.704, 2148.592, 843.8734, 1288.382, 1570.983, 1236.612, 789.0599, 175.6642, 1365.639, 1.228241e-08, 1281.881, 1353.294, 1625.782, 2606.201, 1403.138, 1605.473
517.7, 424.3175, 130.6171, 7.605886, 401.4345, 0.5154732, 481.6714, 1.642736e-05, 293.7668, 715.1095, 437.883, 129.8199, 687.0105, 85.67651, 0.02381977, 0.01479832, 0.02228734, 595.8284, 25.892, 180.1106, 651.9644, 491.0015, 658.8181, 481.571, 1015.885, 326.8327, 434.4643, 21.32251, 1194.572, 475.4726, 21.61429, 1548.474, 300.9338, 0.02107503, 1989.307, 1981.421, 1773.95, 333.5074, 461.6319, 0.01207674, 484.6141, 460.5403, 800.2053, 298.8479, 3133.849, 137.5971, 327.3244, 672.1723, 972.0319, 630.3272, 0.04763189, 302.8664, 920.4072, 3293.826, 275.2462, 622.7776, 44.47178, 684.3129, 1018.881, 1084.607, 2067.625, 807.4523, 1296.762, 1558.162, 1179.413, 755.3156, 167.5938, 1307.477, 1.169625e-08, 1279.558, 1437.472, 1607.882, 2742.049, 1383.878, 1601.562
517.8, 401.4899, 124.6173, 7.288712, 383.2697, 0.493204, 469.6135, 1.570643e-05, 323.7195, 711.7791, 419.4327, 124.4883, 818.9948, 81.96762, 0.02275338, 0.01414994, 0.02133087, 569.4974, 24.62401, 180.6276, 623.0397, 470.0217, 656.9956, 503.219, 985.3069, 312.9323, 413.1688, 20.42136, 1247.546, 453.837, 20.62929, 1567.314, 342.6544, 0.02011715, 1907.195, 1955.051, 1743.351, 350.0368, 440.6678, 0.01140973, 460.3511, 440.6408, 758.6738, 285.9629, 3193.949, 131.2248, 313.2014, 714.2145, 931.6184, 601.392, 0.04566453, 373.5033, 943.3101, 3236.629, 263.4342, 628.1786, 42.40911, 744.5709, 977.1973, 1036.507, 2093.01, 830.736, 1280.016, 1616.066, 1124.859, 746.9144, 159.8941, 1303.463, 1.113806e-08, 1334.483, 1391.463, 1619.891, 2654.938, 1392.744, 1598.356
