 , C000, C001, C002, C003, C006, C008, C011, C012, C015, C016, C018, C020, C021, C022, C023, C024, C025, C033, C034, C035, C036, C038, C040, C042, C045, C046, C047, C051, C052, C053, C056, C059, C061, C066, C067, C070, C072, C073, C076, C077, C079, C081, C083, C089, C092, C093, C098, C099, C100, C103
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
318.4, 258.9133, 343.0909, 195.385, 720.8828, 401.9335, 157.4353, 2191.737, 615.0426, 314.9131, 45.25871, 1701.388, 276.9224, 380.3873, 300.3885, 1413.504, 965.2321, 1048.44, 325.8637, 408.1999, 69.67343, 454.24, 1796.91, 959.2049, 340.4279, 367.1454, 1379.032, 1109.774, 655.8563, 21.28584, 274.8896, 2.864076, 356.4791, 310.2569, 925.9106, 537.1133, 751.5188, 422.7638, 316.2572, 962.0529, 641.7235, 1302.796, 281.6472, 731.7815, 597.6194, 19.41875, 2051.195, 611.4487, 141.4975, 784.5747, 2378.763
318.5, 246.6603, 346.9044, 186.0782, 732.2003, 443.5292, 198.779, 2115.194, 756.8167, 301.6006, 43.3325, 1770.074, 264.3896, 522.493, 285.9695, 1578.319, 941.6872, 1152.689, 311.0058, 391.3893, 65.96832, 434.3191, 1915.032, 912.8692, 325.2639, 389.4521, 1318.396, 1160.159, 627.274, 20.26997, 263.2732, 2.737207, 341.0942, 292.481, 886.741, 572.4764, 717.9584, 403.1259, 300.473, 1076.094, 613.5513, 1394.753, 268.1738, 772.2155, 689.8385, 18.62114, 2063.477, 670.3404, 134.5244, 749.2256, 2458.869
318.6, 234.9872, 350.2588, 177.2147, 929.4712, 465.1294, 247.5367, 2064.944, 749.5981, 288.851, 41.48828, 1740.513, 252.424, 499.0127, 272.2427, 1509.676, 900.5918, 1102.371, 337.5506, 375.2711, 62.46023, 445.3126, 1843.396, 934.8542, 310.7753, 372.1541, 1361.117, 1141.868, 599.9373, 19.30257, 252.1477, 2.615958, 326.3733, 275.7235, 925.7654, 547.2413, 685.8967, 384.4001, 285.4765, 1027.371, 586.6158, 1361.153, 255.345, 804.545, 790.5103, 17.85629, 2036.217, 682.9879, 127.895, 871.7931, 2527.722
318.7, 223.8665, 335.5528, 168.7733, 975.0986, 442.4598, 236.5644, 2005.173, 761.2305, 276.6403, 39.72254, 1654.964, 240.9999, 476.5876, 259.1747, 1488.791, 1028.598, 1116.926, 454.4544, 359.8166, 59.1387, 461.1697, 1755.744, 935.4194, 296.9321, 445.1589, 1528.294, 1214.746, 573.7919, 18.38135, 241.4923, 2.50008, 385.2746, 259.9262, 892.6765, 523.1185, 723.7247, 366.5442, 417.7196, 1018.324, 560.8628, 1343.951, 243.1299, 770.217, 744.7462, 17.12286, 2050.709, 648.1086, 121.5922, 913.6224, 2585.088
318.8, 213.2721, 321.4642, 160.7341, 929.3268, 420.8951, 226.0785, 2015.148, 811.7144, 264.9458, 38.03195, 1680.922, 230.0928, 455.1703, 246.734, 1424.041, 983.7097, 1084.166, 467.9696, 401.7788, 55.9938, 440.9449, 1672.26, 890.2327, 283.7055, 468.2292, 1461.095, 1158.718, 548.7859, 17.5041, 231.2872, 2.389334, 368.647, 245.0339, 854.9128, 500.0591, 691.4055, 349.5178, 396.8714, 972.2165, 536.2404, 1362.344, 231.4991, 737.3537, 701.6314, 16.41956, 1990.014, 615.0106, 115.6001, 872.4591, 2598.725
318.9, 203.1791, 307.9672, 153.0778, 885.7037, 400.3813, 298.6943, 1926.207, 892.1562, 253.7456, 36.41331, 1742.312, 219.6794, 434.7155, 234.8905, 1362.107, 940.7804, 1189.826, 446.6323, 481.6831, 53.01615, 454.5747, 1867.908, 1002.767, 271.0681, 467.0267, 1467.58, 1263.949, 524.8698, 16.6687, 221.5133, 2.283495, 352.737, 230.9949, 823.4776, 478.0162, 769.9478, 333.2822, 377.0638, 928.1968, 512.699, 1388.481, 220.4247, 820.5471, 697.0566, 15.74514, 1957.556, 583.6029, 109.9033, 889.3057, 2618.114
319, 193.5637, 295.0368, 270.7158, 864.0021, 380.8674, 285.4544, 1950.187, 852.2427, 295.308, 34.86356, 1686.005, 209.7373, 415.1799, 223.6155, 1445.632, 899.7245, 1137.887, 431.4581, 461.8463, 50.19684, 434.6391, 1779.09, 999.2133, 258.9937, 517.0868, 1403.05, 1205.652, 501.9958, 15.87319, 212.1525, 2.182344, 337.5136, 217.7603, 864.665, 456.945, 735.5643, 317.8008, 358.2448, 944.0251, 490.191, 1374.333, 209.8801, 870.0147, 656.7026, 15.09843, 2091.045, 833.9173, 104.4872, 849.238, 2577.721
319.1, 184.4033, 282.6494, 257.8207, 1101.234, 362.3046, 272.8014, 2047.699, 814.1149, 282.8243, 33.37977, 1653.61, 200.2451, 396.5222, 212.8817, 1382.759, 891.4655, 1146.957, 456.5064, 646.1279, 47.52745, 415.5778, 1746.601, 1064.782, 247.4571, 494.1198, 1341.358, 1150.044, 480.1188, 15.11563, 203.1873, 2.085673, 409.2113, 205.2839, 900.271, 436.8026, 837.7524, 303.0385, 441.2118, 948.3652, 468.6712, 1312.889, 199.84, 832.8932, 718.0522, 14.47827, 2180.658, 791.3303, 99.33804, 903.8881, 2478.481
319.2, 175.6765, 270.782, 245.5399, 1049.542, 409.119, 312.5854, 1957.322, 805.6465, 380.019, 31.95913, 1572.333, 191.1825, 378.7029, 202.6632, 1423.432, 939.15, 1155.133, 435.6917, 619.5189, 45.00002, 484.3471, 1663.551, 1013.346, 236.4343, 472.1729, 1360.087, 1244.149, 459.1951, 14.39423, 194.6009, 1.993285, 391.5506, 193.5223, 862.186, 417.548, 800.3411, 288.962, 419.1912, 905.4255, 448.0961, 1388.446, 190.2801, 797.3557, 676.4828, 13.88359, 2088.309, 750.9182, 94.44261, 863.1634, 2534.99
319.3, 167.3627, 259.4129, 233.844, 1000.276, 389.1792, 298.7297, 1921.847, 769.6033, 363.9544, 30.59895, 1495.05, 182.53, 361.6844, 192.9351, 1498.82, 898.1653, 1104.708, 415.8262, 594.0058, 42.607, 480.701, 1733.231, 964.3954, 225.9026, 451.2007, 1300.283, 1299.825, 439.1833, 13.70726, 186.3773, 1.904989, 374.6521, 182.4346, 825.7122, 399.1423, 764.6004, 275.5393, 398.2696, 864.4299, 428.4243, 1326.372, 181.1775, 819.3686, 637.3199, 13.31334, 2134.85, 712.5699, 89.78844, 824.2736, 2542.131
319.4, 159.4423, 248.5211, 222.7052, 1071.322, 455.4579, 285.4882, 1899.526, 765.8632, 348.5688, 29.29666, 1421.566, 174.2692, 345.4308, 183.674, 1460.035, 858.9692, 1056.484, 396.8664, 569.5433, 40.34123, 459.6196, 1742.442, 917.809, 215.84, 431.1601, 1277.296, 1239.873, 420.0436, 13.05308, 178.5013, 1.820605, 358.483, 171.9822, 851.5711, 381.5478, 730.4558, 262.7401, 378.3922, 864.3336, 465.5807, 1267.073, 172.5104, 784.4081, 664.0546, 12.7665, 2173.657, 676.1799, 85.36362, 787.1359, 2538.042
319.5, 151.8968, 238.0867, 212.0971, 1021.033, 433.2596, 272.8337, 2062.142, 868.071, 333.8336, 28.0498, 1351.694, 166.3822, 329.9075, 174.8575, 1456.194, 975.2356, 1074.545, 378.7711, 546.0883, 38.19595, 497.4758, 1670.228, 910.376, 206.2256, 412.0096, 1328.815, 1201.171, 401.7381, 12.43011, 170.9581, 1.739958, 343.0116, 162.1286, 815.5464, 471.725, 697.836, 250.5355, 359.5068, 1027.509, 616.9196, 1453.771, 164.2579, 750.9393, 669.7971, 12.24213, 2142.903, 641.6484, 81.15687, 1024.78, 2493.137
319.6, 144.7083, 228.0903, 201.9942, 973.1055, 412.1433, 260.7401, 2012.719, 829.2351, 319.7214, 26.856, 1406.783, 158.8522, 315.0818, 166.4641, 1392.862, 932.6761, 1027.638, 361.5009, 523.5992, 36.16475, 513.6946, 1716.149, 969.5734, 197.0395, 393.7097, 1311.504, 1211.365, 384.2303, 11.83688, 163.7337, 1.662884, 328.208, 152.8396, 781.0457, 450.9311, 705.4504, 238.8978, 341.5641, 980.986, 589.8362, 1388.776, 156.4002, 718.8985, 631.0212, 11.7393, 2260.47, 608.8803, 77.15742, 978.6083, 2386.151
319.7, 137.86, 283.4496, 192.3725, 927.4273, 392.0561, 317.1281, 1951.026, 823.9533, 368.9583, 25.71301, 1424.261, 151.6629, 300.9224, 158.4736, 1362.691, 906.8257, 1071.844, 345.0181, 502.0363, 34.24157, 491.1663, 1634.547, 922.7369, 188.2625, 376.2227, 1253.837, 1226.361, 367.4854, 11.27196, 156.8145, 1.589224, 314.0433, 144.0828, 748.0044, 431.0538, 673.9472, 227.8007, 324.5168, 936.5692, 563.9419, 1326.687, 148.9184, 765.5333, 594.4902, 11.25712, 2243.417, 577.7856, 73.35506, 934.517, 2345.577
319.8, 131.3358, 271.5486, 183.2092, 938.3705, 372.948, 303.0711, 1915.249, 858.3035, 383.3844, 24.61867, 1354.257, 144.799, 287.3993, 150.8667, 1390.57, 867.2516, 1085.064, 329.2868, 588.9166, 32.42067, 469.6259, 1683.12, 951.862, 179.8766, 359.5123, 1239.963, 1169.798, 351.4704, 10.734, 150.1878, 1.518826, 374.7338, 135.8277, 716.3609, 412.0527, 643.8509, 217.219, 308.3203, 894.1636, 539.1843, 1267.374, 141.7945, 732.8698, 612.6754, 10.79474, 2200.479, 548.2789, 69.74009, 892.4124, 2399.945
319.9, 125.1204, 260.1474, 174.4824, 942.3201, 354.7711, 289.6372, 1861.045, 819.9045, 367.1775, 23.5709, 1287.693, 138.2458, 274.4839, 143.625, 1380.676, 966.7801, 1037.698, 314.2728, 564.6637, 30.69659, 510.0795, 1702.515, 905.881, 171.8641, 431.4353, 1185.442, 1115.843, 336.1532, 10.22172, 143.8411, 1.451548, 358.5611, 128.0456, 702.0622, 393.8891, 653.4294, 207.1289, 344.3131, 853.6779, 515.5137, 1210.713, 484.4211, 701.5999, 577.2065, 10.35136, 2167.927, 520.2791, 66.30327, 852.2047, 2357.619
320, 119.1991, 330.8779, 166.1712, 898.087, 337.4802, 276.7987, 1886.363, 783.2234, 351.6556, 22.56772, 1245.361, 131.9891, 373.2668, 136.7308, 1320.628, 947.4383, 992.3992, 396.9648, 541.4096, 29.0642, 487.7097, 1621.561, 862.1212, 164.2086, 412.2726, 1133.317, 1101.332, 321.5036, 9.733884, 137.7626, 1.387249, 343.0864, 120.7093, 820.7589, 376.5262, 672.5692, 197.5075, 332.3363, 815.0254, 492.8821, 1235.789, 461.2475, 671.6643, 599.8329, 9.926188, 2076.117, 493.7092, 63.03581, 813.8086, 2269.901
320.1, 239.835, 316.9856, 158.2559, 914.195, 321.032, 264.5293, 1803.106, 848.106, 336.79, 21.60724, 1184.15, 126.0156, 356.4926, 130.1676, 1263.192, 906.0919, 949.0782, 378.865, 519.1132, 27.51861, 466.3209, 1627.922, 820.4753, 156.8941, 471.7477, 1266.099, 1122.619, 307.4924, 9.269331, 131.9409, 1.325798, 432.3766, 113.7934, 786.0376, 359.9287, 658.8488, 188.333, 315.7496, 778.1229, 471.2442, 1180.539, 439.1825, 670.9716, 565.1075, 9.518479, 2179.34, 468.4962, 59.92938, 777.1424, 2262.489
320.2, 331.5676, 303.6765, 150.7177, 916.7596, 305.3854, 252.8038, 1735.119, 877.6263, 322.5527, 20.68764, 1208.715, 176.3346, 364.7749, 123.9194, 1330.729, 903.5836, 983.8954, 361.5904, 497.735, 26.05522, 445.8702, 1604.857, 780.8411, 297.8092, 450.7945, 1210.429, 1121.779, 294.0919, 8.826948, 126.3653, 1.26707, 413.7162, 107.2737, 752.7852, 344.0629, 629.4268, 179.5847, 397.2898, 742.8914, 450.5561, 1252.002, 418.1731, 666.0944, 532.3923, 9.127517, 2220.28, 444.5707, 56.97603, 742.1282, 2321.134
320.3, 315.8763, 290.9263, 143.5385, 873.7263, 290.5014, 241.598, 1746.092, 906.0188, 308.9174, 19.80718, 1157.149, 168.3542, 362.4565, 117.9711, 1300.751, 890.0833, 1066.969, 345.1035, 477.2372, 24.66965, 464.5336, 1659.183, 799.9819, 300.9928, 430.7719, 1157.206, 1137.696, 281.2753, 8.405679, 121.0253, 1.210943, 427.155, 101.1275, 740.5724, 328.8964, 681.4424, 171.2427, 621.6324, 709.255, 430.7763, 1332.316, 398.1686, 725.8865, 574.5266, 8.752613, 2163.19, 421.8671, 54.16823, 708.6917, 2221.529
320.4, 300.9276, 278.7115, 136.7013, 1003.573, 317.8985, 230.8889, 1777.75, 865.4851, 343.8858, 18.96418, 1153.124, 160.7349, 470.9788, 112.3084, 1326.67, 851.2399, 1020.393, 329.3684, 457.5835, 23.35776, 444.1613, 1593.974, 821.3564, 287.5854, 411.6387, 1106.323, 1085.222, 269.0172, 8.004515, 115.9109, 1.157302, 408.7199, 95.33353, 716.7132, 314.3984, 651.0114, 163.2883, 606.614, 677.1416, 411.8648, 1272.751, 379.1212, 694.9147, 541.2662, 8.393108, 2159.572, 400.3229, 51.49879, 676.7615, 2232.18
320.5, 286.6862, 267.0094, 157.887, 956.4646, 302.4047, 220.6546, 1699.286, 826.7648, 329.3486, 18.15707, 1096.446, 153.4604, 449.8136, 106.9174, 1326.265, 913.01, 1071.808, 314.3507, 438.7392, 22.11563, 450.2954, 1609.239, 781.6797, 345.3531, 485.5633, 1166.681, 1035.168, 257.2934, 7.622496, 111.0127, 1.106038, 391.0804, 89.87148, 725.9412, 300.5395, 621.9393, 155.7033, 658.2681, 677.096, 393.7836, 1276.493, 360.9849, 665.2643, 509.9312, 8.048369, 2223.678, 379.879, 48.96091, 646.27, 2136.393
320.6, 273.1189, 255.7987, 150.3663, 1017.169, 287.666, 210.8738, 1703.361, 871.2366, 315.426, 17.38431, 1042.554, 146.5152, 480.6176, 101.7853, 1268.584, 873.1661, 1025.02, 300.0177, 420.671, 20.93956, 461.485, 1618.521, 743.9196, 329.9697, 463.9965, 1115.381, 1185.497, 246.0805, 7.258709, 106.3215, 1.057044, 374.2023, 84.72237, 695.2311, 365.0768, 594.1655, 148.4707, 660.1586, 646.4387, 376.4962, 1283.493, 343.7162, 679.9876, 480.4103, 7.717791, 2408.148, 360.4791, 46.5481, 617.1523, 2163.849
320.7, 260.1937, 245.0587, 217.7323, 1013.973, 302.0696, 201.5266, 1669.538, 888.2458, 302.0919, 16.64443, 1019.366, 139.8843, 486.1147, 96.89948, 1305.695, 835.0609, 980.2753, 286.3383, 403.3469, 19.82603, 502.424, 1541.562, 707.9836, 315.2715, 443.3875, 1066.338, 1162.715, 235.3563, 6.912285, 101.8285, 1.010221, 358.0525, 79.86827, 706.3178, 348.984, 567.632, 141.574, 627.2104, 683.2581, 359.9676, 1226.111, 327.2737, 650.9742, 452.5985, 7.40079, 2338.557, 342.0699, 44.25418, 589.3465, 2091.699
320.8, 247.8801, 234.7696, 207.361, 998.361, 317.4769, 192.5938, 1708.318, 848.5073, 289.3214, 15.93605, 969.2623, 133.5535, 464.2693, 92.2482, 1248.908, 882.6895, 937.4835, 273.2825, 386.7362, 18.77171, 480.3899, 1468.262, 673.7835, 353.7118, 499.7544, 1141.234, 1146.859, 225.0994, 6.582394, 97.52538, 0.9654711, 342.5998, 75.29229, 784.7522, 333.6006, 542.2833, 134.9977, 595.9067, 809.3141, 344.1647, 1171.294, 311.6176, 696.0908, 519.6132, 7.096809, 2393.775, 324.6009, 42.07332, 562.7935, 2016.066
320.9, 236.1492, 224.9126, 197.4837, 1009.333, 368.1149, 184.0568, 1647.674, 810.5466, 315.6528, 15.25781, 921.6216, 127.5092, 443.4056, 87.82018, 1290.397, 960.463, 896.5598, 260.8221, 458.2334, 17.77347, 459.3221, 1506.693, 641.2355, 337.9561, 477.5572, 1134.283, 1111.444, 215.2896, 6.268246, 93.40411, 0.922704, 327.8139, 70.97849, 751.5541, 318.8952, 518.0667, 128.7269, 566.1654, 772.6703, 329.0556, 1247.236, 296.7106, 666.3902, 489.5318, 6.805315, 2410.774, 308.024, 39.99993, 537.4368, 2026.235
321, 306.6516, 215.4693, 188.0769, 973.3329, 350.1736, 175.8983, 1639.889, 816.2506, 302.3091, 14.60844, 876.3224, 121.7384, 596.3512, 83.60471, 1357.432, 918.5482, 950.8515, 248.9298, 439.3624, 16.8283, 439.1783, 1638.016, 695.8198, 322.9021, 456.3459, 1177.531, 1060.181, 205.9072, 5.969092, 89.45699, 0.8818313, 313.6662, 66.91183, 719.7605, 304.8381, 494.9315, 122.7474, 537.9084, 788.8499, 314.6097, 1191.475, 282.5166, 637.9569, 461.1918, 6.525793, 2395.673, 292.2937, 38.02871, 513.2225, 1979.187
321.1, 292.1394, 249.6789, 259.3364, 1090.342, 333.1068, 168.1015, 1567.51, 794.317, 323.8168, 13.9867, 905.0045, 116.2288, 569.5519, 79.59159, 1382.292, 949.8889, 909.3442, 237.5797, 421.2685, 15.9334, 419.9179, 1560.129, 662.2073, 308.5188, 436.0768, 1125.755, 1120.37, 196.9337, 5.684215, 85.67667, 0.8427692, 335.808, 63.07818, 689.3118, 364.998, 472.8294, 117.0456, 511.0618, 753.1326, 300.7981, 1203.31, 269.0017, 652.8975, 434.4926, 6.257752, 2433.864, 277.3666, 36.15464, 490.0993, 1894.256
321.2, 310.5614, 239.1958, 246.9834, 1039.16, 316.8717, 160.6502, 1525.904, 808.7701, 310.128, 13.39143, 860.5222, 110.9686, 543.9568, 75.7711, 1322.174, 908.4355, 924.7336, 226.7471, 403.9197, 15.08609, 456.121, 1546.362, 630.2185, 294.7761, 463.7577, 1076.255, 1144.883, 188.3513, 5.412933, 82.0561, 0.8054374, 321.3153, 59.46417, 660.1513, 348.9087, 451.7144, 111.6087, 485.555, 734.0755, 287.5928, 1149.513, 256.1333, 625.0399, 409.339, 6.000721, 2330.791, 263.2019, 34.37292, 468.0178, 1999.948
321.3, 433.4175, 229.1529, 235.2187, 990.3815, 301.4279, 153.5292, 1556.958, 772.5872, 297.0179, 12.82149, 882.2019, 133.9974, 519.512, 399.4857, 1340.468, 1007.366, 959.7913, 216.4085, 475.2897, 14.28384, 452.566, 1606.766, 599.775, 326.3728, 489.9931, 1028.932, 1121.385, 180.1429, 5.154599, 78.58853, 0.7697592, 324.5715, 56.05722, 650.6157, 333.5286, 431.5422, 106.4243, 592.1807, 779.9681, 423.3831, 1181.364, 243.8804, 598.371, 385.6415, 5.754247, 2355.546, 249.7605, 32.67901, 446.9313, 1914.126
321.4, 412.9062, 219.5317, 224.0145, 943.8923, 286.7368, 146.7239, 1519.504, 785.2222, 284.4619, 12.27581, 980.5328, 127.933, 496.1657, 380.31, 1429.954, 995.8184, 963.5012, 206.5413, 455.7162, 13.52425, 473.4473, 1593.997, 570.802, 311.8348, 468.2295, 983.6895, 1085.548, 172.2923, 4.908594, 75.26749, 0.7356615, 385.8998, 52.84547, 623.0921, 318.8264, 514.8583, 101.4807, 562.6253, 751.1611, 404.7962, 1224.506, 232.2138, 645.7609, 363.316, 5.517897, 2368.201, 237.0056, 31.06857, 426.7948, 1831.987
321.5, 393.3655, 210.3144, 213.3439, 971.5097, 272.7618, 140.2202, 1542.563, 750.0928, 272.4368, 11.75335, 999.91, 122.1431, 473.8686, 362.0547, 1400.276, 952.3607, 921.4417, 197.1239, 436.9489, 12.80505, 452.684, 1518.204, 543.2286, 382.3018, 535.046, 940.4365, 1069.277, 164.7838, 4.67433, 72.0868, 0.7030742, 369.2452, 49.81773, 596.7329, 304.7723, 538.6901, 96.76683, 534.545, 717.1503, 387.0253, 1260.511, 221.1052, 642.7137, 438.0815, 5.291255, 2267.909, 224.9021, 29.5375, 407.5655, 1938.6
321.6, 374.7496, 219.4468, 203.1817, 925.9064, 259.4678, 134.0048, 1498.766, 821.9177, 260.92, 11.25313, 950.7629, 116.6152, 452.5735, 344.6756, 1395.435, 910.7994, 911.0666, 188.136, 418.9544, 12.1241, 468.5432, 1546.932, 516.9872, 365.2726, 511.2813, 1010.185, 1019.959, 157.6024, 4.451246, 69.04052, 0.6719304, 425.5001, 46.96347, 571.4888, 291.3378, 514.6339, 92.27188, 507.8661, 684.6794, 370.0345, 1204.156, 210.528, 615.2906, 412.7202, 5.073922, 2171.865, 213.4166, 28.08187, 389.2026, 1885.235
321.7, 357.0147, 210.233, 193.5034, 882.4438, 246.8218, 128.0649, 1469.18, 785.1465, 297.3355, 10.7742, 957.3724, 111.3375, 432.2354, 328.1308, 1334.745, 898.0264, 922.7296, 179.5578, 401.7009, 11.47936, 447.995, 1606.452, 492.0135, 349.0018, 488.5721, 1013.646, 1099.199, 150.7341, 4.238808, 66.12297, 0.6421661, 407.1364, 44.27274, 547.3126, 278.4955, 491.652, 87.98573, 509.674, 665.0356, 353.7897, 1257.913, 200.4569, 625.1899, 388.827, 4.865515, 2192.275, 202.5177, 26.69799, 371.6671, 1856.196
321.8, 340.1191, 201.4062, 184.2862, 841.0213, 234.7921, 122.3883, 1576.676, 857.6313, 284.7662, 10.31565, 930.9423, 106.2986, 511.5735, 312.3802, 1276.695, 911.1159, 882.4498, 171.3708, 385.158, 10.86891, 533.641, 1672.228, 526.4585, 333.4559, 466.8716, 984.2922, 1075.937, 144.1651, 4.03651, 63.32871, 0.6137204, 389.5653, 41.73617, 556.5665, 326.2089, 469.6964, 83.89868, 484.2365, 660.5029, 338.258, 1201.674, 190.8675, 598.5145, 425.5288, 4.665669, 2253.146, 192.1754, 25.3823, 354.9216, 1814.404
321.9, 324.0231, 219.7558, 175.5081, 801.5432, 223.3488, 116.9633, 1567.735, 843.426, 316.1127, 9.876616, 885.1851, 101.4878, 518.4182, 297.3856, 1221.169, 912.9109, 940.6193, 163.5571, 369.2964, 10.29092, 649.5956, 1640.953, 501.0272, 318.6024, 446.135, 1023.702, 1026.311, 137.8823, 3.843866, 60.65253, 0.5865346, 372.7525, 39.34493, 533.0215, 333.5172, 448.7213, 80.00147, 488.3828, 646.7247, 323.4082, 1188.448, 181.7368, 572.9774, 400.8942, 4.474031, 2254.028, 182.3613, 24.13145, 338.9306, 1866.76
