 , C000, C001, C002, C003, C006, C008, C011, C012, C015, C016, C018, C020, C021, C022, C023, C024, C025, C033, C034, C035, C036, C038, C040, C042, C045, C046, C047, C051, C052, C053, C056, C059, C061, C066, C067, C070, C072, C073, C076, C077, C079, C081, C083, C089, C092, C093, C098, C099, C100, C103
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
4.6, 222.5039, 762.5455, 229.0827, 226.1704, 589.3004, 1724.799, 132.3314, 420.1739, 203.7377, 242.6969, 220.2239, 0, 876.0396, 166.1604, 733.7132, 2792.704, 463.7845, 626.1482, 1202.156, 616.932, 448.1426, 456.9744, 364.9019, 501.2597, 1232.745, 635.9067, 478.7662, 861.907, 784.9695, 13.35727, 1420.628, 955.1425, 926.3663, 1723.758, 134.8403, 738.4941, 282.5611, 784.1727, 1360.798, 138.4971, 1.907349e-06, 612.347, 917.1083, 496.8703, 4125.378, 2038.85, 1227.637, 630.0276, 1376.182, 209.0901
4.7, 211.974, 730.5291, 218.1707, 215.5539, 560.5789, 1720.932, 126.4908, 401.376, 195.1251, 232.3677, 209.3996, 0, 910.2914, 158.1845, 777.6163, 2900.151, 443.539, 623.9624, 1164.371, 591.1754, 428.4891, 435.2456, 347.2748, 478.9316, 1259.502, 607.9457, 456.6841, 824.345, 747.5065, 12.79281, 1555.674, 967.2023, 899.3366, 1748.566, 128.8965, 875.7874, 304.3542, 801.5559, 1299.184, 132.417, 1.907349e-06, 583.0537, 941.928, 538.6243, 4028.4, 2128.255, 1386.693, 598.9796, 1397.904, 200.1176
4.8, 280.4978, 904.6224, 207.7785, 240.2683, 712.29, 1780.328, 120.908, 383.4192, 186.8765, 222.4782, 199.1073, 0, 869.3839, 150.5915, 803.4336, 2773.588, 424.1773, 652.8159, 1130.651, 711.0786, 409.6974, 414.55, 330.4992, 476.5862, 1203.56, 581.2142, 435.6206, 848.1707, 770.2953, 12.2522, 1486.763, 925.4598, 847.8099, 1690.134, 196.4463, 836.6776, 290.2165, 769.8478, 1336.554, 126.6037, 1.907349e-06, 555.1617, 901.7382, 507.4423, 4106.463, 2177.616, 1375.124, 686.2103, 1334.921, 191.5302
4.9, 267.2234, 866.6407, 197.8813, 228.99, 677.5742, 1740.704, 115.5715, 553.2178, 208.7782, 213.0095, 189.3209, 0, 852.9024, 143.3629, 779.5751, 2817.265, 727.8754, 623.0505, 1111.907, 673.2646, 431.0725, 573.7358, 362.377, 484.5403, 1319.702, 555.6581, 553.6371, 902.1971, 764.8986, 11.73444, 1574.556, 997.7766, 861.4149, 1785.903, 187.7868, 799.3141, 276.7355, 789.6799, 1276.038, 121.0457, 1.907349e-06, 528.6041, 910.2863, 478.0655, 4259.737, 2407.582, 1338.603, 652.3936, 1274.776, 183.3112
5, 365.207, 889.9768, 188.4556, 334.0008, 827.6395, 1663.546, 110.4707, 528.4678, 321.2952, 295.4408, 180.0154, 0, 861.4797, 136.4814, 916.9172, 2709.447, 696.1016, 594.6422, 1214.035, 637.4615, 412.1676, 546.455, 344.8719, 462.9569, 1261.086, 531.2256, 528.1017, 862.8792, 728.3934, 11.23856, 1504.809, 954.7147, 1011.972, 1728.317, 179.5091, 799.5618, 291.667, 750.2675, 1392.225, 115.7317, 1.907349e-06, 626.1971, 915.3013, 477.9694, 4378.678, 2347.304, 1325.678, 620.2433, 1391.431, 175.445
5.1, 347.9237, 937.587, 179.4788, 366.4552, 878.4745, 1589.807, 105.5949, 504.825, 339.1719, 282.8669, 380.5771, 0, 989.4597, 129.9301, 877.039, 2727.578, 665.7148, 616.0256, 1189.74, 603.5624, 474.431, 520.4715, 368.3959, 530.416, 1205.074, 624.6616, 503.7442, 853.2574, 737.9631, 10.76364, 1438.151, 1043.666, 953.9918, 1723.76, 304.4802, 763.8559, 309.6179, 734.0712, 1361.507, 110.651, 1.907349e-06, 648.2975, 966.1017, 520.6052, 4404.758, 2429.602, 1302.036, 589.6774, 1382.093, 167.9163
5.2, 331.4583, 898.2214, 170.9297, 356.1807, 926.1197, 1646.956, 100.9344, 521.292, 324.834, 402.6834, 380.7194, 0, 980.7378, 123.6933, 976.8792, 2709.156, 636.6546, 648.4545, 1219.235, 571.4661, 453.6246, 521.5298, 407.8147, 526.1631, 1266.666, 597.1951, 480.5101, 816.0724, 764.743, 10.30878, 1440.538, 1094.369, 942.5329, 1767.148, 291.0585, 729.7446, 295.2358, 742.2366, 1449.115, 105.7933, 1.907349e-06, 617.2845, 924.8804, 534.7166, 4378.275, 2326.71, 1281.989, 721.4289, 1319.823, 160.7106
5.3, 315.7722, 860.5085, 162.7877, 428.3057, 1022.594, 1722.923, 96.4795, 526.3815, 356.6558, 385.5452, 420.1142, 0, 1022.339, 117.7559, 1050.482, 2682.441, 608.8628, 618.8879, 1196.661, 541.0764, 536.2048, 496.7314, 388.1147, 502.7257, 1248.882, 570.9363, 458.3476, 911.8818, 748.0941, 9.873151, 1402.049, 1092.531, 888.5313, 1761.177, 278.2285, 744.9946, 281.5217, 775.9136, 1390.603, 101.1489, 9.536743e-07, 638.6976, 885.418, 503.7607, 4302.582, 2348.669, 1272.852, 685.8765, 1351.082, 153.8142
5.4, 300.8284, 863.3665, 373.8775, 408.2008, 972.7545, 1756.034, 92.22127, 502.8321, 341.5787, 369.1364, 445.1413, 0, 1009.601, 112.1035, 1004.794, 2634.365, 582.2842, 590.6694, 1147.38, 707.6425, 512.6893, 473.1122, 369.3663, 547.5109, 1371.171, 545.832, 504.3407, 872.1419, 750.9729, 9.455926, 1339.943, 1045.379, 837.6237, 1859.035, 336.3731, 711.7255, 392.4968, 737.1882, 1327.64, 96.70836, 9.536743e-07, 686.5606, 873.333, 474.5971, 4257.212, 2349.165, 1290.401, 695.2191, 1363.976, 147.2137
5.5, 350.6792, 874.682, 395.3601, 484.0778, 925.3441, 1805.055, 88.15098, 480.3363, 327.1391, 353.426, 423.2619, 0, 976.934, 106.7224, 961.0944, 2555.935, 556.8659, 563.7375, 1100.128, 670.0112, 490.205, 450.6161, 351.5235, 532.829, 1414.357, 640.6763, 696.0466, 910.1052, 811.5897, 9.056333, 1463.813, 1070.306, 955.3266, 1826.495, 321.5456, 820.7725, 456.5133, 737.2817, 1267.527, 92.46277, 9.536743e-07, 714.1454, 836.0699, 447.1217, 4391.754, 2374.729, 1224.502, 660.9584, 1364.882, 140.8965
5.6, 334.0834, 893.4088, 417.2131, 461.3548, 880.2444, 1725.044, 84.26033, 458.8469, 313.3098, 338.3842, 437.3127, 0, 954.195, 101.5996, 919.2949, 2707.068, 532.5571, 614.8089, 1184.649, 678.1191, 468.7068, 429.1896, 462.0349, 563.8526, 1351.536, 612.5056, 764.0244, 1025.754, 772.8562, 8.673626, 1398.971, 1073.315, 1028.471, 1851.054, 307.3717, 784.1193, 491.7358, 735.4847, 1251.266, 88.40357, 9.536743e-07, 909.7734, 816.1173, 465.5827, 4359.281, 2274.161, 1319.458, 688.2114, 1303.387, 134.8503
5.7, 354.9797, 1015.792, 397.3399, 439.6985, 923.7197, 1748.555, 80.5414, 476.6404, 340.2858, 323.9826, 455.6744, 0, 911.3146, 96.72268, 931.9839, 2588.931, 509.3095, 586.7764, 1175.307, 642.0579, 448.1514, 408.782, 477.3189, 625.7624, 1291.506, 647.4488, 770.8135, 1062.733, 773.2191, 8.307092, 1337.002, 1026.993, 980.2686, 1874.878, 293.8225, 837.734, 491.5988, 698.7771, 1245.21, 84.52257, 1.430511e-06, 866.252, 810.8085, 489.3769, 4497.044, 2437.497, 1323.013, 701.926, 1381.535, 129.0636
5.8, 338.1804, 995.1418, 378.4133, 485.3687, 878.6992, 1686.675, 76.98662, 455.3163, 325.9008, 310.194, 565.8031, 0, 912.4221, 92.07989, 891.4504, 2579.53, 487.0768, 560.0221, 1219.103, 607.9143, 428.4974, 429.2566, 530.2786, 631.0811, 1234.143, 663.0083, 735.2614, 1034.302, 837.0612, 7.956047, 1326.092, 1125.164, 934.6348, 1840.664, 394.0367, 800.3235, 486.893, 705.1547, 1188.83, 80.81195, 9.536743e-07, 824.8125, 776.2133, 461.0459, 4493.439, 2499.715, 1255.449, 722.985, 1425.094, 123.5252
5.9, 322.1761, 1011.794, 360.3882, 530.1282, 936.085, 1632.412, 73.58872, 493.2669, 312.1238, 296.9921, 537.993, 0, 871.4189, 87.65995, 852.6799, 2538.72, 465.8145, 534.4876, 1345.21, 603.8637, 409.7054, 444.7141, 504.6628, 672.0166, 1179.327, 704.7217, 713.7047, 989.2274, 893.2478, 7.619836, 1407.764, 1141.967, 897.9523, 1901.594, 430.2427, 764.5836, 464.2762, 669.9609, 1135.003, 77.26423, 9.536743e-07, 785.3554, 838.948, 492.576, 4469.093, 2393.854, 1379.203, 753.7833, 1409.069, 118.2245
6, 306.9293, 969.313, 343.2217, 505.2437, 962.2579, 1679.552, 70.3408, 471.199, 298.9293, 380.4971, 511.5499, 0, 832.2583, 83.45218, 815.5956, 2689.328, 445.4804, 510.1174, 1289.812, 571.7513, 391.7376, 423.5683, 699.695, 682.3677, 1297.159, 673.7349, 712.134, 1070.348, 850.6172, 7.297833, 1406.428, 1092.682, 1001.841, 1872.55, 411.2773, 963.2098, 506.6866, 636.5235, 1083.612, 73.87225, 9.536743e-07, 839.239, 998.4742, 464.0598, 4339.476, 2292.475, 1395.065, 806.4833, 1429.959, 113.1512
6.1, 292.4039, 1010.404, 341.0019, 481.5273, 974.2856, 1861.761, 67.23622, 561.1011, 378.3891, 486.9808, 486.4064, 0, 856.119, 79.44638, 869.8882, 2785.504, 426.034, 486.8583, 1297.04, 722.0918, 419.3565, 403.428, 665.8953, 651.9723, 1239.544, 736.1742, 762.0614, 1095.226, 810.0211, 6.989438, 1391.819, 1120.131, 1014.409, 1793.334, 393.1479, 965.6094, 525.0182, 604.755, 1034.549, 70.6292, 4.768372e-07, 946.1627, 955.8716, 437.1945, 4359.933, 2357.324, 1510.481, 831.9553, 1388.046, 300.5095
6.2, 313.3661, 967.981, 427.2383, 458.9241, 947.8703, 1779.236, 64.26867, 535.9985, 362.3933, 571.2252, 462.4988, 0, 817.646, 75.63286, 832.0554, 2967.993, 407.4364, 464.6598, 1243.625, 683.6922, 423.8008, 408.8121, 633.7283, 622.9308, 1184.488, 890.5342, 790.8043, 1047.496, 823.428, 6.694075, 1454.29, 1109.412, 1030.78, 1769.271, 375.8177, 1073.517, 500.6304, 684.4754, 987.7069, 67.5285, 9.536743e-07, 900.9005, 915.0869, 558.481, 4476.742, 2348.458, 1433.343, 790.9561, 1491.575, 287.614
6.3, 406.2108, 957.0415, 406.8875, 437.3819, 901.6727, 1700.37, 114.8846, 666.7538, 347.0737, 546.9139, 439.7663, 0, 872.7653, 72.0024, 839.4312, 3365.926, 389.6506, 524.0759, 1393.688, 689.1917, 432.1316, 477.9688, 603.1152, 595.183, 1230.952, 922.6416, 754.3301, 1001.846, 784.1296, 6.411193, 1425.003, 1061.533, 1034.26, 1858.457, 359.2515, 1025.577, 477.3755, 650.3137, 942.9858, 64.56395, 9.536743e-07, 857.8035, 912.636, 526.1495, 4454.591, 2374.45, 1406.261, 751.9774, 1424.372, 275.2719
6.4, 386.9871, 916.859, 387.5061, 416.8509, 857.7267, 1771.944, 109.814, 636.9244, 475.6632, 523.6373, 449.1454, 0, 833.5443, 68.54621, 880.1826, 3524.448, 372.6413, 602.1118, 1497.257, 652.5416, 413.1802, 455.2418, 573.9809, 645.3087, 1176.278, 938.7189, 719.5383, 1142.109, 746.7067, 6.140265, 1541.691, 1250.91, 975.0034, 1840.156, 382.5817, 979.7781, 455.2007, 708.2286, 900.2897, 61.72953, 4.768372e-07, 909.1121, 1048.257, 495.6897, 4539.232, 2350.786, 1545.555, 769.6095, 1431.667, 325.5556
6.5, 368.673, 1050.865, 418.8361, 397.2837, 815.9225, 1851.628, 104.9673, 608.4296, 455.5554, 580.181, 427.0692, 0, 865.8767, 65.25592, 841.9021, 3401.611, 356.3745, 586.3189, 1558.933, 687.6223, 418.7114, 487.7984, 546.254, 616.564, 1124.032, 897.4433, 686.3511, 1110.245, 711.0698, 5.880787, 1568.897, 1196.924, 919.1414, 1762.311, 365.7173, 936.0243, 434.056, 731.669, 859.5267, 59.01955, 9.536743e-07, 865.6223, 1147.678, 466.9933, 4535.792, 2347.014, 1511.98, 731.6828, 1447.136, 311.5854
6.6, 477.6241, 1006.743, 450.9094, 557.9559, 817.5362, 1769.553, 100.3344, 833.5333, 507.595, 674.2368, 459.1982, 0, 826.9652, 447.2112, 805.2865, 3478.067, 340.8177, 559.5854, 1525.517, 731.0314, 400.3486, 605.4888, 647.6868, 826.0866, 1195.599, 857.9825, 709.1467, 1061.861, 800.66, 186.3871, 1707.685, 1287.916, 904.6924, 1737.771, 349.5962, 1365.654, 558.5164, 703.9142, 820.6093, 56.42853, 9.536743e-07, 824.213, 1098.71, 541.2455, 4747.515, 2247.619, 1585.379, 899.9684, 1555.206, 298.2146
6.7, 455.0208, 1084.469, 429.4311, 745.0692, 1003.118, 1700.973, 106.0602, 796.2425, 599.7596, 1098.874, 436.6279, 0, 997.9187, 425.7445, 770.2633, 3631.269, 325.9401, 534.0708, 1556.848, 760.4341, 429.0939, 598.3038, 696.3781, 1010.348, 1174.906, 982.4241, 676.4388, 1075.359, 809.0827, 178.5107, 1701.05, 1232.332, 852.8588, 1738.552, 378.6186, 1534.024, 779.9186, 813.8598, 783.454, 311.4273, 4.768372e-07, 784.7845, 1051.83, 820.985, 4732.212, 2215.997, 1724.861, 855.6175, 1707.192, 668.218
6.8, 433.4871, 1038.936, 435.2288, 736.6356, 954.2281, 1751.462, 101.3791, 891.6487, 574.4058, 1143.192, 496.208, 0, 1000.115, 497.5178, 736.7634, 3761.952, 311.7119, 509.7196, 1615.651, 719.9955, 410.2758, 707.0269, 662.7385, 965.3433, 1122.721, 1049.549, 645.2396, 1028.495, 987.2698, 251.8701, 1676.421, 1405.886, 896.9193, 1898.469, 423.4893, 1538.546, 743.6904, 773.2405, 747.9811, 297.7554, 4.768372e-07, 747.2422, 1118.963, 917.9381, 4771.5, 2195.981, 1636.774, 813.4523, 1706.185, 639.5434
6.9, 412.9724, 995.3151, 451.8441, 732.373, 907.7207, 1754.441, 109.6664, 967.7457, 598.9667, 1155.333, 537.2862, 0, 955.1707, 512.9297, 704.7204, 3838.158, 298.1048, 525.8824, 1646.712, 681.7073, 392.2829, 673.4083, 689.0469, 943.691, 1072.854, 1029.499, 615.4792, 1067.016, 972.8278, 241.2264, 1602.161, 1355.716, 845.531, 1818.156, 404.8217, 1469.839, 709.145, 754.2784, 714.1143, 284.6837, 4.768372e-07, 711.4959, 1122.898, 864.7969, 4740.065, 2256.476, 1553.187, 773.365, 1667.08, 634.0797
7, 393.4286, 1000.206, 430.3214, 704.9987, 863.48, 1841.853, 104.8261, 936.8634, 719.3225, 1106.162, 633.1591, 0, 912.2463, 488.3085, 674.071, 3706.143, 285.0917, 501.9045, 1635.514, 645.4553, 375.0791, 641.3882, 655.7616, 941.3845, 1025.202, 1050.061, 587.0916, 1100.684, 926.3992, 231.0325, 1622.061, 1297.207, 797.087, 1770.716, 437.2389, 1404.201, 676.2043, 716.6328, 761.4501, 272.1858, 4.768372e-07, 677.4596, 1094.265, 814.7322, 4680.043, 2225.016, 1473.867, 735.2532, 1740.882, 606.8701
7.1, 374.8098, 958.2109, 409.8237, 671.9057, 821.3954, 1760.211, 100.1995, 945.3987, 688.9143, 1059.084, 725.7119, 0, 871.251, 464.8692, 644.7546, 3668.93, 272.6466, 519.4626, 1626.462, 611.1311, 358.6298, 610.8907, 624.0841, 968.1089, 1084.02, 1003.889, 560.0133, 1052.716, 882.1865, 221.2695, 1596.344, 1284.004, 818.74, 1701.103, 417.9651, 1588.765, 644.7937, 680.8661, 765.3489, 260.2366, 4.768372e-07, 645.0515, 1047.575, 807.8367, 4798.092, 2286.537, 1398.599, 699.0196, 1789.521, 692.5433
7.2, 357.072, 982.2959, 390.3025, 692.0219, 984.7173, 1682.188, 95.77705, 984.3327, 659.7916, 1095.28, 759.4031, 0, 921.5526, 442.5549, 728.2398, 3736.946, 260.7448, 495.7775, 1559.481, 578.6322, 342.9019, 616.9089, 593.9369, 1075.899, 1147.418, 1006.065, 534.1839, 1006.839, 913.1133, 211.9189, 1636.244, 1332.018, 771.831, 1746.144, 399.541, 1517.816, 647.1361, 797.4998, 730.6956, 308.365, 4.768372e-07, 614.1937, 1002.878, 915.8954, 4947.606, 2189.703, 1518.66, 664.5716, 1751.75, 698.6721
7.3, 340.1737, 1001.343, 371.7111, 659.538, 936.7239, 1620.07, 112.6975, 1074.734, 631.9, 1119.722, 768.1465, 0, 908.088, 421.3118, 696.5675, 3767.194, 249.3626, 480.8436, 1571.28, 547.8615, 327.8637, 624.4041, 565.246, 1049.475, 1096.454, 961.8281, 576.2076, 962.9607, 869.5347, 265.7178, 1593.213, 1283.607, 727.6096, 1738.319, 466.9309, 1506.509, 651.9495, 757.697, 775.8434, 452.3701, 4.768372e-07, 584.8121, 1040.712, 937.3411, 4967.907, 2183.957, 1441.104, 631.8212, 1900.203, 779.4536
7.4, 376.232, 959.3, 503.5006, 628.5789, 891.0696, 1654.364, 107.7235, 1073.463, 605.1875, 1168.807, 730.3909, 0, 867.2795, 535.4704, 666.2727, 3761.282, 238.4772, 523.2794, 1531.121, 518.7272, 313.4851, 694.519, 573.7087, 1002.727, 1047.754, 919.5363, 549.6313, 1018.696, 878.6594, 254.489, 1632.445, 1365.399, 824.2112, 1664.781, 446.3483, 1439.233, 621.6656, 730.0342, 772.7834, 432.5106, 4.768372e-07, 556.8361, 1053.524, 1140.289, 4916.745, 2091.467, 1581.548, 600.6848, 1814.59, 746.0056
7.5, 489.8119, 950.3698, 479.5172, 962.8628, 847.6403, 1949.155, 120.29, 1025.438, 579.6042, 1364.468, 896.1114, 0, 913.1732, 610.7863, 722.7845, 3743.292, 228.067, 499.4203, 1478.479, 745.0547, 332.2188, 729.9532, 665.4432, 1102.479, 1124.957, 1130.76, 776.0204, 1033.362, 1033.572, 283.1307, 1686.927, 1387.825, 841.5316, 1781.246, 638.4924, 1704.558, 766.8936, 859.6317, 737.7936, 605.2612, 2.384186e-07, 826.8846, 1122.662, 1074.275, 5091.244, 2123.662, 1636.812, 571.0827, 2029.471, 969.4427
7.6, 466.6317, 1165.057, 518.7656, 1463.229, 806.3278, 2662.955, 212.9786, 1013.507, 555.1024, 1517.754, 852.0662, 174.5613, 1079.436, 581.4679, 691.3495, 3754.322, 218.1113, 476.649, 1466.14, 1187.185, 568.8826, 738.4271, 1123.404, 1115.277, 1074.99, 1252.285, 901.2031, 1386.191, 1106.432, 343.9391, 1708.181, 1327.929, 1078.931, 2048.634, 610.3473, 2138.577, 881.1978, 816.728, 704.3881, 851.0133, 4.768372e-07, 787.3284, 1397.718, 1012.083, 5539.478, 2294.192, 1553.222, 542.9395, 2303.477, 927.8419
7.7, 605.7708, 1184.946, 494.0551, 1558.922, 767.0287, 3196.889, 277.4401, 1129.596, 581.6863, 1453.158, 810.1858, 166.6611, 1265.307, 553.5568, 661.2816, 3695.994, 208.5901, 454.9159, 1467.497, 1213.369, 543.9339, 783.5882, 1399.781, 1065.598, 1027.244, 1343.198, 894.5035, 1542.792, 1236.344, 329.4047, 1715.421, 1315.714, 1017.115, 2303.629, 869.1007, 2563.479, 840.265, 775.9656, 672.4951, 1131.043, 4.768372e-07, 749.6644, 1350.653, 953.492, 5896.223, 2395.673, 1473.901, 516.1832, 2293.887, 1041.306
7.8, 577.1029, 1135.195, 470.5216, 1646.431, 729.645, 3240.085, 265.1949, 1079.06, 579.1317, 1391.312, 770.3639, 159.1184, 1321.529, 526.9855, 721.2787, 3781.843, 199.4846, 434.1738, 1407.062, 1363.075, 571.0107, 746.3292, 1423.5, 1152.642, 981.6174, 1367.197, 1014.01, 1547.662, 1177.339, 315.4846, 1743.75, 1258.931, 958.8401, 2210.425, 908.0863, 2572.4, 801.2336, 737.2376, 739.2147, 1280.291, 4.768372e-07, 961.7543, 1380.301, 898.2926, 5922.617, 2628.255, 1398.631, 490.7455, 2190.536, 996.6213
7.9, 605.655, 1087.532, 448.1091, 1569.146, 694.0834, 3219.882, 253.4902, 1136.525, 656.7421, 1332.098, 732.4994, 151.9171, 1480.359, 501.6896, 878.4465, 3746.615, 190.7765, 414.3775, 1349.116, 1290.589, 620.5351, 710.8418, 1410.648, 1101.299, 938.0176, 1307.081, 967.2415, 1480.214, 1121.15, 302.1527, 1815.111, 1204.598, 1008.35, 2293.079, 930.716, 2457.525, 764.0152, 748.0366, 783.8433, 1224.085, 4.768372e-07, 915.7462, 1448.29, 846.2888, 5935.651, 2659.418, 1365.6, 466.5613, 2091.841, 953.8542
8, 708.1174, 1079.463, 426.7642, 1495.49, 660.2549, 3304.032, 242.3022, 1171.23, 628.9794, 1275.404, 696.4959, 145.0417, 1432.989, 477.6079, 840.2415, 3658.043, 182.4486, 395.4837, 1293.557, 1235.369, 720.9622, 677.0418, 1494.821, 1123.331, 896.3545, 1383.568, 922.6295, 1415.706, 1067.643, 289.3842, 1870.774, 1228.509, 950.5774, 2196.073, 889.6895, 2347.78, 728.5257, 710.7026, 818.1094, 1170.347, 2.384186e-07, 871.939, 1386.495, 797.2955, 5929.917, 2791.373, 1354.616, 443.5689, 1997.593, 912.9224
8.1, 674.606, 1034.141, 406.436, 1425.29, 628.0752, 3320.194, 231.6079, 1118.831, 602.3904, 1221.123, 662.262, 138.4775, 1443.123, 454.6822, 803.6981, 3667.472, 174.4842, 377.4514, 1240.285, 1289.07, 712.1753, 644.849, 1422.612, 1073.293, 856.5419, 1322.733, 973.8831, 1431.322, 1016.689, 277.1552, 1880.448, 1175.49, 923.0396, 2103.17, 850.4714, 2361.278, 694.6848, 675.2318, 868.4927, 1118.967, 4.768372e-07, 830.2275, 1409.984, 751.1385, 5852.02, 2865.824, 1285.438, 421.7096, 1907.592, 873.7469
8.199999999999999, 642.6805, 990.721, 387.0762, 1358.386, 597.4639, 3185.604, 221.3856, 1162.176, 576.9254, 1169.152, 629.7109, 132.2103, 1378.271, 432.8569, 768.7441, 3507.422, 166.8675, 403.9892, 1189.208, 1220.519, 680.9424, 614.1869, 1536.319, 1051.093, 818.4976, 1454.74, 928.9648, 1401.66, 968.1675, 265.4431, 1797.151, 1141.508, 870.1548, 2024.546, 835.2036, 2255.831, 719.7355, 641.5314, 829.1694, 1069.844, 4.768372e-07, 790.5114, 1349.824, 707.6536, 5938.38, 2855.039, 1219.792, 400.9276, 1821.645, 836.2527
8.300000000000001, 612.2659, 949.1245, 368.6385, 1294.623, 568.3445, 3263.078, 211.6145, 1110.182, 624.3235, 1119.393, 598.7596, 126.2268, 1316.333, 412.0793, 735.3102, 3614.178, 159.5833, 393.9477, 1194.868, 1155.614, 666.6104, 584.9828, 1462.105, 1027.712, 782.143, 1390.775, 886.1183, 1444.08, 921.9614, 254.2258, 1717.543, 1092.243, 820.3, 2019.511, 875.4374, 2155.093, 686.3029, 609.5129, 859.5463, 1022.877, 4.768372e-07, 752.6951, 1292.23, 666.6862, 5964.482, 2762.26, 1281.748, 381.1697, 1739.571, 800.3673
8.4, 583.2906, 918.4482, 351.079, 1233.852, 540.6444, 3118.439, 202.2746, 1060.514, 597.9313, 1071.751, 569.3297, 120.5141, 1292, 392.299, 703.3304, 3598.049, 152.617, 375.9855, 1145.661, 1158.937, 738.7089, 557.1672, 1504.955, 1041.718, 747.4032, 1379.189, 845.248, 1416.244, 877.9604, 243.4826, 1830.497, 1045.104, 773.3017, 2112.688, 836.8476, 2058.853, 654.4232, 687.0737, 820.6281, 977.9714, 4.768372e-07, 716.688, 1352.485, 628.0905, 5755.267, 2816.594, 1216.291, 362.3855, 1661.194, 766.0219
8.5, 555.6865, 879.8862, 334.3559, 1190.75, 514.2943, 3071.174, 193.347, 1013.069, 572.6547, 1026.138, 541.3462, 115.0599, 1283.511, 373.4683, 672.7416, 3606.835, 145.9549, 358.8422, 1120.644, 1105.498, 706.3123, 620.483, 1432.256, 995.316, 877.3322, 1318.545, 806.2628, 1432.628, 836.0594, 233.1934, 1851.378, 1039.163, 870.8731, 2051.248, 799.9589, 2077.866, 624.0244, 692.5964, 783.4719, 935.0375, 5.960464e-07, 682.4033, 1515.142, 591.7291, 5673.254, 2820.695, 1335.535, 344.5269, 1586.349, 733.1503
8.6, 529.3889, 929.9368, 318.4294, 1189.717, 489.2285, 2990.794, 184.8134, 967.7458, 630.2093, 982.4655, 514.7382, 109.8526, 1225.831, 355.5414, 737.1408, 3449.432, 139.5835, 432.404, 1202.715, 1053.949, 709.0374, 676.929, 1434.473, 1040.951, 912.0682, 1260.569, 769.0756, 1446.561, 796.1581, 223.339, 1769.368, 1021.529, 820.9772, 2060.159, 764.6962, 2095.26, 595.0376, 658.0294, 747.9982, 941.2266, 5.960464e-07, 753.4166, 1539.618, 557.4728, 5719.869, 2737.9, 1267.331, 327.5485, 1514.876, 701.6893
8.699999999999999, 504.3357, 890.8923, 303.2616, 1133.871, 465.3843, 2858.224, 176.6564, 924.4506, 603.5682, 940.6518, 562.7695, 104.881, 1231.901, 338.475, 705.0814, 3438.491, 133.4903, 412.6884, 1198.113, 1031.911, 677.9421, 644.7416, 1365.179, 1026.954, 904.3441, 1205.141, 777.1736, 1383.52, 758.1612, 213.901, 1733.311, 1090.801, 773.94, 2078.301, 730.9879, 2001.692, 567.3973, 625.1875, 714.1306, 899.9058, 5.960464e-07, 717.3749, 1568.872, 525.1997, 5757.003, 2621.952, 1202.61, 311.4068, 1628.588, 671.5784
8.800000000000001, 480.4682, 853.4872, 288.8163, 1080.646, 442.7023, 2841.096, 168.8595, 1024.568, 578.0534, 900.6177, 644.4839, 100.1343, 1176.541, 322.2278, 674.4163, 3518.058, 127.6631, 503.3282, 1234.518, 1005.086, 648.2106, 673.6013, 1433.083, 981.2094, 964.9987, 1223.201, 741.3282, 1323.226, 721.9777, 204.8619, 1695.533, 1043.725, 757.5984, 1990.381, 698.7655, 1937.801, 541.0409, 593.9847, 681.7964, 919.8056, 5.960464e-07, 683.0574, 1607.743, 494.7949, 5622.53, 2658.09, 1251.289, 296.0605, 1555.212, 642.7596
8.9, 457.7302, 817.6525, 275.059, 1156.934, 421.1257, 2893.033, 197.3158, 1035.644, 553.6171, 862.2875, 612.8066, 95.60247, 1123.669, 419.4095, 645.0849, 3535.133, 122.0903, 556.7526, 1183.678, 1031.688, 619.783, 720.8193, 1363.856, 1036.914, 935.3257, 1169.416, 719.5683, 1452.44, 687.5211, 196.2047, 1773.666, 998.6799, 714.1924, 1906.18, 667.9635, 2156.332, 515.9089, 572.3799, 650.9263, 1131.467, 5.960464e-07, 704.0819, 1630.359, 466.1503, 5633.913, 2593.085, 1345.499, 281.4705, 1575.305, 615.1775
