 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C015, C016, C017, C019, C020, C022, C023, C024, C025, C026, C027, C028, C029, C036, C037, C038, C040, C044, C046, C047, C048, C049, C050, C052, C053, C055, C057, C060, C061, C062, C063, C067, C068, C069, C070, C071, C072, C073, C075, C076, C079, C080, C083, C093, C095, C096, C097, C105
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
312.6, 415.345, 404.0516, 106.3618, 590.7521, 514.8752, 1387.15, 17.20383, 524.9943, 1925.433, 14.0579, 1127.546, 564.9606, 775.9396, 1299.17, 1330.564, 513.3301, 1002.484, 1990.358, 992.4385, 1828.165, 312.6051, 652.7288, 515.7542, 0.2538653, 934.5432, 711.5287, 293.7576, 1067.741, 0.7609956, 774.695, 822.7835, 75.48896, 1178.042, 839.8555, 1123.521, 1448.833, 367.8427, 1975.741, 98.98737, 901.113, 0.4115525, 1991.322, 501.2859, 643.0396, 267.1102, 1133.294, 1107.186, 869.48, 1079.862, 753.8309, 419.9517, 1768.817, 116.6216, 173.2942, 1879.127, 530.0845, 1605.426, 19.36344, 1258.535, 582.5273, 1246.043, 812.8395
312.7, 397.1224, 422.8203, 100.9584, 631.5853, 490.0617, 1478.089, 16.32659, 502.9214, 1920.989, 13.41178, 1123.565, 535.0659, 786.8935, 1239.718, 1317.414, 490.5751, 996.1607, 1947.221, 946.4639, 1808.23, 298.2232, 623.569, 492.7098, 0.242566, 895.4419, 679.8036, 278.6115, 1103.694, 0.7244754, 738.8845, 785.664, 72.24387, 1128.283, 934.8551, 1255.41, 1385.777, 349.6745, 2148.855, 94.17057, 912.9114, 0.3940632, 1965.203, 479.6089, 614.7618, 272.501, 1147.721, 1115.012, 831.2941, 1162.5, 817.8555, 402.2312, 1690.18, 111.5781, 165.6334, 1877.112, 506.9481, 1562.511, 18.50802, 1236.494, 558.4683, 1277.361, 968.634
312.8, 379.6993, 402.9016, 95.82959, 600.0353, 466.444, 1431.539, 15.49408, 504.2444, 1836.415, 12.79535, 1085.398, 563.0303, 892.7543, 1273.468, 1251.346, 468.8288, 947.3528, 1857.752, 902.619, 1742.024, 284.503, 595.7119, 470.6952, 0.2317695, 857.9766, 649.4932, 264.2463, 1058.848, 0.6897078, 704.7293, 750.2191, 69.13828, 1080.626, 896.4346, 1194.503, 1409.777, 332.4036, 2111.762, 89.58816, 986.4167, 0.3773171, 2044.627, 458.8693, 616.2462, 291.3204, 1134.99, 1213.128, 864.9778, 1114.168, 784.374, 385.2585, 1707.125, 106.7527, 158.3113, 1793.704, 484.8215, 1608.94, 17.69039, 1275.838, 535.4031, 1222.858, 927.4147
312.9, 363.0407, 383.9213, 114.769, 570.0613, 534.1055, 1369.458, 14.70403, 573.4128, 2039.143, 12.20726, 1126.27, 559.3461, 876.6266, 1334.434, 1261.733, 448.0465, 934.4378, 1870.582, 944.1165, 1664.94, 271.4139, 569.0993, 449.6641, 268.7586, 822.0789, 620.5341, 250.6217, 1015.824, 0.6566087, 672.153, 803.5844, 66.16618, 1034.981, 859.5932, 1136.551, 1448.445, 315.9858, 2021.023, 85.22873, 1043.332, 0.3612827, 2059.686, 439.0265, 721.4451, 357.3041, 1079.438, 1180.751, 826.9896, 1114.415, 932.6552, 419.3215, 1783.895, 102.136, 151.3129, 1768.746, 463.6607, 1569.367, 16.90889, 1343.812, 631.1176, 1218.57, 962.052
313, 408.798, 365.8351, 131.1342, 541.5847, 508.3652, 1336.974, 13.95425, 549.3042, 2147.251, 11.64619, 1209.235, 609.0229, 939.7806, 1302.748, 1198.458, 428.1854, 956.2532, 2052.538, 940.9229, 1826.027, 355.7626, 543.6756, 485.0058, 256.7964, 869.4973, 592.8663, 237.6997, 974.5488, 0.625098, 641.0825, 767.331, 63.32185, 1077.915, 961.9921, 1081.411, 1385.406, 355.4764, 2004.932, 81.08144, 992.0539, 0.3459297, 1968.316, 559.493, 717.8442, 342.3185, 1058.461, 1346.83, 878.9207, 1085.247, 916.0648, 607.5627, 1812.085, 97.71899, 660.2913, 1826.583, 443.4235, 1496.836, 16.16191, 1364.435, 605.0518, 1315.15, 1039.504
313.1, 390.8627, 348.6009, 124.4723, 514.5306, 483.8654, 1352.537, 13.24271, 572.3629, 2145.16, 11.11091, 1156.914, 576.7966, 941.648, 1304.877, 1231.428, 409.2047, 977.1572, 1996.68, 1042.576, 2051.854, 421.4204, 519.3876, 495.1214, 245.3666, 914.1849, 608.6339, 225.4439, 995.1658, 0.5950996, 817.648, 849.4385, 60.5998, 1108.539, 922.4564, 1160.593, 1439.094, 337.919, 2090.64, 77.13596, 943.2958, 0.3312291, 1964.161, 535.299, 881.2914, 376.0429, 1120.117, 1358.72, 853.9856, 1040.126, 986.5991, 721.0925, 1808.565, 93.49297, 631.1021, 1871.172, 424.0695, 1602.348, 15.44792, 1379.454, 634.3929, 1259.035, 995.2687
313.2, 373.7143, 332.1786, 118.1489, 488.8279, 588.7784, 1331.481, 12.56745, 611.5811, 2091.575, 276.4207, 1186.691, 625.754, 1000.2, 1377.872, 1281.045, 391.0654, 974.429, 2013.214, 1128.305, 2107.993, 402.0323, 496.1847, 472.999, 234.4455, 875.9355, 581.4966, 213.82, 1082.008, 0.5665407, 779.852, 811.1165, 57.99475, 1090.376, 945.2093, 1152.143, 1376.462, 378.6302, 2040.858, 73.38246, 1014.246, 0.3171532, 1906.911, 512.1512, 842.5365, 360.2714, 1065.292, 1336.326, 1024.707, 1140.711, 1056.586, 709.7292, 1874.602, 89.44972, 603.2032, 1831.349, 405.5603, 1528.292, 14.76548, 1399.646, 715.6331, 1283.465, 1021.208
313.3, 357.3182, 316.53, 112.1468, 540.3154, 560.4032, 1273.739, 11.92663, 585.8677, 2066.072, 296.4468, 1160.194, 592.6423, 988.428, 1423.354, 1216.801, 373.7301, 942.1036, 1953.138, 1229.774, 2118.99, 510.4337, 474.0183, 451.865, 224.0105, 898.0037, 555.5694, 202.7955, 1038.043, 0.5393524, 818.5605, 774.5233, 55.5017, 1162.7, 906.3633, 1143.444, 1374.19, 416.2365, 2131.08, 69.81161, 1007.973, 0.3036755, 1867.873, 490.0043, 902.2194, 345.1613, 1013.151, 1369.692, 979.7037, 1137.41, 1118.695, 725.5962, 1833.923, 85.58133, 576.5376, 1844.721, 387.8589, 1587.923, 14.11319, 1419.287, 686.0768, 1228.702, 977.7511
313.4, 341.6414, 329.118, 106.4495, 669.2277, 533.3955, 1256.203, 11.31848, 685.1893, 2105.721, 294.3566, 1141.58, 622.6619, 944.386, 1493.958, 1249.901, 357.1633, 952.3063, 1983.15, 1259.71, 2060.965, 525.6103, 452.8422, 477.9485, 214.0399, 860.4312, 612.3116, 192.3393, 1027.701, 0.5134689, 780.7223, 765.3147, 53.11581, 1113.589, 869.1138, 1130.69, 1425.833, 395.6781, 2039.51, 66.41453, 958.4328, 0.2907705, 1785.012, 468.8152, 906.0207, 429.7802, 1056.449, 1333.925, 1085.895, 1151.696, 1072.898, 694.9786, 1880.925, 81.88023, 551.0508, 2124.472, 370.9302, 1540.854, 13.48971, 1537.784, 689.4344, 1176.275, 1052.302
313.5, 326.6525, 381.4029, 101.0417, 682.2383, 560.8483, 1201.725, 10.74134, 656.3812, 2013.015, 465.8275, 1092.187, 589.7139, 930.7132, 1480.172, 1252.308, 341.3309, 905.647, 1967.7, 1319.811, 1969.768, 501.4287, 432.6121, 525.9899, 204.5132, 887.1125, 600.7988, 182.4223, 1017.003, 0.4888275, 744.6332, 730.7878, 50.83249, 1150.353, 965.5936, 1183.342, 1519.272, 376.135, 1951.875, 63.18275, 944.1312, 0.278414, 1809.42, 448.5423, 866.1783, 411.7549, 1072.18, 1322.245, 1038.205, 1103.813, 1079.463, 691.4842, 2096.634, 78.3392, 526.6907, 2331.175, 354.7404, 1639.745, 12.89378, 1471.397, 677.6448, 1126.085, 1050.805
313.6, 312.3212, 443.6808, 95.90865, 648.158, 533.8192, 1220.891, 10.19363, 628.7842, 2040.993, 476.3691, 1044.93, 558.5094, 928.6063, 1568.191, 1349.296, 326.2003, 911.1612, 1877.29, 1499.482, 2002.71, 579.2209, 413.2857, 502.4883, 195.4104, 908.2014, 574.0109, 173.0166, 975.6794, 0.4653686, 710.2123, 947.688, 48.64732, 1101.764, 925.9099, 1125.931, 1453.151, 357.5573, 1923.619, 60.10823, 975.8693, 0.2665825, 1729.152, 429.146, 890.9066, 460.6425, 1019.701, 1298.397, 1086.81, 1091.024, 1035.272, 708.4379, 2508.294, 74.95129, 503.4075, 2360.413, 339.2571, 1768.689, 12.32417, 1407.876, 649.6574, 1078.037, 1006.089
313.7, 298.6186, 442.0453, 166.3614, 615.7802, 508.0927, 1167.945, 9.673844, 602.3475, 1997.481, 454.4744, 999.7178, 564.6114, 936.4326, 1496.429, 1281.629, 311.7405, 948.2407, 1878.284, 1498.553, 1923.115, 552.5729, 394.8228, 480.0367, 186.7128, 870.2023, 581.4216, 164.0959, 1068.189, 0.4430356, 677.3825, 904.9335, 46.55608, 1172.119, 978.9885, 1071.306, 1431.289, 339.8971, 2127.023, 57.18332, 927.9066, 0.2552538, 1741.885, 410.5885, 851.7289, 506.5353, 969.7914, 1269.821, 1053.311, 1073.812, 1016.525, 678.5443, 2711.166, 71.70991, 481.1536, 2299.731, 324.4497, 1800.625, 11.77973, 1415.923, 697.3463, 1098.235, 1007.539
313.8, 334.1549, 421.221, 157.91, 670.4694, 566.1144, 1169.555, 9.180566, 639.8473, 1921.764, 469.6518, 1012.137, 580.211, 894.7073, 1457.32, 1217.355, 297.9216, 901.7807, 1911.233, 1443.057, 1923.773, 557.1476, 377.1846, 546.2216, 178.4024, 833.7931, 555.4976, 155.6351, 1074.406, 0.4217743, 769.7117, 864.1078, 44.55475, 1231.954, 1048.482, 1105.195, 1519.657, 323.1092, 2100.617, 54.40073, 949.5696, 0.2444066, 1711.308, 392.8335, 879.9214, 485.2908, 922.3245, 1206.639, 1036.131, 1076.947, 1011.476, 649.9121, 2667.625, 68.6087, 459.8834, 2265.553, 310.2886, 1774.787, 11.25934, 1430.229, 668.5452, 1146.982, 964.6644
313.9, 319.4944, 401.3777, 163.486, 654.6088, 538.8315, 1195.549, 8.71244, 690.8309, 1934.214, 448.0659, 1059.581, 549.5093, 854.8412, 1523.454, 1156.306, 284.7152, 906.1332, 1936.082, 1522.257, 1966.727, 531.5151, 360.3344, 623.7228, 170.4618, 846.5461, 559.6674, 147.6106, 1071.854, 0.4015333, 772.2575, 1034.619, 42.63945, 1284.678, 1005.392, 1129.106, 1453.519, 307.1504, 2051.313, 51.75355, 1087.362, 0.2340203, 1757.026, 375.8463, 876.0475, 464.9373, 967.975, 1216.758, 990.6259, 1077.229, 1010.2, 719.1616, 2605.787, 65.64161, 439.5535, 2193.431, 296.7455, 1727.233, 10.76194, 1368.485, 640.9336, 1098.042, 973.3087
314, 374.0148, 411.5019, 155.1806, 638.582, 512.8635, 1179.085, 8.268185, 661.7856, 1867.422, 427.472, 1013.735, 520.4321, 874.5916, 1453.738, 1236.458, 272.0943, 916.7464, 1963.328, 1451.739, 1879.7, 568.2007, 344.237, 595.8544, 162.8747, 811.1266, 587.2408, 139.9998, 1103.186, 0.3822637, 761.7752, 1057.397, 40.80648, 1230.415, 964.0722, 1074.327, 1505.702, 291.9799, 2015.165, 49.23518, 1033.92, 0.2240754, 1720.09, 359.5937, 837.5233, 445.4375, 1009.307, 1234.342, 947.1194, 1032.442, 1064.414, 688.8155, 2595.422, 62.80283, 420.1223, 2189.023, 283.7936, 1732.971, 10.28651, 1375.827, 614.4624, 1129.648, 1058.813
314.1, 357.6055, 392.1165, 147.2972, 749.4181, 488.1469, 1127.952, 7.846582, 659.6108, 1904.703, 407.8247, 994.8181, 492.8936, 961.3264, 1421.553, 1174.45, 260.0329, 907.1056, 1922.154, 1484.76, 1887.722, 542.0597, 549.6482, 610.4584, 242.4824, 857.0206, 561.0574, 132.7814, 1146.103, 0.3639189, 726.5619, 1009.693, 39.0523, 1178.443, 924.451, 1074.035, 1531.671, 277.5587, 2006.307, 46.83936, 983.1042, 0.2145531, 1793.024, 344.0438, 800.6931, 426.7555, 984.1901, 1240.362, 1045.773, 1000.306, 1020.839, 659.7499, 2700.415, 60.08683, 401.5502, 2186.728, 271.407, 1690.183, 9.832081, 1379.702, 655.7193, 1081.448, 1013.756
314.2, 341.9162, 373.6442, 179.6299, 711.9819, 570.9107, 1079.036, 7.446477, 702.1487, 1923.322, 389.0804, 951.7742, 466.8123, 918.4919, 1421.399, 1234.886, 248.5061, 904.1161, 1934.836, 1415.978, 1974.809, 517.1213, 525.0934, 583.1826, 231.6897, 821.1628, 536.0415, 125.9352, 1099.534, 0.3464544, 725.4918, 964.1412, 37.37354, 1202.296, 886.4581, 1160.698, 1465.01, 263.8497, 2070.967, 44.56012, 934.7859, 0.2054355, 1713.483, 329.1664, 839.4391, 408.857, 956.8918, 1178.646, 999.8444, 1026.324, 1091.285, 631.9107, 2721.538, 57.48828, 383.799, 2162.101, 259.5609, 1751.47, 9.39773, 1427.804, 628.6375, 1035.305, 970.6165
314.3, 326.9152, 356.0422, 170.5044, 676.4158, 574.0497, 1166.352, 7.066774, 672.6274, 1838.645, 371.1977, 932.1441, 578.6156, 877.566, 1424.51, 1245.722, 237.4902, 908.0204, 1869.891, 1350.383, 1930.176, 506.6595, 501.6356, 557.1255, 221.3773, 786.8054, 628.4391, 119.442, 1194.965, 0.3298281, 691.9557, 920.6443, 35.76693, 1151.513, 850.0267, 1104.386, 1518.875, 298.038, 2048.234, 42.39179, 888.8425, 0.1967053, 1637.471, 314.9323, 802.5247, 391.7092, 910.0563, 1120.001, 1008.46, 1035.779, 1046.61, 605.2463, 2778.098, 55.00211, 366.8325, 2136.513, 248.232, 1779.961, 8.982568, 1366.164, 602.6741, 991.1298, 1013.337
314.4, 312.5723, 357.4034, 161.8425, 642.6264, 546.3844, 1115.771, 6.706433, 644.3474, 1797.985, 354.1368, 966.9708, 547.9983, 985.6417, 1376.843, 1241.131, 226.9627, 863.531, 1783.975, 1287.827, 1872.239, 483.3499, 506.0331, 593.0179, 211.524, 753.8855, 631.5439, 113.2835, 1146.41, 0.3139996, 659.9698, 879.1099, 34.2294, 1102.874, 815.0925, 1304.399, 1535.922, 283.3175, 2020.063, 40.32898, 1118.567, 0.1883461, 1686.533, 408.5232, 811.8494, 375.2806, 978.7493, 1099.834, 964.17, 992.7145, 1038.467, 654.4811, 2732.38, 52.62346, 350.6161, 2171.516, 237.3975, 1758.412, 8.585746, 1559.377, 651.8044, 948.84, 970.215
314.5, 298.8587, 340.5664, 153.6206, 610.5249, 520.0524, 1067.383, 6.364466, 617.2564, 1835.475, 394.314, 925.1318, 574.2832, 982.6226, 1361.993, 1178.889, 216.9019, 942.1053, 1790.548, 1228.168, 1890.879, 461.1125, 511.7597, 638.8403, 202.1092, 722.343, 603.3852, 107.4426, 1099.829, 0.2989307, 629.4625, 908.9226, 32.75796, 1154.252, 781.594, 1559.911, 1469.076, 369.4173, 1933.263, 38.36654, 1116.346, 0.1803422, 1611.716, 450.1466, 805.4692, 359.5411, 1028.746, 1076.45, 974.8867, 1008.186, 995.9537, 626.8643, 2778.72, 50.34767, 335.1165, 2110.397, 227.0359, 1705.623, 8.206454, 1539.029, 624.8843, 1167.901, 1021.144
314.6, 285.7468, 384.8966, 145.8164, 737.175, 494.9893, 1138.336, 6.039936, 591.3044, 1754.666, 457.0416, 901.4604, 569.3861, 1049.676, 1426.953, 1164.282, 207.287, 903.9332, 1773.628, 1171.273, 1848.672, 501.7402, 488.8976, 610.2963, 193.1135, 751.3546, 600.6295, 101.9029, 1055.14, 0.284585, 689.8007, 899.0541, 31.34977, 1105.498, 749.4722, 1484.231, 1466.17, 351.1713, 1850.193, 36.4996, 1061.479, 0.1726784, 1673.448, 469.2749, 770.0486, 344.4616, 978.394, 1022.89, 1018.783, 966.2692, 980.8015, 600.4128, 2725.018, 48.17031, 320.3022, 2121.775, 217.1265, 1730.771, 7.843919, 1472.588, 599.076, 1169.607, 977.6903
314.7, 316.8969, 366.7645, 138.4087, 766.546, 545.9481, 1088.97, 135.9306, 566.4436, 1729.902, 454.002, 947.2977, 557.6533, 1002.905, 1405.614, 1105.894, 198.0984, 960.8561, 1725.877, 1196.429, 1861.342, 478.6569, 467.0568, 583.0278, 184.5181, 771.3523, 573.8491, 96.64879, 1012.267, 0.2709278, 657.9145, 909.8719, 30.00212, 1080.391, 857.5643, 1628.304, 1425.681, 333.8265, 1994.434, 34.7235, 1009.309, 0.1653403, 1599.212, 448.9821, 781.9929, 330.0146, 1039.276, 1135.954, 1045.394, 980.7374, 1033.092, 575.0775, 2718.438, 46.08711, 306.1427, 2058.408, 207.6497, 1714.225, 7.497399, 1516.433, 663.9485, 1119.702, 936.0856
314.8, 302.9936, 374.902, 131.3773, 728.2542, 642.8473, 1136.858, 128.9993, 542.628, 2117.649, 433.1353, 906.31, 631.2258, 1059.74, 1386.856, 1050.434, 189.317, 913.778, 1804.572, 1164.339, 2051.285, 456.6355, 567.4717, 638.1416, 176.3054, 739.0789, 729.8611, 91.66558, 971.136, 0.257926, 722.8853, 907.8636, 28.7124, 1102.022, 918.0869, 1549.306, 1467.56, 317.3384, 2030.32, 33.03383, 1010.596, 0.158314, 1564.01, 535.3004, 775.6392, 316.1736, 1029.103, 1125.375, 1230.493, 991.8802, 1191.899, 691.028, 2689.125, 44.094, 292.6092, 2056.832, 198.5865, 1716.389, 7.166187, 1582.763, 636.5268, 1230.226, 1031.517
314.9, 318.6013, 357.2407, 124.7031, 731.5109, 611.8664, 1127.708, 122.4215, 519.8137, 2106.063, 443.8644, 913.9968, 597.8247, 1104.239, 1323.392, 997.7548, 180.9249, 869.0065, 1860.646, 1206.542, 2238.234, 435.6272, 542.1207, 609.6289, 223.7686, 772.0899, 697.3187, 86.93931, 931.6763, 0.2455481, 689.4697, 898.9872, 27.47812, 1055.474, 880.3556, 1520.444, 1600.932, 301.6647, 1943.08, 31.42638, 1054.262, 0.1515863, 1655.034, 512.1525, 741.5303, 302.913, 1084.721, 1112.83, 1176.452, 1045.524, 1143.105, 835.9683, 2708.027, 42.18708, 279.6739, 2126.895, 189.9189, 1637.063, 6.849607, 1514.434, 610.2376, 1177.734, 987.6215
315, 361.1783, 368.2603, 118.368, 766.6424, 615.1902, 1078.803, 252.5607, 543.8772, 2024.774, 450.052, 915.3519, 566.191, 1130.397, 1388.997, 1130.362, 172.9048, 826.4286, 1828.405, 1187.593, 2308.83, 495.788, 517.9022, 582.3902, 213.8088, 895.2287, 666.2272, 82.45672, 893.8199, 0.2337642, 728.9123, 920.7407, 26.2969, 1010.892, 844.1749, 1554.342, 1697.178, 286.7651, 1859.588, 29.89715, 1002.446, 0.1451445, 1673.246, 649.2713, 780.7068, 290.2086, 1106.984, 1139.272, 1176.185, 1097.63, 1189.438, 800.6933, 2649.529, 40.36264, 267.3105, 2077.121, 181.6295, 1642.481, 6.547013, 1531.478, 585.0342, 1127.482, 945.5942
315.1, 345.3322, 374.4726, 112.3547, 728.3458, 659.6091, 1174.654, 239.6824, 521.0104, 2114.511, 429.3669, 875.7464, 536.2311, 1180.32, 1325.434, 1073.675, 165.2403, 785.9369, 1744.396, 1132.578, 2296.496, 472.9785, 494.7656, 636.6572, 237.6124, 925.6766, 636.5221, 78.20525, 857.5017, 0.2225459, 695.2181, 904.9428, 25.16646, 1070.746, 937.9387, 1478.932, 1623.314, 272.6014, 1987.711, 28.44233, 953.1772, 0.1389765, 1667.793, 621.195, 767.783, 374.7327, 1052.802, 1082.586, 1169.31, 1177.059, 1140.745, 766.9069, 2621.529, 38.61709, 255.4936, 2085.935, 173.702, 1566.571, 6.257787, 1579.61, 560.8718, 1210.88, 970.9125
315.2, 330.1813, 356.8316, 106.6469, 773.8798, 680.1302, 1123.713, 227.4607, 499.1049, 2042.975, 422.6001, 837.8546, 603.8122, 1191.442, 1363.651, 1111.993, 157.9155, 747.4291, 1721.966, 1119.29, 2267.088, 451.2184, 472.6626, 608.2109, 227.0364, 886.9463, 608.1414, 74.17299, 950.1846, 0.2118659, 719.1389, 864.1167, 24.08461, 1045.52, 899.3915, 1484.222, 1685.988, 335.3943, 1902.302, 27.0583, 906.3298, 0.1330705, 1593.807, 594.3328, 757.8602, 359.0161, 1088.053, 1166.138, 1156.89, 1171.51, 1094.045, 734.5461, 2580.168, 36.94704, 244.1991, 2049.87, 166.1205, 1494.169, 5.981337, 1557.888, 572.0258, 1159.214, 1031.616
315.3, 315.6952, 395.2932, 101.2291, 735.2217, 688.6287, 1074.981, 215.8623, 567.7966, 1984.782, 446.5491, 910.7049, 571.8616, 1138.354, 1358.446, 1081.979, 150.9154, 710.808, 1662.103, 1067.439, 2198.881, 430.4593, 451.5471, 581.0355, 266.2451, 902.1442, 581.0261, 70.34863, 911.5762, 0.2016985, 685.8964, 1019.547, 23.04927, 1053.091, 862.4285, 1511.176, 1612.61, 318.8288, 1820.562, 25.74163, 911.5541, 0.1274156, 1523.104, 703.2947, 750.9113, 343.9587, 1163.882, 1180.423, 1106.082, 1180.797, 1143.418, 703.5508, 2738.24, 35.34921, 233.4038, 1958.786, 158.8699, 1513.071, 5.7171, 1589.435, 594.7142, 1109.752, 987.7169
315.4, 301.8446, 376.6713, 96.08649, 767.7346, 717.365, 1028.362, 204.8553, 543.9241, 1993.73, 479.1856, 871.3005, 541.6017, 1087.631, 1296.281, 1157.68, 144.2256, 709.0825, 1585.734, 1088.753, 2248.337, 429.4175, 431.3748, 555.0743, 254.3947, 864.3985, 595.3232, 66.72146, 874.5366, 0.1920189, 654.1907, 973.551, 22.05844, 1193.177, 986.7983, 1437.86, 1691.036, 402.5848, 1791.445, 24.48902, 995.7604, 0.1220009, 1521.667, 672.8823, 806.5046, 416.6769, 1163.505, 1121.689, 1126.61, 1144.337, 1173.622, 673.8634, 2616.505, 33.82047, 223.0858, 1908.142, 151.9358, 1556.603, 5.464537, 1623.123, 570.152, 1128.634, 1000.648
315.5, 288.6017, 358.9267, 91.20514, 729.3834, 682.7928, 1035.973, 194.4095, 521.0554, 1928.747, 457.1615, 833.601, 512.9431, 1082.424, 1236.962, 1099.623, 137.8323, 726.8289, 1644.391, 1143.029, 2258.901, 491.5289, 412.1038, 530.2731, 264.9107, 828.2321, 590.6591, 63.2813, 947.0154, 0.1828039, 623.9505, 950.928, 21.1102, 1142.778, 946.2432, 1368.101, 1666.37, 420.785, 1812.418, 23.29737, 1009.669, 0.1168164, 1498.429, 704.1389, 771.0385, 457.2182, 1106.557, 1192.381, 1077.132, 1208.95, 1235.296, 645.4287, 2605.451, 32.35785, 213.224, 1958.847, 145.3043, 1484.662, 5.223131, 1576.98, 546.6042, 1270.413, 988.6223
315.6, 275.9398, 411.5611, 86.57177, 692.9481, 649.8868, 1115.521, 184.4964, 499.148, 2016.206, 436.1496, 880.1904, 536.0645, 1103.789, 1392.386, 1044.477, 131.7224, 691.2171, 1587.966, 1227.272, 2263.771, 474.9468, 393.6936, 506.5801, 281.436, 926.761, 651.3759, 60.01852, 908.5358, 0.1740312, 595.1082, 908.0273, 20.20272, 1132.475, 907.3547, 1405.684, 1625.931, 441.6652, 1814.411, 22.1637, 1055.627, 0.1118522, 1483.648, 673.6899, 737.132, 636.6287, 1111.1, 1205.231, 1084.705, 1158.686, 1234.71, 856.1276, 2667.321, 30.95849, 203.7981, 1871.807, 361.0147, 1494.595, 4.992389, 1658.715, 583.0723, 1216.207, 946.5524
315.7, 263.8334, 392.1728, 82.17378, 658.3328, 694.8163, 1081.695, 175.0888, 478.1618, 1968.966, 451.0782, 842.1063, 580.0917, 1096.84, 1328.668, 1125.65, 125.8834, 837.3261, 1632.34, 1170.419, 2163.6, 510.8337, 376.1059, 523.5814, 268.9095, 887.9854, 622.3329, 56.92396, 871.6196, 0.1656794, 567.5992, 948.1066, 19.33425, 1084.641, 870.0645, 1441.641, 1662.455, 482.5248, 1911.276, 21.0852, 1044.882, 0.1070989, 1468.72, 794.3972, 704.7166, 665.8667, 1128.019, 1200.997, 1156.597, 1110.512, 1184.164, 820.002, 2548.739, 29.61964, 194.7888, 1881.281, 345.2576, 1425.52, 4.771841, 1669.657, 558.9908, 1280.823, 1012.264
315.8, 252.2581, 373.6979, 77.99922, 747.6301, 661.3308, 1051.916, 166.1608, 500.1733, 1882.28, 430.3459, 835.8721, 549.3963, 1133.592, 1267.866, 1151.036, 120.3032, 938.9237, 1557.339, 1151.703, 2090.287, 487.332, 359.3039, 653.8384, 256.9405, 850.8321, 594.5849, 53.98896, 836.2035, 0.1577285, 652.866, 905.3331, 18.50312, 1126.279, 834.3068, 1448.77, 1698.762, 458.6924, 1999.542, 20.05917, 1039.042, 0.1025477, 1542.382, 760.0452, 673.7266, 707.2619, 1072.807, 1255.088, 1260.433, 1098.185, 1269.016, 785.4008, 2435.428, 28.33869, 186.1779, 1933.674, 330.1883, 1467.211, 4.561036, 1632.596, 535.904, 1226.172, 1065.327
315.9, 280.8823, 356.0934, 74.03674, 710.2833, 629.4591, 1162.355, 157.6881, 526.6503, 1819.99, 410.5665, 841.3156, 520.3251, 1194.236, 1341.274, 1186.03, 114.9704, 892.9202, 1552.703, 1127.525, 2048.23, 464.9115, 480.0964, 624.6244, 245.5043, 873.0502, 622.5057, 51.2053, 939.1285, 0.1501591, 622.6871, 1012.318, 17.70771, 1163.373, 800.0186, 1415.809, 1624.829, 511.5466, 1969.632, 19.08308, 987.9749, 0.0981898, 1519.56, 727.1786, 767.7338, 711.568, 1117.901, 1309.485, 1428.004, 1052.526, 1277.909, 752.2596, 2524.57, 27.11314, 177.9476, 1870.115, 315.7766, 1521.896, 4.359544, 1664.031, 513.7706, 1317.953, 1019.993
316, 268.5591, 339.3181, 70.27555, 674.802, 714.8527, 1169.583, 149.6475, 504.5078, 1972.97, 482.278, 804.9136, 528.9624, 1212.776, 1279.896, 1126.551, 109.874, 849.1706, 1649.813, 1245.918, 2204.867, 443.5225, 458.6487, 596.7156, 298.7506, 836.5218, 713.7372, 48.56515, 900.9694, 0.1429529, 593.9032, 966.6474, 16.9465, 1190.043, 898.0319, 1347.12, 1554.113, 524.748, 1968.134, 18.15448, 939.4172, 0.09401713, 1452.151, 835.4372, 733.9726, 720.1859, 1130.705, 1244.33, 1482.782, 1098.759, 1225.594, 720.5168, 2444.795, 25.94059, 170.0811, 1866.883, 301.994, 1451.559, 241.9394, 1592.194, 492.5514, 1312.525, 1060.099
316.1, 256.7765, 388.2068, 66.70544, 641.0932, 680.4016, 1133.318, 142.0168, 550.2368, 1886.108, 530.2054, 812.3481, 544.9688, 1158.737, 1221.326, 1070.055, 105.0034, 863.2086, 1646.103, 1188.201, 2164.859, 423.1175, 438.1592, 618.9688, 285.4534, 801.5217, 681.9138, 46.06113, 960.4177, 0.1360926, 566.4498, 923.0375, 16.21801, 1139.777, 861.1248, 1281.764, 1776.731, 529.3657, 1963.136, 17.27107, 973.6365, 0.09002179, 1387.732, 799.3105, 701.696, 801.0628, 1109.837, 1249.204, 1437.092, 1053.076, 1198.124, 690.1135, 2401.502, 24.81875, 162.5624, 1844.009, 288.813, 1384.473, 231.2513, 1559.406, 523.0953, 1256.522, 1014.987
