 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C015, C016, C017, C019, C020, C022, C023, C024, C025, C026, C027, C028, C029, C036, C037, C038, C040, C044, C046, C047, C048, C049, C050, C052, C053, C055, C057, C060, C061, C062, C063, C067, C068, C069, C070, C071, C072, C073, C075, C076, C079, C080, C083, C093, C095, C096, C097, C105
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
133.4, 144.8877, 32.84639, 122.9801, 55.79742, 626.6823, 1195.408, 484.2362, 552.9149, 1755.968, 170.2376, 1007.979, 847.5165, 350.8837, 0.5040009, 714.0461, 692.1291, 417.1674, 74.04966, 99.70364, 2.984449, 51.27659, 135.0984, 1923.74, 3094.903, 2096.455, 13.20228, 1133.114, 3652.433, 1763.665, 215.3661, 1708.722, 3075.06, 942.4122, 2381.332, 358.5992, 19.88747, 273.8191, 2098.958, 1252.157, 345.6314, 2444.383, 1522.036, 3656.283, 360.001, 485.9509, 78.67464, 1823.769, 800.6627, 2208.986, 6679.361, 2236.56, 661.1172, 3802.739, 4004.259, 2456.95, 1881.714, 2733.033, 1842.243, 224.8889, 3581.141, 2711.328, 870.5164
133.5, 138.531, 31.29902, 116.7325, 53.01014, 620.9608, 1143.566, 459.5445, 545.5214, 1773.041, 162.4132, 989.3205, 858.2521, 335.2491, 0.4809371, 678.2369, 661.4482, 465.2069, 70.6473, 95.08488, 2.852389, 48.91753, 129.063, 1837.786, 2957.151, 2132.603, 12.61363, 1074.691, 3737.428, 1856.075, 205.4107, 1631.633, 3054.182, 902.6058, 2496.938, 455.9109, 19.02193, 260.2949, 2173.986, 1250.668, 328.644, 2519.697, 1454.517, 3833.911, 344.1699, 465.5697, 74.82388, 1791.774, 765.499, 2214.66, 6710.238, 2404.012, 631.7256, 3865.702, 3910.15, 2428.896, 1903.66, 2753.39, 1856.695, 215.1803, 3600.397, 2793.585, 833.4725
133.6, 132.4532, 29.82455, 110.8023, 50.36209, 606.9448, 1093.973, 436.1119, 522.5854, 1802.599, 154.9484, 977.3217, 812.8379, 320.3112, 0.4589288, 644.2235, 720.5682, 442.4136, 67.40127, 90.68008, 2.726172, 46.667, 123.2973, 1912.337, 2825.53, 2129.458, 12.05123, 1019.28, 3585.567, 1767.002, 195.9155, 1787.544, 3169.658, 964.0886, 2394.319, 433.7921, 18.19406, 247.4386, 2143.308, 1224.334, 312.4916, 2412.62, 1556.966, 3800.365, 329.035, 520.0143, 71.16158, 1819.122, 731.8798, 2228.682, 6679.318, 2421.536, 603.6408, 3789.952, 3898.178, 2486.061, 1975.96, 2653.104, 1812.225, 205.8909, 3564.981, 2735.665, 798.0049
133.7, 126.6421, 28.41955, 105.1734, 47.84632, 701.7678, 1126.527, 480.5952, 500.6137, 1866.727, 147.8267, 999.322, 769.8268, 306.0389, 0.4379275, 694.1678, 806.8929, 420.7371, 64.30438, 86.47934, 2.60554, 44.52, 117.7892, 1826.892, 2825.488, 2066.525, 11.5139, 966.7256, 3666.412, 1901.797, 186.8593, 1731.209, 3055.776, 1009.071, 2478.425, 412.7463, 17.40222, 235.2173, 2051.212, 1164.757, 406.4552, 2585.67, 1518.25, 3781.009, 314.5656, 498.2045, 67.67854, 1962.961, 833.0278, 2136.021, 6714.883, 2491.583, 576.8045, 3899.454, 3885.033, 2405.46, 1986.062, 2530.486, 1774.258, 197.0024, 3572.62, 2763.152, 865.0172
133.8, 121.0858, 27.08073, 99.83039, 45.45622, 723.7654, 1077.672, 508.3784, 541.7134, 1821.73, 141.0324, 1033.271, 835.8318, 292.4025, 0.4178874, 677.9241, 771.1248, 400.1227, 61.34979, 82.47319, 2.490246, 42.47179, 112.5271, 1853.871, 2846.193, 2055.439, 11.00053, 969.9202, 3669.02, 1810.53, 178.2216, 1776.458, 3060.443, 966.4492, 2476.025, 392.7217, 16.64485, 223.5996, 1963.074, 1152.328, 455.8922, 2524.165, 1535.258, 3755.019, 300.7325, 477.3094, 64.36598, 1865.292, 796.4428, 2193.663, 6838.129, 2386.447, 551.1613, 3799.484, 3810.256, 2330.997, 1990.955, 2557.267, 1793.12, 188.4977, 3562.319, 2850.488, 828.2072
133.9, 115.7734, 25.80498, 94.75884, 43.18552, 688.8848, 1030.937, 482.4557, 546.0057, 1824.518, 134.5503, 988.5632, 791.604, 279.3737, 0.3987643, 693.7258, 736.9423, 380.5182, 58.53095, 78.65263, 2.380054, 40.51781, 107.5001, 1876.834, 2801.889, 1969.439, 10.51004, 919.9111, 3764.292, 1826.043, 169.9833, 1696.314, 3130.615, 925.6275, 2374.266, 373.6685, 15.92043, 212.5558, 2043.266, 1189.775, 433.4857, 2515.08, 1486.968, 3903.432, 815.1608, 457.2906, 61.21556, 1772.482, 793.773, 2199.14, 6754.897, 2562.156, 526.6581, 3941.848, 3851.396, 2326.077, 1986.329, 2575.25, 1852.51, 180.3602, 3558.168, 2763.594, 792.9637
134, 110.694, 24.58933, 132.0979, 41.02824, 655.6852, 986.2283, 457.8548, 523.0494, 1744.191, 128.3662, 945.79, 766.2507, 266.9255, 0.3805162, 771.028, 704.2749, 361.8743, 55.84163, 75.00905, 2.274737, 38.65372, 102.6977, 1792.976, 2677.179, 2056.955, 10.04143, 872.4805, 3673.83, 1738.411, 162.1257, 1619.785, 3009.3, 886.5302, 2593.015, 355.5397, 15.22755, 202.0574, 2076.597, 1131.88, 412.1805, 2408.2, 1447.316, 3861.227, 1013.415, 438.1115, 58.21933, 1684.29, 758.912, 2107.708, 6913.019, 2601.98, 503.2443, 4022.304, 3823.153, 2373.142, 1899.633, 2456.23, 1770.672, 172.5739, 3724.103, 2776.893, 759.2199
134.1, 105.8375, 23.43095, 130.8476, 38.97873, 624.0856, 943.4586, 474.9245, 516.8541, 1667.401, 122.4662, 1006.469, 810.6989, 255.0319, 0.3631033, 732.3611, 673.0557, 344.1439, 53.27587, 71.53426, 2.174081, 36.87539, 98.10983, 1771.759, 2686.413, 1970.892, 9.593712, 891.2457, 3896.521, 1871.521, 154.6314, 1628.412, 3022.927, 933.7632, 2720.37, 338.2905, 14.56482, 192.0775, 1987.369, 1103.359, 487.284, 2447.532, 1467.697, 3893.951, 1038.413, 419.7367, 55.36976, 1765.436, 810.6924, 2079.445, 6938.189, 2720.761, 480.8714, 4070.716, 3854.593, 2267.694, 1816.72, 2342.711, 1892.56, 165.1238, 3677.516, 2890.051, 830.4386
134.2, 101.1941, 22.32714, 146.2205, 37.0316, 594.0089, 902.5436, 450.7076, 595.1449, 1593.992, 116.8375, 962.9214, 767.801, 243.6683, 0.3464872, 695.6335, 643.2203, 327.2822, 50.828, 68.22044, 2.077879, 35.17888, 93.72691, 1799.745, 2681.823, 1946.299, 9.165956, 845.2931, 3977.295, 1781.707, 147.4836, 1718.164, 3160.351, 917.6776, 2608.569, 321.8781, 13.93093, 182.5906, 2093.994, 1079.78, 463.3347, 2480.561, 1444.558, 3930.758, 1068.583, 402.1326, 52.65966, 1736.559, 856.2602, 2011.678, 6851.871, 2718.971, 459.4931, 4127.954, 3954.113, 2318.831, 1837.857, 2516.572, 1826.427, 157.9953, 3665.687, 2787.779, 795.1001
134.3, 96.75437, 21.27533, 138.7923, 35.18174, 565.3816, 863.403, 490.9569, 570.1226, 1635.01, 253.3064, 962.7931, 813.4243, 232.811, 0.3306314, 660.7477, 614.7075, 311.2467, 48.4926, 65.06013, 1.985934, 33.56042, 89.53979, 1719.331, 2562.458, 1883.553, 8.757272, 801.7098, 3938.486, 1696.203, 140.6661, 1806.387, 3078.47, 968.7865, 2871.997, 306.262, 13.32463, 173.5722, 2147.695, 1083.784, 440.5624, 2473.2, 1380.475, 4122.654, 1021.592, 385.2669, 50.08221, 1777.816, 818.6548, 2104.161, 6981.964, 2906.787, 610.2315, 4249.592, 3944.248, 2215.796, 1987.028, 2513.176, 1818.841, 151.1745, 3700.223, 2903.987, 761.2654
134.4, 92.50944, 20.27307, 148.7723, 33.42428, 538.134, 825.9597, 465.9225, 546.1523, 1563.027, 241.664, 991.0978, 770.3821, 222.4374, 0.3155013, 627.6114, 587.4586, 395.2153, 46.26451, 62.04623, 1.898057, 32.01642, 85.53973, 1675.427, 2587.162, 1899.976, 8.36681, 912.4261, 4129.931, 1740.082, 134.1637, 1724.893, 3041.435, 955.489, 2923.801, 291.4034, 12.74472, 164.9993, 2055.411, 1031.046, 460.644, 2368.099, 1429.935, 3944.379, 976.667, 369.1085, 47.63091, 1689.359, 890.3535, 2119.154, 6998.276, 2893.739, 606.7944, 4265.581, 3869.85, 2117.339, 1900.301, 2417.2, 1738.49, 144.6482, 3879.927, 3012.862, 728.8705
