 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C017, C018, C022, C023, C025, C026, C027, C029, C030, C031, C032, C035, C037, C038, C039, C040, C045, C047, C048, C052, C053, C054, C056, C057, C058, C061, C063, C065, C066, C078, C081, C092, C098
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
4.6, 152.1918, 1085.837, 488.0473, 829.5264, 367.1037, 6.67572e-06, 428.5248, 408.4784, 311.2256, 2928.203, 415.524, 202.8054, 277.9789, 0, 1.525879e-05, 627.7478, 989.9688, 1781.167, 137.6428, 1239.816, 917.9329, 229.4339, 930.0692, 483.2685, 4071.217, 133.6548, 3.051758e-05, 569.78, 1432.978, 1557.738, 118.2755, 1234.216, 715.633, -1.144409e-05, 156.4933, 904.8838, 989.3129, -6.103516e-05, 2510.727, 868.7565, 675.5474, 1130.919, 1714.683, 958.8531, 123.1117, 2615.254, 1129.638, 283.1161, 1852.594
4.7, 144.2629, 1038.615, 464.5682, 789.9938, 349.3895, 5.722046e-06, 505.5559, 389.5888, 293.8335, 2975.614, 397.4225, 193.6034, 265.5764, 0, 1.525879e-05, 722.3757, 1035.676, 1829.218, 131.3531, 1184.624, 879.912, 217.9156, 1266.084, 508.2668, 4025.79, 152.3284, 3.051758e-05, 545.5084, 1401.885, 1498.823, 113.3232, 1226.852, 716.0483, -9.536743e-06, 149.5847, 863.5981, 946.821, -6.103516e-05, 2647.778, 829.8913, 704.9797, 1194.323, 1760.32, 913.2968, 117.7256, 2730.607, 1082.219, 270.425, 1798.393
4.8, 136.7471, 1069.738, 442.2185, 752.3452, 332.5301, 5.722046e-06, 480.7972, 371.5728, 277.4133, 2957.681, 380.1096, 184.8189, 253.7272, 0, 7.629395e-06, 688.6724, 1066.946, 1751.411, 125.3508, 1157.01, 843.4659, 206.9755, 1571.47, 487.5304, 4019.669, 272.5163, 3.051758e-05, 522.2706, 1494.044, 1423.773, 169.9097, 1216.242, 792.8246, -1.144409e-05, 187.9392, 824.196, 906.1542, -6.103516e-05, 2639.958, 833.2664, 675.291, 1140.8, 1760.283, 933.9747, 112.5751, 2751.945, 1036.79, 258.3029, 1881.816
4.9, 129.6229, 1084.885, 420.9441, 743.4916, 345.5598, 5.722046e-06, 518.8242, 354.3898, 261.9107, 2826.814, 363.5508, 176.433, 413.4489, 0, 1.525879e-05, 811.9243, 1022.571, 1868.242, 119.6228, 1210.951, 866.1166, 196.5847, 1759.568, 503.3678, 4013.874, 348.0121, 2.288818e-05, 582.9496, 1431.728, 1417.355, 162.7953, 1263.774, 758.0555, -9.536743e-06, 224.0434, 786.5917, 1059.059, -5.340576e-05, 2566.75, 795.9888, 646.8525, 1089.675, 1848.792, 889.6005, 107.6499, 2731, 993.2687, 246.7241, 1902.829
5, 122.8698, 1037.704, 400.6931, 739.0911, 385.4164, 4.768372e-06, 493.4158, 338.0015, 247.2744, 2844.62, 347.7134, 168.4276, 395.0022, 168.382, 1.144409e-05, 774.043, 980.0426, 1788.776, 154.4529, 1190.262, 837.6019, 186.7155, 1700.498, 482.8312, 4105.883, 365.3835, 2.288818e-05, 607.9954, 1372.011, 1432.545, 155.9789, 1270.699, 724.8113, -9.536743e-06, 258.2732, 750.7031, 1033.21, -5.340576e-05, 2711.057, 822.3922, 675.5373, 1114.115, 1760.737, 847.3345, 102.9402, 2745.892, 951.574, 235.6643, 1878.771
5.1, 116.4685, 1115.025, 381.4164, 842.7951, 374.6252, 4.768372e-06, 469.2517, 322.371, 233.4561, 2718.756, 332.5659, 160.7855, 377.3785, 160.0305, 1.144409e-05, 753.061, 939.2827, 1712.69, 147.3951, 1137.276, 834.8108, 177.3418, 1659.32, 514.7208, 3937.402, 350.3652, 2.288818e-05, 582.0958, 1433.68, 1401.496, 149.4478, 1211.187, 693.025, -9.536743e-06, 246.8714, 716.452, 1084.896, -4.577637e-05, 2664.603, 883.7514, 672.6385, 1188.964, 1742.898, 860.3376, 98.43661, 2785.996, 911.6295, 225.1003, 1914.355
5.2, 110.4007, 1066.535, 363.0671, 802.6302, 356.5481, 4.768372e-06, 645.5473, 349.8657, 262.1385, 2781.758, 318.0783, 153.4901, 360.5412, 152.0933, 1.144409e-05, 790.7971, 900.2179, 1908.638, 140.6598, 1152.702, 848.6617, 168.4386, 1684.344, 542.376, 3973.945, 335.9642, 2.288818e-05, 603.4707, 1373.882, 1331.32, 143.1903, 1267.125, 728.6392, -1.144409e-05, 235.9729, 683.7635, 1038.299, -3.814697e-05, 2665.938, 844.2153, 722.1954, 1191.555, 1659.887, 866.4337, 94.13001, 2873.614, 1058.566, 215.0099, 1834.317
5.3, 104.6491, 1150.087, 345.6005, 822.3939, 375.6174, 4.291534e-06, 613.9328, 333.6865, 247.4895, 2748.597, 304.2218, 146.5257, 344.455, 144.5497, 7.629395e-06, 753.9016, 875.6194, 1868.951, 134.2323, 1209.637, 813.51, 159.9825, 1602.316, 520.248, 3882.033, 357.7255, 2.288818e-05, 577.7639, 1389.497, 1348.174, 137.1947, 1243.223, 696.6849, -1.144409e-05, 225.5556, 766.1756, 993.7029, -3.814697e-05, 2604.5, 828.4633, 691.7816, 1203.745, 1580.83, 832.6861, 90.01183, 2854.25, 1098.83, 205.3718, 1921.644
5.4, 99.19704, 1230.822, 393.6027, 783.2012, 357.4924, 4.291534e-06, 647.5555, 318.2556, 276.1146, 2850.625, 290.969, 139.8773, 329.0866, 208.7861, 1.144409e-05, 756.4062, 839.2024, 1789.455, 178.0958, 1214.641, 779.8142, 151.9508, 1524.283, 499.0227, 3783.591, 343.0219, 2.288818e-05, 553.1522, 1331.542, 1280.668, 131.4502, 1345.748, 666.1321, -9.536743e-06, 215.5982, 755.3593, 951.0224, -3.814697e-05, 2637.868, 791.4006, 747.2526, 1149.799, 1505.538, 828.7095, 86.07381, 2792.738, 1203.994, 196.1657, 1958.397
5.5, 94.02908, 1222.752, 374.6671, 745.8763, 340.242, 3.814697e-06, 615.8427, 303.5383, 298.9637, 2859.178, 278.2935, 133.5306, 423.4836, 292.9744, 1.144409e-05, 797.4993, 804.2999, 1839.586, 169.9576, 1160.569, 747.5142, 144.3224, 1654.076, 478.6635, 3663.433, 328.9227, 3.051758e-05, 554.0966, 1288.661, 1216.542, 125.9462, 1335.291, 636.9191, -7.629395e-06, 206.0803, 720.8956, 996.8756, -3.814697e-05, 2577.669, 755.996, 727.0764, 1123.562, 1623.271, 789.3365, 82.30807, 2866.744, 1258.694, 187.3723, 1992.488
5.6, 234.9054, 1267.613, 356.6425, 828.3269, 323.824, 3.814697e-06, 585.683, 355.5343, 282.2569, 2862.976, 266.1701, 127.4719, 404.5891, 278.4434, 7.629395e-06, 791.136, 815.7233, 1779.348, 162.1913, 1108.906, 845.7728, 137.077, 1646.243, 459.1348, 3741.471, 410.1912, 3.051758e-05, 530.4929, 1367.151, 1155.628, 120.6727, 1365.2, 674.4263, -9.536743e-06, 196.9826, 734.7793, 954.059, -3.814697e-05, 2574.794, 801.0028, 708.2355, 1205.461, 1634.86, 899.3134, 78.7071, 2823.879, 1537.811, 178.9731, 2055.741
5.7, 222.6673, 1242.689, 339.485, 788.8515, 308.1982, 4.291534e-06, 557.0002, 339.093, 297.3358, 2752.689, 254.5749, 121.688, 386.5377, 264.6331, 7.629395e-06, 826.6843, 787.5836, 1941.162, 154.7799, 1059.542, 810.7407, 420.5941, 1566.071, 440.4029, 3757.097, 393.3311, 3.051758e-05, 529.7153, 1310.127, 1210.889, 156.1102, 1441.963, 644.8495, -7.629395e-06, 188.2866, 721.4944, 947.6577, -3.051758e-05, 2547.331, 814.7682, 779.3096, 1151.438, 1630.596, 895.3311, 75.26366, 2826.348, 1473.258, 170.9504, 1969.791
5.8, 211.0668, 1213.234, 323.1529, 784.8555, 293.3264, 3.814697e-06, 529.7222, 323.4121, 291.4127, 2720.181, 243.4848, 116.1666, 369.2917, 251.5078, 3.814697e-06, 819.8293, 754.8279, 1985.421, 147.7071, 1066.734, 777.1597, 465.4131, 1627.37, 422.4352, 3827.641, 377.1641, 3.051758e-05, 530.2413, 1324.482, 1182.121, 149.5736, 1446.802, 809.9423, -7.629395e-06, 179.9744, 797.765, 929.5414, -3.051758e-05, 2490.483, 877.3308, 769.7469, 1156.398, 1552.934, 926.2777, 71.97088, 2847.213, 1411.415, 163.2873, 1996.069
5.9, 200.0706, 1263.301, 307.6065, 747.4518, 357.1571, 3.33786e-06, 599.5746, 308.4563, 275.1278, 2723.312, 232.8779, 110.8957, 352.8151, 239.0335, 7.629395e-06, 781.5792, 723.4346, 2026.943, 140.9575, 1111.726, 802.4838, 442.0479, 1598.652, 471.3771, 3766.842, 361.6616, 3.051758e-05, 507.654, 1353.322, 1122.93, 143.3108, 1678.079, 801.2025, -5.722046e-06, 172.0292, 761.3666, 889.6168, -2.288818e-05, 2434.25, 929.5072, 887.8224, 1104.574, 1507.858, 908.6015, 68.82215, 2895.016, 1352.167, 155.9677, 1912.614
6, 189.6473, 1208.361, 292.8081, 711.8306, 375.7756, 3.33786e-06, 570.2116, 294.1921, 259.753, 2757.135, 222.733, 105.864, 337.0737, 227.1779, 1.144409e-05, 872.9286, 693.347, 2228.612, 134.5164, 1129.848, 769.2449, 419.8557, 1546.407, 452.1457, 3697.916, 346.7962, 3.051758e-05, 486.0287, 1372.524, 1066.702, 137.3102, 1941.958, 766.066, -5.722046e-06, 164.4348, 756.4601, 866.7084, -2.288818e-05, 2520.562, 907.3469, 922.4568, 1183.125, 1705.109, 865.4327, 65.81118, 2909.112, 1295.407, 148.9762, 2022.219
6.1, 179.767, 1155.811, 309.1245, 829.0744, 357.643, 3.33786e-06, 542.2866, 280.5875, 343.7806, 2702.093, 213.0301, 101.0606, 322.0345, 215.9103, 1.144409e-05, 832.2011, 754.3019, 2288.275, 128.3696, 1100.531, 886.0361, 459.5058, 1526.047, 433.6989, 3675.699, 332.5419, 3.051758e-05, 488.7711, 1315.276, 1013.29, 131.5608, 1890.835, 939.1825, -5.722046e-06, 157.1756, 721.9462, 1019.59, -3.051758e-05, 2654.424, 956.1687, 955.8828, 1272.928, 1674.643, 861.5439, 62.93194, 3072.574, 1241.029, 142.2982, 2081.337
6.2, 170.4015, 1346.093, 391.6289, 990.7726, 472.5056, 2.861023e-06, 551.4662, 267.6121, 324.5692, 2800.326, 203.7498, 96.47511, 307.6664, 267.0314, 1.144409e-05, 793.3738, 876.5493, 2277.089, 122.5036, 1080.579, 849.3363, 561.9557, 1553.421, 416.0047, 3533.339, 318.8735, 3.051758e-05, 467.9503, 1260.417, 1019.247, 237.371, 1938.622, 937.6058, -5.722046e-06, 189.5534, 755.2937, 975.7982, -2.670288e-05, 2623.035, 1116.396, 915.6278, 1215.882, 1692.776, 970.3444, 60.17867, 2990.909, 1188.934, 135.9195, 2076.695
6.3, 161.5239, 1438.538, 372.7883, 980.2226, 449.7054, 2.384186e-06, 593.4767, 255.2367, 321.0689, 2817.957, 303.4536, 92.09769, 293.9394, 322.9465, 1.144409e-05, 846.6439, 1047.649, 2180.232, 233.5818, 1052.052, 832.2276, 647.8404, 1542.682, 399.0324, 3651.076, 305.7669, 54.60108, 448.0164, 1207.845, 968.2111, 231.8054, 2012.392, 996.8949, -5.722046e-06, 248.4161, 776.1707, 933.8868, -2.670288e-05, 2605.703, 1109.727, 877.0681, 1270.703, 1677.51, 991.0557, 57.54585, 3041.465, 1139.026, 129.8267, 2140.336
6.4, 153.1089, 1417.367, 389.4421, 933.5083, 434.3613, 2.384186e-06, 564.4123, 346.4496, 303.1267, 2746.439, 290.2342, 87.91889, 280.8247, 306.9289, 114.9439, 807.1428, 1097.462, 2114.822, 222.9081, 1060.413, 827.6109, 615.3167, 1512.929, 572.2959, 3549.404, 326.7249, 98.37851, 428.9316, 1157.467, 919.7307, 296.0239, 2100.548, 953.1764, -4.768372e-06, 237.4495, 740.7575, 992.2902, -2.670288e-05, 2682.347, 1151.828, 840.1322, 1213.757, 1619.508, 1017.805, 55.02822, 3195.811, 1091.213, 124.007, 2143.197
6.5, 145.1322, 1415.846, 370.7067, 990.3115, 514.9711, 2.384186e-06, 563.3824, 330.4284, 368.8606, 2680.305, 277.5907, 83.92971, 268.2953, 291.7058, 109.835, 769.4846, 1170.489, 2090.438, 212.7222, 1013.208, 812.9321, 584.4258, 1584.999, 679.0164, 3418.103, 313.2955, 94.33727, 410.6599, 1236.329, 929.2283, 283.6289, 2270.843, 911.3752, -5.722046e-06, 226.967, 706.9601, 1142.329, -2.670288e-05, 2638.565, 1201.92, 886.4122, 1235.909, 1652.622, 1002.411, 52.62074, 3240.388, 1045.407, 118.4482, 2129.088
6.6, 137.5711, 1455.142, 367.3275, 977.9136, 490.1218, 2.145767e-06, 589.4166, 315.1482, 375.4437, 2675.846, 265.498, 80.12153, 256.3248, 277.2377, 196.6591, 733.5833, 1190.677, 2001.521, 203.0017, 968.1041, 985.5947, 575.2898, 1507.809, 1010.614, 3493.939, 300.4182, 90.46204, 393.1665, 1269.624, 882.6999, 271.753, 2383.005, 1035.84, -4.768372e-06, 216.9472, 790.5063, 1093.265, -2.670288e-05, 2685.264, 1272.693, 849.0828, 1237.989, 1615.267, 1033.415, 50.31858, 3130.039, 1001.523, 113.1386, 2201.384
6.7, 130.4039, 1506.908, 361.022, 931.3093, 466.4715, 1.907349e-06, 644.8876, 300.5745, 446.3401, 2713.021, 253.932, 76.48613, 244.8885, 263.4872, 187.9183, 699.3571, 1264.704, 1977.531, 193.7254, 925.0079, 944.7712, 587.0263, 1671.37, 1292.37, 3573.938, 288.0701, 86.74598, 376.4182, 1320.222, 933.6744, 323.2698, 2409.637, 1113.502, -4.768372e-06, 207.3698, 754.4391, 1046.308, -2.670288e-05, 2685.691, 1422.075, 813.3256, 1292.062, 1615.577, 996.1996, 48.11714, 3296.343, 959.4821, 108.067, 2212.042
6.8, 123.6101, 1441.374, 424.6446, 886.926, 509.6842, 1.66893e-06, 613.3054, 286.6748, 440.9278, 2802.305, 242.87, 73.01569, 233.9623, 250.4188, 179.5659, 666.7278, 1212.105, 1916.567, 184.873, 986.5282, 905.6386, 557.5557, 1589.974, 1396.655, 3427.284, 276.2296, 83.18259, 360.3835, 1265.156, 974.4946, 460.8489, 2436.23, 1137.916, -4.768372e-06, 198.2152, 720.0175, 1095.552, -2.288818e-05, 2724.667, 1415.409, 779.074, 1257.958, 1692.588, 1034.522, 46.01202, 3355.349, 919.2057, 103.2228, 2174.781
6.9, 117.1703, 1474.174, 442.5941, 844.658, 485.09, 1.66893e-06, 621.5354, 273.4179, 429.2739, 2723.318, 232.2898, 69.70271, 223.5237, 237.9985, 171.5847, 635.6208, 1341.578, 1940.396, 176.4251, 942.6119, 901.3271, 560.6385, 1584.642, 1406.062, 3635.194, 348.9174, 164.7073, 345.0317, 1212.387, 961.3006, 496.2675, 2484.303, 1088.013, -4.768372e-06, 189.4647, 687.1664, 1048.497, -2.288818e-05, 2773.754, 1377.541, 782.9846, 1354.167, 1611.973, 1071.432, 43.99899, 3459.266, 880.6199, 98.59569, 2175.348
7, 111.0659, 1541.967, 437.4446, 838.1836, 461.6825, 1.430511e-06, 591.0969, 260.774, 405.2849, 2811.657, 222.1705, 66.54005, 213.5508, 226.1942, 163.9583, 605.9651, 1319.414, 1857.861, 168.3632, 900.6506, 863.994, 631.6063, 1619.266, 1348.697, 3632.117, 334.5759, 209.6313, 330.334, 1256.198, 1030.241, 497.1281, 2433.286, 1040.298, -4.768372e-06, 181.1006, 655.8141, 1003.463, -2.288818e-05, 2863.265, 1384.498, 795.3028, 1293.479, 1616.095, 1032.976, 42.07404, 3581.583, 843.6538, 94.17599, 2290.7
7.1, 105.2796, 1474.909, 428.4579, 881.4608, 439.4045, 1.430511e-06, 562.149, 248.7148, 382.6365, 2734.848, 252.784, 63.5209, 204.0229, 264.0413, 156.6709, 631.8593, 1598.356, 1778.836, 160.6698, 860.5572, 828.2073, 599.8977, 1610.247, 1293.673, 3657.472, 320.8239, 201.02, 316.2623, 1256.069, 1083.381, 545.4458, 2319.326, 1025.466, -4.768372e-06, 173.1056, 625.8923, 960.3635, -2.288818e-05, 3052.568, 1363.745, 761.8103, 1414.562, 1606.237, 1086.902, 235.5842, 3435.363, 808.2396, 89.95442, 2216.63
7.2, 99.79475, 1410.767, 452.2118, 839.4532, 418.2015, 175.2416, 559.5725, 237.2133, 405.2122, 2668.74, 277.2295, 60.63873, 194.9201, 278.1015, 149.7073, 659.2114, 1576.312, 1727.158, 153.3279, 862.1479, 854.3608, 569.7809, 1531.828, 1365.118, 3596.875, 307.6371, 192.7624, 302.7901, 1369.147, 1157.168, 522.6072, 2347.289, 1027.23, -3.814697e-06, 165.4637, 597.3356, 919.1151, -2.288818e-05, 2929.427, 1402.402, 827.223, 1445.634, 1679.899, 1061.449, 225.2774, 3780.417, 774.3119, 85.92209, 2286.691
7.3, 94.59564, 1349.415, 471.5795, 799.4475, 445.0182, 165.8168, 554.1407, 226.2437, 517.9725, 2702.642, 304.0863, 57.88734, 332.9067, 361.9964, 143.0533, 722.0728, 1510.753, 1913.339, 146.3214, 869.0734, 874.9501, 541.176, 1603.019, 1480.329, 3568.517, 294.9923, 184.844, 323.3304, 1336.459, 1099.227, 702.6188, 2487.477, 982.1811, 216.8941, 158.1591, 570.0819, 917.2679, -2.288818e-05, 3012.541, 1508.186, 792.3862, 1380.848, 1647.625, 1206.412, 215.4215, 3851.593, 1321.133, 82.07051, 2191.085
7.4, 89.6674, 1372.549, 555.9451, 761.3484, 501.9857, 156.8989, 527.0027, 215.7813, 489.0269, 2795.856, 331.13, 55.26079, 368.9913, 344.0421, 136.695, 688.3836, 1447.92, 1874.661, 139.6352, 830.3857, 838.7095, 514.0073, 1524.952, 1555.289, 3680.313, 282.8673, 177.2508, 337.1659, 1280.716, 1044.186, 813.0756, 2424.574, 1008.679, 240.7243, 151.1769, 544.0717, 930.0586, -2.288818e-05, 3123.911, 1521.627, 759.0166, 1447.227, 1626.58, 1281.024, 205.9968, 3944.284, 1265.675, 78.39159, 2125.532
7.5, 84.99591, 1437.83, 593.432, 725.065, 520.0356, 334.0844, 501.1937, 205.8028, 461.6987, 2935.557, 366.512, 52.75341, 449.115, 326.9782, 130.6194, 656.2662, 1610.492, 1841.693, 133.2545, 873.3608, 880.147, 565.2133, 1450.687, 1610.863, 3684.568, 271.2406, 169.9696, 368.4443, 1279.212, 1099.286, 853.7449, 2504.444, 1062.985, 228.2388, 144.503, 519.2482, 1024.852, -2.288818e-05, 3151.903, 1690.379, 787.2736, 1467.085, 1578.554, 1285.289, 196.9844, 3961.575, 1212.545, 74.87758, 2078.867
7.6, 80.56779, 1427.424, 595.7177, 690.5107, 513.2583, 316.1168, 536.0795, 196.2857, 484.786, 2912.724, 350.5456, 50.35981, 429.077, 310.7607, 124.8137, 625.6473, 1684.197, 1852.641, 127.1653, 834.4822, 889.9568, 536.8378, 1430.536, 1571.974, 3676.753, 260.0919, 162.9875, 352.7492, 1301.761, 1198.667, 959.4806, 2422.906, 1064.895, 252.5641, 138.1237, 495.5573, 980.8336, -2.288818e-05, 3205.362, 1614.757, 754.1193, 1401.338, 1667.513, 1294.202, 188.3664, 3984.231, 1161.646, 71.52109, 2045.493
7.7, 76.37037, 1395.814, 567.0586, 657.6031, 504.5472, 299.1155, 509.8259, 187.2087, 457.6949, 2830.402, 335.2747, 48.07481, 409.933, 295.3476, 119.2662, 702.2311, 1639.635, 2029.255, 121.3544, 797.3344, 919.4901, 509.8868, 1360.87, 1507.84, 3793.261, 249.4014, 156.2922, 428.8155, 1262.26, 1180.376, 919.3059, 2442.671, 1018.194, 239.4645, 132.0261, 472.9472, 938.7059, -2.288818e-05, 3089.23, 1588.531, 782.0906, 1400.777, 1628.826, 1282.546, 180.1253, 4145.759, 1216.572, 68.31506, 2065.665
7.8, 72.39162, 1396.172, 613.0609, 626.2639, 513.4547, 283.0286, 509.7813, 178.5514, 534.6951, 2758.231, 320.6691, 45.89348, 391.6431, 280.6989, 113.9651, 669.4677, 1725.028, 1942.94, 115.809, 842.293, 881.4047, 517.0543, 1434.861, 1515.01, 3720.653, 239.1502, 149.8719, 410.5486, 1209.611, 1121.272, 880.8134, 2517.911, 1028.529, 277.4667, 126.1976, 451.3688, 898.3877, -2.098083e-05, 3095.906, 1517.465, 749.1546, 1385.966, 1573.747, 1300.504, 172.2449, 4221.971, 1243.869, 65.25274, 2048.12
7.9, 68.62016, 1403.555, 583.5675, 718.5024, 496.7054, 267.8069, 484.8157, 170.2945, 504.8149, 2756.296, 306.6997, 43.81113, 374.1693, 266.7767, 108.8997, 638.2329, 1685.088, 1860.296, 110.5171, 832.5392, 855.9993, 651.8397, 1461.505, 1520.534, 3670.052, 229.3205, 143.7154, 393.06, 1240.009, 1183.917, 843.9326, 2399.987, 1084.985, 263.0755, 120.6265, 549.9514, 859.8011, -1.907349e-05, 3193.753, 1515.698, 879.7055, 1323.853, 1676.605, 1267.149, 164.7092, 4137.299, 1191.654, 62.32769, 2077.167
8, 65.04519, 1342.516, 555.493, 752.4071, 603.6219, 253.4038, 529.998, 162.4195, 476.6046, 2775.95, 293.3389, 41.82327, 357.4751, 253.5451, 104.0595, 724.5543, 1632.913, 1856.704, 105.4669, 844.0234, 946.4327, 619.1153, 1450.237, 1520.477, 3651.066, 219.8947, 137.8118, 441.728, 1210.389, 1137.562, 870.3375, 2462.759, 1143.039, 383.845, 115.3013, 524.8596, 911.3804, -1.907349e-05, 3220.018, 1504.617, 890.5088, 1264.525, 1596.751, 1206.945, 157.5031, 4079.546, 1141.632, 59.53377, 2031.149
8.1, 61.65646, 1284.132, 528.7692, 716.5497, 574.4948, 239.7753, 504.0423, 154.9086, 449.9706, 2691.251, 325.8432, 39.9256, 341.5258, 240.9697, 99.43439, 782.4013, 1565, 1965.465, 100.6475, 845.0936, 907.2313, 588.0337, 1379.61, 1509.617, 3664.35, 210.8564, 132.1507, 458.1263, 1332.854, 1094.25, 833.8953, 2419.992, 1092.911, 363.9363, 110.2111, 500.9127, 872.2358, -1.907349e-05, 3114.156, 1437.305, 853.0069, 1357.039, 1589.314, 1149.601, 150.6124, 4175.75, 1490.256, 56.86509, 2104.588
8.199999999999999, 58.44427, 1263.762, 570.8156, 682.4013, 546.7731, 226.8798, 479.3577, 147.745, 481.8079, 2691.865, 391.1685, 38.11404, 326.288, 229.0181, 95.01484, 759.3871, 1605.485, 2056.998, 96.04837, 807.4734, 901.8493, 558.5125, 1410.555, 1542.905, 3513.987, 202.1896, 126.7221, 438.6109, 1345.021, 1081.275, 816.3943, 2371.977, 1058.878, 345.0603, 105.3457, 478.0583, 834.7726, -1.716614e-05, 3127.207, 1373.005, 817.0843, 1348.343, 1554.558, 1094.983, 328.2109, 4317.028, 1427.699, 54.31603, 2159.199
8.300000000000001, 55.39944, 1249.835, 543.3546, 673.3996, 520.3892, 214.6778, 481.3315, 140.9128, 517.4708, 2692.19, 374.128, 36.38467, 311.7301, 217.6592, 90.79172, 923.0842, 1538.713, 2000.133, 91.65938, 806.136, 940.8025, 530.4734, 1401.112, 1479.957, 3553.752, 193.879, 121.5166, 459.8031, 1288.921, 1144.597, 933.6205, 2359.58, 1116.796, 327.1632, 100.6951, 456.2467, 833.081, -1.716614e-05, 3128.922, 1326.589, 922.984, 1287.917, 1662.002, 1042.958, 398.067, 4268.786, 1367.768, 51.88124, 2068.924
8.4, 52.51324, 1233.975, 596.2643, 680.9885, 495.2784, 203.1321, 457.7592, 262.7065, 552.265, 2636.513, 545.7918, 34.73377, 297.8217, 206.8637, 86.75631, 893.1977, 1615.19, 1915.057, 87.47094, 770.25, 901.8343, 503.842, 1364.575, 1471.551, 3655.101, 185.91, 116.5248, 451.0464, 1235.16, 1130.844, 902.6442, 2249.072, 1152.099, 310.1945, 96.24978, 553.3264, 797.2994, -1.525879e-05, 3073.951, 1374.373, 931.3109, 1398.544, 1582.844, 1174.469, 487.4849, 4377.675, 1310.353, 49.5556, 2053.542
8.5, 49.7774, 1180.311, 567.579, 743.3565, 471.3793, 192.2073, 468.2766, 250.558, 554.3079, 2694.037, 522.0154, 33.15778, 284.5339, 309.1983, 82.90026, 896.8731, 1592.024, 1883.302, 83.4739, 792.0038, 895.6404, 478.5475, 1391.825, 1436.425, 3589.554, 178.2686, 111.7382, 431.8326, 1306.31, 1074.22, 864.8493, 2255.034, 1101.574, 294.1058, 92.0007, 528.0806, 763.0547, -1.335144e-05, 3034.53, 1414.896, 892.0907, 1396.398, 1507.456, 1118.669, 761.2786, 4457.784, 1255.348, 47.3342, 2072.811
8.6, 47.1841, 1159.966, 590.0382, 707.9305, 448.6334, 181.8701, 445.3437, 238.9712, 523.3317, 2751.529, 499.2747, 31.65329, 271.839, 293.8627, 79.21561, 855.0284, 1575.947, 1931.825, 79.6595, 756.7469, 889.3958, 454.5229, 1324.044, 1444.669, 3600.744, 170.9412, 107.1481, 413.4372, 1251.825, 1020.432, 892.5743, 2149.422, 1154.6, 278.8516, 87.93921, 503.9867, 751.9589, -1.335144e-05, 3058.717, 1422.459, 870.478, 1333.818, 1435.658, 1125.984, 727.9727, 4439.614, 1202.652, 45.21238, 2057.662
8.699999999999999, 44.72589, 1166.323, 561.6524, 674.1927, 530.5472, 172.0888, 423.5338, 227.9203, 494.0866, 2629.784, 477.5248, 30.21707, 259.7104, 279.2876, 75.69472, 859.965, 1510.404, 1978, 76.01941, 758.7065, 893.5087, 431.7044, 1259.563, 1393.208, 3560.595, 163.9151, 102.7466, 557.7105, 1233.972, 1008.506, 855.2011, 2276.968, 1103.965, 264.3885, 84.05701, 480.9921, 761.5593, -1.335144e-05, 3015.875, 1358.823, 903.4927, 1336.322, 1468.795, 1197.174, 696.1238, 4423.089, 1152.168, 43.18567, 2036.1
8.800000000000001, 42.39576, 1237.287, 594.4565, 642.0629, 504.9462, 162.8336, 402.792, 217.3804, 505.1483, 2675.214, 456.7223, 28.84601, 248.123, 265.4355, 72.33032, 819.8423, 1515.84, 1893.865, 72.54565, 814.7063, 856.4994, 410.0314, 1198.222, 1347.525, 3479.854, 157.1777, 98.52593, 533.953, 1221.882, 958.0075, 819.3927, 2170.329, 1103.327, 250.6757, 80.34621, 459.0466, 812.8797, -1.335144e-05, 3060.712, 1305.134, 880.3713, 1289.421, 1398.839, 1159.657, 826.3748, 4502.071, 1103.803, 41.24981, 1950.972
8.9, 40.18703, 1262.852, 589.9357, 611.4642, 480.5806, 154.0761, 383.066, 207.3279, 476.9193, 2654.138, 436.8261, 27.53717, 237.0525, 252.2704, 69.11546, 840.3347, 1457.95, 1871.413, 69.23064, 796.5988, 859.4564, 389.4465, 1215.119, 1376.21, 3438.163, 150.7172, 94.47863, 511.2075, 1220.721, 948.4742, 785.0837, 2259.354, 1208.212, 237.674, 149.2175, 438.1024, 777.9659, -1.144409e-05, 3047.745, 1328.739, 929.0779, 1322.838, 1438.624, 1104.56, 790.2209, 4486.846, 1057.468, 39.40073, 1892.694
