 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C017, C018, C022, C023, C025, C026, C027, C029, C030, C031, C032, C035, C037, C038, C039, C040, C045, C047, C048, C052, C053, C054, C056, C057, C058, C061, C063, C065, C066, C078, C081, C092, C098
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
243.4, 286.359, 153.4755, 11.78218, 0.3745028, 59.27552, 918.3604, 1523.941, 515.2277, 468.6624, 0.009295234, 1120.622, 431.3384, 755.2941, 187.8821, 283.0438, 2.019303, 2294.939, 1569.983, 148.4042, 1777.797, 4568.767, 37.11055, 655.8467, 4049.961, 3027.715, 2609.352, 3614.042, 757.5709, 1188.185, 26.22465, 1994.534, 1511.447, 235.9761, 1073.031, 44.56362, 26.74309, 1338.32, 738.2592, 6578.721, 692.5892, 2057.353, 499.0735, 1849.963, 1567.023, 1798.096, 5217.724, 3817.749, 2.233304, 1.406836
243.5, 271.4403, 146.801, 11.21535, 0.3566552, 56.41525, 997.861, 1449.309, 491.4016, 442.4723, 0.008883954, 1071.804, 411.7671, 767.0694, 178.5635, 270.4633, 1.92509, 2203.754, 1503.203, 141.6228, 1823.052, 4637.24, 35.24748, 623.907, 4034.009, 2903.476, 2601.99, 3465.583, 725.2997, 1162.319, 24.91153, 2062.393, 1559.73, 225.6274, 1017.376, 42.5963, 25.52292, 1280.838, 706.8413, 6449.489, 757.2537, 2076.072, 476.7075, 1942.613, 1633.299, 1719.43, 5188.406, 3716.922, 2.133193, 1.348016
243.6, 257.2988, 180.7976, 10.6758, 0.3396581, 53.69299, 1044.28, 1479.205, 468.6773, 417.7458, 0.008490872, 1097.342, 393.0838, 732.8453, 169.7071, 258.4421, 1.835273, 2235.491, 1439.264, 135.1512, 1804.083, 4578.007, 33.47794, 593.5228, 4016.91, 2969.584, 2628.19, 3323.221, 725.4609, 1113.839, 23.66415, 2072.131, 1486.682, 215.7326, 964.6086, 40.71583, 24.35843, 1225.825, 676.7605, 6495.679, 746.1353, 2068.799, 455.3438, 1875.755, 1653.052, 1770.939, 5222.543, 3744.004, 2.03757, 1.291656
243.7, 243.894, 212.7979, 10.16221, 0.3234711, 51.1021, 1067.354, 1446.036, 447.0039, 394.4011, 0.008115182, 1073.109, 375.2482, 700.1481, 161.2899, 246.9552, 1.749646, 2173.815, 1378.045, 128.9754, 1898.261, 4539.456, 31.79724, 564.6183, 3864.463, 2871.719, 2620.452, 3186.708, 694.5575, 1210.765, 22.47924, 2213.513, 1417.054, 206.2718, 1042.927, 38.91837, 23.24706, 1173.174, 647.9598, 6578.635, 712.7557, 1998.288, 537.9862, 1786.416, 1599.144, 1693.461, 5040.349, 3678.863, 1.946233, 1.237653
243.8, 274.1554, 203.5436, 9.673319, 0.3080555, 48.63622, 1126.187, 1409.47, 426.3328, 372.3609, 0.007756115, 1205.199, 358.2219, 668.9099, 153.2903, 485.4477, 1.668014, 2357.188, 1319.429, 123.0818, 1813.758, 4351.431, 30.20092, 537.1214, 3706.8, 2753.881, 2736.275, 3055.803, 664.9705, 1263.132, 21.35365, 2213.506, 1350.688, 197.2258, 988.8339, 37.20027, 22.18641, 1122.785, 620.3848, 6880.959, 727.7704, 1934.996, 644.2639, 1923.198, 1656.665, 1978.406, 4834.574, 3671.461, 1.85899, 1.185907
243.9, 407.7425, 428.2096, 9.207951, 0.2933745, 46.28934, 1303.464, 1623.76, 406.6175, 475.4603, 0.007412936, 1251.36, 341.9681, 639.0653, 145.6873, 488.9054, 1.590191, 2521.008, 1263.307, 117.4575, 1862.562, 4323.774, 28.68474, 510.9636, 3750.442, 2845.743, 3129.965, 2930.275, 717.5472, 1264.547, 20.28443, 2516.606, 1491.375, 188.5765, 937.5466, 35.55802, 21.17414, 1074.561, 593.9832, 7075.159, 1254.368, 2060.954, 615.3912, 1831.6, 1692.657, 2334.022, 4637.2, 3615.336, 1.775658, 347.4626
244, 386.4999, 409.5873, 8.764971, 0.2793932, 44.05569, 1270.194, 1719.006, 387.814, 448.8904, 0.007084941, 1308.183, 326.4518, 666.3651, 138.4615, 510.3384, 1.515999, 2416.159, 1209.572, 112.0902, 1893.389, 4289.365, 27.24467, 486.0797, 3859.769, 2811.885, 3113.96, 2809.903, 749.6945, 1343.605, 19.26875, 2430.897, 1421.529, 180.3066, 888.9194, 33.98826, 20.20806, 1028.407, 568.7053, 7202.1, 1252.433, 2320.832, 587.8123, 1977.331, 1674.071, 2475.925, 4790.026, 3613.212, 1.696062, 400.382
244.1, 366.364, 391.775, 8.343302, 0.2660782, 41.92984, 1201.881, 1752.499, 369.88, 423.8052, 0.006771458, 1251.194, 311.6395, 1011.648, 131.5941, 621.758, 1.445268, 2441.522, 1158.123, 106.9682, 1881.573, 4340.528, 25.8769, 462.4077, 3917.339, 2733.67, 3048.814, 2694.476, 717.7587, 1384.759, 18.30392, 2329.112, 1488.661, 172.3993, 1024.927, 32.4878, 19.28606, 1048.263, 544.5031, 7168.339, 1219.598, 2460.861, 561.4694, 1883.155, 1630.287, 2367.603, 4998.815, 3646.048, 1.620034, 383.6422
244.2, 347.2771, 374.7372, 7.941919, 0.2533978, 39.90656, 1277.133, 1861.588, 352.7754, 400.1218, 0.006471846, 1251.045, 297.4994, 1171.031, 125.0672, 594.1228, 1.377837, 2426.478, 1108.862, 102.0802, 1853.586, 4321.196, 24.5778, 439.8885, 4024.924, 2630.806, 3282.584, 2583.791, 687.1834, 1343.355, 17.3874, 2348.866, 1557.29, 164.8388, 1200.056, 31.05359, 18.40612, 1003.239, 521.3308, 7279.755, 1300.941, 2407.143, 536.3071, 1896.923, 1616.995, 2264.02, 4794.736, 3492.997, 1.547413, 367.6022
244.3, 329.1847, 553.6186, 7.559846, 0.2413217, 37.98091, 1377.108, 2013.042, 336.4617, 377.762, 348.6693, 1196.546, 284.0008, 1264.934, 118.8641, 567.7159, 1.313553, 2325.561, 1061.696, 97.41556, 1908.353, 4445.711, 303.8752, 418.4659, 4109.941, 2629.632, 3147.661, 2477.653, 666.9745, 1287.324, 16.51678, 2837.671, 1865.053, 157.6098, 1137.814, 29.68269, 17.56634, 1032.32, 499.1447, 7082.831, 1598.869, 2305.771, 688.4705, 1862.815, 1679.685, 2164.969, 4598.989, 3346.37, 1.478049, 597.3521
244.4, 312.0348, 529.5425, 7.196154, 0.229821, 36.14819, 1315.419, 1980.39, 320.9024, 356.6516, 382.3286, 1144.42, 271.1147, 1208.497, 112.9687, 542.4827, 1.252267, 2228.841, 1016.536, 92.96409, 1843.4, 4325.395, 505.2249, 398.0867, 4179.674, 2630.248, 3039.975, 2482.941, 638.5625, 1233.63, 15.68975, 2891.133, 1938.193, 150.6979, 1163.257, 28.37231, 16.76486, 987.9809, 477.9027, 7127.567, 1623.01, 2208.668, 678.1584, 1881.033, 1671.864, 2070.252, 4411.233, 3309.843, 1.411793, 572.377
244.5, 295.7784, 506.5134, 6.849958, 0.2188685, 34.4039, 1460.077, 1918.511, 306.0627, 336.721, 365.412, 1094.566, 473.3975, 1205.522, 107.3657, 546.2824, 1.193841, 2240.993, 973.2978, 88.71603, 1819.514, 4362.429, 512.0125, 378.6999, 4250.883, 2522.318, 3091.816, 2386.488, 666.6, 1209.834, 262.2156, 2907.937, 2140.056, 144.0891, 1219.838, 27.11977, 15.99996, 1171.927, 457.5648, 7265.218, 1550.402, 2361.512, 721.5839, 1900.145, 1618.015, 1979.679, 4908.822, 3385.944, 1.348507, 548.4461
244.6, 280.3689, 484.4858, 6.520418, 0.2084379, 32.74377, 1626.117, 1824.556, 291.9092, 317.9041, 429.8467, 1046.883, 520.1774, 1180.706, 102.0405, 563.8615, 1.138141, 2147.79, 931.8983, 84.66209, 1738.516, 4292.269, 881.9853, 360.2573, 4085.696, 2448.02, 3014.888, 2416.781, 638.204, 1262.407, 249.0859, 2799.644, 2358.77, 137.7701, 1170.772, 25.92254, 15.26995, 1172.001, 438.0923, 7321.105, 1640.481, 2396.23, 689.246, 1809.645, 1638.59, 1893.068, 4863.324, 3243.811, 1.288059, 525.5157
244.7, 265.7622, 463.4162, 6.206731, 0.1985044, 31.16376, 1563.429, 1807.445, 278.4102, 300.1388, 544.8546, 1001.278, 696.3169, 1408.471, 96.9795, 538.7996, 1.08504, 2058.463, 1133.891, 80.7934, 1833.669, 4402.991, 1214.333, 342.7128, 4013.206, 2347.567, 2953.791, 2497.257, 611.0176, 1209.752, 480.5669, 2851.831, 2643.701, 131.7283, 1187.704, 24.77815, 14.57326, 1121.662, 419.4486, 7329.103, 1701.767, 2594.332, 658.3573, 1788.526, 1626.67, 1810.246, 5036.141, 3272.499, 1.23032, 503.5441
244.8, 251.9165, 443.2629, 5.908135, 0.1890443, 29.65999, 1549.93, 1718.929, 265.5354, 283.3663, 520.7468, 957.6589, 664.7225, 1574.117, 92.16949, 514.8516, 1.034416, 1972.852, 1307.805, 77.10149, 1752.042, 4537.491, 1326.527, 326.0227, 4002.116, 2251.237, 2832.381, 2491.52, 680.4111, 1159.294, 456.5039, 2732.421, 2967.388, 125.9514, 1299.508, 23.68429, 13.90835, 1260.069, 401.5982, 7198.76, 1625.636, 2507.588, 628.853, 1703.342, 1549.385, 1731.048, 5240.165, 3236.947, 1.175169, 482.4911
244.9, 238.7922, 423.986, 5.623904, 0.1800351, 28.22878, 1466.572, 1666.784, 253.2561, 267.531, 497.7056, 915.9402, 634.5618, 1703.833, 87.59806, 491.9681, 0.9861543, 1890.801, 1317.282, 73.57829, 1781.037, 4571.811, 1675.893, 310.1454, 3838.836, 2158.859, 2801.667, 2389.172, 670.4427, 1110.94, 433.6458, 2898.96, 3285.382, 120.4278, 1312.191, 226.4005, 13.27377, 1263.353, 384.5075, 7123.94, 1738.586, 2414.442, 600.6708, 1622.215, 1697.526, 1655.315, 5026.233, 3101.069, 1.12249, 462.3183
245, 226.3516, 405.5475, 5.353347, 0.1714552, 26.86663, 1420.934, 1852.647, 241.5446, 252.5807, 475.684, 876.039, 605.7695, 1755.482, 83.25336, 520.1349, 0.9401441, 1812.162, 1261.251, 70.21609, 1798.051, 4705.501, 1761.321, 295.0413, 4129.709, 2181.26, 2810.985, 2402.601, 695.3726, 1091.925, 411.9322, 2777.577, 3271.136, 115.1465, 1244.133, 216.4057, 12.66815, 1316.108, 368.1442, 7297.251, 1660.807, 2556.88, 573.7517, 1668.554, 1722.434, 1582.895, 5109.359, 3143.653, 1.072173, 442.9889
245.1, 214.5591, 387.9108, 5.095806, 0.1632842, 25.57021, 1470.467, 1761.917, 389.9644, 238.4658, 454.6367, 837.876, 578.2836, 2046.498, 79.12415, 547.8253, 0.8962805, 1826.498, 1353.605, 67.00751, 1736.126, 4550.365, 1672.897, 280.6728, 4190.381, 2102.372, 2719.947, 2653.495, 665.7509, 1342.265, 391.3059, 2661.276, 3117.936, 110.0968, 1290.478, 206.8522, 12.09016, 1337.653, 352.4772, 7203.037, 1586.509, 2577.373, 650.1448, 1589.084, 1640.599, 1513.643, 5416.23, 3162.954, 1.024112, 424.4677
245.2, 203.381, 371.0411, 4.850655, 0.1555026, 24.33635, 1492.888, 1675.63, 703.7549, 225.1397, 434.5207, 976.2632, 552.0448, 2065.428, 75.19973, 702.1442, 0.8544635, 2170.293, 1513.987, 63.94556, 1949.435, 4424.437, 1588.912, 267.0041, 4342.244, 2273.444, 2784.954, 2985.043, 637.3911, 1345.139, 371.7124, 2549.845, 2971.911, 105.2685, 1409.563, 197.7204, 11.53854, 1485.47, 337.4769, 7199.689, 1515.534, 2611.228, 621.0085, 1646.367, 1562.653, 1447.421, 5637.066, 3181.139, 0.9782043, 406.7209
245.3, 192.7852, 354.905, 4.617298, 0.1480918, 23.16202, 1412.598, 1762.619, 786.0874, 288.3464, 415.2948, 933.7342, 526.9966, 1973.275, 71.46996, 781.8965, 0.8145975, 2080.031, 1449.589, 61.02353, 1886.732, 4511.51, 1663.607, 254.001, 4236.016, 2180.156, 2832.475, 2862.422, 610.2393, 1298.218, 353.0999, 2610.332, 3418.494, 100.652, 1438.329, 188.9918, 11.01209, 1421.668, 323.115, 7155.854, 1447.734, 2501.261, 593.1779, 1593.695, 1704.897, 1384.096, 5406.93, 3047.603, 0.934355, 389.716
245.4, 182.7415, 403.5072, 4.395167, 0.1410342, 22.04436, 1336.626, 1800.96, 1156.231, 279.5459, 396.9195, 944.6102, 503.0849, 1885.234, 67.92519, 747.1437, 0.7765915, 2095.13, 1387.93, 58.23502, 1894.69, 4503.062, 1645.276, 241.6312, 4362.285, 2210.31, 2895.405, 2744.837, 584.2441, 1302.802, 335.4195, 2501.034, 3514.7, 96.23795, 1363.728, 180.6485, 10.50966, 1464.592, 309.3643, 7186.406, 1382.967, 2624.478, 702.5891, 1645.774, 1648.449, 1482.201, 5359.363, 3082.01, 0.8924712, 373.4221
245.5, 173.221, 385.9592, 4.183722, 0.134313, 20.98064, 1381.702, 1861.58, 1449.459, 298.4052, 379.3573, 933.7225, 480.2582, 1853.375, 64.55622, 713.9355, 0.7403587, 2069.302, 1328.894, 55.57393, 1945.694, 4378.462, 1562.677, 229.8638, 4216.769, 2258.028, 3105.221, 2632.083, 677.6358, 1295.715, 318.6243, 2396.312, 3421.671, 92.01746, 1292.996, 172.6736, 10.03015, 1472.053, 296.1988, 7220.726, 1321.098, 2618.269, 671.1024, 1654.919, 1570.129, 1581.68, 5376.579, 3114.351, 0.8524649, 357.8094
245.6, 164.1966, 369.1744, 3.98245, 0.127912, 19.96824, 1326.915, 1864.651, 1733.943, 281.7295, 362.5721, 908.5479, 458.4672, 1794.718, 61.35435, 760.8467, 0.7058163, 1983.239, 1470.783, 53.03444, 2144.826, 4377.396, 1606.636, 218.6694, 4325.687, 2190.318, 3294.012, 2622.965, 648.7697, 1252.785, 302.6701, 2356.953, 3313.629, 87.98207, 1225.933, 165.0507, 9.57252, 1483.193, 283.5935, 7219.086, 1261.996, 2594.407, 673.0971, 1687.076, 1622.271, 1512.482, 5359.491, 3158.293, 0.814252, 342.8495
245.7, 155.6422, 353.1195, 3.790861, 0.1218162, 19.0047, 1255.551, 1773.333, 1951.198, 280.049, 346.5296, 882.9789, 437.6649, 1731.6, 58.31129, 727.0295, 0.6728857, 1991.344, 1408.223, 50.611, 2356.118, 4294.878, 1525.977, 208.0202, 4235.889, 2172.947, 3297.44, 2751.188, 632.1697, 1236.012, 287.5148, 2339.947, 3273.533, 84.12365, 1162.349, 157.7643, 9.13577, 1486.024, 271.5247, 7041.041, 1205.539, 2485.149, 670.2454, 1703.092, 1606.932, 1569.006, 5294.777, 3174.682, 0.777752, 328.5151
245.8, 147.5336, 468.9135, 3.608489, 0.1160108, 18.08764, 1316.107, 1873.782, 2211.849, 347.0465, 331.197, 844.5136, 417.8065, 1673.197, 55.41916, 723.8947, 0.6414914, 2053.24, 1348.324, 48.2983, 2436.345, 4206.44, 1449.368, 197.8896, 4176.939, 2195.256, 3245.813, 2647.219, 653.201, 1212.088, 273.1183, 2344.833, 3169.204, 80.43443, 1102.062, 150.7996, 8.718946, 1422.198, 259.9695, 6933.534, 1151.607, 2483.677, 640.2083, 1668.733, 1530.584, 1674.898, 5221.706, 3185.287, 0.7428882, 314.78
245.9, 139.8474, 455.8788, 3.43489, 0.1104821, 17.21485, 1288.299, 1841.776, 2396.001, 349.279, 316.5427, 846.3907, 398.8492, 1598.545, 52.67047, 691.7198, 0.6115618, 1967.845, 1290.972, 46.09127, 2613.187, 4183.05, 1594.965, 188.2524, 4112.19, 2207.729, 3390.734, 2538.476, 633.7846, 1173.536, 259.4427, 2330.899, 3192.741, 76.90701, 1044.902, 144.1423, 8.32114, 1361.114, 248.906, 7030.696, 1165.088, 2577.242, 698.7159, 1627.906, 1573.723, 1679.819, 5129.3, 3170.357, 0.7095872, 301.6191
246, 132.5616, 529.6818, 3.269643, 0.1052168, 16.38416, 1219.012, 1751.579, 2544.079, 365.5085, 302.5369, 873.049, 380.752, 1551.202, 50.05811, 772.1301, 0.5830287, 1970.694, 1420.119, 43.9851, 2618.458, 4265.003, 1563.535, 179.0846, 4241.429, 2173.036, 3327.247, 2518.52, 613.665, 1389.389, 246.4518, 2233.302, 3218.917, 73.53428, 990.7063, 137.779, 7.941484, 1302.652, 238.3134, 7053.005, 1134.529, 2487.849, 685.678, 1698.124, 1553.422, 1674.38, 5174.151, 3037.274, 0.677779, 289.0085
246.1, 125.6554, 506.6467, 3.112346, 0.1002025, 15.59356, 1256.954, 1754.46, 2556.059, 345.083, 289.1507, 886.3931, 363.476, 1524.596, 47.57532, 743.7935, 0.5558268, 2017.771, 1359.714, 41.97517, 2591.438, 4114.011, 1485.04, 170.3632, 4085.413, 2083.867, 3256.266, 2488.114, 587.5239, 1331.438, 234.1115, 2194.667, 3164.123, 70.30946, 939.3219, 131.6966, 7.579151, 1326.458, 228.1716, 6894.222, 1114.932, 2611.978, 654.9492, 1617.246, 1479.617, 1624.172, 5281.387, 3009.011, 0.6473966, 276.9252
246.2, 119.109, 484.6133, 2.962616, 0.09542721, 14.84111, 1189.353, 1668.539, 2594.666, 325.7988, 276.3569, 847.779, 346.9838, 1456.574, 45.21567, 738.3675, 0.529894, 1962.177, 1389.831, 40.05709, 2675.771, 4180.554, 1410.486, 162.0665, 3937.307, 2147.144, 3219.109, 2429.978, 562.4964, 1305.995, 222.389, 2250.24, 3156.498, 67.22606, 993.7121, 125.8826, 7.233348, 1299.344, 218.4613, 6884.776, 1065.053, 2511.577, 661.9737, 1592.921, 1539.928, 1647.1, 5129.503, 3068.165, 0.6183761, 265.347
246.3, 112.9037, 525.4474, 2.820089, 0.09087945, 14.12497, 1239.282, 1756.142, 2519.392, 329.849, 264.1291, 877.1638, 331.2399, 1391.586, 42.97306, 795.176, 0.5051712, 1880.57, 1330.714, 38.22665, 2606.113, 4112.667, 1478.511, 154.1739, 3948.649, 2059.038, 3176.557, 2343.747, 538.535, 1384.811, 211.2535, 2222.8, 3103.588, 64.27789, 942.1718, 120.3254, 6.903324, 1243.536, 209.1644, 6900.658, 1086.216, 2517.207, 632.3073, 1542.603, 1551.518, 1826.378, 5129.94, 2983.029, 0.5906566, 254.2529
246.4, 107.0216, 530.1006, 2.684419, 0.08654842, 13.44339, 1309.13, 1670.138, 2514.148, 347.4045, 252.4424, 838.9518, 316.2104, 1368.264, 40.84167, 825.6639, 0.4816018, 1832.909, 1274.112, 36.47986, 2595.755, 4038.3, 1404.285, 146.6656, 4014.037, 2066.497, 3269.884, 2247.469, 562.1201, 1327.052, 200.6756, 2190.139, 3178.202, 61.459, 944.8192, 115.0135, 6.588356, 1190.125, 200.263, 6938.684, 1191.883, 2504.266, 603.9703, 1511.964, 1495.19, 1891.966, 5035.276, 3026.295, 0.5641796, 243.6227
246.5, 101.446, 533.7299, 2.555276, 0.08242379, 12.79469, 1276.954, 1666.818, 2405.962, 327.9906, 241.2727, 848.4033, 301.8628, 1455.821, 38.816, 788.9658, 0.4591321, 1893.808, 1219.917, 34.81289, 2544.909, 4053.987, 1442.265, 139.523, 3880.898, 2035.742, 3247.86, 2191.886, 538.1747, 1294.963, 190.6273, 2149.243, 3165.291, 58.76374, 949.5045, 109.9361, 6.28776, 1139.009, 191.7405, 6844.963, 1138.562, 2500.242, 643.6371, 1460.428, 1527.629, 1889.474, 5064.433, 3006.26, 0.5388895, 233.4369
246.6, 96.16086, 577.3087, 2.432346, 0.07849573, 12.1773, 1208.277, 1626.768, 2510.371, 309.6617, 442.2893, 851.4545, 288.1663, 1390.867, 36.8908, 753.8987, 0.4377108, 1906.473, 1259.574, 33.22209, 2498.093, 4040.552, 1426.362, 132.7282, 3917.526, 1952.207, 3114.364, 2306.743, 624.0397, 1310.966, 181.0822, 2075.599, 3208.2, 56.18667, 900.2571, 105.0828, 6.000878, 1124.737, 183.5806, 6706.572, 1087.627, 2478.184, 614.7924, 1487.71, 1484.038, 2010.073, 5066.598, 2934.057, 0.514733, 223.677
246.7, 91.15107, 567.8969, 2.31533, 0.07475488, 11.58969, 1162.019, 1676.034, 2426.974, 292.3569, 422.7197, 814.3625, 275.0912, 1328.812, 35.06108, 720.3903, 0.4172888, 1827.182, 1284.617, 31.70399, 2535.198, 4005.637, 1354.754, 126.2644, 3763.466, 1966.418, 3083.908, 2211.985, 597.4567, 1256.286, 172.015, 2181.678, 3112.434, 53.72263, 853.564, 100.4438, 5.727085, 1123.045, 175.768, 6819.968, 1038.97, 2584.901, 587.2404, 1528.219, 1481.265, 2003.548, 4974.237, 2914.328, 0.4916594, 214.3251
246.8, 86.40228, 624.7053, 2.203943, 0.07119229, 11.03045, 1199.809, 1593.953, 2314.741, 276.0193, 546.5153, 778.8863, 262.6093, 1269.524, 33.32212, 688.3712, 0.3978197, 1751.19, 1229.976, 30.25525, 2588.777, 4178.796, 1339.731, 120.1153, 3763.035, 1901.001, 3179.94, 2121.12, 652.1731, 1203.887, 163.4019, 2116.443, 3170.447, 51.36664, 844.4723, 96.00955, 5.465784, 1106.211, 168.2879, 6750.332, 1274.319, 2476.044, 560.9232, 1531.672, 1492.683, 2040.379, 4886.447, 2791.992, 0.4696201, 205.3643
246.9, 81.90089, 597.5377, 2.097915, 0.06779949, 10.49819, 1169.76, 1515.892, 2480.306, 260.5946, 522.334, 744.9556, 250.6938, 1212.882, 31.6694, 657.7752, 0.379259, 1716.311, 1177.658, 102.2147, 2492.366, 4150.475, 1310.141, 114.2657, 3775.09, 1822.995, 3106.301, 2033.988, 624.3916, 1153.674, 155.22, 2027.825, 3077.774, 49.11397, 800.6725, 91.77109, 5.216405, 1058.698, 161.1262, 6639.668, 1285.526, 2412.906, 583.2687, 1458.721, 1493.538, 1951.112, 4982.449, 2830.722, 0.4485687, 196.7781
247, 77.63401, 571.5516, 1.996987, 0.06456839, 9.991607, 1334.764, 1441.654, 2372.136, 246.0319, 499.2227, 712.503, 239.319, 1158.768, 30.09866, 655.4396, 0.3615642, 1644.929, 1127.566, 97.54395, 2415.566, 4142.149, 1244.367, 108.701, 3652.995, 1748.19, 3083.779, 1950.434, 621.7559, 1177.575, 147.4478, 1980.617, 2933.63, 46.96009, 897.1094, 87.71973, 4.978405, 1013.226, 154.2692, 6802.651, 1347.496, 2622.719, 557.1295, 1578.21, 1561.186, 1865.751, 4813.578, 2840.176, 0.428461, 188.5508
247.1, 73.58943, 625.4968, 1.900916, 0.06149126, 9.509473, 1314.294, 1513.321, 2425.613, 289.0045, 477.1339, 827.0715, 228.4602, 1107.067, 28.60582, 661.116, 0.344695, 1594.319, 1127.577, 111.6086, 2510.851, 4175.554, 1181.896, 103.4073, 3780.249, 1730.822, 2957.027, 2153.158, 632.2971, 1203.882, 140.0648, 1897.686, 2875.643, 44.90068, 850.5796, 83.84723, 4.751263, 1250.778, 147.704, 6610.714, 1326.845, 2512.269, 551.6476, 1503.043, 1487.012, 1784.124, 4952.994, 2764.294, 0.4092546, 180.6676
247.2, 69.75557, 598.2949, 1.809466, 0.05856078, 9.050604, 1276.887, 1722.582, 2467.188, 308.9286, 456.0225, 791.0417, 218.0942, 1057.673, 27.18702, 649.9388, 0.3286128, 1528.011, 1178.775, 106.5086, 2399.078, 4029.847, 1122.561, 98.37133, 3626.021, 1881.53, 2967.232, 2219.271, 605.3623, 1153.669, 133.0514, 1818.227, 2866.547, 42.93157, 964.5629, 80.14568, 4.534484, 1197.056, 141.4182, 6659.121, 1267.486, 2406.47, 597.1779, 1431.455, 1416.362, 1775.178, 4847.569, 2901.042, 0.3909092, 173.1139
247.3, 66.12144, 584.2881, 1.722415, 0.05576997, 168.78, 1246.78, 1679.977, 2353.096, 301.4743, 435.8452, 756.5814, 208.1985, 1010.484, 25.8386, 621.0511, 0.313281, 1464.461, 1251.803, 122.8541, 2452.72, 4168.711, 1066.205, 93.58066, 3686.038, 1825.983, 2845.271, 2272.591, 626.7332, 1105.55, 126.3893, 1854.008, 2970.994, 293.9488, 914.5344, 76.60755, 4.327597, 1228.881, 135.3999, 6489.452, 1271.536, 2305.126, 649.4592, 1363.278, 1349.069, 1697.514, 4725.738, 2779.264, 0.3733862, 381.4957
247.4, 62.67665, 583.3226, 1.639552, 0.05311215, 160.6357, 1231.854, 1597.703, 2412.522, 284.6271, 416.5606, 723.6224, 198.7518, 965.3992, 24.55705, 593.4473, 0.2986645, 1403.554, 1283.477, 126.2016, 2442.258, 4010.356, 1012.678, 89.02328, 3808.298, 1782.171, 2844.28, 2525.063, 600.0354, 1102.481, 120.0607, 1776.378, 2831.851, 281.0578, 867.1008, 73.22561, 4.130148, 1176.1, 129.6377, 6362.594, 1214.652, 2271.839, 715.2241, 1298.347, 1328.818, 1623.248, 4859.705, 2889.703, 0.3566486, 365.5455
247.5, 59.41132, 557.9547, 1.560676, 0.05058099, 152.8844, 1246.125, 1552.907, 2471.198, 341.88, 398.1294, 741.8076, 189.7337, 922.3262, 23.33906, 602.6606, 0.2847299, 1345.18, 1228.884, 120.4347, 2429.508, 3963.968, 1071.19, 84.68786, 3672.555, 1784.514, 2733.548, 2421.337, 574.4749, 1056.497, 114.049, 1747.139, 2817.924, 268.7321, 822.1274, 69.99297, 3.941708, 1208.631, 124.1208, 6322.502, 1196.553, 2176.165, 723.3763, 1365.679, 1287.175, 1552.231, 4808.192, 2768.401, 0.3406613, 412.0713
247.6, 56.3161, 533.69, 1.485595, 0.04817046, 145.5071, 1223.732, 1493.526, 2413.48, 346.5586, 380.5136, 764.4697, 355.0405, 881.1751, 22.18149, 599.9299, 0.2714455, 1289.234, 1355.526, 150.1032, 2440.354, 4059.803, 1017.413, 80.56357, 3655.57, 1711.288, 2652.991, 2412.187, 655.4982, 1012.431, 108.3383, 1756.637, 2911.688, 308.7477, 779.4866, 66.90304, 3.761866, 1156.719, 118.8386, 6242.035, 1153.836, 2135.034, 690.9581, 1300.635, 1307.45, 1484.321, 4836.333, 2820.6, 0.3253907, 394.8427
247.7, 53.38214, 510.4806, 1.414125, 0.04587481, 138.4858, 1204.581, 1543.495, 2416.88, 327.192, 363.6773, 731.167, 338.9311, 841.86, 21.08133, 616.9183, 0.2587809, 1371.799, 1359.96, 143.2442, 2331.719, 3969.135, 966.3351, 76.64013, 3596.557, 1695.534, 2783.357, 2386.354, 627.5751, 970.2034, 102.9136, 1794.508, 2775.322, 307.248, 963.1024, 63.94952, 3.590229, 1242.975, 113.7812, 6292.271, 1102.218, 2095.273, 713.9059, 1286.964, 1312.309, 1522.153, 4792.388, 2814.958, 0.3108046, 378.3345
247.8, 50.60104, 569.6051, 1.346094, 0.04368856, 131.8033, 1279.969, 1576.8, 2428.252, 379.9869, 347.5859, 763.8525, 323.5526, 804.299, 20.03573, 589.4982, 0.2467072, 1314.746, 1302.114, 136.6985, 2440.612, 3944.442, 1000.485, 72.90776, 3512.598, 1702.734, 2700.593, 2288.326, 600.8415, 971.7975, 97.76048, 1897.185, 2741.436, 310.2522, 913.1498, 61.12638, 3.426423, 1189.589, 108.939, 6267.014, 1114.377, 2130.231, 681.9121, 1334.069, 1353.529, 1520.511, 4671.721, 2751.564, 0.2968724, 362.5164
