 , C003, C004, C005, C008, C009, C010, C016, C017, C018, C020, C023, C024, C028, C029, C038, C039, C041, C045, C053, C055, C059, C060, C066, C070, C073, C076, C077, C080, C082, C083, C087, C089
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
7.3, 1940.61, 1390.184, 670.2287, 516.2818, 0, 852.213, 420.2808, 613.7327, 1576.182, 247.1871, 621.2808, 854.3335, 858.8985, 1938.963, 2497.45, 932.8097, 1601.559, 711.0955, 1126.778, 2181.076, 1561.912, 2182.561, 2181.674, 1650.876, 1213.477, 205.5995, 2910.384, 123.9244, 663.49, 2924.366, 943.8689, 1850.845
7.4, 1924.078, 1381.236, 641.3067, 495.7251, 0, 848.3726, 473.5344, 584.7939, 1626.438, 236.9435, 589.3459, 819.8192, 896.9455, 1856.202, 2473.7, 904.0316, 1558.879, 676.5737, 1141.768, 2200.933, 1492.207, 2136.045, 2147.496, 1568.81, 1160.744, 195.4372, 2789.089, 118.368, 659.9947, 2800.427, 945.6808, 1878.44
7.5, 1874.885, 1306.477, 613.6328, 520.166, 0, 812.1711, 466.2066, 557.2196, 1559.602, 227.1245, 559.0526, 786.6992, 946.2227, 2037.801, 2420.273, 865.5423, 1487.509, 643.7278, 1200.629, 2123.28, 1523.188, 2047.38, 2145.197, 1490.824, 1110.303, 185.7772, 2829.963, 113.0607, 627.6873, 2748.964, 904.6673, 1857.041
7.6, 1872.621, 1272.055, 587.153, 611.1793, 0, 777.5145, 447.183, 530.9456, 1718.245, 217.7123, 686.6241, 754.9172, 905.7056, 1950.822, 2462.447, 828.6917, 1419.407, 685.9869, 1184.828, 2150.001, 1455.211, 1962.396, 2052.953, 1623.962, 1104.526, 176.5947, 2712.02, 107.9913, 770.4563, 2657.307, 884.8265, 1768.35
7.7, 1792.687, 1253.041, 703.8434, 586.0535, 0, 744.3367, 592.1356, 505.9103, 1830.265, 208.6902, 767.0247, 846.9053, 866.9233, 2121.844, 2347.074, 831.8734, 1487.364, 666.2882, 1218.175, 2114.052, 1592.491, 1922.679, 2195.596, 1543.234, 1114.08, 167.866, 2690.12, 103.1493, 768.2511, 2662.249, 846.4522, 1683.896
7.8, 1869.035, 1204.344, 707.1797, 633.7053, 0, 712.5746, 567.9735, 482.0556, 1758.221, 200.042, 871.9085, 841.9636, 849.6846, 2079.808, 2399.062, 802.0265, 1502.836, 633.9417, 1170.177, 2397.743, 1567.263, 2020.728, 2239.616, 1466.519, 1107.206, 159.5687, 2578.004, 98.52437, 762.1647, 2907.026, 881.7175, 1827.698
7.9, 1789.254, 1169.099, 676.6632, 607.6534, 0, 682.168, 544.7974, 459.3256, 1705.178, 191.7522, 948.4399, 807.9489, 957.1443, 2030.004, 2388.994, 767.8801, 1434.032, 816.2966, 1111.842, 2545.168, 1691.564, 2166.257, 2200.999, 1490.199, 1134.971, 151.6816, 2757.583, 94.1068, 724.856, 2783.822, 843.4781, 1794.621
8, 1790.32, 1105.822, 647.4636, 582.6726, 0, 653.0588, 522.567, 437.6674, 1839.563, 183.8058, 899.6884, 775.3085, 941.9769, 1943.357, 2442.498, 735.1874, 1368.378, 874.8461, 1143.575, 2503.754, 1646.135, 2175.058, 2237.132, 1507.773, 1085.65, 144.1844, 2642.656, 89.88731, 780.911, 2778.429, 806.897, 1881.539
8.1, 1713.899, 1045.969, 619.5239, 602.0163, 0, 625.1917, 501.2436, 417.0304, 1763.969, 176.1888, 853.4429, 743.9868, 967.4708, 2018.96, 2351.79, 703.8867, 1451.824, 1129.033, 1086.567, 2479.524, 1572.671, 2084.773, 2140.935, 1556.565, 1038.472, 137.0577, 2532.519, 431.4297, 742.6846, 2660.676, 771.9025, 1813.953
8.199999999999999, 1742.135, 989.3566, 592.79, 675.9691, 0, 598.5137, 480.7904, 397.3665, 1691.481, 168.8875, 940.0021, 843.0023, 926.0439, 1986.843, 2241.601, 673.9186, 1385.356, 1290.252, 1104.721, 2442.557, 1686.292, 2145.466, 2184.562, 1479.187, 1045.175, 130.2832, 2722.102, 412.0856, 706.3295, 2587.397, 738.4256, 1842.382
8.300000000000001, 1779.458, 935.8079, 567.2097, 648.1797, 0, 572.9742, 461.1718, 378.6298, 1770.237, 179.1842, 901.3414, 808.9456, 941.8467, 2052.076, 2299.332, 677.6052, 1321.93, 1227.613, 1049.649, 2508.343, 1611.036, 2056.41, 2146.992, 1405.656, 999.7556, 123.8436, 2658.761, 393.6088, 671.754, 2603.931, 706.4006, 1961.769
8.4, 1703.5, 885.1576, 542.7332, 621.5328, 0, 548.5245, 442.3536, 360.7766, 1697.492, 171.7587, 879.4213, 776.265, 901.517, 2211.972, 2267.45, 735.0876, 1428.676, 1168.016, 997.3234, 2506.551, 1681.439, 1971.05, 2083.162, 1335.781, 1115.713, 117.7223, 2647.524, 375.9604, 638.871, 2493.573, 675.7645, 1974.718
8.5, 1717.324, 939.7251, 519.3129, 595.9814, 0, 555.3538, 424.3034, 441.368, 1627.736, 164.6409, 834.2175, 744.9045, 862.9142, 2117.559, 2196.983, 703.7911, 1379.735, 1285.011, 947.606, 2389.021, 1772.175, 1937.945, 1993.586, 1331.085, 1130.517, 111.9036, 2537.185, 359.1034, 607.5977, 2534.451, 646.457, 1919.556
8.6, 1748.629, 911.0893, 496.9032, 605.5522, 0, 531.6559, 406.9897, 420.5566, 1560.846, 157.8181, 831.1223, 714.811, 866.6524, 2027.175, 2221.514, 741.6475, 1392.957, 1247.506, 940.3665, 2305.192, 1693.086, 1904.894, 1978.539, 1264.916, 1081.389, 106.3725, 2431.443, 343.0022, 577.8552, 2547.866, 662.7375, 1827.88
8.699999999999999, 1751.74, 861.7768, 475.4606, 580.6578, 0, 519.4116, 390.3825, 400.7265, 1615.904, 267.1597, 896.6982, 685.9333, 829.5425, 2221.276, 2117.429, 710.0717, 1418.308, 1290.077, 893.4884, 2316.676, 1671.224, 1978.549, 2051.494, 1359.585, 1198.167, 101.1147, 2438.921, 327.6229, 549.5686, 2540.262, 670.7086, 1920.891
8.800000000000001, 1683.534, 815.1334, 454.9433, 661.3381, 0, 724.2755, 374.4529, 381.8314, 1636.101, 256.0885, 980.9534, 658.2222, 795.8547, 2126.465, 2115.958, 857.8004, 1353.374, 1227.447, 887.345, 2310.95, 1596.641, 1908.364, 2043.303, 1332.265, 1146.099, 96.11684, 2403.772, 312.9331, 522.6667, 2535.475, 763.4711, 1864.31
8.9, 1750.215, 771.0144, 435.3114, 634.1503, 0, 697.795, 359.1734, 363.8272, 1568.868, 245.4761, 930.5308, 631.6306, 803.9457, 2103.218, 2193.455, 833.471, 1407.702, 1423.322, 1080.256, 2314.898, 1525.386, 2054.976, 2291.244, 1474.01, 1191.792, 91.366, 2387.152, 298.9021, 497.0816, 2475.053, 730.3599, 1843.12
9, 1761.062, 729.2834, 416.5266, 608.0801, 0, 768.6602, 344.5173, 346.6719, 1504.397, 292.6953, 882.6998, 606.1133, 819.0848, 2089.813, 2090.685, 950.4894, 1449.243, 1541.654, 1026.405, 2258.818, 1595.075, 1969.676, 2228.785, 1551.667, 1242.46, 86.85, 2445.449, 285.5001, 472.749, 2592.706, 830.2158, 1838.115
9.1, 1704.596, 712.6197, 398.5525, 776.4832, 0, 735.8602, 330.4593, 330.3256, 1442.576, 280.5659, 949.0569, 581.6268, 817.7972, 2000.614, 2186.773, 988.9915, 1458.033, 1631.094, 975.2375, 2367.669, 1537.311, 2049.3, 2132.948, 1762.319, 1200.006, 82.55721, 2512.594, 272.6991, 449.6075, 2545.617, 940.8417, 1881.988
9.199999999999999, 1716.138, 674.0493, 381.354, 744.5618, 0, 704.4599, 316.9749, 314.75, 1679.71, 328.714, 1120.955, 558.1296, 782.7793, 2028.306, 2462.287, 946.885, 1391.28, 1572.463, 966.1679, 2321.997, 1599.573, 2082.344, 2041.231, 1757.657, 1314.931, 78.47659, 2407.877, 260.472, 427.5988, 2481.116, 973.1413, 1792.106
9.300000000000001, 1642.883, 637.5666, 364.8976, 713.9526, 0, 674.3994, 304.0408, 432.9145, 1657.381, 330.6598, 1158.32, 535.5817, 749.2608, 2015.491, 2512.125, 1027.545, 1353.974, 1581.111, 976.9113, 2352.548, 1610.375, 2019.231, 1971.335, 1908.087, 1301.956, 74.59767, 2320.933, 248.7931, 406.6674, 2475.249, 1011.626, 1769.874
9.4, 1732.307, 603.0584, 349.1514, 684.6017, 0, 765.0181, 291.6344, 412.5017, 1606.592, 316.9572, 1148.789, 513.9446, 768.5451, 1929.464, 2455.719, 1019.771, 1357.048, 1644.404, 928.2114, 2298.51, 1538.507, 1999.427, 2123.727, 1959.655, 1296.717, 70.91048, 2398.477, 237.6379, 386.7607, 2370.344, 1093.698, 1685.347
9.5, 1747.879, 570.418, 334.0847, 768.9647, 0, 827.7885, 279.7343, 393.0513, 1553.543, 511.7353, 1259.025, 493.1817, 735.6361, 2043.682, 2405.851, 1084.386, 1470.211, 1608.655, 1003.323, 2247.119, 1520.502, 2034.046, 2049.122, 1888.14, 1240.367, 67.40554, 2384.693, 226.9829, 367.8283, 2482.544, 1046.265, 1604.856
9.6, 1689.328, 539.5443, 319.6681, 737.3523, 0, 792.4655, 268.3197, 374.5181, 1575.556, 490.5287, 1357.517, 554.5837, 704.1362, 2003.71, 2396.036, 1038.218, 1409.952, 1658.388, 1001.405, 2222.799, 1508.27, 1984.856, 1961.01, 1794.28, 1186.465, 64.07384, 2415.971, 216.8056, 349.8228, 2559.94, 1000.889, 1677.418
9.699999999999999, 1617.218, 510.3416, 305.8736, 774.1357, 0, 758.6497, 257.3709, 356.8588, 1587.22, 480.5285, 1287.738, 586.4901, 673.9852, 2087.101, 2315.758, 994.0157, 1345.401, 1645.825, 1023.916, 2219.393, 1533.934, 2024.046, 2162.128, 1705.085, 1220.36, 60.90681, 2315.281, 207.0846, 332.6986, 2451.446, 1118.799, 1597.306
9.800000000000001, 1682.082, 482.7194, 292.6744, 821.1152, 0, 726.2769, 246.8689, 340.0321, 1521.996, 464.2074, 1347.852, 562.7964, 646.9276, 2036.277, 2207.257, 951.6954, 1413.059, 1636.387, 972.8734, 2208.988, 1465.478, 1940.03, 2069.157, 1653.192, 1167.328, 57.89634, 2355.661, 197.7995, 316.4127, 2439.759, 1070.277, 1637.328
9.9, 1649.211, 456.5923, 361.6902, 814.4208, 0, 695.2854, 236.7954, 323.9989, 1571.943, 444.9705, 1327.539, 580.091, 700.4077, 1949.362, 2287.32, 911.1767, 1348.365, 1587.372, 1045.83, 2127.61, 1444.146, 1910.846, 2074.714, 1592.83, 1185.773, 55.03465, 2257.485, 188.9307, 407.6024, 2512.018, 1023.86, 1559.131
10, 1578.814, 465.8542, 346.0824, 780.9396, 0, 665.6165, 227.133, 308.7216, 1507.346, 426.5307, 1259.302, 609.8229, 670.4164, 2034.969, 2180.152, 872.3832, 1315.45, 1608.976, 1006.535, 2192.543, 1457.54, 1831.529, 2045.578, 1591.748, 1278.758, 52.31442, 2293.474, 180.4595, 387.6498, 2441.426, 1034.276, 1507.512
10.1, 1511.421, 443.4577, 331.1481, 761.1232, 0, 637.2136, 217.8648, 490.0224, 1558.504, 408.855, 1194.571, 585.1866, 641.7092, 2020.067, 2132.065, 1006.728, 1289.264, 1554.203, 993.5183, 2143.069, 1392.493, 2004.458, 2046.333, 1512.621, 1223.188, 49.72864, 2214.474, 172.3682, 368.674, 2452.386, 1021.994, 1518.875
10.2, 1520.121, 455.7298, 316.8583, 729.8331, 0, 610.0226, 208.9749, 466.9168, 1494.459, 391.9119, 1133.168, 561.5456, 614.2314, 1933.844, 2099.088, 963.866, 1230.238, 1648.773, 943.9906, 2085.423, 1330.348, 2065.486, 2068.106, 1467.506, 1170.033, 47.27066, 2147.851, 164.6397, 350.627, 2463.075, 1074.059, 1475.036
10.3, 1548.919, 431.0636, 303.1851, 699.8295, 0, 583.992, 200.4477, 444.9007, 1509.9, 375.6708, 1146.655, 538.8596, 587.9301, 2080.681, 2000.739, 922.8292, 1217.818, 1665.957, 896.9318, 2123.944, 1270.978, 2004.814, 1979.178, 1547.218, 1119.188, 44.93419, 2101.241, 157.2577, 333.4635, 2586.592, 1033.455, 1404.59
10.4, 1608.188, 407.7324, 290.1019, 671.0592, 0, 559.0721, 192.2684, 423.9227, 1447.853, 360.1029, 1087.715, 517.0901, 562.755, 1991.871, 2068.014, 888.044, 1294.368, 1585.079, 996.3129, 2173.691, 1330.757, 2037.297, 2004.61, 1470.305, 1070.553, 42.71319, 2067.995, 150.2067, 317.1401, 2476.968, 1111.361, 1413.68
10.5, 1539.541, 385.6639, 277.5833, 654.5541, 0, 535.2156, 184.4229, 403.9338, 1388.356, 345.18, 1045.227, 556.2317, 628.433, 1998.417, 1998.138, 920.0347, 1235.108, 1508.127, 946.6459, 2071.768, 1392.918, 1970.391, 1918.412, 1397.215, 1198.197, 40.60198, 2213, 143.4718, 301.6158, 2586.656, 1119.905, 1346.164
10.6, 1632.988, 364.7899, 265.6049, 627.6451, 0, 512.3771, 176.8975, 384.8874, 1445.532, 388.0062, 1100.604, 533.7604, 641.1923, 1963.919, 2144.699, 880.8641, 1178.561, 1434.912, 914.8849, 2079.15, 1330.755, 1888.602, 1835.921, 1445.194, 1146.128, 38.59512, 2158.043, 137.0389, 421.4659, 2561.273, 1173.329, 1362.177
10.7, 1591.449, 345.0458, 254.1434, 601.8424, 0, 490.5131, 169.6792, 366.7392, 1417.899, 371.927, 1044.031, 512.197, 613.7365, 1880.093, 2083.792, 843.3611, 1201.481, 1402.521, 957.4166, 2154.06, 1271.366, 1999.711, 1756.976, 1373.353, 1096.322, 36.68745, 2505.865, 130.8945, 444.0431, 2591.499, 1147.615, 1373.135
10.8, 1616.007, 326.3703, 243.1765, 577.1005, 0, 469.5822, 162.7554, 349.4466, 1475.677, 356.5142, 1009.877, 537.8932, 587.4564, 1799.845, 2122.441, 824.486, 1146.474, 1581.861, 971.4801, 2122.728, 1214.627, 1916.705, 1806.236, 1455.054, 1048.68, 34.87408, 2506.984, 125.0255, 422.3067, 2519.845, 1097.843, 1465.57
10.9, 1699.998, 308.7055, 232.6828, 553.3757, 0, 449.5443, 156.1142, 332.9695, 1475.971, 341.7401, 1043.898, 546.1241, 562.3016, 2064.025, 2076.344, 789.3833, 1093.985, 1505.066, 948.8469, 2055.63, 1160.421, 1887.346, 1821.022, 1382.722, 1003.108, 33.15033, 2486.361, 119.4197, 401.6344, 2413.05, 1165.461, 1395.576
11, 1713.231, 291.9969, 222.642, 530.6262, 0, 430.3615, 149.744, 317.2692, 1415.318, 327.5782, 990.2395, 524.0612, 538.224, 1975.926, 2020.042, 755.7752, 1121.782, 1431.999, 901.546, 2130.001, 1163.113, 1865.56, 1778.814, 1313.986, 959.5173, 31.51179, 2558.39, 114.0653, 434.9411, 2534.318, 1114.916, 1328.925
11.1, 1640.101, 276.1927, 213.0344, 508.812, 0, 411.9973, 143.6337, 302.3093, 1357.158, 314.0032, 960.0809, 502.8896, 515.1773, 1891.587, 2077.262, 723.5979, 1152.372, 1390.043, 863.0458, 2093.708, 1111.205, 2018.501, 1702.325, 1316.172, 917.8206, 29.95423, 2636.1, 108.9509, 413.6504, 2426.91, 1105.492, 1265.457
11.2, 1570.092, 261.2438, 203.8414, 673.9612, 0, 394.4167, 137.7727, 288.0547, 1337.784, 300.9907, 910.731, 505.7856, 493.1175, 1970.831, 1979.936, 692.7906, 1143.009, 1322.56, 922.3766, 2111.197, 1181.629, 2043.608, 1629.125, 1321.413, 877.9357, 28.47366, 2567.304, 305.2542, 393.4018, 2450.877, 1181.123, 1205.02
11.3, 1623.898, 247.104, 195.0452, 855.6292, 0, 377.5863, 132.1509, 274.4723, 1339.626, 288.5175, 863.9178, 485.3523, 472.0023, 1886.71, 2034.017, 663.295, 1128.589, 1258.353, 876.3953, 2012.205, 1162.176, 1958.78, 1559.073, 1294.612, 839.7841, 27.06627, 2612.075, 291.5675, 374.1444, 2347.005, 1129.898, 1243.963
11.4, 1636.57, 233.7296, 186.6285, 820.4539, 0, 361.4741, 126.7585, 261.5304, 1292.291, 276.5612, 980.8348, 623.8303, 451.7912, 1917.548, 1938.717, 731.9987, 1076.919, 1197.263, 905.31, 2013.227, 1149.933, 1877.473, 1507.604, 1230.256, 887.7832, 25.72845, 2555.104, 278.4944, 355.8296, 2247.535, 1130.802, 1184.553
11.5, 1615.305, 221.079, 254.2528, 786.7247, 0, 346.0494, 121.5861, 249.1986, 1343.871, 265.1004, 930.4182, 639.3517, 432.4456, 1878.716, 2033.223, 700.8337, 1091.934, 1270.683, 877.9445, 1966.598, 1237.324, 2103.767, 1691.136, 1169.099, 911.3067, 24.45675, 2517.909, 266.0074, 338.4114, 2291.094, 1081.76, 1127.979
11.6, 1546.354, 209.1132, 255.6112, 754.3823, 0, 331.2829, 116.6248, 237.4484, 1288.646, 284.95, 1081.014, 613.5225, 596.521, 1974.906, 1937.96, 844.1546, 1084.71, 1313.169, 843.4379, 2007.206, 1252.351, 2016.442, 1642.109, 1240.827, 932.8706, 23.24791, 2601.749, 370.3277, 321.8459, 2365.565, 1034.845, 1161.309
11.7, 1661.389, 197.795, 353.1857, 767.8662, 0, 489.6883, 111.8659, 401.1582, 1262.11, 273.1415, 1319.899, 618.496, 570.9781, 1890.61, 1987.753, 848.6974, 1095.369, 1378.805, 820.2625, 2161.903, 1313.082, 2025.267, 1600.064, 1307.085, 964.5763, 22.09882, 2579.523, 353.7232, 306.0912, 2435.869, 1048.157, 1105.846
11.8, 1604.217, 187.0894, 337.9449, 736.299, 0, 512.795, 107.3012, 444.2624, 1273.068, 261.8224, 1252.054, 593.5093, 594.8755, 1959.418, 1894.621, 832.9756, 1301.63, 1368.041, 779.3716, 2068.89, 1283.332, 2035.421, 1854.836, 1269.126, 922.6596, 21.00653, 2551.029, 337.8632, 344.7908, 2596.118, 1034.666, 1216.452
11.9, 1535.74, 213.2222, 412.3192, 710.4188, 0, 490.9132, 102.9228, 433.6706, 1220.753, 250.9723, 1355.369, 645.316, 569.403, 1875.784, 1931.606, 814.7476, 1280.628, 1362.863, 832.9345, 2128.945, 1269.978, 2063.541, 1775.078, 1266.825, 1010.105, 19.96822, 2570.024, 322.7143, 327.913, 2538.68, 1031.444, 1229.3
12, 1609.165, 201.6816, 394.5266, 779.7642, 0, 469.9651, 98.72304, 445.6016, 1170.588, 240.5719, 1285.7, 619.2458, 545.0213, 1968.618, 1841.104, 780.0596, 1221.998, 1296.7, 791.412, 2074.044, 1225.49, 2141.499, 1794.634, 1244.602, 1114.224, 18.98124, 2721.676, 308.2447, 311.8613, 2541.464, 1115.967, 1170.59
12.1, 1585.346, 190.7656, 377.5018, 747.7078, 0, 449.911, 94.69464, 424.5905, 1127.199, 230.6025, 1403.705, 594.2288, 609.1479, 1884.591, 1840.069, 781.7272, 1166.051, 1310.931, 751.9594, 2122.285, 1211.864, 2052.607, 1717.465, 1233.442, 1101.367, 18.04304, 2608.246, 294.4238, 296.5954, 2641.842, 1067.568, 1114.683
12.2, 1517.675, 180.4405, 393.9095, 763.8573, 0, 430.7125, 90.83063, 404.5702, 1179.293, 321.9396, 1373.07, 570.2225, 687.4637, 1837.7, 1798.107, 748.4451, 1112.666, 1307.132, 738.7219, 2125.687, 1277.653, 2116.309, 1778.698, 1310.462, 1191.582, 17.15122, 2569.656, 281.2227, 282.0768, 2580.604, 1204.502, 1061.447
12.3, 1504.331, 170.6742, 376.9113, 732.4548, 0, 493.3749, 87.12428, 385.4938, 1168.589, 308.5983, 1302.492, 547.186, 662.8, 1869.623, 1713.86, 784.6948, 1227.309, 1365.683, 730.0234, 2090.427, 1328.715, 2028.463, 1770.883, 1397.823, 1305.78, 16.30347, 2462.562, 268.6134, 268.2688, 2558.669, 1250.101, 1090.301
12.4, 1616.106, 161.4365, 360.6467, 702.3434, 0, 472.3218, 83.56918, 407.0789, 1218.495, 295.8099, 1235.541, 525.0802, 634.419, 1846.199, 1861.526, 751.2863, 1245.023, 1299.383, 770.0283, 2048.522, 1269.417, 1944.263, 1754.04, 1416.661, 1307.366, 15.49763, 2359.931, 338.3726, 255.1368, 2583.54, 1276.775, 1132.948
12.5, 1564.78, 214.5201, 362.045, 673.4698, 0, 478.3938, 80.15914, 471.4637, 1179.229, 310.674, 1172.032, 561.8079, 607.2533, 1839.339, 1774.308, 770.5343, 1220.173, 1371.35, 782.8227, 2031.405, 1212.766, 1990.029, 1757.742, 1346.238, 1250.553, 14.73162, 2490.958, 386.0486, 303.8951, 2474.045, 1221.402, 1159.989
12.6, 1497.986, 202.9092, 346.4219, 645.7832, 0, 526.0577, 76.88824, 449.2332, 1259.998, 362.3691, 1111.788, 539.1113, 581.2507, 1760.83, 1840.059, 737.7286, 1164.31, 1441.358, 775.3331, 1979.3, 1306.427, 1986.696, 1761.541, 1279.316, 1230.425, 14.00347, 2387.144, 368.7392, 347.9268, 2369.192, 1288.664, 1104.589
12.7, 1434.044, 191.9268, 331.4729, 619.2349, 0, 554.7647, 73.75082, 449.7153, 1261.526, 347.3524, 1054.64, 650.5612, 556.3616, 1685.672, 1887.909, 738.7178, 1111.005, 1414.28, 780.3068, 1968.874, 1248.124, 1904.23, 1783.702, 1215.721, 1176.955, 13.31131, 2287.656, 439.937, 594.5879, 2268.782, 1292.084, 1051.835
12.8, 1372.831, 181.5388, 317.1691, 593.7779, 0, 531.092, 70.74142, 493.3535, 1469.56, 332.9579, 1000.43, 699.5656, 532.5383, 1887.917, 1799.455, 751.5203, 1060.14, 1345.62, 980.5841, 2012.69, 1261.88, 1825.188, 1707.003, 1155.287, 1125.809, 12.65336, 2360.208, 486.3223, 565.4822, 2172.628, 1271.431, 1101.834
12.9, 1314.231, 171.7131, 303.4825, 569.3675, 0, 508.4295, 67.85481, 470.0909, 1409.171, 319.16, 949.0059, 671.3037, 509.7351, 1807.334, 1948.809, 719.5242, 1011.603, 1280.294, 1000.319, 1918.317, 1310.858, 1787.729, 1633.602, 1097.857, 1236.276, 12.02793, 2328.544, 464.5169, 537.8013, 2080.549, 1313.241, 1049.211
13, 1258.132, 162.4192, 350.3455, 545.9606, 0, 486.734, 65.086, 641.6902, 1614.178, 305.9339, 900.2253, 644.1836, 487.9083, 2027.519, 1980.923, 688.8903, 965.2893, 1232.16, 998.8287, 1897.417, 1337.032, 1713.522, 1563.357, 1043.282, 1536.088, 11.43342, 2530.341, 443.6892, 511.4754, 1992.372, 1289.391, 999.102
13.1, 1291.598, 153.6283, 335.2272, 523.516, 0, 465.9643, 62.43016, 611.4331, 1883.329, 293.2558, 853.9521, 618.1591, 467.0161, 1940.979, 1970.49, 659.5607, 921.0956, 1172.342, 1201.31, 1932.69, 1277.363, 1642.396, 1496.133, 991.4199, 1575.384, 10.86829, 2506.426, 490.1022, 486.4382, 1907.932, 1327.129, 951.3859
13.2, 1407.657, 145.3132, 385.1028, 501.994, 0, 446.0808, 59.8827, 582.6027, 1805.936, 303.4339, 919.7272, 593.186, 447.0186, 2032.65, 1878.167, 631.4797, 1066.626, 1339.825, 1141.424, 1900.584, 1220.356, 1852.231, 1628.205, 1155.695, 1900.974, 10.3311, 2599.169, 468.1273, 462.6266, 2289.921, 1269.572, 905.9487
13.3, 1503.13, 137.4481, 399.3628, 481.3569, 0, 427.0458, 57.43919, 684.0932, 1770.564, 290.8595, 872.4517, 569.2218, 728.0722, 2279.885, 1790.169, 604.5944, 1035.113, 1366.626, 1210.888, 1858.864, 1165.894, 1826.443, 1632.847, 1146.928, 2045.694, 9.820457, 2523.435, 447.1378, 439.9806, 2615.207, 1318.369, 967.9188
13.4, 1462.174, 130.0088, 382.1293, 461.5682, 0, 408.8231, 55.09538, 651.8367, 1764.199, 377.2927, 827.6061, 546.2257, 696.8962, 2516.267, 1795.71, 631.3245, 1014.882, 1300.28, 1248.678, 1850.05, 1283.856, 1814.228, 1562.634, 1089.913, 2006.492, 9.335054, 2745.9, 461.924, 418.4431, 2504.371, 1382.315, 1020.032
13.5, 1643.364, 122.9721, 365.6395, 442.593, 0, 391.378, 52.84722, 650.4476, 1691.702, 361.6575, 818.2813, 524.1587, 667.0552, 2621.259, 1711.575, 604.4457, 1004.684, 1383.81, 1248.101, 1924.444, 1226.56, 1868.896, 1675.488, 1158.699, 1976.962, 8.873644, 2631.46, 441.2126, 397.9599, 2673.775, 1482.815, 971.3167
13.6, 1729.188, 116.3162, 453.4402, 424.3978, 0, 374.6772, 50.69079, 619.7776, 1717.662, 346.6702, 870.6135, 502.9831, 705.8479, 2629.034, 1755.993, 605.1561, 1003.785, 1316.63, 1207.969, 1940.268, 1171.821, 1885.624, 1603.442, 1101.1, 1999.459, 8.43504, 2715.237, 469.8532, 378.4794, 2767.773, 1670.638, 924.9276
13.7, 1660.346, 110.0206, 433.8732, 406.9507, 0, 419.8096, 48.62235, 699.4379, 1691.913, 332.304, 905.0136, 482.663, 675.6236, 2679.296, 1729.326, 579.3914, 957.8286, 1262.883, 1317.357, 1849.291, 1119.525, 1899.648, 1835.553, 1046.364, 1930.093, 8.018116, 2602.075, 448.7862, 359.9525, 2650.47, 1598.183, 1013.813
13.8, 1648.822, 104.0658, 457.5344, 390.2208, 0, 401.8957, 46.63832, 666.4579, 1622.387, 358.507, 883.0482, 463.1638, 646.6935, 2580.412, 1660.758, 601.568, 1068.343, 1243.789, 1251.686, 1762.579, 1218.269, 1888.7, 1756.624, 1046.144, 1966.583, 7.621799, 2661.331, 428.6638, 342.3325, 2783.023, 1724.087, 1002.052
13.9, 1809.437, 98.43327, 437.7906, 374.1787, 0, 384.7461, 44.73524, 635.033, 1604.95, 343.6503, 947.5542, 444.4524, 619.0021, 2547.087, 1768.529, 575.9562, 1089.111, 1276.32, 1189.288, 1833.958, 1163.9, 1918.861, 1681.089, 994.1393, 1988.475, 7.245071, 2769.524, 409.4437, 325.575, 2988.703, 1649.315, 954.1955
14, 1918.769, 93.10559, 418.8989, 358.7961, 0, 368.3284, 42.90982, 605.0898, 1634.439, 329.4092, 898.8483, 426.4969, 721.8592, 2438.37, 1714.035, 551.4348, 1204.754, 1214.358, 1130.001, 1747.965, 1111.957, 2015.07, 1608.803, 1188.572, 1902.064, 6.886964, 2654.099, 485.1902, 309.6378, 2957.103, 1652.484, 1138.216
14.1, 1836.865, 88.06628, 631.6336, 383.5036, 0, 473.5377, 217.4632, 576.5585, 1588.486, 315.7584, 1023.083, 409.2668, 725.2196, 2509.519, 1780.878, 527.9573, 1359.419, 1155.404, 1073.669, 1854.128, 1209.444, 2051.302, 1832.29, 1230.289, 1968.302, 6.546557, 2642.855, 463.4356, 294.4807, 3068.351, 1743.755, 1083.856
14.2, 2174.495, 83.29971, 604.3771, 367.7376, 0, 453.3311, 208.5896, 660.707, 1523.209, 302.6732, 1228.974, 392.7328, 710.869, 2629.789, 1924.101, 509.368, 1367.713, 1293.984, 1100.294, 1857.501, 1536.095, 2075.402, 1857.713, 1508.042, 1975.909, 6.222976, 2560.227, 442.6564, 280.0656, 3248.344, 1724.753, 1103.263
14.3, 2468.517, 92.67157, 578.2968, 352.6198, 0, 452.1864, 200.0781, 828.6636, 1460.615, 290.1303, 1396.235, 506.327, 723.4785, 2517.541, 2200.973, 487.6815, 1358.691, 1249.872, 1045.443, 1899.192, 1861.095, 1989.254, 1831.262, 1621.977, 1913.434, 5.915389, 2602.157, 507.1036, 266.3561, 3110.675, 1649.951, 1195.671
