 , C001, C002, C003, C004, C005, C007, C010, C011, C012, C013, C016, C017, C018, C019, C020, C021, C022, C024, C025, C027, C028, C029, C031, C032, C033, C034, C035, C036, C037, C038, C039, C043, C045, C046, C047, C051, C052, C053, C054, C055, C056, C063, C064, C068, C070, C077, C082, C089, C092, C099, C106
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
308, 385.1661, 3542.057, 719.068, 65.02683, 1372.288, 172.0149, 0.02760347, 6345.946, 1184.603, 493.4351, 1344.909, 2237.471, 2138.578, 2204.015, 958.4089, 1441.437, 1655.313, 888.3762, 3294.246, 1322.018, 18.89842, 1039.384, 484.9633, 1373.149, 2899.565, 1246.474, 2149.326, 3341.613, 2416.134, 1451.851, 126.2895, 854.2156, 2009.382, 2617.79, 60.39468, 1532.129, 1167.25, 4878.501, 1343.164, 4723.857, 1199.034, 3653.308, 139.662, 1519.67, 2448.933, 1931.647, 1253.026, 1803.708, 801.5656, 1168.732, 1959.483
308.1, 365.9296, 3374.348, 686.5615, 62.17586, 1361.032, 163.1288, 0.02634175, 6379.382, 1131.156, 469.3637, 1285.635, 2137.372, 2112.806, 2101.804, 913.5818, 1373.852, 1650.718, 842.0302, 3286.28, 1347.129, 18.01978, 1051.833, 462.1237, 1336.474, 2912.947, 1311.017, 2200.838, 3231.455, 2385.376, 1392.949, 120.9644, 816.8105, 2161.386, 2573.084, 57.92144, 1462.152, 1118.444, 4805.928, 1373.706, 4558.017, 1147.321, 3671.142, 133.938, 1447.531, 2557.857, 1881.393, 1195.249, 1858.92, 767.3083, 1179.244, 2046.586
308.2, 347.6539, 3259.574, 825.0563, 59.44989, 1486.863, 154.7017, 0.02513771, 6240.07, 1080.122, 446.4666, 1332.438, 2041.751, 2043.419, 2097.914, 870.8514, 1309.436, 1639.96, 915.4701, 3135.458, 1330.258, 17.18199, 1034.986, 440.3597, 1268.936, 2857.412, 1327.902, 2196.713, 3086.047, 2284.499, 1336.438, 115.8638, 781.0435, 2405.7, 2523.606, 55.54948, 1395.37, 1071.679, 4860.166, 1503.41, 4379.026, 1097.838, 3557.327, 128.4485, 1378.817, 2441.051, 1825.621, 1140.137, 1771.835, 734.5151, 1273.959, 1999.014
308.3, 353.3245, 3337.53, 787.7585, 56.84343, 1423.685, 146.71, 0.0239887, 6264.279, 1031.389, 424.6866, 1273.714, 2083.364, 1954.997, 2063.728, 830.1197, 1248.04, 1592.337, 1037.253, 3275.576, 1259.423, 16.38315, 1167.971, 419.6207, 1234.991, 2990.186, 1390.927, 2095.915, 2947.182, 2357.641, 1282.219, 110.9783, 746.8425, 2892.433, 2539.031, 53.27466, 1331.639, 1026.869, 4838.125, 2105.635, 4453.39, 1050.49, 3538.769, 123.184, 1443.329, 2329.578, 1775.049, 1087.565, 1688.829, 703.1234, 1330.52, 1915.4
308.4, 386.0285, 3179.505, 752.1467, 54.35124, 1503.881, 139.1311, 0.02289221, 6420.778, 984.8557, 403.969, 1291.835, 1990.16, 1940.181, 1968.023, 791.293, 1232.586, 1525.176, 983.1401, 3225.266, 1192.361, 15.62145, 1117.6, 399.8584, 1209.273, 2861.564, 1457.71, 1999.742, 2857.536, 2300.09, 1230.2, 106.2988, 714.1392, 2999.862, 2548.935, 51.09299, 1348.578, 983.933, 4825.003, 2333.063, 4391.468, 1005.183, 3660.155, 118.1353, 1374.814, 2223.197, 1758.483, 1037.418, 1609.712, 673.0732, 1274.886, 1875.874
308.5, 366.7489, 3028.962, 734.7905, 51.96832, 1439.98, 131.9437, 0.02184585, 6443.61, 940.4215, 384.2621, 1234.9, 1930.758, 1927.282, 1906.088, 754.2824, 1323.146, 1502.604, 1022.033, 3233.203, 1188.478, 14.89516, 1069.401, 381.0269, 1291.519, 2839.868, 1489.986, 1907.983, 2951.67, 2272.509, 1180.291, 101.8166, 682.868, 3044.636, 2644.447, 49.00067, 1286.984, 942.7922, 4670.245, 2229.458, 4328.584, 961.8308, 3732.785, 113.2935, 1309.552, 2121.673, 1780.29, 989.5831, 1534.302, 644.3074, 1221.579, 1855.238
308.6, 348.4323, 3003.92, 701.5732, 49.68988, 1378.794, 125.1277, 0.0208473, 6255.966, 897.9921, 365.5165, 1180.474, 1899.994, 1875.444, 2049.468, 719.0029, 1261.107, 1522.857, 1024.803, 3216.338, 1170.171, 14.20264, 1094.101, 363.0822, 1304.012, 2827.875, 1423.978, 2014.841, 2919.343, 2315.31, 1132.406, 97.52335, 652.9661, 3046.962, 2530.124, 46.99403, 1245.343, 903.3716, 4560.213, 2257.701, 4260.445, 920.3481, 3562.348, 108.6502, 1247.387, 2024.786, 1862.282, 943.9537, 1462.424, 616.771, 1170.501, 1777.638
308.7, 331.0304, 3029.755, 669.8576, 47.51133, 1320.208, 118.6637, 0.0198944, 6337.97, 974.1753, 347.6854, 1128.447, 1814.993, 1863.966, 2079.802, 685.3734, 1201.977, 1569.815, 971.3394, 3201.909, 1206.382, 13.54232, 1046.916, 345.9826, 1267.634, 2771.603, 1360.894, 1922.389, 2787.979, 2269.567, 1086.465, 93.41117, 624.3735, 2987.499, 2420.744, 45.06956, 1224.401, 865.5993, 4536.216, 2157.443, 4176.012, 1013.915, 3596.852, 104.1971, 1188.174, 1932.322, 1817.458, 900.4283, 1393.914, 590.4114, 1121.559, 1703.284
308.8, 314.4977, 3112.616, 760.0048, 45.42829, 1264.112, 112.5337, 0.01898506, 6084.843, 930.223, 330.7242, 1078.713, 1791.326, 1876.548, 2360.328, 907.7022, 1145.62, 1700.148, 920.6652, 3115.236, 1142.144, 12.9127, 1168.365, 329.6883, 1203.575, 2652.383, 1300.605, 2072.04, 2662.526, 2271.597, 1042.387, 89.47239, 597.033, 3056.351, 2316.092, 43.2239, 1168.478, 829.4064, 4437.081, 2243.394, 4116.822, 970.1858, 3570.235, 99.92661, 1131.771, 1844.082, 1893.271, 858.9099, 1328.613, 565.1784, 1074.663, 1898.694
308.9, 298.7906, 2965.24, 746.9457, 43.43658, 1210.398, 106.7203, 0.01811728, 5882.902, 1023.036, 314.5904, 1103.438, 1764.923, 1864.299, 2298.45, 865.2468, 1091.905, 1964.321, 962.2375, 3138.974, 1247.513, 12.31236, 1258.364, 314.1615, 1142.753, 2717.47, 1242.987, 2142.283, 2542.719, 2175.531, 1000.098, 85.69969, 570.8897, 3096.205, 2330.377, 41.45383, 1115.109, 794.7267, 4397.1, 2217.52, 3928.648, 928.3428, 3557.53, 95.8311, 1078.046, 1759.87, 1870.135, 819.3058, 1266.371, 541.0238, 1303.816, 1819.276
309, 283.868, 3030.083, 713.179, 41.53219, 1158.968, 101.2072, 0.01728917, 5993.85, 976.8788, 299.2437, 1116.445, 1719.104, 1883.301, 2215.607, 824.7772, 1157.552, 1997.651, 912.0381, 3147.269, 1181.084, 11.73992, 1232.318, 299.3658, 1227.981, 2774.736, 1187.922, 2043.983, 2557.845, 2313.447, 959.5242, 82.08607, 545.8912, 3188.175, 2229.632, 39.75624, 1113.724, 761.4971, 4384.402, 2137.141, 3996.936, 964.9607, 3485.241, 91.90345, 1026.871, 1679.505, 1844.423, 781.5279, 1207.045, 517.9015, 1298.718, 1743.18
309.1, 269.6907, 2935.637, 714.0847, 39.71129, 1177.366, 95.97895, 0.0164989, 6084.713, 985.2823, 284.6456, 1203.785, 1642.195, 1902.792, 2154.41, 786.2004, 1175.094, 2065.635, 947.7471, 3002.828, 1161.146, 11.1941, 1179.172, 285.267, 1165.926, 2822.453, 1135.296, 1950.193, 2592.818, 2307.609, 920.5965, 78.62483, 521.9873, 3140.754, 2285.371, 38.12817, 1100.64, 729.657, 4213.772, 2170.539, 3961.447, 972.7898, 3326.106, 88.13678, 978.1254, 1602.809, 1762.262, 845.7727, 1150.499, 495.7674, 1460.235, 1670.267
309.2, 256.2214, 2882.35, 735.4733, 37.97023, 1210.945, 91.02077, 0.01574476, 6220.639, 940.8289, 270.7597, 1159.766, 1568.728, 1861.127, 2192.833, 749.4279, 1318.428, 2087.127, 898.3038, 2947.815, 1099.317, 10.67365, 1128.318, 271.8322, 1216.917, 2790.808, 1085.001, 1889.828, 2476.147, 2391.075, 883.2481, 75.30953, 499.1302, 3112.102, 2482.613, 36.56677, 1086.037, 699.1481, 4081.404, 2166.51, 3871.546, 930.8345, 3306.024, 84.52448, 931.6937, 1529.616, 1703.652, 876.7333, 1240.415, 659.2533, 1431.548, 1600.404
309.3, 243.4249, 2936.965, 702.2252, 36.3055, 1250.246, 86.31873, 0.01502509, 6141.526, 898.381, 257.5511, 1149.512, 1498.547, 1780.592, 2201.568, 714.3754, 1311.284, 2225.301, 851.4398, 2860.401, 1162.471, 10.1774, 1280.938, 259.0301, 1155.422, 2695.561, 1144.044, 1904.022, 2364.726, 2671.946, 847.4149, 72.13403, 548.3732, 3087.597, 2375.287, 35.06931, 1145.42, 669.9149, 4231.266, 2156.478, 3839.066, 890.6887, 3295.531, 81.06023, 887.4662, 1459.765, 1710.747, 907.1474, 1182.305, 631.0781, 1426.946, 1533.463
309.4, 320.6335, 2832.679, 670.48, 34.71376, 1305.085, 81.8596, 0.01433832, 6326.112, 857.8484, 244.987, 1225.328, 1431.505, 1868.865, 2379.73, 680.9624, 1372.182, 2376, 807.0208, 3077.187, 1141.193, 9.704227, 1225.695, 246.8309, 1243.374, 2832.779, 1093.362, 1826.822, 2258.319, 2641.825, 813.0355, 69.09241, 524.3607, 3275.845, 2396.245, 33.63318, 1138.064, 641.9041, 4150.536, 2060.714, 3663.588, 852.2743, 3267.071, 77.73797, 975.2794, 1393.104, 1843.864, 978.2159, 1126.917, 637.3181, 1367.281, 1469.322
309.5, 304.62, 2791.636, 686.871, 33.19181, 1281.115, 77.63081, 0.01368294, 6248.664, 819.1445, 233.0357, 1215.727, 1367.464, 1787.996, 2269.37, 649.1122, 1307.844, 2423.239, 890.4966, 2987.734, 1080.426, 9.253051, 1172.834, 235.2063, 1233.996, 2778.02, 1205.314, 1742.997, 2215.563, 2775.295, 780.0508, 66.17906, 501.3996, 3118.916, 2292.652, 32.25586, 1086.084, 615.0644, 4053.224, 2099.676, 3632.97, 898.889, 3436.092, 74.55187, 1005.586, 1329.487, 1761.728, 961.5209, 1161.836, 610.0804, 1337.072, 1407.864
309.6, 289.4063, 2659.458, 655.82, 31.73658, 1251.033, 73.62048, 0.01305751, 5996.118, 878.7855, 221.6675, 1272.443, 1343.863, 1814.345, 2224.593, 618.7516, 1284.684, 2636.222, 844.04, 3041.154, 1167.225, 8.82285, 1122.253, 224.1291, 1171.637, 2857.007, 1151.917, 1663.018, 2190.526, 2781.081, 748.4043, 63.38855, 479.4439, 3120.243, 2193.538, 30.93494, 1127.19, 589.3469, 3945.111, 2073.253, 3553.033, 941.1108, 3304.824, 71.49635, 994.4411, 1268.775, 1841.861, 1163.965, 1107.407, 676.0272, 1424.221, 1559.956
309.7, 274.9524, 2632.48, 626.1727, 30.34516, 1264.159, 69.81732, 0.01246067, 6021.064, 987.8867, 210.8538, 1254.166, 1283.742, 1826.638, 2191.801, 589.8112, 1224.449, 2619.946, 800.007, 2940.727, 1144.302, 8.412651, 1073.854, 213.5736, 1112.429, 2814.566, 1100.886, 1661.165, 2258.787, 2876.685, 718.0417, 60.71571, 458.4497, 3051.71, 2098.708, 29.66811, 1075.707, 564.7048, 3926.168, 2041.058, 3546.271, 900.5218, 3293.152, 68.56607, 1269.85, 1210.836, 1759.815, 1408.625, 1115.278, 685.5168, 1467.658, 1628.016
309.8, 261.2203, 2535.3, 597.8657, 29.01474, 1260.786, 66.21063, 0.01189111, 6050.736, 943.3157, 200.5677, 1297.152, 1226.311, 1837.523, 2090.156, 562.2243, 1167.038, 2551.585, 758.2711, 2937.13, 1225.821, 8.021523, 1141.892, 203.5152, 1210.607, 2767.863, 1155.461, 1612.815, 2347.818, 2880.902, 688.9109, 58.15557, 480.6175, 3058.336, 2209.899, 28.45316, 1044.672, 541.093, 3760.153, 2011.444, 3384.176, 861.6833, 3319.298, 65.75588, 1209.57, 1155.542, 1753.711, 1767.147, 1121.505, 656.2192, 1406.291, 1559.92
309.9, 248.1741, 2484.328, 595.5513, 27.74264, 1266.969, 62.79026, 0.01134758, 5833.076, 900.7557, 190.7833, 1248.47, 1222.864, 1829.745, 2046.565, 535.9277, 1284.769, 2546.291, 718.7126, 3002.906, 1160.547, 7.64858, 1092.645, 193.9306, 1149.43, 2794.606, 1188.784, 1772.391, 2421.186, 2804.785, 660.9619, 55.70338, 480.1206, 3065.269, 2223.746, 27.28797, 1054.58, 518.4685, 3601.159, 2022.42, 3335.146, 861.5414, 3276.195, 63.06087, 1152.152, 1102.774, 1725.746, 1685.665, 1127.486, 769.0039, 1347.489, 1726.95
310, 235.7795, 2500.801, 568.6286, 26.52632, 1255.262, 59.54657, 0.0108289, 5816.891, 932.9351, 181.4763, 1208.962, 1168.156, 1852.52, 2160.324, 510.8611, 1224.53, 2574.663, 681.2178, 2902.475, 1259.689, 7.292976, 1045.523, 184.7973, 1091.344, 2876.586, 1163.527, 1710.26, 2312.238, 2757.157, 634.1469, 53.35458, 530.9166, 2946.311, 2275.623, 26.17049, 1006.414, 496.79, 3561.027, 1932.61, 3264.254, 852.5931, 3379.612, 60.47631, 1097.459, 1052.415, 1725.45, 1607.939, 1156.658, 736.1382, 1291.146, 1654.716
310.1, 224.0039, 2462.087, 542.9229, 25.36333, 1234.651, 56.47046, 0.01033393, 5897.693, 939.129, 172.6233, 1228.061, 1115.896, 1903.856, 2060.139, 486.9669, 1167.115, 2488.956, 804.4402, 2809.642, 1262.666, 6.953905, 1000.433, 176.0942, 1036.194, 2821.566, 1167.429, 1631.784, 2301.181, 2689.959, 608.4197, 51.10483, 507.6684, 3024.334, 2177.245, 25.09877, 997.7224, 476.0179, 3410.452, 1997.401, 3259.5, 815.8217, 3225.301, 57.99768, 1045.363, 1171.393, 1648.588, 1533.797, 1204.48, 704.6771, 1237.159, 1585.504
310.2, 212.8164, 2376.165, 567.1384, 24.25133, 1288.571, 53.55325, 0.00986158, 5787.563, 966.3859, 164.2022, 1316.706, 1167.579, 1821.473, 1964.599, 464.1903, 1112.392, 2517.876, 762.4731, 2844.374, 1209.761, 6.630599, 1001.373, 167.8009, 983.8309, 2750.458, 1115.711, 1691.236, 2329.56, 2617.034, 583.7362, 48.94994, 485.4382, 3017.165, 2097.342, 24.07095, 1027.399, 456.1143, 3337.815, 1908.701, 3110.513, 780.6363, 3238.415, 55.62064, 995.7393, 1117.901, 1619.473, 1635.306, 1277.389, 674.5606, 1237.074, 1607.581
310.3, 202.1876, 2393.949, 614.5191, 23.18808, 1260.261, 50.78675, 0.009410822, 5590.522, 996.1635, 156.1919, 1579.601, 1277.545, 1764.686, 1873.491, 442.4791, 1060.235, 2510.533, 722.6953, 2804.684, 1260.79, 6.322323, 1136.432, 159.8982, 934.1138, 2922.204, 1066.284, 1613.633, 2224.735, 2682.102, 560.0541, 46.88592, 464.1815, 3009.808, 2104.468, 23.08521, 980.4741, 437.043, 3365.856, 1838.523, 3074.432, 746.9683, 3308.563, 53.34103, 948.4715, 1066.851, 1547.332, 1559.902, 1624.193, 645.7312, 1325.065, 1763.18
310.4, 192.0897, 2459.438, 586.7389, 22.17144, 1206.712, 48.16315, 0.008980667, 5602.887, 951.2192, 148.5723, 1681.93, 1220.391, 1762.673, 1955.409, 421.7833, 1010.523, 2433.776, 812.2706, 2859.227, 1231.506, 6.028381, 1169.062, 152.3677, 886.9091, 2854.511, 1019.046, 1711.797, 2124.627, 2650.772, 537.3329, 44.90892, 443.8556, 2894.689, 2029.883, 22.13984, 935.6924, 418.7691, 3344.106, 1929.588, 2933.904, 793.6902, 3374.807, 51.15484, 903.4475, 1018.133, 1655.078, 1562.544, 1648.559, 618.1339, 1269.659, 1865.644
310.5, 182.4961, 2411.188, 560.2145, 21.19938, 1155.437, 45.67509, 0.008570174, 5562.453, 1080.568, 141.3245, 1733.719, 1224.673, 1756.736, 1970.554, 402.0555, 963.1426, 2493.264, 769.8949, 2778.97, 1165.93, 5.748105, 1118.644, 145.1919, 920.8799, 2783.342, 973.9016, 1705.468, 2067.629, 2667.326, 515.5334, 43.01529, 424.4197, 2924.524, 1977.799, 21.23318, 892.9561, 401.2593, 3202.703, 1843.9, 2917.264, 759.4593, 3403.724, 49.05825, 860.5609, 971.6392, 1581.352, 1490.495, 1571.328, 591.7161, 1216.571, 1941.391
310.6, 173.3816, 2440.25, 619.1984, 20.26994, 1199, 43.31557, 0.008178444, 5435.447, 1031.815, 134.4302, 1657.309, 1322.462, 1735.599, 1879.17, 383.2504, 917.9835, 2500.108, 729.73, 2795.655, 1103.846, 5.480859, 1070.4, 138.354, 874.3439, 2714.869, 930.7568, 1807.523, 2097.338, 2652.018, 494.6183, 41.20151, 405.8349, 2971.864, 1989.155, 20.36366, 852.1716, 384.4816, 3107.282, 1832.888, 2893.736, 726.7047, 3318.333, 47.04759, 819.71, 927.2687, 1510.91, 1421.769, 1497.716, 566.4273, 1165.702, 2014.794
310.7, 164.7224, 2390.188, 591.2067, 19.38124, 1148.054, 41.07793, 0.007804619, 5417.86, 985.2623, 127.8723, 1686.502, 1263.299, 1727.504, 1891.03, 365.3248, 874.9418, 2394.66, 691.6604, 2769.309, 1129.025, 5.226038, 1085.44, 131.8381, 830.1596, 2629.714, 1038.302, 1730.561, 2002.962, 2588.64, 474.5518, 39.4642, 388.0639, 2922.764, 1903.161, 19.52974, 813.25, 368.4055, 3020.004, 1849.905, 2852.597, 695.3628, 3393.965, 45.11934, 780.7983, 956.4376, 1493.533, 1356.212, 1427.552, 602.8883, 1116.96, 1930.521
310.8, 156.4956, 2355.316, 625.3962, 18.53151, 1144.456, 38.95589, 0.007447882, 5583.198, 940.8098, 121.6342, 1623.288, 1206.782, 1707.334, 1850.347, 348.2377, 833.9182, 2386.145, 655.5769, 2642.213, 1068.906, 4.983065, 1038.628, 125.6291, 952.6373, 2516.597, 992.3038, 1651.153, 1912.834, 2543.293, 455.2993, 37.80015, 417.2385, 2836.158, 1894.532, 18.72997, 776.106, 353.0015, 2976.798, 1785.148, 2838.041, 665.3726, 3258.213, 43.27012, 743.7338, 912.7613, 1565.852, 1357.747, 1360.676, 623.8232, 1070.256, 1849.772
310.9, 148.6797, 2380.775, 597.1243, 17.71904, 1167.722, 36.94347, 0.00710745, 6069.97, 898.3629, 115.7005, 1609.285, 1175.738, 1740.515, 1764.537, 331.9498, 794.818, 2389.072, 621.3759, 2704.694, 1063.57, 4.751389, 1140.255, 119.7125, 1018.031, 2441.746, 1050.464, 1575.388, 1977.515, 2587.675, 436.8279, 36.20627, 398.9681, 2748.383, 1926.361, 17.96295, 740.6586, 338.2415, 2915.321, 1855.563, 2858.995, 636.6758, 3157.013, 41.49669, 708.4288, 894.9802, 1552.679, 1358.269, 1377.839, 717.5219, 1025.505, 1917.4
311, 141.2541, 2411.273, 638.2213, 16.94218, 1186.085, 35.035, 0.006782579, 5924.385, 857.8311, 110.0563, 1613.257, 1271.727, 1665.2, 1972.082, 540.4947, 757.5511, 2352.301, 649.052, 2580.564, 1077.896, 4.530483, 1239.616, 114.0746, 966.586, 2386.921, 1157.674, 1524.588, 1932.563, 2565.165, 419.1059, 34.67959, 381.4978, 2771.719, 1907.955, 17.22735, 706.8301, 324.0988, 2867.487, 1846.672, 2728.314, 779.2335, 3309.405, 39.79595, 674.7996, 919.3558, 1483.514, 1295.64, 1313.291, 686.8564, 982.6258, 1891.009
311.1, 134.1994, 2297.104, 631.4158, 16.19938, 1206.009, 33.22513, 0.006472557, 6023.138, 910.2131, 104.6874, 1542.156, 1214.833, 1677.609, 1975.1, 515.2145, 722.0316, 2528.239, 745.7322, 2733.403, 1051.794, 4.319849, 1186.155, 108.7022, 917.7403, 2426.703, 1106.388, 1454.631, 1914.003, 2456.684, 402.1028, 33.21729, 364.7925, 2801.742, 1853.719, 16.52186, 674.5467, 310.5474, 2826.05, 1764.666, 2679.296, 745.6261, 3158.299, 38.16491, 642.7668, 877.3729, 1452.429, 1235.898, 1471.339, 657.5015, 941.539, 1811.913
311.2, 127.4971, 2367.801, 617.3758, 15.48916, 1243.918, 31.50875, 0.006176706, 6016.042, 869.1467, 99.58039, 1508.774, 1160.485, 1646.639, 1883.505, 491.1167, 688.1775, 2459.973, 706.8278, 2822.588, 1069.171, 4.119007, 1135, 103.5828, 908.6356, 2407.563, 1123.103, 1490.602, 1863.007, 2465.141, 385.7896, 31.81665, 348.8187, 2894.828, 1965.601, 15.84527, 643.7378, 297.5626, 2762.549, 1686.302, 2666.161, 713.4681, 3180.038, 36.60071, 612.2547, 924.6831, 1469.927, 1178.911, 1402.411, 764.004, 976.6569, 1736.125
311.3, 121.1294, 2255.691, 620.7666, 14.81007, 1324.076, 29.88104, 0.005894378, 5838.676, 957.6552, 94.72253, 1493.597, 1161.228, 1672.269, 1914.024, 468.146, 655.9107, 2481.493, 669.9531, 2693.047, 1012.239, 3.927502, 1086.051, 98.70451, 923.9711, 2329.875, 1343.491, 1560.718, 1933.217, 2479.38, 370.1382, 30.47506, 333.5444, 2813.405, 2009.524, 15.19639, 678.8606, 285.1207, 2802.251, 1661.25, 2648.32, 758.7415, 3034.839, 35.10063, 583.191, 882.4568, 1498.17, 1124.552, 1395.259, 829.914, 1056.349, 1826.556
311.4, 115.0798, 2148.888, 592.704, 14.16075, 1445.607, 28.33742, 0.005624955, 5823.914, 914.4482, 90.10166, 1484.447, 1109.277, 1720.501, 2057.672, 446.2497, 829.3278, 2480.91, 635.002, 2608.569, 1017.197, 3.744902, 1039.212, 94.05597, 877.2789, 2310.289, 1296.66, 1558.035, 1846.226, 2374.527, 355.1218, 29.19005, 371.0051, 2809.986, 1938.511, 14.57408, 647.8547, 273.1991, 2683.761, 1723.914, 2527.269, 726.0179, 3103.037, 33.66203, 555.5069, 842.1589, 1504.103, 1135.561, 1411.927, 832.9504, 1012.18, 1750.156
311.5, 109.3324, 2193.566, 636.6577, 13.5399, 1384.182, 26.87354, 0.005367846, 5851.831, 873.1906, 85.70621, 1525.503, 1097.992, 1660.852, 1962.247, 425.3775, 790.4428, 2488.098, 601.8743, 2719.741, 963.033, 3.570791, 994.3943, 89.62635, 908.7877, 2275.736, 1262.839, 1539.377, 1872.438, 2394.522, 340.7146, 27.95922, 419.1802, 2756.172, 1940.621, 13.97725, 618.2649, 261.7759, 2795.095, 1815.604, 2556.524, 740.4107, 3171.724, 32.28238, 786.9697, 850.9084, 1461.585, 1214.809, 1401.66, 847.4914, 969.8574, 1896.1
311.6, 242.8093, 2233.903, 632.5626, 12.94627, 1415.299, 25.48528, 0.00512249, 5840.89, 833.7945, 81.52518, 1543.789, 1048.87, 1771.836, 1918.553, 405.4816, 753.3811, 2439.857, 570.4749, 2661.441, 911.7528, 3.404774, 951.509, 85.40534, 862.8628, 2323.312, 1267.722, 1667.806, 1856.257, 2334.458, 326.8918, 26.78029, 441.2845, 2624.138, 1856.725, 13.40486, 654.1442, 250.8304, 2854.885, 1825.602, 2740.977, 753.1703, 3055.738, 30.95929, 936.6764, 955.454, 1470.306, 1240.066, 1418.726, 811.2713, 929.3045, 1913.096
311.7, 230.6826, 2213.767, 722.6584, 12.37867, 1390.493, 24.16873, 0.004888348, 5649.112, 796.1758, 77.54811, 1565.272, 1039.862, 1751.206, 2011.494, 500.3195, 914.1066, 2360.344, 540.7136, 2651.239, 863.2032, 3.246477, 910.4733, 81.38313, 892.8503, 2408.904, 1211.561, 1770.141, 1772.73, 2430.948, 313.6299, 25.65107, 499.9427, 2625.55, 1836.93, 12.85592, 685.4175, 240.3425, 2971.915, 1771.672, 3314.351, 761.6444, 3053.166, 29.69042, 1074.95, 966.6921, 1485.828, 1450.686, 1352.263, 776.5992, 890.4473, 1871.976
311.8, 427.2411, 2108.949, 742.9399, 11.83595, 1331.409, 22.9202, 0.004664909, 5777.773, 760.2545, 73.76506, 1538.403, 1032.677, 1723.166, 2100.981, 490.2257, 871.2466, 2325.235, 512.5049, 2529.562, 817.2388, 3.095539, 871.2073, 77.55034, 915.0712, 2392.479, 1157.887, 1798.989, 1870.169, 2352.063, 300.906, 24.56947, 546.1174, 2499.774, 1887.925, 12.32945, 654.1121, 230.2932, 2965.512, 1860.414, 3545.617, 728.7956, 2913.76, 28.47355, 1163.565, 1014.195, 1474.911, 1383.795, 1490.874, 910.6972, 853.2148, 1912.02
311.9, 1130.92, 2009.095, 800.1405, 11.31703, 1293.487, 21.73617, 0.004451683, 5635.349, 894.3675, 70.16656, 1568.939, 1037.876, 1923.889, 2165.286, 511.0544, 830.3962, 2265.47, 485.7678, 2538.852, 869.6639, 2.951619, 833.6348, 257.2836, 868.8288, 2326.792, 1140.573, 1919.913, 1786.016, 2319.946, 288.6983, 23.53347, 522.2036, 2380.022, 1806.308, 11.82454, 755.1448, 220.664, 3027.176, 1878.729, 3532.317, 817.2021, 2780.719, 27.30656, 1199.689, 1049.686, 1431.666, 1319.989, 1617.981, 933.1667, 817.5391, 1832.045
312, 1561.397, 2085.284, 763.969, 10.82085, 1426.999, 20.6133, 0.004248203, 5455.033, 854.0159, 66.74361, 1499.792, 1019.5, 1840.639, 2217.756, 661.1403, 791.4612, 2242.212, 460.4256, 2422.333, 823.3555, 2.81439, 797.6826, 317.5213, 824.9232, 2475.065, 1090.044, 2252.8, 1732.459, 2271.103, 737.5331, 22.54116, 618.8898, 2266.008, 1728.219, 11.34031, 837.3104, 211.4375, 3177.068, 1847.496, 3730.368, 895.0774, 2755.683, 26.1874, 1403.963, 1139.725, 1429.318, 1259.125, 1542.184, 893.285, 783.3552, 1755.415
312.1, 1770.223, 1986.55, 729.4327, 10.34643, 1624.742, 19.54844, 455.5089, 5478.885, 815.4849, 63.48764, 1524.528, 973.8898, 1760.991, 2114.907, 680.3359, 754.3517, 2220.302, 436.4055, 2596.386, 779.5129, 2.683541, 763.2809, 349.6683, 783.2363, 2406.935, 1081.27, 2183.791, 1678.595, 2322.739, 814.7769, 21.59068, 754.1387, 2157.455, 1799.528, 10.87591, 799.0675, 202.5967, 3223.477, 1841.99, 4324.124, 982.0803, 2805.781, 25.1141, 1553.727, 1145.284, 1472.281, 1201.067, 1469.937, 855.1078, 750.6005, 1736.921
312.2, 2133.96, 1892.491, 696.4576, 9.892817, 1612.241, 18.53858, 497.1156, 5569.769, 778.6923, 60.39051, 1489.11, 930.3204, 1848.22, 2138.724, 775.9175, 718.9822, 2313.817, 413.6385, 2545.279, 738.0049, 2.558775, 730.3629, 643.0093, 743.656, 2303.401, 1100.82, 2267.729, 1759.74, 2224.51, 781.7216, 20.68029, 721.1159, 2054.103, 1869.314, 10.43053, 762.5713, 194.1256, 3148.214, 1850.442, 4430.213, 1170.99, 2677.67, 24.0848, 1479.971, 1218.843, 1420.922, 1145.686, 1401.074, 1001.992, 719.2155, 1716.191
312.3, 2163.941, 1802.886, 712.9946, 9.459086, 1543.736, 17.5809, 474.3932, 5365.027, 743.5597, 57.44447, 1423.48, 926.7699, 1768.244, 2084.16, 739.626, 685.2711, 2236.693, 392.0593, 2449.516, 698.7072, 2.439811, 698.8646, 612.7264, 807.7981, 2278.748, 1052.052, 2612.383, 1680.556, 2297.564, 750.0073, 19.80828, 689.5392, 1955.701, 2016.608, 10.00338, 727.742, 186.0087, 3187.791, 1830.534, 4366.279, 1394.228, 2902.432, 23.09768, 1409.717, 1163.184, 1502.278, 1092.859, 1335.438, 959.1686, 689.1427, 1776.867
