 , C001, C002, C003, C004, C005, C007, C010, C011, C012, C013, C016, C017, C018, C019, C020, C021, C022, C024, C025, C027, C028, C029, C031, C032, C033, C034, C035, C036, C037, C038, C039, C043, C045, C046, C047, C051, C052, C053, C054, C055, C056, C063, C064, C068, C070, C077, C082, C089, C092, C099, C106
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
4.6, 457.4007, 736.2165, 1630.587, 697.4731, 71.10539, 473.2476, 648.7706, 2348.801, 1682.756, 1147.869, 1949.964, 1668.973, 579.9459, 1066.393, 735.8741, 889.9512, 66.61081, 0, 1805.125, 0, 837.4584, 0, 879.1973, 763.2924, 4146.457, 1121.883, 1494.148, 1145.622, 921.9532, 1695.421, 308.9626, 580.2633, 1558.829, 547.8602, 233.9903, 2332.898, 3123.387, 1343.647, 2.384186e-06, 3905.188, 0, 0, 1552.897, 1282.227, 1.525879e-05, 3.814697e-06, 1030.155, 463.154, 249.6759, 1775.415, 4.577637e-05
4.7, 513.9724, 820.0024, 1556.874, 785.2427, 68.08408, 670.0259, 619.1163, 2379.211, 1606.835, 1303.458, 1976.771, 1660.308, 554.8506, 1016.939, 701.4555, 848.2239, 63.80134, 0, 1781.225, 0, 798.5226, 0, 837.791, 724.72, 4293.909, 1072.182, 1509.184, 1094.072, 882.9637, 1649.646, 295.9348, 554.8544, 1484.154, 524.1754, 224.4081, 2380.968, 3168.967, 1286.832, 1.907349e-06, 3879.802, 0, 0, 1549.15, 1282.557, 7.629395e-06, 5.722046e-06, 982.6549, 441.4565, 239.0052, 1806.323, 4.577637e-05
4.8, 488.3029, 781.1771, 1486.493, 773.999, 65.19113, 800.1288, 590.8174, 2359.211, 1732.024, 1265.943, 1907.394, 1645.918, 530.8412, 969.7787, 794.2826, 808.453, 61.11035, 0, 1967.387, 0, 761.397, 0, 798.3347, 688.0968, 4315.216, 1173.782, 1439.934, 1302.543, 953.0024, 1798.4, 283.4564, 530.558, 1539.032, 501.5146, 384.6745, 2343.792, 3147.978, 1396.514, 1.907349e-06, 3790.755, 0, 0, 1485.658, 1221.674, 7.629395e-06, 5.722046e-06, 937.345, 420.7755, 228.7906, 1730.794, 6.103516e-05
4.9, 463.9154, 744.1899, 1476.262, 740.0646, 62.42111, 758.7949, 563.812, 2281.779, 1781.216, 1379.723, 1823.33, 1657.242, 598.8112, 998.343, 823.6782, 811.07, 58.53288, 0, 1912.891, 0, 725.9976, 0, 760.7366, 653.3243, 4307.207, 1121.782, 1373.861, 1269.507, 912.6998, 1829.811, 271.5042, 520.9705, 1465.305, 479.8335, 612.8283, 2341.791, 3094.013, 1337.464, 1.430511e-06, 3726.135, 0, 0, 1424.768, 1346.128, 7.629395e-06, 3.814697e-06, 894.1243, 401.0634, 219.0126, 1771.413, 6.103516e-05
5, 478.3755, 708.9541, 1477.136, 871.0735, 59.76879, 719.5963, 538.0409, 2303.066, 1700.852, 1835.615, 1954.333, 1597.873, 572.8995, 983.1415, 785.1528, 871.8149, 56.06412, 0, 1825.1, 0, 791.432, 0, 950.5947, 620.3091, 4296.981, 1072.086, 1310.821, 1314.915, 926.2604, 1755.576, 260.0559, 574.6911, 1395.11, 459.0897, 587.7322, 2313.13, 3210.083, 1528.713, 1.430511e-06, 3717.996, 0, 0, 1460.586, 1367.964, 1.144409e-05, 1.907349e-06, 905.2615, 382.2747, 421.9141, 1820.661, 6.103516e-05
5.1, 454.4838, 675.3866, 1486.979, 832.883, 57.22916, 756.9723, 513.4479, 2235.754, 1759.607, 1941.558, 1898.545, 1548.379, 548.1091, 993.4717, 783.3245, 830.9378, 53.69948, 0, 1803.001, 0, 861.1937, 0, 905.8258, 663.1502, 4248.195, 1065.242, 1250.673, 1282.061, 973.7903, 1732.135, 249.0904, 549.5261, 1394.261, 439.2426, 563.6638, 2295.498, 3199.728, 1475.283, 9.536743e-07, 3695.608, 0, 0, 1400.724, 1336.974, 7.629395e-06, 1.907349e-06, 863.5201, 364.3662, 403.8823, 1790.146, 4.577637e-05
5.2, 431.7854, 643.4085, 1523.425, 796.3669, 54.79745, 717.8679, 489.9789, 2277.872, 1932.84, 1960.719, 1918.227, 1511.053, 524.3914, 1054.381, 895.8509, 791.9774, 229.809, 0, 1807.751, 0, 821.1544, 0, 863.1654, 629.6384, 4142.419, 1086.217, 1272.993, 1251.78, 992.6328, 1879.014, 238.5872, 525.4631, 1356.296, 420.2536, 540.581, 2203.488, 3428.722, 1634.1, 9.536743e-07, 3749.355, 0, 0, 1427.466, 1320.87, 1.144409e-05, 1.907349e-06, 823.7035, 347.2967, 386.6212, 1715.294, 3.051758e-05
5.3, 410.2206, 612.9445, 1454.556, 761.4518, 52.46907, 705.0084, 467.5828, 2311.491, 2045.01, 1865.069, 1833.685, 1506.048, 501.7, 1097.763, 853.9498, 754.8438, 293.0755, 0, 1816.11, 0, 782.9766, 0, 842.6368, 714.733, 4172.224, 1194.626, 1242.027, 1310.415, 950.6542, 1884.921, 228.527, 519.9301, 1353.959, 402.0855, 518.4435, 2220.678, 3500.077, 1639.198, 9.536743e-07, 3728.796, 0, 0, 1368.961, 1258.168, 1.144409e-05, 1.907349e-06, 823.8677, 331.0268, 370.0977, 1643.572, 3.814697e-05
5.4, 389.7328, 653.4363, 1478.568, 891.4239, 210.8563, 717.132, 446.2102, 2315.861, 1992.166, 1791.474, 1877.323, 1565.439, 479.9905, 1233.549, 814.0085, 768.7286, 280.7143, 0, 1836.045, 0, 746.5739, 0, 851.8937, 821.5912, 4099.056, 1141.703, 1261.463, 1312.765, 982.1912, 1853.893, 218.8909, 514.5092, 1494.403, 384.7028, 497.2126, 2253.15, 3582.141, 1624.54, 4.768372e-07, 3664.099, 0, 0, 1394.223, 1198.443, 7.629395e-06, 3.814697e-06, 785.8795, 315.5192, 666.2237, 1719.385, 3.051758e-05
5.5, 370.2683, 622.4974, 1411.727, 970.3835, 201.8968, 726.1341, 425.8146, 2321.109, 2146.611, 1878.999, 1822.126, 1515.433, 519.6258, 1176.343, 818.1329, 855.4368, 268.8745, 0, 1883.489, 0, 711.8635, 0, 811.7733, 780.0728, 4295.404, 1174.41, 1203.58, 1328.542, 940.6542, 1778.681, 209.6611, 491.9795, 1422.814, 368.0716, 476.851, 2322.765, 3508.336, 1704.815, 4.768372e-07, 3615.035, 0, 0, 1337.081, 1227.127, 7.629395e-06, 3.814697e-06, 792.9515, 300.738, 637.7507, 1698.802, 3.051758e-05
5.6, 392.995, 654.4342, 1409.171, 967.1495, 193.3181, 722.5112, 571.9844, 2219.191, 2274.92, 1896.886, 1822.707, 1483.175, 497.1406, 1121.79, 779.8669, 815.3277, 312.5324, 0, 1929.879, 0, 678.767, 0, 834.8298, 740.6523, 4180.294, 1495.979, 1148.353, 1268.76, 1061.702, 1836.922, 200.8205, 470.4363, 1354.654, 352.1594, 457.3234, 2216.677, 3484.953, 1632.729, 9.536743e-07, 3559.794, 0, 0, 1364.302, 1168.875, 7.629395e-06, 3.814697e-06, 756.3887, 286.6493, 610.4944, 1664.292, 2.288818e-05
5.7, 373.3676, 663.4631, 1369.894, 924.7468, 185.1038, 685.187, 545.8398, 2300.834, 2371.541, 1923.829, 1786.462, 1472.355, 535.0446, 1152.469, 805.3264, 777.0992, 299.3506, 0, 1841.309, 0, 647.2092, 0, 835.0756, 772.6113, 4287.408, 1456.881, 1200.167, 1328.012, 1080.939, 1762.398, 192.3527, 449.8365, 1372.432, 336.9351, 438.5954, 2329.389, 3483.18, 1563.69, 4.768372e-07, 3456.625, 0, 0, 1308.386, 1113.388, 3.814697e-06, 5.722046e-06, 770.4304, 273.2206, 584.4031, 1594.703, 2.288818e-05
5.8, 354.7203, 632.0496, 1382.55, 951.4988, 310.056, 724.4039, 520.8903, 2320.094, 2264.543, 1829.978, 1844.973, 1437.588, 511.8922, 1099.023, 767.6594, 740.6631, 286.7248, 0, 1849.094, 0, 617.1186, 0, 830.7671, 733.568, 4325.647, 1392.34, 1178.395, 1268.255, 1035.226, 1690.898, 184.242, 430.1388, 1306.686, 322.3689, 420.6343, 2239.507, 3509.558, 1497.571, 4.768372e-07, 3417.907, 0, 0, 1359.016, 1138.231, 0, 3.814697e-06, 772.0236, 260.4209, 559.4269, 1653.631, 2.288818e-05
5.9, 337.0044, 602.1234, 1367.665, 1026.599, 296.8815, 686.9819, 497.0812, 2218.22, 2162.373, 1740.706, 1814.613, 1507.233, 489.7416, 1048.056, 829.45, 759.0909, 274.6315, 0, 1804.955, 0, 588.427, 0, 791.6416, 696.4977, 4293.6, 1330.658, 1124.323, 1241.958, 1099.142, 1783.344, 176.4732, 411.3035, 1244.089, 308.4325, 403.4088, 2137.221, 3423.247, 1434.248, 0, 3365.331, 0, 0, 1393.343, 1084.199, 3.814697e-06, 3.814697e-06, 736.4259, 248.2209, 535.5181, 1584.487, 1.525879e-05
6, 395.5631, 704.6497, 1463.603, 1051.598, 284.2668, 710.6862, 474.3603, 2290.448, 2179.302, 1690.125, 1734.637, 1439.803, 468.5496, 1130.127, 855.4264, 832.9382, 263.0482, 0, 1919.645, 0, 561.0694, 0, 772.9666, 661.3007, 4108.912, 1313.821, 1072.733, 1377.449, 1052.659, 1788.702, 169.032, 393.2931, 1431.034, 295.0985, 386.8887, 2039.607, 3484.425, 1524.667, 4.768372e-07, 3368.994, 0, 0, 1476.864, 1112.191, 3.814697e-06, 3.814697e-06, 702.4695, 236.5925, 512.6312, 1622.369, 1.525879e-05
6.1, 421.7603, 671.2859, 1397.439, 1005.493, 272.188, 673.9728, 452.678, 2274.579, 2080.978, 1688.375, 1775.424, 1492.083, 448.2747, 1077.718, 815.4161, 793.884, 313.9192, 0, 1932.588, 0, 534.9837, 0, 789.0172, 705.9214, 4190.155, 1255.617, 1052.343, 1385.692, 1008.142, 1716.134, 161.9046, 467.516, 1440.244, 282.341, 371.0451, 2087.12, 3526.107, 1460.198, 2.384186e-07, 3349.717, 0, 0, 1519.564, 1140.329, 3.814697e-06, 1.907349e-06, 841.52, 225.5088, 490.7223, 1704.787, 1.525879e-05
6.2, 400.6962, 639.502, 1345.464, 1080.698, 260.6225, 639.1561, 515.2254, 2174.704, 2291.841, 1652.052, 1697.176, 1455.67, 428.877, 1027.739, 777.2772, 756.661, 300.6788, 0, 1925.885, 0, 510.1108, 0, 795.0709, 670.2482, 4009.917, 1199.992, 1004.056, 1323.339, 965.5078, 1646.511, 155.0778, 447.0441, 1371.249, 270.1351, 355.8503, 2170.313, 3531.108, 1398.455, 2.384186e-07, 3251.562, 0, 0, 1457.285, 1127.777, 3.814697e-06, 1.907349e-06, 840.6856, 214.9444, 469.7498, 1736.438, 7.629395e-06
6.3, 380.6841, 609.2229, 1346.907, 1052.597, 249.5485, 606.1379, 491.6752, 2258.289, 2247.295, 1585.537, 1730.062, 1390.547, 492.0655, 980.077, 740.922, 721.1832, 287.997, 0, 1856.873, 0, 704.2526, 0, 757.6265, 636.3777, 4193.572, 1146.831, 1036.242, 1325.627, 924.6763, 1681.852, 148.5387, 427.4686, 1417.64, 258.4568, 341.2778, 2112.46, 3607.171, 1376.66, 2.384186e-07, 3153.569, 0, 0, 1397.558, 1284.984, 3.814697e-06, 1.907349e-06, 801.9219, 204.8748, 449.6736, 1663.831, 7.629395e-06
6.4, 361.6714, 647.7695, 1286.018, 1082.748, 317.2024, 620.4858, 530.1629, 2222.358, 2206.098, 1535.436, 1767.257, 1386.517, 470.7729, 934.6259, 706.2673, 687.3689, 344.2398, 0, 1808.395, 0, 671.5099, 0, 873.9146, 712.5054, 4172.696, 1268.167, 988.6932, 1265.977, 1018.437, 1633.225, 142.2754, 408.7502, 1431.782, 247.2834, 327.302, 2015.976, 3646.486, 1365.899, 2.384186e-07, 3050.168, 0, 0, 1543.967, 1252.702, 3.814697e-06, 1.907349e-06, 764.9456, 195.277, 430.4554, 1594.261, 0
6.5, 343.6083, 647.42, 1378.563, 1146.722, 303.7242, 588.4321, 665.1735, 2124.776, 2144.019, 1575.808, 1689.369, 1374.635, 450.4017, 947.6092, 673.2336, 655.14, 329.7206, 0, 1725.4, 0, 640.2896, 0, 844.9631, 715.6575, 4016.436, 1211.986, 1041.597, 1285.547, 975.3668, 1602.781, 343.8222, 430.7237, 1458.64, 236.593, 313.8986, 1923.9, 3586.772, 1308.144, 2.384186e-07, 3062.332, 0, 0, 1570.967, 1261.467, 1.907349e-06, 1.907349e-06, 787.8235, 186.1288, 412.0587, 1696.27, 0
6.6, 326.4474, 651.381, 1316.243, 1255.102, 290.8187, 596.5833, 687.9186, 2221.949, 2152.133, 1498.935, 1707.931, 1391.269, 430.912, 920.122, 712.6396, 705.4894, 315.8139, 0, 1681.772, 0, 610.5206, 0, 821.459, 793.2155, 4072.994, 1158.294, 1049.826, 1266.125, 966.5973, 1701.547, 383.3905, 411.8628, 1455.108, 226.3647, 301.044, 1907.678, 3530.254, 1393.124, 0, 2972.631, 0, 0, 1673.83, 1201.585, 3.814697e-06, 9.536743e-07, 843.6655, 177.4092, 394.4481, 1625.343, -7.629395e-06
6.7, 360.8671, 620.5395, 1256.74, 1321.727, 359.2025, 631.0519, 656.4749, 2192.25, 2074.009, 1425.812, 1632.657, 1338.696, 412.2656, 969.9131, 679.3079, 672.4108, 361.8401, 0, 1728.549, 0, 582.1359, 0, 782.7719, 753.131, 4117.413, 1106.98, 1001.654, 1286.871, 1008.569, 1704.625, 423.6041, 393.8279, 1444.3, 216.5787, 288.7159, 1912.639, 3672.443, 1334.217, 2.384186e-07, 2938.246, 0, 0, 1802.932, 1288.661, 3.814697e-06, 1.907349e-06, 888.8793, 169.0981, 377.5901, 1642.673, -7.629395e-06
6.8, 342.8441, 635.2942, 1290.952, 1263.779, 343.9397, 598.4524, 626.4683, 2112.677, 2137.295, 1356.256, 1675.74, 1327.438, 458.2395, 924.9333, 713.1539, 640.8833, 346.5786, 0, 1770.702, 0, 555.0707, 0, 745.9068, 715.0721, 3940.304, 1057.94, 1040.774, 1265.029, 965.9169, 1701.42, 417.9822, 403.7559, 1416.322, 207.2157, 276.8926, 1920.574, 3638.649, 1296.656, 2.384186e-07, 2803.943, 0, 0, 1825.005, 1227.488, 3.814697e-06, 9.536743e-07, 877.3887, 161.1763, 361.4527, 1573.988, -1.525879e-05
6.9, 413.673, 605.2144, 1232.592, 1208.371, 329.3255, 667.4792, 597.8334, 2182.071, 2147.106, 1290.094, 1691.279, 1268.051, 461.7185, 966.9656, 763.2521, 675.2188, 331.9609, 0, 1738.982, 0, 529.2639, 0, 763.9941, 678.9365, 3969.565, 1073.382, 1054.453, 1400.045, 925.0681, 1707.89, 450.6439, 386.076, 1464.104, 198.2575, 265.5535, 1832.854, 3632.502, 1241.828, 2.384186e-07, 2811.985, 0, 0, 1912.204, 1253.534, 5.722046e-06, 1.907349e-06, 883.2927, 153.6257, 346.0049, 1649.761, -1.525879e-05
7, 393.0128, 576.5587, 1318.434, 1155.392, 353.832, 632.9979, 570.5073, 2261.798, 2050.234, 1227.159, 1721.94, 1211.322, 512.0256, 1024.71, 727.553, 697.6441, 317.9596, 0, 1659.173, 0, 504.6569, 0, 728.0133, 845.6066, 4129.593, 1025.831, 1006.069, 1387.006, 885.9468, 1638.601, 448.2127, 369.1702, 1393.966, 344.4927, 254.6787, 2018.885, 3825.54, 1279.38, 2.384186e-07, 3026.83, 0, 0, 1868.338, 1325.931, 5.722046e-06, 1.907349e-06, 908.1016, 146.4287, 331.2174, 1640.876, -1.525879e-05
7.1, 373.3845, 549.2599, 1331.814, 1104.736, 338.7974, 600.2979, 680.4517, 2207.138, 2230.536, 1167.294, 1646.049, 1283.195, 489.8693, 1002.4, 814.0601, 694.0682, 337.7787, 0, 1719.072, 0, 481.194, 0, 848.3586, 802.8745, 4025.056, 980.3853, 962.799, 1324.594, 848.48, 1799.943, 469.1318, 455.4372, 1385.798, 448.5565, 244.2493, 1993.116, 3741.556, 1313.087, 2.384186e-07, 3079.564, 0, 0, 1978.064, 1262.989, 5.722046e-06, 9.536743e-07, 909.0241, 139.569, 317.0618, 1760.444, -1.525879e-05
7.2, 354.7364, 668.6391, 1271.608, 1056.302, 324.4017, 569.2871, 649.3492, 2249.798, 2261.509, 1110.35, 1691.126, 1225.788, 492.515, 1093.352, 851.2775, 716.8331, 323.5321, 0, 1733.515, 0, 458.8219, 0, 827.702, 762.3018, 4164.563, 1081.05, 993.9804, 1264.99, 1007.834, 1755.82, 469.6826, 435.4942, 1432.734, 429.1648, 234.2469, 2242.432, 3675.46, 1257.564, 0, 3021.644, 0, 0, 1965.123, 1329.865, 5.722046e-06, 1.907349e-06, 867.1093, 133.0306, 303.5112, 1729.566, -1.144409e-05
7.3, 337.0197, 734.4679, 1492.797, 1126.054, 335.9198, 539.8784, 619.6685, 2296.231, 2272.295, 1056.183, 1632.272, 1223.566, 471.2029, 1042.648, 927.7433, 772.2635, 364.3047, 0, 1733.601, 0, 437.49, 0, 788.7209, 863.2494, 4125.109, 1033.158, 989.8998, 1362.127, 1049.875, 1684.587, 449.8779, 416.4244, 1578.338, 674.9507, 345.8155, 2178.952, 3790.396, 1293.822, 2.384186e-07, 3004.135, 0, 0, 1884.582, 1342.125, 3.814697e-06, 9.536743e-07, 827.1272, 126.7985, 290.5397, 1657.247, -1.144409e-05
7.4, 320.1878, 839.8974, 1463.583, 1116.068, 321.6463, 511.9888, 665.5557, 2247.411, 2282.42, 1004.659, 1560.333, 1264.664, 554.2458, 1072.861, 884.3506, 736.0542, 348.9392, 0, 1654.038, 0, 417.1499, 0, 861.1613, 855.5961, 3963.032, 1024.565, 1043.295, 1300.834, 1005.476, 1715.155, 453.6056, 398.1897, 1502.728, 645.7717, 331.6539, 2079.432, 3631.91, 1239.114, 2.384186e-07, 2918.438, 0, 0, 1948.328, 1278.414, 3.814697e-06, 1.907349e-06, 788.9886, 120.8583, 278.1227, 1610.044, -1.144409e-05
7.5, 391.8706, 800.13, 1397.42, 1067.136, 307.9793, 485.54, 635.1341, 2252.193, 2179.443, 955.6487, 1588.497, 1208.086, 530.2625, 1125.662, 976.0811, 787.4995, 334.2219, 0, 1733.695, 0, 397.7554, 0, 843.8934, 812.3593, 4055.24, 979.1763, 1016.88, 1242.3, 1030.525, 1747.832, 434.4789, 380.7535, 1430.74, 617.8542, 440.0607, 2183.133, 3692.408, 1186.719, 2.384186e-07, 2905.878, 0, 0, 1868.476, 1217.728, 3.814697e-06, 9.536743e-07, 825.6357, 115.1964, 266.2362, 1722.885, -1.144409e-05
7.6, 401.1685, 837.6816, 1356.547, 1020.35, 348.9144, 522.116, 606.103, 2259.498, 2327.483, 909.0291, 1610.166, 1154.039, 612.1432, 1073.459, 930.4275, 750.5758, 357.2598, 0, 1674.851, 0, 379.2626, 0, 804.1497, 771.3073, 4026.81, 1057.004, 970.2201, 1186.399, 986.9436, 1676.923, 572.4094, 364.0808, 1585.047, 691.4132, 422.0396, 2083.422, 3691.375, 1136.539, 2.384186e-07, 2805.896, 0, 0, 2056.448, 1159.922, 3.814697e-06, 9.536743e-07, 787.5659, 109.7998, 254.8578, 1745.177, -1.144409e-05
7.7, 381.1328, 798.0191, 1329.562, 975.6146, 334.0887, 516.4079, 578.3989, 2191.361, 2321.614, 864.6837, 1571.895, 1214.894, 585.6547, 1090.197, 954.6366, 808.5461, 401.4544, 0, 1597.985, 0, 361.6296, 0, 846.3268, 822.4644, 3853.598, 1010.178, 925.7009, 1205.546, 945.2056, 1740.419, 548.2731, 348.1382, 1741.085, 661.5225, 404.7566, 2184.651, 3647.828, 1115.548, 2.384186e-07, 2808.947, 0, 0, 1972.164, 1104.861, 3.814697e-06, 4.768372e-07, 751.2515, 104.656, 243.9657, 1742.822, -1.144409e-05
7.8, 388.4643, 837.3127, 1348.448, 1167.477, 401.3131, 515.1028, 597.6111, 2279.734, 2362.338, 822.5016, 1674.539, 1160.543, 560.3123, 1063.304, 909.986, 770.6356, 433.2139, 0, 1642.714, 0, 344.8165, 0, 806.4685, 822.8141, 3921.929, 965.4261, 890.3556, 1243.189, 905.2327, 1741.516, 525.1545, 332.8936, 1708.592, 632.924, 388.1812, 2107.689, 3801.297, 1170.981, 2.384186e-07, 2680.554, 0, 0, 2044.355, 1165.992, 3.814697e-06, 9.536743e-07, 716.6115, 99.75317, 233.5391, 1727.02, -7.629395e-06
7.9, 369.0631, 797.6677, 1402.061, 1157.392, 384.261, 507.0092, 644.2675, 2179.633, 2255.755, 782.3773, 1600.737, 1226.849, 657.3983, 1013.993, 867.4238, 813.7614, 414.942, 0, 1596.773, 0, 328.785, 0, 768.4874, 824.3099, 3753.228, 951.9706, 977.6464, 1254.824, 866.9503, 1670.863, 503.0108, 318.3167, 1737.999, 636.571, 372.2847, 2031.686, 3642.355, 1232.835, 2.384186e-07, 2664.442, 0, 0, 1960.567, 1110.642, 2.861023e-06, 4.768372e-07, 767.945, 95.08001, 223.5581, 1807.2, -7.629395e-06
8, 403.9356, 759.8998, 1357.773, 1217.722, 367.9335, 503.475, 614.819, 2208.025, 2252.496, 903.9286, 1530.188, 1171.963, 628.9515, 966.9691, 963.9901, 775.6063, 508.6315, 0, 1709.287, 0, 444.1513, 0, 840.5474, 804.835, 3798.049, 959.9297, 932.7864, 1265.664, 887.9684, 1727.893, 481.8008, 304.378, 1654.74, 609.0513, 487.0891, 1938.891, 3679.082, 1180.706, 2.384186e-07, 2684.269, 0, 0, 1946.375, 1086.465, 2.861023e-06, 4.768372e-07, 847.1141, 90.62579, 214.0037, 1731.635, -7.629395e-06
8.1, 402.1654, 824.8657, 1431.33, 1164.333, 352.2997, 720.4213, 690.1974, 2246.419, 2290.859, 881.023, 1587.673, 1119.532, 640.6382, 1052.788, 994.7903, 794.5261, 487.1787, 0, 1731.552, 0, 423.5015, 0, 800.9614, 899.4966, 3903.793, 917.4039, 889.9847, 1259.061, 902.4653, 1657.793, 461.4852, 291.0497, 1759.586, 582.7212, 467.1422, 2039.003, 3695.813, 1130.781, 2.384186e-07, 2581.916, 0, 0, 2065.447, 1114.715, 2.861023e-06, 4.768372e-07, 830.8928, 86.38023, 204.8576, 1659.229, -3.814697e-06
8.199999999999999, 382.0799, 893.0817, 1392.338, 1229.393, 393.7928, 683.2051, 658.6495, 2147.781, 2325.027, 838.0439, 1517.7, 1129.385, 757.3482, 1003.965, 1052.472, 797.6609, 466.6307, 0, 1652.083, 0, 403.8117, 0, 865.5638, 854.0412, 3769.982, 1021.762, 849.1471, 1220.371, 864.2999, 1699.983, 442.0262, 278.3049, 1675.293, 649.2388, 448.0121, 1945.875, 3552.032, 1082.966, 2.384186e-07, 2637.048, 0, 0, 2012.184, 1146.725, 2.861023e-06, 4.768372e-07, 827.4655, 82.33356, 196.1024, 1589.852, -3.814697e-06
8.300000000000001, 403.6349, 850.7962, 1329.396, 1175.493, 392.541, 647.9114, 628.5436, 2156.479, 2306.279, 918.9031, 1535.562, 1189.689, 724.5764, 1044.992, 1003.245, 793.6064, 446.9494, 0, 1576.262, 0, 473.4739, 0, 824.7995, 810.8829, 3694.121, 1058.876, 810.1833, 1390.898, 827.7485, 1631.015, 423.3877, 266.1183, 1711.622, 663.6216, 489.5331, 2106.802, 3605.166, 1037.174, 2.384186e-07, 2543.321, 0, 0, 1995.312, 1092.29, 1.907349e-06, 4.768372e-07, 826.83, 78.47646, 187.7213, 1523.375, -3.814697e-06
8.4, 405.9677, 810.5128, 1269.298, 1123.956, 375.8616, 705.8836, 599.8138, 2136.679, 2202.226, 961.706, 1595.605, 1250.399, 693.2226, 1026.805, 956.3209, 756.3964, 428.0983, 0, 1652.947, 0, 451.4608, 0, 785.9551, 769.9055, 3821.127, 1011.967, 808.2444, 1430.446, 832.7415, 1564.845, 405.5351, 254.4653, 1629.627, 634.9324, 469.4861, 2118.633, 3485.463, 993.3182, 3.576279e-07, 2557.444, 0, 0, 2114.568, 1126.923, 1.907349e-06, 0, 788.7051, 74.80007, 179.6985, 1522.039, -3.814697e-06
8.5, 412.8631, 827.536, 1299.768, 1147.03, 359.891, 669.4184, 668.2705, 2116.081, 2298.78, 914.7908, 1569.124, 1194.459, 663.2256, 1025.702, 911.5916, 720.931, 494.4661, 0, 1683.355, 0, 430.4711, 0, 802.4103, 730.9989, 3675.273, 1036.11, 814.6802, 1366.079, 835.8193, 1623.184, 388.4353, 243.3226, 1551.56, 607.4835, 493.1311, 2021.867, 3464.96, 951.3167, 3.576279e-07, 2520.967, 0, 0, 2027.902, 1147.838, 9.536743e-07, 4.768372e-07, 879.4581, 71.2959, 172.0186, 1511.647, -3.814697e-06
8.6, 411.8288, 788.3539, 1241.01, 1096.741, 386.455, 634.8369, 637.7249, 2059.131, 2229.303, 870.1644, 1533.457, 1141.022, 634.5266, 1010.351, 868.9542, 831.2389, 473.6108, 0, 1646.211, 0, 410.4573, 0, 835.1783, 694.0584, 3761.939, 1035.861, 777.298, 1304.609, 800.4724, 1617.141, 372.0565, 232.6678, 1628.666, 732.2411, 472.9367, 2184.353, 3510.238, 911.0912, 2.384186e-07, 2472.863, 0, 0, 1944.788, 1226.557, 1.907349e-06, 0, 838.9066, 67.95589, 164.6668, 1526.256, -1.907349e-06
8.699999999999999, 391.2607, 751.027, 1205.916, 1157.616, 370.0342, 602.0419, 608.5754, 2030.831, 2607.059, 827.7149, 1465.873, 1226.417, 607.0694, 1012.171, 909.8816, 792.2643, 453.6351, 0, 1570.66, 0, 391.374, 0, 795.8451, 658.9847, 3789.594, 1016.166, 1005.457, 1332.642, 766.6203, 1710.914, 356.3683, 222.4796, 1648.776, 700.5854, 480.4606, 2395.663, 3522.751, 1082.524, 3.576279e-07, 2383.109, 0, 0, 1991.054, 1168.332, 9.536743e-07, 4.768372e-07, 852.301, 64.77235, 157.6293, 1543.986, -1.907349e-06
8.800000000000001, 371.7198, 715.4674, 1244.383, 1106.862, 354.3112, 570.941, 754.6376, 2107.821, 2605.253, 787.3363, 1468.602, 1171.55, 580.8004, 979.3718, 920.7649, 876.5865, 535.2287, 0, 1626.225, 0, 373.1779, 0, 847.8854, 850.2546, 3738.827, 1493.954, 966.7804, 1332.463, 866.9051, 1740.238, 341.3417, 212.7375, 1607.337, 670.2982, 529.1893, 2395.493, 3451.916, 1058.604, 3.576279e-07, 2437.364, 0, 0, 2092.211, 1112.872, 9.536743e-07, 4.768372e-07, 813.0017, 61.73795, 150.8925, 1557.587, -1.907349e-06
8.9, 353.1549, 892.5776, 1188.129, 1058.334, 339.2562, 637.3769, 829.6704, 2097.302, 2487.711, 748.9275, 1454.849, 1284.173, 555.6681, 946.5305, 877.6985, 835.4857, 512.6541, 0, 1625.281, 0, 355.8279, 0, 807.9537, 882.6382, 3578.003, 1574.522, 986.2669, 1272.505, 830.2435, 1669.636, 326.9487, 203.422, 1666.93, 641.3203, 507.5183, 2286.083, 3472.331, 1055.463, 3.576279e-07, 2392.415, 0, 0, 2006.461, 1060.044, 9.536743e-07, 4.768372e-07, 849.9827, 58.8457, 144.4437, 1560.248, 671.1201
