 , C01, C02, C04, C05, C10, C12, C13, C43, C52, C55, C62
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
20.1, 24.89261, 314.3001, 1492.259, 285.4624, 4.311502, 32.81683, 574.5929, 2531.807, 988.2998, 1258.003, 1906.617
20.2, 23.52533, 298.6417, 1409.166, 268.4183, 4.119649, 30.92985, 584.1646, 2442.321, 938.9069, 1232.913, 1862.989
20.3, 22.23316, 299.3132, 1423.453, 252.3919, 3.936335, 29.15137, 554.2223, 2428.554, 891.9826, 1152.45, 1848.915
20.4, 21.01196, 284.4015, 1460.583, 237.3223, 3.761177, 27.47515, 525.8149, 2462.92, 928.1743, 1254.102, 1808.978
20.5, 19.85783, 366.3409, 1375.71, 223.1525, 3.593813, 25.89531, 577.2555, 2367.304, 1007.534, 1269.057, 1714.516
20.6, 18.7671, 443.0204, 1295.769, 209.8288, 3.433896, 24.40632, 581.1217, 2263.201, 957.1799, 1186.236, 1706.773
20.7, 17.73628, 420.9492, 1280.152, 197.3006, 3.281096, 23.00294, 594.3168, 2282.799, 909.3424, 1170.134, 1712.796
20.8, 16.76208, 408.3182, 1262.388, 185.5204, 3.135094, 21.68026, 585.991, 2346.939, 932.9648, 1185.867, 1745.31
20.9, 15.84139, 387.9759, 1257.795, 174.4435, 2.99559, 20.43363, 558.8162, 2223.287, 1046.917, 1108.475, 1948.444
21, 14.97127, 378.1134, 1296.998, 164.028, 2.862293, 19.25869, 530.1732, 2187.072, 1096.804, 1180.55, 1870.735
21.1, 14.14894, 417.5631, 1222.574, 154.2344, 2.734927, 18.1513, 502.9984, 2220.065, 1041.988, 1226.158, 2097.147
21.2, 13.37178, 428.1972, 1151.532, 145.0256, 2.613229, 17.10759, 523.3229, 2209.668, 1016.218, 1146.137, 1987.637
21.3, 12.63731, 406.8645, 1132.478, 136.3665, 2.496946, 16.1239, 529.735, 2219.941, 1107.672, 1237.443, 1963.643
21.4, 11.94318, 386.5946, 1110.326, 128.2245, 2.385838, 15.19677, 506.7383, 2102.979, 1052.313, 1275.55, 1882.362
21.5, 11.28718, 384.725, 1193.611, 120.5686, 2.279674, 14.32294, 480.7647, 1992.18, 999.7211, 1192.305, 1909.337
21.6, 10.66721, 365.558, 1145.805, 113.3698, 2.178233, 13.49937, 497.2002, 1887.219, 1110.09, 1460.188, 2505.679
21.7, 10.08129, 375.5547, 1079.223, 106.6009, 2.081307, 12.72315, 471.7155, 1894.033, 1054.61, 1681.445, 3164.483
21.8, 9.527555, 356.8446, 1016.511, 100.2361, 1.988693, 11.99156, 632.3842, 1873.288, 1110.122, 1640.531, 3136.86
21.9, 9.004235, 339.0667, 959.0835, 94.25127, 1.900201, 11.30204, 599.9704, 1982.235, 1054.64, 1533.467, 3035.468
22, 8.50966, 322.1744, 903.3522, 88.62381, 1.815646, 10.65216, 798.0663, 2071.293, 1001.932, 1490.552, 2996.187
22.1, 69.36478, 341.5275, 850.8594, 83.33235, 15.96114, 10.03966, 757.1602, 2162.13, 951.8578, 1512.791, 3161.039
22.2, 65.55478, 324.5126, 801.4169, 79.03294, 15.2509, 9.462373, 718.3508, 2213.059, 1009.062, 1493.679, 3132.975
22.3, 61.95405, 308.3454, 774.2799, 74.31413, 14.57227, 8.918282, 761.6034, 2096.46, 958.6317, 1513.228, 3120.8
22.4, 58.5511, 376.7639, 729.2874, 69.87707, 13.92384, 8.405476, 722.5663, 2053.087, 910.7215, 1414.472, 2957.837
22.5, 55.33506, 357.9936, 888.2459, 65.70493, 13.30426, 7.922156, 685.5301, 2085.678, 865.2058, 1413.86, 2896.234
22.6, 132.5658, 340.1584, 879.8257, 61.78189, 16.89566, 7.466628, 650.3922, 2030.895, 821.9649, 1425.518, 2879.277
22.7, 125.2843, 323.2118, 895.339, 58.09308, 16.14384, 7.037292, 617.0554, 1923.894, 942.4421, 1442.573, 2728.927
22.8, 118.4028, 307.1094, 855.5049, 54.62452, 15.42548, 6.632644, 633.5176, 1901.315, 895.3411, 1471.825, 2586.427
22.9, 125.3575, 291.8093, 818.6187, 51.36306, 14.73908, 6.251264, 601.0458, 1910.933, 850.5941, 1375.771, 2661.119
23, 118.472, 310.4246, 771.0497, 76.35976, 14.08322, 5.891812, 570.2382, 2348.26, 808.0834, 1285.986, 2726.608
23.1, 111.9647, 294.9593, 764.4573, 71.80055, 13.45655, 5.55303, 541.0099, 2271.32, 767.6974, 1304.838, 2584.229
23.2, 105.8148, 393.0678, 720.0355, 67.51357, 12.85777, 5.233727, 513.2796, 2151.652, 729.3297, 1331.285, 2506.38
23.3, 100.0027, 373.4853, 678.1949, 63.48254, 12.28562, 4.932786, 498.3302, 2172.413, 692.8796, 1293.25, 2375.501
23.4, 94.50985, 354.8783, 638.7858, 62.5743, 11.73894, 4.649148, 547.612, 2283.049, 658.251, 1349.233, 2360.349
23.5, 89.31871, 337.1983, 601.6666, 58.83818, 11.21659, 4.381819, 570.8032, 2285.713, 625.3533, 1323.618, 2281.562
23.6, 84.4127, 342.4102, 566.7044, 55.32514, 10.71747, 4.129862, 718.6043, 2173.385, 594.0996, 1267.218, 2256.018
23.7, 79.77617, 325.3513, 533.7738, 52.02184, 10.24057, 3.892393, 744.3975, 2106.674, 564.408, 1425.78, 2220.647
23.8, 75.3943, 309.1424, 510.3332, 48.91578, 9.784886, 3.668578, 706.2423, 1995.68, 536.2002, 1332.73, 2381.86
23.9, 71.25312, 293.741, 480.6783, 45.99517, 9.349482, 3.457633, 733.9107, 1922.703, 509.4022, 1288.879, 2257.483
24, 67.3394, 279.1069, 452.7466, 43.24894, 8.933451, 3.258817, 827.8942, 1935.551, 483.9435, 1281.211, 2139.601
24.1, 63.64065, 265.2018, 426.438, 78.22035, 8.535933, 3.071433, 785.4592, 1833.573, 459.7571, 1242.044, 2126.662
24.2, 60.14506, 251.9895, 401.6581, 168.5663, 8.156103, 2.894824, 745.1993, 1986.826, 436.7796, 1223.98, 2015.611
24.3, 56.84147, 239.4354, 378.3182, 158.5017, 7.793175, 2.72837, 707.0031, 2137.251, 516.0736, 1144.101, 2102.943
24.4, 53.71934, 227.5068, 356.3345, 149.038, 7.446396, 2.571487, 670.7646, 2157.563, 574.1388, 1329.999, 1993.13
24.5, 50.7687, 216.1724, 335.6283, 140.1394, 7.115048, 2.423625, 636.3835, 2232.277, 545.4447, 1243.2, 1889.052
24.6, 47.98013, 205.4028, 316.1253, 131.7721, 6.798445, 2.284266, 603.7647, 2114.666, 518.1847, 1162.067, 1863.334
24.7, 45.34473, 249.5008, 297.7556, 123.9044, 6.49593, 2.152919, 572.8179, 2003.251, 492.287, 1086.228, 1766.034
24.8, 42.85408, 237.0707, 378.315, 116.5065, 6.206876, 2.029125, 543.4572, 1986.393, 467.6837, 1015.339, 1796.165
24.9, 40.50023, 225.2599, 356.3315, 109.5502, 5.930684, 1.912449, 515.6015, 1881.737, 444.31, 1161.867, 1702.372
25, 38.27568, 214.0375, 335.6255, 164.9874, 5.666782, 1.802482, 489.1736, 1799.134, 422.1045, 1086.042, 1613.477
25.1, 36.17331, 203.3742, 316.1226, 155.1365, 5.414623, 1.698839, 464.1003, 2028.294, 498.2533, 1015.165, 1529.224
25.2, 34.18642, 193.2421, 308.5444, 145.8738, 5.173685, 1.601155, 440.3121, 1950.127, 572.0922, 948.9131, 1784.126
25.3, 32.30866, 183.6148, 312.3917, 137.1641, 4.943468, 1.509087, 425.3039, 1997.484, 543.5003, 886.9853, 1927.379
25.4, 30.53404, 174.4671, 294.2389, 128.9745, 4.723495, 1.422314, 427.3743, 1892.244, 516.3375, 1033.076, 1826.735
25.5, 28.8569, 203.7608, 277.141, 121.2738, 4.51331, 1.34053, 405.4685, 2168.737, 490.5322, 1024.418, 1863.696
25.6, 27.27188, 193.6094, 265.4647, 114.0329, 4.312478, 1.263449, 384.6857, 2531.737, 466.0166, 957.5623, 1865.296
25.7, 25.77391, 183.9639, 250.0388, 107.2244, 4.120583, 1.1908, 364.968, 2398.348, 442.7262, 1016.656, 1767.893
25.8, 24.35823, 174.7988, 259.2463, 100.8223, 79.8478, 1.122328, 469.1979, 2572.953, 420.5998, 1082.273, 1871.162
25.9, 156.8672, 310.9827, 244.1818, 94.80254, 76.29475, 1.057794, 445.1485, 3471.861, 399.5792, 1011.642, 1936.441
26, 148.251, 448.959, 229.9926, 89.14217, 72.89982, 0.9969701, 648.8264, 4252.884, 379.6092, 994.0023, 1894.964
26.1, 148.9734, 987.277, 259.7684, 83.81977, 69.65594, 0.9396437, 615.5698, 4770.561, 360.6372, 1013.839, 1796.012
26.2, 140.7908, 986.7142, 244.6736, 138.0166, 66.5564, 0.8856137, 719.9518, 4879.157, 426.7773, 947.6738, 1838.614
26.3, 133.0575, 1126.876, 230.4559, 181.6124, 63.5948, 0.8346905, 683.0497, 4694.24, 405.4481, 946.8499, 1869.867
26.4, 125.7491, 1216.555, 217.0643, 170.7689, 60.76497, 0.7866952, 677.2557, 4567.27, 385.1847, 885.0566, 1772.226
26.5, 178.5073, 1155.946, 204.4509, 160.5728, 58.06107, 0.7414599, 642.5419, 4567.613, 621.8806, 981.4252, 1828.742
26.6, 168.7024, 1098.357, 192.5705, 150.9855, 55.47749, 0.6988255, 609.6075, 4510.068, 590.8005, 917.3755, 1733.248
26.7, 159.4361, 1043.637, 270.5282, 141.9706, 53.00887, 0.6586427, 578.3613, 4272.448, 561.2737, 857.5058, 1642.741
26.8, 171.3815, 991.6435, 254.8081, 133.494, 50.65009, 0.6207704, 548.7165, 4119.013, 533.2226, 801.5433, 1729.451
26.9, 184.4378, 942.24, 240.0014, 125.5235, 48.39628, 0.5850758, 520.5912, 4107.064, 506.5734, 749.2331, 1682.071
27, 174.3072, 895.2977, 226.0552, 118.0288, 46.24275, 0.5514336, 493.9076, 3900.756, 481.2561, 700.3367, 1633.046
27.1, 231.3832, 1044.754, 212.9194, 110.9817, 44.18506, 0.5197259, 644.3581, 3695.238, 586.3087, 654.6314, 1635.259
27.2, 218.674, 992.7046, 200.5469, 104.3553, 42.21892, 0.4898414, 611.3306, 3606.752, 657.511, 611.9089, 1685.232
27.3, 206.6629, 943.2482, 188.8933, 98.12459, 40.34027, 0.4616752, 593.609, 3576.394, 682.7575, 713.3992, 1672.882
27.4, 195.3115, 896.2557, 221.8392, 92.26587, 38.54523, 0.4351286, 563.1827, 3551.15, 678.1312, 666.8414, 1653.369
27.5, 184.5837, 851.6044, 208.9484, 86.75696, 36.83006, 0.4101085, 593.8036, 3567.48, 714.0018, 737.4771, 1567.032
27.6, 174.445, 854.6351, 196.8066, 81.57697, 35.1912, 0.386527, 655.1536, 3512.14, 698.2213, 801.3729, 1485.204
27.7, 164.8633, 970.4218, 185.3704, 76.70625, 33.62527, 0.3643015, 718.7046, 3327.097, 663.3259, 749.0739, 1490.135
27.8, 155.8078, 992.6586, 174.5987, 178.201, 32.12902, 0.343354, 714.1125, 3332.356, 806.4528, 700.1879, 1484.347
27.9, 147.2498, 1155.875, 164.453, 167.5612, 30.69936, 0.3236109, 677.5096, 3376.252, 823.2209, 654.4922, 1406.837
28, 139.1618, 1178.747, 154.8968, 157.5566, 29.3333, 0.3050031, 642.7829, 3198.369, 782.0783, 611.7789, 1333.375
28.1, 131.5181, 1121.092, 145.8959, 148.1494, 28.02804, 0.2874653, 609.8361, 3133.891, 742.9919, 571.853, 1401.289
28.2, 124.2942, 1065.24, 137.4181, 139.3038, 26.78086, 0.2709359, 684.6057, 3058.087, 705.8589, 534.5328, 1328.116
28.3, 117.4671, 1012.17, 129.4328, 163.3667, 25.58917, 0.2553569, 762.284, 3067.936, 796.4616, 633.9706, 1258.764
28.4, 111.015, 1040.87, 121.9116, 154.7287, 24.45051, 0.2406737, 723.212, 2958.432, 756.6564, 658.7623, 1371.417
28.5, 104.9172, 993.7159, 135.1562, 145.4903, 23.36252, 0.2268349, 686.1427, 2857.246, 718.8405, 615.7703, 1299.804
28.6, 99.15446, 944.2092, 178.7056, 136.8035, 22.32294, 0.2137917, 650.9734, 2924.723, 765.7338, 575.5839, 1231.93
28.7, 93.7082, 954.5386, 256.5138, 128.6354, 21.32962, 0.2014986, 617.6068, 2839.196, 727.4642, 538.0202, 1167.601
28.8, 88.56109, 906.9836, 251.373, 120.955, 20.3805, 0.1899123, 585.9505, 2855.739, 691.1073, 675.6925, 1637.21
28.9, 83.69669, 861.7979, 236.766, 113.7331, 19.47361, 0.1789923, 555.9167, 2705.279, 656.5674, 783.4657, 2068.701
29, 79.09949, 818.8633, 223.0078, 106.9425, 18.60708, 0.1687001, 631.9269, 2562.747, 623.7538, 774.4802, 1960.677
29.1, 74.75479, 778.0676, 210.049, 100.5573, 17.77911, 0.1589998, 633.3043, 2551.315, 592.58, 787.9962, 1858.293
29.2, 70.64874, 739.3044, 197.8433, 94.55328, 16.98798, 0.1498572, 600.8433, 2571.256, 562.9643, 941.1246, 1761.257
29.3, 66.76821, 702.4724, 186.3468, 88.9078, 16.23205, 0.1412403, 570.0462, 2435.785, 534.8287, 955.1177, 1839.76
29.4, 63.10083, 671.1242, 175.5184, 114.5567, 15.50976, 0.1331189, 540.8276, 2469.756, 508.0993, 892.7849, 1839.662
29.5, 59.6349, 637.689, 165.3192, 107.7169, 14.81961, 0.1254645, 513.1068, 2452.086, 651.9689, 834.5201, 1743.598
29.6, 56.35933, 681.5611, 155.7127, 101.2854, 14.16017, 0.1182503, 486.8067, 2381.835, 700.0053, 949.2549, 1692.218
29.7, 53.26368, 647.6058, 197.8526, 95.238, 13.53008, 0.1114508, 461.8547, 2415.84, 665.0207, 1180.381, 1814.78
29.8, 50.33807, 680.4793, 186.3556, 89.55163, 12.92802, 0.1050423, 438.1816, 2356.189, 834.2493, 1103.347, 1798.124
29.9, 70.50094, 646.578, 178.0757, 84.20477, 12.35275, 0.09900232, 640.6982, 2493.834, 792.5555, 1031.341, 1704.229
30, 223.6266, 1206.345, 191.2685, 79.17716, 11.80308, 0.09330963, 663.5135, 3027.187, 1020.853, 964.0333, 1750.351
30.1, 211.3434, 1630.922, 180.1541, 139.1493, 11.27787, 0.08794428, 645.1429, 3056.614, 1018.247, 901.1187, 1658.951
30.2, 199.735, 1734.646, 225.3321, 130.8411, 10.77603, 0.08288743, 612.0753, 3070.57, 1186.225, 842.3099, 1572.323
30.3, 200.1655, 2040.583, 212.2383, 123.029, 10.29652, 0.07812136, 891.491, 3187.613, 1150.804, 787.3392, 1590.595
30.4, 194.7773, 2904.446, 199.9054, 115.6833, 9.838352, 0.07362934, 845.7963, 3124.706, 1093.289, 735.9559, 1529.012
30.5, 184.0787, 3450.927, 248.9124, 108.7762, 9.400568, 0.06939562, 802.4437, 3034.395, 1128.192, 687.926, 1592.488
30.6, 173.9678, 3279.002, 234.4484, 102.2815, 8.982264, 0.06540533, 761.3133, 2998.167, 1071.807, 643.0306, 1509.331
30.7, 164.4123, 3241.844, 265.5629, 96.17459, 8.582574, 0.06164449, 782.7403, 2840.204, 1018.241, 601.0652, 1430.516
30.8, 155.3817, 3215.564, 250.1313, 90.4323, 8.200668, 0.0580999, 742.6198, 2827.88, 1147.829, 561.8386, 1355.817
30.9, 146.847, 3395.185, 310.1529, 85.03287, 7.835758, 0.05475912, 704.5557, 2678.888, 1107.461, 525.1719, 1285.019
31, 138.7811, 3226.037, 292.1302, 79.95582, 7.487084, 0.05161044, 668.4426, 2749.828, 1168.474, 490.8982, 1361.969
31.1, 131.1583, 3125.312, 275.1549, 75.1819, 7.153926, 0.04864282, 634.1806, 2839.628, 1110.076, 458.8613, 1337.576
31.2, 123.9542, 3197.598, 259.1659, 70.69302, 6.835593, 0.04584583, 601.6747, 2710.176, 1054.597, 428.9151, 1330.673
31.3, 117.1457, 3038.294, 280.4587, 66.47215, 6.531425, 0.04320966, 570.835, 2691.768, 1001.891, 400.9233, 1307.264
31.4, 110.7113, 2947.783, 264.1616, 62.5033, 6.240791, 0.04072509, 541.5761, 2792.208, 951.819, 374.7583, 1239
31.5, 104.6302, 2800.925, 248.8114, 58.77142, 5.96309, 0.03838338, 513.8168, 2645.096, 904.2494, 350.3008, 1174.302
31.6, 98.88322, 2834.925, 234.3533, 55.26236, 5.697746, 0.03617631, 487.4804, 2563.537, 859.0572, 327.4395, 1233.199
31.7, 93.45186, 2695.962, 220.7353, 51.96282, 5.44421, 0.03409616, 462.4938, 2456.035, 816.1236, 306.0702, 1168.804
31.8, 88.31883, 2708.429, 207.9086, 48.86028, 5.201954, 0.03213561, 438.788, 2421.373, 775.3357, 286.0955, 1107.771
31.9, 83.46774, 2619.001, 195.8272, 45.94298, 4.970479, 0.03028779, 416.2973, 2359.849, 736.5862, 267.4243, 1049.925
32, 78.88311, 2488.522, 184.4479, 43.19987, 4.749304, 0.02854623, 394.9594, 2373.589, 801.041, 249.9717, 995.0997
32.1, 74.5503, 2478.657, 233.072, 40.62054, 4.537971, 0.0269048, 439.6546, 2248.532, 854.1147, 233.6581, 1197.983
32.2, 70.45547, 2428.828, 219.5284, 38.19521, 4.336041, 0.02535776, 417.1194, 2345.021, 811.4282, 218.4091, 1135.427
32.3, 66.58557, 2361.814, 206.7719, 35.91469, 4.143097, 0.02389968, 395.7393, 2313.527, 770.8749, 204.1553, 1076.137
32.4, 62.92823, 2452.718, 194.7566, 33.77034, 3.958739, 0.02252544, 389.9179, 2191.635, 732.3484, 569.9608, 1168.063
32.5, 59.47177, 2537.333, 183.4395, 31.75401, 3.782584, 0.02123021, 428.883, 2284.166, 842.376, 654.53, 1417.535
32.6, 56.20516, 3258.889, 172.78, 29.85808, 3.614268, 0.02000946, 451.1988, 2386.718, 931.9043, 611.8141, 1488.302
32.7, 53.11798, 3671.65, 162.74, 28.07534, 3.453441, 0.01885891, 428.072, 2372.732, 885.33, 571.886, 1410.586
32.8, 50.20037, 3605.183, 153.2833, 26.39905, 3.299771, 0.01777451, 406.1305, 2263.738, 841.0833, 631.3108, 1515.915
32.9, 51.9475, 3718.158, 144.3762, 24.82285, 3.152938, 0.01675246, 385.3137, 2212.019, 799.048, 704.7751, 1436.756
33, 49.09418, 3646.989, 135.9866, 23.34075, 3.01264, 0.01578919, 365.5638, 2189.408, 846.1808, 658.7802, 1361.731
33.1, 46.39758, 3493.118, 128.0846, 21.94715, 2.878584, 0.0148813, 346.8263, 2074.055, 1065.932, 615.7869, 1431.496
33.2, 43.8491, 3403.469, 120.6418, 20.63675, 2.750494, 0.01402562, 329.0492, 1964.78, 1012.66, 575.5995, 1438.727
33.3, 104.6013, 3233.908, 113.6314, 19.40459, 2.628103, 0.01321914, 312.1833, 1876.071, 962.0493, 538.0348, 1363.599
33.4, 98.8559, 3301.445, 107.0284, 18.246, 2.511158, 0.01245903, 296.1819, 1881.728, 913.9683, 633.7496, 1292.395
33.5, 93.42604, 3136.967, 100.8091, 17.15659, 2.399418, 0.01174263, 281.0006, 1790.678, 868.2904, 623.4688, 1317.896
33.6, 88.29443, 3129.921, 94.95118, 16.13222, 2.292649, 0.01106742, 266.5975, 1710.832, 893.1581, 736.345, 1382.862
33.7, 113.1366, 2973.989, 89.43367, 15.16902, 2.190631, 0.01043104, 252.9327, 1655.136, 869.3422, 688.2897, 1436.466
33.8, 153.1591, 2975.153, 84.23678, 14.26332, 2.093153, 0.009831251, 239.9682, 1711.321, 928.7585, 696.6317, 1518.728
33.9, 144.7466, 2849.218, 79.34187, 13.4117, 2.000012, 0.009265948, 261.5082, 1683.735, 882.3414, 651.1682, 1439.423
34, 136.7961, 2919.744, 74.7314, 12.61093, 1.911016, 0.008733151, 248.1042, 1606.766, 838.2441, 749.7812, 1364.259
34.1, 129.2823, 2775.027, 70.38884, 11.85797, 1.825981, 0.008230991, 235.3873, 1610.186, 796.3506, 700.8491, 1293.019
34.2, 135.2842, 2636.776, 66.29862, 11.14997, 1.744729, 0.007757704, 300.8699, 1525.35, 756.551, 1351.685, 1365.099
34.3, 127.8535, 2505.412, 62.44608, 10.48424, 1.667092, 0.007311632, 367.2732, 1512.432, 826.0332, 2226.175, 1748.27
34.4, 120.8308, 2587.671, 58.81741, 9.858257, 1.59291, 0.006891209, 348.4481, 1577.601, 784.7501, 2461.01, 1746.016
34.5, 114.194, 2604.916, 55.39959, 9.269651, 1.522029, 0.006494961, 330.5878, 1562.141, 745.5302, 2300.4, 1776.443
34.6, 107.9216, 2475.14, 52.18038, 8.716189, 1.454302, 0.006121497, 362.0025, 1629.763, 739.8509, 2429.105, 1683.68
34.7, 101.9938, 2351.829, 49.14823, 8.195772, 1.389589, 0.005769507, 467.4826, 1713.884, 794.0441, 2411.745, 1595.761
34.8, 96.39162, 2415.996, 46.29228, 7.706428, 1.327756, 0.005437758, 443.5211, 1623.585, 754.3597, 2456.711, 1630.678
34.9, 91.09712, 2380.331, 43.60229, 7.246301, 1.268674, 0.005125084, 420.7878, 1611.885, 716.6586, 2336.214, 1545.527
35, 86.09343, 2433.291, 41.0686, 6.813646, 1.21222, 0.004830389, 443.1693, 1526.96, 680.8417, 2183.748, 1464.822
35.1, 81.36458, 2312.065, 38.68215, 6.406825, 1.158279, 0.004552639, 446.5056, 1446.509, 742.1401, 2309.158, 1388.331
35.2, 76.89547, 2362.277, 36.88894, 6.024293, 1.106739, 0.00429086, 447.21, 1370.297, 705.0497, 2200.324, 1315.835
35.3, 72.67183, 2286.887, 82.08651, 5.664601, 1.057491, 0.004044133, 424.2876, 1427.84, 808.0698, 2056.726, 1399.209
35.4, 68.68018, 2247.901, 100.5811, 5.326385, 1.010435, 0.003811593, 402.5401, 1453.603, 767.6844, 2189.937, 1326.145
35.5, 64.90779, 2153.441, 100.4774, 5.008363, 0.9654732, 0.003592424, 385.8351, 1390.563, 729.3174, 2274.992, 1256.896
35.6, 61.3426, 2189.547, 94.63878, 4.709329, 0.9225118, 0.003385858, 366.0585, 1368.709, 716.1722, 2240.785, 1332.379
35.7, 57.97324, 2080.464, 106.6966, 4.428149, 0.8814622, 0.003191169, 347.2957, 1462.42, 869.0459, 2094.548, 1296.104
35.8, 54.78894, 2142.856, 100.4966, 4.163758, 0.8422391, 0.003007675, 329.4945, 1385.37, 825.6131, 2111.059, 1277.164
35.9, 54.94484, 2046.779, 94.65681, 3.915153, 0.8047614, 0.002834732, 312.6058, 1355.63, 784.351, 1973.287, 1393.032
36, 51.92688, 2132.974, 89.15641, 3.681391, 0.7689513, 0.002671734, 296.5827, 1284.206, 745.151, 1844.507, 1498.012
36.1, 49.07469, 2026.71, 83.97562, 3.461587, 0.7347347, 0.002518108, 368.2881, 1409.06, 707.9102, 1932.255, 1535.372
36.2, 46.37917, 1963.119, 79.09589, 3.254906, 0.7020407, 0.002373315, 427.2265, 1548.471, 672.5305, 2046.154, 1684.678
36.3, 43.8317, 1969.296, 90.21342, 3.060565, 0.6708015, 0.002236848, 405.3283, 2157.202, 638.9191, 1995.638, 1859.391
36.4, 41.42416, 1871.186, 84.97121, 2.877829, 0.6409523, 0.002108228, 486.9176, 2355.466, 606.9874, 1912.974, 2028.912
36.5, 39.14885, 1834.391, 80.03363, 2.706002, 0.6124314, 0.001987004, 507.7666, 2570.593, 576.6517, 1903.345, 1983.284
36.6, 36.99852, 1743.002, 75.38297, 2.544435, 0.5851796, 0.00187275, 481.7403, 2723.673, 547.832, 1866.287, 2030.268
36.7, 34.9663, 1874.586, 71.00254, 2.392515, 0.5591404, 0.001765066, 457.0479, 2580.172, 520.4527, 1744.49, 1924.251
36.8, 33.04571, 2101.049, 66.87666, 2.249665, 0.53426, 0.001663574, 433.6213, 2738.212, 494.4417, 1788.399, 1823.77
36.9, 31.23061, 2584.39, 62.99052, 2.115345, 0.5104867, 0.001567917, 453.5914, 2593.945, 469.7307, 1671.684, 1728.536
37, 29.51521, 2624.768, 59.33021, 1.989044, 0.4877712, 0.001477761, 430.3419, 2708.528, 446.2547, 2191.678, 1767.927
37.1, 27.89403, 2494.003, 55.8826, 1.870284, 0.4660664, 0.001392789, 1136.327, 2565.825, 423.952, 3337.756, 2043.765
37.2, 26.36189, 2538.935, 88.88072, 1.758615, 0.4453276, 0.001312703, 1280.85, 2513.393, 560.1228, 4006.942, 2052.76
37.3, 24.91391, 2433.717, 83.71596, 1.653614, 0.4255115, 0.001237222, 1215.198, 2520.122, 532.1292, 3916.438, 2207.013
37.4, 135.4473, 2431.936, 177.1951, 1.554882, 0.4065772, 0.001166081, 1152.911, 2480.734, 505.5347, 3857.379, 2255.196
37.5, 250.9709, 2408.217, 371.5358, 1.462044, 0.3884854, 0.001099031, 1380.91, 2448.781, 480.2693, 4268.434, 2296.683
37.6, 237.1859, 2447.183, 758.2637, 1.37475, 0.3711987, 0.001035836, 1371.36, 2319.763, 456.2665, 4969.091, 2615.219
37.7, 290.7517, 2420.498, 765.7503, 1.292668, 0.3546812, 0.0009762747, 1693.855, 2293.829, 433.4634, 5391.856, 2861.051
37.8, 338.4926, 2320.738, 721.2534, 1.215487, 0.3388987, 0.0009201384, 1669.318, 2261.061, 411.8, 5480.129, 2711.652
37.9, 319.9003, 2205.119, 679.3421, 1.142914, 0.3238185, 0.0008672299, 1583.754, 2253.441, 391.2192, 5236.248, 2906.94
38, 302.4967, 2743.811, 742.9191, 1.074674, 0.3094093, 0.0008173637, 1502.577, 2274.784, 452.5981, 5082.031, 3032.866
38.1, 285.8815, 2803.246, 701.1494, 1.010508, 0.2956413, 0.0007703649, 1500.575, 2244.487, 666.3989, 5079.438, 2874.495
38.2, 270.1789, 2663.589, 660.4063, 0.9501741, 0.282486, 0.0007260685, 1423.661, 2182.233, 633.0939, 4973.153, 2724.394
38.3, 255.3388, 2775.168, 622.0308, 0.8934421, 0.269916, 0.0006843191, 1482.179, 2184.481, 601.4534, 4765.831, 2749.23
38.4, 241.3138, 2764.567, 612.6817, 0.8400974, 0.2579053, 0.0006449704, 1406.208, 2069.388, 649.938, 4634.919, 2823.044
38.5, 228.0591, 2626.837, 594.8873, 0.7899378, 0.2464291, 0.0006078843, 1349.577, 1960.359, 617.4557, 4516.071, 2675.63
38.6, 215.5325, 2673.215, 560.319, 0.7427731, 0.2354636, 0.0005729306, 1775.602, 1980.912, 586.5967, 4328.908, 2535.913
38.7, 203.694, 2540.036, 612.2065, 0.6984243, 0.224986, 0.0005399868, 1684.591, 1876.544, 557.28, 4046.395, 2403.492
38.8, 192.5057, 2460.504, 576.6318, 0.6567236, 0.2149746, 0.0005089372, 1743.822, 1859.055, 911.5337, 4170.369, 2277.986
38.9, 181.9319, 2558.922, 543.1244, 0.6175126, 0.2054088, 0.0004796731, 1664.945, 1875.104, 1115.627, 4026.239, 2405.168
