 , C01, C02, C04, C05, C10, C12, C13, C43, C52, C55, C62
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
340.2, 26.71229, 366.0213, 1071.911, 434.4046, 155.845, 2149.084, 389.925, 1461.24, 541.823, 188.996, 300.7512
340.3, 79.54218, 347.7862, 1009.624, 408.4676, 148.9102, 2082.471, 369.9388, 1528.017, 616.6859, 176.6618, 285.0464
340.4, 75.17316, 330.4596, 950.9554, 415.3234, 142.2841, 2044.114, 350.9771, 1447.511, 585.8654, 165.1325, 270.1618
340.5, 71.04413, 313.9961, 1017.673, 435.9357, 231.704, 1938.828, 332.9872, 1371.247, 556.5853, 154.3557, 256.0544
340.6, 67.14189, 298.3529, 971.4095, 409.9073, 256.9311, 1827.344, 315.9195, 1299, 528.7685, 144.2821, 242.6837
340.7, 63.45399, 283.489, 914.9619, 385.433, 470.2628, 1796.358, 393.882, 1390.662, 502.3419, 134.866, 230.0112
340.8, 59.96865, 269.3656, 861.7944, 362.42, 449.3372, 1693.203, 373.693, 1317.393, 477.2361, 126.0644, 218.0004
340.9, 56.67476, 255.9459, 811.7165, 405.6506, 442.9254, 1609.459, 354.5388, 1355.143, 453.385, 117.8372, 206.6168
341, 53.56178, 243.1947, 889.3353, 381.4304, 423.2162, 1516.915, 336.3664, 1283.745, 430.7259, 110.1469, 195.8276
341.1, 50.6198, 231.0788, 837.6569, 358.6564, 404.384, 1450.164, 319.1254, 1216.109, 409.1992, 102.9585, 185.6018
341.2, 47.83941, 219.5665, 788.9816, 337.2421, 386.3899, 1366.778, 302.7682, 1260.975, 388.7484, 96.23923, 175.91
341.3, 45.21173, 208.6277, 743.1347, 409.2898, 369.1964, 1288.188, 287.2494, 1194.538, 369.3197, 89.95847, 166.7242
341.4, 44.9366, 198.2339, 775.124, 384.8524, 596.0719, 1364.912, 272.526, 1131.602, 478.8721, 84.08762, 158.0182
341.5, 75.41198, 188.3579, 730.0824, 361.874, 582.0451, 1406.355, 258.5573, 1113.199, 454.9392, 78.5999, 149.7667
341.6, 117.8329, 178.974, 707.345, 340.2676, 698.766, 1325.489, 245.3045, 1149.954, 432.2025, 73.47032, 141.9462
341.7, 125.2819, 234.5743, 704.6848, 327.2822, 667.6725, 1249.273, 232.7311, 1089.367, 456.9471, 68.67551, 134.534
341.8, 118.4005, 445.2699, 758.1633, 307.7411, 728.0154, 1245.412, 220.8021, 1090.664, 521.0845, 64.19361, 127.5088
341.9, 111.8971, 518.5491, 714.1073, 289.3669, 695.6204, 1173.8, 209.4846, 1087.082, 495.0419, 60.00422, 120.8505
342, 105.7509, 592.2104, 672.6113, 272.0897, 664.6669, 1106.306, 503.7269, 1029.807, 470.3009, 56.08823, 114.5399
342.1, 99.94237, 562.7066, 633.5266, 255.844, 647.6489, 1042.693, 1370.845, 1302.735, 446.7964, 52.4278, 108.5589
342.2, 94.45284, 534.6727, 596.713, 240.5684, 634.6052, 1123.653, 1364.553, 1840.721, 424.4666, 49.00626, 102.8901
342.3, 89.26482, 508.0354, 659.3261, 226.2048, 606.3667, 1059.042, 1294.611, 1846.341, 403.2528, 45.80802, 97.51734
342.4, 84.36178, 482.7251, 621.0134, 212.6988, 579.3848, 998.1469, 1228.254, 1857.581, 383.0992, 42.8185, 92.42515
342.5, 79.72804, 458.6758, 619.0021, 199.9992, 553.6035, 940.7529, 1165.298, 1784.957, 415.1747, 40.02409, 87.59886
342.6, 75.34882, 435.8247, 649.7033, 188.0578, 528.9694, 887.1296, 1297.252, 1831.595, 394.4253, 37.41204, 83.0246
342.7, 71.21014, 414.112, 679.2712, 176.8295, 505.4314, 836.1192, 1230.759, 1747.696, 404.4349, 34.97046, 78.68919
342.8, 67.29877, 393.481, 639.7995, 166.2715, 482.9409, 833.856, 1320.1, 1841.507, 384.2222, 1546.166, 727.3329
342.9, 63.60226, 373.8778, 643.4445, 156.344, 461.4511, 785.9088, 1352.865, 1744.484, 365.0197, 1558.665, 775.2836
343, 60.10878, 355.2513, 679.7996, 147.0092, 440.9176, 740.7186, 1283.522, 1652.573, 385.2489, 1614.95, 849.4786
343.1, 56.80718, 337.5528, 710.4347, 138.2317, 421.2977, 698.1269, 1325.077, 1565.504, 385.4696, 1676.206, 805.1203
343.2, 53.68694, 320.7359, 669.1521, 170.112, 446.6992, 657.9842, 1450.441, 1567.958, 412.834, 1566.813, 763.0782
343.3, 50.73808, 304.7569, 630.2684, 159.9551, 489.175, 620.1497, 1376.096, 1599.126, 392.2016, 1464.56, 723.2316
343.4, 47.95119, 289.574, 593.6442, 150.4047, 467.4078, 584.4908, 1477.969, 1514.874, 372.6003, 1368.98, 685.4656
343.5, 45.31737, 275.1475, 563.7012, 186.7676, 446.6092, 550.8823, 1409.318, 1435.06, 353.9786, 1279.638, 649.6718
343.6, 42.82822, 261.4397, 530.9451, 175.6163, 426.7361, 519.2062, 1337.081, 1359.452, 418.8414, 1452.804, 615.747
343.7, 40.4758, 248.4148, 500.0925, 165.1308, 407.7473, 527.6047, 1268.547, 1287.827, 472.7326, 1357.992, 785.6545
343.8, 38.25259, 236.0388, 471.0326, 155.2713, 389.6035, 516.5792, 1203.526, 1304.986, 449.1066, 1314.149, 744.629
343.9, 36.15149, 230.1438, 443.6614, 146.0006, 372.267, 486.8756, 1290.684, 1271.929, 426.6613, 1355.013, 705.7457
344, 34.16579, 218.6781, 417.8807, 137.2833, 355.702, 458.88, 1234.391, 1275.171, 405.3378, 1422.161, 668.8928
344.1, 32.28917, 207.7836, 476.1487, 129.0866, 339.874, 450.9931, 1171.12, 1227.363, 430.8729, 1443.291, 633.9644
344.2, 30.51562, 216.8707, 448.4803, 121.3792, 324.7504, 425.0608, 1111.093, 1189.482, 442.2787, 1349.099, 716.6642
344.3, 28.83949, 213.6151, 425.5999, 114.132, 310.2997, 400.6196, 1054.142, 1126.812, 482.7543, 1261.054, 679.2413
344.4, 27.25542, 222.6268, 522.8234, 107.3176, 318.1949, 377.5837, 1000.11, 1185.029, 458.6274, 1178.755, 721.2022
344.5, 25.75837, 211.5356, 532.2863, 100.91, 304.036, 355.8725, 1184.253, 1122.594, 435.7063, 1388.09, 683.5422
344.6, 24.34354, 200.9969, 516.8934, 94.88493, 290.5071, 335.4096, 1160.599, 1118.617, 502.2568, 1297.501, 647.8488
344.7, 23.00642, 566.5747, 505.588, 89.21964, 277.5802, 316.1234, 1123.017, 1129.499, 477.1552, 1212.824, 753.0953
344.8, 21.74274, 603.477, 476.2088, 83.89261, 265.2285, 297.9461, 1198.017, 1069.989, 607.1921, 1445.037, 766.0016
344.9, 20.54848, 573.4119, 448.5368, 78.88364, 253.4264, 280.8141, 1422.199, 1095.805, 576.8461, 1611.888, 963.6816
345, 19.41982, 544.8446, 468.0842, 74.17374, 242.1495, 264.6671, 1349.302, 1084.684, 548.0167, 1506.693, 913.3598
345.1, 18.35314, 554.0175, 480.3746, 69.74505, 231.3744, 249.4486, 1280.141, 1035.056, 685.3076, 1694.273, 865.6657
345.2, 17.34506, 526.4164, 452.4605, 65.58079, 221.0788, 235.1051, 1282.116, 1115.857, 651.0576, 1583.702, 820.4621
345.3, 16.39235, 500.1905, 426.1685, 61.66516, 211.2413, 221.5865, 1216.399, 1089.468, 618.5193, 1480.347, 777.619
345.4, 15.49197, 533.2898, 401.4043, 57.98332, 201.8415, 208.8451, 1154.051, 1086.907, 666.5106, 1383.736, 737.013
345.5, 14.64104, 622.5562, 378.0792, 54.52132, 192.86, 196.8364, 1122.632, 1029.641, 710.5851, 1293.431, 698.5274
345.6, 13.83685, 591.5405, 359.6589, 51.26602, 184.2782, 185.5182, 1065.089, 1011.544, 675.0717, 1209.019, 662.0515
345.7, 13.07683, 562.0701, 338.7596, 48.20508, 176.0782, 174.8508, 1115.326, 1113.901, 641.3333, 1130.116, 627.4802
345.8, 12.35856, 534.0678, 319.0746, 45.3269, 168.2431, 164.7968, 1058.159, 1055.213, 609.2809, 1056.363, 594.7142
345.9, 11.67974, 507.4606, 323.0947, 42.62057, 160.7567, 155.3209, 1003.921, 999.6177, 578.8306, 987.4225, 563.6592
346, 11.03821, 482.179, 304.32, 40.07583, 153.6034, 146.3898, 952.4636, 946.9511, 549.902, 922.9814, 534.2259
346.1, 10.43192, 458.157, 389.1157, 37.68303, 146.7684, 137.9724, 903.6437, 897.0594, 522.4192, 862.7459, 506.3295
346.2, 9.858922, 435.3317, 401.6455, 35.43309, 140.2375, 130.0389, 857.3261, 995.8806, 496.3099, 806.4415, 479.8899
346.3, 9.317401, 413.6435, 383.6589, 33.31749, 133.9973, 122.5616, 813.3826, 943.4109, 471.5056, 753.8116, 454.8308
346.4, 8.805624, 393.0359, 361.3649, 31.32821, 128.0347, 115.5142, 771.6915, 893.7057, 447.9408, 704.6164, 431.0803
346.5, 8.321958, 373.4549, 340.3664, 29.4577, 122.3375, 108.8721, 732.1373, 846.6193, 425.5538, 658.6318, 408.57
346.6, 7.864858, 354.8494, 320.588, 27.69887, 116.8937, 102.6119, 694.6105, 802.0137, 404.2857, 615.6482, 692.7051
346.7, 7.432865, 337.1709, 301.959, 26.04505, 111.6922, 96.71164, 659.0072, 759.7582, 384.0804, 575.4698, 656.5332
346.8, 7.0246, 320.3731, 284.4125, 24.48998, 106.7222, 91.15067, 625.2288, 719.7291, 492.1039, 836.7408, 622.2501
346.9, 6.63876, 304.4122, 267.8856, 23.02776, 101.9733, 85.90945, 985.4362, 681.8089, 467.5098, 1659.428, 1038.324
347, 6.274113, 340.0352, 252.319, 21.65284, 97.4357, 80.96961, 934.9262, 1453.149, 444.1447, 2038.487, 984.1041
347.1, 5.929494, 323.0947, 237.6571, 20.36002, 93.10003, 76.31381, 887.2061, 1947.248, 421.9474, 1905.451, 1052.356
347.2, 5.603805, 306.9982, 223.8471, 19.14439, 88.95729, 71.92573, 841.7311, 1981.776, 400.8595, 1781.098, 1069.25
347.3, 5.296005, 291.7036, 210.8396, 18.00133, 84.99889, 67.78996, 802.019, 1947.298, 380.8255, 1892.941, 1013.416
347.4, 5.005111, 277.171, 198.5879, 16.92653, 81.21664, 63.892, 760.9103, 1844.701, 361.7928, 1769.404, 1024.669
347.5, 4.730196, 263.3623, 187.0482, 15.9159, 77.60268, 60.21818, 721.9088, 1805.62, 481.1166, 1791.562, 971.1628
347.6, 4.47038, 258.7797, 176.179, 14.96561, 74.14954, 56.7556, 684.9062, 1888.777, 457.0715, 1674.641, 920.4503
347.7, 4.224836, 321.1127, 165.9414, 14.07206, 70.85006, 53.49212, 649.8004, 1789.263, 434.2282, 1565.351, 872.3859
347.8, 3.992778, 406.4792, 156.2987, 13.23186, 67.6974, 50.4163, 735.4492, 1816.499, 412.5265, 1463.193, 917.2141
347.9, 3.773467, 523.7836, 147.2164, 12.44182, 64.68501, 88.68212, 697.7527, 1720.794, 391.9094, 1367.702, 980.916
348, 3.566202, 844.421, 138.6618, 11.69896, 116.3151, 83.58285, 661.9883, 1866.792, 549.9268, 1278.443, 929.6942
348.1, 34.46328, 1142.342, 130.6043, 439.6917, 111.1394, 208.2232, 759.9713, 2250.042, 522.4428, 1379.685, 917.6337
348.2, 35.44227, 1085.431, 123.015, 1605.234, 106.1939, 196.2503, 760.3058, 2150.408, 496.3324, 1289.644, 1191.712
348.3, 33.49553, 1031.355, 115.8668, 1737.814, 101.4685, 184.9658, 1019.409, 2196.605, 471.5269, 1401.51, 1751.166
348.4, 31.65572, 979.973, 109.1339, 1713.121, 96.95341, 232.6685, 1026.673, 2080.873, 840.4933, 1310.044, 2091.155
348.5, 29.91697, 1022.828, 102.7922, 1692.18, 92.6392, 219.2899, 1242.215, 1971.239, 798.4875, 1467.275, 2037.082
348.6, 28.27372, 971.8707, 96.81907, 1591.145, 88.51697, 206.6806, 1274.555, 1867.381, 758.581, 1438.7, 2086.088
348.7, 26.72073, 1048.116, 91.19302, 1511.925, 84.57816, 194.7964, 1223.14, 2235.789, 720.6689, 1547.229, 2312.588
348.8, 25.25304, 995.899, 85.89389, 1450.105, 80.81463, 277.2519, 1160.446, 2240.187, 684.6516, 1591.812, 2292.388
348.9, 23.86597, 962.661, 80.90269, 1578.113, 77.21856, 261.3098, 1218.029, 2303.269, 650.4344, 1724.826, 2205.816
349, 22.55508, 914.7014, 76.20152, 1483.889, 73.78251, 506.318, 1155.597, 2181.917, 617.9272, 2329.958, 2481.274
349.1, 21.3162, 897.3557, 71.77353, 1395.291, 70.49935, 1469.5, 1096.365, 2066.959, 587.0447, 2245.744, 2455.405
349.2, 20.14536, 852.6495, 67.60284, 1473.169, 67.36229, 1606.226, 1040.169, 1958.058, 557.7056, 2130.288, 2327.188
349.3, 19.03884, 810.1707, 63.67451, 1385.211, 287.7201, 1630.385, 986.8538, 1854.894, 529.8328, 2060.272, 2305.297
349.4, 17.99309, 863.818, 59.97446, 1851.325, 274.9172, 1692.069, 936.2711, 1757.166, 503.3531, 1925.815, 2348.285
349.5, 115.9431, 820.7827, 56.48941, 2861.047, 613.0342, 1692.925, 940.1771, 1765.577, 478.1967, 1889.125, 2225.662
349.6, 1092.619, 779.8915, 95.70107, 2831.032, 723.2513, 1656.238, 935.6463, 1748.958, 454.2976, 2235.024, 2109.441
349.7, 1223.818, 763.8298, 90.13998, 2870.325, 766.1232, 1747.593, 887.6884, 1656.811, 431.5929, 2089.162, 2392.068
349.8, 1305.512, 738.336, 84.90205, 2816.778, 732.0325, 1647.106, 842.1886, 1569.519, 410.0229, 1952.819, 2722.356
349.9, 1285.37, 810.7562, 79.96848, 2648.597, 699.4587, 1668.305, 799.021, 1486.826, 389.5309, 1825.375, 2832.691
350, 1214.769, 770.3644, 103.576, 2672.992, 668.3344, 1572.376, 777.9717, 1479.61, 370.0631, 1706.247, 2684.773
350.1, 1689.292, 731.985, 97.55734, 2607.658, 1528.871, 1481.964, 738.0956, 1469.438, 351.5682, 1594.894, 2726.164
350.2, 1891.96, 695.5177, 91.88839, 2451.963, 2001.753, 1396.75, 700.2634, 1392.019, 333.9977, 1490.808, 2583.808
350.3, 1823.868, 660.8671, 86.54885, 2375.101, 2155.863, 1329.927, 685.3343, 1404.971, 317.3053, 1393.515, 2549.319
350.4, 1746.417, 627.9428, 81.51959, 2233.291, 2189.457, 1253.455, 650.2065, 1368.868, 301.4471, 1302.572, 2416.198
350.5, 1890.812, 596.6588, 76.78258, 2315.829, 2567.876, 1255.635, 616.8792, 1353.159, 286.3815, 1217.564, 2428.653
350.6, 1800.258, 566.9333, 85.04668, 2325.474, 2807.072, 1244.84, 585.2601, 1281.866, 272.0688, 1138.103, 2344.664
350.7, 1877.09, 538.6888, 88.48026, 2326.559, 3092.316, 1183.048, 559.5056, 1214.328, 258.4715, 1063.828, 2248.369
350.8, 1946.776, 511.8515, 83.33876, 2187.647, 3745.227, 1218.088, 530.8273, 1150.349, 245.5537, 994.4008, 2340.026
350.9, 1931.943, 536.2831, 78.49603, 2141.98, 3777.447, 1148.047, 561.9014, 1089.741, 233.2815, 929.5043, 2217.833
351, 1912.821, 509.5656, 73.93472, 2180.134, 3909.215, 1354.562, 533.1003, 1172.644, 221.6227, 868.8431, 2188.164
351.1, 1969.395, 484.1791, 69.63845, 2128.759, 3888.878, 1665.52, 505.7755, 1250.938, 210.5465, 812.1408, 2110.55
351.2, 2425.81, 460.0574, 65.59184, 2076.973, 4162.397, 1860.837, 479.8512, 1185.03, 200.0239, 759.139, 2032.129
351.3, 2434.318, 437.1374, 61.78036, 1952.963, 4993.5, 1868.09, 488.4583, 1157.312, 190.0272, 709.5961, 2029.017
351.4, 2569.088, 415.3593, 58.19037, 2159.802, 5731.179, 1963.497, 470.9387, 1164.681, 180.5301, 663.2866, 1923.065
351.5, 2513.157, 500.0908, 54.80899, 2037.849, 6056.344, 1943.699, 446.8, 1130.422, 171.5076, 619.9992, 1822.646
351.6, 2461.22, 475.1763, 51.6241, 1944.826, 5851.216, 1928.03, 423.8986, 1070.864, 162.9361, 1095.539, 1924.729
351.7, 2447.88, 451.5031, 48.62428, 1828.706, 5592.437, 1817.168, 402.1711, 1014.444, 154.7929, 1721.065, 2117.71
351.8, 2313.426, 469.9753, 45.79878, 1869.612, 5776.492, 1886.303, 452.5642, 960.9962, 147.0567, 1608.745, 2042.866
351.9, 2302.201, 516.5931, 96.05077, 1757.983, 5519.451, 1877.775, 429.3674, 910.3644, 139.7072, 1554.894, 2043.585
352, 2198.225, 561.8738, 90.46937, 1690.18, 5564.19, 1780.445, 407.3595, 915.2676, 132.725, 1775.207, 2635.548
352.1, 2180.657, 533.8813, 85.21229, 1692.7, 5452.557, 1854.51, 386.4797, 867.0452, 126.0917, 1811.498, 2620.487
352.2, 2077.004, 526.0175, 150.0182, 1591.635, 5378.802, 1781.116, 366.6701, 920.5572, 119.7899, 1693.276, 2726.844
352.3, 1962.92, 499.8114, 141.3008, 1613.238, 5186.363, 1873.814, 347.8759, 872.0561, 113.8031, 1636.691, 2584.453
352.4, 1855.103, 490.4338, 133.09, 1613.005, 5030.86, 1817.938, 330.045, 826.1104, 108.1155, 1579.675, 2449.497
352.5, 1913.305, 510.4603, 125.3562, 1516.697, 4806.999, 1808.564, 313.1281, 782.5853, 102.7122, 1986.631, 2321.588
352.6, 1808.213, 487.635, 118.0719, 1505.675, 4925.601, 1836.599, 297.0782, 741.3535, 97.57886, 2380.015, 2307.762
352.7, 1734.2, 463.3411, 111.2109, 1415.776, 4896.085, 1954.888, 281.851, 702.2941, 92.7021, 2224.69, 2254.842
352.8, 1887.005, 440.2575, 104.7485, 1361.685, 4839.576, 2048.824, 267.4044, 665.2925, 88.06908, 2079.503, 2390.635
352.9, 1783.357, 418.324, 98.66172, 1525.086, 5163.774, 2135.873, 253.6982, 630.2405, 83.66759, 1943.791, 2298.78
353, 1856.901, 457.5673, 92.9286, 1570.655, 5064.331, 2306.905, 240.6945, 597.0352, 79.48609, 1816.935, 2257.967
353.1, 2359.651, 434.7714, 133.3431, 1535.258, 4838.98, 2942.839, 228.3573, 565.5794, 75.51357, 1698.359, 2140.059
353.2, 2833.969, 413.1111, 125.5947, 1443.593, 4644.12, 3474.763, 216.6525, 535.7809, 71.73958, 1587.52, 2221.437
353.3, 2871.15, 392.53, 118.2965, 1859.884, 5235.104, 3491.213, 205.5477, 593.4544, 68.15421, 1483.916, 2357.83
353.4, 3065.182, 394.3999, 111.4225, 1823.179, 5089.687, 3682.063, 195.012, 562.1873, 64.74802, 1387.073, 2234.708
353.5, 2931.302, 374.7509, 104.9478, 1953.03, 5037.674, 3591.208, 185.0164, 532.5674, 61.51207, 1296.55, 2118.015
353.6, 2954.949, 356.0809, 98.84941, 1836.421, 4813.509, 3538.156, 175.5331, 504.5082, 58.43785, 1211.934, 2094.045
353.7, 2913.834, 338.341, 93.10538, 1827.784, 4913.826, 3362.771, 166.5359, 477.9274, 55.51727, 1132.841, 2229.8
353.8, 2838.365, 321.485, 87.69512, 1836.179, 5007.332, 3363.752, 157.9999, 452.7469, 52.74265, 1058.91, 2113.364
353.9, 2729.566, 305.4686, 82.59925, 1763.579, 5104.236, 3242.819, 149.9014, 428.8932, 50.10669, 989.8033, 2003.007
354, 2692.224, 290.2502, 77.7995, 1944.857, 5445.029, 3232.455, 142.2179, 406.2963, 47.60248, 925.2069, 1997.381
354.1, 2714.606, 275.79, 73.27866, 1828.735, 5272.66, 3141.806, 134.9283, 384.8899, 45.22342, 864.8262, 1983.854
354.2, 2641.422, 262.0502, 185.6172, 1719.547, 5038.039, 3071.786, 128.0124, 797.3456, 42.96326, 808.386, 1880.26
354.3, 2496.336, 248.9949, 174.8312, 1616.878, 4813.857, 3110.436, 121.4509, 975.167, 40.81606, 755.6292, 1782.076
354.4, 2359.22, 236.59, 164.6719, 1520.339, 4599.652, 2931.584, 115.2258, 986.9689, 38.77617, 706.3154, 1689.019
354.5, 2389.923, 224.8032, 155.103, 1429.565, 4518.982, 2784.257, 109.3197, 1043.149, 36.83823, 969.4016, 1600.821
354.6, 2258.652, 213.6035, 146.0901, 1458.22, 4395.298, 2624.16, 103.7164, 1201.398, 34.99715, 906.1365, 1517.229
354.7, 2134.591, 202.9618, 137.601, 1478.985, 4199.718, 2626.223, 98.40024, 1278.047, 33.24807, 847.0004, 1595.045
354.8, 2086.992, 192.8503, 129.6051, 1450.632, 4369.275, 2523.677, 93.35659, 1331.611, 31.58641, 791.7235, 1719.951
354.9, 1972.36, 183.2425, 122.0739, 1413.037, 4268.869, 2378.564, 88.57146, 1378.113, 30.0078, 1195.624, 2267.297
355, 1864.024, 174.1134, 114.9803, 1328.669, 4335.544, 2325.45, 84.03159, 1305.505, 28.50808, 1117.595, 2379.12
355.1, 1761.639, 165.4391, 108.299, 1365.855, 4142.622, 2376.617, 79.72443, 1331.52, 27.08332, 1044.658, 2254.887
355.2, 1832.886, 157.197, 102.0058, 1284.304, 4165.625, 2266.26, 75.63803, 1261.366, 25.72976, 976.4821, 2172.447
355.3, 1846.494, 172.7451, 96.07838, 1230.103, 4051.808, 2135.949, 71.76109, 1271.38, 24.44385, 912.755, 2165.586
355.4, 1745.072, 164.139, 90.49537, 1156.657, 4150.393, 2013.13, 68.08287, 1204.395, 23.2222, 853.1869, 2089.468
355.5, 1699.003, 187.7527, 85.23678, 1195.592, 3969.82, 2032.042, 64.59319, 1140.94, 22.06161, 797.5063, 2141.037
355.6, 1675.785, 178.3989, 80.28376, 1124.206, 3879.426, 1915.198, 61.28237, 1219.526, 20.95902, 745.4595, 2168.602
355.7, 1692.759, 169.5111, 75.61856, 1057.083, 3893.459, 1855.021, 58.14125, 1240.843, 19.91154, 696.8094, 2055.362
355.8, 1599.781, 161.0661, 71.22445, 993.9683, 3720.209, 1748.356, 55.16114, 1191.789, 18.91641, 651.3344, 2004.08
355.9, 1578.441, 153.0418, 67.08567, 1063.011, 4080.99, 1740.939, 52.33377, 1128.998, 17.97102, 608.827, 1899.431
356, 1508.738, 145.4173, 63.18739, 1046.516, 3922.55, 1662.985, 49.65133, 1069.514, 17.07287, 569.0938, 1929.335
356.1, 1425.868, 138.1726, 59.51564, 1018.637, 3859.339, 1598.46, 47.10637, 1013.165, 16.21961, 531.9537, 1828.588
356.2, 1347.549, 131.2889, 56.05725, 957.8172, 3880.973, 1623.371, 44.69187, 1125.972, 15.40899, 497.2374, 1800.148
356.3, 1273.532, 124.7481, 52.79982, 900.6289, 3781.024, 1667.602, 42.40112, 1066.648, 14.63888, 464.7867, 1805.159
356.4, 1203.581, 118.5332, 124.5705, 882.455, 3885.693, 1611.515, 40.22779, 1010.45, 13.90727, 434.4539, 1758.893
356.5, 1242.366, 112.6279, 117.3319, 941.8549, 3774.805, 1594.503, 38.16585, 957.2126, 13.21222, 406.1006, 1667.046
356.6, 1174.127, 107.0168, 110.5139, 929.4084, 3606.835, 1560.123, 36.20961, 906.7803, 12.5519, 379.5977, 1614.012
356.7, 1123.818, 101.6852, 104.092, 943.4185, 3559.819, 1514.978, 34.35363, 859.005, 11.92459, 354.8244, 1574.95
356.8, 1137.297, 96.61928, 98.04333, 887.0899, 3746.147, 1636.372, 32.59278, 871.3582, 11.32863, 331.6679, 1492.708
356.9, 1119.816, 91.80573, 92.34615, 834.1245, 3669.541, 1560.586, 30.92219, 825.4492, 10.76245, 310.0226, 1683.571
357, 1058.307, 87.23198, 86.98001, 817.1758, 3508.408, 1470.852, 29.33723, 781.959, 10.22457, 289.79, 1595.657
357.1, 1017.682, 82.8861, 81.9257, 911.4222, 3362.928, 1414.367, 27.83351, 763.8292, 9.713568, 270.8777, 1512.335
357.2, 984.5997, 78.75673, 77.16508, 857.004, 3470.895, 1401.357, 26.40686, 723.5856, 9.228106, 253.1998, 1433.363
357.3, 1057.66, 74.83308, 72.68111, 889.4385, 3476.097, 1320.778, 25.05334, 685.4622, 8.766908, 236.6755, 1358.516
357.4, 999.5659, 71.10491, 68.45769, 836.3329, 3453.808, 1252.134, 23.76919, 696.9337, 8.328758, 221.2296, 1287.576
357.5, 944.6627, 67.56248, 64.47968, 800.7133, 3394.242, 1354.323, 22.55087, 660.2145, 7.912507, 206.7917, 1220.341
357.6, 892.7753, 64.19653, 60.73284, 752.9052, 3520.188, 1276.448, 21.39499, 642.1729, 7.517059, 193.2961, 1156.617
357.7, 893.9903, 60.99826, 57.20372, 707.9515, 3427.537, 1263.308, 20.29836, 732.508, 7.141374, 180.6812, 1096.22
357.8, 844.8861, 57.95934, 53.87967, 738.3183, 3290.928, 1190.667, 19.25793, 787.2907, 6.784465, 168.8896, 1038.978
357.9, 798.4791, 220.726, 50.74878, 694.2356, 3286.694, 1122.203, 18.27084, 745.811, 6.445394, 157.8676, 984.7239
358, 775.4041, 209.7295, 47.79982, 652.7849, 3343.448, 1148.361, 17.33434, 706.5167, 6.123269, 147.5648, 933.3032
358.1, 732.8134, 199.2808, 45.02223, 805.8975, 3232.317, 1082.33, 16.44584, 805.3777, 5.817242, 137.9345, 884.5677
358.2, 789.0312, 189.3526, 42.40604, 1747.689, 3340.646, 1134.202, 15.60289, 1388.506, 5.52651, 128.9326, 838.3771
358.3, 745.6921, 179.9191, 39.94187, 2112.347, 3241.511, 1138.924, 14.80314, 1466.871, 5.250309, 120.5182, 794.5984
358.4, 717.7831, 170.9556, 37.62089, 2270.743, 3132.09, 1083.709, 14.04438, 1412.363, 4.987911, 112.653, 753.1058
358.5, 679.0903, 162.4386, 35.43478, 2233.133, 3113.163, 1021.395, 13.32452, 1366.536, 4.738627, 105.301, 713.7799
358.6, 655.2999, 154.3459, 33.3757, 2193.796, 3213.402, 1071.195, 12.64155, 1342.847, 4.501802, 98.42888, 676.5075
358.7, 619.3063, 146.6564, 31.43628, 2152.195, 3070.413, 1009.601, 11.99359, 1272.097, 4.276813, 92.00523, 641.1814
358.8, 585.2897, 139.3501, 29.60955, 2047.693, 2933.787, 1029.524, 11.37884, 1300.438, 4.063068, 86.00079, 607.7
358.9, 586.5977, 132.4077, 27.88897, 2001.476, 2955.818, 1007.32, 10.7956, 1231.922, 3.860006, 80.38822, 575.9669
359, 554.3777, 125.8111, 26.26837, 2004.848, 2879.412, 949.3983, 10.24225, 1167.016, 3.667092, 75.14194, 545.8909
