 , C00, C01, C03, C05, C06, C10, C17, C23, C27, C51
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
351.6, 111.0286, 386.2755, 497.9311, 551.5215, 19.30133, 49.971, 214.287, 265.3063, 807.8747, 304.6405
351.7, 104.6932, 365.9878, 475.0917, 613.895, 18.16898, 47.36422, 201.2215, 251.1017, 767.8604, 287.3255
351.8, 98.71936, 346.7656, 453.2999, 578.1306, 17.10306, 44.89343, 188.9526, 237.6577, 804.7461, 270.9945
351.9, 93.08636, 328.553, 604.9705, 544.4498, 44.69054, 42.55153, 177.4317, 240.2767, 797.351, 255.5918
352, 87.77478, 311.297, 577.2214, 512.7311, 42.06869, 40.33179, 166.6133, 227.4123, 757.8579, 241.0646
352.1, 82.76628, 294.9473, 550.7451, 566.9802, 39.60065, 38.22784, 156.4546, 215.2366, 796.5901, 227.363
352.2, 78.04357, 279.4562, 525.4832, 533.949, 37.27741, 36.23365, 146.9152, 279.7177, 757.1348, 214.4402
352.3, 73.59035, 264.7788, 501.38, 544.2872, 35.09047, 34.34349, 137.9575, 264.7415, 719.6336, 202.2519
352.4, 69.39123, 250.8723, 478.3824, 512.5781, 33.03182, 32.55194, 129.5459, 250.5672, 727.3922, 190.7564
352.5, 65.43171, 237.6961, 456.4397, 629.4816, 31.09395, 30.85384, 121.6472, 237.1518, 691.3642, 179.9142
352.6, 61.69812, 225.212, 435.5034, 592.8091, 29.26977, 29.24432, 114.2301, 224.4547, 657.1207, 378.3797
352.7, 58.17758, 213.3836, 415.5275, 558.2732, 27.55261, 27.71877, 107.2653, 212.4373, 624.5733, 416.3382
352.8, 54.85793, 202.1764, 396.4679, 525.7492, 25.93618, 26.27279, 100.7251, 201.0634, 593.638, 392.6744
352.9, 51.72769, 191.5578, 378.2824, 495.12, 24.41459, 24.90225, 94.58368, 190.2984, 564.2349, 599.9291
353, 48.77607, 181.4969, 360.9312, 469.355, 22.98227, 23.6032, 88.81671, 225.7741, 536.2882, 565.8305
353.1, 45.99287, 171.9645, 344.3758, 442.0113, 21.63397, 22.37192, 83.40137, 213.6861, 509.7257, 533.67
353.2, 43.36848, 162.9327, 328.5797, 416.2605, 20.36478, 21.20487, 78.31621, 202.2453, 586.8658, 503.3374
353.3, 40.89384, 154.3752, 313.5083, 462.9778, 19.17004, 20.0987, 73.54111, 191.417, 639.079, 474.7289
353.4, 38.5604, 146.2672, 299.1281, 440.1357, 18.0454, 19.05023, 69.05715, 181.1685, 655.1335, 447.7463
353.5, 36.36012, 138.5851, 285.4075, 414.4942, 16.98673, 18.05646, 64.8466, 171.4687, 622.6846, 422.2975
353.6, 34.28538, 131.3064, 272.3163, 407.734, 15.99018, 17.11453, 60.89276, 162.2882, 591.8428, 398.295
353.7, 32.32903, 124.41, 259.8255, 415.1401, 15.05208, 16.22174, 57.18, 229.1424, 562.5286, 375.6568
353.8, 30.48431, 117.8758, 288.6841, 390.9548, 36.86733, 15.37552, 53.69361, 216.874, 548.4931, 354.3054
353.9, 28.74485, 111.6848, 275.4426, 368.1785, 34.70444, 14.57344, 50.4198, 205.2625, 521.326, 334.1674
354, 27.10465, 105.819, 262.8084, 346.7291, 32.66845, 13.8132, 47.3456, 235.0328, 575.6111, 315.1741
354.1, 25.55804, 100.2612, 250.7538, 326.5293, 30.75189, 13.09263, 44.45884, 291.8387, 584.0413, 297.2603
354.2, 24.09968, 94.99539, 239.252, 307.5063, 28.94778, 12.40964, 41.74809, 316.1018, 555.1135, 280.3647
354.3, 22.72453, 90.0061, 228.2779, 311.2462, 27.24951, 11.76228, 39.20263, 299.1776, 568.1378, 264.4294
354.4, 21.42785, 85.27886, 217.8071, 353.9073, 25.65087, 11.14869, 36.81236, 283.1596, 682.9775, 249.3999
354.5, 20.20516, 80.7999, 207.8166, 401.9421, 24.14601, 10.56711, 34.56783, 267.9992, 649.1494, 235.2245
354.6, 19.05224, 76.55618, 198.2843, 378.5257, 22.72944, 10.01587, 32.46016, 253.6504, 616.9968, 221.8549
354.7, 17.9651, 72.53535, 189.1893, 356.4735, 21.39598, 9.493379, 30.481, 240.0699, 623.3292, 209.2452
354.8, 16.94, 68.72569, 180.5115, 335.706, 20.14075, 8.998148, 28.62251, 227.2165, 610.5326, 450.0487
354.9, 15.97339, 65.11613, 172.2317, 316.1484, 18.95915, 8.528751, 26.87733, 215.0513, 580.2927, 544.8477
355, 15.06194, 61.69614, 164.3317, 297.7302, 17.84688, 8.083841, 25.23856, 203.5374, 551.5507, 1015.667
355.1, 14.20249, 58.45578, 156.794, 414.6357, 16.79986, 7.662141, 23.69971, 192.64, 524.2322, 1050.726
355.2, 13.39209, 55.3856, 149.6021, 390.4798, 15.81427, 7.262439, 22.25469, 182.326, 498.2668, 991.0056
355.3, 12.62792, 52.47667, 142.7401, 409.5603, 14.8865, 6.883587, 20.89778, 172.5642, 589.3802, 934.679
355.4, 11.90736, 49.72053, 136.1928, 385.7001, 14.01315, 6.524499, 19.6236, 163.3251, 560.188, 881.554
355.5, 11.22792, 47.10914, 129.9458, 363.2299, 13.19105, 6.184143, 18.42711, 154.5806, 532.4417, 831.4484
355.6, 10.58725, 44.6349, 123.9854, 342.0688, 12.41717, 5.861541, 17.30357, 146.3043, 506.0697, 784.1908
355.7, 9.98313, 42.29062, 118.2983, 322.1405, 11.6887, 5.555769, 16.24853, 138.4712, 481.0039, 845.5146
355.8, 9.413486, 40.06946, 112.8722, 303.3732, 11.00296, 5.265947, 15.25783, 131.0574, 457.1796, 797.4575
355.9, 8.876345, 37.96495, 107.6949, 285.6992, 10.35745, 4.991245, 14.32752, 124.0406, 516.668, 807.8152
356, 8.369854, 35.97099, 102.7551, 269.0549, 9.749813, 4.730872, 13.45395, 117.3994, 491.0772, 999.7104
356.1, 7.892263, 34.08174, 98.04184, 253.3802, 9.177823, 4.484082, 12.63363, 111.1138, 678.6477, 1003.922
356.2, 7.441925, 32.29172, 93.5448, 293.7023, 8.63939, 4.250166, 11.86333, 105.1647, 666.5378, 1071.837
356.3, 7.017282, 30.59572, 89.25404, 291.1628, 8.132545, 7.325551, 11.14, 99.5342, 633.5239, 1279.88
356.4, 6.616871, 28.98879, 85.16008, 274.2002, 7.655435, 6.943408, 10.46077, 402.3957, 602.1453, 1302.143
356.5, 6.239307, 27.46626, 81.25391, 367.7031, 7.206315, 6.581199, 9.822954, 407.0872, 572.3208, 1373.64
356.6, 5.883287, 26.02369, 77.52691, 346.2814, 6.783544, 6.237885, 9.224028, 428.9911, 598.766, 1295.565
356.7, 5.547583, 24.65689, 73.97086, 326.1077, 6.385575, 5.91248, 8.661619, 411.2986, 619.8191, 1221.928
356.8, 5.231033, 23.36188, 70.57793, 323.4305, 6.010954, 5.604051, 8.133502, 398.7447, 589.1193, 1152.477
356.9, 4.932547, 22.13488, 67.34061, 304.588, 5.658311, 5.31171, 7.637585, 377.3958, 573.525, 1195.419
357, 4.651092, 20.97233, 64.25179, 286.8433, 5.326356, 5.03462, 7.171906, 375.8177, 602.8217, 1266.119
357.1, 4.385697, 19.87083, 61.30465, 270.1323, 5.013876, 4.771985, 6.73462, 408.7606, 572.9637, 1194.156
357.2, 4.135446, 18.82719, 58.49269, 254.3949, 4.719728, 4.52305, 6.323996, 386.8755, 544.5846, 1126.282
357.3, 3.899474, 17.83836, 55.80972, 239.5743, 4.442837, 4.287101, 5.938408, 366.1621, 517.6111, 1062.267
357.4, 3.676967, 16.90147, 53.24981, 238.3835, 4.18219, 4.063461, 5.576331, 346.5577, 491.9737, 1001.89
357.5, 3.467156, 16.01378, 50.80731, 259.2026, 3.936834, 3.851487, 5.236331, 328.0029, 523.4066, 944.9451
357.6, 3.269318, 15.17271, 48.47685, 244.1019, 3.705873, 3.650571, 4.91706, 310.4416, 756.2074, 891.2365
357.7, 3.082768, 14.37582, 46.25329, 244.6611, 3.488461, 3.460136, 4.617257, 293.8204, 718.7522, 840.5806
357.8, 2.906863, 13.62078, 44.13172, 230.4076, 3.283805, 3.279635, 4.335733, 278.0892, 913.3738, 792.804
357.9, 2.740995, 12.9054, 42.10746, 216.9845, 3.091155, 3.10855, 4.071375, 263.2003, 868.1342, 903.3881
358, 2.584592, 12.22759, 40.17605, 204.3434, 2.909806, 2.94639, 3.823135, 249.1085, 935.2881, 1015.824
358.1, 2.437113, 11.58538, 38.33323, 192.4387, 2.739098, 2.792689, 3.59003, 235.7712, 1049.756, 958.0871
358.2, 2.298049, 10.9769, 36.57494, 181.2276, 2.578404, 2.647006, 3.371139, 223.1479, 997.7609, 903.6316
358.3, 2.166921, 10.40038, 34.8973, 170.6696, 2.427137, 2.508922, 3.165593, 438.841, 948.3414, 893.0992
358.4, 2.043274, 9.85414, 33.29662, 160.7267, 2.284745, 2.378042, 2.97258, 1143.424, 901.3698, 893.4847
358.5, 1.926684, 9.336588, 31.76935, 288.9625, 2.150706, 2.25399, 2.791336, 1549.5, 856.7246, 842.7011
358.6, 1.816746, 8.846218, 30.31213, 272.1281, 2.024531, 2.136408, 2.621142, 1611.716, 986.3658, 794.8039
358.7, 1.713081, 8.381603, 28.92176, 281.0512, 1.905758, 2.024961, 2.461326, 1720.093, 937.5108, 812.9933
358.8, 1.615331, 7.94139, 27.59516, 343.6109, 1.793954, 1.919327, 2.311254, 1627.999, 1070.17, 918.7858
358.9, 1.523159, 7.524298, 26.32941, 469.125, 1.688708, 1.819203, 2.170331, 1540.835, 1121.966, 1182.308
359, 1.436246, 33.65083, 25.12172, 441.7946, 1.589637, 1.724303, 2.038002, 1501.407, 1114.677, 1280.915
359.1, 1.354293, 31.88344, 23.96942, 416.0565, 1.496378, 1.634353, 1.913741, 1447.108, 1076.39, 1256.903
359.2, 1.277016, 30.20888, 22.86997, 472.1697, 1.408591, 1.549096, 1.797056, 1637.222, 1125.806, 1185.463
359.3, 1.204148, 28.62227, 21.82096, 444.662, 87.45284, 1.468286, 1.687485, 1712.499, 1083.027, 1262.056
359.4, 1.135439, 27.11899, 20.82006, 1216.652, 97.91542, 1.391692, 1.584596, 2327.05, 1073.542, 1190.324
359.5, 1.07065, 25.69466, 19.86508, 1661.738, 92.17104, 1.319093, 1.48798, 2428.935, 1020.369, 1122.669
359.6, 1.009558, 24.34514, 18.9539, 1661.441, 86.76366, 1.250281, 1.397254, 2427.429, 1088.008, 1143.105
359.7, 0.9519514, 23.0665, 18.08451, 1682.702, 81.67352, 1.185059, 1.312061, 2297.464, 1075.218, 1148.092
359.8, 0.8976324, 21.85502, 17.255, 1818.979, 76.882, 1.123239, 1.232062, 2276.135, 1071.504, 1082.837
359.9, 0.8464128, 20.70716, 16.46354, 1722.344, 72.37157, 1.064645, 1.15694, 2244.484, 1038.157, 1021.291
360, 0.7981158, 19.6196, 15.70838, 1622.004, 68.12577, 1.009107, 1.086399, 2124.314, 999.2175, 1109.038
360.1, 0.7525747, 18.58915, 14.98785, 1719.812, 64.12905, 0.9564657, 1.020159, 2088.38, 949.726, 1208.957
360.2, 0.7096322, 57.90272, 14.30038, 1619.619, 60.36681, 0.9065709, 0.9579581, 2070.062, 1037.822, 1293.305
360.3, 0.66914, 105.1063, 13.64445, 1758.89, 56.82528, 0.8592788, 0.8995494, 1983.562, 1026.631, 1457.634
360.4, 0.6309583, 99.58595, 13.01859, 1656.421, 53.49152, 0.8144538, 0.8447019, 2011.235, 1178.436, 1491.311
360.5, 0.5949553, 166.3227, 12.42145, 1610.282, 50.35335, 0.7719671, 110.2156, 2003.962, 1205.692, 1406.548
360.6, 0.5610067, 157.5872, 11.8517, 1516.47, 47.39928, 0.7316968, 960.5436, 1997.953, 1213.651, 1326.603
360.7, 0.5289952, 149.3105, 11.30807, 1504.004, 44.61852, 0.6935272, 2050.621, 1902.609, 1437.788, 1251.202
360.8, 0.4988104, 141.4685, 10.78939, 1461.907, 42.0009, 0.6573487, 2112.624, 1800.743, 1366.574, 1366.881
360.9, 0.4703479, 207.1416, 10.2945, 1445.207, 39.53684, 0.6230575, 2163.653, 1804.002, 1298.887, 1508.417
361, 0.4435094, 196.2623, 9.822302, 1361.012, 37.21734, 0.5905552, 2073.21, 1745.339, 1298.438, 1422.682
361.1, 0.4182024, 185.9543, 9.371767, 1281.722, 35.03392, 0.5597484, 2072.415, 1651.893, 1421.908, 1376.741
361.2, 0.3943395, 176.1877, 8.941897, 1318.746, 32.97859, 0.5305486, 2143.527, 1571.949, 1351.48, 1388.468
361.3, 0.3718382, 283.6226, 8.531745, 1241.918, 31.04384, 0.502872, 2062.241, 1487.786, 1284.541, 1309.55
361.4, 0.3506208, 268.7263, 8.140406, 1169.566, 29.2226, 0.4766393, 2052.721, 1408.13, 1289.378, 1235.118
361.5, 0.3306141, 254.6125, 7.767017, 1469.886, 27.5082, 0.451775, 1927.562, 1332.738, 1225.515, 1384.576
361.6, 0.311749, 241.2399, 7.410755, 1607.811, 25.89439, 0.4282078, 1859.17, 1454.39, 1187.611, 1368.065
361.7, 0.2939603, 228.5696, 7.070834, 1732.112, 24.37525, 0.4058699, 1747.046, 1444.208, 1128.788, 1290.307
361.8, 0.2771867, 1041.317, 6.746505, 1631.202, 22.94523, 0.3846974, 1640.525, 1366.884, 1184.091, 1216.969
361.9, 0.2613702, 1552.703, 6.437052, 1666.058, 21.59911, 0.3646293, 1540.498, 1323.324, 1224.524, 1147.799
362, 0.2464563, 1481.197, 6.141794, 1570.805, 20.33196, 0.3456081, 1483.424, 1333.453, 1244.927, 1296.007
362.1, 0.2323933, 1403.403, 5.860078, 1531.765, 57.3286, 0.3275791, 1392.976, 1305.39, 1206.351, 1222.345
362.2, 0.2191327, 1329.694, 5.591285, 1442.527, 53.96532, 0.3104907, 1326.98, 1235.5, 1243.24, 1152.87
362.3, 0.2066288, 1259.857, 5.33482, 1441.826, 50.79935, 0.2942937, 1263.765, 1169.351, 1181.662, 1087.344
362.4, 0.1948384, 1193.688, 5.09012, 1396.683, 47.81911, 0.2789416, 1245.885, 1106.743, 1123.134, 1025.541
362.5, 0.1837208, 1130.993, 4.856643, 1448.901, 45.01372, 0.2643904, 1260.387, 1105.184, 1067.505, 967.252
362.6, 0.1732375, 1090.858, 4.633876, 1383.677, 42.37291, 0.2505982, 1183.538, 1060.402, 1014.631, 912.2755
362.7, 0.1633525, 1106.046, 4.421327, 1303.067, 39.88703, 0.2375256, 1111.375, 1144.624, 964.3758, 860.4238
362.8, 0.1540315, 1269.849, 4.218527, 1270.232, 37.54699, 0.2251348, 1333.804, 1107.237, 961.6775, 811.5193
362.9, 0.1452423, 1203.155, 4.025029, 1196.23, 35.34423, 0.2133905, 1252.479, 1061.624, 914.0453, 765.3943
363, 0.1369547, 1220.253, 3.840407, 1169.048, 33.2707, 0.2022588, 1176.113, 1004.785, 868.7723, 865.9013
363.1, 0.1291399, 1235.375, 3.664253, 1125.365, 31.31881, 0.1917078, 1104.403, 1030.35, 922.8261, 850.5705
363.2, 0.1217711, 1203.613, 3.496179, 1059.803, 29.48144, 0.1817072, 1037.065, 975.1851, 877.1182, 802.226
363.3, 0.1148228, 1159.379, 203.9998, 998.0613, 27.75186, 0.1722282, 1018.015, 922.9734, 833.6743, 835.7592
363.4, 0.1082709, 1141.311, 425.3059, 949.9683, 26.12375, 0.1632438, 1058.2, 899.2173, 792.3821, 858.2039
363.5, 0.1020929, 1081.367, 472.0567, 1002.401, 24.59115, 0.1547281, 1138.786, 851.0731, 753.1351, 1035.322
363.6, 0.09626736, 1024.573, 451.6192, 944.0028, 139.0208, 0.1466565, 1069.352, 805.5064, 715.8321, 976.4767
363.7, 0.09077427, 1061.248, 430.9041, 936.2441, 510.9151, 0.1390061, 1004.151, 762.3794, 680.3767, 920.976
363.8, 0.08559462, 1005.51, 411.1391, 881.7003, 824.0143, 0.1317547, 964.2258, 721.5614, 690.8232, 868.6298
363.9, 0.08071052, 952.6993, 397.6529, 830.334, 896.9885, 0.1248816, 1026.856, 682.9288, 656.6066, 819.2588
364, 0.07610512, 1007.075, 379.4131, 781.9603, 844.3651, 0.118367, 972.4138, 646.3647, 752.3168, 772.694
364.1, 0.0717625, 954.1816, 362.0099, 736.4047, 828.7835, 0.1121923, 913.1237, 611.7582, 758.1598, 728.7758
364.2, 0.06766768, 937.4044, 345.4051, 696.6273, 780.1614, 0.1063397, 857.4487, 579.0045, 853.1573, 687.3538
364.3, 0.0638065, 901.6758, 466.9903, 656.0431, 833.0869, 0.1007924, 881.6943, 548.0045, 810.9002, 648.2862
364.4, 0.06016565, 854.3186, 448.7461, 617.8232, 784.2123, 0.09553448, 864.4596, 518.6642, 770.7361, 611.4391
364.5, 0.05673255, 844.638, 720.2521, 676.8049, 738.2051, 0.09055084, 887.3758, 490.8948, 732.5613, 576.6863
364.6, 0.05349535, 879.0858, 687.2151, 637.3755, 694.897, 0.08582718, 868.1429, 464.6122, 696.2773, 543.9088
364.7, 0.05044286, 850.9267, 655.6935, 600.2432, 654.1297, 0.08134993, 838.1819, 468.7448, 661.7905, 512.9942
364.8, 0.04756455, 861.4988, 625.6178, 565.2741, 615.754, 0.07710624, 787.0762, 443.6481, 629.0118, 483.8368
364.9, 0.04485048, 816.2517, 596.9216, 532.3423, 579.6298, 0.07308393, 739.0865, 435.4208, 597.8566, 456.3366
365, 0.04229128, 795.1387, 646.6528, 682.0806, 575.8487, 0.06927145, 752.0009, 412.1082, 766.6854, 430.3994
365.1, 0.03987811, 753.3769, 661.3365, 642.3439, 542.0655, 0.06565784, 706.1498, 511.2622, 728.7112, 405.9365
365.2, 0.03760263, 713.8085, 642.5486, 604.9221, 510.2643, 0.06223274, 663.0944, 607.8372, 756.436, 382.864
365.3, 0.035457, 676.3184, 613.0758, 569.6805, 480.3287, 0.05898631, 622.6642, 575.2934, 784.4177, 361.1029
365.4, 0.03343379, 640.7972, 713.5483, 536.4919, 452.1494, 0.05590924, 584.699, 544.4921, 878.745, 340.5786
365.5, 0.03152603, 607.1417, 680.8188, 633.759, 425.6232, 0.05299269, 549.0487, 515.3398, 835.2205, 321.2209
365.6, 0.02972713, 642.6907, 649.5906, 596.8373, 436.3087, 0.05022828, 515.5721, 487.7484, 868.4353, 302.9634
365.7, 0.02803088, 616.399, 619.7949, 610.7878, 479.2458, 0.04760808, 484.1366, 461.6343, 825.4214, 285.7437
365.8, 0.02643142, 639.101, 591.3658, 585.6063, 451.13, 0.04512456, 454.6177, 436.9183, 784.538, 269.5026
365.9, 0.02492322, 605.5345, 564.2407, 652.9203, 424.6636, 0.0427706, 426.8987, 413.5256, 781.255, 254.1847
366, 0.02350108, 639.9474, 538.3597, 614.8823, 438.5626, 0.04053943, 400.8698, 391.3853, 993.0028, 239.7374
366.1, 0.02216009, 607.8128, 513.666, 629.5599, 412.8336, 0.03842466, 376.428, 370.4305, 1012.194, 772.8987
366.2, 0.02089562, 575.8896, 490.1048, 642.5552, 388.614, 0.0364202, 353.4764, 350.5975, 962.0598, 1076.065
366.3, 0.0197033, 545.6431, 467.6244, 605.1212, 365.8152, 0.03452031, 331.9242, 331.8264, 987.8454, 1179.101
366.4, 0.01857901, 516.9852, 446.1751, 569.8679, 344.354, 0.03271953, 311.6861, 314.0604, 938.9171, 1212.32
366.5, 0.01751888, 513.7543, 425.7097, 536.6685, 324.1519, 0.03101269, 292.6819, 297.2455, 995.2031, 1143.414
366.6, 0.01651924, 486.7712, 492.3028, 540.0585, 305.1349, 0.02939488, 274.8365, 281.3309, 945.9103, 1078.425
366.7, 0.01557664, 461.2053, 469.7215, 508.5957, 309.2444, 0.02786147, 258.0792, 266.2684, 899.0591, 1017.13
366.8, 0.01468782, 526.6298, 448.1761, 478.9659, 294.9874, 0.02640806, 242.3435, 252.0123, 854.5284, 959.3185
366.9, 0.01384972, 498.9705, 480.1665, 537.3694, 277.6814, 0.02503046, 227.5673, 238.5195, 812.2033, 904.793
367, 0.01305945, 472.7639, 593.8676, 506.0632, 261.3907, 0.02372472, 340.2624, 225.7491, 771.9746, 853.3666
367.1, 0.01231427, 447.9337, 1075.781, 476.5809, 251.8281, 0.0224871, 319.5158, 213.6625, 788.4729, 915.5303
367.2, 0.01161161, 435.2227, 1397.731, 448.8162, 325.179, 0.02131404, 300.0343, 202.2229, 749.4196, 863.4936
367.3, 0.01094904, 412.3642, 1529.17, 422.6689, 306.1017, 0.02020218, 313.3525, 191.3959, 721.5565, 814.4146
367.4, 0.01032428, 480.8832, 1512.143, 520.163, 288.1437, 0.01914831, 496.3152, 181.1485, 718.3356, 896.1524
367.5, 0.009735166, 455.6266, 1491.733, 489.8593, 271.2393, 0.01814942, 571.7514, 171.4498, 682.7562, 845.2171
367.6, 0.00917967, 431.6965, 1514.648, 470.9526, 255.3266, 0.01720264, 909.8776, 162.2703, 666.9724, 797.1769
367.7, 0.008655871, 487.6722, 1470.868, 462.8288, 240.3474, 0.01630525, 2249.537, 153.5823, 633.937, 751.8671
367.8, 0.00816196, 752.4615, 1509.77, 435.8652, 226.247, 0.01545468, 2762.617, 145.3595, 643.6453, 709.1327
367.9, 0.007696232, 898.2337, 1440.519, 483.3633, 212.9738, 0.01464847, 2604.712, 137.5769, 611.7653, 668.8272
368, 172.8124, 986.3268, 1381.831, 455.2035, 200.4793, 0.01388432, 2732.908, 130.211, 581.4644, 630.8126
368.1, 364.6212, 1182.939, 1414.222, 436.2871, 188.7178, 0.01316003, 2757.211, 123.2395, 552.6642, 594.9586
368.2, 646.5739, 1140.609, 1657.959, 410.8698, 177.6464, 0.01247353, 2828.769, 116.6412, 572.1998, 766.4966
368.3, 807.4844, 1080.703, 1581.911, 386.9333, 249.5592, 0.01182283, 2825.463, 110.3962, 543.8585, 722.9307
368.4, 761.4088, 1023.943, 1509.351, 434.7071, 234.9184, 0.01120608, 2682.985, 104.4856, 516.921, 681.841
368.5, 717.9622, 1032.272, 1440.119, 412.6663, 221.1365, 0.01062151, 2605.614, 98.8914, 491.3177, 643.0867
368.6, 681.2744, 1126.477, 1374.063, 388.6251, 208.1631, 0.01006743, 2446.744, 93.59673, 466.9826, 606.5352
368.7, 692.0789, 1758.034, 1311.036, 365.9845, 195.9509, 0.009542253, 2397.901, 88.58553, 443.8528, 572.0611
368.8, 652.5884, 1712.246, 1250.901, 344.6629, 184.455, 0.009044473, 2450.048, 83.84264, 421.8687, 539.5464
368.9, 686.1376, 1830.526, 1308.432, 324.5835, 173.6337, 0.00857266, 2341.226, 79.35369, 400.9734, 508.8799
369, 652.751, 1734.384, 1275.868, 305.6739, 163.4471, 0.00812546, 2229.479, 75.10508, 381.113, 479.9563
369.1, 615.5045, 1643.292, 1217.346, 287.8658, 186.7336, 0.007701588, 2166.21, 71.08394, 458.6123, 452.6766
369.2, 636.4127, 1601.208, 1161.508, 271.0953, 175.7785, 0.007299828, 2034.132, 67.27809, 571.9373, 426.9475
369.3, 693.3572, 1549.321, 1179.624, 255.3018, 165.4662, 0.006919026, 2030.254, 63.67601, 543.609, 402.6808
369.4, 653.7938, 1596.94, 1255.061, 240.4284, 155.7588, 0.00655809, 2085.268, 60.26678, 626.593, 379.7933
369.5, 651.8229, 1654.235, 1197.493, 226.4215, 155.7714, 0.006215981, 1993.271, 57.04008, 595.5576, 761.1714
369.6, 614.6294, 1567.353, 1142.566, 241.7169, 146.6328, 0.005891719, 1871.737, 53.98614, 566.0594, 717.9081
369.7, 579.5582, 1624.328, 1090.158, 227.6349, 138.0303, 0.005584373, 1846.051, 51.09571, 641.2474, 677.1039
369.8, 546.4881, 1539.016, 1105.352, 214.3733, 129.9325, 0.005293059, 1879.058, 48.36003, 609.4862, 638.6188
369.9, 516.3981, 1458.185, 1080.672, 201.8843, 122.3098, 0.005016942, 1952.74, 45.77083, 635.0022, 602.3212
370, 600.6685, 1395.242, 1174.086, 191.4138, 115.1343, 0.004755229, 1845.574, 43.32025, 701.1557, 568.0866
370.1, 566.3939, 1321.962, 1167.608, 228.6888, 108.3797, 0.004507168, 1733.045, 41.00087, 666.4272, 535.7979
370.2, 534.075, 1266.542, 1129.782, 398.5424, 102.0214, 0.004272048, 1653.305, 38.80568, 633.4189, 505.3443
370.3, 503.6003, 1243.669, 1077.96, 375.324, 96.03616, 0.004049193, 1552.5, 36.72801, 602.0454, 476.6217
370.4, 474.8645, 1384.721, 1096.21, 353.4583, 90.40203, 0.003837963, 1590.123, 34.76159, 668.3516, 449.5316
370.5, 447.7683, 1330.443, 1045.928, 332.8665, 85.09843, 0.003637752, 1493.17, 32.90044, 743.5239, 423.9812
370.6, 422.2183, 1287.015, 1001.051, 362.9925, 80.10599, 0.003447986, 1402.128, 390.2223, 728.1094, 399.8831
370.7, 398.1262, 1258.272, 1016.7, 341.8452, 75.40643, 0.003268119, 1361.054, 1227.611, 692.046, 377.1546
370.8, 425.7649, 1220.453, 970.0654, 321.9299, 70.98257, 0.003097635, 1329.072, 1379.604, 704.0662, 355.718
370.9, 401.4704, 1296.673, 925.5699, 303.1749, 66.81826, 0.002936044, 1304.985, 1305.74, 669.1935, 335.4998
371, 452.068, 1228.57, 883.1153, 285.5125, 62.89825, 0.002782882, 1323.147, 1336.618, 636.0482, 481.7471
371.1, 426.2726, 1254.286, 862.2458, 268.8791, 59.20821, 0.002637711, 1275.024, 1295.598, 604.5445, 454.3657
371.2, 401.9492, 1239.894, 862.4916, 305.5011, 55.73466, 0.002500112, 1197.283, 1226.231, 593.8061, 524.9706
371.3, 379.0136, 1205.907, 822.9304, 287.7032, 52.46489, 0.002369692, 1168.547, 1207.996, 564.3947, 518.5637
371.4, 376.3507, 1190.872, 785.1837, 270.9421, 49.38694, 78.55624, 1145.338, 1143.319, 660.5576, 560.3609
371.5, 354.8758, 1128.326, 749.1685, 255.1575, 46.48957, 74.45829, 1078.182, 1105.318, 627.8399, 528.5112
371.6, 439.7813, 1069.065, 714.8052, 324.6668, 43.76218, 70.57411, 1012.443, 1074.141, 649.1954, 1121.272
371.7, 414.687, 1012.916, 682.0181, 305.7523, 41.19479, 298.9968, 950.7119, 1016.631, 617.0405, 1747.815
371.8, 391.0247, 959.7165, 650.7349, 287.9398, 38.77803, 323.471, 1026.426, 969.6367, 586.4783, 2552.237
371.9, 399.3061, 909.3109, 620.8866, 293.0689, 36.50304, 316.1706, 963.843, 1007.727, 557.4299, 3290.69
372, 376.5214, 861.5527, 592.4074, 275.9952, 34.36153, 299.6772, 905.0755, 972.0838, 529.8202, 3769.931
372.1, 355.0368, 816.3028, 565.2345, 259.9162, 32.34565, 284.0443, 849.8912, 920.0382, 532.1769, 4057.355
372.2, 334.7781, 800.1562, 539.308, 244.774, 30.44803, 269.2269, 798.0715, 870.7792, 505.8181, 4174.927
372.3, 315.6754, 758.1309, 514.5707, 230.5139, 28.66175, 255.1824, 749.4114, 824.1575, 480.7647, 4318.212
372.4, 345.929, 718.3129, 490.968, 217.0846, 26.98026, 241.8706, 761.9173, 780.0319, 517.7388, 4156.608
372.5, 326.1901, 808.3035, 468.448, 204.4376, 25.39741, 229.2533, 784.0012, 738.2688, 492.0951, 4109.867
372.6, 307.5774, 788.7225, 446.961, 192.5275, 23.90743, 217.2941, 736.199, 698.7417, 593.3047, 4107.354
372.7, 290.0268, 747.2978, 426.4595, 181.3112, 22.50486, 205.9587, 705.116, 661.3309, 563.9182, 3873.902
372.8, 273.4776, 708.0487, 468.592, 170.7483, 38.01662, 195.2147, 769.9527, 717.0456, 570.0714, 3838.355
372.9, 265.4892, 686.6933, 447.0984, 160.8008, 245.8895, 185.0312, 777.9659, 678.6548, 541.8355, 3697.648
373, 250.3402, 650.6273, 486.11, 151.4329, 231.464, 261.283, 730.5317, 642.3195, 514.9982, 3599.333
373.1, 236.0556, 616.4554, 578.2313, 142.6107, 217.8848, 1285.895, 711.5144, 646.6623, 489.4902, 3394.755
