 , C000, C002, C003, C004, C005, C006, C008, C009, C010, C011, C012, C014, C015, C016, C019, C022, C026, C029, C044, C045, C052, C055, C082, C090, C113, C116
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
375.3, 160.2304, 164.8383, 431.4397, 429.5319, 115.8853, 131.6518, 126.7233, 65.04802, 252.2005, 144.3821, 167.2783, 602.3027, 59.69907, 46.91621, 2528.264, 339.6419, 146.3422, 259.9143, 195.0937, 514.8239, 280.7323, 524.0612, 288.0071, 792.3464, 795.3958, 1212.12
375.4, 153.2482, 156.7111, 408.3729, 410.1838, 117.512, 124.892, 119.9754, 61.63541, 238.1455, 137.291, 211.4475, 575.4124, 56.69164, 44.51403, 2404.502, 321.1768, 202.3564, 244.3945, 185.8411, 490.7195, 261.6879, 655.5557, 379.0247, 752.8768, 857.6628, 1189.66
375.5, 146.5702, 148.9846, 386.5394, 391.7073, 112.084, 118.4792, 113.5869, 58.40184, 343.8852, 130.5482, 201.2678, 549.7225, 53.83571, 42.23484, 2286.799, 308.2253, 192.4772, 229.8013, 177.0274, 467.7437, 243.9355, 619.347, 362.5378, 715.3733, 863.2007, 1137.186
375.6, 151.4339, 141.639, 365.8733, 513.0748, 106.9068, 112.3958, 107.5385, 55.33791, 371.5783, 145.8046, 191.5781, 525.1797, 51.12365, 40.07234, 2462.377, 291.4682, 183.0803, 216.0796, 168.6317, 445.8437, 259.8478, 585.1382, 346.768, 679.738, 877.4803, 1087.026
375.7, 144.835, 134.6557, 346.312, 489.9636, 101.9687, 106.6247, 101.8122, 52.43472, 350.8705, 198.7896, 182.355, 501.7326, 48.54821, 38.02057, 2401.908, 382.088, 174.1422, 203.1772, 160.6342, 533.9909, 242.2202, 552.819, 360.9043, 645.8778, 840.2979, 1039.079
375.8, 138.5237, 128.0166, 327.7965, 467.8934, 97.25873, 101.1499, 96.39079, 49.68384, 431.3172, 224.1606, 216.1518, 596.0274, 46.10252, 36.07386, 2428.896, 361.3152, 165.6405, 191.0452, 153.0159, 508.9891, 225.7884, 522.2849, 389.5268, 613.7043, 968.3556, 1023.252
375.9, 132.4873, 121.7048, 310.271, 446.8174, 92.7663, 95.95625, 91.25808, 47.07728, 407.2801, 213.1513, 205.7456, 569.4172, 43.78003, 120.6925, 2317.84, 345.8455, 157.5538, 179.6376, 145.759, 485.1579, 210.4713, 493.4372, 372.5831, 583.1335, 927.3223, 1088.304
376, 126.7141, 115.7043, 293.6825, 426.6907, 88.48137, 91.02926, 118.9663, 44.60747, 455.5202, 204.5648, 195.8404, 614.5111, 41.57454, 233.4351, 2383.375, 327.0431, 149.8619, 168.9112, 138.8462, 462.4425, 196.1933, 636.4665, 356.3763, 554.0856, 888.0278, 1040.301
376.1, 121.1923, 109.9996, 277.9809, 407.4706, 114.6237, 86.35526, 288.3064, 42.26723, 466.9724, 194.5179, 186.412, 587.0757, 39.48016, 221.4829, 2266.706, 309.2629, 142.5455, 158.8253, 132.2613, 440.7906, 182.8839, 601.3122, 478.5662, 526.4846, 850.3983, 1231.641
376.2, 115.9113, 104.5761, 263.1188, 389.1163, 109.3291, 81.92124, 272.9544, 40.04976, 507.399, 184.9645, 177.4376, 560.8652, 37.49128, 210.1426, 2155.748, 292.4493, 135.5863, 149.3416, 125.9887, 420.1526, 170.4773, 568.0996, 457.7493, 603.8939, 814.3633, 1177.315
376.3, 110.8603, 99.42011, 249.0512, 382.2515, 104.2792, 77.7149, 434.8758, 37.94864, 495.2184, 187.7977, 168.8952, 569.803, 35.6026, 199.3829, 2050.221, 316.0597, 292.6688, 140.4243, 120.0135, 400.4807, 158.9125, 536.7214, 437.838, 573.8118, 779.8553, 1251.038
376.4, 106.0294, 94.51829, 235.7358, 472.1713, 99.46246, 73.72453, 411.7191, 108.2654, 467.6202, 180.9563, 160.7641, 651.5728, 33.80906, 189.1742, 1949.86, 298.8766, 278.3805, 132.0393, 114.3218, 403.6171, 148.1321, 507.0764, 418.7928, 596.3815, 839.822, 1280.068
376.5, 101.4091, 89.85815, 223.1323, 450.9025, 94.86823, 69.93906, 422.0917, 102.5854, 441.56, 172.0689, 153.0244, 644.9348, 32.10588, 179.4882, 2034.374, 282.6277, 413.253, 124.1551, 108.8999, 384.7195, 138.0831, 479.0688, 400.576, 566.6736, 804.2352, 1292.451
376.6, 96.99006, 85.42777, 211.2026, 430.5918, 100.4943, 66.34795, 399.6158, 97.20351, 416.9521, 163.618, 145.6573, 645.184, 30.48849, 170.2981, 2114.511, 267.2623, 393.0777, 116.7416, 103.7352, 366.7066, 128.7158, 582.3301, 383.1516, 660.4696, 860.4702, 1235.443
376.7, 92.76361, 81.21583, 199.9108, 411.196, 95.8524, 62.94124, 378.3367, 92.10394, 393.7157, 155.5822, 236.5273, 616.3792, 28.95259, 161.5785, 2129.038, 337.1848, 373.8874, 109.7708, 98.81549, 465.3186, 119.9839, 550.166, 366.4851, 627.5693, 824.0085, 1180.949
376.8, 88.72133, 77.21156, 189.2226, 392.6739, 91.42493, 59.70945, 389.5682, 87.27189, 371.7741, 147.941, 231.4379, 588.8604, 27.49405, 153.3055, 2092.674, 318.8532, 355.6339, 103.2163, 94.12907, 486.9473, 111.8444, 519.7783, 350.5436, 596.3078, 939.2282, 1329.647
376.9, 84.85519, 73.40471, 179.1059, 374.9861, 87.20196, 56.64359, 478.6363, 112.7977, 351.0554, 186.4261, 220.2958, 562.5702, 26.109, 145.456, 1990.235, 414.7835, 338.2716, 97.05309, 89.66489, 464.1481, 104.2571, 491.0691, 335.2956, 618.0524, 899.4292, 1305.089
377, 81.15753, 69.78555, 169.5301, 358.095, 83.17405, 53.73516, 453.1494, 136.2814, 331.4913, 177.2701, 242.1046, 537.4537, 24.79371, 260.2964, 1931.996, 392.2332, 321.7569, 91.25792, 85.41245, 442.4164, 97.18447, 619.7172, 320.7108, 633.2413, 861.3166, 1247.523
377.1, 77.621, 66.34483, 160.4662, 341.9648, 79.33219, 50.97607, 429.0197, 139.4369, 313.0175, 168.5637, 230.4489, 513.4586, 23.54469, 246.9688, 2090.05, 371.1239, 306.0485, 85.80878, 81.36167, 421.7021, 90.59164, 585.488, 306.7604, 601.6973, 824.819, 1192.497
377.2, 74.23858, 63.07376, 151.887, 326.5611, 75.66779, 48.35864, 406.1748, 133.9482, 295.5732, 160.2849, 362.9141, 490.5348, 22.35859, 272.5291, 2056.007, 350.9471, 291.107, 80.68503, 77.50301, 401.9578, 84.44607, 553.1494, 293.4168, 571.7246, 789.8679, 1220.476
377.3, 71.00355, 59.96396, 143.7664, 311.8513, 72.17265, 45.87561, 384.5464, 126.9209, 279.1011, 152.4128, 345.4423, 468.6344, 21.23224, 258.5751, 1988.772, 331.8674, 276.8949, 75.86722, 73.82735, 383.1379, 78.71739, 522.597, 280.6537, 543.245, 756.3979, 1166.643
377.4, 67.90948, 57.00749, 136.08, 297.8041, 68.83896, 43.52007, 364.0698, 126.7331, 263.5469, 144.9273, 328.8117, 510.2449, 20.16263, 245.3356, 1891.42, 320.6728, 263.3767, 71.33708, 70.326, 365.1991, 73.37734, 670.5989, 268.4457, 516.184, 724.3461, 1142.508
377.5, 64.95026, 54.19679, 128.8045, 284.3896, 65.65925, 41.28548, 347.8433, 247.6993, 248.8596, 137.8094, 312.9817, 487.4645, 19.14691, 232.774, 1951.303, 303.239, 250.5185, 67.07745, 66.99072, 410.6212, 68.39955, 633.5594, 256.7687, 490.471, 693.6525, 1141.695
377.6, 62.11998, 51.52466, 121.918, 271.5794, 62.62641, 39.16563, 419.7408, 234.7043, 234.9908, 131.0411, 297.9138, 465.7012, 18.18235, 278.4051, 1855.784, 367.0257, 238.288, 63.07216, 63.81362, 393.4, 63.75945, 598.5657, 326.2361, 515.6455, 664.2596, 1134.504
377.7, 59.41303, 48.98428, 115.3997, 259.3463, 59.73366, 37.15462, 397.3901, 222.391, 221.8949, 124.6052, 283.5713, 444.9096, 17.26639, 275.5719, 1764.941, 347.0718, 226.6546, 59.30604, 60.78719, 400.5472, 59.43412, 565.5048, 312.0454, 489.9594, 636.1121, 1084.462
377.8, 56.82404, 46.56916, 109.2299, 247.6641, 56.97453, 35.24688, 376.2295, 210.7237, 209.5289, 118.4854, 269.9193, 425.0462, 16.39656, 296.6647, 1769.839, 328.2027, 215.5891, 55.76479, 57.90429, 417.803, 55.40221, 534.27, 298.472, 465.5527, 609.1574, 1036.628
377.9, 54.34787, 44.27311, 162.8606, 236.5082, 54.34284, 33.43708, 356.1956, 199.6685, 197.8519, 112.6662, 256.9246, 406.0696, 15.57056, 281.4749, 1819.364, 310.3595, 205.0639, 52.435, 55.15812, 549.1622, 51.64382, 610.2347, 285.4889, 442.3619, 583.3448, 1022.868
378, 51.9796, 42.09026, 154.1533, 225.8548, 51.83271, 31.72022, 337.2286, 189.1933, 186.8258, 107.1327, 288.9908, 387.9403, 14.78617, 288.127, 1858.123, 293.4863, 230.0607, 49.30404, 52.54219, 523.4501, 48.1404, 576.5292, 273.0706, 420.3263, 558.6261, 977.751
378.1, 49.71453, 40.01504, 145.9116, 215.6813, 49.43853, 30.09151, 319.2715, 179.2677, 176.4141, 101.8711, 309.1937, 370.6203, 14.04129, 273.3744, 1767.166, 277.5305, 218.8289, 46.36003, 50.05032, 498.9419, 44.87464, 686.1966, 261.1925, 437.2781, 721.9934, 1021.269
378.2, 47.54816, 38.04213, 138.1105, 205.966, 157.7562, 28.54642, 302.2707, 169.8628, 343.8089, 114.2043, 294.3081, 370.2899, 13.33394, 259.3772, 1862.217, 321.3628, 208.1456, 43.59181, 47.67664, 475.5811, 41.83042, 648.2955, 249.8311, 488.4286, 691.3995, 976.2224
378.3, 45.4762, 36.1665, 130.7264, 196.6884, 150.4694, 27.08067, 286.1751, 160.9513, 324.6486, 108.5953, 280.1393, 365.6864, 12.66222, 246.0966, 1833.492, 303.8914, 197.9837, 40.98888, 45.41552, 453.3141, 38.99272, 757.3134, 289.3637, 464.0982, 662.1021, 1193.807
378.4, 43.49452, 34.38334, 123.7372, 211.7284, 143.5191, 25.69018, 270.9366, 152.5073, 306.5562, 103.2618, 266.6525, 620.0759, 12.02434, 233.4961, 1743.74, 287.3699, 238.3452, 38.54138, 43.26164, 506.0814, 36.34752, 796.423, 276.7769, 440.9799, 773.722, 1141.149
378.5, 41.5992, 32.6881, 117.1216, 202.1912, 161.8169, 24.37109, 256.5095, 144.5063, 289.472, 98.19024, 419.7889, 857.8044, 11.4186, 221.5407, 1731.257, 271.7466, 226.7091, 36.24002, 41.20992, 482.3863, 33.88177, 752.4337, 264.7375, 506.5208, 740.9362, 1148.107
378.6, 39.78647, 31.07644, 110.8598, 193.0836, 154.3425, 23.11973, 242.8506, 136.9251, 273.3399, 93.36777, 399.579, 992.5164, 10.84337, 210.1974, 1681.658, 256.9727, 557.377, 34.07608, 39.25549, 459.8007, 31.58329, 784.4478, 394.4326, 481.2892, 709.5397, 1097.465
378.7, 38.05273, 29.54424, 183.4036, 184.3862, 147.2133, 21.93262, 229.9191, 129.7416, 258.1068, 88.78216, 380.3421, 1070.65, 10.29712, 199.435, 1775.072, 243.002, 530.1655, 32.04136, 37.39376, 438.2725, 29.44073, 881.2377, 377.2754, 457.3145, 679.4735, 1128.246
378.8, 36.39454, 28.08759, 173.598, 176.0806, 140.4134, 20.80646, 217.6761, 163.4669, 243.7227, 84.42175, 364.799, 1165.53, 9.778381, 245.7383, 1688.18, 229.7908, 546.1827, 30.12812, 35.62032, 417.7523, 27.44353, 832.5638, 360.8645, 434.534, 650.6814, 1320.437
378.9, 34.8086, 26.70276, 258.5975, 168.1491, 133.9276, 19.73813, 206.0851, 154.891, 230.1402, 80.27551, 511.4576, 1113.494, 9.28578, 233.1561, 1605.542, 217.2979, 519.5177, 28.32913, 33.93099, 398.1929, 25.5818, 786.5783, 345.1675, 412.8883, 623.1093, 1262.194
379, 33.29178, 25.3862, 244.7717, 160.5749, 150.6214, 18.72465, 195.1113, 146.765, 217.3146, 76.33289, 486.8344, 1063.781, 8.817994, 284.6511, 1674.187, 205.4841, 494.1545, 26.63756, 32.32178, 559.4406, 23.84638, 869.791, 330.1533, 392.3209, 596.7056, 1206.521
379.1, 31.84105, 24.13456, 231.6851, 153.3419, 194.4262, 17.76321, 184.7218, 139.0652, 280.593, 72.58392, 463.3968, 1129.246, 8.373774, 270.0765, 1592.234, 194.3127, 470.0295, 25.047, 30.78889, 535.6736, 22.22868, 835.9882, 315.7922, 372.778, 571.4207, 1153.302
379.2, 30.45354, 22.94462, 219.2982, 146.4347, 185.4455, 16.85114, 174.8856, 131.7695, 264.9558, 69.01907, 491.2755, 1165.423, 7.951931, 256.2481, 1592.063, 189.8605, 447.0823, 23.55141, 29.32869, 510.593, 20.72073, 861.2559, 302.0558, 354.2086, 547.2072, 1138.092
379.3, 29.12649, 21.81336, 207.5735, 139.8386, 176.8797, 15.9859, 165.5731, 124.8564, 302.8878, 69.8857, 467.624, 1218.534, 7.55134, 243.1278, 1661.65, 179.5385, 425.2555, 22.14512, 27.93775, 486.6867, 19.31507, 813.6857, 288.9168, 336.5642, 639.1392, 1126.153
379.4, 27.85727, 20.73787, 196.4756, 133.5397, 168.7095, 15.16508, 156.7565, 284.3427, 286.0081, 66.45337, 445.1111, 1187.724, 7.170929, 380.8414, 1580.31, 266.862, 404.4942, 20.82281, 26.61277, 463.8997, 18.00477, 768.7429, 276.3494, 319.7987, 674.865, 1388.051
379.5, 26.64336, 19.71541, 185.9712, 127.5244, 192.1624, 14.38641, 148.4094, 269.4252, 295.4385, 135.3598, 423.6822, 1140.729, 6.809682, 433.4641, 1502.952, 252.3536, 384.7465, 19.57945, 25.35063, 442.1797, 16.78336, 726.2825, 264.3287, 303.8684, 646.2681, 1348.945
379.6, 25.48235, 18.74335, 275.1085, 121.7801, 183.2863, 13.64773, 140.5067, 266.0035, 278.9739, 128.7119, 407.4902, 1102.278, 6.466634, 411.2701, 1587.967, 238.634, 365.9629, 18.41033, 24.14835, 421.4765, 15.6448, 770.3327, 252.8308, 288.7316, 618.8831, 1403.015
379.7, 24.37193, 17.81923, 260.4, 116.2946, 174.8202, 12.94697, 133.0249, 252.0482, 294.3121, 122.3904, 387.8724, 1053.066, 6.140867, 416.6434, 1544.596, 225.6603, 348.0963, 17.31103, 23.00309, 401.7427, 14.58349, 727.7845, 241.8331, 274.3488, 678.9736, 1341.13
379.8, 23.30989, 16.94067, 263.6829, 111.0562, 166.7452, 12.28219, 125.9415, 238.825, 277.9103, 116.3793, 461.749, 1082.829, 5.831511, 395.3105, 1574.697, 213.3919, 331.102, 16.27736, 21.91215, 382.9329, 13.59417, 747.9786, 231.3138, 260.6826, 717.8801, 1281.975
379.9, 22.29414, 16.10542, 249.5852, 106.0537, 159.0431, 11.65154, 119.2352, 226.2955, 293.9667, 110.6635, 439.519, 1034.485, 5.537739, 375.07, 1501.134, 201.7906, 314.9373, 15.30542, 20.87294, 386.8766, 12.67196, 892.1022, 221.252, 247.697, 687.4604, 1225.429
380, 21.32264, 15.31136, 236.2412, 101.2766, 151.6968, 11.05328, 112.8861, 214.4234, 277.5841, 105.2285, 418.3592, 988.2998, 5.258767, 355.8658, 1537.364, 219.0569, 299.5619, 14.39151, 19.88302, 368.7628, 11.81232, 958.7437, 211.6279, 235.3584, 658.3299, 1322.713
380.1, 20.39349, 14.55645, 223.6107, 96.71461, 144.6899, 10.48574, 106.875, 203.1741, 279.2577, 100.0603, 398.2181, 944.1763, 4.993848, 337.6449, 1519.604, 207.1476, 284.937, 13.53218, 18.94005, 445.2406, 11.01099, 1074.938, 202.4224, 223.6343, 630.4337, 1375.467
380.2, 19.50482, 13.83875, 211.6554, 92.35814, 138.0066, 9.947335, 101.184, 192.515, 263.6949, 95.14602, 379.0467, 945.3536, 4.742275, 450.1012, 1638.548, 195.8857, 271.0262, 12.72415, 18.0418, 424.3942, 10.26403, 1064.617, 193.6174, 320.4898, 603.7196, 1314.797
380.3, 18.65487, 13.15645, 224.1687, 88.19791, 131.632, 9.436578, 95.79608, 182.4151, 248.9993, 90.47306, 360.7983, 943.4547, 4.503375, 427.0553, 1558.339, 185.236, 257.7945, 11.96438, 17.18614, 404.5238, 9.567732, 1052.695, 185.1954, 304.525, 711.0731, 1256.803
380.4, 17.84196, 12.50778, 262.1826, 84.22507, 125.5518, 8.952045, 90.69504, 172.845, 235.1227, 86.02961, 343.4283, 901.3333, 4.27651, 405.1893, 1615.007, 175.1654, 245.2088, 11.24997, 16.37107, 385.5837, 8.918674, 1101.457, 177.1397, 289.3556, 680.9419, 1201.367
380.5, 17.06448, 192.7693, 248.1652, 80.4312, 119.7525, 8.492393, 85.86562, 163.7771, 222.0195, 81.80439, 326.8947, 861.0925, 4.061074, 410.8339, 1576.602, 165.6423, 233.2375, 10.57822, 15.59466, 435.8571, 8.313646, 1040.62, 169.4344, 274.9417, 652.0875, 1252.472
380.6, 16.32088, 349.777, 234.8971, 142.7667, 114.2211, 8.05634, 81.29337, 155.1849, 209.6465, 77.78669, 311.157, 940.2742, 3.856491, 430.8324, 1499.426, 156.6369, 221.8507, 9.946576, 14.85507, 415.45, 7.749663, 983.1424, 162.0643, 307.3452, 624.4559, 1197.227
380.7, 15.60968, 594.2857, 222.3384, 136.3358, 108.9451, 7.642678, 76.96458, 185.8875, 197.963, 73.96631, 296.1769, 898.2948, 3.662214, 408.773, 1496.335, 148.1211, 211.0198, 9.352653, 14.15055, 528.3094, 7.223939, 928.84, 155.0147, 372.3054, 597.9951, 1144.419
380.8, 14.92947, 564.985, 210.4512, 130.1946, 103.9129, 7.250256, 72.8663, 176.1353, 186.9306, 82.24196, 281.9181, 858.1896, 3.477724, 387.8432, 1423.088, 140.0682, 200.7177, 8.794193, 13.47944, 533.7253, 6.73388, 877.5369, 148.2719, 368.4756, 572.6555, 1093.94
380.9, 14.2789, 537.1289, 199.1995, 124.3301, 99.11311, 6.877983, 68.98625, 253.1197, 176.5131, 78.20277, 268.3457, 959.3715, 3.302528, 367.985, 1398.339, 132.4532, 190.9185, 8.26908, 12.84017, 544.1186, 6.277065, 829.0674, 141.8223, 350.1205, 644.1353, 1045.688
381, 13.65668, 510.6462, 188.5494, 189.4796, 94.53503, 6.524825, 65.31281, 239.8403, 166.6761, 117.9536, 255.4267, 916.5395, 3.136158, 349.1436, 1421.167, 125.2522, 181.5977, 7.775322, 12.23121, 575.8995, 5.85124, 783.2751, 135.6532, 332.6797, 616.8406, 999.5643
381.1, 13.06157, 485.4693, 178.4687, 180.9446, 90.1684, 6.1898, 61.83497, 237.1583, 157.3874, 112.1605, 243.1297, 880.0426, 2.978169, 331.2668, 1392.95, 118.4427, 172.7319, 7.311048, 11.65113, 595.2449, 5.454302, 740.012, 129.7525, 316.1078, 590.7025, 955.4749
381.2, 12.4924, 461.5336, 168.9269, 172.794, 86.00347, 5.871977, 58.54232, 224.7163, 148.6163, 198.6212, 231.4247, 1040.086, 2.828139, 379.5992, 1324.763, 112.0034, 164.299, 6.874495, 11.09856, 682.8735, 5.084292, 898.1473, 124.1085, 356.5095, 651.0229, 913.3301
381.3, 11.94803, 438.7781, 159.8953, 232.3566, 82.03092, 5.570474, 55.425, 212.927, 152.6931, 188.8662, 243.4987, 993.6505, 2.685667, 360.1631, 1440.073, 105.9141, 156.2778, 6.46401, 10.5722, 650.9009, 99.79799, 848.5394, 118.71, 338.7505, 763.0295, 873.0444
381.4, 11.42738, 417.1445, 151.3466, 221.8902, 78.24187, 5.284451, 119.6203, 229.1608, 144.1836, 179.5903, 231.776, 949.288, 2.550372, 341.7222, 1369.58, 100.1559, 198.1537, 6.078035, 10.0708, 696.6129, 93.02787, 801.6716, 113.5463, 321.8761, 730.6967, 834.5356
381.5, 10.92942, 396.5776, 143.2549, 231.0831, 74.62783, 5.013114, 113.2506, 251.5739, 308.7377, 170.77, 220.6176, 983.2526, 69.61775, 324.2255, 1456.907, 94.71081, 188.4797, 5.715107, 9.593186, 663.9971, 192.8622, 816.1611, 108.6072, 305.8423, 699.734, 874.5735
381.6, 10.45316, 377.0247, 135.5958, 220.674, 71.18073, 4.75571, 107.2201, 238.3756, 291.5319, 162.3829, 247.0472, 939.3544, 136.4781, 361.7842, 1436.035, 89.56171, 179.2779, 5.373851, 9.13822, 632.9083, 179.7788, 771.0817, 103.883, 290.6072, 670.0834, 954.6959
381.7, 9.997651, 358.4358, 128.3463, 210.7339, 67.89285, 4.511523, 101.5108, 225.8697, 275.285, 154.4077, 235.1536, 897.4161, 129.6028, 343.2603, 1453.538, 84.69255, 170.5255, 5.052971, 8.70483, 669.3848, 167.5829, 825.502, 99.36426, 380.8385, 641.6891, 912.5855
381.8, 9.561993, 340.7634, 121.4843, 201.2415, 64.75684, 4.279873, 96.10543, 214.0199, 290.9017, 146.8242, 386.9357, 857.3501, 245.1699, 325.6848, 1425.867, 80.08811, 162.2003, 4.751251, 8.291994, 638.0438, 206.071, 779.9066, 95.04208, 361.8676, 614.4981, 1018.205
381.9, 9.145318, 323.9624, 168.8967, 192.1766, 61.76569, 4.060118, 90.98792, 202.7918, 274.6899, 139.6131, 368.3074, 819.0729, 285.6559, 324.8642, 1506.68, 75.734, 154.2815, 4.467548, 7.898737, 655.7725, 192.0915, 778.6444, 90.90791, 343.8417, 588.4592, 1069.626
382, 8.7468, 307.9897, 159.8667, 184.2206, 58.9127, 3.851647, 86.14291, 192.1527, 259.3817, 171.1664, 350.576, 782.5047, 271.2655, 422.0653, 1432.927, 71.61661, 146.7494, 4.200785, 7.524132, 625.0688, 179.0604, 792.056, 86.95356, 342.713, 563.5237, 1022.446
382.1, 8.365649, 292.8045, 176.9852, 184.9948, 56.19149, 3.653879, 81.55589, 182.0718, 244.9265, 204.0956, 381.2788, 747.5691, 257.6001, 400.4549, 1417.485, 67.72306, 139.585, 3.94995, 7.167292, 595.8027, 166.9132, 748.308, 83.17123, 470.7847, 539.6449, 1088.01
382.2, 8.001106, 278.3681, 167.5228, 176.6618, 53.59597, 3.466267, 77.21312, 233.818, 308.9944, 256.9069, 362.9229, 714.1932, 244.6231, 379.9509, 1413.904, 64.04119, 200.6633, 3.714093, 6.827376, 567.9068, 305.5717, 791.199, 79.55341, 447.3333, 516.7779, 1105.916
382.3, 7.652449, 264.6434, 158.5662, 168.7041, 161.9703, 3.288287, 73.1016, 243.3174, 291.7743, 244.2893, 345.4507, 797.338, 232.2998, 360.4968, 1344.692, 60.55949, 190.8667, 3.49232, 6.503581, 541.317, 284.8423, 747.4983, 76.09297, 425.05, 494.8799, 1075.708
382.4, 7.318985, 251.5954, 150.0886, 161.1049, 154.4888, 3.119446, 69.20901, 230.5523, 275.5139, 232.2914, 328.8196, 761.7401, 220.5973, 342.0388, 1278.867, 57.26709, 181.5485, 3.283789, 6.195141, 515.9722, 265.519, 706.2113, 72.78305, 403.8767, 1000.539, 1065.569
382.5, 7.000052, 239.1907, 147.7355, 153.848, 147.3529, 2.959275, 65.5237, 218.4568, 260.1597, 220.8827, 312.9892, 764.8319, 209.4844, 324.5258, 1336.361, 54.15368, 172.6852, 3.087709, 5.90133, 491.8141, 249.0043, 842.9624, 69.61711, 383.7582, 958.1418, 1018.569
382.6, 6.695017, 227.3976, 139.8369, 146.918, 148.4188, 2.807327, 62.03464, 206.996, 245.6611, 210.0344, 297.921, 752.9772, 198.9313, 307.9096, 1270.944, 51.20953, 164.2545, 2.903338, 5.621454, 545.5646, 232.1123, 970.2995, 66.58888, 364.6418, 917.5413, 973.641
382.7, 54.27525, 216.1859, 132.3606, 140.3002, 141.5633, 2.663182, 58.73136, 196.1363, 231.9706, 199.7189, 283.5782, 805.7689, 188.9098, 311.9099, 1208.73, 48.42544, 193.6135, 2.729976, 5.35485, 564.9454, 216.3662, 916.7064, 63.69238, 346.4777, 878.6613, 1111.994
382.8, 66.00499, 205.5271, 125.284, 133.9804, 171.9916, 2.526437, 55.60397, 185.8465, 219.043, 189.91, 283.7485, 815.4588, 179.3932, 295.9396, 1149.561, 45.79272, 184.1612, 2.566965, 5.100891, 670.1021, 201.6883, 866.0735, 60.92186, 329.2184, 841.4287, 1062.946
382.9, 63.12875, 195.3938, 118.5857, 127.9453, 214.9071, 2.396714, 63.7369, 191.0246, 206.8359, 180.5828, 270.088, 804.9542, 170.3559, 280.787, 1093.288, 43.30313, 175.1703, 2.413688, 4.858976, 638.7275, 188.0061, 818.2372, 58.27186, 312.8189, 805.7739, 1016.061
383, 87.26487, 185.76, 112.2456, 288.4811, 217.914, 2.273652, 60.34298, 181.0028, 195.309, 171.7138, 257.0851, 859.7502, 161.774, 266.4102, 1153.675, 40.94889, 166.6183, 2.269564, 4.628534, 635.0949, 175.2521, 831.5341, 55.73713, 297.2363, 771.6298, 1027.538
383.1, 142.1122, 176.6013, 145.5472, 275.4866, 207.8484, 2.156909, 57.12978, 223.0932, 184.4246, 178.8303, 244.7083, 844.5292, 153.6244, 252.7696, 1097.201, 38.72264, 391.9746, 2.134045, 4.409021, 605.3594, 163.3633, 785.6055, 53.31266, 282.4299, 738.9326, 1005.635
383.2, 135.9195, 167.8941, 137.7655, 281.6218, 418.0645, 2.04616, 54.08768, 214.8905, 174.1467, 170.0473, 232.9273, 806.8244, 145.8853, 239.8274, 1097.96, 36.61742, 431.2079, 2.006618, 4.199918, 577.0161, 152.281, 959.4924, 50.99365, 313.1173, 707.621, 961.2778
383.3, 129.9967, 159.6163, 138.6522, 268.9363, 398.7539, 1.941097, 51.20757, 237.1432, 164.4416, 212.0971, 221.7135, 770.803, 138.5361, 227.5478, 1174.52, 34.62666, 444.1539, 1.886801, 4.000733, 549.9998, 141.9506, 906.4962, 48.77551, 297.5198, 677.6361, 918.8771
383.4, 124.3319, 151.7465, 131.2392, 282.628, 537.1615, 1.84143, 48.48082, 224.702, 329.6136, 201.6803, 211.0395, 868.1219, 131.5571, 215.897, 1347.783, 32.74413, 469.3193, 1.774137, 3.810994, 693.2305, 132.3209, 856.4272, 46.65385, 282.6993, 648.9218, 1064.682
383.5, 118.914, 144.2648, 136.2561, 269.8972, 512.3497, 1.746879, 45.89927, 307.6642, 362.9947, 191.7751, 200.8794, 829.3638, 159.3016, 204.8427, 1331.165, 30.96395, 590.2767, 1.668201, 3.630254, 872.033, 123.3445, 904.7474, 44.62449, 354.8435, 621.4243, 1061.49
383.6, 113.7322, 137.1519, 269.4108, 257.7398, 562.4277, 1.657184, 43.45518, 291.5232, 366.2047, 212.8301, 191.2085, 792.3361, 378.4586, 194.3545, 1266.003, 185.8787, 574.5789, 1.568591, 3.458085, 831.2039, 114.977, 854.775, 42.6834, 479.9363, 595.0919, 1014.669
383.7, 108.7762, 130.3898, 255.0069, 277.2381, 536.4489, 1.572094, 41.14124, 355.9837, 409.5822, 202.3772, 182.0031, 756.9615, 359.3932, 184.4032, 1204.03, 175.7731, 546.5275, 1.474928, 3.294082, 792.2864, 107.1772, 807.5627, 40.82674, 456.0289, 569.8754, 969.9136
383.8, 163.708, 123.961, 241.373, 306.7374, 511.67, 1.491373, 38.95051, 337.3077, 389.9577, 192.4378, 173.241, 723.1663, 428.6703, 174.9615, 1174.315, 166.2169, 944.4214, 1.386858, 3.137856, 755.191, 99.90644, 762.9582, 39.05085, 433.3125, 545.7274, 1144.42
383.9, 388.4611, 117.8492, 228.4681, 292.9205, 505.3727, 1.414796, 36.87644, 456.0642, 368.2256, 182.9865, 164.9006, 690.8799, 407.0754, 166.0031, 1192.438, 201.2674, 1001.875, 1.304047, 81.57152, 719.8325, 93.12896, 720.8173, 37.3522, 411.7277, 522.6026, 1116.598
