 , C000, C002, C003, C004, C005, C006, C008, C009, C010, C011, C012, C014, C015, C016, C019, C022, C026, C029, C044, C045, C052, C055, C082, C090, C113, C116
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
9.199999999999999, 181.5466, 1005.156, 477.8405, 80.76646, 396.6287, 443.2607, 936.7396, 902.2971, 2249.33, 267.7444, 1526.136, 470.1771, 598.111, 798.1756, 356.7809, 315.1228, 54.79759, 3472.284, 208.2499, 328.0558, 571.8177, 943.3033, 1279.293, 802.8974, 2398.944, 1399.874
9.300000000000001, 173.6355, 955.5973, 452.2929, 77.12837, 378.3082, 420.5009, 1041.24, 854.96, 2214.272, 254.5945, 1452.664, 449.1856, 567.9802, 757.3077, 358.9833, 297.9907, 52.12233, 3514.792, 198.3735, 312.696, 607.4453, 1102.914, 1373.238, 762.9022, 2564.825, 1607.256
9.4, 166.0692, 908.4824, 428.1113, 73.65416, 360.8339, 398.9098, 985.7947, 812.5358, 2367.886, 242.0905, 1382.728, 429.1313, 539.3672, 742.1953, 341.4106, 281.79, 49.57768, 3529.569, 188.9654, 298.0554, 621.017, 1041.996, 1411.859, 724.8994, 2456.143, 1536.363
9.5, 158.8325, 863.6905, 405.2225, 70.33644, 344.1668, 378.4273, 933.3022, 836.1457, 2235.925, 230.2005, 1316.159, 409.9724, 512.1957, 704.1937, 324.6982, 266.4701, 47.15726, 3428.71, 180.0035, 284.1002, 578.8882, 1204.704, 1350.446, 688.7896, 2352.066, 1569.001
9.6, 151.9112, 910.4786, 383.5574, 67.16817, 328.2695, 358.9966, 883.6049, 825.7977, 2334.82, 218.8946, 1252.795, 391.6688, 765.6464, 668.1378, 391.1714, 251.983, 44.85501, 3223.977, 171.4667, 270.7985, 603.3067, 1138.164, 1291.703, 654.4785, 2531.882, 1499.795
9.699999999999999, 145.2915, 865.5883, 363.0507, 64.14261, 313.1066, 353.3581, 836.5538, 821.9338, 2204.702, 208.1439, 1192.482, 374.1824, 796.4271, 633.928, 372.0231, 238.2836, 42.66515, 3219.723, 163.3347, 258.1195, 572.0226, 1075.299, 1235.516, 621.8766, 2424.596, 1458.781
9.800000000000001, 138.9603, 822.9113, 343.6403, 61.25333, 298.644, 407.4746, 792.0082, 778.8127, 2280.558, 197.9212, 1135.073, 357.4767, 822.4614, 601.4699, 396.5818, 225.3289, 40.58221, 3027.469, 155.5883, 246.0342, 671.5216, 1015.906, 1181.774, 590.8987, 2385.527, 1469.161
9.9, 132.9049, 782.3383, 325.2677, 58.49421, 284.8495, 386.5523, 749.8347, 755.8546, 2153.464, 188.2006, 1080.427, 341.5168, 781.0286, 570.6736, 377.1686, 213.0786, 38.60096, 2846.695, 148.2094, 234.5147, 625.9667, 959.7942, 1130.368, 561.4639, 2284.442, 1683.126
10, 127.1134, 743.7658, 307.8774, 55.85936, 271.6921, 366.7043, 719.5342, 822.2243, 2212.278, 178.9574, 1028.412, 326.2695, 741.683, 541.4542, 419.3424, 201.4942, 36.71643, 2676.715, 141.1804, 223.5346, 583.5023, 906.7813, 1081.199, 533.4954, 2364.289, 1625.321
10.1, 121.5743, 707.0951, 356.3112, 53.3432, 259.1425, 347.8755, 681.2197, 780.4579, 2156.488, 170.1682, 978.9008, 311.7029, 704.3195, 513.7309, 460.5059, 190.5397, 34.9239, 2877.038, 134.4848, 213.0685, 616.6626, 856.6966, 1034.169, 506.9201, 2534.539, 1553.631
10.2, 116.2766, 672.2324, 337.2612, 50.94038, 247.1726, 330.0134, 644.9455, 739.5128, 2173.385, 161.8106, 931.7735, 297.7866, 668.8383, 487.427, 477.5661, 180.1807, 33.21889, 2705.246, 128.1067, 203.0925, 574.8293, 809.3782, 989.1842, 481.6686, 2427.139, 1485.102
10.3, 111.2097, 639.0885, 319.2296, 65.87084, 235.7555, 313.0685, 610.6028, 700.7158, 2052.263, 153.8635, 886.9151, 284.4916, 635.1445, 505.0131, 454.1886, 170.3849, 31.59712, 2793.615, 122.0311, 193.5836, 535.8339, 764.6734, 946.1563, 457.675, 2324.292, 1419.596
10.4, 106.3636, 607.5788, 302.1622, 62.90372, 224.8659, 296.9936, 578.0889, 663.9542, 1937.892, 146.3067, 844.2163, 271.7903, 656.6301, 479.1555, 431.9555, 161.1217, 30.05453, 2626.804, 116.2437, 184.5199, 499.4839, 722.4377, 968.2415, 434.8766, 2356.551, 1356.98
10.5, 101.7287, 577.6227, 286.0072, 60.07025, 214.4792, 281.7441, 547.3063, 629.1212, 1829.895, 139.1211, 844.7299, 259.6559, 623.5513, 569.4378, 410.8107, 152.362, 28.58725, 2469.954, 110.7307, 175.8806, 465.5997, 682.535, 926.1246, 413.2138, 2370.349, 1508.678
10.6, 97.29575, 549.1435, 270.7159, 57.36441, 204.5723, 267.2776, 529.1143, 596.1157, 1727.916, 132.2884, 804.062, 248.0634, 592.1389, 540.2817, 390.701, 144.0787, 27.1916, 2322.47, 105.4792, 167.6457, 434.0143, 644.8361, 885.8397, 392.6302, 2302.91, 1442.132
10.7, 93.05598, 797.0223, 256.2422, 54.78046, 195.123, 265.7204, 500.9395, 564.8417, 1691.665, 125.7913, 765.3521, 236.9884, 562.3089, 512.6184, 371.5757, 136.2456, 25.86408, 2183.792, 100.4767, 159.7965, 404.5715, 609.2195, 879.8036, 373.0718, 2325.034, 1436.124
10.8, 89.00096, 1005.974, 242.5423, 52.3129, 186.1101, 330.6463, 480.0697, 535.2084, 1782.364, 119.6132, 728.5056, 226.4078, 533.9817, 556.7492, 364.7734, 134.6008, 24.60138, 2298.249, 95.71149, 152.3147, 377.1261, 575.5702, 841.5337, 354.4878, 2324.567, 1372.779
10.9, 85.12265, 1033.425, 229.5749, 49.95649, 177.5136, 313.6689, 465.6311, 507.1298, 1816.158, 113.7386, 693.4332, 216.2996, 507.0815, 528.2427, 346.9173, 177.1157, 23.40032, 2161.018, 91.17228, 145.1832, 351.5425, 543.7794, 804.9283, 336.8295, 2508.737, 1637.837
11, 81.41334, 1352.485, 217.3008, 47.70622, 169.3142, 504.8887, 440.8368, 515.7698, 1848.74, 108.1525, 660.0492, 206.6427, 481.5365, 623.7526, 520.7433, 247.806, 22.2579, 2107.766, 86.84834, 138.3856, 327.6945, 513.7446, 960.8171, 320.0508, 2402.431, 1695.068
11.1, 77.86565, 1468.392, 205.6829, 45.55732, 161.4935, 478.9646, 417.3627, 488.711, 2025.47, 102.8407, 628.2725, 197.417, 457.2783, 591.8154, 495.2523, 234.3336, 21.17125, 1981.908, 82.72946, 131.9063, 305.4643, 485.3686, 1044.23, 304.1079, 2356.662, 1659.469
11.2, 74.47257, 1419.812, 194.6861, 43.50521, 154.034, 505.4329, 395.1385, 463.0718, 1980.152, 97.78986, 598.0255, 188.6031, 434.2422, 561.5135, 471.0091, 221.5937, 20.13766, 1951.164, 78.80593, 125.7304, 284.7421, 458.56, 998.8079, 288.9592, 2389.647, 1586.272
11.3, 71.22735, 1349.809, 184.2773, 41.54554, 146.9191, 506.5094, 374.0978, 438.7777, 1940.356, 92.98705, 595.916, 180.1828, 412.3665, 532.7631, 447.9526, 209.5464, 19.15452, 1957.365, 75.06847, 119.8436, 265.4257, 433.2321, 955.3615, 274.5651, 2288.387, 1551.561
11.4, 68.12354, 1468.82, 174.425, 39.67414, 140.1328, 480.5021, 354.1775, 415.7581, 1832.221, 88.42013, 599.2475, 172.1383, 391.5929, 505.4848, 426.0247, 198.1541, 18.21938, 1840.488, 71.50827, 114.2325, 247.4197, 409.3032, 1046.82, 260.8881, 2438.992, 1483.124
11.5, 65.15498, 1405.496, 165.0994, 37.88704, 133.66, 455.8302, 335.3179, 453.6366, 1754.052, 84.0775, 570.3979, 164.4531, 371.8658, 479.6031, 405.1703, 187.3812, 17.3299, 1730.59, 68.11691, 108.884, 230.6352, 386.6959, 1001.285, 247.8923, 2372.358, 1417.705
11.6, 62.31578, 1429.144, 156.2725, 36.18043, 127.4862, 432.425, 317.4626, 429.8375, 1656.3, 79.94816, 542.9373, 157.1109, 353.1324, 475.1747, 385.3367, 206.5294, 16.48384, 1742.983, 64.8864, 103.786, 214.9893, 365.3373, 957.731, 235.5439, 2312.586, 1355.172
11.7, 59.6003, 1358.681, 147.9174, 34.5507, 121.5975, 410.2216, 300.5581, 407.2869, 1669.636, 76.02162, 624.3563, 150.0966, 335.3428, 515.8447, 366.4739, 195.3011, 15.67909, 1657.331, 61.80909, 152.5098, 200.4048, 345.1584, 916.0712, 223.8106, 2214.592, 1352.423
11.8, 57.00315, 1291.692, 140.0091, 32.99438, 115.9809, 444.3969, 284.5537, 385.9195, 1576.589, 72.28793, 623.8409, 143.3954, 318.4494, 489.4326, 348.5346, 203.3996, 14.91362, 1593.416, 58.87773, 145.3692, 186.8097, 326.0941, 974.0516, 212.6618, 2120.75, 1414.487
11.9, 54.51917, 1228.006, 132.5235, 31.50816, 110.6236, 468.6427, 269.4015, 365.673, 1495.441, 68.73762, 598.067, 136.9933, 302.407, 464.3729, 331.4734, 192.3415, 14.18553, 1524.313, 56.08539, 193.7107, 174.1368, 308.0828, 1042.544, 202.0684, 2245.534, 1452.77
12, 52.14344, 1167.461, 125.4382, 30.08889, 105.5139, 444.5797, 255.0562, 346.4887, 1412.101, 65.36167, 599.4072, 130.8772, 287.1728, 454.8874, 400.66, 300.5211, 13.49298, 1472.627, 53.42548, 184.641, 162.3237, 291.0663, 1016.642, 192.0026, 2150.381, 1398.687
12.1, 49.87123, 1109.9, 118.7317, 28.73355, 100.6401, 431.9449, 241.4747, 328.3109, 1442.193, 62.15154, 570.5499, 125.034, 272.706, 489.4611, 424.8811, 284.1829, 12.83424, 1384.694, 50.89172, 175.996, 151.312, 658.0812, 1059.429, 182.4383, 2059.26, 1372.097
12.2, 47.69804, 1211.372, 112.3838, 27.43926, 95.9915, 501.9603, 228.6164, 380.4544, 1634.051, 59.09905, 543.0819, 119.4518, 258.968, 488.4972, 404.0827, 349.0919, 12.20767, 1302.012, 108.715, 167.7558, 141.0472, 621.733, 1013.346, 173.3504, 2130.464, 1347.78
12.3, 45.61954, 1169.493, 106.3752, 26.20327, 91.5576, 476.1866, 216.4428, 360.4947, 1567.404, 56.19649, 526.8188, 114.1187, 245.9221, 663.4058, 410.366, 377.4405, 11.61168, 1254.389, 112.2663, 159.9013, 131.4788, 587.3925, 1191.841, 164.7152, 2064.12, 1352.153
12.4, 43.63162, 1111.832, 100.6879, 25.02296, 87.32851, 451.7362, 204.9175, 444.475, 1553.336, 53.43649, 501.4562, 109.0238, 267.68, 650.8597, 390.278, 356.9203, 11.04479, 1336.113, 296.2605, 152.4146, 122.5595, 554.9487, 1139.998, 156.5101, 2108.987, 1292.511
12.5, 41.73032, 1057.014, 95.30467, 23.89581, 83.29475, 540.8187, 194.0058, 421.1565, 1466.769, 50.81203, 477.3146, 104.1563, 254.1952, 617.5346, 371.1734, 470.6042, 10.50557, 1286.702, 282.21, 145.2785, 114.2453, 524.2969, 1090.41, 148.7138, 2019.621, 1359.829
12.6, 39.91188, 1064.696, 90.20924, 22.81943, 79.44732, 568.8444, 183.6752, 452.0167, 1460.535, 48.31647, 468.689, 99.50618, 380.0204, 665.8265, 448.8614, 445.019, 9.992684, 1235.1, 453.6503, 138.4764, 106.4951, 495.3382, 1042.979, 141.3058, 2282.023, 1299.849
12.7, 38.17268, 1059.013, 85.38625, 21.79154, 75.7776, 627.7733, 173.8947, 428.3025, 1555.62, 45.94349, 446.1248, 95.06364, 360.8763, 631.7351, 450.9771, 420.8249, 9.504834, 1161.35, 432.1355, 131.9929, 99.27066, 467.9789, 997.6112, 134.2669, 2185.324, 1382.373
12.8, 36.50925, 1070.851, 80.82111, 20.80995, 72.27739, 693.5435, 164.635, 405.8325, 1468.927, 43.68704, 424.6471, 90.81944, 430.9865, 720.3719, 453.1068, 397.9461, 9.040801, 1092.004, 411.641, 125.8129, 92.53632, 442.1307, 1025.099, 127.5786, 2158.63, 1348.362
12.9, 34.91832, 1248.067, 76.50004, 19.87258, 68.93886, 685.3448, 155.8684, 384.5414, 1415.708, 41.54142, 404.2033, 86.76472, 432.0453, 690.0889, 430.9267, 450.2208, 8.599422, 1149.107, 413.2376, 119.9223, 86.25882, 417.7103, 1070.902, 121.2234, 2067.16, 1288.888
13, 33.39672, 1211.545, 72.41, 18.97743, 65.75453, 650.155, 147.5685, 364.3672, 1336.811, 46.69286, 384.7437, 82.89103, 410.2804, 654.7552, 409.8322, 626.4991, 8.179592, 1264.517, 402.9455, 114.3074, 80.40717, 394.6387, 1024.319, 115.1849, 2142.263, 1335.553
13.1, 31.94142, 1169.296, 68.53863, 18.1226, 62.71729, 706.1984, 139.7107, 345.2514, 1364.967, 44.39961, 366.2209, 79.19028, 397.115, 621.2307, 489.157, 592.4385, 7.780258, 1281.209, 420.903, 108.9555, 74.95248, 372.8414, 979.7631, 109.4471, 2219.201, 1298.241
13.2, 30.54953, 1230.542, 64.87424, 17.30627, 59.82035, 678.5662, 132.2712, 327.1385, 1288.898, 42.21899, 348.59, 75.65476, 377.1096, 696.1173, 465.2122, 560.2297, 7.400421, 1403.264, 607.559, 103.8541, 69.86784, 352.248, 937.145, 103.9951, 2184.906, 1385.78
13.3, 29.2183, 1294.541, 61.40576, 16.52672, 57.05721, 643.7244, 125.2279, 309.9759, 1290.926, 40.14547, 412.203, 72.27708, 386.2239, 775.152, 442.4394, 529.772, 7.039126, 1354.131, 578.7449, 98.9916, 65.12813, 332.7921, 923.415, 98.81477, 2092.323, 1384.882
13.4, 27.94508, 1230.715, 58.12273, 15.78228, 54.42171, 684.7247, 118.5597, 293.7136, 1218.984, 38.17379, 392.3583, 69.05021, 366.7673, 735.4629, 420.7815, 518.1979, 6.695471, 1273.274, 551.2973, 94.35675, 60.70995, 314.4108, 883.248, 93.89246, 2093.511, 1372.535
13.5, 26.72734, 1170.036, 55.01522, 15.07138, 51.90794, 694.9387, 112.2465, 278.3045, 1303.618, 36.29894, 373.469, 65.9674, 348.2908, 697.806, 400.1837, 542.1131, 6.368593, 1197.245, 655.1294, 89.9389, 56.59149, 297.0448, 1011.635, 89.21534, 2004.8, 1311.994
13.6, 25.56267, 1112.348, 52.07385, 14.39249, 49.51028, 692.9402, 106.2695, 263.7039, 1230.968, 34.51617, 355.489, 63.02222, 341.3339, 773.8849, 380.5942, 717.281, 6.057673, 1190.086, 624.0592, 85.72791, 52.75243, 280.638, 967.6311, 84.7712, 2050.901, 1477.956
13.7, 24.44875, 1130.745, 49.28975, 13.74419, 47.22338, 689.0541, 100.6107, 249.8692, 1463.179, 42.54833, 338.3747, 60.20854, 340.3749, 734.2608, 387.7971, 712.3794, 5.761934, 1119.024, 648.7164, 81.71407, 49.17379, 265.1374, 1029.566, 80.54845, 1963.996, 1433.301
13.8, 23.38337, 1074.994, 46.65449, 13.12509, 45.0421, 653.6738, 95.25333, 236.7603, 1383.929, 40.45863, 322.0843, 57.52047, 323.2279, 696.6654, 368.8139, 783.3986, 5.480632, 1276.844, 617.9503, 77.88817, 45.83793, 250.4929, 984.7816, 76.53604, 2011.203, 1370.08
13.9, 22.36441, 1088.691, 44.16013, 12.53388, 42.96158, 620.1101, 90.1812, 224.3392, 1376.481, 38.47157, 306.5782, 54.95242, 306.9448, 660.995, 350.76, 740.808, 5.213063, 1260.89, 757.9394, 74.24139, 42.72836, 236.6573, 1064.864, 72.72351, 1925.979, 1438.282
14, 21.38986, 1035.014, 41.79912, 11.96929, 40.97716, 588.2698, 85.37914, 212.5697, 1299.771, 36.5821, 370.7162, 52.49902, 291.482, 627.1509, 333.5899, 700.5328, 4.958558, 1350.452, 729.7708, 70.76537, 39.82975, 223.5859, 1018.544, 69.10089, 1915.74, 1374.842
14.1, 20.45777, 983.9836, 39.56435, 11.43014, 39.0844, 615.5519, 100.6899, 201.4176, 1227.335, 34.78542, 444.2495, 50.15516, 276.7981, 595.0398, 317.2602, 792.9263, 4.716477, 1269.815, 695.1606, 67.45208, 37.12777, 211.2364, 974.2395, 65.65873, 1834.562, 1314.199
14.2, 19.5663, 935.4692, 37.44906, 10.91528, 37.27907, 610.2038, 95.32826, 190.8507, 1332.036, 44.95799, 422.8619, 47.91593, 262.854, 564.5728, 301.7299, 749.8176, 4.486215, 1193.992, 662.1919, 64.29394, 34.60908, 199.5691, 931.8617, 62.38803, 1915.896, 1256.232
14.3, 18.71368, 889.3467, 35.44686, 10.4236, 35.55713, 578.8721, 90.25214, 180.8381, 1374.469, 42.74995, 402.5041, 45.77668, 249.6123, 535.6657, 335.3831, 709.0527, 4.267195, 1122.697, 630.7867, 61.28365, 32.26126, 188.5462, 1066.224, 59.28027, 1834.711, 1200.821
14.4, 17.89821, 845.4982, 33.55171, 9.954076, 33.91473, 549.1492, 85.4463, 171.3508, 1297.871, 40.65035, 383.1263, 43.73294, 237.0377, 508.2387, 318.9657, 670.5039, 4.058867, 1168.439, 600.871, 58.41431, 30.07272, 178.1321, 1019.846, 56.3273, 1801.374, 1266.168
14.5, 17.11827, 1012.751, 31.75788, 9.505699, 32.34819, 712.5359, 80.89638, 162.3612, 1225.542, 38.65387, 433.5697, 41.78045, 225.0965, 482.2161, 303.3519, 634.0509, 3.86071, 1098.67, 572.3741, 55.67931, 28.03263, 168.2932, 975.4839, 53.52144, 1725.042, 1272.394
14.6, 16.37232, 979.8951, 30.05996, 9.077519, 30.85401, 675.9499, 76.58873, 153.8433, 1181.493, 36.75544, 412.6963, 39.91512, 213.7569, 457.5258, 288.5024, 599.5798, 3.672228, 1084.046, 545.2286, 53.07238, 26.13095, 158.9978, 959.5577, 50.85535, 1784.091, 1216.27
14.7, 15.65888, 987.7222, 28.45281, 8.668627, 29.42884, 641.2424, 72.51046, 145.7722, 1224.307, 34.95025, 392.8279, 38.13307, 202.9886, 434.0998, 330.9103, 566.9827, 3.492947, 1045.348, 689.0452, 50.58749, 24.35827, 150.2158, 946.4251, 48.32206, 1768.203, 1162.622
14.8, 14.97653, 939.0234, 26.9316, 8.278152, 28.06951, 745.2846, 68.64935, 163.6709, 1156.077, 33.23372, 376.3003, 36.43059, 271.4734, 411.8731, 314.7118, 536.1578, 3.322418, 982.929, 659.1163, 48.21895, 22.70585, 141.9189, 905.2572, 45.91497, 1913.427, 1283.113
14.9, 14.32391, 985.0488, 25.49171, 7.905267, 26.77296, 707.0171, 64.99385, 155.0842, 1120.644, 31.60149, 358.184, 34.80411, 257.7975, 390.7846, 299.3062, 507.0088, 3.160216, 924.2369, 645.7242, 45.96131, 21.16553, 134.0802, 865.88, 43.62778, 1832.347, 1304.816
15, 13.69973, 1030.257, 24.12881, 7.549178, 25.5363, 670.7145, 61.533, 146.948, 1058.191, 60.46695, 388.5004, 33.25025, 244.8106, 370.7758, 284.6548, 479.4644, 3.005932, 1019.692, 615.1, 43.80937, 19.72969, 126.6744, 828.2157, 41.45452, 1801.952, 1247.262
15.1, 13.10275, 979.4614, 22.83877, 7.209128, 24.35677, 712.317, 58.25643, 139.2387, 1060.63, 57.4972, 369.7968, 31.76576, 258.4426, 351.7914, 270.7206, 453.3976, 2.85918, 1036.454, 646.2849, 55.7766, 18.39127, 119.6778, 792.1897, 39.38952, 1885.377, 1192.247
15.2, 12.53178, 980.0059, 21.6177, 6.884397, 23.23171, 1189.872, 55.15434, 131.9338, 1001.522, 54.67331, 351.9937, 30.34755, 405.8988, 333.7791, 464.6396, 428.748, 2.719593, 1021.834, 742.7498, 53.1651, 17.14363, 113.0675, 757.7307, 37.42739, 1805.486, 1173.4
15.3, 11.98569, 931.6876, 20.46192, 6.574292, 22.15863, 1546.599, 52.21743, 125.0122, 945.7076, 59.08935, 335.0476, 28.99266, 385.451, 322.3448, 512.7244, 405.4384, 2.58682, 1105.459, 707.5241, 50.67587, 80.65505, 106.8224, 821.2755, 35.563, 1932.179, 1245.974
15.4, 11.4634, 995.7267, 19.36794, 6.278156, 21.13511, 1638.525, 49.43691, 118.4537, 997.2121, 56.18726, 318.9174, 27.69825, 366.0333, 305.8402, 498.3208, 423.9528, 2.46053, 1039.45, 673.9691, 48.3032, 75.18356, 100.9222, 785.5513, 33.79148, 1892.441, 1191.016
15.5, 10.96387, 946.6332, 18.33244, 5.995359, 20.15886, 1554.393, 46.97865, 112.2393, 941.6381, 53.42771, 303.5638, 26.46164, 347.5938, 304.8887, 473.9274, 400.904, 2.340405, 1131.428, 717.0031, 46.04161, 70.08324, 95.34795, 785.2219, 32.10821, 1848.574, 1180.042
15.6, 10.48611, 899.9603, 17.3523, 5.725301, 19.22772, 1474.581, 44.47708, 106.3509, 889.1611, 60.214, 288.9493, 25.28024, 330.0832, 289.2779, 450.728, 436.8269, 2.226145, 1063.869, 682.9985, 43.88591, 65.32892, 90.08154, 751.0661, 128.6207, 1834.137, 1127.992
15.7, 10.02917, 855.5885, 16.42456, 5.467408, 18.33958, 1478.096, 42.10872, 277.0959, 963.6297, 57.25668, 298.5608, 24.15158, 313.4547, 274.4664, 534.5168, 413.0781, 2.117462, 1083.053, 901.1215, 41.83115, 60.89712, 85.10602, 718.396, 122.2137, 1803.303, 1295.771
15.8, 9.592134, 904.0532, 42.33014, 5.221131, 17.49246, 1630.789, 96.41261, 262.5586, 1037.771, 54.44461, 284.1872, 23.07331, 297.6639, 260.4133, 539.2253, 611.5237, 2.014086, 1018.382, 858.3848, 39.87258, 56.76596, 80.40531, 687.147, 175.6635, 1881.167, 1409.964
15.9, 9.174146, 859.4797, 56.44032, 4.985948, 16.68447, 1547.054, 126.9429, 248.784, 979.9367, 51.77064, 270.5055, 22.04318, 299.5894, 256.3875, 533.0035, 578.2772, 1.915757, 1032.812, 817.675, 38.00572, 52.91506, 340.6076, 711.3925, 166.9131, 1859.956, 1406.544
16, 8.774372, 817.1038, 53.42276, 4.761358, 15.91381, 1467.619, 120.1833, 235.7321, 925.3254, 49.228, 293.3626, 36.82732, 284.4971, 249.03, 558.2789, 546.8383, 1.822229, 1007.062, 778.8959, 36.22627, 49.3254, 321.7946, 680.4481, 158.5986, 1865.082, 1344.503
16.1, 8.392018, 984.412, 50.56653, 85.80623, 15.17874, 1420.827, 113.7837, 223.3649, 1074.542, 50.28628, 398.0374, 35.18313, 425.609, 316.1546, 530.9504, 519.6287, 1.733266, 1251.195, 741.956, 65.03015, 65.96326, 304.0208, 839.8102, 247.0333, 1829.15, 1319.944
16.2, 8.026327, 1052.825, 371.7235, 114.5535, 14.47763, 1392.683, 107.7248, 352.2918, 1313.437, 155.7717, 483.031, 63.40548, 468.4128, 775.2777, 554.4565, 491.3782, 1.648647, 1784.221, 763.4045, 61.9854, 61.48843, 500.133, 803.2798, 234.7277, 1780.911, 1261.723
16.3, 7.676571, 1602.467, 508.4851, 205.3183, 13.8089, 1457.289, 425.9629, 481.846, 1304.384, 356.6422, 544.576, 402.7504, 444.8158, 850.2101, 710.2598, 715.2745, 1.568158, 2680.717, 758.6225, 383.2817, 527.9701, 472.5088, 768.3386, 590.4475, 1839.499, 1405.695
16.4, 7.342055, 1561.205, 663.5102, 196.0698, 13.17106, 1382.463, 403.2809, 658.6124, 1231.691, 339.1262, 790.6771, 522.3845, 422.4075, 1058.625, 776.9641, 754.0708, 1.4916, 3308.451, 829.6585, 523.6593, 492.1535, 588.7988, 1127.706, 561.0352, 1761.552, 1679.081
16.5, 7.022117, 1619.699, 628.0359, 187.2379, 12.56268, 1374.717, 381.8066, 624.0596, 1401.07, 322.4705, 801.1606, 558.3802, 401.128, 1004.422, 738.9307, 713.0746, 1.418779, 3259.493, 838.1118, 499.1412, 458.7667, 556.2773, 1131.448, 533.0881, 1686.907, 1605.019
16.6, 6.716121, 1707.695, 594.4582, 227.4513, 11.9824, 1304.13, 594.1884, 591.3196, 1322.989, 306.6329, 762.5903, 533.4509, 380.9206, 1083.252, 702.7591, 674.3072, 1.349513, 3423.935, 882.9348, 951.8701, 427.6448, 525.5522, 1082.232, 506.5331, 1826.234, 1561.442
16.7, 6.423458, 1623.499, 562.6757, 217.2058, 11.42893, 1237.168, 599.736, 801.8829, 1249.26, 291.573, 868.1536, 509.6345, 361.7311, 1092.169, 668.3582, 637.6474, 1.283629, 3278.824, 891.2475, 907.3029, 398.6341, 976.3467, 1035.157, 481.3008, 1748.849, 1492.569
16.8, 6.143548, 1543.454, 532.5925, 207.4219, 10.90102, 1173.644, 817.9475, 759.8138, 1179.639, 279.0519, 832.0807, 486.8813, 343.5083, 1036.248, 635.6412, 861.7441, 1.220961, 3752.981, 885.7159, 864.8223, 371.5915, 922.4196, 1083.726, 457.3255, 1960.9, 1426.734
16.9, 5.875836, 1467.355, 504.1176, 213.6692, 10.3975, 1113.382, 841.9761, 719.9517, 1113.899, 287.5443, 792.0219, 465.1441, 326.2035, 983.1904, 604.5258, 916.9821, 1.161353, 3854.43, 843.7099, 824.3308, 346.3833, 871.4711, 1067.048, 434.5445, 1907.245, 1418.9
17, 5.619791, 1425.897, 568.6072, 204.0446, 9.91723, 1056.214, 797.1418, 706.8214, 1051.822, 308.7615, 753.8915, 444.3773, 309.7705, 932.8494, 574.9335, 945.437, 1.104655, 3624.277, 803.6961, 785.7351, 322.8853, 823.3367, 1082.384, 412.8983, 2079.386, 1356.314
17.1, 5.374902, 1355.594, 538.2069, 270.6848, 9.459147, 1332.225, 754.6948, 765.0367, 1196.266, 293.5971, 857.6228, 424.5377, 294.1653, 885.086, 546.7897, 894.0368, 1.050725, 3934.872, 765.58, 748.9465, 300.9814, 777.8609, 1035.302, 392.3304, 2013.693, 1296.489
17.2, 5.140685, 1288.758, 509.4319, 258.492, 9.022224, 1540.616, 714.5081, 760.2973, 1154.615, 279.1776, 816.3342, 405.5838, 279.3463, 839.7682, 590.6193, 974.1686, 0.9994276, 3699.915, 729.2715, 713.8804, 280.5633, 734.8969, 990.2684, 372.787, 1966.728, 1239.302
17.3, 4.916673, 1225.217, 482.1953, 246.8483, 8.605483, 1461.512, 723.783, 720.4099, 1090.269, 315.9844, 777.0334, 387.4762, 265.2737, 887.4553, 561.7078, 960.6238, 0.9506348, 3704.224, 897.6642, 680.4561, 261.5304, 694.306, 947.1934, 354.2172, 2127.122, 1184.639
17.4, 4.702424, 1215.423, 456.4149, 235.7292, 8.207991, 1557.423, 685.2423, 682.615, 1175.166, 300.4653, 739.6246, 370.177, 251.9102, 911.7413, 534.2114, 920.9026, 0.9042242, 3866.029, 1037.839, 720.2466, 243.7886, 655.957, 905.9921, 336.5724, 2036.986, 1132.386
17.5, 4.49751, 1155.498, 432.0129, 225.1108, 7.828859, 1477.455, 701.5817, 646.803, 1131.115, 363.1953, 704.0168, 353.6501, 239.2198, 865.0587, 508.0611, 1059.35, 0.8600793, 3745.919, 988.6188, 898.3743, 227.2504, 619.7261, 938.2794, 319.8065, 1950.671, 1163.219
17.6, 4.301527, 1098.527, 408.9155, 214.9708, 7.467239, 1401.594, 664.2233, 612.8699, 1176.658, 345.3575, 670.1234, 337.8611, 227.1687, 906.3675, 483.1909, 1001.757, 0.8180895, 3721.14, 941.7325, 956.2005, 211.8341, 585.4965, 1061.305, 303.8758, 1993.902, 1111.911
17.7, 4.114082, 1203.082, 387.053, 205.2876, 7.122324, 1387.931, 628.8541, 580.7169, 1242.539, 328.3958, 637.8616, 322.7769, 247.8614, 859.96, 459.5381, 953.7333, 0.7781498, 3526.847, 963.5366, 911.4306, 197.4637, 553.1574, 1057.702, 288.7386, 2150.773, 1062.866
