 , C001, C002, C011, C012, C014, C016, C017, C021, C022, C023, C025, C026, C028, C031, C035, C036, C039, C040, C042, C044, C049, C050, C051, C055, C058, C059, C061, C064, C069, C075, C079, C080, C081, C084, C085, C088, C094, C099, C100, C113
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
372.3, 103.6863, 370.0982, 393.4652, 859.0327, 1362.73, 489.1579, 571.9512, 0.6375474, 1297.034, 765.4908, 353.4871, 527.4677, 84.65018, 681.0579, 1885.09, 2841.005, 385.8092, 1110.317, 1603.915, 478.2817, 329.1683, 1668.683, 719.6375, 2145.624, 1648.729, 1246.97, 3020.256, 476.1969, 713.9952, 1419.28, 697.8621, 1091.715, 1019.601, 27.14753, 2743.635, 2207.59, 3980.905, 651.0469, 1511.029, 975.3401
372.4, 99.23177, 353.8784, 376.8786, 874.1617, 1297.581, 468.1003, 548.3665, 0.60989, 1240.803, 733.2306, 338.1595, 506.0317, 81.13143, 653.5695, 1800.794, 2744.548, 365.2221, 1059.962, 1535.526, 457.6341, 315.5406, 1590.002, 689.302, 2118.016, 1567.771, 1190.355, 3052.653, 454.4983, 682.4563, 1424.548, 664.5389, 1042.256, 974.5379, 25.976, 2702.525, 2406.868, 3911.791, 802.1932, 1447.764, 1092.616
372.5, 94.96866, 338.3694, 360.9911, 836.1579, 1235.546, 447.9492, 525.7542, 0.5834323, 1187.011, 702.33, 323.4965, 485.4669, 77.75895, 627.1906, 1882.87, 2777.333, 345.7335, 1011.891, 1599.581, 437.8778, 302.4771, 1609.933, 660.2453, 2157.248, 1683.283, 1136.312, 3041.908, 433.7885, 652.3105, 1362.916, 632.8069, 995.0379, 931.4661, 24.85502, 2577.474, 2353.64, 3857.975, 769.2603, 1387.148, 1045.295
372.6, 90.88869, 323.5402, 345.7734, 807.8912, 1308.136, 428.6656, 504.0744, 0.5581224, 1239.536, 771.4871, 309.4693, 465.7378, 74.52666, 601.8763, 1798.674, 2656.478, 327.2849, 966, 1584.834, 418.9744, 289.9544, 1534.022, 632.4135, 2159.142, 1626.617, 1084.721, 3019.27, 414.0223, 623.4964, 1406.579, 602.5901, 949.9586, 890.2979, 23.78242, 2528.879, 2330.315, 3923.332, 737.6793, 1403.874, 1034.236
372.7, 86.98401, 309.3608, 331.1972, 800.0737, 1531.762, 410.2121, 483.2886, 0.5339105, 1341.722, 824.9873, 296.0504, 446.8105, 71.42873, 577.5838, 1792.901, 2645.29, 309.8206, 922.1902, 1611.43, 400.887, 277.9502, 1558.081, 605.7548, 2066.588, 1546.744, 1035.473, 2880.953, 395.1568, 595.955, 1382.091, 726.3884, 906.9216, 1013.361, 22.75611, 2411.864, 2273.291, 4220.783, 707.3949, 1496.495, 1089.013
372.8, 83.24707, 295.8028, 317.2355, 781.8069, 1790.235, 392.553, 463.3599, 0.5107489, 1361.013, 790.2197, 283.2133, 428.6524, 68.45957, 554.2717, 1762.309, 2658.267, 293.2884, 880.3672, 1542.721, 383.5805, 266.4429, 1484.615, 580.22, 2048.562, 1470.794, 988.4612, 2838.565, 377.1509, 569.6302, 1414.629, 691.703, 865.8344, 1209.422, 21.77409, 2315.599, 2308.61, 4174.412, 678.3538, 1433.839, 1041.848
372.9, 79.67068, 282.8391, 303.8623, 747.8182, 1825.396, 375.6541, 444.2529, 0.4885921, 1360.547, 756.9174, 270.9329, 411.2322, 65.61384, 531.9006, 1683.504, 2599.614, 277.6382, 840.441, 1476.941, 367.0212, 255.4121, 1414.613, 555.7615, 2117.866, 1628.563, 1022.984, 2903.54, 359.9655, 544.4683, 1547.22, 658.6739, 826.6086, 1155.969, 20.83444, 2386.637, 2255.731, 4334.99, 650.5049, 1373.806, 996.7261
373, 76.24793, 270.4434, 291.0529, 734.0931, 2070.725, 359.4827, 425.9339, 0.4673964, 1301.563, 725.0185, 259.1849, 394.52, 62.88639, 510.4323, 1672.524, 2486.493, 262.8232, 802.3256, 1478.189, 351.1767, 244.8379, 1347.912, 532.3341, 2027.082, 1599.102, 1028.187, 2865.551, 343.5632, 520.4177, 1516.978, 627.2219, 789.1599, 1104.878, 19.93534, 2342.561, 2220.078, 4155.722, 623.7993, 1465.497, 953.5581
373.1, 72.97223, 258.591, 278.7834, 734.6489, 2202.689, 344.0074, 408.3702, 0.4471203, 1245.136, 694.4639, 247.9464, 378.487, 60.27233, 489.8306, 1766.177, 2500.703, 248.7987, 765.9387, 1415.161, 336.0162, 234.7015, 1284.356, 509.8942, 2052.649, 1520.581, 981.506, 2744.649, 327.9083, 497.4296, 1568.316, 597.2718, 753.4077, 1056.046, 19.07505, 2275.405, 2172.337, 4200.719, 598.19, 1529.981, 1006.997
373.2, 69.83726, 247.2581, 267.0312, 702.7103, 2241.337, 329.1984, 391.5308, 0.4277238, 1191.156, 665.197, 237.1951, 363.1055, 58.62643, 470.0604, 1687.199, 2564.557, 235.5226, 731.2021, 1354.821, 321.5102, 224.9848, 1223.796, 488.4003, 1964.66, 1445.915, 936.9442, 2777.205, 312.9667, 475.4569, 1500.464, 568.7518, 719.2753, 1009.371, 18.25188, 2242.092, 2068.641, 4119.73, 573.6321, 1465.922, 963.3845
373.3, 66.83697, 236.4218, 255.7745, 672.1602, 2227.545, 423.2447, 375.3858, 0.4091687, 1139.515, 637.1635, 226.9101, 348.3491, 56.18945, 451.0881, 1722.542, 2498.436, 222.9549, 698.0408, 1351.52, 307.6305, 215.6703, 1166.093, 467.8123, 1950.746, 1398.231, 894.4055, 2649.977, 298.7059, 454.4548, 1491.892, 541.5937, 686.6892, 964.7599, 17.46423, 2249.154, 2067.87, 4147.075, 550.0825, 1404.546, 921.6605
373.4, 63.96557, 226.0605, 244.9922, 660.3256, 2121.05, 405.0246, 359.9065, 0.3914185, 1200.851, 717.4534, 217.071, 334.1924, 53.85376, 432.8816, 1734.325, 2389.717, 211.0579, 666.3834, 1338.919, 294.3499, 206.7414, 1111.109, 448.0923, 1867.125, 1521.279, 853.7981, 2684.29, 285.095, 434.3804, 1455.348, 515.7324, 655.5794, 922.1202, 16.71058, 2164.355, 2040.942, 4155.718, 527.4996, 1345.739, 1013.368
373.5, 61.21754, 216.1532, 234.6645, 631.6182, 2092.084, 387.5888, 345.0656, 0.3744383, 1148.79, 687.2177, 207.6585, 320.611, 51.61516, 415.4099, 1715.353, 2285.729, 199.7956, 636.1617, 1369.554, 281.6426, 198.1823, 1194.036, 429.2035, 1787.089, 1514.069, 815.0344, 2596.931, 272.1042, 415.1928, 1420.474, 491.1059, 625.879, 881.3651, 15.98944, 2207.463, 1999.756, 4102.423, 505.8438, 1289.395, 969.4793
373.6, 58.58756, 206.6801, 224.7721, 743.7384, 2020.023, 370.9037, 494.7075, 0.3581948, 1195.745, 658.2561, 198.6542, 307.5816, 49.46961, 398.6434, 1638.647, 2429.88, 189.1344, 607.3107, 1360.491, 390.113, 189.9774, 1233.829, 520.1804, 1764.396, 1494.892, 778.0306, 2665.251, 259.7054, 396.8527, 1359.019, 467.6554, 597.5242, 842.4112, 15.29943, 2168.377, 1932.922, 4068.586, 485.0771, 1235.409, 927.4913
373.7, 56.07057, 197.6222, 215.2968, 711.4047, 2102.488, 354.9367, 505.0064, 0.342656, 1143.906, 680.7736, 190.0404, 295.0816, 47.41325, 382.5536, 1653.13, 2425.466, 179.042, 579.7681, 1405.994, 373.2716, 182.1123, 1175.652, 498.2528, 1775.493, 1448.17, 742.7068, 2594.95, 247.8716, 379.3228, 1300.222, 445.3247, 570.4539, 951.5707, 14.63919, 2125.457, 1863.142, 4145.799, 465.1629, 1183.684, 965.009
373.8, 53.66171, 188.9613, 206.2209, 680.4766, 2250.894, 339.6572, 512.1027, 0.3277912, 1094.314, 652.0836, 181.8, 283.0897, 113.6662, 367.1133, 1579.206, 2319.923, 169.4881, 553.4745, 1379.697, 357.1573, 174.5728, 1120.218, 477.2496, 1862.512, 1438.934, 873.1042, 2491.747, 236.577, 362.5671, 1243.969, 424.0602, 544.61, 909.514, 14.00745, 2114.748, 1955.01, 4280.671, 446.0662, 1134.125, 1031.315
373.9, 51.35634, 180.6799, 197.5275, 650.8932, 2327.99, 325.0354, 490.9858, 0.3135713, 1144.597, 624.6027, 173.9169, 271.5851, 151.8707, 352.2961, 1508.589, 2339.499, 160.4441, 528.3735, 1320.869, 341.7386, 182.9276, 1067.398, 457.1317, 1782.674, 1452.396, 903.5315, 2489.213, 225.797, 346.5516, 1314.661, 582.9904, 519.937, 869.316, 13.40297, 2052.821, 1897.493, 4400.188, 605.7613, 1213.519, 986.6491
374, 49.15001, 172.7615, 189.2007, 622.5959, 2271.117, 360.7505, 526.433, 0.2999682, 1109.988, 709.142, 166.3757, 260.548, 145.5577, 338.077, 1556.767, 2271.815, 151.8827, 504.4109, 1373.416, 326.9856, 175.3543, 1017.068, 437.8619, 1706.258, 1473.353, 862.5098, 2486.085, 215.5083, 331.2436, 1257.784, 555.1523, 496.3817, 830.8947, 12.82457, 2107.979, 1806.917, 4456.325, 580.8926, 1162.71, 943.9175
374.1, 47.03847, 165.1901, 181.2249, 701.7603, 2226.636, 345.2207, 576.5946, 0.2869553, 1156.183, 679.2565, 159.1615, 249.9595, 139.5071, 324.4317, 1606.025, 2227.667, 143.7781, 567.0508, 1314.855, 312.8694, 207.5554, 969.1119, 419.4044, 1726.779, 1434.723, 823.3506, 2452.737, 205.6883, 316.6118, 1275.967, 528.6436, 473.8936, 794.1714, 12.27114, 2010.439, 1818.468, 4309.544, 557.0448, 1209.156, 968.1531
374.2, 45.01764, 157.9505, 173.5853, 711.3796, 2242.639, 330.3594, 552.8184, 0.2745069, 1166.458, 650.6304, 152.26, 239.8013, 133.7081, 311.3372, 1565.554, 2312.078, 136.106, 541.334, 1258.791, 299.3627, 219.1153, 923.4167, 401.7249, 1798.462, 1442.72, 785.9692, 2458.237, 196.3159, 302.6263, 1267.269, 503.4007, 452.4243, 873.1571, 11.74158, 2025.645, 1851.237, 4168.354, 534.1761, 1158.53, 926.2226
374.3, 43.08363, 151.0282, 166.2677, 680.4526, 2135.422, 357.5248, 654.0934, 0.2625985, 1195.178, 623.2108, 145.6579, 230.0559, 128.1501, 298.7712, 1602.409, 2269.897, 128.8432, 516.7836, 1322.28, 286.4391, 255.0499, 976.8718, 384.7906, 1777.729, 1461.32, 750.285, 2398.835, 187.3705, 289.2585, 1251.058, 479.3631, 431.9277, 834.566, 11.23488, 1974.375, 1762.869, 4273.613, 512.2462, 1110.024, 886.1081
374.4, 41.2327, 144.4093, 159.2587, 680.123, 2072.512, 342.1339, 627.1215, 0.2512067, 1143.364, 596.9467, 139.342, 220.7066, 122.8231, 286.7124, 1530.754, 2274.278, 121.968, 493.3466, 1301.067, 274.0733, 367.0179, 930.8108, 368.5703, 1721.875, 1389.564, 716.2209, 2458.071, 178.8327, 276.4813, 1248.665, 456.4733, 412.3596, 797.6805, 10.75005, 1991.915, 1805.766, 4200.215, 491.2166, 1063.548, 910.8384
374.5, 39.4613, 138.0804, 152.5451, 664.1127, 2021.798, 327.4054, 601.2618, 0.2403091, 1128.404, 651.9109, 133.3, 211.7372, 164.8986, 275.1403, 1501.642, 2229.826, 115.4597, 470.9725, 1245.591, 262.2415, 351.8232, 886.9216, 353.0337, 1747.702, 1358.934, 683.7034, 2457.427, 170.6839, 264.2684, 1227.578, 434.6765, 393.678, 762.4252, 10.28614, 1899.745, 1719.568, 4168.579, 574.3752, 1096.805, 935.0937
374.6, 37.766, 132.0289, 146.1145, 635.2407, 1979.459, 313.3111, 576.4684, 0.2298842, 1079.484, 692.7865, 127.5199, 203.1323, 166.5689, 264.0353, 1493.042, 2265.977, 109.2987, 449.613, 1289.847, 311.0473, 337.2575, 845.1019, 338.1519, 1766.79, 1292.206, 652.6622, 2344.849, 162.9064, 252.595, 1387.443, 413.9205, 375.8428, 818.9816, 9.842247, 1921.903, 1683.406, 4191.591, 550.795, 1198.539, 1018.148
374.7, 36.14352, 126.2427, 139.955, 607.6238, 2044.536, 299.8234, 552.6973, 0.2199116, 1079.886, 663.5903, 121.9905, 194.8772, 161.8967, 253.3784, 1531.66, 2196.213, 103.4664, 513.0054, 1234.85, 297.6192, 347.3022, 805.254, 323.8976, 1770.692, 1228.754, 623.0304, 2318.466, 155.4834, 241.4373, 1327.417, 394.1557, 358.8156, 833.7959, 9.417512, 1904.808, 1671.743, 4018.252, 528.1829, 1202.49, 974.0527
374.8, 34.59076, 120.71, 134.0551, 581.2076, 1946.79, 375.6199, 529.9065, 0.2103716, 1234.003, 635.6245, 116.7009, 186.9575, 199.8267, 243.1517, 1514.894, 2100.645, 97.94534, 560.3477, 1182.198, 284.7708, 332.9238, 767.285, 310.244, 1781.208, 1168.418, 714.6942, 2284.726, 148.3986, 230.7724, 1269.987, 375.3346, 342.5598, 796.9445, 9.011106, 1899.698, 1591.943, 4032.406, 506.4991, 1152.143, 931.8666
374.9, 33.10469, 115.4198, 128.404, 555.9399, 1895.202, 359.45, 508.0555, 0.2012455, 1180.505, 608.8372, 111.6406, 179.3596, 191.5202, 233.3378, 1518.201, 2009.236, 186.4178, 534.9349, 1131.79, 272.4771, 319.1406, 731.1063, 297.1661, 1704.855, 1174.463, 744.7284, 2368.834, 141.6366, 220.5786, 1280.497, 357.4122, 327.0405, 761.7217, 8.622237, 1811.795, 1628.675, 4089.101, 640.6263, 1232.409, 891.5077
375, 31.68248, 110.3614, 122.9911, 531.7706, 1890.661, 343.9761, 487.1055, 0.1925153, 1129.327, 583.1789, 106.7997, 172.0706, 183.5591, 223.92, 1604.391, 1973.191, 280.5047, 510.6747, 1244.171, 292.19, 321.9056, 824.5491, 284.6394, 1674.63, 1238.554, 710.9166, 2345.981, 135.1827, 210.8351, 1316.891, 340.3456, 312.2242, 728.0558, 8.250151, 1798.182, 1608.324, 3990.854, 614.3263, 1180.809, 999.8199
375.1, 30.32136, 105.5248, 117.8064, 521.0099, 1800.272, 329.1684, 467.0194, 0.1841637, 1080.367, 558.6019, 102.1688, 165.0777, 175.9289, 214.8823, 1560.514, 1969.436, 265.5367, 487.5147, 1191.121, 279.576, 333.4916, 785.6703, 272.6408, 1647.738, 1195.79, 678.64, 2332.16, 129.0229, 201.522, 1281.176, 460.9854, 298.0792, 695.8777, 7.894121, 1845.053, 1604.523, 3945.272, 589.106, 1131.37, 956.5179
375.2, 29.01872, 100.9001, 112.8402, 498.3592, 1714.204, 347.7557, 447.7616, 0.1761745, 1033.529, 579.2926, 97.73862, 158.3691, 168.6159, 206.2093, 1490.733, 2079.353, 251.3675, 465.4051, 1259.479, 327.463, 389.0323, 748.6247, 261.1479, 1655.37, 1231.42, 647.8287, 2370.326, 123.1438, 192.6203, 1259.844, 471.4498, 284.575, 665.1219, 7.553456, 1791.965, 1527.932, 4019.849, 564.921, 1084.001, 915.0913
375.3, 27.77204, 96.47804, 108.0834, 476.6932, 1710.378, 332.7853, 429.2979, 0.1685319, 988.7224, 602.1562, 93.50056, 151.933, 161.6068, 197.8865, 1442.855, 2146.211, 237.9543, 444.2981, 1205.776, 313.3263, 377.1931, 713.3259, 250.1396, 1672.802, 1194.672, 618.4163, 2356.864, 117.5326, 184.1118, 1224.945, 448.9378, 271.6826, 673.1297, 7.227492, 1709.047, 1454.997, 3853.613, 541.7289, 1038.615, 875.4589
375.4, 26.57892, 92.24982, 103.5271, 473.6443, 1668.064, 348.3931, 411.5955, 0.1612208, 1082.697, 616.0806, 89.44627, 145.7586, 154.8891, 189.8995, 1482.746, 2139.408, 225.2568, 424.1484, 1154.364, 299.7998, 365.6079, 679.6914, 239.5952, 1690.721, 1239.541, 590.3392, 2248.893, 112.1771, 175.9791, 1321.258, 427.5009, 259.3743, 660.8641, 6.915595, 1699.049, 1385.543, 3963.466, 519.489, 1168.25, 837.5429
375.5, 25.43706, 88.2069, 99.16288, 460.8152, 1678.515, 333.3953, 394.6231, 0.1542269, 1035.758, 590.1171, 85.56777, 139.835, 148.4507, 182.2349, 1462.868, 2240.481, 237.0777, 404.9126, 1105.143, 286.8573, 350.4716, 647.6429, 229.4954, 1618.247, 1178.676, 563.5369, 2214.461, 107.0656, 168.2057, 1264.095, 624.0543, 247.6236, 691.6075, 6.617157, 1632.141, 1398.981, 3993.212, 498.1621, 1119.336, 893.0474
375.6, 24.34426, 84.34117, 94.98264, 511.5823, 1662.617, 319.043, 378.3506, 0.1475364, 1118.155, 565.2477, 81.85746, 134.1522, 142.2799, 174.8797, 1409.17, 2159.599, 224.427, 386.5491, 1197.335, 274.4735, 387.2903, 617.1055, 219.8213, 1548.879, 1120.799, 537.9515, 2306.886, 102.187, 160.7756, 1209.406, 594.2555, 236.4052, 724.8239, 6.331598, 1581.169, 1332.202, 3828.077, 477.7107, 1105.295, 854.3696
375.7, 23.2984, 80.64486, 90.97861, 539.7941, 1676.964, 305.3087, 581.9708, 0.1411361, 1089.038, 576.8721, 78.30803, 128.7004, 136.3656, 167.8213, 1346.156, 2167.142, 258.131, 369.0184, 1146.282, 262.6244, 427.701, 588.0081, 210.555, 1604.07, 1154.692, 513.5276, 2255.046, 97.53069, 153.6738, 1157.082, 694.0656, 225.6951, 692.7887, 6.058362, 1660.523, 1297.568, 3930.265, 596.3252, 1081.264, 971.0624
375.8, 22.29747, 77.11053, 87.14338, 516.3267, 1596.792, 307.6412, 557.9728, 0.1350135, 1113.463, 655.5954, 74.91251, 123.4701, 130.6971, 161.0478, 1453.007, 2164.377, 244.3569, 352.2828, 1285.077, 251.2867, 519.4701, 694.9407, 201.6793, 1625.886, 1097.993, 571.1467, 2197.462, 93.08656, 146.8856, 1328.094, 660.9237, 215.4702, 683.4241, 5.796918, 1683.44, 1235.629, 3797.028, 665.3083, 1067.202, 929.0059
375.9, 21.33954, 73.73111, 83.46982, 567.8901, 1583.774, 294.3976, 570.6241, 0.1291564, 1229.77, 627.9666, 71.66422, 118.4523, 125.2643, 154.5477, 1388.033, 2249.01, 286.6115, 336.3062, 1254.989, 240.4386, 497.9638, 835.4973, 193.1778, 1684.205, 1170.734, 584.3111, 2197.243, 88.84495, 140.3973, 1270.635, 629.3643, 205.7086, 689.4293, 5.546756, 1615.871, 1233.84, 3850.718, 685.009, 1052.566, 960.3683
376, 20.42277, 70.49979, 79.95112, 543.2013, 1596.466, 281.7242, 623.4904, 0.1235535, 1209.763, 601.5021, 68.55677, 113.6385, 120.0573, 148.3099, 1325.964, 2151.145, 399.5846, 321.0541, 1243.563, 230.0587, 505.1571, 796.1023, 185.0346, 1612.01, 1113.246, 557.7825, 2176.001, 84.79661, 134.1956, 1239.468, 599.3119, 196.3891, 760.5938, 5.307389, 1623.008, 1318, 3899.44, 656.8868, 1545.664, 918.775
376.1, 19.54539, 67.41008, 76.58075, 519.5858, 1520.141, 339.1662, 597.7803, 0.1181936, 1179.302, 576.1529, 65.58407, 109.0203, 115.0667, 142.3239, 1266.67, 2165.031, 378.2625, 306.4937, 1190.539, 220.127, 484.2433, 758.5648, 177.2347, 1542.909, 1161.933, 646.2444, 2217.938, 80.93273, 128.2679, 1325.126, 570.6945, 187.4919, 726.9777, 5.078352, 1617.623, 1318.035, 3882.392, 674.8718, 1480.949, 878.983
376.2, 18.70569, 64.45578, 73.35246, 532.0757, 1550.659, 324.5656, 573.1305, 0.1130663, 1250.219, 551.872, 62.74027, 104.5898, 110.2836, 136.5795, 1256.066, 2118.987, 358.078, 292.5937, 1309.948, 210.624, 464.1955, 722.7973, 169.7636, 1585.536, 1199.216, 616.9039, 2178.462, 77.24492, 122.602, 1267.796, 543.4436, 178.9978, 694.8474, 4.8592, 1575.86, 1255.119, 3814.693, 674.9473, 1418.944, 923.6932
376.3, 17.90207, 61.63096, 70.26027, 508.944, 1476.525, 310.5934, 628.0958, 0.1081613, 1196.018, 528.6144, 60.01978, 100.3393, 105.6994, 131.067, 1301.987, 2065.376, 338.9707, 279.3241, 1322.095, 201.5312, 444.9776, 688.7162, 162.6074, 1550.874, 1224.959, 588.8956, 2220.165, 73.72515, 117.1863, 1212.946, 517.494, 170.8884, 664.137, 4.649504, 1502.942, 1290.779, 3822.758, 712.0834, 1359.534, 883.6882
376.4, 17.13298, 58.92994, 67.29842, 486.8178, 1481.007, 311.2622, 602.1959, 0.1034692, 1312.643, 575.9292, 57.41726, 96.26157, 101.3056, 125.777, 1272.457, 2156.938, 320.8829, 266.6562, 1265.723, 254.3251, 462.7614, 656.2422, 155.7529, 1594.298, 1164.81, 562.1588, 2139.117, 70.36576, 112.0099, 1233.86, 492.7834, 163.1465, 634.784, 4.448858, 1595.122, 1229.164, 3685.995, 682.8498, 1302.612, 845.4159
376.5, 16.39692, 56.34729, 64.46143, 488.1205, 1410.203, 297.8628, 577.364, 0.09898057, 1255.735, 623.3521, 54.92758, 92.34956, 97.09455, 120.7005, 1295.65, 2063.079, 303.7603, 369.7579, 1389.837, 243.3458, 443.6029, 625.2993, 149.1873, 1525.957, 1279.66, 709.5674, 2179.705, 461.1598, 107.0622, 1180.478, 469.2528, 155.7553, 606.7283, 4.256871, 1536.212, 1336.581, 3731.429, 654.8163, 1248.073, 912.4395
376.6, 15.69249, 53.87782, 61.74404, 466.8996, 1420.507, 285.0402, 553.556, 0.09468669, 1201.295, 597.0821, 52.54586, 88.59653, 93.05852, 115.8288, 1271.276, 2069.152, 287.5514, 352.9888, 1330.576, 343.7566, 544.7938, 693.8481, 142.8985, 1526.472, 1323.401, 677.3519, 2130.683, 557.1937, 102.333, 1206.834, 529.6133, 148.6989, 579.9127, 4.073168, 1565.212, 1341.378, 3686.386, 727.4616, 1195.818, 967.5204
376.7, 15.01833, 51.51659, 59.1412, 479.4196, 1423.972, 272.7696, 530.7297, 0.09057908, 1216.866, 571.9192, 50.26741, 84.99602, 89.19025, 111.1538, 1214.428, 1999.608, 272.2074, 336.9801, 1273.842, 328.9164, 543.6438, 661.1321, 136.8748, 1534.136, 1369.097, 646.5991, 2137.419, 580.572, 97.81267, 1154.622, 504.324, 141.9623, 554.2822, 3.897393, 1532.345, 1277.348, 3757.37, 697.5967, 1145.75, 925.6173
376.8, 14.37312, 49.25883, 56.64808, 463.6653, 1419.848, 382.4129, 573.1049, 0.08664966, 1164.111, 547.8167, 110.2004, 81.54183, 85.48279, 106.6675, 1267.63, 1956.72, 257.6822, 321.6975, 1219.527, 314.7169, 521.1367, 788.2548, 131.105, 1569.436, 1301.869, 617.2426, 2097.58, 586.7125, 93.49204, 1166.539, 515.8344, 135.5308, 529.7844, 3.729204, 1461.441, 1216.374, 3710.377, 668.9578, 1097.779, 885.529
376.9, 13.75564, 47.10003, 54.26006, 459.646, 1351.967, 365.9506, 549.4726, 0.08289071, 1113.643, 623.4689, 115.9428, 78.22802, 81.92943, 102.3622, 1210.945, 1953.126, 243.932, 307.1079, 1264.354, 301.1304, 599.3602, 814.6902, 125.5784, 1502.16, 1237.943, 589.2188, 2001.487, 559.9781, 89.36227, 1116.07, 491.2031, 129.3907, 506.3694, 3.568273, 1574.967, 1158.311, 3752.102, 708.8092, 1051.817, 902.5296
377, 13.16468, 45.03584, 51.97271, 439.6631, 1287.332, 350.1969, 635.2227, 0.07929482, 1065.363, 653.1466, 110.9154, 75.04888, 78.52378, 98.23077, 1156.794, 1928.241, 230.9156, 337.903, 1314.618, 288.1305, 574.5464, 776.2762, 120.2848, 1580.718, 1177.156, 562.4674, 2052.83, 653.5038, 85.41492, 1179.61, 467.748, 123.5288, 483.9893, 3.414287, 1502.09, 1166.186, 3721.208, 679.71, 1007.778, 863.4412
377.1, 12.59911, 43.06211, 49.78179, 456.6537, 1278.333, 380.6325, 609.0289, 0.07585493, 1104.255, 625.6209, 106.106, 71.99894, 75.2597, 94.26604, 1105.066, 2022.595, 218.5937, 322.5786, 1258.564, 275.6917, 550.7599, 739.6736, 115.2144, 1512.959, 1119.354, 536.9305, 2034.807, 623.726, 81.64193, 1143.084, 547.4333, 117.9324, 462.5984, 3.266946, 1578.329, 1110.519, 3709.686, 651.8054, 965.5837, 921.3184
377.2, 12.05783, 41.17488, 47.68322, 461.901, 1217.219, 364.2468, 583.9152, 0.07256427, 1056.382, 599.2552, 124.5982, 69.07294, 72.13129, 90.46134, 1137.472, 1934.583, 206.9294, 307.9491, 1204.901, 263.7899, 527.9582, 704.7968, 110.3577, 1497.254, 1161.988, 512.5531, 2008.052, 595.3051, 78.03561, 1149.766, 521.2932, 112.5896, 442.1528, 3.125963, 1505.297, 1119.724, 3684.029, 625.0464, 925.1559, 881.4163
377.3, 11.53982, 39.37036, 45.67312, 458.4835, 1203.676, 348.5664, 559.837, 0.06941635, 1010.584, 672.8839, 119.1955, 66.26586, 69.13293, 86.8102, 1149.099, 1873.79, 195.8874, 293.983, 1153.526, 252.402, 506.1005, 770.4547, 105.7057, 1479.945, 1146.67, 489.2824, 1978.213, 568.1791, 74.58858, 1124.363, 496.4012, 107.4888, 524.1041, 2.991064, 1478.927, 1066.274, 3531.68, 599.386, 886.4207, 843.2424
377.4, 11.04405, 37.64492, 43.74775, 438.5511, 1146.13, 333.5611, 574.166, 0.066405, 966.7721, 644.5264, 207.9722, 63.57286, 66.25921, 83.30642, 1097.714, 1980.186, 185.4347, 311.1409, 1222.394, 241.5057, 504.7453, 734.1266, 101.2498, 1416.506, 1111.77, 536.2271, 1977.05, 542.2892, 71.29382, 1104.496, 528.0237, 102.6192, 500.9402, 2.861987, 1495.637, 1084.446, 3675.626, 689.3036, 849.3073, 896.8943
377.5, 10.56959, 35.9951, 41.90355, 500.2656, 1167.762, 364.912, 608.1569, 0.06352428, 1103.888, 617.364, 198.9543, 60.9893, 63.50494, 79.94406, 1072.021, 1894.018, 175.5397, 328.985, 1170.273, 231.0798, 483.8486, 699.5114, 96.98171, 1400.443, 1158.271, 577.2559, 1914.471, 517.5791, 68.14459, 1090.137, 540.052, 97.97009, 478.8, 2.73848, 1463.141, 1032.68, 3523.625, 661.0052, 813.7478, 925.6403
377.6, 10.11551, 34.41759, 40.1371, 478.5168, 1111.933, 387.1216, 583.0792, 0.06076853, 1104.331, 630.2881, 190.3274, 58.51073, 60.86516, 76.71741, 1108.821, 1811.601, 166.1728, 314.065, 1120.374, 221.1039, 463.817, 666.5283, 92.89357, 1444.129, 1101.396, 551.0476, 1853.194, 493.9949, 65.13448, 1093.285, 514.2643, 93.53165, 457.6384, 2.620303, 1395.438, 983.3854, 3621.318, 1071.928, 779.6771, 885.551
377.7, 9.680931, 36.37868, 38.4451, 457.7134, 1058.774, 405.5782, 559.0355, 0.05813233, 1077.27, 615.7825, 182.0746, 56.13288, 58.33511, 73.62099, 1088.441, 1855.337, 157.3057, 299.8216, 1148.475, 211.5588, 444.6148, 635.1005, 154.1327, 1382.225, 1074.653, 554.763, 1843.483, 471.4854, 62.25733, 1045.985, 645.0624, 89.29428, 491.7669, 2.507225, 1423.224, 973.5573, 3528.173, 1027.922, 747.033, 847.198
377.8, 9.265027, 34.78436, 36.82444, 451.1483, 1100.01, 405.0404, 535.9833, 0.05561049, 1066.229, 643.9013, 209.3082, 53.85168, 55.91023, 70.64955, 1039.769, 1774.603, 148.9117, 286.2241, 1184.09, 202.4257, 455.8985, 654.2394, 147.6354, 1460.776, 1134.948, 529.5759, 1801.651, 450.0015, 59.50727, 1000.731, 614.2604, 85.24889, 528.883, 2.399028, 1405.388, 1011.852, 3503.833, 985.7219, 715.7556, 876.0198
