 , C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C016, C018, C020, C021, C022, C023, C026, C027, C030, C031, C032, C034, C035, C036, C037, C038, C039, C040, C044, C045, C046, C049, C050, C060, C062, C063, C064, C072, C081, C082, C083, C086, C093
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
36.3, 1197.847, 5.261777, 169.6887, 1156.723, 1950.643, 721.7963, 1435.181, 7810.96, 235.4894, 167.9914, 1486.622, 3229.517, 715.2351, 1785.953, 1227.692, 6618.082, 759.2699, 1491.337, 743.546, 1483.875, 276.5394, 1255.488, 5.724876, 16.83116, 8.346643, 1225.067, 479.4437, 1230.403, 1443.635, 749.709, 474.2706, 1.123835, 918.4114, 784.8912, 1058.202, 945.6211, 459.1579, 3881.924, 594.1371, 984.8076, 678.4239, 229.5209, 549.9233, 239.2561, 1193.86, 1.091063
36.4, 1168.032, 4.976254, 161.4504, 1135.711, 1999.445, 808.95, 1353.707, 7654.039, 225.6348, 160.079, 1372.726, 3196.726, 679.7845, 1697.229, 1171.061, 6587.017, 826.8658, 1416.495, 711.4899, 1414.426, 264.294, 1277.355, 5.485771, 16.11594, 8.005238, 1184.647, 458.5284, 1180.271, 1374.347, 713.7375, 454.8576, 1.077422, 929.5264, 850.7732, 1003.505, 1077.802, 436.7219, 3721.211, 625.5323, 942.3701, 647.9758, 218.8695, 613.0232, 228.7818, 1361.55, 1.041044
36.5, 1119.327, 4.706223, 153.6121, 1085.423, 1948.839, 773.7536, 1338.904, 7711.765, 216.1926, 152.5394, 1354.421, 3181.748, 646.0911, 1612.913, 1117.043, 6629.432, 789.7787, 1493.774, 680.8159, 1375.646, 252.5909, 1315.45, 5.256652, 15.43111, 7.677796, 1134.496, 438.5255, 1154.409, 1371.705, 679.492, 441.0039, 1.032925, 939.6227, 817.7648, 1096.675, 1024.116, 415.3823, 3745.671, 613.3168, 901.7612, 618.8942, 208.7124, 586.9136, 218.766, 1302.591, 0.9933176
36.6, 1072.653, 4.450846, 146.1543, 1221.304, 1864.068, 740.0886, 1318.364, 7534.557, 207.1456, 242.7737, 1415.904, 3032.334, 614.0676, 1602.451, 1096.361, 6619.065, 850.5916, 1479.367, 771.6379, 1485.464, 241.4059, 1260.308, 5.037102, 14.77537, 7.363749, 1086.468, 419.3953, 1107.374, 1458.921, 818.713, 422.9525, 0.9902664, 895.2659, 897.5394, 1039.989, 1039.74, 395.0854, 3841.269, 972.4076, 862.9023, 591.1177, 199.0267, 561.916, 209.1886, 1246.185, 0.9477794
36.7, 1043.495, 4.209326, 139.0586, 1193.682, 1803.812, 707.8884, 1298.671, 7530.663, 198.4771, 231.3391, 1307.426, 3199.165, 583.6314, 1522.843, 1045.789, 6531.079, 872.4092, 1530.538, 835.1247, 1415.941, 230.7163, 1207.477, 4.826722, 14.14751, 7.062546, 1114.158, 401.0995, 1062.255, 1509.372, 779.4307, 405.64, 0.9493693, 853.0031, 857.1701, 986.2337, 1060.044, 375.7802, 3972.673, 928.5627, 825.7179, 564.588, 189.7904, 585.4515, 200.0306, 1192.222, 0.9043288
36.8, 999.9829, 3.980912, 132.3074, 1241.096, 1914.567, 713.4154, 1400.156, 7290.906, 190.1714, 220.4431, 1316.425, 3048.933, 554.7038, 1521.071, 997.5494, 6432.011, 940.6255, 1546.979, 799.1205, 1452.35, 220.5, 1242.907, 4.625129, 13.54632, 6.773664, 1066.991, 383.602, 1018.974, 1436.929, 742.0332, 410.8542, 0.9101611, 855.7856, 818.6165, 935.2567, 1007.242, 357.4184, 4054.622, 886.6948, 790.1359, 539.2488, 180.9828, 560.5162, 191.2735, 1232.541, 0.8628702
36.9, 1001.066, 3.764893, 125.884, 1186.142, 2000.732, 682.3757, 1434.37, 7315.351, 182.2133, 222.733, 1499.839, 3036.178, 527.21, 1445.506, 951.5351, 6453.279, 898.436, 1469.344, 764.6685, 1384.377, 210.7361, 1269.508, 4.431956, 12.97068, 6.496598, 1021.82, 366.8677, 977.4565, 1367.963, 706.4301, 398.5924, 0.8725722, 871.8152, 951.5643, 1002.407, 957.0706, 339.9537, 4120.224, 846.7147, 756.0872, 515.047, 172.5839, 536.6429, 182.8997, 1293.201, 0.8233123
37, 987.9325, 3.560596, 119.7724, 1133.62, 1913.704, 801.206, 1352.942, 7221.018, 174.5882, 301.3293, 1384.93, 2944.587, 501.0789, 1373.695, 907.6433, 6523.328, 858.1388, 1442.033, 772.0173, 1319.585, 201.4045, 1216.291, 4.24685, 12.41951, 6.230865, 978.5626, 350.8634, 937.6309, 1339.981, 672.5352, 382.2771, 0.8365356, 830.6594, 949.1029, 966.3642, 909.3983, 323.3425, 4070.825, 808.5372, 723.5057, 491.9314, 164.5748, 513.7865, 174.8926, 1237.202, 0.7855679
37.1, 965.6091, 3.367384, 113.9575, 1116.22, 1874.96, 961.6524, 1276.136, 6941.652, 167.2822, 287.1368, 1278.825, 2922.999, 476.2429, 1360.099, 865.7762, 6337.038, 819.649, 1369.665, 890.0671, 1257.825, 192.4862, 1165.305, 4.069476, 11.89175, 5.976002, 937.1359, 335.5573, 899.4279, 1275.668, 640.2665, 366.6295, 0.8019875, 791.4465, 922.8627, 980.0712, 864.1005, 307.5429, 3986.103, 772.0811, 692.3282, 469.8531, 156.9373, 491.9035, 167.236, 1183.628, 0.7495539
37.2, 925.345, 3.184657, 108.4249, 1066.795, 1893.269, 919.8122, 1337.28, 7008.27, 160.2819, 366.918, 1180.849, 2785.736, 452.638, 1351.255, 825.8403, 6341.496, 782.8856, 1300.928, 875.3024, 1198.956, 183.9628, 1116.456, 3.89951, 11.38642, 5.731563, 941.7119, 320.919, 862.7814, 1214.442, 609.5462, 383.9413, 0.768866, 754.0847, 902.1083, 929.4127, 956.993, 292.5154, 4174.078, 737.2687, 662.4942, 448.7658, 149.6543, 470.9526, 159.9146, 1236.657, 0.7151908
37.3, 905.8311, 3.011846, 103.161, 1153.809, 1931.192, 879.7924, 1278.161, 6870.319, 153.5745, 349.6362, 1169.367, 2978.108, 430.203, 1365.116, 787.7465, 6335.448, 747.7712, 1323.398, 837.566, 1151.792, 175.8167, 1069.655, 3.736643, 10.90256, 5.497123, 904.7125, 306.9192, 904.0295, 1156.155, 679.4057, 388.9167, 0.7371125, 718.4866, 888.6772, 881.3727, 909.3245, 278.2222, 4175.115, 704.0261, 633.9459, 428.6249, 142.7093, 450.894, 152.9137, 1325.637, 0.6824032
37.4, 917.7901, 2.848412, 98.15257, 1102.72, 1879.873, 841.5139, 1343.756, 6809.821, 147.1479, 333.1685, 1150.417, 2838.258, 408.8801, 1297.298, 761.2894, 6280.219, 780.3953, 1256.984, 992.3931, 1282.179, 168.0314, 1208.247, 3.580578, 10.43927, 5.272272, 968.8114, 293.5301, 963.2458, 1111.11, 713.3784, 372.9974, 0.7066703, 771.9754, 848.7065, 835.8159, 1007.494, 264.6273, 4175.553, 672.2823, 606.6277, 409.3879, 136.0866, 431.6897, 146.2193, 1268.233, 0.6511187
37.5, 931.3891, 2.693846, 93.38733, 1087.901, 1812.409, 804.9007, 1297.339, 6769.483, 140.9902, 344.9159, 1062.279, 2704.974, 504.5171, 1232.85, 737.2268, 6201.901, 745.3925, 1367.123, 1164.285, 1271.479, 160.5909, 1224.958, 3.431032, 9.995662, 5.056618, 1021.541, 280.7252, 998.4983, 1235.287, 679.1501, 357.7297, 0.6774855, 830.1717, 810.5336, 1003.366, 1077.876, 251.6968, 4173.91, 641.9698, 580.4868, 391.0143, 129.7712, 413.3033, 139.818, 1213.315, 0.6212684
37.6, 892.5519, 2.547668, 88.85343, 1120.331, 1841.822, 769.8806, 1335.106, 6580.974, 135.0901, 343.682, 1050.121, 2669.105, 479.5108, 1171.603, 768.4113, 6245.145, 779.8134, 1298.515, 1135.766, 1385.939, 153.4798, 1173.609, 3.287731, 9.570905, 4.849785, 984.6141, 268.4788, 957.8153, 1175.999, 869.2107, 343.087, 0.6495059, 829.7941, 774.0776, 951.5034, 1118.52, 239.3981, 4184.282, 613.024, 555.4724, 373.4653, 123.7489, 395.7001, 133.6969, 1160.775, 0.5927866
37.7, 862.3532, 2.409422, 84.53966, 1086.537, 1841.182, 736.3841, 1259.313, 6601.817, 129.437, 327.4947, 1221.054, 2613.898, 529.7811, 1153.66, 732.9666, 6280.385, 744.8367, 1351.904, 1153.091, 1379.752, 146.6836, 1124.412, 3.150416, 9.164198, 4.651412, 1037.028, 256.7667, 985.6911, 1119.557, 860.9004, 329.0436, 0.6226818, 919.147, 739.2613, 993.711, 1062.806, 227.7003, 4225.53, 585.3834, 531.5358, 356.7039, 118.0061, 378.8466, 127.8438, 1110.51, 0.5656105
37.8, 913.348, 2.278678, 80.43531, 1038.426, 1810.769, 803.6832, 1281.41, 6631.41, 124.0204, 312.0698, 1127.504, 2688.429, 503.5225, 1140.59, 699.1568, 6240.984, 793.8614, 1461.962, 1145.565, 1349.674, 140.1883, 1077.278, 3.018835, 8.774773, 4.461154, 1010.983, 245.5655, 945.5299, 1266.16, 961.0439, 315.5751, 0.5969656, 875.7568, 769.9958, 983.4242, 1009.867, 216.5741, 4252.438, 558.9891, 508.6307, 613.0832, 112.5297, 362.7109, 122.2469, 1156.381, 0.5396803
37.9, 898.2592, 2.155028, 76.53023, 1040.952, 1816.014, 933.903, 1208.666, 6472.882, 118.8305, 297.3714, 1041.121, 2641.464, 570.9883, 1083.927, 793.8886, 6271.164, 791.6077, 1489.708, 1096.177, 1387.078, 133.9807, 1052.19, 2.892751, 8.401896, 4.278678, 1032.75, 234.8529, 966.4982, 1205.39, 994.0378, 302.6578, 0.5723114, 911.6099, 735.3631, 1011.428, 959.5647, 205.9916, 4225.304, 533.7849, 486.7127, 585.5676, 107.3076, 411.0098, 116.8951, 1106.307, 0.5149388
38, 860.8035, 2.038088, 72.81474, 994.8596, 1829.492, 893.2701, 1140.051, 6499.987, 113.8578, 283.3653, 1106.314, 2527.981, 555.213, 1086.347, 757.2687, 6218.089, 756.1021, 1414.947, 1048.918, 1407.602, 128.0479, 1109.588, 2.771932, 8.044866, 4.103665, 1077.685, 224.6077, 927.119, 1147.537, 946.3433, 290.2693, 0.5486754, 868.5755, 782.2366, 1162.343, 911.7681, 195.9262, 4264.173, 509.717, 465.7391, 559.2869, 102.3277, 454.3306, 111.7776, 1058.401, 0.4913317
38.1, 824.9095, 1.927494, 69.27962, 975.8768, 1845.056, 854.4052, 1146.423, 6391.865, 109.0931, 270.0188, 1288.208, 2469.916, 558.6, 1141.338, 722.3379, 6153.645, 809.0053, 1343.939, 1003.697, 1428.734, 122.3779, 1063.075, 2.656159, 7.703006, 3.935811, 1123.404, 214.8094, 889.3443, 1092.461, 1099.165, 278.3879, 0.5260156, 827.5726, 820.0107, 1102.263, 866.3523, 186.3526, 4148.14, 486.7344, 445.6694, 628.2418, 97.57899, 434.98, 106.8841, 1290.325, 0.4688068
38.2, 790.5123, 1.822901, 65.91615, 932.666, 1764.8, 978.95, 1137.786, 6287.141, 104.5279, 257.301, 1189.513, 2417.271, 530.9131, 1084.637, 711.9272, 6042.937, 772.7193, 1276.493, 1081.273, 1453.167, 116.9589, 1018.512, 2.545222, 7.375674, 3.774823, 1126.516, 205.4385, 853.1087, 1040.028, 1110.816, 266.9928, 0.5042916, 788.5054, 824.574, 1045.289, 883.8854, 177.2468, 4233.781, 464.7881, 426.4645, 645.1374, 93.05064, 437.963, 102.2048, 1234.45, 0.4473145
38.3, 760.5824, 1.723983, 194.8027, 925.926, 1814.992, 964.8064, 1166.739, 6291.549, 100.1537, 245.1822, 1098.38, 2460.611, 606.3458, 1118.718, 702.9281, 6165.269, 761.3781, 1212.433, 1034.657, 1399.459, 111.7799, 975.8165, 2.438918, 7.062252, 3.62042, 1078.826, 196.4765, 818.3495, 990.1113, 1192.298, 256.0641, 0.4834648, 751.2825, 943.2646, 991.2592, 862.9172, 168.586, 4254.743, 443.8313, 408.0872, 616.1832, 88.73242, 419.3095, 97.73039, 1180.995, 0.4268076
38.4, 728.8675, 1.630433, 204.042, 884.9269, 1791.07, 922.829, 1100.504, 6408.433, 95.96255, 233.6342, 1164.143, 2387.14, 611.8171, 1063.141, 670.5039, 6229.276, 727.2283, 1348.482, 1101.641, 1460.724, 106.8302, 934.911, 2.337054, 6.762147, 3.472333, 1119.708, 187.9054, 954.3471, 949.6968, 1135.091, 245.5828, 0.4634981, 715.8167, 994.8009, 1131.783, 819.9347, 160.3483, 4215.053, 423.8194, 390.5018, 755.9164, 598.8566, 442.5551, 93.45186, 1129.854, 0.4072407
38.5, 698.475, 1.54196, 279.9735, 975.1479, 1724.016, 1035.513, 1225.9, 6365.351, 91.94679, 222.6301, 1249.721, 2369.081, 785.6274, 1010.326, 694.415, 6132.72, 694.6102, 1280.808, 1054.146, 1392.358, 102.0996, 895.7202, 2.239445, 6.474796, 3.330302, 1095.949, 179.7082, 915.463, 988.454, 1080.629, 235.5305, 0.444356, 811.8528, 1030.978, 1073.282, 874.6549, 152.5132, 4305.708, 404.7098, 373.6742, 763.621, 650.2006, 423.706, 89.36064, 1080.929, 0.3885709
38.6, 731.8417, 1.458287, 318.4088, 931.9694, 1729.038, 990.4591, 1156.306, 6388.066, 88.09908, 212.1443, 1312.534, 2319.281, 813.1049, 960.1337, 699.6542, 6072.673, 694.371, 1216.531, 1008.699, 1418.091, 97.57858, 858.1722, 2.145912, 6.199655, 3.194082, 1068.142, 171.8686, 909.7443, 1013.557, 1028.78, 225.8897, 0.4260045, 877.5327, 1034.275, 1109.187, 976.867, 145.0609, 4247.305, 386.4619, 357.5717, 849.7698, 686.2137, 560.4455, 85.44852, 1034.121, 0.370757
38.7, 701.3252, 1.379155, 302.9502, 890.7027, 1653.828, 1039, 1159.815, 6258.418, 84.41239, 202.1524, 1211.975, 2271.545, 772.8035, 912.4353, 667.381, 6121.276, 776.6215, 1194.649, 965.2121, 1351.721, 93.25773, 822.1982, 2.056286, 5.936206, 3.063433, 1059.441, 164.371, 872.6775, 964.9108, 1100.932, 216.6435, 0.4084108, 836.1071, 1049.24, 1195.205, 928.2086, 137.9727, 4232.689, 369.0367, 342.1631, 921.6813, 654.3685, 536.5753, 81.70768, 989.3411, 0.3537598
38.8, 701.2971, 1.304317, 288.2422, 851.2633, 1700.588, 1043.533, 1145.82, 6108.734, 80.87997, 192.6311, 1185.594, 2365.43, 734.4995, 940.1273, 636.5966, 5860.068, 741.788, 1161.827, 923.5995, 1323.486, 89.1282, 787.7323, 1.970403, 5.683953, 2.938128, 1014.59, 157.2004, 837.121, 1001.647, 1048.109, 207.7757, 0.3915438, 796.637, 1111.381, 1133.427, 881.9738, 131.2309, 4184.278, 352.3972, 327.4186, 880.3156, 624.0012, 513.7217, 78.13062, 946.4999, 0.3375418
38.9, 700.8092, 1.23354, 274.2482, 881.9158, 1709.419, 1171.012, 1226.149, 6078.037, 77.49537, 210.4055, 1227.479, 2254.351, 698.0941, 893.4228, 607.2321, 5856.965, 708.5169, 1103.521, 1047.05, 1261.544, 85.18154, 754.7111, 1.888107, 5.442418, 2.817949, 1101.659, 150.3427, 828.1479, 1034.36, 997.8198, 199.271, 0.3753734, 759.0302, 1061.393, 1074.842, 838.0421, 124.8186, 4122.708, 336.508, 313.3094, 840.8065, 595.0431, 491.8415, 74.71014, 905.5139, 0.3220674
39, 671.5867, 1.166603, 260.9337, 842.8654, 1710.037, 1207.399, 1167.813, 5959.191, 74.2524, 200.4955, 1133.437, 2242.116, 663.4932, 849.0386, 668.2691, 5788.458, 676.7381, 1086.41, 1001.909, 1202.501, 81.40964, 723.0742, 1.809248, 5.211147, 2.702685, 1085.087, 143.7842, 794.4058, 1205.56, 949.9439, 191.1143, 0.3598707, 723.1986, 1013.654, 1019.285, 796.2986, 118.7195, 4043.215, 321.3352, 299.8082, 803.0705, 679.8073, 470.8932, 71.43942, 866.3026, 0.3073023
39.1, 652.2046, 1.103299, 248.2655, 832.8143, 1694.313, 1154.866, 1273.137, 5856.927, 71.14516, 191.0522, 1046.599, 2136.827, 630.6072, 806.8593, 637.4437, 5715.327, 646.3846, 1031.889, 1077.457, 1146.221, 77.80476, 692.7634, 1.733683, 4.989704, 2.592136, 1071.545, 137.5117, 762.0383, 1195.681, 904.3651, 183.2916, 0.3450084, 689.0586, 1076.488, 966.5994, 756.6344, 112.9185, 3975.028, 306.8466, 286.8888, 827.4109, 814.9429, 450.8371, 68.31188, 828.7893, 0.2932141
39.2, 643.8672, 1.04343, 236.2124, 795.9382, 1620.614, 1210.723, 1231.411, 5822.228, 68.16794, 182.0537, 1254.314, 2213.587, 681.2276, 766.7755, 608.0401, 5655.563, 617.3926, 1029.201, 1031.005, 1092.575, 74.3595, 663.7233, 1.661274, 4.777671, 2.486109, 1026.182, 131.5129, 752.0016, 1138.294, 1023.408, 175.789, 0.3307598, 745.1705, 1028.07, 916.6373, 718.9459, 107.401, 3857.693, 293.0112, 274.5261, 790.2762, 777.1237, 431.6352, 65.32126, 792.9005, 0.2797719
39.3, 617.0192, 0.9868095, 224.7444, 858.7348, 1594.994, 1215.3, 1259.442, 5771.292, 65.3153, 173.479, 1257.925, 2109.638, 647.4626, 728.6829, 579.9929, 5570.044, 589.7009, 1072.861, 986.5563, 1054.42, 71.06681, 635.9005, 1.591889, 4.574648, 2.384418, 987.1525, 125.7758, 721.3619, 1227.139, 1050.362, 168.5935, 0.3170997, 709.9933, 981.8293, 869.2577, 683.1347, 102.153, 3906.133, 279.7996, 262.6962, 754.808, 741.0596, 413.2512, 62.46157, 758.5657, 0.2669458
39.4, 591.2906, 0.9332615, 213.8332, 820.7109, 1525.615, 1335.838, 1187.944, 5643.541, 62.58204, 165.3082, 1229.793, 2177.036, 615.3712, 692.4828, 553.2393, 5579.671, 563.2513, 1056.289, 1035.227, 1019.463, 67.91991, 609.244, 1.525402, 4.380252, 2.286888, 945.3622, 120.2889, 691.9706, 1168.242, 1065.001, 161.6926, 0.3040038, 676.4766, 937.6688, 902.2407, 649.1073, 97.16148, 3819.23, 267.1837, 251.376, 793.3343, 902.8046, 395.6501, 59.72707, 725.7177, 0.2547078
39.5, 572.8429, 0.8826191, 229.195, 784.3707, 1532.566, 1277.717, 1170.259, 5632.43, 59.96316, 157.5222, 1135.573, 2258.685, 750.1882, 658.0811, 527.7198, 5562.166, 613.7393, 1003.28, 1009.702, 974.4195, 64.91237, 583.7049, 1.461692, 4.194117, 2.193346, 905.341, 115.0415, 738.121, 1112.172, 1013.901, 155.0741, 0.2914487, 644.5422, 923.7792, 855.6052, 616.7748, 92.41385, 3751.312, 255.1367, 240.5436, 833.6468, 860.9081, 378.7988, 57.11228, 694.2921, 0.2430308
39.6, 548.9564, 0.8347249, 221.3812, 749.6395, 1477.87, 1324.774, 1150.303, 5550.108, 57.45387, 150.103, 1301.579, 2152.618, 713.0052, 625.3884, 503.3775, 5485.54, 586.2114, 952.9302, 1170.408, 928.8143, 62.038, 559.2364, 1.400643, 4.015892, 2.103631, 867.0141, 110.0229, 708.0468, 1058.793, 965.2539, 148.7266, 0.2794121, 721.8763, 882.2297, 811.3802, 586.0528, 87.89821, 3992.184, 243.6328, 230.1781, 796.2321, 942.061, 362.6652, 54.61197, 664.2273, 0.2318892
39.7, 571.4, 0.7894296, 233.1064, 716.4462, 1565.54, 1267.135, 1085.001, 5503.439, 55.04959, 156.2371, 1388.56, 2082.959, 771.7057, 594.3198, 480.1581, 5460.786, 559.9183, 981.5629, 1119.949, 1033.372, 59.29091, 535.7936, 1.342144, 3.84524, 2.017585, 830.3098, 105.2232, 679.198, 1007.976, 918.9405, 142.6388, 0.2678726, 687.7987, 916.3652, 769.4412, 556.8611, 83.60322, 3951.914, 232.6477, 220.2592, 760.4967, 937.9389, 347.2187, 52.22112, 635.4644, 0.2212583
39.8, 597.9543, 0.7465922, 221.7892, 684.7227, 1497.442, 1212.003, 1023.407, 5529.459, 52.74592, 192.3845, 1463.555, 1985.144, 733.4562, 618.0283, 458.0097, 5523.127, 586.4619, 932.3033, 1071.665, 1019.054, 56.66546, 513.3335, 1.286087, 3.68184, 1.935059, 900.6672, 100.633, 651.5247, 959.5977, 932.5845, 136.8003, 0.2568097, 655.3298, 875.1491, 729.6699, 529.1234, 79.5181, 3950.035, 222.1579, 210.7677, 917.4395, 894.4119, 332.4301, 49.93494, 607.947, 0.2111148
39.9, 591.4165, 0.7060792, 211.0215, 654.4039, 1512.041, 1215.584, 1056.146, 5366.627, 50.53865, 183.3232, 1351.426, 2056.18, 697.1025, 683.0566, 436.8829, 5455.112, 560.1576, 999.8281, 1025.463, 982.942, 54.15627, 491.8149, 1.232373, 3.525383, 1.855909, 862.5381, 96.24296, 624.9788, 913.5416, 1012.511, 131.2007, 0.2462036, 624.3936, 835.7869, 691.9543, 502.7674, 75.63258, 3938.543, 212.141, 201.6852, 876.2642, 852.9048, 318.2714, 47.74884, 581.6212, 0.2014363
40, 566.7556, 0.6677647, 200.7766, 876.0132, 1446.271, 1246.113, 996.1891, 5375.547, 48.42375, 186.2256, 1491.672, 1959.622, 662.5507, 649.1231, 416.7307, 5426.48, 535.0331, 972.8366, 981.2531, 1009.165, 51.75819, 471.1984, 1.180901, 3.375576, 1.779996, 881.1688, 92.04445, 599.5146, 984.1514, 963.9304, 125.8304, 0.2360357, 620.2488, 798.195, 780.5195, 477.7242, 71.93693, 3919.898, 202.5758, 192.9942, 836.9369, 937.8615, 304.7157, 45.65845, 556.4354, 0.1922016
40.1, 543.1229, 0.6315293, 263.9742, 837.2242, 1467.909, 1191.896, 1052.605, 5331.858, 46.39735, 220.2724, 1466.421, 1960.922, 629.7115, 616.8754, 397.508, 5258.376, 532.8077, 975.9771, 1008.896, 961.9339, 49.4663, 451.4461, 1.13158, 3.232133, 1.707188, 843.8652, 88.0291, 627.3724, 936.9167, 1010.061, 120.6798, 0.2262876, 590.9688, 762.2939, 740.1756, 453.9284, 68.42186, 3844.237, 193.4418, 184.6776, 799.3746, 894.338, 291.7374, 43.65957, 532.3402, 0.1833901
40.2, 520.4756, 0.5972602, 251.1585, 800.1528, 1404.058, 1140.039, 992.8492, 5277.893, 44.45575, 209.8976, 1354.072, 2035.602, 598.4999, 586.2297, 379.172, 5335.025, 508.9099, 926.9979, 1088.667, 965.8521, 47.27589, 432.5218, 1.084318, 3.094787, 1.637358, 850.0901, 84.18891, 601.8107, 1006.754, 961.5975, 115.7401, 0.2169421, 648.4225, 760.0016, 701.917, 431.3179, 65.07854, 3817.396, 184.7198, 176.7194, 927.7455, 852.8344, 279.3118, 41.7482, 509.2884, 0.1749827
40.3, 498.7727, 0.5648506, 238.9649, 764.7229, 1492.941, 1195.743, 936.486, 5208.846, 42.5954, 200.0115, 1250.331, 2018.229, 568.8353, 557.1065, 361.6818, 5304.571, 582.2705, 880.4767, 1041.732, 961.7079, 45.18248, 414.3908, 1.03903, 2.963276, 1.570385, 814.1022, 80.51625, 610.7996, 999.4884, 967.5296, 111.0026, 0.2079826, 617.8124, 773.8318, 751.8186, 409.8336, 61.8986, 3870.172, 176.3909, 169.1042, 886.1077, 1139.957, 267.4155, 39.92052, 487.2348, 0.1669607
40.4, 504.6276, 0.5341997, 227.3633, 730.8618, 1493.336, 1180.845, 1065.791, 5101.174, 40.8129, 190.591, 1551.914, 1948.987, 540.641, 529.4301, 344.9984, 5273.668, 556.1542, 836.2902, 1080.104, 949.2906, 43.18176, 397.0198, 0.9956343, 2.837355, 1.506151, 779.6379, 77.00381, 585.9131, 992.7158, 921.107, 106.459, 0.1993931, 588.6473, 739.0266, 712.9582, 389.4196, 58.87403, 3774.348, 168.4377, 161.8171, 846.3386, 1087.055, 256.0258, 38.17284, 466.1362, 0.1593064
40.5, 528.6125, 0.5052119, 216.3249, 698.4999, 1428.379, 1215.146, 1005.287, 5065.325, 39.105, 181.6143, 1433.016, 1904.281, 513.8442, 503.1286, 329.0846, 5291.939, 630.2554, 902.248, 1033.538, 1031.011, 41.26964, 380.377, 0.9540505, 2.716784, 1.444544, 856.2784, 73.64459, 562.0405, 945.0701, 1086.423, 102.1014, 0.1911583, 560.8591, 705.7868, 676.1064, 370.0223, 55.99726, 3766.524, 160.843, 154.8441, 808.3543, 1036.608, 245.1213, 36.50167, 445.9512, 0.1520031
40.6, 506.5704, 0.4777972, 205.8225, 812.4843, 1397.216, 1162.277, 1067.476, 5161.558, 37.46856, 173.0603, 1416.661, 1864.319, 691.2446, 478.1338, 313.9048, 5326.77, 659.8805, 962.6873, 1063.921, 1082.359, 39.44219, 364.4319, 0.9142036, 2.601337, 1.385457, 830.7919, 70.43192, 539.1406, 899.7112, 1034.296, 97.9221, 0.1832636, 534.3826, 674.0421, 641.1594, 351.5912, 53.26105, 3720.287, 153.5907, 148.1715, 772.0748, 988.5021, 234.6812, 34.90368, 426.6403, 0.1450346
40.7, 485.4473, 0.4518701, 195.8299, 776.5084, 1517.463, 1111.708, 1006.876, 5352.153, 35.90061, 164.9092, 1308.125, 1844.717, 656.9831, 620.1622, 299.4252, 5683.046, 720.1563, 1012.001, 1288.504, 1031.702, 37.69566, 349.1552, 0.876021, 2.490795, 1.328787, 860.9499, 67.35939, 621.3157, 856.5294, 1025.241, 93.91392, 0.175695, 509.156, 643.7252, 608.0188, 334.0782, 50.65854, 3751.654, 146.6655, 141.7865, 737.4236, 942.6285, 302.8275, 33.37563, 408.1656, 0.1383855
40.8, 526.3357, 0.42735, 186.3225, 902.7306, 1654.908, 1418.921, 949.7168, 5558.499, 34.39827, 157.142, 1419.301, 1821.932, 684.1331, 707.1262, 370.3112, 6250.834, 687.8554, 1054.86, 1314.931, 1119.217, 36.02647, 334.5188, 0.8394331, 2.384951, 1.274436, 949.0693, 64.4209, 764.5688, 815.42, 1031.177, 90.06979, 0.1684389, 485.1202, 614.7719, 576.5912, 317.4375, 48.1832, 3596.334, 140.0525, 622.7527, 704.3275, 898.8839, 313.3452, 31.91448, 390.4908, 0.1320413
40.9, 568.8056, 0.4041603, 177.2767, 1021.461, 1654.706, 1513.697, 895.8021, 6082.421, 32.9588, 149.7407, 1310.563, 1832.266, 687.1357, 671.997, 423.0464, 6736.316, 657.0033, 1048.873, 1450.924, 1197.924, 34.43119, 320.496, 0.8043733, 447.6924, 1.222307, 1042.715, 61.6106, 733.4171, 776.2837, 981.7006, 86.38302, 0.1614825, 462.2192, 587.1208, 546.788, 301.6257, 45.82882, 3713.513, 133.7377, 1236.709, 672.7168, 857.1693, 390.9933, 30.5173, 373.5815, 0.1259879
41, 545.0875, 0.3822291, 233.7771, 992.256, 1638.499, 1447.838, 844.9482, 6088.516, 31.57957, 142.6879, 1296.195, 1794.376, 696.6952, 671.5701, 403.5323, 6729.234, 677.3795, 996.2355, 1484.187, 1141.859, 32.90655, 307.0611, 0.7707778, 428.6681, 1.17231, 1006.125, 268.8576, 703.5346, 751.6747, 985.4012, 82.84715, 0.1548135, 440.3992, 560.7134, 590.7277, 474.7435, 43.58947, 3943.349, 127.7076, 1183.417, 642.5248, 817.3905, 485.1626, 29.18129, 357.4044, 0.120212
