 , C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C016, C018, C020, C021, C022, C023, C026, C027, C030, C031, C032, C034, C035, C036, C037, C038, C039, C040, C044, C045, C046, C049, C050, C060, C062, C063, C064, C072, C081, C082, C083, C086, C093
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
338.1, 497.9001, 347.904, 77.70781, 1084.02, 1214.356, 1003.32, 1110.473, 3.882935, 900.5023, 158.6317, 736.7474, 455.8586, 866.7365, 734.3084, 476.1046, 889.4113, 22.06618, 390.7393, 1138.969, 428.4697, 692.5553, 7.123863e-06, 198.3108, 2817.962, 1854.759, 492.044, 129.6504, 131.9635, 54.50672, 1316.153, 0.0005676924, 645.6246, 136.0107, 0.007023968, 553.9402, 397.3352, 876.058, 36.0395, 813.7239, 348.9355, 1625.556, 664.2684, 1746.136, 1131.569, 418.8386, 929.5464
338.2, 477.1386, 388.9632, 73.93514, 1110.029, 1210.273, 1014.669, 1096.776, 3.711628, 912.655, 184.0449, 745.0928, 434.4517, 823.7768, 864.0354, 454.1432, 851.4582, 21.07646, 371.1302, 1117.874, 408.4163, 661.8884, 6.825236e-06, 235.424, 2807.672, 1890.596, 471.2137, 123.9945, 126.5868, 51.89065, 1329.543, 0.0005444554, 663.9288, 129.59, 0.006708045, 621.859, 417.5328, 833.251, 34.54745, 777.0339, 333.8991, 1632.489, 633.4417, 1749.26, 1257.357, 629.5446, 941.4125
338.3, 457.2428, 458.9405, 70.34564, 1060.878, 1157.629, 970.5225, 1034.513, 3.547879, 874.463, 175.3764, 688.0082, 414.05, 782.9464, 821.1111, 433.1948, 815.1247, 156.0716, 423.2075, 1161.974, 410.8488, 632.5795, 6.539127e-06, 225.5912, 2874.689, 1813.264, 462.2589, 118.5854, 121.4291, 49.40015, 1449.869, 0.0005221695, 676.8025, 123.4725, 0.006406332, 589.716, 431.6938, 792.5356, 33.11717, 797.2043, 319.5107, 1666.111, 604.0455, 1725.067, 1245.743, 602.2835, 965.579
338.4, 438.1766, 434.0367, 66.9304, 1013.903, 1132.684, 962.8852, 975.7841, 3.391354, 925.2747, 167.1162, 635.297, 394.6063, 744.1398, 780.3192, 413.2127, 780.3416, 149.0714, 401.9689, 1217.631, 431.9326, 639.9094, 6.265012e-06, 216.1692, 2752.532, 1739.096, 442.6895, 113.4122, 116.4816, 47.02917, 1380.303, 0.0005007958, 648.8511, 117.6437, 0.00611819, 559.2344, 410.1909, 753.8098, 31.7461, 790.3882, 305.7422, 1591.334, 576.0135, 1681.059, 1307.589, 576.2029, 1052.577
338.5, 419.9054, 410.4842, 63.68098, 969.0087, 1083.415, 1099.738, 920.3896, 3.241735, 896.248, 159.2451, 697.9196, 481.1204, 812.71, 741.5538, 394.1523, 879.1824, 142.3851, 381.7962, 1165.136, 411.7171, 715.151, 6.002387e-06, 207.1406, 2698.243, 1667.961, 423.9486, 108.4647, 117.7895, 44.772, 1367.313, 0.0004802971, 703.6745, 112.0901, 0.005843007, 530.3284, 556.1721, 716.9763, 30.4318, 769.2111, 292.5671, 1563.143, 549.2823, 1609.46, 1269.061, 551.2518, 1004.322
338.6, 402.3961, 388.2098, 106.7887, 926.102, 1190.136, 1051.89, 868.1399, 3.098716, 913.55, 151.7447, 644.449, 458.5271, 772.4282, 755.3768, 375.9711, 841.6659, 161.0643, 458.5584, 1306.402, 392.4478, 710.9103, 5.750771e-06, 198.4892, 2677.036, 1599.736, 446.3138, 103.7331, 240.5381, 42.62315, 1380.379, 0.0004606373, 674.6133, 106.7987, 0.005580201, 502.9165, 528.4688, 681.9425, 29.17191, 794.3824, 279.9597, 1492.988, 523.7917, 1690.514, 1347.779, 527.381, 958.2792
338.7, 418.932, 493.7164, 101.6041, 885.0952, 1227.078, 1006.123, 818.8563, 2.962008, 875.3206, 144.5976, 595.0751, 436.9949, 842.5204, 823.136, 358.6286, 900.7443, 153.8402, 435.5457, 1250.08, 374.0802, 679.4307, 5.509703e-06, 190.1991, 2626.504, 1650.233, 427.4194, 99.20781, 266.8073, 40.57744, 1314.148, 0.0004417823, 646.7524, 101.757, 0.005329216, 543.6685, 502.1454, 648.6206, 27.96418, 807.2982, 374.1052, 1576.838, 635.8292, 1712.67, 1309.338, 707.0347, 957.6351
338.8, 401.4633, 466.9255, 96.67133, 845.9041, 1223.206, 962.3484, 772.3705, 2.83133, 838.6909, 137.7871, 653.2771, 416.4738, 800.7609, 782.2436, 388.2891, 906.3179, 146.9401, 530.8354, 1196.187, 356.5724, 699.5847, 5.27874e-06, 182.2552, 2766.875, 1754.117, 409.325, 94.87997, 337.0181, 38.62992, 1251.094, 0.0004236991, 722.6744, 96.95339, 0.00508952, 611.8965, 775.6154, 616.9269, 26.80645, 832.2695, 357.9842, 1592.947, 667.0244, 1663.084, 1419.099, 676.4182, 1013.775
338.9, 413.2197, 441.5883, 113.7912, 808.4483, 1267.83, 1001.459, 939.5016, 2.706418, 941.0229, 131.2973, 818.5404, 396.9163, 761.0713, 743.3826, 370.3784, 965.7297, 179.219, 504.1955, 1144.616, 355.4667, 742.8491, 5.057459e-06, 198.6965, 2750.079, 1682.368, 391.9965, 90.74092, 323.2866, 164.5718, 1304.086, 0.0004063561, 692.8286, 92.37651, 0.004860605, 880.5353, 867.3693, 662.3407, 25.69665, 864.1066, 378.3646, 1521.454, 759.3099, 1780.35, 1475.245, 647.1274, 1143.001
339, 404.0691, 417.6261, 108.2667, 881.3947, 1240.373, 1124.805, 886.1669, 2.587017, 997.4702, 125.1133, 755.8286, 424.0411, 723.3489, 827.2186, 462.6283, 924.52, 232.5026, 478.8926, 1217.656, 450.4059, 832.4033, 4.845454e-06, 190.3977, 2669.175, 1613.553, 375.4017, 86.78243, 310.1145, 156.6731, 1346.241, 0.0003897229, 664.2153, 88.01569, 0.004641986, 835.0217, 824.165, 726.2757, 24.6328, 825.145, 462.34, 1638.654, 724.0725, 1704.522, 1438.29, 619.105, 1210.039
339.1, 387.2202, 394.9641, 171.6702, 842.3674, 1186.419, 1248.697, 835.8599, 2.472883, 1065.999, 119.2205, 772.8293, 514.6143, 687.4962, 817.9183, 476.472, 885.0688, 327.0596, 454.8595, 1165.16, 429.3258, 856.5977, 4.642336e-06, 182.4456, 2709.861, 1698.132, 359.5093, 82.99664, 475.7591, 149.1536, 1350.963, 0.0003737706, 636.7838, 83.86074, 0.004433199, 848.9957, 906.1355, 690.7875, 23.61299, 964.7322, 442.4167, 1565.11, 858.5914, 1631.924, 1463.765, 592.296, 1154.565
339.2, 429.171, 373.5319, 163.3358, 805.0682, 1232.976, 1194.367, 887.968, 2.363785, 1021.39, 113.6052, 791.0182, 490.4482, 763.1016, 841.5978, 454.4936, 1005.77, 312.3901, 432.0324, 1114.927, 409.2323, 975.5985, 4.447732e-06, 234.1712, 2665.352, 1792.6, 344.2898, 79.37598, 462.3393, 141.9949, 1454.632, 0.0003584713, 610.4852, 79.90192, 0.004233804, 805.1123, 914.5629, 682.2692, 22.6354, 1000.038, 493.1301, 1541.904, 888.0715, 1742.651, 1399.683, 566.6479, 1154.738
339.3, 411.2754, 353.2626, 155.4059, 919.8748, 1237.111, 1142.402, 903.9467, 2.259499, 978.6477, 108.2545, 932.1829, 467.4169, 834.0438, 799.7882, 433.529, 962.8516, 298.3786, 410.351, 1066.86, 390.0793, 1081.827, 4.261286e-06, 224.3908, 2552.09, 1719.277, 329.7146, 75.91328, 443.5016, 175.714, 1456.416, 0.0003437982, 617.6779, 76.13, 0.004043377, 878.7363, 929.5742, 690.8624, 21.69829, 954.9471, 471.88, 1592.406, 1046.046, 1763.462, 1431.806, 607.8858, 1144.524
339.4, 501.5043, 334.0933, 147.8611, 970.5788, 1214.159, 1265.16, 852.6304, 194.7154, 987.1843, 103.1557, 860.7645, 445.4671, 792.7045, 760.0557, 456.712, 1102.702, 284.9956, 389.7576, 1020.865, 448.4733, 1080.383, 4.082656e-06, 215.0188, 2527.783, 1703.923, 315.7564, 72.60164, 425.4315, 167.2806, 1422.057, 0.0003297257, 632.7869, 72.53613, 0.003861514, 884.3028, 883.2715, 657.1046, 20.79997, 911.8896, 558.5997, 1576.947, 997.5021, 1883.492, 1466.954, 618.5399, 1259.147
339.5, 480.5925, 315.9641, 140.6825, 927.6025, 1287.717, 1210.114, 860.9783, 731.4633, 992.666, 98.2971, 794.8178, 533.6799, 753.4141, 722.2969, 435.6451, 1449.223, 272.2128, 370.1977, 976.853, 427.4836, 1032.543, 3.911514e-06, 206.0384, 2747.108, 1634.227, 302.3891, 69.43446, 408.0977, 159.2519, 1353.826, 0.0003162292, 606.6533, 69.11192, 0.003687832, 904.8683, 839.2751, 624.9963, 19.93884, 870.7734, 616.7446, 1506.173, 951.2109, 1882.415, 1535.968, 726.5366, 1245.515
339.6, 460.5527, 298.8187, 133.8524, 886.5292, 1231.704, 1157.464, 812.1013, 699.1927, 951.1257, 93.66733, 733.9235, 508.6185, 800.0427, 739.6456, 415.5499, 1565.875, 260.0033, 351.6194, 934.7386, 407.4763, 986.821, 3.747547e-06, 278.1405, 2759.774, 1610.176, 289.5877, 66.40545, 391.4701, 151.6086, 1317.907, 0.0003032852, 581.5991, 199.0309, 0.003521962, 871.6548, 797.4702, 594.457, 19.11337, 905.0569, 590.1677, 1543.637, 907.0679, 1802.24, 1492.58, 726.811, 1279.426
339.7, 441.3485, 282.6037, 127.354, 847.2746, 1294.857, 1107.104, 765.999, 668.3458, 984.9705, 89.25562, 677.6946, 539.4472, 760.3886, 702.9008, 416.331, 1533.709, 248.3415, 333.9735, 894.4398, 388.4054, 943.1238, 3.590452e-06, 266.5237, 2652.585, 1613.323, 277.3282, 63.50858, 375.5199, 177.2801, 1411.946, 0.000290871, 657.9138, 189.6352, 0.003363552, 908.9671, 904.3365, 706.8928, 18.32206, 864.2489, 564.736, 1555.365, 952.9211, 1899.437, 1541.725, 695.3381, 1220.771
339.8, 422.9451, 267.2685, 121.171, 809.7581, 1244.161, 1058.936, 722.5138, 638.8598, 943.7523, 85.05171, 625.7736, 514.1149, 722.7, 725.3034, 397.1268, 1468.263, 237.2027, 317.2131, 1047.736, 370.2271, 901.3616, 3.439943e-06, 273.7502, 2624.53, 1547.333, 265.5878, 60.73808, 360.2197, 168.7715, 1378.781, 0.000278965, 630.7426, 180.6831, 0.003212266, 976.1409, 882.2905, 672.3517, 17.56352, 825.2808, 540.4003, 1485.559, 908.6988, 1818.537, 1524.865, 718.1708, 1164.805
339.9, 405.3091, 252.7655, 115.2883, 773.9028, 1213.46, 1114.051, 681.4973, 610.6747, 964.7051, 81.0458, 577.8305, 489.9723, 686.8795, 689.2712, 378.8084, 1466.655, 226.5636, 301.2938, 1002.566, 352.8995, 907.5057, 3.295743e-06, 262.3168, 2574.334, 1484.042, 254.3443, 58.08844, 345.5428, 160.6713, 1424.537, 0.0002675462, 696.516, 232.2669, 0.003067786, 942.474, 838.343, 639.4985, 16.83639, 788.0698, 517.1132, 1569.603, 866.5287, 1741.083, 1556.352, 1026.343, 1111.405
340, 388.4084, 239.0495, 109.6911, 739.6352, 1229.756, 1065.58, 642.8092, 583.733, 924.3349, 77.22857, 533.5605, 466.9634, 795.6938, 743.637, 410.7133, 1453.858, 216.4016, 286.1735, 959.3429, 336.383, 867.3207, 3.157588e-06, 341.4927, 2721.296, 1423.339, 243.5769, 55.55438, 331.464, 152.9598, 1422.938, 0.0002565949, 667.7505, 221.3023, 0.002929803, 966.1186, 839.7747, 608.2505, 16.13935, 905.903, 494.8297, 1564.902, 826.3156, 1702.583, 1519.268, 981.8998, 1060.453
340.1, 372.2125, 226.0778, 104.3657, 706.8849, 1228.264, 1117.255, 717.1596, 557.98, 913.1225, 73.59113, 492.6823, 529.0405, 798.9548, 706.694, 391.7682, 1391.819, 206.6954, 271.8119, 917.9834, 320.6394, 874.9891, 3.025224e-06, 327.2299, 2671.417, 1479.502, 233.2652, 53.13087, 317.9587, 145.6185, 1575.85, 0.0002460919, 676.5261, 210.8552, 0.002798027, 943.7094, 797.9449, 578.5294, 15.47118, 865.0568, 473.5063, 1494.668, 866.0906, 1665.353, 1452.757, 939.3807, 1011.837
340.2, 367.0726, 383.9177, 99.29878, 763.3159, 1174.838, 1068.645, 676.447, 533.3631, 972.7208, 70.12501, 588.7592, 504.1969, 798.3683, 728.7595, 373.6969, 1332.427, 197.4246, 258.1711, 878.407, 305.6327, 836.244, 2.898409e-06, 313.5628, 2646.254, 1418.986, 223.3902, 50.81309, 305.0038, 138.6295, 1546.024, 0.0002360188, 664.3317, 200.9014, 0.002672178, 924.1063, 758.1987, 550.2606, 14.83066, 826.0523, 453.1019, 1509.069, 953.3211, 1718.266, 1443.522, 898.7029, 1116.384
340.3, 351.7663, 363.0848, 94.47789, 729.517, 1200.036, 1022.15, 702.0749, 509.8322, 932.0152, 66.82214, 585.9503, 506.563, 844.5493, 692.5556, 368.9134, 1461.099, 188.5696, 245.2148, 961.6497, 291.3283, 799.2144, 2.77691e-06, 300.4665, 2627.308, 1441.77, 213.9331, 48.59642, 292.5767, 131.9759, 1567.44, 0.0002263579, 705.5994, 191.4174, 0.00255199, 876.3406, 769.2092, 523.3731, 14.21667, 788.8065, 526.9205, 1441.341, 909.0803, 1645.083, 1427.549, 859.7867, 1139.412
340.4, 337.0983, 343.3825, 89.89105, 697.2148, 1194.835, 977.6772, 725.4787, 487.3395, 913.4456, 63.67484, 732.5901, 482.775, 802.6893, 658.1502, 413.1565, 1472.785, 180.1117, 346.8597, 1008.496, 277.6935, 840.4414, 2.660504e-06, 287.9172, 2532.226, 1605.765, 204.8764, 46.47645, 280.6559, 125.6417, 1641.433, 0.0002170926, 676.4587, 182.3812, 0.002437207, 897.0837, 730.8943, 497.7994, 13.62809, 753.24, 537.3831, 1418.458, 866.8925, 1706.315, 1506.093, 822.5555, 1163.939
340.5, 323.042, 324.7492, 85.5269, 714.9786, 1165.525, 1069.866, 724.1652, 465.8392, 973.9057, 60.67577, 676.4633, 518.5402, 829.3656, 625.454, 436.7372, 1409.938, 172.0333, 355.5465, 965.0178, 264.6967, 803.226, 2.548977e-06, 275.8921, 2557.982, 1540.084, 196.2031, 44.44896, 269.2208, 226.7361, 1810.079, 0.0002082064, 648.5215, 173.7715, 0.002327587, 850.7147, 781.6709, 676.8995, 13.06388, 924.4108, 545.725, 1545.375, 826.6625, 1715.778, 1440.157, 786.9366, 1196.592
340.6, 319.7547, 307.1271, 81.37463, 733.9168, 1133.835, 1105.34, 683.0549, 445.2874, 947.8424, 57.81796, 624.6367, 494.1897, 788.2582, 594.3822, 416.5916, 1388.136, 164.3171, 368.937, 1013.143, 252.3083, 806.6099, 2.442126e-06, 264.3691, 2532.159, 1477.089, 187.897, 42.50991, 258.2516, 215.8539, 1837.911, 0.000199684, 621.7382, 323.4183, 0.002222897, 994.946, 788.9661, 714.6666, 12.52303, 882.7301, 522.2085, 1476.017, 788.2994, 1732.372, 1433.308, 752.8601, 1141.735
340.7, 316.5425, 391.5552, 77.42394, 701.4197, 1084.516, 1159.896, 742.5107, 425.6422, 908.1779, 55.09475, 930.2969, 562.5809, 749.1882, 618.9245, 397.3754, 1433.41, 156.9471, 391.237, 1004.335, 240.4996, 865.1151, 2.339754e-06, 253.3275, 2424.557, 1530.241, 179.9426, 40.65546, 247.7293, 205.4939, 1822.402, 0.0001915105, 669.2567, 308.1507, 0.002122916, 943.5187, 749.6672, 679.7457, 12.00457, 871.2537, 499.7054, 1562.355, 751.7167, 1672.353, 1370.559, 720.2592, 1089.393
340.8, 324.3309, 370.3079, 73.66506, 670.3616, 1126.406, 1109.43, 730.1649, 406.8638, 909.3524, 52.49981, 859.023, 536.1624, 782.0715, 588.1771, 379.0455, 1428.16, 149.9076, 394.1162, 1107.941, 229.2436, 826.8071, 2.241673e-06, 242.747, 2533.604, 1597.208, 172.3248, 38.8819, 237.6358, 195.6311, 1844.17, 0.0001836715, 641.6169, 293.6038, 0.002027432, 894.7496, 712.3257, 646.5311, 11.50758, 947.8136, 478.1719, 1492.235, 823.2421, 1639.331, 1455.8, 689.0699, 1206.063
340.9, 364.8712, 350.2136, 70.08867, 640.6786, 1077.41, 1061.161, 716.3862, 388.9138, 947.8475, 50.02708, 946.4482, 510.9844, 850.2045, 558.9571, 445.3533, 1477.638, 143.1838, 374.3376, 1060.175, 218.5145, 790.1955, 2.147704e-06, 232.6084, 2457.265, 1531.876, 165.0296, 37.18572, 241.7571, 186.2418, 1957.602, 0.0001761534, 615.1187, 279.7437, 0.001936242, 848.5013, 676.8443, 614.9395, 11.03116, 905.0777, 457.5664, 1458.267, 785.0378, 1639.131, 1392.067, 659.2313, 1243.127
341, 349.6567, 331.2097, 66.68591, 612.3101, 1043.033, 1084.769, 751.4747, 371.7558, 937.632, 47.67082, 873.9369, 486.9887, 808.0641, 531.1887, 424.8103, 1414.584, 136.7617, 387.4596, 1051.542, 208.2874, 755.205, 2.057673e-06, 222.8933, 2385.198, 1469.217, 158.0432, 35.56353, 231.9069, 177.3031, 1949.653, 0.000168943, 589.7148, 266.5378, 0.001849154, 881.4415, 643.1302, 721.1607, 10.57446, 919.3584, 489.9218, 1505.98, 748.6064, 1657.36, 1407.416, 630.6848, 1186.137
341.1, 403.2808, 381.9673, 63.44835, 585.1976, 1062.382, 1037.572, 830.3763, 355.3547, 951.956, 45.42554, 806.981, 464.1199, 786.8683, 504.7999, 407.1751, 1425.924, 130.6275, 368.015, 1036.599, 198.5391, 721.764, 1.971417e-06, 213.5839, 2420.753, 1409.121, 151.3526, 34.0121, 222.4581, 168.7934, 1856.108, 0.0001620278, 598.393, 253.9553, 0.001765984, 835.8811, 611.0954, 735.6556, 10.13668, 935.5924, 468.81, 1449.698, 713.8658, 1641.919, 1345.801, 603.3743, 1131.759
341.2, 386.4648, 361.2403, 60.36797, 723.0331, 1182.952, 1024.371, 783.2366, 339.6772, 912.1193, 43.28601, 745.1548, 442.325, 855.997, 537.6455, 388.3932, 1440.837, 124.7686, 412.3886, 991.9088, 189.247, 689.8037, 1.888777e-06, 235.8842, 2399.949, 1351.484, 144.9452, 32.52835, 213.3942, 160.6921, 1767.051, 0.0001553956, 617.9701, 241.9669, 0.001686554, 861.7945, 649.4666, 739.3938, 9.717015, 961.4056, 448.6079, 1451.478, 748.2385, 1621.83, 1383.783, 577.2466, 1142.812
341.3, 372.1896, 341.638, 57.43715, 691.0179, 1131.496, 979.8024, 738.7729, 324.6914, 873.9497, 41.24725, 818.6807, 421.5536, 865.7019, 646.0767, 370.4777, 1441.068, 119.1724, 391.693, 949.1453, 180.3897, 659.2587, 1.8096e-06, 226.0322, 2318.367, 1296.203, 138.8091, 31.10934, 204.6996, 152.9796, 1834.602, 0.0001490349, 629.8987, 230.5443, 0.001610696, 817.2496, 617.1162, 703.2646, 9.314727, 918.0568, 429.2764, 1404.542, 758.6124, 1609.682, 1323.203, 552.2502, 1090.42
341.4, 356.67, 323.0994, 54.64861, 660.4203, 1082.279, 991.4317, 784.519, 310.3667, 876.3241, 39.30452, 755.9582, 401.7576, 846.3301, 613.9803, 387.8335, 1379.575, 113.8272, 407.7896, 987.442, 171.9471, 630.0662, 1.733743e-06, 216.5918, 2307.864, 1376.338, 132.9327, 29.75222, 196.3593, 145.6373, 1876.486, 0.0001429345, 693.98, 219.661, 0.001538251, 775.0071, 647.3951, 789.0048, 8.929093, 915.2521, 493.1788, 1365.264, 862.2346, 1592.717, 1344.453, 528.3362, 1123.363
341.5, 348.7323, 407.0726, 51.99546, 631.1776, 1109.872, 1013.434, 785.6569, 296.674, 879.022, 37.45329, 698.0411, 382.8912, 804.3818, 583.4785, 378.734, 1320.706, 108.7217, 516.6397, 985.8867, 163.8995, 602.1663, 1.661066e-06, 276.2577, 2338.646, 1320.041, 127.3051, 28.45431, 188.3588, 204.1986, 1848.371, 0.0001370839, 665.3192, 209.2915, 0.001469063, 734.9481, 675.8832, 750.4514, 8.559425, 951.6782, 471.9266, 1343.952, 822.2208, 1524.881, 1285.594, 505.4578, 1111.272
341.6, 360.1999, 384.9833, 49.47111, 694.2885, 1061.595, 1070.522, 741.0557, 283.5854, 842.2374, 35.68925, 862.0135, 364.9108, 903.4788, 554.4919, 361.264, 1402.872, 103.8453, 490.7122, 1023.435, 156.2286, 575.502, 1.591435e-06, 264.7195, 2344.536, 1266.047, 121.9157, 27.21302, 180.6843, 194.398, 1780.937, 0.0001314727, 772.8767, 199.4115, 0.001402988, 696.9597, 642.217, 713.7819, 8.205062, 908.768, 451.5902, 1314.313, 846.3987, 1531.863, 1229.313, 483.57, 1132.809
341.7, 371.2173, 364.0927, 47.06932, 663.5461, 1015.418, 1131.17, 698.9866, 271.0742, 864.5576, 34.00829, 795.9711, 347.7747, 858.6979, 526.9454, 344.5999, 1386.185, 99.18754, 466.086, 992.6224, 238.5666, 550.0183, 1.524723e-06, 253.6632, 2313.309, 1340.038, 116.7545, 26.02588, 173.3224, 185.0678, 1818.319, 0.0001260912, 740.9575, 189.9979, 0.001339885, 763.5671, 610.2278, 678.9042, 7.865369, 1044.887, 432.1302, 1346.794, 807.1198, 1552.074, 1332.328, 462.6301, 1162.232
341.8, 355.7383, 344.3356, 44.78413, 634.165, 1070.875, 1081.954, 659.3057, 259.115, 924.1558, 32.40651, 734.9884, 331.4433, 816.1367, 500.7674, 377.427, 1389.235, 94.73872, 442.6956, 976.679, 227.4011, 525.6631, 1.460808e-06, 243.0687, 2304.13, 1319.076, 111.8118, 24.89052, 166.2606, 185.1828, 1769.108, 0.00012093, 710.3566, 181.0286, 0.00127962, 774.5778, 658.5975, 794.2039, 7.539739, 1040.013, 413.5087, 1465.236, 886.272, 1514.817, 1295.344, 442.597, 1192.68
341.9, 405.0094, 393.4781, 89.7785, 606.0848, 1119.919, 1082.643, 621.8774, 247.6834, 1002.105, 30.88018, 855.9823, 315.8789, 820.1968, 593.6309, 360.0173, 1384.285, 90.48943, 420.479, 934.572, 216.7582, 502.3863, 1.399572e-06, 232.9167, 2284.264, 1382.309, 107.0784, 23.8047, 159.4864, 176.2949, 1684.225, 0.00011598, 681.0194, 172.4828, 0.001222065, 869.0484, 625.7923, 755.3965, 7.227591, 1036.289, 482.6167, 1425.695, 845.1427, 1526.134, 1238.635, 423.4313, 1232.967
342, 431.2936, 420.0923, 164.131, 767.5624, 1071.205, 1035.539, 634.6868, 236.7561, 987.96, 29.42573, 790.402, 301.0453, 821.8881, 595.8138, 389.6902, 1410.342, 86.43075, 399.3773, 894.2805, 206.6134, 639.4581, 1.340903e-06, 223.1887, 2187.196, 1399.479, 102.5453, 22.76624, 152.9883, 167.8336, 1603.415, 0.0001112327, 753.0651, 164.3404, 0.0011671, 824.1285, 594.6212, 810.8641, 6.928365, 989.5634, 461.8197, 1528.451, 805.9221, 1492.826, 1262.886, 405.0955, 1237.685
342.1, 413.3094, 397.2965, 179.179, 733.5755, 1024.61, 990.4841, 651.8651, 226.3109, 946.6166, 28.03979, 729.846, 286.9083, 879.9128, 566.2145, 371.7149, 1350.16, 82.5541, 379.3347, 933.6591, 196.9433, 611.1424, 1.284693e-06, 213.867, 2164.645, 1342.236, 98.20411, 21.77308, 146.7549, 159.7784, 1707.763, 0.0001066797, 756.736, 156.5824, 0.001114606, 781.5305, 565.0026, 884.6212, 6.641528, 944.9451, 441.9188, 1459.853, 768.5215, 1536.114, 1244.552, 387.5538, 1180.944
342.2, 396.0752, 375.7377, 170.48, 807.8486, 1127.636, 1062.441, 714.4644, 216.3266, 946.1583, 26.71912, 1013.692, 375.4643, 882.7209, 538.0856, 354.5687, 1425.96, 78.85133, 360.2978, 983.4838, 187.7259, 584.0806, 1.23084e-06, 204.9346, 2291.164, 1287.334, 94.04671, 20.82326, 140.7755, 152.1098, 1725.122, 0.000102313, 744.959, 149.1906, 0.001064474, 741.1343, 536.8594, 886.8381, 6.366566, 902.3385, 422.8755, 1394.333, 732.8567, 1470.688, 1346.147, 370.7716, 1181.064
342.3, 379.5596, 355.3488, 162.2033, 772.0779, 1078.586, 1069.629, 694.7856, 206.7827, 992.3641, 25.46066, 936.0286, 357.8326, 930.0308, 538.7526, 338.2133, 1452.925, 75.31464, 342.2163, 941.0836, 178.9399, 558.217, 1.179244e-06, 196.3753, 2304.726, 1234.677, 90.06532, 19.91486, 135.0397, 144.8092, 1642.35, 9.812508e-05, 787.5091, 142.1478, 0.001016596, 702.8262, 510.1181, 843.5043, 6.102988, 924.4429, 404.6529, 1492.218, 698.8469, 1528.525, 1287.214, 354.7162, 1171.771
342.4, 363.7327, 405.7654, 154.3285, 737.8911, 1031.67, 1105.321, 792.3347, 197.6599, 950.8365, 24.26147, 864.3156, 397.9718, 934.868, 511.9879, 360.1222, 1390.926, 71.93658, 325.0423, 900.5112, 170.565, 533.4988, 1.129811e-06, 188.1735, 2302.819, 1266.375, 86.25248, 19.04609, 129.5376, 278.3328, 1691.313, 9.410858e-05, 754.9857, 135.4374, 0.0009708717, 734.601, 484.7087, 802.288, 5.850321, 1005.723, 387.2155, 1425.246, 666.4155, 1524.625, 1284.832, 339.356, 1197.9
342.5, 371.8703, 436.4248, 200.6448, 777.6798, 986.7945, 1111.33, 747.3544, 188.9395, 911.0467, 23.11876, 798.0968, 379.2832, 888.5314, 486.553, 343.5107, 1331.572, 68.71004, 398.0927, 917.4081, 162.5822, 654.9926, 1.08245e-06, 180.3142, 2233.983, 1296.812, 82.60105, 18.21523, 215.3773, 278.3635, 1610.163, 9.025649e-05, 723.8054, 129.0438, 0.000927204, 779.8367, 460.5651, 805.9463, 5.608116, 1000.43, 370.5295, 1395.805, 635.4891, 1459.689, 1228.584, 324.6609, 1209.555
342.6, 417.4975, 445.3379, 218.8565, 743.2449, 1125.078, 1062.977, 721.9788, 180.6039, 918.3613, 22.02987, 854.0386, 361.4722, 991.2213, 547.5587, 334.3664, 1401.377, 65.62821, 378.1145, 921.912, 154.9729, 625.989, 1.037074e-06, 172.7832, 2276.366, 1277.185, 79.1042, 17.4206, 255.8186, 265.0034, 1532.906, 8.656208e-05, 693.9128, 122.952, 0.0008855004, 739.528, 521.4692, 766.5651, 5.375937, 955.3221, 482.5818, 1466.525, 753.2416, 1559.055, 1267.435, 310.6022, 1154.104
342.7, 433.2022, 458.7232, 278.9221, 710.3348, 1076.14, 1035.932, 725.6394, 172.6361, 879.9305, 20.99227, 788.6071, 376.2312, 1048.179, 633.5114, 358.9327, 1396.138, 62.68462, 359.1389, 882.1663, 147.7198, 598.2697, 9.936009e-07, 165.5667, 2195.25, 1298.06, 75.75539, 16.66065, 245.3955, 252.2845, 1572.014, 8.301888e-05, 665.2548, 117.1478, 0.0008456726, 701.3029, 495.4945, 859.5312, 5.153371, 942.3171, 461.7863, 1467.372, 808.4583, 1676.876, 1211.948, 297.1523, 1101.194
342.8, 483.049, 463.8396, 265.3806, 751.5201, 1092.326, 1088.111, 684.4454, 243.1161, 887.6912, 20.00354, 728.1887, 481.9334, 1034.126, 602.0392, 451.0555, 1336.562, 59.87305, 382.5755, 928.3436, 140.8062, 571.7778, 9.519499e-07, 158.6516, 2239.67, 1244.965, 72.54834, 15.93384, 235.3971, 240.176, 1549.833, 7.962072e-05, 637.7803, 111.6176, 0.0008076361, 665.0535, 539.3621, 817.5318, 4.94002, 1094.041, 441.8869, 1466.955, 806.5262, 1646.851, 1315.078, 284.2848, 1050.71
