 , C000, C005, C006, C007, C008, C010, C015, C016, C018, C019, C020, C021, C027, C028, C030, C031, C032, C033, C036, C044, C048, C049, C053, C057, C059, C063, C064, C066, C069, C070, C075, C076, C077, C078, C083, C102, C103, C105
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
6, 1226.45, 517.093, 1123.571, 87.50633, 848.6358, 35.23163, 604.6307, 585.4656, 652.7352, 1562.808, 686.9874, 497.1617, 427.8358, 117.0392, 220.5737, 118.4928, 2369.559, 806.7982, 465.0524, 449.5083, 965.3245, 1650.134, 318.214, 618.6968, 949.6399, 1677.467, 3083.376, 0, 608.1111, 1687.308, 449.371, 1384.619, 149.9149, 1430.824, 1069.484, 1118.569, 765.3815, 1896.757
6.1, 1173.121, 495.11, 1073.989, 83.01875, 809.9949, 33.77679, 579.7141, 558.5042, 687.6321, 1581.606, 658.3973, 542.6271, 417.189, 111.976, 297.6571, 113.4029, 2296.372, 774.0113, 439.0898, 426.1562, 916.5624, 1786.532, 302.1826, 591.4539, 906.8232, 1710.731, 3059.663, 0, 633.5699, 1615.761, 429.4476, 1322.747, 142.7014, 1436.58, 1017.945, 1147.328, 727.9699, 1882.96
6.2, 1122.111, 474.0616, 1078.503, 78.76129, 773.1136, 32.38203, 563.6427, 532.7844, 659.8541, 1513.745, 648.8111, 518.3021, 440.9183, 107.1318, 282.9274, 108.5316, 2201.85, 818.3788, 441.1282, 404.0172, 924.9164, 1820.171, 286.9588, 680.6493, 984.5706, 1631.823, 2990.068, 0, 605.64, 1545.768, 410.4074, 1334.719, 135.8349, 1452.563, 968.8893, 1133.706, 692.387, 1800.617
6.3, 1073.319, 453.9081, 1129.8, 74.72218, 737.9115, 31.04486, 577.6247, 508.2491, 633.1982, 1594.291, 621.8098, 495.0676, 421.2779, 102.4972, 268.9266, 103.8696, 2299.691, 791.2404, 416.5012, 383.0283, 943.3537, 1744.261, 272.5021, 650.6785, 940.179, 1602.305, 2925.03, 0, 596.4268, 1641.909, 392.2114, 1408.515, 129.2988, 1393.013, 1067.83, 1074.919, 658.5433, 1774.509
6.4, 1162.615, 434.6112, 1079.943, 70.8902, 704.3123, 29.76291, 553.821, 484.8437, 607.6191, 1525.886, 595.9323, 651.7841, 402.5123, 98.06303, 255.6186, 99.40777, 2314.253, 759.0858, 393.2491, 363.1298, 895.7014, 1734.974, 258.7736, 723.5872, 897.7889, 1619.807, 3000.344, 0, 644.2664, 1570.783, 374.8222, 1412.774, 123.0773, 1335.904, 1016.37, 1145.309, 682.3629, 1801.658
6.5, 1225.664, 416.1348, 1058.161, 67.25474, 672.2429, 28.5339, 530.9984, 462.5161, 616.0882, 1489.103, 585.2228, 622.5657, 384.5826, 93.82072, 242.9692, 95.13764, 2391.442, 729.4152, 371.2951, 344.265, 850.4563, 1662.617, 245.7368, 744.107, 857.3101, 1637.951, 3030.477, 0, 667.3262, 1502.739, 358.2039, 1466.301, 117.1551, 1357.629, 967.3904, 1155.047, 649.0092, 1722.87
6.6, 1210.746, 398.4438, 1102.172, 63.80571, 831.1583, 27.35563, 634.4534, 441.2166, 620.564, 1447.935, 560.8679, 594.6572, 367.4515, 89.76194, 277.2511, 91.05095, 2370.544, 699.7729, 350.5667, 326.3803, 807.4966, 1699.102, 233.3568, 711.3419, 976.9562, 1562.4, 2970.089, 0, 637.9081, 1549.454, 342.3224, 1435.945, 111.5178, 1301.971, 1094.735, 1095.154, 635.2097, 1647.528
6.7, 1158.1, 381.5049, 1121.691, 60.53357, 793.3133, 26.22602, 608.3079, 420.8981, 625.6333, 1619.023, 553.6536, 567.9998, 351.0836, 145.1673, 286.0067, 87.1398, 2272.969, 671.3353, 338.6371, 309.4247, 936.0623, 1724.934, 380.7862, 680.0195, 932.9079, 1613.847, 2980.269, 0, 642.268, 1550.643, 327.1451, 1371.779, 106.1518, 1248.594, 1121.73, 1092.926, 732.6147, 1771.79
6.8, 1107.743, 365.2862, 1159.377, 57.42922, 810.6898, 25.14306, 583.2399, 401.5153, 650.1365, 1662.367, 538.9996, 542.5374, 335.4448, 138.8872, 271.8535, 83.39666, 2179.41, 726.4693, 350.9978, 293.3499, 958.513, 1852.124, 520.3015, 740.5211, 911.3278, 1650.485, 2857.834, 0, 712.2377, 1526.617, 312.6407, 1391.643, 101.0441, 1197.406, 1094.957, 1036.254, 696.8047, 1694.308
6.9, 1117.494, 349.7569, 1134.855, 54.48408, 773.7768, 24.10481, 559.2048, 383.025, 623.8732, 1682.066, 516.5682, 518.2164, 343.0564, 132.8788, 312.5295, 79.81431, 2218.887, 696.9468, 437.4031, 278.1103, 910.095, 1774.881, 494.0891, 707.9139, 961.2764, 1654.177, 2829.323, 0, 680.8398, 1460.486, 298.7793, 1405.183, 96.18204, 1254.037, 1061.524, 1104.081, 678.5523, 1620.214
7, 1123.013, 334.8878, 1164.124, 51.68997, 747.6543, 23.10944, 556.0093, 365.3863, 598.6708, 1635.877, 501.5597, 494.9857, 389.8596, 127.1303, 297.0638, 76.38583, 2267.528, 668.624, 412.9841, 263.6624, 1022.235, 1765.998, 469.1973, 712.9461, 917.935, 1855.832, 2804.809, 0, 690.2968, 1397.22, 285.5325, 1342.391, 91.55398, 1278.619, 1029.611, 1046.83, 645.3849, 1549.361
7.1, 1074.182, 320.6509, 1112.753, 49.03915, 713.6115, 22.15517, 533.0964, 348.5598, 661.9235, 1565.688, 480.6865, 472.7964, 372.4936, 121.6305, 282.3635, 73.10463, 2201.097, 641.4523, 442.6614, 249.965, 1127.539, 1720.483, 445.5594, 681.5532, 907.9019, 1860.603, 2926.36, 0, 659.8661, 1336.694, 272.873, 1353.97, 87.14861, 1226.199, 1130.117, 992.5482, 649.913, 1695.427
7.2, 1027.474, 307.0192, 1063.649, 46.52428, 724.2062, 21.2403, 511.1278, 332.5082, 635.184, 1498.511, 502.7621, 451.6018, 355.9011, 116.3687, 268.3906, 69.96437, 2110.497, 615.3848, 417.9488, 236.9792, 1070.583, 1648.73, 423.1125, 802.511, 952.203, 1970.904, 2990.773, 0, 664.0906, 1490.178, 260.7748, 1358.47, 82.95522, 1219.896, 1075.655, 1032.441, 618.1455, 1621.284
7.3, 1055.687, 293.967, 1141.149, 44.13837, 891.6127, 20.36322, 490.0644, 317.1959, 609.5247, 1522.58, 487.2451, 431.3574, 400.2758, 111.3345, 255.1092, 66.959, 2118.993, 693.7197, 394.6159, 224.668, 1156.896, 1711.698, 401.7964, 767.1743, 909.2708, 1992.95, 2867.907, 0, 705.3669, 1460.504, 249.213, 1297.766, 78.96359, 1327.038, 1023.818, 978.905, 587.9307, 1550.384
7.4, 1060.786, 281.4697, 1216.927, 41.87482, 851.015, 19.52235, 519.6224, 302.5886, 584.9019, 1522.099, 466.9677, 412.0204, 382.4457, 106.518, 242.485, 64.08273, 2031.772, 665.528, 372.5855, 212.9964, 1119.272, 1741.054, 381.5542, 820.3694, 899.6108, 2070.777, 2850.559, 0, 674.2719, 1397.237, 238.1638, 1239.775, 75.16405, 1272.634, 1055.051, 1027.401, 627.7769, 1482.585
7.5, 1059.881, 269.5037, 1235.151, 39.72736, 812.2658, 18.7162, 498.209, 288.6541, 561.2738, 1592.05, 550.8442, 393.5503, 379.4994, 101.91, 230.4855, 61.33002, 2082.906, 638.4821, 351.7851, 201.9311, 1087.757, 1668.444, 362.3318, 904.1111, 859.0497, 1998.285, 2751.26, 0, 644.5477, 1336.711, 227.6045, 1343.1, 71.54732, 1275.664, 1004.207, 974.1265, 646.1769, 1585.579
7.6, 1062.108, 258.0464, 1180.645, 37.69002, 795.698, 17.94335, 477.6781, 275.3612, 538.6002, 1523.741, 527.92, 375.9081, 409.9778, 97.50123, 219.0798, 58.69555, 1997.171, 677.9522, 360.8844, 191.4407, 1080.655, 1721.402, 344.0777, 864.3007, 820.3175, 2059.157, 2883.539, 0, 791.6669, 1346.708, 442.2813, 1331.717, 68.10462, 1223.366, 1072.011, 1040.217, 643.7603, 1516.24
7.7, 1015.925, 247.0762, 1128.545, 35.75716, 759.4677, 17.2024, 457.9932, 262.6805, 516.8425, 1458.364, 505.9498, 359.0569, 452.5978, 93.28323, 208.2386, 56.17424, 1914.965, 650.4014, 340.7372, 181.4953, 1086.415, 1649.611, 326.7433, 910.2913, 898.3858, 1964.178, 2765.078, 0, 756.7675, 1657.485, 422.6721, 1348.152, 64.82758, 1393.901, 1020.35, 986.2778, 660.2612, 1558.439
7.8, 971.7501, 236.5723, 1207.562, 33.92342, 794.0423, 16.49205, 439.1195, 250.5838, 495.9638, 1395.791, 484.894, 342.961, 460.0681, 89.2477, 197.9338, 53.76124, 1931.146, 691.3533, 373.7487, 172.0665, 1058.827, 1693.854, 310.2823, 870.2086, 998.7712, 1955.89, 2739.514, 0, 723.4066, 1648.919, 403.9324, 1287.909, 61.70822, 1431.492, 971.1779, 1067.323, 627.9879, 1525.599
7.9, 1042.246, 226.515, 1154.274, 32.18373, 757.8873, 15.81104, 421.0236, 239.0441, 475.9285, 1335.903, 510.5379, 327.5867, 449.5361, 85.38675, 235.2988, 51.4519, 1945.283, 758.0326, 408.5735, 163.1276, 1131.806, 1623.212, 294.6505, 831.891, 953.7393, 1915.306, 2858.371, 0, 691.5164, 1639.894, 386.0235, 1343.576, 58.73896, 1429.821, 924.3759, 1011.978, 666.5491, 1458.883
8, 996.9266, 216.8853, 1144.453, 30.53325, 723.3785, 15.15815, 403.6734, 228.0359, 456.7025, 1403.054, 554.1913, 312.9016, 459.7298, 81.69283, 346.4758, 49.24175, 1865.212, 742.5922, 484.476, 154.653, 1074.634, 1665.645, 279.8062, 795.2605, 910.7377, 1924.057, 2838.053, 0, 697.8281, 1759.85, 368.9086, 1283.538, 55.91257, 1371.203, 879.8294, 1084.071, 633.9684, 1443.957
8.1, 953.5779, 207.6649, 1146.07, 28.96741, 782.9636, 14.53221, 387.0382, 217.5346, 438.2533, 1342.855, 570.4099, 298.8748, 486.3787, 78.15872, 329.3303, 47.12654, 1788.438, 712.4146, 457.429, 146.6187, 1020.35, 1596.179, 351.7817, 961.8741, 869.675, 1835.309, 2883.599, 0, 667.0655, 1683.615, 394.4438, 1285.375, 53.22219, 1402.307, 837.4296, 1091.118, 602.9802, 1491.781
8.199999999999999, 912.1141, 198.8366, 1164.921, 27.48188, 747.313, 13.93213, 371.0886, 207.5169, 420.5493, 1299.403, 546.6714, 285.4767, 464.7132, 74.7775, 313.0332, 92.00224, 1886.674, 683.4632, 431.892, 139.0018, 1106.09, 1573.916, 395.6353, 919.5202, 939.3337, 1912.383, 2765.136, 0, 666.9171, 1718.048, 408.4623, 1253.928, 50.66125, 1378.947, 889.1535, 1034.54, 640.4677, 1426.544
8.300000000000001, 1000.762, 190.3835, 1184.635, 26.07252, 713.2857, 194.5478, 355.7962, 197.9605, 500.7886, 1309.799, 523.9208, 272.6794, 452.636, 71.54254, 297.5427, 88.05022, 1809.015, 727.1027, 407.7806, 131.7806, 1138.063, 1533.672, 375.7035, 943.2885, 935.6525, 1886.182, 2776.31, 0, 637.5171, 1643.624, 390.3526, 1197.896, 48.22355, 1440.463, 846.3043, 980.8948, 609.1619, 1506.502
8.4, 957.2463, 182.2898, 1132.358, 24.73545, 680.8077, 186.5143, 364.8191, 188.8442, 480.5584, 1253.601, 502.117, 260.4557, 432.4735, 68.44755, 282.8186, 84.26797, 1819.194, 697.5545, 385.0154, 124.9346, 1080.576, 1651.076, 406.3699, 946.2994, 893.4665, 1836.278, 2826.78, 0, 609.4131, 1635.936, 502.3607, 1223.468, 102.5634, 1381.409, 805.5201, 1030.656, 655.8683, 1440.621
8.5, 935.7214, 174.5402, 1191.394, 160.462, 814.6783, 178.8124, 349.785, 180.1477, 461.1454, 1297.402, 531.7209, 248.7799, 427.7242, 65.48643, 268.8232, 162.7813, 1863.743, 669.2071, 520.4228, 118.4442, 1025.992, 1611.587, 385.8973, 904.6312, 853.1825, 1921.628, 2878.156, 0, 606.7494, 1565.069, 480.0878, 1197.533, 97.62829, 1324.775, 766.7013, 977.2125, 623.8097, 1377.622
8.6, 895.034, 167.12, 1206.129, 152.233, 777.5836, 171.4286, 337.3066, 180.7086, 496.7422, 1303.483, 509.5926, 237.6276, 467.4996, 62.65343, 255.5204, 183.8861, 1850.823, 642.0117, 509.2753, 112.2909, 974.1652, 1594.128, 366.4561, 864.7979, 855.8475, 1958.796, 2759.916, 0, 672.8701, 1632.781, 575.8241, 1221.956, 92.93063, 1345.927, 781.0748, 926.5403, 603.5241, 1317.377
8.699999999999999, 911.5147, 160.0153, 1152.904, 144.4261, 767.1223, 323.051, 323.4063, 172.3867, 476.6755, 1309.481, 561.936, 226.9751, 446.6751, 67.98998, 242.8758, 175.9871, 1774.64, 769.0753, 700.4786, 106.4574, 924.9566, 1624.112, 347.9943, 887.5153, 976.7946, 1868.446, 2771.674, 0, 665.1826, 1693.839, 550.2941, 1167.352, 88.45902, 1404.517, 817.3143, 878.4958, 605.0073, 1341.273
8.800000000000001, 871.8799, 153.2127, 1192.354, 153.8277, 732.193, 309.7111, 318.2257, 164.4481, 575.2301, 1253.296, 538.5502, 216.8003, 426.7782, 65.04867, 230.857, 168.4275, 1701.594, 737.8213, 1160.5, 100.9268, 878.2336, 1636.364, 330.4626, 848.4355, 932.7536, 1840.479, 2867.686, 0, 732.4379, 1620.464, 525.8961, 1115.189, 84.20258, 1346.937, 838.3841, 832.9425, 639.1459, 1339.861
8.9, 833.9685, 146.6992, 1245.657, 145.939, 698.8542, 296.9221, 305.1118, 156.8751, 551.9927, 1312.024, 533.7065, 207.0815, 419.9826, 62.2346, 219.4329, 161.1926, 1697.765, 716.3773, 1240.995, 95.68365, 964.0978, 1590.379, 403.1367, 811.0765, 890.6982, 1821.256, 2766.779, 0, 700.1495, 1582.409, 601.9635, 1093.661, 80.15093, 1361.973, 797.9815, 789.7513, 748.9178, 1281.267
9, 797.7056, 140.4626, 1267.444, 138.4548, 667.0333, 284.6611, 292.5382, 149.6508, 529.694, 1255.73, 511.4956, 197.7984, 413.5743, 59.54227, 208.5742, 154.2684, 1755.222, 687.2649, 1208.559, 90.71284, 915.3976, 1524.053, 446.6549, 861.3574, 850.5391, 1871.011, 2804.16, 0, 669.2845, 1604.157, 575.2746, 1044.791, 76.29425, 1366.725, 759.526, 748.7999, 712.3109, 1298.326
9.1, 763.0194, 134.4912, 1211.513, 131.3544, 636.6614, 272.9065, 280.4829, 142.7592, 508.2962, 1308.836, 490.2089, 188.9315, 395.1519, 56.96641, 198.2528, 147.6417, 1743.679, 659.3356, 1141.088, 86.00027, 904.4218, 1482.187, 488.6547, 823.4294, 1013.611, 1874.903, 2688.96, 0, 639.7802, 1556.619, 549.769, 1024.533, 72.62315, 1350.55, 722.9238, 799.6461, 677.4933, 1332.509
9.199999999999999, 729.8416, 128.7736, 1158.051, 179.107, 663.2485, 261.6372, 291.8647, 148.9415, 487.7627, 1252.679, 471.8072, 180.462, 377.55, 54.50199, 188.4422, 141.2997, 1702.096, 658.443, 1128.229, 81.53252, 858.7361, 1571.936, 464.0366, 829.0579, 967.9103, 1856.476, 2609.747, 0, 611.5765, 1539.397, 525.3942, 978.7516, 69.12868, 1295.182, 688.0854, 831.0348, 681.957, 1274.238
9.300000000000001, 698.1063, 123.2991, 1137.165, 226.9895, 633.049, 250.8333, 279.8371, 142.0825, 468.0587, 1198.932, 452.1722, 172.3723, 360.7323, 52.14418, 179.117, 135.2301, 1741.134, 637.1343, 1101.798, 77.29688, 815.3583, 1506.379, 465.0283, 897.008, 1065.524, 1770.845, 2585.136, 0, 584.6161, 1472.713, 642.4026, 935.0159, 65.80236, 1366.417, 654.926, 857.1507, 648.6232, 1286.557
9.4, 801.5311, 118.0574, 1132.132, 215.3488, 619.7255, 240.4755, 286.0424, 135.5395, 506.6061, 1147.49, 515.0719, 164.6451, 344.6636, 49.88837, 170.2533, 129.4212, 1669.466, 621.9421, 1126.108, 73.28127, 837.4354, 1443.556, 490.8708, 938.5468, 1053.001, 1765.831, 2702.549, 0, 684.9377, 1488.134, 613.9208, 893.2344, 62.6361, 1310.398, 623.3644, 812.7043, 665.8365, 1274.949
9.5, 766.6786, 113.0384, 1260.788, 216.3933, 604.9584, 230.5454, 274.2548, 129.2977, 512.3942, 1150, 567.6507, 157.2644, 332.6606, 47.73015, 161.8283, 123.8618, 1675.343, 596.6674, 1080.088, 69.47427, 852.2903, 1469.693, 466.1411, 897.22, 1005.524, 1733.756, 2711.256, 0, 654.7433, 1493.838, 586.7018, 853.3199, 59.62219, 1269.65, 593.3239, 770.5626, 662.7698, 1311.922
9.6, 820.0757, 108.2329, 1205.151, 205.296, 663.3345, 221.0254, 262.9529, 123.3434, 491.6952, 1149.243, 550.2665, 150.2145, 337.7243, 45.66529, 153.8201, 118.5413, 1606.384, 643.87, 1055.031, 65.86505, 809.238, 1408.399, 442.6572, 901.317, 960.188, 1653.786, 2696.705, 0, 793.2422, 1429.127, 560.6896, 815.189, 56.75331, 1372.161, 695.165, 730.606, 642.4742, 1254.55
9.699999999999999, 784.4169, 103.6316, 1247.792, 194.7678, 644.1041, 211.8985, 252.1167, 117.6633, 471.8323, 1234.833, 547.1687, 143.4807, 322.6806, 43.68977, 146.2083, 113.4492, 1540.263, 625.2797, 1028.74, 62.44333, 768.3605, 1445.592, 499.9888, 861.6295, 1027.952, 1715.858, 2592.639, 0, 758.2734, 1444.768, 535.8307, 920.9927, 54.02246, 1341.59, 661.6644, 802.1922, 611.0702, 1199.688
9.800000000000001, 767.317, 99.22598, 1192.729, 184.7795, 614.7761, 203.1485, 244.622, 112.2448, 489.1865, 1181.851, 524.3975, 137.0487, 308.3069, 41.79971, 138.9731, 108.576, 1666.918, 599.8694, 971.3085, 59.19937, 809.2242, 1431.536, 535.55, 871.4254, 1025.356, 1636.713, 2643.081, 0, 724.8461, 1382.182, 512.0739, 968.1472, 51.42302, 1286.589, 629.7781, 760.5956, 717.4204, 1281.667
9.9, 733.9522, 95.00763, 1173.254, 175.3035, 586.7836, 194.7598, 265.5284, 107.0758, 505.8127, 1131.143, 508.2487, 130.905, 294.5736, 39.99141, 132.0959, 103.912, 1598.306, 575.4918, 917.083, 56.12394, 829.0529, 1371.834, 508.5694, 833.0541, 1028.009, 1655.582, 2534.498, 0, 738.0015, 1413.527, 489.3704, 950.6829, 48.94866, 1315.09, 713.1038, 750.4298, 682.3531, 1225.619
10, 702.0382, 90.96861, 1197.609, 188.6364, 668.4959, 186.7174, 254.5861, 127.5399, 485.3795, 1134.486, 590.5634, 125.0368, 281.452, 38.26134, 125.5591, 99.44839, 1532.517, 552.1047, 865.8848, 53.20827, 787.1744, 1394.129, 482.948, 845.3736, 1001.774, 1579.218, 2489.797, 0, 705.4678, 1352.295, 467.6735, 965.0834, 46.59336, 1313.331, 738.0125, 711.5172, 648.9999, 1172.021
10.1, 671.512, 87.10129, 1144.76, 178.9626, 638.0574, 179.0072, 244.0947, 121.6665, 465.7718, 1085.809, 565.9862, 119.4316, 268.9148, 36.60612, 119.3458, 95.17652, 1469.436, 561.6327, 817.5449, 50.44408, 747.4114, 1335.987, 458.6174, 943.8256, 1108.244, 1620.515, 2496.811, 0, 674.3684, 1393.417, 446.9385, 921.9584, 44.35139, 1259.489, 702.447, 715.3853, 617.277, 1120.768
10.2, 683.9653, 83.39839, 1094.243, 169.7849, 609.0048, 171.6154, 234.0357, 117.8107, 486.2008, 1124.492, 542.4319, 114.0777, 256.9362, 35.02251, 113.4399, 91.08815, 1540.431, 610.1375, 831.8658, 47.82349, 790.05, 1322.578, 435.5126, 938.0761, 1058.276, 1576.136, 2474.255, 0, 745.9837, 1454.752, 529.8866, 909.3016, 42.21731, 1207.854, 668.5955, 725.2606, 635.1071, 1147.065
10.3, 654.2249, 79.85291, 1120.854, 191.6637, 581.275, 164.5288, 224.3912, 112.3854, 466.5599, 1076.245, 519.8578, 108.9638, 245.4911, 49.28096, 107.8263, 87.1754, 1477.025, 585.3425, 921.3743, 45.33904, 850.1413, 1410.099, 413.5718, 962.5157, 1010.562, 1554.212, 2517.821, 0, 713.0982, 1391.734, 506.3933, 868.6692, 40.18591, 1270.698, 636.3752, 734.1581, 604.0632, 1096.902
10.4, 650.2307, 76.45816, 1105.461, 181.8346, 554.8079, 157.7348, 215.1441, 107.2099, 447.7124, 1071.888, 498.2231, 104.0792, 234.5558, 47.14902, 102.4904, 83.43073, 1416.229, 561.5552, 869.9365, 42.98365, 807.1976, 1398.34, 392.7364, 920.1335, 993.5121, 1482.523, 2490.642, 0, 756.5519, 1332.672, 502.7758, 829.8524, 38.25225, 1246.782, 605.7076, 715.476, 737.4309, 1083.643
10.5, 621.9571, 73.20772, 1056.679, 172.5095, 621.4859, 151.2214, 231.7131, 119.8549, 429.6263, 1121.992, 477.4888, 99.41351, 224.1077, 45.10931, 97.41866, 79.84691, 1559.813, 538.7346, 821.3704, 40.75063, 766.4232, 1415.857, 372.9506, 879.6174, 986.4047, 1503.36, 2388.322, 0, 782.5222, 1274.942, 550.2344, 792.7702, 36.41164, 1234.504, 576.5181, 678.3759, 772.5866, 1051.292
10.6, 594.913, 70.09547, 1123.585, 186.4705, 630.4003, 144.9769, 248.0058, 114.3355, 491.9874, 1073.852, 457.6174, 94.95698, 214.1249, 43.15783, 92.59785, 76.41703, 1495.609, 567.2985, 819.8185, 38.63362, 808.0729, 1356.809, 455.7477, 840.8854, 941.9304, 1483.669, 2400.321, 0, 841.5859, 1219.713, 586.9593, 926.4138, 34.65959, 1207.074, 548.7351, 643.1996, 734.8228, 1040.709
10.7, 586.6452, 67.11552, 1074.003, 176.9078, 601.6963, 138.9903, 245.2192, 109.0702, 472.1128, 1027.777, 469.5441, 90.70023, 260.79, 41.29078, 88.01561, 73.13449, 1458.431, 544.2444, 774.0502, 36.62658, 767.2542, 1444.498, 474.8394, 921.1003, 994.8407, 1481.01, 2365.94, 0, 834.1647, 1197.361, 560.9357, 885.0167, 32.99185, 1268.219, 522.291, 637.5113, 698.9049, 995.1977
10.8, 561.1365, 64.26227, 1077.592, 167.8354, 583.3967, 133.2509, 235.1138, 104.0474, 485.1293, 983.6792, 450.0033, 86.6343, 288.4036, 39.5045, 83.66012, 69.99296, 1449.773, 522.1272, 730.8372, 34.72382, 728.4974, 1384.255, 510.7141, 911.3176, 1103.645, 1412.698, 2419.08, 0, 797.3919, 1187.381, 536.0658, 1016.35, 31.40436, 1299.991, 497.1213, 604.454, 664.7426, 951.6769
10.9, 536.7369, 61.53032, 1109.637, 170.4373, 576.8161, 127.7485, 326.7115, 102.9529, 483.6644, 941.4735, 431.2757, 82.75064, 275.5568, 37.7955, 79.52016, 66.98636, 1390.099, 516.9985, 690.0365, 32.9199, 848.5885, 1422.189, 597.3817, 923.6237, 1053.885, 1509.326, 2456.037, 0, 873.2183, 1237.489, 635.6533, 970.934, 29.89325, 1322.969, 473.1646, 655.2197, 666.6588, 992.9181
11, 513.3984, 58.9145, 1060.671, 161.6968, 550.552, 122.4734, 313.2479, 160.1346, 496.4889, 1018.042, 498.8836, 79.04108, 263.2823, 36.16043, 75.58507, 64.10892, 1351.391, 502.8359, 745.1346, 31.20969, 805.7232, 1440.654, 567.286, 979.2852, 1201.617, 1586.434, 2389.69, 0, 834.7238, 1219.693, 677.4867, 1008.272, 55.9944, 1392.745, 568.4135, 621.2442, 634.0728, 1115.603
11.1, 491.0746, 56.40989, 1144.097, 250.4871, 573.7637, 117.416, 300.3391, 152.7602, 557.4252, 1034.265, 506.8146, 75.49782, 251.5545, 34.59609, 71.84471, 61.35508, 1490.744, 550.9127, 830.9604, 29.58834, 765.0233, 1380.572, 538.7066, 936.1646, 1147.439, 1532.172, 2366.371, 0, 797.9263, 1300.297, 707.7997, 963.217, 53.30008, 1335.646, 574.4974, 704.2861, 681.7137, 1066.817
11.2, 536.7667, 54.01176, 1120.588, 237.6414, 624.1301, 112.5675, 321.1139, 166.9394, 534.907, 1109.068, 588.6801, 72.11338, 240.3492, 33.09943, 68.28944, 58.71953, 1429.383, 530.4081, 784.5701, 28.05121, 726.3791, 1393.234, 552.1312, 894.9426, 1199.391, 1625.433, 2282.824, 0, 797.9689, 1243.97, 705.0319, 933.7079, 50.7354, 1402.772, 570.8807, 689.0218, 709.3408, 1020.164
11.3, 637.4669, 51.71558, 1192.087, 225.4544, 656.5187, 107.9192, 307.881, 159.2516, 568.6485, 1061.482, 613.4019, 68.88067, 276.8655, 31.66752, 64.9101, 56.1972, 1625.742, 695.7796, 740.7698, 26.59394, 689.6871, 1528.536, 524.3152, 855.5359, 1145.314, 1550.459, 2484.648, 0, 762.7917, 1190.082, 840.8801, 968.2452, 48.29412, 1550.776, 620.1835, 653.2935, 674.6684, 1019.009
11.4, 609.7484, 49.51702, 1176.908, 213.8924, 759.1866, 103.4628, 319.2138, 200.822, 596.0167, 1015.938, 587.8743, 65.79288, 264.5327, 30.29755, 356.3852, 53.78321, 1812.123, 667.5043, 699.4146, 25.21237, 782.6332, 1503.544, 582.0516, 817.8643, 1093.675, 1516.3, 2411.134, 0, 780.4843, 1138.53, 1031.983, 924.9789, 45.97032, 1537.27, 590.2963, 619.4178, 693.1166, 1141.677
11.5, 583.235, 47.41192, 1124.973, 202.9234, 782.7664, 99.19048, 306.0592, 229.6674, 571.9396, 972.3484, 563.409, 62.8435, 252.7492, 28.98685, 357.7689, 51.47292, 1737.533, 740.7115, 660.3682, 23.90257, 743.0995, 1625.321, 552.7282, 781.8514, 1044.364, 1549.139, 2512.824, 0, 746.0779, 1173.489, 986.2281, 931.9817, 43.75833, 1623.418, 561.8494, 693.5406, 659.2372, 1205.298
11.6, 557.8746, 45.39632, 1075.329, 192.5169, 747.1248, 95.09455, 293.4466, 219.091, 576.986, 930.6288, 539.9619, 60.02634, 241.4906, 27.73285, 355.5779, 49.26186, 1666.014, 815.4009, 665.2714, 22.66082, 705.5629, 1675.497, 524.8822, 850.2236, 997.2763, 1590.207, 2432.188, 0, 713.1882, 1282.187, 1110.207, 913.4042, 41.65278, 1556.863, 534.7733, 657.5779, 627.0139, 1274.012
11.7, 533.6169, 43.4664, 1103.549, 182.644, 713.1061, 91.16776, 287.3941, 231.9569, 611.8536, 1120.122, 673.6003, 57.33547, 230.7336, 26.5331, 400.0154, 47.14579, 1764.506, 782.2644, 628.131, 21.48358, 881.405, 1622.256, 498.439, 812.7859, 1052.5, 1569.07, 2366.618, 0, 741.9702, 1329.016, 1060.984, 922.6564, 164.9662, 1493.037, 557.0003, 674.9342, 596.3657, 1309.879
11.8, 527.9642, 41.61853, 1100.711, 173.2775, 680.6363, 87.40313, 279.0822, 221.2751, 587.1368, 1104.471, 645.5674, 54.76522, 220.4557, 25.38525, 430.6316, 45.12061, 1889.907, 750.4745, 593.0642, 20.3675, 836.882, 1648.974, 473.328, 776.9967, 1005.046, 1555.936, 2320.872, 0, 709.2615, 1304.464, 1118.852, 913.2405, 326.1285, 1581.623, 530.1579, 639.9363, 567.2156, 1319.252
11.9, 505.0071, 39.84922, 1052.138, 164.3913, 741.0587, 83.79395, 330.9308, 211.0851, 563.4183, 1074.447, 618.7012, 52.3102, 210.6356, 24.28706, 467.2006, 43.18243, 1812.116, 723.7056, 641.8045, 19.3094, 794.608, 1623.549, 449.4821, 742.7834, 959.7313, 1484.168, 2390.038, 0, 771.5333, 1302.532, 1069.247, 872.4321, 342.6319, 1516.781, 504.6091, 606.7533, 702.9514, 1261.56
