 , C000, C003, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C016, C017, C019, C020, C022, C023, C024, C025, C026, C027, C029, C031, C034, C035, C036, C039, C041, C043, C044, C045, C046, C047, C048, C049, C050, C052, C054, C058, C059, C060, C062, C063, C064, C065, C066, C068, C072, C074, C075, C080, C081, C083, C085, C088, C089, C090, C093, C095, C096, C099, C100, C101, C103, C105, C106, C109, C111, C114, C115, C121, C122, C130, C132, C133
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
291.6, 404.6323, 661.3859, 914.7584, 1037.177, 690.3453, 215.6501, 0.01626355, 31.91809, 908.7997, 207.4299, 8.825862, 346.0575, 481.3951, 575.3915, 392.2283, 195.7398, 1121.663, 469.1378, 1413.072, 439.1424, 1274.685, 1271.621, 689.2744, 485.8662, 446.6533, 644.1324, 1338.453, 718.5057, 5.18937e-05, 463.5942, 312.51, 726.0279, 222.4309, 346.6931, 639.6868, 744.2136, 187.1472, 421.53, 1587.406, 1547.042, 333.2319, 338.1623, 278.6773, 702.6904, 720.9321, 752.3359, 4.866282, 661.0971, 783.6167, 166.9411, 457.7518, 592.0377, 775.2934, 5.922895, 853.3696, 717.1547, 683.5971, 822.3359, 876.9539, 819.4634, 922.8806, 221.579, 862.0891, 533.6237, 539.6532, 393.1402, 814.8745, 1754.959, 800.3868, 1697.385, 1.895308, 799.4272, 498.3593, 917.728, 0.05658078, 2070.354
291.7, 492.2615, 1063.774, 1521.64, 1566.741, 958.0291, 206.4391, 0.01553115, 30.5175, 1510.61, 359.135, 226.2911, 552.7496, 619.6475, 900.3703, 405.5866, 305.343, 1300.514, 970.5615, 1382.883, 419.6079, 1931.367, 2031.443, 1093.372, 627.8328, 669.7632, 769.0878, 1608.054, 819.0349, 4.963847e-05, 765.6003, 390.5829, 1169.723, 219.2174, 432.5341, 953.9052, 710.3326, 178.1624, 403.9996, 1750.141, 1890.785, 456.4671, 322.9882, 436.661, 671.23, 796.9375, 719.012, 4.629594, 717.0822, 745.0456, 197.8624, 544.2285, 723.0374, 1188.156, 5.658783, 1181.804, 684.6475, 652.9877, 1058.525, 1068.112, 783.0118, 880.9876, 632.4595, 1066.913, 610.754, 554.6196, 640.6526, 835.8767, 2009.035, 1167.782, 2154.784, 1.812726, 997.89, 661.4519, 878.9768, 0.05417742, 2165.976
291.8, 553.1916, 1220.688, 1668.439, 1558.021, 947.6115, 197.6215, 0.01483172, 29.17838, 1429.912, 464.3934, 355.999, 879.4358, 881.483, 856.9872, 388.4737, 292.6434, 1320.627, 1091.949, 1392.536, 400.9424, 1958.335, 2342.277, 1266.991, 599.6309, 849.5718, 999.9644, 1614.942, 824.3503, 4.748125e-05, 848.2332, 373.0025, 1191.839, 377.6626, 534.8941, 911.064, 701.8281, 169.609, 387.1982, 1804.254, 2061.82, 492.6334, 308.4951, 824.4858, 735.1742, 847.2248, 715.8155, 4.404419, 915.8981, 708.373, 189.5581, 610.6548, 714.4557, 1152.806, 5.406449, 1261.853, 653.6138, 623.749, 1011.478, 1194.778, 768.1263, 840.9963, 673.7818, 1203.329, 718.5964, 616.5264, 666.3656, 798.4249, 2146.203, 1434.037, 2160.001, 1.733743, 1128.594, 767.9701, 941.912, 0.05187615, 2480.167
291.9, 743.5546, 1160.562, 1764.63, 1484.199, 985.7495, 356.0054, 0.0141638, 27.89801, 1353.524, 445.229, 369.0512, 979.2786, 1069.41, 936.6749, 372.0827, 280.472, 1261.412, 1236.466, 1416.171, 418.7038, 1871.268, 2350.445, 1210.74, 651.5095, 811.4509, 946.2022, 1545.358, 786.96, 4.541778e-05, 885.0975, 356.2133, 1274.61, 361.8594, 572.2145, 870.1469, 765.8603, 161.4662, 371.0955, 1910.124, 2135.798, 500.1774, 294.6523, 813.9561, 702.2595, 808.5471, 820.7, 4.190196, 872.903, 739.8004, 181.6023, 583.8625, 767.817, 1096.305, 5.165366, 1270.839, 742.5313, 730.9744, 966.5219, 1138.447, 757.0125, 802.8204, 638.9317, 1254.12, 890.8379, 615.82, 636.8489, 805.5101, 2283.72, 1453.881, 2167.515, 1.658201, 1128.59, 784.7625, 902.1396, 0.04967263, 2492.598
292, 926.5798, 1139.101, 1753.145, 1413.876, 939.8121, 379.6125, 0.01352595, 26.67383, 1369.479, 426.8554, 361.2277, 935.5754, 1088.999, 891.5425, 356.3834, 268.8068, 1204.852, 1243.895, 1354.569, 467.1919, 1788.071, 2230.67, 1156.986, 730, 775.0404, 895.3306, 1505.616, 751.2656, 4.344399e-05, 844.0123, 340.1799, 1226.602, 346.7175, 652.3608, 831.0673, 730.9938, 153.7143, 355.6624, 1850.825, 2131.136, 535.5942, 281.4306, 869.9388, 670.8184, 771.6351, 877.0793, 3.986392, 879.7983, 744.2625, 173.9804, 558.2458, 731.1707, 1223.45, 4.935034, 1215.805, 901.6712, 698.2437, 923.5639, 1084.772, 723.3389, 766.3774, 605.8842, 1287.015, 850.7919, 585.8539, 622.1158, 854.6747, 2219.472, 1497.052, 2189.315, 1.58595, 1094.997, 770.8695, 864.0467, 0.04756271, 2540.133
292.1, 886.082, 1144.874, 1659.354, 1463.008, 896.0154, 363.3983, 0.01291683, 25.50337, 1296.32, 409.2401, 401.5634, 893.8226, 1037.906, 848.5848, 360.4877, 257.6268, 1236.784, 1242.993, 1386.225, 691.5206, 1730.981, 2116.998, 1105.618, 697.2089, 740.2637, 847.194, 1440.743, 717.1902, 4.155597e-05, 804.8343, 345.8312, 1192.735, 395.0019, 670.9711, 793.7429, 697.7146, 146.3347, 340.8712, 1845.128, 2080.044, 512.5616, 268.8023, 869.73, 640.7849, 758.1328, 960.3205, 3.7925, 838.4979, 707.6284, 166.6783, 533.7529, 696.2735, 1163.487, 4.714972, 1213.77, 860.8003, 778.3552, 882.5153, 1125.405, 755.1744, 731.5887, 574.546, 1231.9, 812.5461, 621.4474, 658.7694, 835.2722, 2124.853, 1465.906, 2081.926, 1.516847, 1106.619, 857.0545, 897.3779, 0.04554241, 2553.337
292.2, 847.3542, 1088.483, 1608.255, 1393.689, 854.2597, 489.9819, 0.01233514, 24.38426, 1227.069, 392.3517, 384.7504, 853.9331, 1029.807, 807.6969, 345.2776, 246.9117, 1181.329, 1185.43, 1343.382, 660.7595, 1687.382, 2009.12, 1056.531, 665.8907, 707.0475, 801.6454, 1446.435, 747.9781, 3.975e-05, 767.4749, 353.6681, 1137.75, 382.2901, 636.1168, 758.0948, 703.1853, 139.3093, 326.6952, 1853.825, 2106.97, 490.5195, 256.7406, 833.7823, 612.0961, 829.5919, 1110.693, 3.60804, 799.1362, 672.7976, 159.6828, 510.3347, 663.0419, 1106.462, 4.504724, 1205.382, 821.782, 789.5004, 843.291, 1127.995, 778.1032, 698.3792, 544.8287, 1179.145, 776.0196, 667.0181, 629.5892, 850.9814, 2207.864, 1539.518, 1979.804, 1.450756, 1149.991, 889.315, 883.9202, 0.04360793, 2677.787
292.3, 810.3191, 1066.438, 1623.366, 1343.943, 814.4499, 469.0535, 0.01177965, 23.31427, 1253.151, 376.1602, 368.6413, 815.8238, 1050.142, 768.7791, 330.7093, 236.6424, 1212.046, 1130.533, 1311.515, 631.3668, 1612.361, 1906.738, 1009.624, 635.9793, 675.3217, 758.5457, 1384.113, 751.9003, 3.802252e-05, 914.4526, 351.0685, 1131.519, 387.9516, 628.3655, 724.0477, 671.1721, 132.6212, 313.1087, 1768.516, 2021.246, 469.4252, 245.2201, 799.3205, 627.783, 791.7192, 1061.496, 3.432551, 761.6223, 741.5319, 152.9809, 487.9439, 631.3963, 1052.232, 4.303851, 1153.182, 804.5752, 781.7056, 805.8102, 1098.455, 743.4915, 666.6771, 516.6484, 1128.649, 741.1351, 634.5607, 601.7015, 865.9791, 2113.739, 1489.333, 2033.505, 1.387544, 1124.778, 849.5785, 846.5966, 0.04175561, 2568.125
292.4, 774.9026, 1058.508, 1562.469, 1315.506, 776.4953, 449.019, 0.01124917, 22.29122, 1186.206, 360.637, 353.2067, 779.4152, 1148.672, 731.7366, 351.5636, 226.8001, 1157.699, 1078.178, 1254.465, 638.8659, 1623.369, 1809.574, 1001.332, 607.4115, 645.0195, 717.7632, 1423.03, 744.0717, 3.637012e-05, 872.0048, 377.9721, 1079.356, 371.7179, 744.788, 691.5297, 715.7003, 126.2541, 300.0872, 1687.131, 1939.01, 449.2381, 234.2166, 766.283, 599.6763, 791.9994, 1085.907, 3.265597, 767.0322, 739.6145, 146.5602, 466.5355, 601.2611, 1000.66, 4.111935, 1142.709, 768.1055, 775.1653, 769.9952, 1046.665, 740.5009, 636.4142, 489.9258, 1080.316, 707.8187, 641.0228, 575.0491, 898.1332, 2084.327, 1418.924, 2068.276, 1.327086, 1106.834, 811.6175, 810.8489, 0.03998198, 2462.955
292.5, 741.0342, 1006.371, 1478.879, 1253.176, 740.3094, 466.8115, 0.01074258, 21.31307, 1122.838, 345.7543, 338.4183, 744.6315, 1094.78, 696.4789, 408.0056, 217.3672, 1105.789, 1028.248, 1199.897, 650.3983, 1551.194, 1717.361, 956.8749, 580.127, 616.0769, 755.2285, 1361.715, 814.8652, 3.478952e-05, 831.5274, 360.9593, 1029.597, 411.9493, 706.0992, 660.4722, 683.1174, 120.1928, 287.6072, 1680.937, 1908.362, 429.9192, 223.7068, 785.0215, 572.828, 783.5162, 1037.808, 3.106764, 749.5072, 703.2092, 140.409, 446.0664, 572.5642, 951.6152, 3.928577, 1093.224, 733.2888, 773.3071, 735.772, 1023.788, 836.8156, 607.525, 464.5853, 1034.053, 676.0001, 609.8304, 549.5772, 876.9032, 2044.564, 1428.251, 1966.824, 1.269263, 1113.92, 775.3527, 776.6107, 0.03828368, 2429.952
292.6, 708.646, 956.8015, 1514.567, 1193.799, 705.8099, 446.8728, 0.0102588, 20.37784, 1062.854, 331.4858, 324.2491, 711.4001, 1065.673, 722.2701, 390.7906, 208.3266, 1138.039, 980.6302, 1220.62, 678.3802, 1563.431, 1629.847, 914.3918, 554.068, 588.433, 714.6244, 1368.273, 925.5925, 3.327762e-05, 847.9431, 444.7862, 982.1324, 398.0936, 669.4201, 630.8094, 698.0605, 114.4224, 275.6463, 1639.962, 1830.718, 411.431, 213.6686, 752.575, 547.1817, 747.7469, 1071.739, 2.955657, 714.3231, 668.5959, 134.516, 426.4954, 620.1683, 904.9745, 3.753395, 1085.509, 700.0504, 915.035, 703.0699, 1035.443, 799.5922, 579.9471, 440.5555, 989.7704, 645.6117, 580.1558, 525.2336, 870.249, 1957.401, 1428.967, 1870.348, 1.213959, 1067.069, 740.7083, 743.8182, 0.03665752, 2606.496
292.7, 677.6733, 909.6737, 1468.347, 1213.97, 672.918, 520.0785, 0.009796813, 19.48365, 1006.076, 317.8062, 310.6731, 679.6518, 1053.458, 726.6424, 374.3019, 199.662, 1118.372, 935.2173, 1306.185, 648.2036, 1493.921, 1546.792, 908.8328, 529.1796, 562.0296, 676.2033, 1309.318, 883.6102, 3.183142e-05, 839.9661, 463.3576, 988.2805, 442.3529, 634.6464, 602.4789, 706.7275, 108.9291, 264.1828, 1583.2, 1756.233, 393.7379, 204.0809, 721.4696, 591.0432, 713.6105, 1052.941, 2.811898, 721.4969, 694.9565, 128.8703, 407.7831, 590.569, 860.6198, 3.586025, 1038.501, 820.4224, 908.9045, 671.8214, 986.6238, 796.3248, 625.8835, 417.7686, 947.3845, 616.5894, 551.9251, 501.9684, 850.1653, 1873.954, 1361.412, 1833.188, 1.161065, 1157.332, 707.6118, 712.4104, 0.03510044, 2548.669
292.8, 648.0544, 864.8673, 1389.792, 1156.451, 641.559, 497.8646, 0.009355628, 18.6287, 952.3298, 304.691, 297.6655, 649.3203, 1004.032, 691.6301, 358.5089, 191.3578, 1068.226, 957.6384, 1344.68, 619.3694, 1427.501, 1629.557, 868.4827, 505.4092, 536.8109, 639.8479, 1252.903, 843.532, 3.044807e-05, 800.9758, 442.5015, 1001.588, 423.8428, 601.679, 575.4208, 687.2462, 103.6995, 253.196, 1535.869, 1723.198, 376.8056, 194.9233, 691.6498, 564.5814, 681.0326, 1115.475, 2.675133, 687.6276, 660.7495, 123.4616, 389.8917, 562.3824, 818.439, 3.426118, 993.5284, 836.8391, 950.1688, 641.9616, 940.1066, 780.9993, 597.4723, 396.1603, 906.8137, 588.8718, 593.8154, 510.8364, 812.0733, 1925.811, 1297.051, 1770.903, 1.110475, 1153.971, 675.9942, 682.3288, 0.03360949, 2521.564
292.9, 619.7301, 822.2678, 1402.907, 1135.246, 611.6614, 476.5995, 0.008934312, 17.81126, 901.4553, 292.1172, 285.2025, 620.3425, 968.3389, 658.3049, 445.0906, 183.399, 1101.861, 913.2903, 1286.188, 591.8178, 1406.93, 1569.281, 829.924, 482.7065, 512.7238, 605.4471, 1292.412, 805.2717, 2.912484e-05, 776.2855, 546.3726, 955.4141, 446.1586, 570.4241, 549.5778, 655.9587, 98.72101, 242.6662, 1486.558, 1685.928, 412.2572, 186.1767, 663.0626, 539.3043, 649.9419, 1086.218, 2.545019, 655.3483, 628.2261, 118.2799, 372.7853, 535.5411, 778.3256, 3.273342, 1087.348, 842.3638, 992.6909, 613.429, 946.6395, 746.2587, 570.3508, 375.6696, 867.9803, 831.3677, 564.9201, 488.2089, 775.688, 1843.711, 1235.732, 1787.795, 1.06209, 1114.818, 645.7893, 758.8388, 0.03218188, 2590.534
293, 592.6437, 781.7666, 1327.854, 1126.797, 583.157, 456.2427, 0.008531968, 17.02969, 853.2985, 376.8299, 273.2614, 592.6578, 1040.818, 626.5854, 426.3109, 175.7712, 1112.368, 934.3596, 1265.07, 686.7332, 1344.378, 1541.438, 793.0773, 461.0237, 489.7174, 572.8958, 1236.726, 768.7467, 2.785911e-05, 800.5316, 521.78, 911.3693, 427.4892, 735.1594, 524.8955, 666.9415, 93.9815, 232.5743, 1543.849, 1685.754, 511.1985, 177.8226, 635.657, 515.1589, 620.2706, 1059.588, 2.421233, 734.1717, 597.3036, 113.3157, 356.4295, 552.6613, 740.1782, 3.127378, 1040.26, 892.0073, 948.2412, 586.1646, 902.0074, 733.1108, 544.4605, 356.2388, 830.81, 793.9951, 537.4308, 466.5836, 783.9164, 1765.111, 1177.312, 1700.101, 1.015813, 1087.167, 616.9341, 726.7968, 0.03081491, 2484.445
293.1, 728.6887, 830.31, 1346.023, 1149.897, 608.158, 436.7554, 0.008147744, 16.28242, 903.5498, 361.279, 353.9842, 566.2087, 991.9857, 700.2592, 566.2238, 168.4607, 1082.62, 990.8195, 1234.105, 656.1851, 1436.886, 1462.889, 879.6765, 440.3148, 467.7434, 542.0946, 1240.846, 733.8784, 2.664839e-05, 796.3395, 535.4767, 869.3549, 434.7538, 696.9708, 603.8425, 636.5784, 89.46953, 222.902, 1494.398, 1617.167, 572.9908, 169.8433, 609.384, 492.0946, 591.9538, 1012.655, 2.303469, 715.821, 567.9031, 108.5598, 451.4138, 526.2839, 703.9005, 2.987923, 995.2113, 880.7379, 905.7819, 671.5997, 953.8163, 762.2446, 573.9609, 337.813, 863.1568, 758.3026, 511.2792, 456.7703, 838.1439, 1689.862, 1121.654, 1714.531, 0.971552, 1041.442, 589.3682, 696.1077, 0.029506, 2432.412
293.2, 696.84, 844.5687, 1569.052, 1270.466, 866.6758, 418.1005, 0.007780822, 15.56793, 981.0543, 367.2533, 339.1632, 591.1719, 945.4444, 779.6187, 542.3329, 161.4542, 1157.683, 944.9348, 1209.212, 626.9958, 1694.65, 1698.298, 913.8939, 420.5361, 772.121, 618.714, 1241.133, 700.5917, 2.549029e-05, 759.3745, 511.3745, 895.632, 416.5616, 660.7659, 576.7231, 607.5975, 85.17418, 382.406, 1614.001, 1820.624, 548.35, 294.223, 584.197, 470.0628, 631.5233, 1026.356, 2.191432, 701.5453, 651.2282, 104.0035, 512.0212, 501.1656, 669.4008, 2.854686, 1071.892, 877.0015, 1027.051, 641.7498, 961.0414, 760.9003, 547.9067, 320.3403, 844.1308, 724.2145, 633.495, 571.3401, 866.1196, 1617.82, 1068.627, 1748.296, 0.9292198, 997.639, 563.0339, 793.5819, 0.02825268, 2577.725
293.3, 786.7471, 872.1575, 1682.622, 1330.812, 1117.786, 400.2423, 0.007430424, 14.8848, 1227.631, 400.9579, 324.9628, 564.7891, 1078.764, 909.4572, 519.4502, 154.7391, 1323.436, 1085.489, 1247.613, 614.3064, 1880.904, 1919.65, 996.4661, 561.8476, 908.9752, 585.4494, 1248.98, 668.8148, 2.438252e-05, 724.1252, 612.282, 1008.645, 399.1307, 626.4417, 613.6649, 579.9361, 81.08504, 382.6077, 1801.298, 1948.873, 584.0968, 281.0206, 560.051, 449.0175, 629.5724, 980.8946, 2.084845, 684.1181, 619.1735, 161.6331, 608.3722, 563.9896, 636.592, 2.727391, 1025.474, 867.978, 981.0632, 775.4933, 1010.99, 834.3454, 621.0317, 493.5962, 894.6557, 691.6588, 615.6689, 663.7509, 847.1552, 1548.85, 1018.107, 1933.944, 0.8887321, 955.6787, 537.8763, 760.0728, 0.02705261, 2524.256
293.4, 806.3994, 829.199, 1719.027, 1267.756, 1065.695, 383.147, 0.007095806, 251.4758, 1162.05, 484.4835, 311.357, 539.5837, 1028.151, 914.1172, 497.5329, 148.3033, 1515.597, 1077.61, 1290.563, 586.98, 1956.453, 1853.003, 1116.944, 536.6097, 1017.386, 644.4933, 1328.599, 638.4791, 2.332289e-05, 690.5121, 584.7227, 1022.249, 382.4292, 593.9005, 708.7038, 612.7939, 77.19222, 418.3613, 1755.884, 1869.581, 607.801, 312.0121, 536.903, 470.8647, 600.8311, 937.4469, 1.983441, 752.8578, 588.6966, 154.8493, 805.4708, 557.7249, 605.3913, 2.605772, 1019.125, 987.1143, 937.1342, 741.0258, 963.3244, 907.9655, 592.8408, 506.2593, 856.343, 660.5665, 758.0204, 634.35, 809.198, 1613.931, 969.9756, 1913.656, 0.8500085, 955.4127, 513.8429, 727.9786, 0.02590351, 2561.699
293.5, 883.8698, 788.3564, 1627.062, 1343.25, 1016.032, 433.321, 0.006776257, 259.5461, 1186.162, 464.49, 298.3208, 545.9424, 979.9134, 870.0718, 476.5404, 142.1352, 1481.854, 1027.706, 1331.312, 671.6801, 1903.705, 1988.252, 1067.355, 512.5056, 1070.116, 609.8428, 1271.353, 609.5195, 2.23093e-05, 658.4594, 558.4038, 989.1992, 366.4266, 563.0496, 775.9559, 584.8959, 73.48629, 418.2441, 1803.827, 1828.893, 687.1012, 298.0115, 514.7118, 518.3253, 573.4017, 919.9648, 1.88697, 717.5164, 559.7198, 148.3502, 770.131, 531.1059, 575.7198, 2.489577, 974.9918, 967.559, 895.1722, 708.0901, 1013.141, 930.9398, 565.9296, 480.074, 819.671, 630.8719, 721.1348, 606.2515, 819.397, 1545.126, 1012.083, 1973.715, 0.8129722, 915.2285, 490.8833, 722.2638, 0.02480322, 2503.874
293.6, 845.2387, 777.1801, 1749.004, 1279.605, 1064.474, 446.0519, 0.006471099, 248.1571, 1249.072, 445.3215, 285.8304, 571.4907, 989.0624, 828.1486, 456.4337, 136.2236, 1603.418, 1063.201, 1323.409, 641.8016, 1924.311, 1935.884, 1089.723, 489.4841, 1022.099, 577.0552, 1253.374, 581.8733, 2.133977e-05, 627.8945, 533.2696, 1029.159, 351.0936, 533.8014, 741.1067, 591.5365, 69.95828, 441.6913, 1821.422, 2023.541, 657.5532, 284.6391, 493.4377, 495.1191, 583.638, 891.8829, 1.795191, 683.834, 532.1693, 149.5788, 736.3418, 505.7574, 547.5026, 2.378562, 1045.727, 923.7015, 883.6334, 676.6184, 965.3735, 957.601, 540.2399, 557.0878, 865.965, 602.5123, 760.7289, 754.6572, 782.6835, 1535.689, 1012.077, 1915.509, 0.7775496, 876.7343, 468.9496, 774.2279, 0.02374966, 2620.454
293.7, 808.296, 738.8997, 1980.118, 1421.917, 1095.331, 426.9998, 0.006179682, 343.2932, 1279.627, 509.86, 273.8629, 641.4136, 942.6583, 906.9071, 437.1753, 130.5579, 1744.404, 1146.854, 1317.947, 613.2521, 1951.931, 1992.286, 1180.397, 615.1954, 1237.57, 625.6067, 1217.756, 555.4811, 2.041238e-05, 598.7484, 509.2667, 1048.722, 336.4022, 506.0725, 955.6769, 578.7462, 66.59965, 557.1956, 1982.324, 1993.401, 727.2303, 368.4727, 473.043, 472.9519, 556.9936, 899.0128, 1.707876, 789.5247, 505.9749, 172.9495, 704.035, 555.6484, 520.6683, 2.272498, 1000.441, 989.3933, 906.8281, 812.3428, 954.8654, 979.9405, 617.4826, 528.2735, 935.0276, 575.4274, 842.3469, 721.2296, 793.7906, 1581.728, 980.7814, 1928.572, 0.7436705, 917.9058, 447.9959, 741.536, 0.02274086, 2589.756
293.8, 772.968, 853.2117, 1921.554, 1354.545, 1066.105, 433.8712, 0.00590139, 328.2293, 1294.983, 604.8865, 262.3966, 612.7886, 898.4313, 863.209, 418.7295, 125.1278, 1776.123, 1093.744, 1260.618, 585.9727, 2009.199, 2079.21, 1203.675, 587.5612, 1200.723, 591.9716, 1165.287, 530.2859, 1.952528e-05, 570.9553, 486.3442, 1076.863, 322.3256, 479.784, 912.7561, 567.8946, 63.40226, 611.8481, 1963.176, 1912.297, 695.9566, 351.9386, 453.4912, 451.7772, 531.5656, 1029.297, 1.624808, 850.6062, 481.0699, 165.6908, 673.1458, 565.7439, 495.1492, 2.171164, 1029.268, 958.4506, 917.2075, 776.2374, 967.5493, 1004.458, 589.4528, 500.9496, 894.986, 549.5601, 864.9465, 705.3645, 758.2244, 1514.297, 948.9384, 1833.972, 0.7112675, 879.2991, 427.9785, 830.1367, 0.0217749, 2598.794
293.9, 739.1841, 836.1587, 1863.227, 1290.365, 1117.681, 415.3394, 0.005635629, 313.8264, 1225.803, 579.9242, 251.4103, 585.441, 925.0888, 821.6165, 401.062, 119.9236, 1782.367, 1043.093, 1239.09, 587.946, 2082.908, 1973.257, 1171.182, 561.1683, 1146.846, 606.8467, 1115.078, 506.2336, 60.09636, 544.4522, 464.4534, 1040.724, 322.1064, 454.8611, 871.7629, 569.6875, 60.35838, 586.4028, 1948.545, 1946.976, 666.0278, 336.1464, 434.7475, 431.5505, 554.9783, 1027.529, 1.54578, 814.6333, 665.2578, 158.7367, 643.6117, 538.7422, 470.8809, 2.074348, 1149.777, 935.6249, 892.3899, 741.7368, 1046.803, 1060.726, 562.6953, 475.0389, 856.6592, 524.8557, 822.8578, 698.296, 829.0737, 1593.689, 960.408, 1924.549, 0.6802763, 883.0001, 408.8555, 817.0004, 0.02084998, 2650.15
294, 706.8767, 794.9733, 1846.151, 1229.226, 1188.315, 449.7686, 0.005381837, 360.86, 1282.254, 555.9921, 240.884, 559.314, 881.6861, 782.0281, 384.1399, 114.9358, 1806.435, 1120.81, 1339.017, 574.6652, 2073.127, 1890.937, 1164.15, 603.4199, 1222.294, 574.2202, 1152.122, 483.2722, 73.88939, 558.5175, 443.548, 1047.733, 308.6279, 431.2328, 832.6108, 543.752, 57.46062, 562.0156, 1894.315, 1867.761, 637.386, 397.6732, 416.7786, 412.2294, 529.6423, 1130.088, 180.7687, 847.1514, 632.5125, 152.0744, 615.3734, 513.0292, 447.802, 1.981849, 1205.38, 996.9664, 965.9843, 826.2935, 1024.55, 1013.543, 789.1774, 450.4684, 819.9736, 501.2617, 782.8171, 698.5017, 791.9267, 1584.538, 915.0042, 1957.551, 0.6506355, 909.6713, 390.5869, 782.5024, 0.01996435, 2629.152
294.1, 675.9814, 755.8165, 1747.384, 1266.276, 1161.559, 430.5579, 0.005139474, 395.7978, 1249.986, 594.3527, 230.7984, 534.353, 840.3198, 744.3471, 367.9318, 110.1555, 1885.622, 1144.627, 1280.771, 648.6993, 2069.315, 1835.116, 1198.823, 711.0938, 1526.056, 582.9301, 1215.186, 642.2079, 70.67825, 532.5918, 423.5836, 1113.396, 295.7135, 408.8319, 859.7748, 535.6977, 54.70199, 538.6427, 1807.142, 1791.769, 694.9194, 379.8288, 399.5523, 393.7733, 505.463, 1080.032, 305.554, 845.8953, 601.379, 188.0166, 588.3741, 488.5434, 425.8543, 1.893475, 1153.181, 1018.437, 931.8804, 789.5681, 1017.289, 1029.953, 753.3538, 427.1688, 828.1089, 478.7284, 744.7249, 682.713, 756.444, 1615.427, 908.9507, 1861.53, 0.6222863, 871.4108, 477.709, 772.0131, 0.01911633, 2521.482
294.2, 646.4364, 867.7244, 1687.854, 1248.537, 1107.429, 412.1676, 0.004908025, 378.43, 1316.369, 569.8251, 269.7281, 510.5059, 800.8942, 787.5308, 352.4076, 105.574, 1828.276, 1156.591, 1225.058, 652.5888, 1977.313, 1846.31, 1176.345, 679.1519, 1457.58, 551.5894, 1162.827, 688.9986, 128.731, 507.8695, 404.5177, 1087.915, 322.6341, 387.5947, 835.0864, 543.4225, 52.0758, 647.9332, 1723.981, 1788.78, 665.0352, 362.7851, 383.038, 419.1743, 563.6869, 1032.193, 290.6924, 843.8556, 571.778, 180.1255, 562.5594, 465.2263, 404.9823, 1.809042, 1165.077, 972.2736, 958.3651, 829.2559, 1028.15, 1043.307, 810.1367, 405.0742, 809.5441, 457.2081, 902.2402, 720.1574, 759.2176, 1562.006, 893.1518, 1770.219, 0.5951722, 893.9583, 456.364, 896.9113, 0.01830433, 2635.689
294.3, 618.1827, 824.9843, 1809.155, 1189.38, 1146.138, 709.4576, 0.004687, 415.8751, 1246.047, 546.3097, 269.6824, 487.7231, 763.3184, 828.231, 337.5384, 101.183, 1918.949, 1322.841, 1171.769, 623.5595, 1917.631, 1958.691, 1213.071, 683.3536, 1392.177, 664.0626, 1190.246, 706.8032, 234.3707, 484.2949, 386.3101, 1174.564, 327.9194, 367.4607, 807.6254, 565.8462, 49.57569, 620.9872, 1730.484, 1716.001, 636.4362, 346.5062, 367.2063, 439.2203, 572.9547, 986.4734, 276.5536, 857.6179, 543.634, 172.5656, 537.8773, 443.0221, 385.1332, 1.728374, 1130.932, 948.0968, 915.4525, 893.4873, 1000.783, 1077.537, 773.3616, 384.1226, 880.8415, 436.6551, 858.3368, 711.5073, 766.9799, 1702.148, 892.4628, 1714.814, 0.5692395, 856.3587, 543.2113, 865.134, 0.01752683, 2646.109
294.4, 591.1639, 784.3492, 1751.672, 1157.03, 1092.727, 817.6973, 212.0499, 397.6262, 1275.359, 523.7648, 297.3218, 465.957, 878.8561, 788.3239, 323.2966, 96.97469, 2004.749, 1261.58, 1147.581, 639.6624, 1832.373, 1968.346, 1357.819, 652.6578, 1329.709, 646.9524, 1138.961, 850.0851, 224.1853, 461.8145, 368.9219, 1133.031, 314.1978, 348.3725, 902.072, 663.5647, 47.1956, 595.1617, 1834.571, 1646.184, 682.2676, 466.7593, 460.3336, 419.5558, 546.798, 942.7786, 263.1025, 869.8342, 516.8752, 165.323, 514.2781, 499.3401, 366.257, 1.651303, 1131.89, 905.1215, 921.0008, 1032.812, 974.5394, 1071.911, 738.2558, 364.2545, 843.1204, 417.0261, 816.5697, 679.991, 810.6096, 2051.801, 880.3197, 1792.01, 0.5444368, 874.7394, 625.5882, 849.2012, 0.01678235, 2656.575
