 , C000, C003, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C016, C017, C019, C020, C022, C023, C024, C025, C026, C027, C029, C031, C034, C035, C036, C039, C041, C043, C044, C045, C046, C047, C048, C049, C050, C052, C054, C058, C059, C060, C062, C063, C064, C065, C066, C068, C072, C074, C075, C080, C081, C083, C085, C088, C089, C090, C093, C095, C096, C099, C100, C101, C103, C105, C106, C109, C111, C114, C115, C121, C122, C130, C132, C133
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
3, 41.86728, 877.3215, 487.8349, 476.0506, 269.8726, 1156.502, 1879.432, 682.7227, 608.8083, 471.9081, 649.9302, 742.7874, 480.5298, 342.6279, 203.9328, 4.768372e-07, 1232.091, 1148.861, 362.7173, 254.4353, 1287.564, 750.0084, 556.6196, 1345.191, 626.3862, 735.632, 367.6544, 1397.914, 858.6615, 615.1031, 131.8932, 631.3052, 63.06078, 398.3416, 83.85487, 880.6503, 806.5378, 0, 1087.464, 563.5702, 252.5224, 730.049, 307.963, 561.0095, 510.6796, 478.9505, 116.1687, 77.59861, 280.5181, 406.7655, 455.0004, 941.0051, 510.1853, 0, 1154.678, 326.9066, 171.4715, 597.2365, 185.9976, 640.5118, 936.5143, 406.1945, 370.6368, 968.5764, 267.397, 559.6858, 733.2898, 411.1142, 352.7458, 745.505, 240.4366, 1039.796, 1154.27, 837.7333, -7.629395e-06, 1201.919
3.1, 40.0374, 972.2841, 590.658, 453.4947, 470.1461, 1208.42, 1794.795, 800.6016, 624.3298, 452.4335, 660.8298, 867.5406, 457.9846, 348.0567, 195.3282, 4.768372e-07, 1349.418, 1188.923, 346.9395, 268.5811, 1445.71, 711.7891, 651.0281, 1284.766, 737.0519, 854.0476, 412.514, 1334.509, 869.4756, 586.5508, 150.2175, 602.2018, 104.0973, 377.6493, 80.08884, 840.5579, 767.8167, 0, 1157.98, 747.2683, 280.3417, 887.4371, 315.1761, 593.8364, 633.7605, 457.7359, 110.5185, 73.95589, 489.0526, 414.2635, 435.0374, 896.093, 485.1801, 0, 1172.683, 312.0886, 163.7936, 594.8422, 177.2282, 694.3574, 954.7301, 385.1848, 458.961, 925.0359, 254.3853, 557.5668, 700.4344, 393.5878, 336.0695, 708.9368, 229.9604, 1110.433, 1249.859, 828.8625, -7.629395e-06, 1405.953
3.2, 38.28749, 1008.887, 712.2496, 528.1638, 493.9466, 1198.855, 1916.062, 890.8687, 724.5104, 510.6925, 707.3792, 965.4449, 436.4972, 367.4057, 187.0867, 4.768372e-07, 1587.06, 1318.061, 331.8478, 256.6337, 1451.353, 858.2848, 756.3433, 1433.672, 946.1494, 808.1305, 394.7399, 1363.393, 885.8219, 597.219, 199.1801, 696.5145, 99.74136, 386.9364, 282.6974, 858.5801, 902.9196, 0, 1311.693, 871.473, 356.8818, 847.616, 302.1493, 625.0206, 634.1656, 437.461, 105.143, 70.48418, 464.9804, 621.8301, 415.9503, 1011.836, 461.4003, 0, 1279.578, 297.9423, 156.4594, 693.9356, 168.8723, 738.8293, 1130.121, 432.6312, 439.3065, 1060.171, 390.8182, 649.5048, 669.0511, 395.8834, 320.1816, 729.5018, 262.4774, 1063.729, 1194.013, 952.5323, 0, 1394.756
3.3, 36.61407, 1186.364, 915.1089, 711.8907, 470.9279, 1174.365, 1836.897, 1035.68, 751.4244, 652.8277, 677.7619, 1055.278, 416.0179, 441.7944, 179.1929, 4.768372e-07, 1684.888, 1554.913, 317.4127, 278.399, 1632.656, 957.6553, 906.6851, 1625.917, 1233.345, 764.6821, 533.8293, 1301.553, 847.3254, 584.6134, 354.5812, 907.626, 95.56773, 417.1571, 448.4475, 819.4924, 1198.59, 0, 1450.692, 967.1487, 514.377, 809.5817, 289.6609, 597.0376, 615.5632, 418.0841, 100.0291, 67.17543, 442.0932, 595.7318, 494.5006, 1087.759, 438.7862, 0, 1460.066, 348.845, 149.4536, 663.093, 160.9103, 766.6584, 1078.82, 410.2542, 420.4937, 1177.672, 371.8008, 789.546, 639.074, 689.2208, 305.0449, 780.4904, 367.3013, 1035.041, 1255.837, 912.3115, 0, 1460.16
3.4, 35.01379, 1127.929, 894.9407, 870.0608, 548.2522, 1258.664, 1849.128, 1041.094, 781.9745, 845.6556, 649.3847, 1217.528, 396.4995, 573.9399, 171.6322, 4.768372e-07, 1726.295, 1588.854, 303.6055, 374.3747, 1673.782, 959.9991, 866.4303, 1627.045, 1311.713, 750.27, 510.8281, 1358.999, 848.5472, 557.4764, 403.4737, 893.5888, 91.56873, 395.4874, 541.4766, 826.223, 1342.599, 0, 1555.577, 1072.04, 544.6313, 817.639, 277.6886, 570.3074, 711.2679, 399.5656, 95.16382, 64.02201, 420.3325, 570.7286, 472.8046, 1077.545, 417.2803, 0, 1488.495, 333.0325, 142.7616, 633.6212, 153.3238, 732.5558, 1086.871, 485.1171, 402.4865, 1290.015, 383.499, 787.8336, 710.9227, 659.8383, 290.6237, 742.2061, 351.2974, 991.5078, 1199.723, 873.7891, 0, 1575.339
3.5, 33.48345, 1133.347, 995.4011, 828.8362, 633.1765, 1204.903, 1866.654, 995.4099, 740.2005, 810.7573, 622.1956, 1200.303, 377.8968, 546.2854, 164.3905, 4.768372e-07, 1678.81, 1564.078, 290.3989, 357.7213, 1734.347, 1006.273, 827.9628, 1647.657, 1331.519, 742.8066, 488.8179, 1509.168, 811.6705, 531.5991, 385.313, 852.3942, 87.73707, 471.3615, 541.2849, 788.6085, 1300.555, 0, 1655.369, 1028.423, 521.2101, 780.9498, 383.4877, 544.774, 678.7969, 381.8672, 90.53522, 61.01662, 399.6429, 546.775, 452.0604, 1060.042, 396.8286, 0, 1424.035, 317.9368, 136.3691, 605.4594, 146.0949, 762.0743, 1093.03, 460.0253, 458.3659, 1392.667, 395.1461, 790.5065, 679.0695, 631.7083, 276.8843, 705.7996, 335.9908, 1037.643, 1168.094, 882.0852, 0, 1612.536
3.6, 32.02, 1077.523, 942.1483, 789.5649, 603.6694, 1216.859, 1901.324, 951.7307, 700.6582, 777.2993, 627.9927, 1146.736, 360.1669, 536.8591, 157.4543, 2.384186e-07, 1656.463, 1534.067, 349.1293, 372.8707, 1719.399, 954.9951, 875.25, 1749.742, 1271.773, 720.4828, 594.399, 1516.793, 890.718, 546.2163, 367.9698, 908.218, 84.06574, 535.9182, 555.3866, 838.7704, 1438.404, 0, 1579.191, 986.5804, 550.0539, 956.7334, 367.6374, 520.3837, 647.8083, 364.9528, 86.13174, 58.15231, 379.9717, 523.8267, 432.2263, 1009.448, 570.1442, 0, 1362.367, 303.5254, 130.2629, 578.5491, 139.2068, 728.1756, 1117.916, 449.8122, 438.7369, 1443.995, 447.5326, 755.491, 778.1972, 604.7776, 263.7945, 671.179, 321.351, 1003.501, 1115.901, 844.8391, 0, 1574.345
3.7, 30.6205, 1052.082, 919.7649, 752.1543, 575.5375, 1315.388, 1911.014, 1012.434, 663.2282, 745.2219, 601.6992, 1095.56, 343.2689, 521.8579, 208.1627, 4.768372e-07, 1604.49, 1463.025, 439.3634, 356.2842, 1688.501, 974.6282, 880.6449, 1735.194, 1214.707, 681.7467, 568.788, 1560.19, 852.0085, 537.1613, 351.4071, 894.7879, 80.54803, 508.0793, 530.4434, 849.6494, 1369.347, 0, 1506.52, 946.4402, 526.3994, 951.9968, 396.8624, 601.4882, 618.2344, 348.7876, 81.94244, 55.42247, 361.2688, 501.8415, 413.2626, 1032.497, 542.2003, 0, 1407.489, 309.8319, 124.4302, 552.835, 132.6435, 695.7847, 1132.129, 426.5464, 419.9484, 1403.396, 425.7554, 722.0264, 802.1854, 578.9951, 251.3234, 638.2565, 329.3999, 1090.829, 1096.858, 836.496, 0, 1712.861
3.8, 29.28218, 1032.444, 922.6652, 716.5162, 607.4084, 1441.731, 1961.273, 1014.409, 650.2216, 714.4684, 576.5067, 1111.673, 327.1636, 520.0799, 274.36, 2.384186e-07, 1610.683, 1395.272, 608.3062, 340.4355, 1657.923, 996.4818, 841.5463, 1713.599, 1160.202, 717.3329, 544.2805, 1543.268, 835.5922, 512.2269, 335.59, 853.538, 77.17752, 481.6866, 506.6205, 834.5064, 1303.606, 0, 1525.718, 907.9333, 503.7622, 909.2787, 485.8446, 574.5588, 667.6975, 333.3385, 77.95691, 52.82076, 343.4864, 480.7791, 395.1308, 1015.563, 515.6259, 0, 1346.537, 295.7879, 118.8586, 528.2637, 126.3896, 799.3218, 1155.446, 404.4842, 401.9646, 1409.931, 405.038, 690.0442, 766.2431, 554.3117, 239.442, 606.949, 315.0474, 1064.121, 1047.848, 831.7711, -3.814697e-06, 1670.601
3.9, 28.00235, 1025.784, 968.8165, 682.5668, 638.6984, 1410.507, 1930.269, 1059.951, 638.0238, 684.9839, 552.369, 1062.061, 311.8139, 544.994, 262.7839, 2.384186e-07, 1687.624, 1363.272, 581.8453, 325.2918, 1645.944, 1028.985, 861.2877, 1885.514, 1149.405, 704.053, 549.0275, 1626.538, 814.3344, 488.4499, 450.1567, 968.0068, 73.94806, 456.6648, 531.8884, 899.0604, 1599.824, 0, 1525.265, 870.9931, 482.0985, 868.4775, 465.7637, 548.835, 682.82, 318.5736, 74.16522, 50.34119, 326.5793, 460.6006, 377.7946, 967.0923, 490.3539, 0, 1318.644, 382.2014, 113.5365, 504.7846, 120.4306, 763.7662, 1180.091, 477.1349, 384.7509, 1389.456, 385.3286, 679.177, 760.7792, 530.6806, 228.1223, 647.0498, 301.3202, 1019.364, 1001.028, 897.2446, -3.814697e-06, 1602.186
4, 26.77846, 1048.859, 987.3998, 650.226, 660.4937, 1406.877, 1980.441, 1193.187, 772.8487, 656.7162, 567.6231, 1014.663, 297.1844, 518.7343, 251.6962, 2.384186e-07, 1611.953, 1451.364, 603.0359, 310.8218, 1777.182, 1075.18, 891.0307, 1907.512, 1097.83, 666.2003, 540.9553, 1712.004, 778.9446, 500.9659, 429.8948, 984.1602, 70.85373, 432.9429, 619.7241, 879.7048, 1710.609, 0, 1496.497, 835.5558, 461.3664, 881.6926, 446.5128, 524.2628, 682.8027, 304.4627, 70.55795, 47.97802, 310.5045, 441.269, 361.219, 920.9351, 615.8127, 0, 1308.644, 364.877, 108.4526, 482.3489, 114.7526, 729.7923, 1187.092, 475.4547, 487.2739, 1469.573, 366.5784, 666.4166, 765.3448, 508.0569, 217.3376, 716.9686, 288.1912, 1109.141, 1014.324, 859.3583, 0, 1674.876
4.1, 25.60806, 1122.727, 1106.721, 619.4174, 629.7137, 1417.842, 2033.001, 1173.444, 748.8827, 629.6151, 581.1318, 969.3809, 283.2414, 493.7398, 274.7603, 2.384186e-07, 1718.855, 1511.284, 576.8044, 296.9954, 1774.662, 1092.946, 1074.812, 1962.103, 1142.233, 719.0844, 517.6471, 1634.352, 745.0927, 477.7117, 410.5449, 985.8672, 67.88888, 410.4532, 591.8914, 867.9108, 1728.412, 0, 1427.63, 801.5604, 441.5259, 979.1725, 428.0575, 559.4434, 779.1351, 417.8991, 67.12614, 45.72578, 295.2208, 422.7489, 345.3706, 994.6241, 585.6304, 0, 1358.632, 417.7758, 103.5965, 460.9105, 109.3423, 697.3296, 1256.251, 450.8627, 466.4069, 1403.51, 348.7405, 636.8977, 827.5341, 486.3976, 207.0629, 681.8001, 275.6342, 1073.727, 1077.674, 913.3508, 0, 1640.897
4.2, 24.48882, 1067.427, 1158.073, 590.0686, 687.3143, 1458.704, 1941.448, 1121.952, 726.5818, 603.6323, 556.8004, 926.1194, 378.9006, 484.9043, 320.3159, 2.384186e-07, 1659.828, 1531.218, 551.7138, 283.7841, 1786.844, 1037.251, 1137.478, 1912.888, 1178.349, 905.3707, 536.8998, 1560.222, 739.3237, 455.5369, 392.0659, 940.4185, 65.04809, 438.9085, 565.3088, 828.3983, 1693.942, 0, 1396.114, 768.948, 422.5385, 946.607, 410.3651, 584.8321, 823.3444, 399.3887, 63.86124, 43.57927, 280.6895, 405.006, 330.2176, 947.1529, 652.4061, 0, 1299.796, 409.6681, 98.95773, 440.4249, 104.187, 666.3109, 1199.225, 427.5427, 525.5172, 1551.547, 331.7706, 608.6863, 799.9251, 465.6618, 197.2739, 648.3568, 263.6244, 1028.567, 1090.601, 874.7845, 0, 1759.91
4.3, 23.41849, 1066.935, 1096.117, 562.1104, 655.2844, 1528.225, 1900.975, 1204.393, 815.796, 578.7218, 533.4878, 884.7886, 361.1236, 567.7499, 481.6995, 0, 1630.611, 1628.144, 616.8948, 318.8814, 1707.4, 1143.289, 1213.814, 1959.384, 1164.417, 874.0195, 513.7663, 1653.767, 794.8561, 458.7388, 374.4188, 984.8337, 62.32617, 416.1089, 539.92, 845.6902, 1641.873, 0, 1331.867, 737.6625, 404.3678, 919.5286, 393.4039, 650.0648, 785.7568, 381.6982, 60.75513, 41.53353, 266.8734, 388.0078, 315.7294, 947.8824, 706.8714, 0, 1277.257, 391.0987, 94.52672, 420.8499, 99.2748, 636.6719, 1246.62, 420.6487, 649.5886, 1694.219, 315.6266, 722.2892, 909.7473, 445.8099, 187.9477, 616.5538, 252.1378, 985.3055, 1041.87, 932.8344, 0, 1687.837
4.4, 22.39494, 1014.383, 1037.476, 535.4769, 682.7775, 1462.951, 1950.462, 1151.544, 772.2151, 554.8392, 563.7245, 845.3023, 344.1807, 540.3936, 461.3751, 0, 1630.847, 1673.597, 590.0604, 383.2935, 1631.489, 1085.029, 1159.924, 1918.138, 1112.168, 888.2411, 491.6295, 1683.046, 887.5287, 437.4447, 357.5659, 982.2277, 59.71815, 435.808, 534.9059, 840.231, 1563.048, 0, 1270.577, 707.6499, 544.5349, 878.2675, 393.7185, 620.9606, 749.8853, 423.9022, 57.8001, 39.58382, 253.7374, 390.8734, 301.8768, 902.6421, 672.2261, 0, 1291.815, 379.0693, 90.2941, 402.1448, 94.5942, 658.3956, 1190.031, 398.8914, 621.7707, 1618.059, 367.6943, 690.2954, 892.5422, 426.8043, 305.0156, 586.3108, 241.1517, 1086.58, 1051.314, 893.4454, -3.814697e-06, 1655.179
4.5, 21.41613, 1117.215, 1045.948, 510.1053, 650.959, 1548.67, 1929.125, 1157.109, 730.9626, 531.9423, 553.0138, 870.6268, 328.0327, 538.269, 458.2936, 0, 1557.722, 1644.39, 564.3932, 366.2434, 1617.561, 1029.738, 1140.964, 1885.644, 1062.264, 881.2945, 514.9025, 1606.707, 848.9579, 417.139, 341.4716, 936.9467, 57.21926, 413.1695, 577.7712, 801.9786, 1488.008, 0, 1212.107, 678.8584, 521.1179, 928.0878, 477.5524, 644.4627, 738.9165, 475.2301, 54.9888, 37.72563, 241.2479, 374.4683, 288.6321, 925.605, 639.2789, 0, 1235.872, 422.8351, 86.25101, 384.2711, 90.13428, 733.2756, 1209.649, 411.7664, 595.144, 1545.322, 420.8291, 754.5535, 852.5514, 408.609, 290.5958, 557.5513, 230.6443, 1171.652, 1004.339, 1136.198, -3.814697e-06, 1711.019
4.6, 20.4801, 1062.186, 989.9908, 485.9359, 620.6234, 1558.532, 2028.601, 1106.334, 691.9137, 509.9902, 569.3095, 831.7725, 360.0828, 512.3333, 438.9568, 0, 1688.625, 1568.238, 563.8793, 349.9517, 1545.644, 1153.016, 1176.396, 1893.098, 1110.132, 904.5527, 492.7168, 1613.009, 812.0634, 433.3954, 326.1017, 997.532, 54.82495, 391.7069, 551.8228, 765.4678, 1482.709, 0, 1206.718, 651.2383, 498.7078, 886.4426, 457.8142, 686.5276, 749.2361, 469.6121, 52.31424, 35.95467, 229.3732, 358.7517, 347.3895, 881.4279, 698.7872, 0, 1312.979, 459.0462, 82.38895, 498.8543, 85.88464, 700.658, 1184.634, 390.4686, 569.6575, 1475.855, 400.3514, 737.2453, 1041.215, 391.1894, 276.8578, 621.675, 220.5948, 1151.43, 1020.803, 1152.655, -3.814697e-06, 1668.59
4.7, 19.58498, 1009.867, 937.0275, 462.9116, 622.5455, 1491.963, 2092.974, 1171.86, 654.9509, 488.9441, 571.2687, 794.6521, 370.5811, 601.2512, 496.4258, -2.384186e-07, 1612.909, 1558.148, 627.763, 334.3847, 1476.925, 1094.26, 1213.434, 1899.326, 1060.319, 855.9203, 471.487, 1604.924, 893.6812, 413.2777, 311.4236, 1019.245, 52.53082, 371.3593, 527.0397, 819.5067, 1411.526, 0, 1151.187, 624.7419, 477.2614, 846.6661, 438.8919, 700.3206, 715.0318, 571.9935, 49.76976, 34.26685, 218.083, 445.9622, 350.7034, 874.0726, 782.3632, 0, 1256.12, 452.7267, 78.69982, 570.7796, 81.83537, 669.4911, 1158.284, 370.2723, 545.2625, 1508.054, 380.8701, 745.5305, 994.5633, 374.5124, 263.7692, 591.1809, 210.9831, 1175.924, 985.913, 1103.984, -3.814697e-06, 1600.257
4.8, 18.72898, 968.7218, 886.8976, 440.9783, 593.5339, 1500.878, 1998.72, 1238.327, 619.9627, 468.7665, 547.3503, 759.1884, 353.1944, 684.4529, 475.48, 0, 1665.999, 1562.012, 634.181, 319.5102, 1444.501, 1038.498, 1216.422, 1814.009, 1012.742, 994.701, 451.1719, 1532.129, 886.0876, 394.0939, 297.4061, 972.258, 50.33268, 552.1629, 591.6586, 801.8317, 1343.76, 0, 1098.211, 599.3237, 456.7373, 808.6744, 420.7516, 740.0873, 682.389, 546.6576, 47.34904, 32.65826, 207.3486, 427.2451, 478.4886, 857.9131, 744.0179, 0, 1201.724, 461.5417, 75.17589, 545.4108, 77.97701, 639.7107, 1149.272, 351.1207, 521.9122, 1575.07, 362.3368, 712.5071, 1049.29, 358.5464, 251.2993, 594.0612, 201.7902, 1228.858, 1006.801, 1221.664, 0, 1620.506
4.9, 17.9104, 984.6746, 839.4497, 420.0842, 565.8743, 1538.055, 2014.553, 1220.183, 586.8436, 449.4216, 524.4333, 725.3074, 363.4677, 651.4735, 472.4193, -2.384186e-07, 1676.69, 1489.676, 666.358, 417.1645, 1440.344, 1024.258, 1162.416, 1746.851, 967.2993, 1014.556, 431.7322, 1528.701, 869.1134, 428.9169, 284.0197, 927.4366, 48.22652, 523.4802, 632.3007, 787.3583, 1279.247, 0, 1047.673, 574.9395, 437.0958, 772.3876, 475.2985, 763.8035, 769.6023, 522.444, 45.04607, 31.12518, 197.1425, 409.3134, 457.4951, 816.9669, 707.552, 0, 1345.284, 440.6209, 71.80975, 521.1695, 74.30055, 680.225, 1114.027, 332.9596, 499.5618, 1504.265, 436.6816, 680.9466, 1002.276, 343.261, 239.419, 564.9215, 192.9978, 1177.173, 1025.551, 1211.081, 0, 1662.339
5, 17.1276, 946.4878, 844.5266, 400.1801, 539.5037, 1507.064, 2105.793, 1166.64, 555.4938, 430.875, 552.589, 692.9384, 346.4148, 743.232, 478.4609, -2.384186e-07, 1704.037, 1624.127, 637.3719, 398.6077, 1414.068, 972.0635, 1110.807, 1833.629, 923.8958, 960.0095, 475.9475, 1602.101, 1016.241, 446.0654, 271.2357, 957.219, 46.2085, 496.2874, 603.9033, 751.5131, 1390.149, 0, 999.4613, 551.5475, 418.299, 737.729, 455.6535, 758.3849, 734.4682, 593.1064, 42.85511, 29.66406, 187.4388, 449.5121, 437.4226, 777.9748, 722.5681, 0, 1287.026, 522.4669, 68.59433, 577.0659, 70.79744, 649.9672, 1239.453, 315.7379, 478.1686, 1436.644, 415.4325, 650.7841, 1061.102, 328.6273, 228.1003, 601.301, 184.5886, 1276.446, 979.7271, 1159.943, 0, 1594.263
5.1, 16.379, 899.868, 799.3455, 381.219, 578.5732, 1530.118, 2142.347, 1209.809, 525.8187, 413.0938, 646.1193, 662.014, 330.1619, 707.4204, 506.5649, -2.384186e-07, 1627.631, 1578.612, 665.0886, 380.8763, 1351.199, 947.3159, 1115.223, 1818.271, 995.3833, 978.2938, 495.6796, 1529.434, 972.076, 425.3595, 259.0272, 913.0909, 44.27493, 470.5072, 576.7811, 756.5536, 1373.601, 0, 953.4678, 529.1072, 400.3105, 766.8533, 436.8205, 818.4846, 763.6495, 603.9572, 40.77071, 28.27154, 178.2127, 430.6459, 418.2308, 740.8438, 808.6556, 0, 1323.642, 503.0458, 65.52289, 551.4177, 67.4595, 621.0552, 1183.19, 299.407, 457.6916, 1548.388, 426.9063, 763.2848, 1043.159, 314.6174, 217.3168, 571.8063, 176.5458, 1251.485, 1008.084, 1150.367, 0, 1563.259
5.2, 183.8601, 855.5447, 807.5326, 363.1563, 551.6108, 1483.591, 2116.442, 1156.722, 497.7288, 396.0464, 619.067, 734.9556, 336.3722, 673.3343, 568.7999, -2.384186e-07, 1554.65, 1505.507, 636.1578, 452.9981, 1403.058, 924.2706, 1102.576, 1736.596, 950.7197, 1025.698, 474.3221, 1611.856, 929.8309, 405.6149, 247.3681, 870.9973, 42.42226, 446.0662, 633.9029, 789.2764, 1331.715, 0, 959.8817, 507.58, 383.0956, 732.443, 471.9125, 781.8399, 756.9212, 702.7279, 38.78769, 26.94439, 169.4407, 412.5716, 399.8811, 757.7149, 826.497, 0, 1266.322, 506.6962, 62.58897, 526.9094, 64.27892, 593.4293, 1129.48, 283.9207, 438.0914, 1505.539, 406.1329, 729.475, 1016.91, 301.2047, 207.043, 629.8369, 168.8534, 1285.708, 1033.02, 1226.956, 0, 1686.392
5.3, 175.8242, 813.4044, 764.3306, 345.9496, 563.3692, 1536.859, 2125.698, 1105.964, 471.1396, 379.7024, 593.1472, 702.156, 388.5569, 640.8906, 544.8005, -2.384186e-07, 1576.787, 1435.787, 658.1931, 432.8473, 1340.678, 956.35, 1078.064, 1685.348, 964.7906, 1088.314, 453.8849, 1575.308, 981.3079, 386.7867, 236.2339, 887.7249, 40.64711, 422.8948, 680.6524, 762.0991, 1267.78, 0, 915.7097, 486.9285, 366.6211, 699.5768, 460.7661, 777.0482, 722.3661, 671.6013, 176.6108, 25.67953, 161.1005, 395.2558, 382.3365, 721.5508, 1034.985, 0, 1211.483, 502.572, 59.78643, 503.4904, 61.24831, 567.0323, 1201.872, 322.4692, 419.3306, 1599.375, 386.3703, 717.4863, 1097.967, 288.3639, 261.6093, 598.9423, 161.4961, 1249.008, 986.8625, 1225.475, 0, 1731.969
5.4, 168.1395, 799.3627, 723.4398, 329.558, 537.1153, 1471.216, 2145.681, 1115.335, 445.9708, 364.033, 568.3127, 670.8202, 405.7896, 610.0102, 521.8136, -2.384186e-07, 1525.088, 1499.693, 629.5621, 413.5929, 1313.475, 1031.219, 1205.017, 1745.943, 949.834, 1029.802, 495.7953, 1609.878, 1000.031, 368.8326, 225.6008, 930.1351, 38.94624, 400.9271, 650.0834, 775.1505, 1274.075, 0, 873.5703, 467.1173, 350.8549, 668.1854, 477.3655, 798.0497, 689.3884, 641.8534, 210.0479, 24.47406, 153.1708, 531.633, 365.5616, 729.7562, 1062.989, 0, 1217.29, 479.7915, 57.10938, 481.1123, 58.36059, 541.8094, 1147.315, 305.7901, 401.3732, 1742.375, 367.5693, 685.7051, 1101.109, 276.0705, 249.2416, 569.5632, 229.5895, 1237.257, 942.7675, 1235.818, 0, 1661.04
5.5, 160.7906, 782.1406, 721.9517, 313.9431, 512.0849, 1408.377, 2122.327, 1111.659, 422.1465, 349.0102, 544.5181, 640.8829, 403.9438, 580.6177, 499.7966, -2.384186e-07, 1582.884, 1455.49, 602.1766, 395.1949, 1255.078, 1013.75, 1199.651, 1667.516, 996.0254, 974.4358, 520.5654, 1559.873, 989.7862, 351.7118, 215.4464, 887.2556, 37.31655, 380.1005, 784.6405, 772.5599, 1212.908, 0, 833.3701, 448.1122, 335.7668, 734.2942, 457.635, 788.8361, 657.9163, 613.4232, 199.8315, 23.32517, 145.6314, 509.3202, 349.5227, 777.4656, 1010.89, 0, 1218.185, 458.0435, 54.5522, 459.7289, 55.60901, 517.7086, 1095.234, 332.7301, 384.1848, 1664.049, 421.4602, 655.3317, 1145.67, 264.3012, 361.9788, 541.6252, 219.5859, 1289.229, 935.6654, 1183.636, -1.907349e-06, 1629.25
5.6, 153.763, 817.7222, 683.3282, 299.0681, 579.767, 1420.122, 2026.751, 1062.879, 399.5949, 334.6074, 521.7197, 677.0833, 384.9918, 552.6414, 517.4114, -3.576279e-07, 1511.909, 1388.086, 575.9824, 440.3127, 1267.13, 1149.616, 1146.389, 1592.613, 951.3329, 1018.603, 498.1357, 1684.995, 946.7715, 335.3858, 205.7489, 846.3528, 35.75505, 360.3557, 749.4012, 747.9922, 1154.678, 0, 850.3, 429.8802, 321.3275, 701.3449, 560.0446, 850.7379, 643.1551, 586.2523, 190.112, 22.23022, 138.4632, 487.9438, 334.1875, 740.3589, 982.7054, 0, 1279.537, 437.2813, 52.10952, 439.2958, 52.98717, 494.6798, 1061.922, 315.5203, 367.7325, 1589.245, 430.3825, 713.504, 1094.337, 253.0337, 376.9198, 515.0576, 210.0182, 1314.577, 893.8578, 1225.892, -1.907349e-06, 1650.566
5.7, 147.0425, 809.9088, 696.8523, 284.8979, 552.749, 1401.281, 2093.99, 1067.512, 378.2481, 320.7989, 499.8758, 646.8665, 423.1309, 577.0354, 495.5802, -3.576279e-07, 1760.462, 1478.562, 579.2126, 463.2042, 1292.871, 1159.495, 1155.399, 1778.951, 1011.81, 1006.799, 530.7053, 1642.162, 1017.943, 319.8176, 196.488, 807.3358, 40.46056, 341.6366, 772.0975, 751.4431, 1208.395, 0, 811.1707, 412.3901, 307.5092, 750.2841, 536.8969, 889.4094, 613.7936, 560.2849, 231.1031, 21.18667, 131.6478, 467.4647, 426.5695, 795.4971, 934.5409, 0, 1343.081, 417.4602, 49.77621, 479.7519, 50.48893, 472.6754, 1031.924, 400.8626, 351.9847, 1588.673, 409.4399, 756.6011, 1268.658, 242.2464, 396.6353, 580.6221, 211.4405, 1328.224, 958.051, 1205.097, -1.907349e-06, 1720.751
5.8, 208.8974, 770.0164, 659.5715, 271.3991, 757.7019, 1471.697, 2085.214, 1119.596, 358.0417, 307.5603, 478.9465, 617.9981, 403.2787, 549.2318, 474.6701, -3.576279e-07, 1807.886, 1514.96, 602.7021, 516.1663, 1276.501, 1170.594, 1136.352, 1708.047, 966.4094, 1064.493, 507.8387, 1705.334, 1066.204, 344.6248, 187.644, 941.9846, 38.76749, 323.8899, 737.4216, 810.4897, 1150.381, 0, 828.7475, 395.6116, 294.2851, 716.6173, 579.7734, 866.169, 585.7725, 734.0373, 219.8627, 20.1921, 125.1678, 661.0663, 448.2651, 847.8098, 1002.946, 0, 1348.003, 398.5376, 47.54739, 485.7496, 48.10849, 590.2201, 1004.836, 380.1287, 336.9113, 1642.651, 389.5164, 777.2385, 1232.774, 231.9191, 377.8842, 552.1416, 264.7321, 1406.508, 1026.529, 1154.212, -1.907349e-06, 1650.282
