 , C000, C001, C003, C004, C005, C006, C009, C011, C012, C013, C015, C017, C018, C019, C021, C023, C024, C025, C026, C027, C028, C029, C031, C033, C034, C041, C043, C044, C045, C046, C048, C049, C052, C053, C054, C057, C062, C063, C065, C067, C068, C069, C070, C071, C072, C073, C081, C084, C086, C087, C090, C092, C096, C100, C106, C110, C118, C119, C123, C124
80.2, 223.9538, 271.4227, 9.331, 956.3738, 408.9743, 1124.425, 1102.11, 1532.142, 321.0318, 262.9678, 595.5314, 445.4213, 621.9659, 834.1295, 869.946, 294.5938, 351.5633, 634.6341, 977.7172, 952.076, 429.6877, 310.3741, 764.9991, 423.6139, 12.96971, 133.9101, 522.3683, 382.4738, 234.921, 313.5921, 230.6976, 279.5455, 555.2889, 213.4898, 191.6289, 791.8781, 229.0568, 5.248485, 558.4888, 1.55421, 305.6609, 684.0707, 214.7356, 497.3765, 11.19852, 458.6214, 405.1537, 324.8262, 818.9333, 140.4394, 530.3705, 175.2667, 380.3627, 1891.029, 1317.773, 1847.106, 243.2424, 2302.59, 1626.677, 2760.017
80.3, 214.1058, 259.7747, 8.893968, 915.8088, 390.1096, 1080.111, 1145.085, 1582.741, 307.3309, 250.5866, 568.7554, 506.5376, 590.1459, 799.6895, 1014.03, 282.2104, 336.6236, 607.98, 935.5876, 911.402, 437.9445, 337.5414, 808.938, 405.6446, 12.43797, 128.3987, 535.1936, 398.9279, 251.5195, 299.9658, 219.0549, 268.1269, 532.3884, 266.9781, 183.3226, 812.8291, 366.1873, 5.019187, 572.9612, 1.488394, 290.873, 654.0803, 273.8629, 475.5073, 10.7346, 439.8214, 506.9514, 309.1225, 784.9863, 134.3773, 506.5728, 167.3342, 361.8449, 1813.538, 1493.569, 1769.355, 232.8461, 2206.989, 1606.721, 2758.161
80.40000000000001, 204.6908, 248.6266, 8.477404, 876.9644, 372.1151, 1080.507, 1121.343, 1512.935, 294.2147, 238.7884, 543.1834, 485.0721, 559.9539, 766.6715, 971.1453, 270.3476, 322.3188, 582.4453, 895.2733, 1059.892, 418.2153, 350.5332, 772.7081, 388.4375, 11.92803, 123.1142, 532.1628, 382.1519, 349.3996, 286.9315, 207.9998, 257.1747, 510.4324, 254.6738, 175.3764, 802.9457, 351.2032, 4.799908, 547.874, 1.425366, 276.8007, 650.798, 311.9873, 454.5997, 10.28989, 421.7921, 484.3809, 294.178, 857.2206, 128.5769, 483.8429, 159.7608, 344.2286, 1782.968, 1427.42, 1821.499, 222.8942, 2227.346, 1640.903, 2864.178
80.5, 195.6898, 237.957, 8.08035, 839.7676, 354.9506, 1075.845, 1093.259, 1484.346, 303.1285, 227.5457, 581.8187, 464.5163, 531.3064, 735.0168, 930.0745, 258.9835, 308.6219, 557.9831, 876.3364, 1014.612, 399.3748, 333.8019, 738.1008, 413.4327, 11.439, 118.0472, 551.39, 366.0814, 411.117, 296.5072, 197.5027, 246.6698, 489.3818, 270.465, 167.7746, 776.5671, 545.8615, 4.590208, 546.7993, 1.365006, 263.4091, 653.9915, 299.1766, 434.6114, 9.863611, 404.5019, 462.8153, 321.7412, 855.7527, 123.0269, 462.1329, 152.5302, 327.4699, 1884.783, 1415.131, 1854.531, 213.3676, 2270.205, 1644.798, 3003.808
80.59999999999999, 187.0847, 227.7452, 7.701893, 804.1484, 338.5779, 1030.803, 1098.953, 1511.038, 290.1916, 216.8324, 555.6593, 444.8315, 504.1245, 704.6691, 890.7407, 263.4229, 295.507, 534.5483, 881.0259, 971.2665, 516.4787, 370.3091, 759.5443, 446.7811, 10.97002, 113.1887, 528.5742, 350.6867, 394.0821, 283.6232, 187.5353, 236.5941, 582.929, 299.1021, 160.5024, 771.6397, 523.5253, 4.38967, 598.7349, 1.307202, 250.6655, 625.3198, 326.1513, 432.5434, 9.45499, 387.9204, 442.2099, 325.4442, 820.2794, 117.7164, 490.0409, 145.6268, 311.5271, 1868.646, 1431.89, 1776.467, 204.2482, 2239.303, 1644.605, 3170.207
80.7, 178.8579, 217.9716, 7.341162, 842.1736, 322.9604, 1146.28, 1209.833, 1471.896, 277.8069, 206.6234, 530.6761, 425.981, 478.3333, 675.5743, 882.2737, 252.3498, 282.9494, 512.0977, 857.8422, 968.205, 493.2115, 375.4171, 725.5266, 487.2029, 10.52026, 108.5302, 506.7024, 335.9393, 377.7531, 348.8017, 178.0709, 226.9299, 558.8887, 285.3174, 153.5453, 738.0827, 502.1031, 4.197893, 572.5192, 1.251847, 238.5383, 597.905, 353.6491, 439.1792, 9.063297, 372.0186, 460.3406, 309.7106, 786.2766, 112.6352, 468.0527, 139.0358, 296.3605, 1888.693, 1492.852, 1754.453, 195.5185, 2204.246, 1630.545, 3188.408
80.8, 170.9929, 208.6175, 6.997326, 806.4524, 308.0632, 1098.289, 1363.585, 1476.091, 265.9507, 196.8951, 506.8162, 473.0828, 453.8616, 647.6809, 844.9614, 241.7422, 270.9255, 490.5901, 820.8779, 926.8419, 470.9924, 493.4727, 796.4994, 466.5362, 10.08895, 104.0634, 485.7357, 425.4559, 464.2281, 333.6454, 169.0842, 217.6605, 535.8397, 333.6303, 146.8898, 771.5162, 481.5574, 4.014494, 547.4514, 1.198835, 226.9979, 571.6921, 339.1278, 496.0746, 8.687831, 356.7687, 439.8454, 294.7377, 753.6832, 107.7733, 469.9804, 132.7432, 281.9323, 1829.427, 1506.782, 1813.16, 187.162, 2165.498, 1561.424, 3224.165
80.90000000000001, 163.4737, 199.6648, 6.669595, 772.2463, 293.8532, 1052.307, 1380.63, 1410.989, 254.6005, 187.6248, 484.029, 453.035, 430.6419, 726.2759, 823.4201, 231.5805, 259.4125, 469.9857, 841.4837, 979.1732, 449.7744, 469.9189, 776.6736, 500.3748, 9.675319, 99.7804, 465.6365, 407.5643, 444.9925, 319.1476, 160.5509, 208.7697, 547.8394, 318.2543, 140.5228, 760.7936, 461.8525, 3.839108, 523.4811, 1.148068, 216.0158, 617.6969, 325.2027, 502.9415, 8.327919, 342.144, 420.2626, 318.7841, 760.9998, 103.1212, 448.8924, 126.7353, 268.2065, 1880.918, 1455.281, 1745.857, 179.1626, 2294.547, 1573.672, 3229.496
81, 156.2852, 191.0963, 6.357213, 739.4911, 280.2987, 1008.25, 1380.356, 1348.757, 243.7348, 178.791, 462.2664, 433.8368, 408.6101, 696.2891, 896.6927, 221.8459, 248.3888, 450.2467, 850.5695, 937.3415, 429.5121, 447.4893, 842.1942, 479.1494, 9.278646, 95.67372, 446.369, 390.4251, 426.5539, 321.0385, 152.4484, 200.2421, 525.2462, 303.5869, 134.4317, 732.8107, 442.9539, 3.671383, 500.5604, 1.099451, 205.565, 617.9636, 311.8494, 480.8277, 7.982917, 328.1187, 459.0785, 303.3725, 842.3165, 98.67001, 428.7506, 120.9994, 255.149, 1885.665, 1399.274, 1759.353, 500.2821, 2240.976, 1506.962, 3178.433
81.09999999999999, 149.4128, 182.8955, 6.059462, 792.4312, 267.3694, 980.384, 1429.808, 1384.126, 233.3327, 170.3731, 441.4822, 431.2455, 387.7054, 667.5403, 871.8647, 230.9324, 237.8335, 431.3367, 813.9186, 993.4188, 410.1628, 426.1302, 865.0086, 490.8285, 8.898235, 91.73606, 522.9894, 374.0067, 459.5835, 307.0886, 144.7547, 192.0628, 503.5847, 289.5955, 128.6047, 761.68, 424.8286, 3.510987, 478.6433, 1.052893, 195.6198, 590.8713, 299.0443, 503.4668, 7.652208, 314.6683, 438.6394, 288.706, 807.4001, 94.41091, 409.5126, 115.523, 242.7271, 1808.394, 1431.226, 1685.295, 478.8998, 2266.295, 1602.446, 3171.935
81.2, 238.1825, 175.0466, 5.775657, 758.8198, 255.0365, 939.3384, 1457.067, 1323.08, 255.4536, 162.3515, 525.6469, 439.0826, 367.8703, 639.9786, 893.9657, 221.2251, 227.7268, 413.2209, 778.847, 950.9785, 469.5194, 405.7907, 826.2674, 470.008, 8.533422, 87.96046, 501.3488, 358.2787, 440.5404, 293.7448, 137.4494, 184.2176, 558.4942, 276.2488, 123.0303, 852.3453, 407.4449, 3.357598, 528.7384, 1.008306, 186.1558, 614.7307, 349.9768, 481.3298, 7.335199, 301.7693, 419.1104, 274.7485, 802.6173, 90.33566, 478.8234, 110.2945, 449.6067, 1882.642, 1453.814, 1614.355, 458.4314, 2271.264, 1590.278, 3165.928
81.3, 227.7088, 167.5346, 5.505145, 726.6342, 243.2725, 983.765, 1453.942, 1345.476, 303.2734, 154.7077, 502.013, 523.8328, 431.0569, 613.5549, 856.1589, 230.8035, 218.0496, 438.8149, 745.2866, 927.5874, 467.6028, 386.422, 823.2876, 450.0706, 8.183564, 84.34026, 480.6035, 343.2121, 445.0564, 289.7323, 130.5127, 176.6928, 535.4615, 299.2628, 117.6975, 878.9703, 390.7726, 3.21091, 532.9056, 0.9656076, 177.1496, 587.7802, 335.6062, 460.1662, 7.031322, 289.3991, 449.2475, 261.4659, 921.9312, 86.43633, 480.2296, 105.3027, 427.7177, 1805.495, 1401.247, 1689.154, 438.8378, 2249.223, 1587.468, 3163.195
81.40000000000001, 217.6956, 160.345, 5.247302, 695.8137, 394.752, 942.5779, 1532.591, 1334.252, 298.4861, 147.4237, 479.4418, 540.517, 456.9622, 588.2221, 819.951, 221.1016, 208.7836, 490.8876, 713.1724, 963.5801, 560.3684, 367.9778, 890.7233, 430.979, 7.848051, 80.86905, 510.623, 328.7791, 426.6152, 277.1427, 123.9261, 169.4754, 599.7028, 341.7542, 112.5958, 936.8425, 374.7825, 3.070631, 524.5386, 0.9247172, 168.5791, 562.0112, 377.623, 516.7429, 6.740035, 277.536, 509.5232, 248.8253, 883.7146, 82.7053, 458.6818, 100.5368, 406.8944, 1916.49, 1443.843, 1618.051, 420.0817, 2294.026, 1718.436, 3078.767
81.5, 208.1228, 153.4638, 5.001536, 742.5991, 376.5434, 903.1152, 1542.183, 1275.405, 332.7922, 140.4826, 540.4724, 539.7524, 433.5838, 563.9353, 835.2374, 211.8075, 199.9113, 480.3862, 682.4419, 922.4146, 535.124, 350.4139, 862.7833, 503.5155, 7.526293, 77.5407, 489.494, 314.953, 408.9381, 265.1002, 117.6719, 162.5529, 605.9765, 392.9775, 107.7153, 896.1011, 359.4467, 2.93648, 606.8488, 0.8855584, 160.4233, 537.372, 398.9194, 494.0222, 6.460814, 332.2245, 486.8383, 293.6, 847.0822, 79.13532, 438.1007, 95.98656, 387.0848, 1837.956, 1433.808, 1739.295, 402.1272, 2370.277, 1737.025, 3137.461
81.59999999999999, 198.9709, 146.878, 4.767281, 765.7411, 453.1942, 865.3047, 1553.787, 1359.89, 318.5894, 133.8684, 516.1719, 537.7345, 411.4015, 589.6848, 819.7454, 202.9041, 191.4161, 536.5909, 708.4366, 955.9289, 582.1011, 333.6884, 850.4197, 482.1568, 7.217726, 74.34934, 560.4643, 301.7084, 452.5622, 253.5809, 111.7333, 155.9131, 580.9857, 374.8664, 103.0463, 906.683, 344.7385, 2.80819, 580.2778, 0.8480579, 152.662, 513.813, 382.5392, 568.2994, 6.193161, 318.6059, 465.1633, 279.406, 876.1771, 75.71944, 450.9205, 91.64228, 368.2397, 1798.119, 1422.748, 1710.822, 384.9401, 2271.865, 1663.391, 3148.865
81.7, 190.2214, 194.5722, 4.543997, 733.2618, 432.2898, 967.7584, 1616.129, 1299.912, 337.2286, 127.5655, 492.9641, 533.608, 470.5236, 629.5927, 807.0246, 194.375, 183.2819, 514.0546, 697.8734, 915.0903, 580.2397, 317.7611, 906.4041, 461.7041, 6.921811, 71.28933, 537.2729, 329.4078, 433.81, 242.5621, 106.0944, 149.5445, 583.8151, 357.5899, 98.57973, 867.2532, 330.632, 2.685505, 554.8702, 0.8121454, 145.2763, 533.6722, 366.8315, 543.3118, 5.936596, 305.5455, 444.4533, 265.8981, 839.8572, 72.45101, 430.6877, 87.49462, 350.3121, 1772.656, 1408.563, 1646.359, 368.4876, 2315.922, 1675.828, 3176.353
81.8, 181.8567, 192.9036, 4.331171, 732.6069, 412.3496, 927.2415, 1576.463, 1242.58, 322.8365, 121.5595, 470.7998, 587.2343, 490.5466, 603.5978, 846.4325, 186.2044, 175.4933, 492.4647, 694.8282, 935.2472, 554.1, 302.5941, 919.2303, 442.119, 6.638027, 68.35526, 515.0413, 315.5553, 450.6549, 232.0222, 100.7402, 143.436, 559.7382, 341.1096, 94.30675, 841.4182, 317.1028, 2.56818, 530.5751, 0.7777536, 138.2478, 510.2754, 351.7689, 519.4229, 5.69066, 293.0204, 424.6654, 253.0433, 805.0428, 69.32366, 487.8174, 83.53468, 333.2572, 1800.377, 1369.029, 1678.739, 352.7383, 2294.931, 1682.643, 3171.698
81.90000000000001, 173.8598, 205.3307, 4.128314, 725.1931, 393.3293, 971.1934, 1585.344, 1292.953, 309.0586, 115.8362, 449.632, 562.3492, 465.4501, 578.6761, 829.6415, 178.3772, 168.0357, 471.7816, 664.8882, 895.2921, 607.3784, 288.1511, 878.0607, 423.3647, 6.365878, 65.54195, 493.7295, 326.9228, 445.6728, 221.9402, 95.65608, 137.5771, 536.6542, 325.3889, 90.21897, 814.937, 304.1273, 2.455981, 559.4722, 0.7448182, 361.5357, 537.9133, 337.3247, 546.5007, 11.12341, 281.0089, 405.7585, 278.8747, 771.6715, 66.33131, 482.1052, 79.75397, 317.0327, 1775.649, 1376.118, 1705.273, 337.662, 2199.647, 1703.746, 3127.708
82, 166.2146, 196.5191, 3.934957, 761.5728, 375.1862, 940.2963, 1627.478, 1235.928, 295.8686, 110.3823, 429.4159, 538.5186, 441.6375, 586.0203, 806.3757, 170.8791, 160.8951, 451.9672, 636.2383, 891.3789, 580.0162, 274.3974, 838.7349, 405.4059, 6.104887, 62.84443, 473.2995, 313.1748, 433.9113, 212.2964, 90.82859, 131.9575, 576.7283, 310.3926, 86.30838, 779.4971, 291.6826, 2.348683, 558.946, 0.7132776, 344.0446, 514.3306, 323.4737, 522.4716, 10.6626, 269.4897, 387.6933, 265.3925, 739.6836, 63.46811, 515.9017, 76.14436, 301.5981, 1764.019, 1381.107, 1675.153, 323.2302, 2184.428, 1671.193, 3134.327
82.09999999999999, 158.9056, 188.0856, 3.750657, 729.2703, 357.8801, 900.9291, 1561.274, 1203.025, 283.2416, 105.1853, 410.1088, 564.7234, 419.0431, 561.8244, 784.5696, 163.6961, 154.0578, 432.9849, 608.8229, 853.298, 553.8866, 261.3002, 850.0912, 388.209, 5.854596, 60.25793, 453.715, 372.1956, 459.4607, 203.0715, 86.24473, 126.5674, 552.9436, 296.0876, 82.5673, 822.4438, 279.7472, 2.246073, 534.4725, 0.6830726, 327.3998, 531.9083, 353.7776, 499.4991, 10.22088, 258.4427, 370.4324, 252.5622, 827.0585, 60.72851, 552.8518, 72.69813, 286.9148, 1821.507, 1334.12, 1604.64, 309.4152, 2274.615, 1740.338, 3132.579
82.2, 151.9179, 180.014, 3.574989, 698.338, 341.3722, 911.0729, 1650.567, 1346.242, 291.3643, 100.2329, 391.6697, 596.3264, 397.6047, 538.6275, 751.3893, 156.8151, 147.5112, 414.7999, 623.561, 816.8439, 528.9341, 248.8281, 812.0182, 371.7415, 5.614567, 57.77789, 434.9408, 356.5437, 440.4226, 231.1888, 81.8922, 121.3975, 530.1398, 282.4417, 78.98838, 794.3723, 268.3002, 2.147946, 511.0706, 0.6541467, 311.5603, 508.5888, 339.251, 477.5366, 9.797459, 289.8643, 353.9401, 240.3521, 792.7746, 58.10716, 528.0453, 280.4581, 272.9465, 1819.151, 1328.795, 1561.779, 296.1907, 2216.896, 1666.564, 3067.554
82.3, 145.2376, 213.2244, 3.407548, 668.7177, 325.6258, 872.9292, 1719.388, 1464.721, 278.9295, 95.51372, 374.0597, 571.056, 377.2631, 516.3884, 773.4808, 150.2233, 141.2427, 397.3787, 610.3138, 823.077, 505.1058, 505.294, 775.6503, 355.9725, 5.384378, 55.39991, 483.3761, 341.5501, 492.1477, 221.1431, 77.75933, 116.4387, 508.2765, 269.4248, 75.56459, 779.5356, 257.3215, 2.054106, 527.5904, 0.6264457, 296.4871, 562.6752, 325.3208, 456.5397, 9.391578, 277.9821, 338.182, 228.7323, 759.9119, 55.59896, 537.0271, 267.7647, 259.6581, 1906.725, 1269.944, 1638.988, 283.5313, 2266.443, 1644.098, 3002.354
82.40000000000001, 138.851, 229.9897, 3.24795, 640.3538, 418.6512, 836.3824, 1690.911, 1793.243, 267.0254, 91.01671, 357.2415, 546.8564, 357.9621, 532.2526, 781.9494, 143.9086, 135.2406, 380.6891, 692.5489, 805.2894, 482.3509, 481.1759, 740.9112, 340.8725, 5.163627, 53.11981, 463.3745, 327.187, 471.7552, 219.9917, 73.83504, 111.6826, 487.3149, 257.0078, 72.28921, 843.1416, 246.7921, 1.964366, 504.4898, 0.5999177, 282.1431, 587.552, 311.9626, 436.4661, 9.002512, 287.7596, 323.1255, 304.481, 728.4115, 53.19904, 677.3988, 255.6459, 247.0168, 1839.746, 1213.699, 1641.687, 271.4131, 2231.079, 1652.349, 3030.813
82.5, 132.7452, 261.3878, 3.095827, 613.1929, 410.6634, 833.4273, 1636.157, 2009.164, 291.4378, 86.73143, 341.1794, 523.6823, 339.6487, 560.9514, 770.635, 137.8594, 129.4935, 364.7005, 662.7071, 872.6293, 460.6212, 458.209, 790.8538, 326.413, 4.951926, 50.93355, 444.2007, 339.8531, 452.2077, 210.4325, 70.10879, 107.1207, 467.2177, 245.1631, 69.15579, 848.0051, 236.6936, 1.878546, 482.4006, 0.5745131, 268.4931, 629.6495, 299.153, 417.2751, 8.629563, 346.3061, 308.7393, 289.7609, 793.5773, 50.9027, 647.004, 244.0756, 234.9908, 1885.261, 1218.189, 1572.582, 259.8128, 2281.729, 1611.077, 3059.577
82.59999999999999, 126.9079, 250.1705, 2.950828, 712.9406, 391.7208, 838.295, 1683.611, 1992.653, 364.8636, 82.64791, 325.8395, 501.4903, 392.8483, 537.7905, 822.3766, 132.0644, 123.9907, 349.3834, 736.519, 835.3494, 439.8703, 436.3383, 755.4338, 312.5668, 4.748905, 48.83727, 425.8202, 396.8066, 433.4702, 228.6948, 66.57059, 102.7451, 447.9494, 233.8642, 66.1582, 811.1271, 227.0083, 1.796476, 528.7293, 0.5501844, 347.7265, 602.0449, 286.8693, 398.9279, 8.272065, 332.1102, 294.9936, 275.7524, 760.6813, 48.70548, 617.9729, 233.0289, 223.5504, 1814.942, 1245.99, 1529.57, 248.7083, 2280.651, 1649.325, 2978.179
82.7, 121.3273, 279.3933, 2.812621, 803.7346, 416.3351, 803.1983, 1683.341, 1967.177, 394.0514, 78.75666, 311.1893, 480.2387, 396.2071, 607.7289, 841.5959, 126.513, 118.7217, 394.7837, 704.7826, 818.9012, 484.7911, 415.5115, 753.8782, 299.308, 4.554207, 46.82726, 470.2462, 492.8059, 415.5091, 218.7575, 213.1503, 98.54826, 517.2303, 223.0861, 63.29053, 775.8528, 217.7193, 1.717991, 505.5788, 0.5268858, 379.2601, 575.6506, 275.09, 381.3875, 7.929377, 318.4962, 281.8599, 262.4212, 729.1489, 46.60311, 590.2445, 222.4822, 212.6669, 1786.253, 1190.806, 1568.303, 238.0783, 2274.127, 1579.409, 2998.034
82.8, 115.9922, 267.4033, 2.680887, 806.2996, 411.1693, 851.8718, 1707.944, 1980.532, 377.2342, 75.04861, 365.6158, 459.8877, 375.937, 606.8174, 1006.175, 146.3516, 372.8112, 415.7657, 701.3156, 910.8951, 568.7654, 395.6788, 750.855, 286.6116, 4.367491, 44.89998, 450.788, 472.082, 398.2922, 209.2519, 273.1886, 94.52285, 518.2746, 300.7709, 60.54717, 828.8641, 208.8104, 1.642934, 483.442, 0.5045739, 360.9116, 550.4134, 263.7944, 364.6182, 7.600886, 359.55, 353.3831, 249.7345, 759.6005, 44.59148, 633.2429, 212.4128, 202.3132, 1713.056, 1227.976, 1833.306, 227.9028, 2253.054, 1586.206, 2935.627
82.90000000000001, 163.3821, 384.5103, 2.555324, 922.9324, 475.6981, 871.7429, 1686.559, 1893.181, 443.7286, 71.51515, 408.5253, 540.7418, 356.7039, 767.8687, 1008.196, 140.1997, 419.92, 623.2935, 801.1268, 1015.668, 665.9009, 376.7927, 815.248, 274.4538, 4.188431, 248.6445, 506.8207, 452.2297, 381.7887, 258.0205, 259.4015, 261.0129, 496.9006, 313.2033, 57.92273, 792.8185, 200.2661, 192.641, 630.4091, 0.4832068, 532.694, 569.1678, 294.3905, 348.5863, 7.286003, 509.2881, 379.2369, 237.6611, 807.4008, 42.66669, 604.8293, 202.7992, 192.4637, 1906.208, 1254.462, 1787.499, 218.1621, 2265.588, 1518.965, 2813.836
83, 212.0227, 386.3993, 2.435641, 961.0396, 609.1634, 930.7807, 1793.588, 1809.683, 424.7913, 68.14806, 505.6131, 627.3371, 396.6909, 929.8088, 1041.72, 161.939, 491.529, 732.4204, 936.783, 1108.986, 763.7094, 358.8081, 929.3719, 262.8117, 4.016712, 254.4119, 540.238, 433.2122, 365.969, 246.8088, 392.3514, 339.2946, 502.3261, 298.7686, 288.9857, 775.7664, 192.0714, 204.7225, 683.2773, 0.4627446, 584.5898, 544.2148, 363.0952, 508.0807, 6.984165, 567.1908, 459.2229, 226.1714, 801.3716, 40.82498, 594.221, 193.6206, 183.0936, 1871.366, 1331.836, 1882.364, 208.8377, 2384.285, 1454.575, 2934.279
83.09999999999999, 202.6993, 410.7198, 2.321563, 1127.641, 656.034, 942.9135, 1824.436, 1729.867, 406.6621, 64.93949, 482.88, 600.7525, 537.3717, 891.4185, 1097.25, 155.1319, 470.6415, 701.6594, 973.619, 1163.669, 845.1756, 341.6819, 902.9871, 251.6635, 3.852033, 299.3731, 612.2455, 414.9944, 476.0385, 236.0844, 411.3667, 325.4355, 545.7157, 350.8065, 276.4594, 801.8964, 184.2119, 195.7785, 653.3599, 0.4431488, 636.4, 520.3558, 348.186, 511.0289, 6.694831, 562.6465, 503.8555, 215.2371, 832.7137, 39.06277, 618.6813, 184.8575, 174.1798, 1832.163, 1346.955, 1933.782, 199.9119, 2391.131, 1539.679, 3108.3
83.2, 193.7859, 512.6846, 2.212829, 1155.374, 741.9847, 989.3655, 1750.22, 1717.476, 406.325, 61.88199, 489.1572, 575.2945, 509.8795, 854.6132, 1219.154, 148.6109, 518.3732, 695.3226, 945.7751, 1113.956, 807.1006, 325.3732, 949.3416, 240.9881, 3.694105, 287.0518, 631.1186, 397.5428, 456.3135, 250.0693, 390.6062, 312.1424, 612.2555, 424.9357, 264.4762, 826.4182, 176.6741, 292.858, 677.07, 0.4243829, 653.64, 551.8676, 379.0304, 580.5623, 6.417483, 553.2012, 481.4229, 204.8315, 891.1434, 37.37663, 590.9211, 176.491, 165.6999, 1890.109, 1452.573, 1907.045, 191.3676, 2350.248, 1559.572, 3272.977
83.3, 185.2645, 528.439, 2.109188, 1106.368, 866.6885, 947.944, 1746.136, 1744.787, 388.9839, 58.96844, 467.164, 682.5342, 606.6514, 819.3275, 1287.685, 175.2049, 617.1456, 681.6696, 1067.146, 1254.559, 770.741, 309.8428, 952.7899, 230.7656, 3.542653, 319.2914, 711.7385, 380.825, 474.1778, 274.1227, 493.6665, 351.9672, 587.0057, 405.3517, 419.7383, 810.4044, 169.4448, 350.2328, 671.8483, 195.4126, 804.4446, 527.6731, 412.5829, 555.0355, 18.66903, 801.1116, 558.6232, 194.929, 889.4785, 35.76326, 564.4066, 168.5031, 157.6328, 1842.446, 1388.24, 1925.739, 183.1884, 2498.471, 1518.251, 3236.737
83.40000000000001, 177.1178, 545.2114, 2.0104, 1082.771, 851.5274, 908.2566, 1847.165, 1667.834, 416.2209, 251.1407, 557.7642, 742.8247, 601.3502, 833.7455, 1299.66, 167.8401, 602.176, 707.0314, 1021.163, 1200.963, 813.0227, 295.0538, 944.879, 220.9768, 3.397409, 306.1502, 682.2876, 364.8102, 454.5299, 262.2114, 591.78, 483.8656, 636.1231, 412.4036, 401.5445, 806.2523, 394.1081, 422.2388, 683.9193, 187.1375, 819.9596, 504.5393, 442.3258, 680.8977, 17.89562, 781.7505, 650.4229, 185.5051, 888.2566, 34.21954, 539.0817, 160.8768, 149.9585, 1810.367, 1364.582, 1844.678, 175.3589, 2546.578, 1562.005, 3315.871
83.5, 169.3293, 521.814, 1.91624, 1036.845, 812.2491, 870.2308, 1782.603, 1594.274, 420.1296, 292.4118, 652.7628, 772.4418, 570.5849, 799.3215, 1264.859, 160.7849, 576.5865, 677.3367, 977.1613, 1149.656, 793.8445, 280.9706, 965.4536, 211.6031, 3.258121, 293.55, 692.7649, 349.469, 457.9831, 250.8176, 561.9146, 464.1011, 609.889, 417.2978, 384.1393, 771.1901, 377.9815, 412.9007, 678.4507, 179.2129, 837.0831, 482.4197, 424.1632, 684.7513, 52.79191, 945.1686, 621.4648, 176.5369, 990.5293, 32.74245, 514.8931, 153.5956, 142.6578, 1864.501, 1304.146, 1997.663, 167.864, 2610.133, 1603.374, 3187.641
83.59999999999999, 161.8833, 499.4206, 1.82649, 1021.731, 774.7827, 833.7971, 1766.011, 1596.951, 402.1994, 278.6444, 623.4137, 739.7081, 541.3936, 816.1211, 1275.601, 154.0262, 639.6159, 663.4221, 935.0556, 1150.014, 981.7828, 267.5597, 922.2137, 202.6271, 3.124543, 281.4683, 664.0991, 334.7728, 507.8772, 276.2408, 604.9615, 445.144, 584.7368, 398.0658, 367.4886, 737.6526, 401.3647, 394.8617, 709.4037, 171.6238, 796.5852, 513.4484, 406.7465, 684.9355, 50.60489, 906.424, 593.796, 168.0022, 1076.016, 31.32912, 491.7898, 146.644, 135.7126, 1788.098, 1355.713, 1953.656, 160.6894, 2501.762, 1535.406, 3253.556
83.7, 154.7647, 611.8995, 1.740943, 1102.638, 763.4821, 798.8887, 1884.015, 1565.345, 385.0344, 265.5251, 595.3842, 708.3616, 513.6956, 782.4247, 1318.622, 147.5517, 622.3842, 692.4626, 1008.073, 1100.884, 999.2747, 254.7888, 880.9105, 194.0318, 2.996442, 269.8838, 636.6195, 320.6947, 486.833, 292.4538, 574.4308, 426.9611, 560.6218, 379.7201, 351.5596, 705.5737, 384.9411, 377.6109, 678.3423, 164.3561, 879.7394, 490.9382, 390.0448, 654.8196, 48.50848, 990.9174, 567.359, 159.8802, 1031.412, 29.9768, 469.7232, 140.007, 129.1055, 1740.622, 1405.698, 1871.42, 153.8214, 2397.891, 1470.319, 3283.242
83.8, 147.9592, 585.6402, 1.659403, 1195.147, 738.3069, 798.502, 1917.618, 1711.833, 417.9625, 383.4833, 568.6149, 705.8102, 626.1734, 788.7337, 1360.684, 168.7132, 614.5632, 751.2126, 964.6349, 1133.196, 1022.467, 326.1899, 841.4572, 185.8012, 2.873592, 258.7762, 610.277, 307.2086, 466.6607, 279.7459, 627.3228, 409.521, 537.5014, 362.2199, 336.3211, 697.3571, 479.5539, 416.9001, 713.6588, 157.3961, 857.6071, 469.4149, 374.029, 626.0278, 46.49891, 1017.802, 716.8521, 152.1508, 1208.142, 28.68285, 568.7263, 133.6704, 122.82, 1830.041, 1419.679, 1842.752, 147.247, 2450.992, 1407.99, 3385.985
83.90000000000001, 141.4529, 560.5078, 1.581682, 1144.454, 704.2511, 765.0712, 1854.03, 1649.123, 400.1248, 365.428, 543.0491, 675.9001, 594.1381, 773.1097, 1667.867, 161.6213, 588.4474, 739.6472, 983.579, 1084.784, 1113.184, 310.6206, 826.5618, 177.9196, 2.755779, 330.8574, 636.0241, 294.2896, 447.3243, 267.5903, 740.5531, 392.7933, 515.3345, 345.5262, 321.7431, 703.2429, 459.931, 398.6865, 740.1177, 150.7309, 915.4853, 520.4076, 374.2483, 639.6764, 44.57259, 1024.066, 719.3286, 144.7951, 1225.776, 27.44476, 543.2075, 127.6206, 116.8405, 1820.018, 1403.676, 1844.365, 140.9536, 2349.229, 1417.005, 3428.294
