 , C000, C001, C002, C004, C005, C007, C008, C009, C010, C011, C013, C014, C015, C016, C017, C018, C019, C024, C025, C026, C030, C031, C032, C033, C034, C035, C036, C037, C038, C040, C041, C044, C045, C047, C048, C050, C055, C058, C066, C068, C072, C079, C091
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
261.5, 1.399061, 161.7285, 676.0458, 731.5526, 1.480058, 2268.098, 770.9105, 4.328476, 109.3366, 48.16793, 36.26221, 8.280078, 825.9948, 330.7777, 2350.239, 0.1919488, 759.8181, 104.2083, 718.0138, 0.008249864, 32.57972, 1129.771, 418.1986, 1104.358, 255.8457, 541.7814, 738.8624, 915.1464, 367.1911, 946.4122, 685.8641, 813.4282, 118.2005, 586.2845, 0.3817994, 576.5057, 1063.328, 227.3667, 1695.324, 1074.204, 2251.711, 1766.583, 2078.82
261.6, 1.338878, 154.378, 645.0401, 818.335, 1.397696, 2212.509, 740.905, 4.117502, 104.2156, 45.63795, 34.37159, 7.857674, 787.1721, 314.2871, 2394.01, 0.1832364, 720.6115, 99.0725, 685.8024, 0.007846612, 31.21504, 1082.362, 391.9259, 1059.01, 243.9236, 519.3976, 705.7501, 875.0577, 349.5613, 907.6265, 855.4312, 776.5129, 111.6319, 587.3639, 0.3652919, 551.4969, 1019.341, 217.084, 1626.401, 1037.885, 2151.506, 1686.44, 1973.439
261.7, 1.281284, 147.3615, 615.4564, 877.0954, 1.319918, 2185.631, 708.2972, 3.916812, 99.33442, 43.24085, 32.57954, 7.456818, 750.174, 298.6187, 2377.375, 0.1749194, 683.4279, 94.18978, 779.1676, 0.00746307, 29.90753, 1036.943, 468.4163, 1015.523, 232.5572, 497.9385, 674.1218, 881.5778, 332.7779, 983.2168, 831.1554, 829.1605, 105.4283, 562.4225, 0.3494981, 527.5729, 1058.292, 207.2662, 1560.279, 1076.489, 2221.976, 1735.834, 1873.401
261.8, 1.226167, 140.664, 587.2296, 833.8068, 1.246468, 2148.155, 677.1245, 3.725903, 94.68189, 40.96966, 30.88092, 7.076412, 714.9149, 283.7314, 2275.718, 0.16698, 843.3486, 89.5477, 775.6599, 0.007098275, 28.65478, 1060.959, 438.9887, 973.8232, 221.7204, 477.3661, 768.9985, 864.9991, 316.8004, 1068.075, 784.2545, 791.5312, 247.9175, 552.1869, 0.3343871, 553.2557, 1087.642, 197.8925, 1540.016, 1094.506, 2220.436, 1657.086, 1989.447
261.9, 1.173421, 134.2708, 560.2972, 792.6548, 1.177105, 2017.934, 647.3237, 3.544299, 90.24728, 38.81776, 29.27086, 6.715412, 681.313, 269.5863, 2323.357, 0.1594009, 799.8317, 85.1344, 740.8624, 0.006751312, 27.45451, 1094.042, 477.5324, 933.8352, 211.3885, 457.6436, 734.5357, 915.9304, 301.59, 1024.303, 779.1014, 755.6096, 268.2841, 590.9899, 0.3199295, 529.2554, 1042.65, 188.9427, 1668.993, 1111.782, 2230.07, 1676.443, 1888.598
262, 1.122944, 128.1682, 573.4645, 815.5529, 1.111601, 2107.77, 686.1013, 3.371547, 86.02037, 36.77889, 27.74475, 6.372828, 722.7915, 256.1464, 2360.173, 0.1521658, 758.5603, 80.93861, 823.5682, 0.006421308, 26.30451, 1048.133, 447.5322, 895.4893, 201.5381, 507.6631, 701.6173, 927.6322, 287.1098, 1064.259, 735.1378, 800.4, 343.7275, 565.8945, 0.306097, 506.2963, 999.519, 180.3977, 1601.14, 1061.978, 2281.575, 1600.39, 1842.262
262.1, 1.074638, 122.343, 547.1635, 775.3017, 1.049743, 2080.231, 796.1351, 3.207215, 81.99144, 34.84711, 26.29821, 6.047721, 688.8194, 243.3765, 2453.978, 0.1452591, 719.4185, 76.9496, 816.0418, 0.006107436, 25.20268, 1004.151, 439.0134, 858.7179, 192.1468, 540.5655, 670.1741, 886.9966, 273.325, 1020.644, 693.655, 764.0759, 324.6259, 541.8648, 0.2928626, 484.3331, 958.1724, 172.2391, 1618.838, 1121.54, 2227.716, 1711.734, 1788.111
262.2, 1.02841, 116.7825, 522.0688, 737.0371, 0.9913276, 1954.128, 779.1617, 3.050893, 78.15121, 33.0168, 24.92708, 5.739199, 656.444, 231.2433, 2406.376, 0.1386659, 682.2964, 73.15719, 779.4327, 0.005808905, 24.14701, 995.9304, 467.7767, 823.4565, 183.193, 580.3671, 640.1401, 848.141, 260.2019, 978.816, 709.8568, 729.4003, 306.5857, 597.7027, 0.2802004, 463.3227, 918.5361, 164.4495, 1585.867, 1071.299, 2169.812, 1634.08, 1805.204
262.3, 0.9841713, 111.4748, 570.6359, 700.6611, 0.9361626, 1857.72, 744.8702, 2.902189, 74.49084, 31.28262, 23.62745, 5.446416, 661.9084, 219.7149, 2473.933, 0.1323719, 647.0899, 69.55168, 765.4672, 0.005524966, 23.13556, 1075.264, 438.3893, 789.643, 174.6565, 575.8594, 611.4521, 810.9875, 247.7089, 938.7023, 669.8005, 931.8343, 289.5481, 572.3223, 0.2680856, 443.2238, 880.5395, 157.0122, 1637.121, 1023.31, 2255.793, 1559.949, 1797.021
262.4, 0.9418353, 106.4083, 573.4163, 666.0803, 0.8840673, 1751.595, 712.088, 2.760734, 71.00192, 29.63952, 22.39557, 5.16857, 671.8066, 208.7613, 2438.002, 0.1263636, 613.7, 66.12387, 731.127, 0.005254906, 22.16647, 1030.143, 410.8482, 757.218, 166.5178, 631.2225, 584.0497, 885.4846, 235.8158, 900.2326, 800.6335, 889.5454, 273.4573, 548.0196, 0.2564946, 423.9967, 844.1146, 149.9113, 1570.564, 977.4695, 2155.407, 1489.181, 1705.926
262.5, 0.9013204, 101.572, 547.1176, 633.2063, 0.834871, 1784.331, 680.7484, 2.626174, 67.67641, 28.08273, 21.22792, 4.904898, 640.2308, 350.2414, 2333.753, 0.1206281, 582.033, 62.865, 752.4882, 0.004998047, 21.23797, 1149.277, 503.4776, 726.1244, 158.7583, 676.5864, 557.8754, 864.6674, 224.4936, 863.3394, 855.4956, 849.1757, 258.2607, 524.7488, 0.2454048, 494.8795, 942.5327, 143.1314, 1506.713, 1027.547, 2059.488, 1527.3, 1749.022
262.6, 0.8625484, 96.95558, 550.845, 601.9548, 0.7884124, 1841.137, 650.7881, 2.498172, 64.50665, 26.60771, 20.12115, 4.654676, 610.1392, 332.7805, 2375.635, 0.1151529, 552.0001, 59.76674, 718.7302, 0.004753743, 20.34837, 1174.536, 471.8474, 696.3076, 151.3604, 704.5712, 532.8741, 856.5688, 213.7151, 902.1212, 807.2212, 810.6381, 243.9087, 502.4663, 0.2347945, 473.4116, 903.5434, 136.6582, 1445.457, 1084.469, 1967.838, 1544.204, 1776.51
262.7, 0.8254442, 92.54897, 563.741, 572.2456, 0.7445391, 1883.812, 715.4976, 2.376409, 61.48535, 25.21017, 19.07208, 4.41722, 744.9631, 316.1901, 2396.187, 0.1099261, 523.5168, 56.82117, 686.4868, 0.00452138, 19.49603, 1147.247, 442.2043, 667.7152, 144.3072, 675.4617, 508.9932, 893.2502, 203.4541, 1004.651, 821.0052, 773.8494, 295.542, 481.1299, 0.2246429, 507.3001, 866.1669, 130.4778, 1423.375, 1035.889, 2122.597, 1474.15, 1686.454
262.8, 0.7899361, 88.34263, 537.8859, 624.0883, 0.7031072, 1831.999, 684.008, 2.260581, 444.5016, 23.88602, 18.07771, 4.191878, 753.4946, 300.4268, 2411.11, 0.1049367, 496.5033, 54.02078, 737.038, 0.004300375, 18.6794, 1178.439, 414.4235, 640.2969, 137.5827, 647.5548, 577.2318, 854.1207, 193.6857, 983.2689, 774.6771, 738.7303, 279.1181, 594.0562, 0.2149302, 485.2934, 925.9979, 124.5769, 1510.75, 989.4858, 2094.774, 1407.274, 1677.548
262.9, 0.7559554, 84.32747, 513.2167, 799.2181, 0.663981, 1720.943, 653.9043, 2.150398, 423.6825, 22.63143, 17.13518, 3.978031, 775.4009, 377.7396, 2320.489, 0.1001737, 470.8836, 51.3584, 804.5943, 0.004090174, 17.89697, 1185.17, 467.9196, 614.0045, 131.1716, 620.8009, 551.363, 816.7053, 184.3864, 942.9728, 833.5558, 705.205, 263.607, 568.8306, 0.2056375, 464.2413, 887.6926, 118.9428, 1590.846, 945.1608, 2146.978, 1462.097, 1592.509
263, 0.7234365, 80.4948, 489.6789, 759.7732, 0.627032, 1616.62, 690.3226, 2.045586, 403.8385, 21.44273, 16.2418, 3.775094, 738.9561, 358.9078, 2252.924, 0.09562687, 527.4711, 48.82724, 768.4988, 0.003890246, 17.14731, 1135.437, 438.5232, 588.7917, 125.0592, 615.2538, 526.6535, 780.9289, 175.5335, 965.1931, 786.5194, 673.201, 337.1573, 570.9323, 0.1967465, 444.1025, 918.3036, 113.5636, 1526.17, 902.8215, 2051.434, 1431.931, 1550.142
263.1, 0.6923164, 76.83632, 467.2206, 735.0214, 0.5921391, 1518.62, 659.941, 1.945882, 458.7766, 20.31647, 15.39499, 3.582509, 704.2242, 341.0148, 2390.152, 0.09128644, 514.3538, 46.42082, 734.0226, 0.003700092, 16.42905, 1087.791, 410.9737, 564.6142, 119.2316, 883.2888, 671.6903, 774.8765, 167.1057, 1014.198, 742.1372, 642.6496, 318.4208, 546.6887, 0.18824, 520.8245, 880.3167, 108.4276, 1477.984, 862.3787, 2043.185, 1366.971, 1655.849
263.2, 0.6625351, 73.34412, 445.7923, 698.7449, 0.5591879, 1426.562, 630.8965, 1.851038, 437.2889, 19.24937, 14.59233, 3.399749, 671.1248, 324.0139, 2287.948, 0.08714301, 627.4863, 44.133, 701.0931, 0.003519231, 15.74088, 1163.362, 385.1549, 541.4295, 113.6756, 846.7955, 641.5883, 800.8045, 159.0825, 977.5443, 700.2595, 613.4846, 300.7255, 523.4744, 0.1801012, 498.231, 843.901, 103.5239, 1656.707, 871.7034, 2037.988, 1359.829, 1571.91
263.3, 0.6340348, 70.01064, 425.3467, 688.2805, 0.5280704, 1393.592, 603.1302, 1.760817, 441.006, 18.23831, 13.83152, 282.2368, 695.22, 307.8606, 2293.615, 0.08318765, 832.5117, 41.95794, 669.6408, 0.003347212, 15.08154, 1201.014, 360.9581, 519.1968, 290.3719, 906.2906, 612.8354, 788.6964, 151.4445, 1199.623, 831.9968, 585.6432, 284.0136, 501.246, 0.1723143, 476.6177, 1083.14, 98.842, 1612.138, 964.9953, 2027.595, 1442.55, 1492.226
263.4, 0.6067606, 66.82866, 405.8389, 779.2344, 0.4986846, 1309.112, 600.3471, 1.674993, 552.9616, 17.28036, 13.11038, 267.8386, 717.0848, 292.5125, 2272.381, 266.905, 917.8509, 39.89007, 672.2867, 0.0031836, 14.44981, 1253.594, 422.1062, 497.8771, 276.841, 1067.109, 635.7957, 754.147, 144.1733, 1350.912, 785.0483, 559.0654, 268.2304, 479.9614, 0.1648641, 455.942, 1096.579, 94.37183, 1617.402, 921.7675, 2008.686, 1493.357, 1508.488
263.5, 0.5806596, 63.79131, 428.9997, 828.785, 0.4709339, 1306.637, 658.3956, 190.5782, 527.0626, 16.37272, 12.42684, 254.1749, 683.381, 401.6633, 2461.018, 340.0363, 870.4897, 37.92411, 680.7627, 0.003027986, 13.84455, 1200.989, 395.588, 719.658, 305.8163, 1023.021, 737.554, 800.2972, 137.2511, 1295.549, 789.2836, 533.6937, 362.2343, 681.1438, 0.1577361, 463.1858, 1160.282, 90.10381, 1759.281, 880.476, 1919.297, 1525.943, 1478.493
263.6, 0.5556813, 60.892, 440.3354, 851.2785, 0.4447275, 1337.132, 629.4191, 181.2892, 502.3766, 15.51276, 11.77893, 241.2083, 651.2612, 530.6946, 2355.784, 371.5057, 878.1, 36.05505, 824.2008, 0.002879978, 13.26464, 1150.593, 370.7358, 766.965, 304.6896, 1019.848, 704.5004, 894.1728, 130.6614, 1242.455, 744.7454, 509.4734, 386.212, 782.3467, 0.1509162, 443.0927, 1112.285, 86.02882, 1687.758, 841.0342, 1965.418, 1490.691, 1524.045
263.7, 0.5317776, 95.34278, 420.1402, 809.2642, 0.4199795, 1256.075, 601.7179, 172.453, 478.8468, 14.69796, 11.16481, 228.9032, 620.6511, 504.2375, 2322.945, 354.6433, 832.7899, 34.2781, 874.6815, 0.002739205, 12.70902, 1196.35, 347.4449, 798.5151, 290.4915, 977.7128, 672.928, 887.9575, 124.388, 1191.537, 806.3682, 486.3523, 396.5619, 910.7321, 0.1443911, 423.8713, 1066.274, 82.13813, 1716.582, 926.9328, 1877.954, 1589.051, 1499.43
263.8, 0.5089021, 152.9349, 450.1108, 905.4659, 0.3966086, 1179.932, 575.2358, 270.431, 456.419, 13.92596, 10.5827, 309.7059, 591.4797, 479.0993, 2358.152, 566.8542, 835.9543, 32.58873, 835.4418, 0.002605313, 12.17667, 1146.148, 476.7132, 765.7257, 317.6704, 944.8757, 733.6588, 927.8322, 118.4158, 1269.346, 801.3184, 464.2804, 374.5241, 872.0594, 267.9459, 405.4838, 1207.568, 78.42339, 1889.509, 922.0265, 1993.214, 1643.126, 1577.248
263.9, 0.4870107, 145.9841, 429.4673, 919.3522, 0.3745382, 1168.681, 591.5085, 257.25, 435.0417, 13.19452, 10.03095, 293.9064, 563.6794, 532.1584, 2503.241, 1018.91, 792.819, 30.98261, 797.9624, 0.002477966, 11.66662, 1134.425, 446.7644, 829.6318, 355.22, 1035.989, 700.7797, 959.1241, 238.8938, 1379.608, 835.881, 443.2103, 396.3942, 1007.14, 461.0802, 458.694, 1180.257, 74.87666, 1999.609, 880.7234, 1950.142, 1660.549, 1539.246
264, 0.466061, 139.3491, 476.927, 873.9781, 0.353696, 1097.836, 565.4758, 244.7114, 414.6657, 12.50148, 9.507957, 278.9129, 537.1858, 541.9863, 2613.992, 1284.213, 751.9095, 29.45565, 762.1644, 0.002356843, 11.17794, 1086.821, 418.6971, 795.5648, 338.6673, 1012.876, 669.3741, 947.924, 227.4239, 1323.069, 788.7134, 423.0963, 411.6682, 1194.548, 531.9029, 473.3892, 1249.46, 71.49032, 1918.315, 1027.841, 1920.924, 1816.95, 1461.218
264.1, 0.4460125, 133.0157, 455.0535, 830.8434, 0.3340137, 1031.285, 554.552, 340.9223, 395.244, 11.84486, 9.012236, 264.6843, 613.9598, 514.9662, 2560.255, 1325.668, 831.853, 28.00395, 727.9724, 0.002241641, 10.70972, 1102.689, 392.3931, 762.8965, 322.8859, 1112.353, 639.3759, 1002.647, 216.5046, 1498.205, 744.2075, 403.8952, 453.3178, 1143.824, 580.5875, 479.0274, 1197.774, 68.25713, 1958.811, 1008.643, 1951.996, 1789.734, 1525.027
264.2, 0.4268264, 126.9702, 434.1833, 844.8197, 772.9441, 1176.471, 530.1458, 382.8691, 376.732, 11.22271, 8.542359, 251.1815, 585.1029, 489.2931, 2761.403, 1403.117, 788.9293, 26.6238, 695.3143, 0.002132069, 10.26112, 1169.723, 410.3945, 731.5698, 307.8399, 1179.553, 682.1923, 1019.546, 206.1097, 1488.979, 785.1658, 385.5655, 428.126, 1095.253, 669.4933, 458.2471, 1148.227, 65.17017, 1879.175, 963.4599, 2210.192, 1820.958, 1530.155
264.3, 0.4084656, 121.1994, 502.9945, 803.1241, 1100.097, 1797.793, 506.8136, 420.6233, 359.087, 10.63325, 8.096982, 238.3676, 557.6024, 636.7106, 2660.34, 1809.82, 919.6227, 25.31166, 738.8184, 0.002027854, 9.831311, 1217.587, 489.4659, 701.5295, 293.4951, 1130.819, 894.7144, 1140.701, 234.1312, 1733.568, 832.2797, 368.0676, 404.3342, 1048.745, 1024.277, 438.3683, 1100.728, 62.22282, 2034.545, 1006.192, 2830.599, 2010.451, 1603.362
264.4, 0.3908947, 115.6909, 479.9255, 763.4863, 1164.81, 2264.03, 567.9865, 400.1218, 342.2685, 10.07475, 7.674825, 226.2074, 531.3943, 648.4751, 2768.537, 1933.34, 983.8082, 24.06419, 705.6737, 0.001928732, 9.419504, 1166.494, 563.7535, 672.7227, 279.8186, 1150.679, 854.6175, 1090.732, 275.3988, 1674.724, 785.3153, 351.3638, 381.8645, 1322.658, 1082.875, 419.3519, 1055.195, 59.40876, 2280.254, 1063.402, 3328.204, 1919.246, 1522.084
264.5, 0.3740796, 110.4328, 515.0932, 725.8049, 1151.345, 2527.111, 542.989, 380.6195, 326.2376, 9.545582, 7.274679, 214.6675, 506.4182, 616.1461, 2785.084, 2061.758, 988.0047, 22.8782, 890.5023, 0.001834456, 9.024946, 1185.538, 701.5862, 739.4702, 325.4243, 1103.138, 816.3176, 1042.951, 304.263, 1630.129, 741.001, 335.4181, 403.4573, 1394.471, 1393.918, 401.1604, 1011.545, 56.72197, 2265.294, 1015.766, 3555.513, 1832.178, 1444.926
264.6, 0.3579878, 105.4136, 531.2307, 689.9832, 1087.275, 2477.357, 676.7775, 577.5972, 310.9577, 9.044209, 6.895395, 203.7164, 482.6159, 585.4288, 2696.52, 2242.78, 937.0236, 21.75067, 850.5528, 0.001744788, 8.646915, 1135.79, 657.5101, 1038.626, 310.2601, 1105.854, 808.3865, 1208.34, 311.3732, 1689.938, 699.1874, 320.196, 408.6378, 1335.257, 1455.915, 405.4139, 969.7012, 54.15669, 2212.25, 970.264, 3397.288, 1922.26, 1371.679
264.7, 0.3425882, 100.6226, 506.8667, 722.8611, 1026.771, 2429.022, 745.4178, 549.4446, 296.3933, 140.4476, 6.535886, 193.3239, 459.9323, 609.9761, 2666.141, 2140.982, 888.673, 20.6787, 812.3955, 0.001659503, 8.284719, 1088.129, 680.397, 995.9772, 351.0654, 1071.738, 847.6242, 1225.728, 310.8846, 1620.682, 659.7332, 305.6648, 558.9691, 1302.562, 1392.967, 461.7403, 1003.773, 51.70743, 2351.964, 1024.18, 3319.243, 1835.056, 1426.989
264.8, 0.3278511, 96.04931, 483.6201, 720.2463, 969.6335, 2291.528, 724.4875, 522.6642, 282.5112, 171.4045, 6.195121, 183.4615, 438.3149, 579.5664, 2564.921, 2154.251, 842.8174, 19.65956, 775.95, 0.001578387, 7.937695, 1042.468, 637.6521, 955.0795, 370.1568, 1027.459, 809.6377, 1284.781, 346.3837, 1554.263, 622.5054, 291.793, 527.906, 1247.251, 1332.741, 441.71, 962.2499, 49.36893, 2316.378, 978.3012, 3268.109, 1878.944, 1507.5
264.9, 0.313748, 91.68388, 461.4397, 699.1665, 915.6757, 2152.615, 692.6023, 497.1891, 269.2792, 190.9225, 5.872122, 174.1023, 417.7136, 550.6728, 2757.335, 2173.428, 799.328, 18.69065, 815.8546, 0.001501235, 7.605206, 998.7233, 653.8225, 915.8612, 352.9081, 985.0095, 847.7548, 1228.5, 378.0156, 1490.567, 587.3782, 278.5507, 498.5692, 1194.289, 1275.118, 422.5486, 922.445, 47.1362, 2289.95, 934.4773, 3165.588, 1818.17, 1659.67
