 , C000, C001, C002, C004, C005, C007, C008, C009, C010, C011, C013, C014, C015, C016, C017, C018, C019, C024, C025, C026, C030, C031, C032, C033, C034, C035, C036, C037, C038, C040, C041, C044, C045, C047, C048, C050, C055, C058, C066, C068, C072, C079, C091
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
142.7, 152.7469, 1049.014, 33.50679, 282.0465, 31.74032, 915.3885, 626.5515, 904.0175, 1319.608, 870.2686, 1473.252, 1807.453, 361.972, 5.762873, 13.30569, 2768.046, 2064.275, 2129.625, 1665.554, 2421.413, 3063.602, 0.1288631, 966.8453, 4047.523, 310.6728, 4577.652, 358.3029, 468.4008, 962.9799, 2151.291, 59.69959, 1592.22, 1893.89, 2821.204, 3286.854, 3163.011, 3646.204, 1240.735, 3696.588, 2110.224, 978.4483, 2947.614, 220.251
142.8, 146.1762, 1001.337, 31.97006, 268.1263, 29.97405, 859.8977, 710.4051, 945.4438, 1320.407, 1027.543, 1558.568, 1715.247, 344.9588, 5.475571, 12.73674, 2742.901, 2092.41, 2158.273, 2031.532, 2788.738, 3103.148, 0.1234556, 941.5165, 4173.248, 296.1959, 4625.484, 342.2455, 447.8822, 1039.593, 2107.197, 56.33082, 1519.961, 1788.643, 3031.615, 3320.472, 3025.799, 3495.373, 1184.622, 3672.968, 2168.664, 987.6796, 2813.894, 209.0859
142.9, 236.5399, 955.8261, 30.50381, 254.893, 28.30606, 807.7707, 679.1396, 899.3621, 1258.563, 989.4924, 1477.308, 1794.078, 328.7453, 5.202593, 12.19211, 2618.403, 1984.442, 2051.904, 2106.791, 2652.424, 3263.432, 0.1182751, 1174.947, 4208.507, 282.3936, 4695.797, 326.9077, 455.5321, 989.6791, 2177.027, 53.15215, 1528.127, 1808.455, 2902.882, 3316.445, 2978.896, 3536.621, 1131.047, 3941.317, 2110.295, 1048.214, 2686.24, 198.4869
143, 226.3646, 912.384, 29.1048, 242.3129, 26.7309, 758.8036, 1146.173, 855.5264, 1199.616, 937.5202, 1466.333, 1702.554, 313.2939, 4.943223, 11.67077, 2680.801, 1979.082, 2170.12, 2366.241, 2630.642, 3265.546, 0.113312, 1158.103, 4242.32, 269.2345, 4586.08, 312.2572, 435.5772, 942.162, 2296.833, 50.15285, 1458.777, 1707.956, 2949.05, 3450.49, 2849.671, 3390.323, 1079.895, 3967.194, 2038.07, 1001.567, 2611.511, 188.4251
143.1, 216.6271, 870.9163, 27.76996, 230.3537, 25.24338, 712.805, 1211.033, 813.8273, 1365.377, 888.2778, 1461.672, 1615.699, 298.5687, 4.696784, 11.17173, 2586.684, 1930.663, 2063.167, 2405.596, 2587.367, 3244.198, 0.1085571, 1085.347, 4256.943, 256.6886, 4482.288, 298.2633, 416.4964, 896.9263, 2202.705, 47.3228, 1476.656, 1718.219, 3270.293, 3301.304, 2960.365, 3495.848, 1031.056, 4024.731, 1996.891, 1024.717, 2531.131, 178.8734
143.2, 207.3085, 872.7845, 26.49634, 218.9847, 23.83865, 669.5947, 1180.939, 1009.245, 1301.427, 899.003, 1385.464, 1665.427, 284.5356, 4.462632, 10.69402, 2707.283, 1831.04, 2227.661, 2297.677, 2477.5, 3263.183, 0.1040017, 1017.161, 4451.666, 244.7273, 4403.788, 458.7912, 398.2514, 853.8625, 2154.941, 44.65244, 1535.596, 1741.677, 3131.426, 3262.721, 2866.667, 3379.417, 984.4259, 3861.105, 2210.405, 1025.648, 2599.896, 169.8059
143.3, 198.3907, 833.1166, 25.28113, 208.1769, 22.51208, 629.0039, 1221.995, 960.0535, 1511.282, 851.7836, 1396.684, 1580.466, 271.162, 4.240152, 10.23674, 2584.402, 1736.559, 2203.115, 2350.554, 2620.379, 3308.183, 0.09963755, 953.2598, 4335.253, 233.3233, 4510.148, 438.2303, 637.4825, 826.0164, 2122.998, 42.13276, 1465.907, 1644.889, 3036.307, 3297.906, 2838.683, 3379.233, 939.9047, 3914.677, 2208.479, 997.9222, 2481.95, 161.198
143.4, 189.8565, 976.8663, 24.12165, 197.9024, 21.25934, 590.8737, 1178.28, 913.2596, 1440.499, 872.8917, 1370.138, 1521.714, 258.4171, 4.028764, 9.799017, 2745.891, 1861.862, 2094.535, 2269.155, 2492.295, 3169.612, 0.0954565, 893.3727, 4303.5, 222.4508, 4530.89, 418.5909, 609.5571, 876.023, 2128.338, 39.75526, 1399.38, 1753.177, 3007.316, 3155.317, 3024.203, 3705.091, 897.397, 3879.813, 2127.245, 1017.28, 2427.516, 153.0265
143.5, 181.6895, 1007.805, 23.01535, 188.1351, 20.07631, 555.0549, 1173.595, 868.7466, 1373.03, 827.0438, 1344.36, 1444.085, 246.2712, 3.827915, 9.380009, 2652.192, 1765.789, 1991.308, 2307.424, 2497.144, 3324.609, 0.09145088, 837.248, 4477.054, 212.085, 4584.735, 450.4385, 582.855, 833.9628, 2041.115, 37.51193, 1428.222, 1655.749, 2879.615, 3286.001, 3005.546, 3596.643, 856.8118, 3905.429, 2334.632, 972.0098, 2528.551, 145.2693
143.6, 173.8737, 961.9999, 21.95979, 178.8498, 18.95911, 714.8041, 1121.944, 826.4031, 1308.721, 783.604, 1390.208, 1508.867, 234.6961, 3.637078, 8.978917, 2543.907, 1674.674, 2050.468, 2203.908, 2634.235, 3230.234, 0.08761336, 975.2973, 4480.848, 202.2021, 4725.124, 484.2226, 557.3226, 847.8723, 1957.467, 35.39518, 1363.406, 1563.736, 2988.428, 3374.96, 3114.707, 3951.486, 818.0621, 3927.861, 2365.349, 977.1203, 2413.842, 137.9052
143.7, 166.3942, 970.8604, 20.95264, 170.0228, 17.90408, 671.4727, 1166.331, 786.1235, 1247.425, 842.326, 1516.055, 1431.893, 223.6651, 3.455756, 8.594976, 2524.005, 1588.261, 2027.011, 2161.045, 2641.427, 3435.436, 0.08393687, 1168.99, 4480.957, 192.7798, 4529.904, 462.5221, 532.9086, 807.1637, 2129.217, 33.39788, 1470.273, 1573.989, 2986.26, 3461.359, 3181.658, 4041.378, 781.0648, 3831.225, 2295.642, 933.637, 2408.762, 130.9145
143.8, 159.2364, 1012.539, 19.99168, 161.6314, 16.90775, 666.9335, 1115, 873.3495, 1188.999, 798.0836, 1521.422, 1358.845, 213.1526, 3.283473, 8.227453, 2804.8, 1717.905, 2153.738, 2064.097, 2663.503, 3432.926, 0.08041465, 1095.55, 4324.186, 183.7966, 4794.612, 503.5076, 509.5641, 768.4097, 2041.958, 31.51329, 1403.548, 1520.489, 2935.849, 3311.704, 3292.291, 4080.719, 745.7408, 4110.336, 2234.261, 892.0888, 2403.404, 124.2781
143.9, 152.3866, 1006.447, 19.0748, 153.6542, 15.96688, 711.9927, 1092.254, 845.248, 1133.31, 756.1649, 1442.099, 1425.607, 203.1341, 3.119779, 7.875645, 2677.492, 1629.261, 2104.437, 1971.498, 2601.241, 3518.084, 0.07704024, 1026.724, 4334.202, 175.2319, 4596.521, 580.4354, 487.2423, 731.5163, 2051.231, 29.73504, 1382.347, 1582.929, 2950.37, 3370.309, 3149.471, 4208.176, 712.0143, 4148.473, 2551.379, 934.6277, 2419.741, 117.9782
144, 145.8313, 960.7045, 18.19996, 146.0706, 15.07836, 781.7682, 1076.218, 894.9343, 1080.229, 716.448, 1425.527, 1352.88, 193.5866, 2.964246, 7.53888, 2804.313, 1545.191, 2328.765, 2141.963, 2661.289, 3379.602, 0.07380743, 962.2212, 4248.906, 167.0664, 4532.234, 554.423, 465.8983, 696.3943, 2010.513, 28.05713, 1411.77, 1553.815, 3152.713, 3391.765, 3264.067, 4302.548, 679.813, 4265.06, 2512.321, 893.0354, 2474.563, 111.9976
144.1, 139.5581, 948.5735, 17.36525, 138.8614, 14.23928, 734.3774, 1028.853, 1067.927, 1029.635, 920.1733, 1366.216, 1283.864, 184.4877, 2.816467, 7.216516, 2677.027, 1599.074, 2213.994, 2065.442, 2607.799, 3565.56, 0.07071027, 987.8786, 4335.735, 159.2813, 4631.505, 529.5764, 445.4892, 662.9586, 2089.171, 26.47391, 1347.701, 1691.396, 3018.839, 3566.173, 3249.985, 4124.567, 649.0682, 4132.013, 2480.871, 853.294, 2435.256, 106.3202
144.2, 133.5547, 965.0179, 16.56882, 132.008, 13.4469, 689.8595, 1035.988, 1138.796, 981.4095, 1057.291, 1422.828, 1218.368, 175.8166, 2.676055, 6.907936, 2820.191, 1555.249, 2338.299, 2088.925, 2755.216, 3521.099, 0.06774308, 1197.383, 4669.896, 151.8591, 4765.243, 505.8433, 425.9742, 725.4935, 2140.061, 24.98002, 1286.539, 1615.311, 3088.48, 3411.986, 3196.008, 4051.074, 619.7137, 4091.786, 2369.738, 863.3612, 2324.779, 100.9306
144.3, 127.8096, 1056.878, 15.80892, 125.4928, 12.69861, 755.0267, 1161.948, 1083.291, 935.4433, 1001.758, 1348.646, 1156.213, 167.553, 2.542644, 6.612551, 2710.166, 1474.998, 2296.73, 2117.198, 2620.541, 3624.216, 0.0649004, 1122.159, 4514.398, 144.7827, 4752.806, 635.2662, 407.3141, 882.9208, 2052.357, 23.57043, 1228.153, 1739.227, 3119.4, 3388.181, 3133.159, 4148.299, 591.6869, 4128.555, 2336.984, 849.4088, 2366.51, 95.81416
144.4, 122.3116, 1008.843, 15.08387, 119.2992, 11.99196, 1114.979, 1172.619, 1092.897, 891.6299, 949.1414, 1278.331, 1224.049, 159.6778, 2.415883, 6.329797, 2658.38, 1398.888, 2237.927, 2022.217, 2844.451, 3645.745, 0.062177, 1051.661, 4648.99, 138.036, 4807.515, 606.7966, 389.4714, 840.5295, 1968.248, 22.24039, 1172.416, 1683.417, 3290.231, 3477.627, 3167.939, 4042.141, 564.9276, 4193.567, 2452.825, 1322.98, 2407.192, 90.95712
144.5, 117.0502, 981.5178, 14.39208, 113.4112, 11.32464, 1714.786, 1121.011, 1231.397, 849.8687, 899.2885, 1265.979, 1254.848, 152.1727, 2.295442, 6.059133, 2664.392, 1423.174, 2127.633, 1977.947, 2935.594, 3874.383, 0.05956789, 985.5923, 4522.513, 131.6037, 4795.777, 579.6029, 372.4103, 800.1735, 2006.791, 20.98539, 1119.209, 1693.761, 3325.099, 3400.076, 3030.513, 4001.694, 539.3784, 4245.186, 2342.948, 1964.576, 2297.988, 86.3463
144.6, 112.015, 936.908, 132.5416, 107.8139, 10.69445, 2245.938, 1071.675, 1237.461, 810.0634, 852.0541, 1199.974, 1301.24, 145.0204, 2.181005, 5.800043, 2598.809, 1349.738, 2022.774, 1988.192, 3003.95, 3762.887, 0.05706826, 923.674, 4549.503, 125.4712, 4770.337, 553.6279, 356.0966, 880.1593, 1932.879, 19.80121, 1248.35, 1717.453, 3272.322, 3253.07, 3088.647, 3857.547, 514.9847, 4214.481, 2237.994, 2712.255, 2297.459, 81.96921
144.7, 107.1965, 894.3256, 278.1292, 102.4928, 10.09933, 2588.859, 1024.51, 1216.328, 772.1225, 845.552, 1137.411, 1429.877, 138.2043, 2.072274, 5.552032, 2700.803, 1358.723, 2025.911, 1898.998, 2857.117, 3745.356, 0.05467352, 865.6456, 4542.111, 305.7292, 5031.675, 528.8169, 340.4975, 837.9006, 2385.413, 18.68386, 1191.697, 1622.011, 3133.369, 3621.642, 3093.862, 3960.914, 491.6943, 4144.652, 2137.741, 3323.734, 2402.34, 77.814
144.8, 102.5852, 853.6786, 411.6078, 97.43433, 9.537323, 3299.206, 1147.407, 1215.198, 735.9586, 852.9883, 1184.915, 1356.933, 131.7085, 1.968963, 5.314626, 2578.215, 1450.167, 2037.556, 1886.792, 2933.903, 3915.673, 0.05237928, 811.2628, 4497.39, 291.4827, 4966.487, 505.1178, 325.5817, 983.9677, 2378.358, 17.62955, 1137.615, 1577.147, 3237.743, 3465.056, 3073.339, 3797.065, 469.4572, 4067.765, 2041.979, 3824.698, 2325.586, 73.86942
144.9, 98.17231, 814.8791, 408.6451, 92.62551, 9.006593, 3354.34, 1096.909, 1321.393, 701.4885, 808.1859, 1132.303, 1297.699, 125.5181, 1.870803, 5.087371, 2737.971, 1451.816, 1978.271, 1802.147, 2942.605, 4091.764, 0.0501813, 760.2964, 4434.352, 277.9001, 5136.576, 482.4809, 311.3193, 956.7881, 2515.119, 16.63474, 1085.987, 1511.42, 3210.691, 3453.714, 2968.466, 3639.994, 448.2257, 4045.278, 1950.506, 4466.632, 2280.265, 70.12481
145, 93.94923, 777.843, 459.4422, 88.05403, 8.505397, 4039.117, 1082.75, 1390.93, 668.6329, 908.0223, 1150.298, 1506.719, 119.6185, 1.777536, 4.869833, 2746.147, 1376.902, 1974.882, 1765.376, 2907.789, 4228.665, 0.04807556, 712.5319, 4438.936, 264.9503, 5150.559, 460.8584, 297.6818, 1086.678, 2489.547, 15.69607, 1036.702, 1636.531, 3102.345, 3353.612, 2867.708, 3781.117, 427.9545, 3977.604, 1863.132, 4964.979, 2335.581, 66.57002
145.1, 89.90782, 742.4901, 438.3706, 83.70818, 8.032091, 4314.836, 1061.589, 1340.605, 637.3162, 860.3292, 1224.898, 1429.855, 113.9963, 1.688919, 4.661598, 2621.502, 1305.854, 1877.551, 1872.374, 2980.13, 4068.075, 0.04605818, 667.7682, 4256.661, 252.6041, 4937.762, 440.2049, 284.6416, 1094.418, 2583.963, 14.81036, 989.6544, 1545.586, 3078.12, 3436.135, 2828.42, 3624.705, 408.6, 4052.224, 1779.671, 5429.365, 2325.074, 63.19543
145.2, 86.04026, 708.744, 418.2655, 79.57681, 7.585124, 4292.143, 1014.868, 1275.263, 607.4662, 939.686, 1161.035, 1356.911, 108.6384, 1.60472, 4.462267, 2599.914, 1238.472, 1822.863, 1816.431, 2938.844, 4036.131, 0.04412546, 625.8167, 4170.105, 240.8331, 5062.884, 420.477, 272.1726, 1041.872, 2494.112, 13.97463, 944.7415, 1497.477, 3007.279, 3287.57, 2854.731, 3628.68, 390.1209, 3988.432, 1767.211, 5580.444, 2268.336, 59.99191
145.3, 82.33907, 676.5317, 399.0825, 75.64934, 7.16303, 4192.729, 1092.732, 1247.754, 579.0143, 1093.236, 1100.502, 1287.689, 103.5322, 1.524718, 4.271459, 2481.906, 1174.566, 1853.486, 1734.943, 2966.71, 4017.521, 0.04227383, 586.5007, 4164.893, 229.6106, 4900.554, 401.6332, 260.2499, 991.8488, 2391.899, 13.18606, 1128.654, 1414.259, 3027.039, 3315.428, 2909.232, 3776.78, 372.4775, 4105.2, 1891.2, 5565.465, 2165.432, 56.95078
145.4, 78.79709, 645.7834, 380.7792, 71.91571, 6.764424, 4187.112, 1073.345, 1245.454, 551.895, 1305.637, 1191.88, 1221.998, 98.66607, 1.448705, 4.08881, 2669.794, 1113.958, 1762.138, 1657.11, 2821.698, 3977.802, 0.04049991, 549.6547, 4170.015, 218.9111, 4934.808, 469.0476, 248.8495, 944.2275, 2293.874, 12.44199, 1161.284, 1427.422, 2934.147, 3291.42, 2838.857, 3839.676, 355.632, 4002.511, 1806.482, 5553.981, 2141.292, 54.06382
145.5, 75.40748, 616.4326, 363.3154, 68.36635, 6.388, 3995.393, 1026.106, 1361.359, 526.0459, 1493.29, 1192.565, 1159.658, 94.02864, 1.376482, 3.913972, 2548.614, 1143.06, 1675.292, 1641.886, 2836.021, 3811.183, 0.03880043, 515.1235, 3998.782, 208.7102, 4771.309, 630.2111, 237.9484, 898.8927, 2554.322, 11.73991, 1108.582, 1645.738, 2809.553, 3208.561, 2745.561, 3809.7, 339.5483, 3839.789, 1725.559, 5428.904, 2044.151, 51.3232
145.6, 72.16367, 588.4158, 346.6526, 64.99216, 6.032522, 3753.192, 1091.364, 1437.359, 501.4075, 1414.856, 1130.388, 1100.499, 89.60918, 1.307859, 3.746609, 2432.935, 1084.078, 1592.726, 1647.008, 2763.824, 3862.243, 0.03717225, 482.7616, 4004.385, 198.9846, 4574.181, 733.596, 227.5249, 855.7345, 2449.641, 11.07744, 1169.454, 1554.281, 2918.877, 3069.835, 2626.458, 3765.443, 324.1921, 3859.133, 1648.261, 5370.727, 2128.802, 48.7215
145.7, 69.05941, 561.6724, 330.7539, 61.78451, 5.696826, 3678.913, 1088.421, 1367.301, 477.9231, 1413.368, 1071.452, 1209.233, 85.39743, 1.242657, 3.586403, 2349.395, 1052.345, 1662.459, 1573.12, 2763.054, 3730.155, 0.03561241, 452.4329, 4027.398, 189.7122, 4528.336, 749.563, 217.558, 814.6484, 2460.49, 10.45236, 1116.382, 1467.906, 2794.932, 3180.273, 2542.294, 3767.804, 309.5304, 4035.886, 1574.425, 5298.12, 2202.856, 46.2517
145.8, 66.08868, 536.1445, 315.5844, 58.73517, 5.379811, 3566.672, 1154.555, 1300.658, 455.5386, 1339.132, 1015.589, 1165.16, 81.38364, 1.180706, 3.433048, 2242.757, 1062.179, 1580.526, 1502.547, 2822.798, 3874.668, 0.03411802, 424.0095, 4023.52, 180.8719, 4492.377, 715.9711, 208.0277, 775.535, 2359.655, 9.862543, 1290.01, 1386.332, 2725.823, 3042.771, 2583.867, 3671.062, 295.5317, 3894.919, 1581.078, 5219.521, 2178.549, 43.90709
145.9, 63.24575, 511.7768, 301.1107, 55.83633, 5.080437, 3350.461, 1103.742, 1237.263, 434.2026, 1268.796, 962.6389, 1163.897, 77.55851, 1.121843, 3.28625, 2295.355, 1007.37, 1502.63, 1570.96, 2740.173, 3817.519, 0.03268633, 397.3717, 4090.793, 172.4436, 4399.436, 683.8847, 198.9149, 738.2996, 2291.313, 9.306013, 1343.036, 1367.903, 2729.161, 2911.213, 2505.359, 3579.987, 282.1661, 3804.219, 1543.185, 5177.809, 2079.718, 41.68134
146, 60.52511, 488.5166, 287.3008, 53.08056, 4.797723, 3147.356, 1055.166, 1176.957, 413.8658, 1202.153, 934.9215, 1111.593, 73.91316, 1.065915, 3.145729, 2191.17, 1073.057, 1428.574, 1549.338, 2879.733, 3730.153, 0.03131472, 372.4074, 3922.813, 261.721, 4217.672, 880.5071, 190.2013, 702.8519, 2197.411, 8.780888, 1282.086, 1417.046, 2613.272, 2785.344, 2396.677, 3568.585, 269.405, 3776.495, 1569.774, 5356.179, 2237.635, 39.56842
146.1, 57.9215, 466.3136, 274.1242, 50.4608, 4.530741, 3124.865, 1024.132, 1119.591, 394.4816, 1139.011, 886.177, 1074.063, 70.43915, 1.012775, 3.011217, 2315.991, 1204.325, 1509.769, 1529.193, 2738.972, 3669.376, 0.03000067, 349.0115, 3996.257, 249.5252, 4100.417, 841.047, 181.8694, 669.1061, 2239.056, 8.285395, 1266.138, 1338.298, 2502.303, 2705.172, 2362.004, 3576.203, 257.221, 3787.227, 1582.191, 5279.265, 2136.124, 37.5626
146.2, 55.42989, 485.8588, 261.5519, 47.97033, 4.278615, 2935.436, 1105.329, 1065.022, 376.0053, 1310.229, 927.7231, 1019.27, 67.12842, 0.9622841, 2.882457, 2210.87, 1142.182, 1435.361, 1460.591, 2818.556, 3660.884, 0.02874177, 327.0854, 3832.159, 237.8977, 4092.529, 803.3553, 173.9024, 636.9806, 2296.271, 7.817862, 1208.678, 1263.926, 2600.194, 2626.772, 2303.566, 3498.784, 245.5881, 3633.256, 1689.366, 5173.759, 2080.434, 35.65847
146.3, 53.04547, 520.5696, 451.3712, 45.60278, 4.040521, 2940.413, 1056.682, 1013.112, 358.3943, 1241.41, 1051.813, 1048.465, 63.9733, 0.9143105, 2.759202, 2122.548, 1083.245, 1709.265, 1507.375, 2680.785, 3559.836, 0.02753568, 306.5367, 3836.661, 301.605, 4053.39, 767.3527, 166.2845, 606.3975, 2202.166, 7.37671, 1190.262, 1329.697, 2489.781, 2513.201, 2445.536, 3535.012, 234.4812, 3715.286, 1613.689, 5099.022, 2096.681, 33.85086
146.4, 50.76361, 531.9083, 430.6698, 43.35209, 3.815675, 2842.577, 1149.458, 963.7316, 341.6082, 1176.206, 996.9738, 994.9779, 60.96647, 0.8687286, 2.641218, 2230.947, 1027.35, 1625.025, 1509.903, 2667.497, 3448.03, 0.02638021, 287.2791, 3801.054, 287.5507, 3889.353, 732.9636, 159.0003, 694.3632, 2111.917, 6.960453, 1291.893, 1360.867, 2400.535, 2466.274, 2417.391, 3454.231, 223.8767, 4025.16, 1822.383, 5198.101, 2001.564, 32.13488
146.5, 48.57991, 507.7332, 410.9178, 41.21247, 3.603342, 2793.71, 1170.489, 916.7585, 325.6083, 1114.427, 989.0351, 944.2195, 58.10097, 0.8254191, 2.528279, 2129.686, 974.3384, 1544.937, 1567.832, 2537.11, 3368.212, 0.02527323, 269.2312, 3777.608, 274.1513, 3810.065, 700.1157, 152.0351, 722.1151, 2025.367, 6.567684, 1233.264, 1285.241, 2310.435, 2550.069, 2312.524, 3483.517, 213.7518, 3904.659, 1740.748, 5139.621, 1910.762, 30.50589
146.6, 46.49015, 539.6879, 392.0718, 39.17845, 3.402824, 2732.296, 1136.394, 872.0749, 310.3578, 1139.208, 937.4692, 974.9466, 55.37015, 0.7842688, 2.420169, 2033.021, 1002.854, 1468.796, 1640.556, 2413.097, 3227.127, 0.0242127, 252.3171, 3843.537, 261.3763, 3652.651, 668.7398, 145.3751, 687.4444, 2057.572, 6.197079, 1177.295, 1383.949, 2212.326, 2439.814, 2504.552, 3339.416, 204.0847, 3862.218, 1662.77, 5090.493, 1968.119, 28.95947
146.7, 44.49029, 550.1321, 374.0901, 37.24482, 3.213465, 2608.781, 1105.88, 829.5692, 295.8216, 1159.044, 888.5919, 925.2101, 52.76768, 0.74517, 2.316682, 2082.013, 951.1067, 1396.407, 1749.792, 2370.943, 3300.923, 0.02319667, 236.4657, 3791.884, 249.1965, 3845.366, 638.7701, 139.0068, 654.4384, 2020.355, 5.847386, 1150.274, 1307.04, 2118.384, 2334.326, 2506.014, 3362.031, 194.8549, 3752.074, 1647.256, 4863.958, 1940.922, 27.49145
146.8, 42.57645, 525.1287, 356.933, 35.40662, 3.034643, 2616.136, 1176.364, 789.1353, 281.9662, 1187.176, 842.2629, 878.011, 50.28754, 0.7080204, 2.21762, 1987.512, 902.0295, 1327.586, 1714.091, 2379.396, 3178.248, 0.02222327, 221.6101, 3670.126, 237.5843, 3686.494, 610.1434, 132.9175, 623.0171, 1937.558, 5.517426, 1207.137, 1234.406, 2291.75, 2233.399, 2397.303, 3306.661, 186.0425, 3772.179, 1573.466, 4950.322, 1935.477, 26.09785
146.9, 113.9261, 531.764, 340.5629, 33.65915, 2.865772, 2457.546, 1124.592, 750.6722, 268.7598, 1124.821, 851.5472, 956.5507, 47.92396, 0.6727228, 2.122794, 1897.3, 995.7115, 1262.157, 1681.117, 2300.396, 3313.4, 0.02129072, 207.6878, 3771.776, 226.5133, 3619.199, 582.7997, 127.095, 593.1044, 2116.539, 5.206086, 1152.354, 1165.807, 2194.435, 2243.347, 2357.952, 3246.635, 177.6286, 3719.272, 1520.405, 4865.676, 1916.639, 24.77489
147, 133.6474, 507.5954, 324.9435, 31.99792, 2.706298, 2308.569, 1313.153, 714.0837, 256.1719, 1065.74, 829.0898, 907.7527, 45.67147, 0.639185, 2.032023, 1948.237, 994.4915, 1199.952, 1605.699, 2347.211, 3174.61, 0.02039731, 194.6401, 3686.555, 369.2486, 3590.473, 556.6814, 121.5275, 564.6279, 2115.678, 4.912313, 1100.057, 1241.318, 2170.783, 2146.354, 2255.664, 3365.604, 169.5953, 3695.72, 1452.297, 4938.002, 1955.59, 23.51899
147.1, 127.8983, 484.5253, 310.0406, 30.41868, 2.555699, 2168.624, 1351.177, 679.2787, 244.1736, 1009.763, 808.9519, 924.2403, 43.52486, 0.6073192, 1.945133, 2076.418, 989.8758, 1140.813, 1696.458, 2232.48, 3167.02, 0.01954138, 182.4122, 3560.684, 352.0422, 3506.642, 531.7336, 116.2039, 537.5187, 2150.329, 4.635118, 1050.134, 1172.335, 2111.347, 2053.554, 2306.198, 3246.258, 161.9253, 3644.104, 1556.163, 4898.606, 1905.482, 22.32676
147.2, 122.3965, 462.5037, 295.8211, 28.91738, 2.413481, 2037.162, 1392.049, 646.17, 232.7372, 1133.633, 766.7751, 877.0906, 41.47913, 0.577042, 1.861959, 2059.432, 938.7981, 1084.589, 1620.352, 2298.758, 3034.362, 0.01872137, 170.9524, 3641.368, 335.6375, 3416.536, 507.9038, 111.1135, 511.711, 2062.205, 4.373565, 1002.477, 1107.186, 2021.693, 1991.729, 2237.013, 3234.616, 154.6021, 3648.765, 1486.453, 4893.565, 1819.039, 21.19496
147.3, 117.1314, 456.1146, 282.2537, 27.49018, 2.279176, 2108.875, 1447.906, 614.6752, 221.8365, 1074.089, 726.7974, 832.3462, 39.52956, 0.5482742, 1.782341, 1977.634, 1066.865, 1031.136, 1652.681, 2240.398, 3033.629, 0.01793577, 160.2126, 3641.024, 319.9973, 3373.589, 485.142, 106.2461, 487.1424, 1977.692, 4.126771, 1132.549, 1045.657, 2043.676, 2055.583, 2305.666, 3192.65, 147.6102, 3628.769, 1489.71, 4815.446, 1840.617, 20.12054
147.4, 112.0927, 522.8207, 269.3086, 26.13342, 2.152345, 2062.388, 1384.182, 584.7154, 211.4463, 1017.674, 688.9039, 789.8845, 37.67163, 0.5209407, 1.706127, 2025.266, 1011.814, 980.317, 1712.041, 2130.887, 2906.558, 0.01718314, 150.1475, 3491.513, 339.0851, 3234.209, 463.4002, 101.5919, 463.7534, 1963.913, 3.893903, 1159.133, 1042.443, 2132.594, 1966.707, 2330.854, 3322.837, 140.9344, 3842.522, 1422.977, 4780.803, 1787.399, 554.6255
147.5, 107.2709, 499.0586, 256.9572, 24.84362, 2.032572, 2005.439, 1323.264, 556.2159, 201.5428, 964.2214, 652.9861, 801.0462, 35.90101, 0.4949698, 1.633173, 1985.633, 959.6046, 932.0027, 1635.236, 2026.73, 2994.531, 0.01646209, 140.7147, 3496.076, 323.2842, 3150.959, 442.6328, 97.14156, 441.4874, 1883.428, 3.674176, 1106.529, 984.5123, 2042.037, 1930.693, 2482.467, 3348.103, 134.5606, 3686.304, 1485.871, 4761.712, 1832.056, 526.5103
147.6, 144.4945, 476.3765, 245.1723, 23.61748, 1.919464, 1883.87, 1414.264, 529.1055, 192.1032, 913.5765, 618.941, 760.1812, 34.21362, 0.4702936, 1.563338, 1920.633, 910.0889, 886.0696, 1561.876, 2076.005, 2919.717, 0.0157713, 131.8745, 3570.035, 308.2197, 3221.938, 422.7961, 92.88619, 420.2905, 1820.51, 3.466847, 1407.298, 1073.562, 1955.326, 1959.439, 2374.777, 3287.533, 128.475, 3696.863, 1488.318, 4631.337, 1832.14, 499.8202
147.7, 138.2788, 470.7836, 233.9279, 22.45185, 1.812651, 1769.669, 1352.021, 503.3164, 183.1057, 865.5917, 586.671, 721.4009, 32.60554, 0.4468476, 1.496489, 1916.77, 967.5128, 842.4002, 1491.808, 1974.53, 2902.914, 0.01510949, 123.5897, 3423.439, 366.0032, 3131.268, 403.8484, 88.81724, 400.1112, 1900.34, 3.271218, 1343.431, 1013.902, 1872.296, 1874.72, 2335.632, 3343.234, 122.6647, 3681.625, 1421.648, 4555.478, 1847.095, 474.4832
147.8, 132.3305, 449.3866, 223.1992, 21.34375, 1.711781, 1759.167, 1329.394, 478.7843, 174.5295, 820.1272, 556.0834, 684.599, 31.07304, 0.4245706, 1.432499, 1878.146, 986.5552, 800.8831, 1456.982, 1878.015, 2879.214, 0.01447545, 115.8253, 3720.637, 348.948, 3261.132, 385.7498, 84.92653, 380.9008, 1822.46, 3.086627, 1411.02, 957.5577, 1792.792, 1793.665, 2298.566, 3204.936, 117.1171, 3578.854, 1476.454, 4626.869, 1763.301, 602.4362
