 , C001, C002, C003, C005, C007, C008, C009, C010, C011, C013, C015, C017, C018, C019, C020, C021, C022, C024, C025, C026, C028, C029, C031, C033, C036, C039, C040, C041, C042, C044, C048, C050, C052, C054, C057, C058, C061, C065, C072, C073, C100, C102, C103, C123, C132, C133, C142
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
5, 371.5417, 0, 1018.984, 757.0579, 537.7007, 0, 676.5701, 398.3325, 7.71073, 690.1699, 947.548, 1992.065, 0, 910.4283, 161.6637, 1.907349e-06, 398.5616, 865.7517, 52.39116, 156.3173, 990.9652, 1213.098, 0, 86.02213, 693.503, 232.7121, 64.46644, 2186.024, 0, 0, 417.2299, 859.1865, 368.5098, 76.27533, -5.960464e-07, 287.9834, 352.8047, 1272.806, 1283.423, 336.741, 721.7449, 1551.239, 1820.164, 1479.91, 589.5106, 723.5272, 826.7732
5.1, 354.1784, 0, 975.1052, 819.7299, 745.3165, 0, 663.4967, 376.5165, 7.329279, 656.9551, 906.0132, 2044.452, 0, 871.0686, 154.038, 9.536743e-07, 382.0721, 952.6885, 50.2649, 149.9478, 943.8665, 1162.767, 0, 82.48328, 793.9021, 223.2253, 61.78051, 2286.714, 0, 0, 485.1467, 821.6166, 483.9863, 256.6814, -5.960464e-07, 275.6088, 442.0224, 1352.64, 1227.184, 322.1524, 705.7135, 1606.033, 1774.185, 1649.04, 659.7032, 725.2654, 787.6381
5.2, 337.6265, 0, 1038.687, 831.9531, 709.9955, 0, 674.5188, 355.8953, 6.966699, 625.3387, 1101.257, 2144.767, 0, 833.4105, 225.9251, 1.907349e-06, 406.6402, 1030.438, 48.22494, 305.7245, 1075.74, 1241.676, 0, 79.09, 761.4379, 214.1253, 71.98238, 2313.58, 0, 0, 583.5817, 854.7048, 495.7937, 289.9891, -5.960464e-07, 263.7659, 419.0748, 1294.704, 1487.027, 308.1958, 727.5067, 1641.856, 1773.21, 1578.485, 794.7947, 781.907, 750.3555
5.3, 321.8482, 0, 1024.771, 885.0989, 746.8135, 0, 657.3846, 336.4036, 6.622055, 750.8516, 1304.786, 2107.11, 0, 950.454, 227.5435, 9.536743e-07, 460.1607, 1014.135, 46.26776, 365.45, 1099.91, 1279.613, 0, 75.83632, 953.8692, 205.3962, 68.9833, 2209.152, 0, 0, 591.629, 902.1822, 522.3873, 424.7147, -4.768372e-07, 252.4319, 437.8341, 1498.39, 1478.069, 294.8438, 790.3228, 1751.604, 1976.288, 1552.481, 753.4471, 744.1259, 714.8376
5.4, 306.8072, 0, 1057.516, 847.5126, 880.9419, 0, 772.5346, 317.9793, 6.294462, 714.7164, 1391.536, 2117.791, 0, 909.364, 216.8102, 9.536743e-07, 488.3216, 1079.546, 44.39001, 393.092, 1159.978, 1226.523, 0, 72.71649, 939.8133, 197.023, 66.10918, 2209.309, 0, 0, 653.4153, 989.9565, 573.8069, 403.9066, -4.768372e-07, 241.5849, 415.1039, 1705.293, 1437.108, 282.0703, 769.2026, 1673.811, 1982.71, 1533.402, 877.4418, 743.5417, 770.102
5.5, 292.4691, -1.192093e-07, 1120.487, 817.5502, 1038.952, 0, 829.8207, 300.5641, 5.983073, 786.8549, 1474.317, 2367.171, 0, 950.8146, 206.5833, 4.768372e-07, 468.1184, 1162.417, 83.06351, 377.0745, 1179.591, 1175.635, 0, 69.72501, 907.626, 188.9912, 100.0453, 2201.758, 0, 0, 626.6454, 946.6684, 549.748, 384.1179, -3.576279e-07, 231.204, 393.5537, 1738.212, 1374.134, 269.8502, 822.6351, 1677.145, 2120.179, 1467.794, 897.1625, 837.772, 779.4669
5.6, 278.8011, 0, 1092.288, 789.5592, 1080.002, 0, 787.2531, 367.6966, 5.68709, 1045.408, 1565.818, 2385.021, 0, 909.7089, 503.9084, 9.536743e-07, 508.1824, 1247.753, 79.69244, 445.5918, 1309.452, 1126.858, 0, 66.8566, 1009.824, 181.2868, 95.87701, 2312.699, 0, 0, 752.8396, 905.2732, 635.9589, 365.2987, -3.576279e-07, 221.2692, 603.8585, 1845.381, 1313.92, 258.1595, 846.9227, 1602.658, 2240.347, 1485.622, 850.4894, 868.9948, 742.571
5.7, 265.7719, -1.192093e-07, 1072.98, 823.2733, 1028.82, 0, 746.869, 347.5585, 5.405749, 1089.465, 1680.55, 2439.323, 0, 941.5125, 759.6046, 9.536743e-07, 527.6092, 1247.655, 76.45818, 506.5556, 1247.216, 1226.588, 0, 68.64095, 1017.859, 333.7222, 91.88239, 2387.086, 0, 0, 860.0883, 865.688, 634.715, 347.4015, -3.576279e-07, 211.7613, 661.0045, 1766.34, 1256.345, 246.9753, 999.1996, 1531.48, 2233.082, 1422.059, 822.9516, 905.6368, 707.4216
5.8, 253.3515, -1.192093e-07, 1026.776, 846.4111, 980.064, 0, 708.5566, 328.5233, 5.138326, 1202.692, 1690.319, 2463.97, 0, 1044.417, 1025.691, 1.430511e-06, 505.7806, 1218.866, 73.35517, 485.9147, 1187.938, 1265.152, 0, 80.03286, 976.2364, 345.5318, 98.77412, 2400.494, 0, 0, 916.6244, 827.8339, 608.1024, 330.3812, -3.576279e-07, 202.662, 690.632, 1690.684, 1467.577, 236.2756, 972.5792, 1639.616, 2131.878, 1361.215, 860.9294, 1108.705, 673.936
5.9, 241.5116, -1.192093e-07, 1092.86, 810.4677, 933.6183, 0, 781.8524, 310.5307, 4.884132, 1144.812, 1636.874, 2385.489, 0, 999.265, 1210.227, 9.536743e-07, 540.1235, 1160.697, 70.3781, 466.1149, 1131.478, 1261.531, 0, 76.74039, 1043.473, 428.9909, 94.65879, 2404.378, 0, 0, 965.7002, 791.6349, 582.6057, 314.1948, -3.576279e-07, 302.4669, 682.1967, 1618.269, 1442.1, 226.0394, 1018.178, 1566.796, 2035.261, 1499.319, 816.1413, 1169.612, 642.0355
6, 230.225, -2.384186e-07, 1086.476, 776.0507, 889.3737, 0, 741.7455, 293.5234, 4.642513, 1089.717, 1635.625, 2481.49, 0, 956.0647, 1298.656, 9.536743e-07, 532.7294, 1105.303, 67.52185, 447.1218, 1077.701, 1209.19, 0, 73.58337, 1000.804, 411.5027, 90.71492, 2367.652, 0, 0, 926.1364, 757.0189, 558.1779, 298.8013, -3.576279e-07, 289.4699, 657.7545, 1548.956, 1378.908, 216.2468, 972.8138, 1497.211, 1943.023, 1435.17, 773.6832, 1225.91, 611.6449
6.1, 219.4659, -2.384186e-07, 1039.691, 799.3558, 1018.212, 0, 797.8307, 277.4477, 4.412848, 1037.273, 1678.207, 2401.506, 0, 914.7321, 1237.399, 4.768372e-07, 527.7896, 1052.554, 64.78152, 607.3303, 1026.48, 1251.76, 0, 70.55623, 959.8791, 394.7273, 86.93536, 2406.983, 0, 0, 888.1934, 804.5679, 534.7744, 284.1621, -2.980232e-07, 277.0314, 623.6072, 1580.287, 1414.277, 206.8783, 929.4705, 1548.97, 1854.965, 1396.402, 863.8111, 1205.754, 652.4802
6.2, 209.2095, -2.384186e-07, 1007.205, 765.4106, 976.3497, 0, 756.9041, 262.2523, 4.194544, 987.354, 1604.645, 2469.228, 0, 875.1864, 1179.031, 4.768372e-07, 553.9927, 1002.322, 62.15241, 767.3143, 977.6932, 1253.579, 0, 67.65363, 920.6278, 378.6358, 83.31329, 2438.78, 0, 0, 851.8049, 769.3864, 512.3522, 270.2401, -2.980232e-07, 265.1274, 591.2325, 1512.601, 1444.511, 197.9157, 938.1202, 1582.375, 1949.561, 1406.592, 853.1868, 1325.179, 649.5854
6.3, 199.4325, -2.384186e-07, 1091.762, 909.9645, 930.08, 0, 718.0768, 247.8893, 3.987039, 939.837, 1643.931, 2352.731, 0, 837.3503, 1165.653, 4.768372e-07, 531.0725, 1031.898, 74.47549, 736.0482, 1060.334, 1201.568, 0, 64.87042, 946.2736, 363.2003, 79.84212, 2382.25, 0, 0, 816.9071, 735.7432, 490.8701, 359.7072, -2.980232e-07, 253.7349, 634.1899, 1447.813, 1381.213, 189.3414, 896.3227, 1512.097, 1924.602, 1506.599, 897.4737, 1296.459, 618.8375
6.4, 190.1124, -2.384186e-07, 1044.75, 871.3222, 945.9576, 0, 681.2414, 234.3128, 3.7898, 894.6068, 1571.871, 2377.836, 0, 968.45, 1110.669, 4.768372e-07, 509.1006, 1020.243, 71.45296, 706.0559, 1144.702, 1286.584, 0, 62.20172, 907.5786, 348.3941, 76.51557, 2370.776, 0, 0, 880.6168, 773.3235, 470.2886, 342.084, -2.980232e-07, 242.8319, 654.9733, 1385.801, 1435.427, 181.1386, 892.9111, 1592.976, 1837.378, 1482.877, 850.7844, 1299.837, 686.1876
6.5, 211.5296, -2.384186e-07, 999.7612, 849.8302, 962.9269, 0, 646.2955, 240.3379, 3.602318, 851.5532, 1608.717, 2343.809, 0, 962.3532, 1141.594, 4.768372e-07, 636.2693, 1088.514, 68.55309, 677.2859, 1283.946, 1288.862, 0, 59.64281, 949.6505, 357.598, 73.32762, 2520.423, 0, 0, 883.206, 739.5082, 496.0708, 325.3242, -2.384186e-07, 232.3975, 620.9703, 1326.444, 1372.527, 173.2912, 853.1279, 1522.228, 1754.108, 1434.629, 806.5241, 1276.096, 786.7976
6.6, 201.6441, -2.384186e-07, 1084.05, 835.8178, 917.2933, 0, 650.6415, 227.175, 3.424111, 810.5717, 1538.2, 2377.956, 0, 1015.642, 1092.365, 4.768372e-07, 657.4703, 1180.719, 65.7709, 692.8911, 1222.923, 1235.388, 0, 57.18916, 910.8175, 356.0029, 70.27249, 2436.637, 0, 0, 847.0218, 707.1716, 475.2713, 309.3855, -2.384186e-07, 266.0057, 588.7327, 1427.436, 1381.946, 165.7837, 815.1171, 1606.603, 1869.771, 1471.254, 764.5663, 1214.436, 749.5547
6.7, 198.1873, -2.384186e-07, 1078.419, 814.8856, 873.8223, 0, 617.2653, 214.7331, 3.25472, 771.5624, 1525.608, 2300.644, 0, 971.7339, 1048.8, 4.768372e-07, 630.269, 1124.37, 63.10163, 664.6575, 1164.8, 1280.04, 0, 54.83646, 873.5724, 370.2186, 67.34466, 2373.514, 0, 0, 812.3201, 676.2488, 563.6766, 367.9179, -2.980232e-07, 254.5755, 558.1686, 1366.296, 1340.659, 158.6015, 778.7999, 1642.447, 1850.031, 1497.662, 724.7913, 1155.755, 772.1359
6.8, 227.8912, -2.384186e-07, 1031.981, 780.2809, 931.4536, 0, 585.6012, 202.9725, 3.093709, 734.4305, 1531.517, 2373.038, 0, 929.7239, 1068.596, 4.768372e-07, 655.5107, 1070.711, 60.5407, 637.5743, 1217.241, 1226.932, 0, 52.58054, 1003.41, 355.1262, 64.53881, 2340.265, 0, 0, 868.0466, 646.6783, 540.0425, 349.8924, -2.980232e-07, 313.1092, 529.1912, 1307.775, 1376.771, 151.7304, 842.113, 1620.266, 1878.547, 1433.583, 720.3586, 1161.384, 854.7529
6.9, 217.2411, -2.384186e-07, 987.5425, 747.1458, 887.3115, 0, 729.4609, 191.856, 2.940662, 699.0856, 1464.385, 2428.153, 0, 889.5301, 1060.417, 0, 628.3905, 1019.612, 58.08369, 611.5947, 1262.315, 1238.485, 0, 50.41743, 962.3784, 340.6491, 61.84986, 2234.633, 0, 0, 832.4834, 618.4009, 517.3994, 332.75, -2.980232e-07, 299.6549, 557.0881, 1429.664, 1316.442, 145.157, 864.9193, 1601.106, 1902.154, 1474.883, 682.8834, 1140.87, 854.5682
7, 207.0888, -2.384186e-07, 945.0176, 761.3158, 944.1498, 0, 935.61, 231.4763, 2.795187, 665.4417, 1556.515, 2313.594, 0, 851.0739, 1044.506, 2.384186e-07, 602.3923, 1033.405, 55.7264, 586.6736, 1202.319, 1255.148, 0, 48.34332, 923.025, 326.7622, 59.27295, 2195.256, 0, 0, 798.3773, 591.3599, 573.0942, 316.4476, -2.980232e-07, 286.7787, 528.1669, 1368.429, 1258.756, 138.8683, 862.8337, 1732.813, 1940.314, 1506.3, 770.132, 1108.553, 882.2346
7.1, 197.4109, -2.384186e-07, 984.1107, 728.986, 899.4061, 0, 899.8132, 218.7987, 2.656909, 633.4169, 1488.287, 2356.562, 0, 814.2803, 1086.231, 2.384186e-07, 577.4697, 1079.214, 53.46479, 562.7681, 1398.357, 1412.087, 0, 46.35452, 885.2808, 362.8843, 90.95126, 2298.762, 0, 0, 765.6685, 670.4296, 549.0652, 300.9438, -2.384186e-07, 320.5583, 500.7471, 1532.105, 1370.827, 132.8522, 864.4371, 1758.006, 1852.378, 1441.852, 730.0674, 1054.989, 840.4742
7.2, 188.1852, -1.788139e-07, 941.7336, 698.0292, 856.7828, 0, 853.6552, 329.2583, 2.525472, 775.3522, 1510.076, 2326.052, 0, 846.1415, 1075.179, 4.768372e-07, 553.5782, 1064.038, 51.29495, 539.8367, 1331.896, 1353.5, 0, 44.44755, 849.08, 348.0909, 87.16186, 2440.275, 0, 0, 734.2997, 662.7616, 526.0438, 286.1996, -2.980232e-07, 306.784, 474.7508, 1466.483, 1351.342, 127.0966, 825.9225, 1898.39, 1840.023, 1454.513, 723.8179, 1004.012, 800.6907
7.3, 179.3907, -1.788139e-07, 901.1813, 760.7297, 880.438, 0, 948.0168, 311.2254, 2.400536, 754.3013, 1443.883, 2389.573, 0, 809.5612, 1024.463, 2.384186e-07, 574.3301, 1244.899, 49.21318, 618.1374, 1399.125, 1450.56, 0, 42.61902, 814.3595, 333.9006, 165.4903, 2330.129, 0, 0, 704.2161, 633.7808, 503.9877, 272.1777, -2.980232e-07, 293.6015, 450.1041, 1403.671, 1292.127, 121.5904, 853.933, 1930.119, 1910.721, 1443.486, 755.5622, 1076.901, 762.7902
7.4, 171.0072, -2.384186e-07, 896.8516, 728.4249, 940.3561, 0, 941.84, 294.1801, 2.281781, 749.8546, 1472.102, 2276.834, 0, 774.5622, 976.1388, 0, 628.4661, 1185.487, 47.2159, 592.9498, 1490.154, 1492.037, 0, 40.86572, 824.1549, 320.2888, 158.5953, 2460.743, 0, 0, 736.3822, 721.6287, 493.2008, 258.8428, -2.384186e-07, 385.1813, 426.7369, 1343.549, 1235.507, 116.3228, 864.4253, 1844.397, 1824.127, 1568.942, 716.2556, 1140.068, 790.5919
7.5, 163.0155, -2.384186e-07, 1014.515, 697.4918, 1089.329, 0, 893.5261, 278.0684, 2.168901, 775.2214, 1449.376, 2422.004, 0, 856.1103, 1002.12, 2.384186e-07, 623.615, 1159.63, 45.29967, 693.5778, 1677.184, 1441.124, 0, 39.18455, 885.8578, 377.6679, 151.9876, 2349.673, 0, 0, 706.2132, 794.1921, 485.4684, 295.5137, -2.682209e-07, 368.6301, 404.5828, 1286.002, 1206.171, 111.2833, 825.9111, 2070.078, 1948.691, 1741.312, 678.9938, 1084.981, 753.1694
7.6, 203.7661, -2.384186e-07, 990.097, 798.917, 1108.716, 0, 903.0089, 342.9748, 2.061605, 1015.455, 1494.373, 2422.042, 0, 819.0989, 969.2003, 0, 597.8144, 1302.121, 43.46122, 665.3161, 1597.47, 1573.377, 0, 37.57254, 861.2059, 362.2719, 145.6552, 2261.602, 0, 0, 677.2803, 759.4642, 465.1135, 281.0356, -2.682209e-07, 352.7902, 383.5789, 1332.888, 1363.653, 106.4622, 907.1616, 2012.354, 1860.376, 1689.627, 643.6705, 1201.085, 717.5183
7.7, 194.2435, -2.384186e-07, 1036.149, 801.1643, 1056.174, 0, 869.5936, 324.1907, 1.959618, 966.5854, 1584.581, 2420.315, 0, 783.6876, 923.483, 0, 706.5427, 1239.979, 41.69737, 638.2061, 1594.104, 1587.593, 0, 36.02684, 825.9896, 347.5035, 139.5866, 2352.229, 0, 0, 679.813, 726.2549, 472.5307, 267.2667, -2.682209e-07, 337.6308, 519.128, 1319.331, 1303.898, 101.8499, 961.8284, 2050.932, 1776.063, 1617.335, 610.1849, 1143.049, 683.5547
7.8, 185.1659, -2.384186e-07, 1027.822, 767.1423, 1006.121, 0, 911.3459, 306.4353, 1.862675, 967.232, 1667.549, 2306.126, 0, 749.8072, 1024.169, 2.384186e-07, 677.3111, 1245.048, 40.00511, 612.2007, 1748.53, 1645.111, 0, 34.54473, 805.2773, 333.3371, 133.7708, 2265.051, 0, 0, 651.9617, 783.8479, 452.7182, 286.9724, -2.682209e-07, 376.7432, 492.1774, 1262.821, 1382.778, 97.43751, 1037.194, 2037.804, 1751.032, 1694.49, 684.8192, 1087.818, 651.1989
7.9, 176.5125, -2.384186e-07, 983.5628, 746.4734, 1077.417, 0, 876.1088, 289.6524, 1.770528, 920.6834, 1661.746, 2231.852, 0, 717.3915, 1024.533, 0, 649.2889, 1313.199, 38.38153, 587.2551, 1739.637, 1637.974, 0, 33.1236, 773.6346, 319.7483, 227.857, 2331.169, 0, 0, 625.2514, 749.5724, 546.1924, 343.4506, -2.682209e-07, 502.3829, 557.3264, 1208.732, 1339.261, 93.21622, 990.9822, 2047.547, 1769.749, 1698.839, 649.1929, 1035.255, 744.2438
8, 227.1286, -2.384186e-07, 985.7367, 786.0624, 1249.624, 0, 831.1667, 273.7886, 1.68294, 993.423, 1588.905, 2166.121, 0, 686.3772, 976.2059, 0, 622.426, 1250.528, 36.82385, 563.3258, 1729.135, 1806.739, 0, 31.76093, 830.6154, 306.7134, 218.3636, 2276.981, 0, 0, 692.6599, 716.7956, 553.5625, 371.1736, -2.682209e-07, 652.0445, 528.3928, 1156.96, 1411.713, 89.17783, 946.8294, 2040.711, 1689.544, 1626.152, 615.4199, 985.2326, 783.1353
8.1, 216.5141, -2.384186e-07, 943.2896, 752.6817, 1206.823, 0, 817.4703, 258.7937, 1.599685, 945.6138, 1644.779, 2219.896, 0, 656.7037, 962.2254, 0, 640.67, 1311.73, 35.32938, 540.3716, 1757.12, 1774.206, 0, 30.45432, 796.6499, 294.2099, 209.2657, 2246.454, 0, 0, 731.811, 783.777, 530.3525, 352.9886, -2.384186e-07, 624.0262, 534.7444, 1107.406, 1349.853, 85.31439, 904.6439, 2118.062, 1645.979, 1675.437, 693.9172, 937.6269, 746.0658
8.199999999999999, 233.1067, -2.086163e-07, 983.7145, 725.3495, 1283.09, 0, 775.5363, 244.62, 1.520548, 939.2673, 1572.682, 2214.867, 0, 628.3131, 916.8371, 0, 614.1638, 1293.715, 33.89556, 633.9125, 1750.869, 1785.213, 0, 29.20146, 764.0734, 282.2162, 200.5468, 2261.584, 0, 0, 701.8293, 775.3618, 508.1157, 515.9114, -2.384186e-07, 640.1661, 654.774, 1137.185, 1341.038, 81.61832, 1027.846, 2023.993, 1700.512, 1603.752, 711.9689, 892.3215, 710.751
8.300000000000001, 304.7847, -1.788139e-07, 941.3546, 849.1124, 1236.32, 0, 735.7533, 231.2226, 1.445327, 1038.647, 1503.745, 2148.847, 0, 828.7496, 873.5898, 0, 711.2484, 1375.658, 32.51993, 608.0821, 1667.654, 1744.577, 0, 28.00014, 738.551, 270.7113, 192.1912, 2345.621, 0, 0, 673.076, 741.4572, 486.8112, 490.6353, -2.086163e-07, 612.6582, 620.7814, 1333.032, 1317.634, 78.08238, 1018.416, 2057.833, 1657.198, 1825.422, 674.9301, 930.0662, 818.8172
8.4, 302.6487, -1.788139e-07, 900.8185, 838.9818, 1177.73, 0, 698.011, 218.5589, 1.373826, 988.6616, 1552.344, 2156.746, 0, 865.9966, 1071.03, 0, 681.8222, 1486.923, 31.20013, 668.0698, 1606.476, 1785.843, 0, 26.84825, 821.4764, 259.6755, 184.1837, 2332.259, 0, 0, 645.5006, 709.0353, 536.4543, 466.5974, -2.086163e-07, 647.7544, 588.5536, 1275.936, 1389.297, 74.69963, 973.0411, 1990.115, 1749.874, 1813.414, 639.8182, 979.3049, 780.0587
8.5, 415.0885, -1.490116e-07, 885.3478, 803.3538, 1121.917, 0, 676.5259, 206.5888, 1.305863, 973.0448, 1511.865, 2151.342, 0, 828.5578, 1031.477, 0, 653.6133, 1415.961, 29.9339, 640.8477, 1530.124, 1830.695, 0, 25.74374, 798.1981, 249.0895, 225.6862, 2367.752, 0, 0, 674.8334, 678.0312, 555.3531, 443.7373, -1.788139e-07, 619.9204, 587.5941, 1290.402, 1401.888, 71.46342, 929.6876, 2040.192, 1670.57, 1990.434, 606.533, 946.2939, 743.1349
8.6, 691.6377, -1.490116e-07, 847.2236, 769.2389, 1113.867, 0, 641.822, 195.2743, 1.241261, 1138.064, 1482.592, 2085.142, 0, 792.7375, 1011.915, 0, 626.5716, 1377.526, 28.71905, 614.7346, 1586.717, 1980.568, 0, 24.68467, 829.2025, 238.9351, 216.2832, 2397.571, 0, 0, 716.8621, 678.3427, 599.5845, 500.9463, -1.490116e-07, 798.1049, 557.0891, 1235.131, 1416.272, 68.36741, 888.2657, 2015.698, 1594.859, 1998.424, 668.0787, 1100.024, 875.9954
8.699999999999999, 723.9333, -1.192093e-07, 810.7411, 875.4332, 1061.081, 0, 684.5774, 205.1033, 1.179856, 1083.294, 1545.621, 2092.49, 0, 758.4659, 1014.538, 1.192093e-07, 600.6486, 1470.111, 27.5535, 639.7167, 1742.69, 1913.51, 0, 23.66917, 843.3094, 229.1947, 207.272, 2289.352, 0, 0, 748.456, 773.1779, 574.4448, 476.4034, -1.490116e-07, 763.8104, 528.1677, 1182.228, 1425.848, 65.40553, 848.6895, 2087.353, 1729.355, 1933.17, 633.3232, 1046.872, 834.5305
8.800000000000001, 690.1017, -1.192093e-07, 798.1174, 856.4207, 1170.547, 0, 789.5179, 193.8701, 1.121489, 1031.159, 1567.967, 2225.328, 0, 829.5331, 966.6824, 1.192093e-07, 575.7981, 1618.874, 26.43526, 711.6647, 1759.232, 1834.119, 0, 22.69544, 858.1675, 219.8513, 198.6362, 2409.173, 0, 0, 742.6294, 839.2464, 550.3593, 453.0628, -1.490116e-07, 813.2407, 500.7479, 1131.591, 1428.849, 62.57197, 866.0042, 1994.648, 1829.199, 2013.049, 673.554, 996.2876, 795.0282
8.9, 669.2544, -1.192093e-07, 763.7495, 820.0522, 1269.615, 0, 749.0177, 183.2522, 1.066008, 1115.648, 1600.124, 2178.525, 0, 793.6707, 921.0839, 1.192093e-07, 551.9758, 1573.793, 25.36241, 682.6661, 1986.144, 1888.351, 0, 21.76178, 852.3509, 210.8888, 190.3602, 2532.391, 0, 0, 728.739, 802.5485, 583.85, 430.8658, -1.490116e-07, 796.1978, 543.7592, 1213.447, 1443.595, 59.86117, 1013.224, 1986.496, 1746.299, 1991.454, 638.5138, 948.1477, 757.3957
9, 637.978, -1.192093e-07, 871.8316, 860.6265, 1209.448, 0, 773.1189, 173.2158, 1.013273, 1061.957, 1652.987, 2229.015, 0, 759.3588, 877.6363, 0, 529.139, 1545.397, 24.33309, 754.6066, 2089.477, 1844.441, 0, 20.86652, 821.5886, 202.2917, 202.1486, 2418.087, 0, 0, 701.5262, 923.4286, 559.3701, 562.3634, -1.490116e-07, 871.5684, 515.53, 1257.744, 1424.517, 57.26781, 968.0801, 1952.635, 1716.21, 2037.999, 605.2963, 1069.954, 721.5446
9.1, 608.1633, -1.192093e-07, 834.2894, 824.0795, 1152.131, 0, 749.9832, 178.9217, 0.963146, 1058.223, 1580.53, 2309.998, 0, 726.5301, 868.1733, 1.192093e-07, 507.2471, 1625.672, 23.34555, 740.2289, 2057.523, 1925.289, 0, 20.00809, 787.9923, 194.0451, 193.7263, 2418.524, 0, 0, 672.7853, 883.0496, 568.6121, 692.0904, -1.341105e-07, 931.1656, 497.7598, 1203.873, 1571.505, 54.7868, 941.4902, 1865.913, 1783.924, 2055.596, 573.807, 1018.255, 687.3904
9.199999999999999, 680.2988, -1.192093e-07, 818.395, 789.0844, 1152.746, 0, 761.9914, 169.1225, 0.9154991, 1181.426, 1543.262, 2201.013, 0, 695.1207, 827.2215, 0, 486.2609, 1593.387, 22.39809, 710.0665, 2137.076, 1845.409, 0, 19.18498, 755.7698, 186.1346, 185.6549, 2366.4, 0, 0, 649.48, 844.4362, 617.7676, 736.5974, -1.192093e-07, 891.1535, 558.6412, 1152.308, 1502.642, 52.41328, 974.1107, 1929.398, 1732.581, 2057.045, 543.9559, 1116.824, 654.853
9.300000000000001, 648.5063, -1.192093e-07, 882.3814, 762.1036, 1098.117, 0, 777.1466, 159.8599, 0.8702092, 1144.952, 1521.6, 2097.171, 0, 665.0693, 833.0453, -1.192093e-07, 466.1429, 1593.406, 21.48907, 681.1329, 2110.5, 1768.844, 0, 18.39573, 841.4962, 178.5467, 177.9197, 2259.588, 0, 0, 826.5505, 807.5113, 634.5968, 801.6136, -1.043081e-07, 852.8608, 529.6394, 1208.931, 1516.557, 50.14258, 930.7096, 1843.708, 1798.409, 2324.283, 515.6577, 1062.86, 623.8557
9.4, 618.1996, -1.043081e-07, 958.7482, 799.4906, 1212.33, 0, 737.2811, 151.1047, 0.8271598, 1089.851, 1536.362, 1998.228, 0, 636.317, 832.061, 0, 559.6984, 1517.362, 20.61695, 653.3784, 2010.192, 1746.13, 0, 17.63895, 874.921, 171.268, 170.5069, 2228.343, 0, 0, 792.6874, 798.4684, 607.9891, 762.34, -8.940697e-08, 816.2134, 502.1431, 1157.15, 1450.102, 47.97026, 889.2422, 1914.916, 1976.778, 2224.836, 624.6517, 1011.504, 594.3256
9.5, 641.4048, -1.043081e-07, 917.4632, 765.5397, 1154.878, 0, 723.4596, 142.8289, 0.7862402, 1120.322, 1469.017, 2063.415, 0, 608.8077, 840.1815, -1.192093e-07, 551.7271, 1544.976, 19.78023, 626.7548, 1914.651, 1863.605, 0, 16.9133, 839.1437, 164.2861, 163.4029, 2333.825, 0, 0, 812.6607, 777.6684, 582.4971, 724.9904, -8.940697e-08, 843.2562, 476.0743, 1223.521, 1386.56, 45.89205, 849.6223, 1829.87, 1947.386, 2129.644, 592.1554, 962.6286, 566.1934
9.6, 611.43, -1.192093e-07, 877.9561, 746.7313, 1100.147, 0, 689.0584, 135.0065, 0.7473447, 1066.406, 1435.203, 1966.065, 0, 582.4877, 929.8669, 0, 528.9006, 1471.243, 18.97746, 601.2161, 1878.267, 1909.434, 0, 16.21751, 840.6483, 196.5418, 156.5948, 2280.039, 0, 0, 779.3667, 743.6631, 558.074, 689.4708, -8.940697e-08, 807.0215, 451.3589, 1235.721, 1410.058, 43.90387, 866.7797, 1923.817, 1859.13, 2038.526, 561.3497, 916.1152, 539.3928
9.699999999999999, 593.8972, -1.043081e-07, 840.1501, 729.5524, 1077.101, 0, 711.3994, 127.6124, 0.7103735, 1015.085, 1466.528, 1873.307, 0, 557.3056, 886.0051, 0, 566.5342, 1493.007, 18.20728, 628.7755, 1839.359, 1830.212, 0, 15.55034, 806.2726, 188.5296, 150.0705, 2239.648, 0, 0, 747.4367, 738.4921, 534.6748, 745.3157, -8.940697e-08, 850.1188, 427.9266, 1182.792, 1348.27, 42.00183, 992.0122, 1838.375, 1937.798, 2041.381, 532.1465, 933.0063, 594.0044
9.800000000000001, 566.1425, -8.940697e-08, 834.3882, 753.1134, 1026.057, 0, 674.9065, 120.6233, 0.6752312, 966.233, 1518.424, 1784.926, 0, 634.5273, 844.2121, 0, 543.0952, 1421.755, 17.46835, 603.1544, 1781.379, 1754.278, 0, 14.91061, 773.3027, 180.844, 143.8179, 2138.557, 0, 0, 806.3771, 782.2903, 512.2567, 721.0806, -8.940697e-08, 892.9209, 475.0705, 1157.022, 1445.428, 40.18218, 947.8135, 1756.728, 1945.502, 2210.163, 504.4627, 961.2177, 664.3707
